time	V(n003)	V(n001)	V(n002)	V(n005)	V(n004)	I(L1)	I(R3)	I(R2)	I(R1)	I(V2)	I(V1)
6.328845134703442e-01	5.000000e+00	9.398896e+00	6.263172e+00	3.131586e+00	6.263172e+00	3.790914e-19	-3.131586e+00	3.131586e+00	-3.131586e+00	-3.131586e+00	-3.131586e+00
6.358142009703442e-01	5.000000e+00	8.889509e+00	5.923900e+00	2.961950e+00	5.923900e+00	3.790903e-19	-2.961950e+00	2.961950e+00	-2.961950e+00	-2.961950e+00	-2.961950e+00
6.387438884703442e-01	5.000000e+00	8.248700e+00	5.497095e+00	2.748548e+00	5.497095e+00	3.790892e-19	-2.748548e+00	2.748548e+00	-2.748548e+00	-2.748548e+00	-2.748548e+00
6.416735759703442e-01	5.000000e+00	7.498120e+00	4.997180e+00	2.498590e+00	4.997180e+00	3.790881e-19	-2.498590e+00	2.498590e+00	-2.498590e+00	-2.498590e+00	-2.498590e+00
6.432081741846299e-01	5.000000e+00	7.058711e+00	4.704516e+00	2.352258e+00	4.704516e+00	3.481103e-19	-2.352258e+00	2.352258e+00	-2.352258e+00	-2.352258e+00	-2.352258e+00
6.447427723989156e-01	5.000000e+00	6.610813e+00	4.406198e+00	2.203099e+00	4.406198e+00	3.171325e-19	-2.203099e+00	2.203099e+00	-2.203099e+00	-2.203099e+00	-2.203099e+00
6.462773706132013e-01	5.000000e+00	6.154425e+00	4.102226e+00	2.051113e+00	4.102226e+00	2.861548e-19	-2.051113e+00	2.051113e+00	-2.051113e+00	-2.051113e+00	-2.051113e+00
6.478119688274872e-01	5.000000e+00	5.689547e+00	3.792599e+00	1.896299e+00	3.792599e+00	2.551772e-19	-1.896299e+00	1.896299e+00	-1.896299e+00	-1.896299e+00	-1.896299e+00
6.493465670417728e-01	5.000000e+00	5.216180e+00	3.477318e+00	1.738659e+00	3.477318e+00	2.241997e-19	-1.738659e+00	1.738659e+00	-1.738659e+00	-1.738659e+00	-1.738659e+00
6.508811652560585e-01	5.000000e+00	4.734323e+00	3.156382e+00	1.578191e+00	3.156382e+00	1.932222e-19	-1.578191e+00	1.578191e+00	-1.578191e+00	-1.578191e+00	-1.578191e+00
6.524157634703442e-01	5.000000e+00	4.243977e+00	2.829792e+00	1.414896e+00	2.829792e+00	1.622448e-19	-1.414896e+00	1.414896e+00	-1.414896e+00	-1.414896e+00	-1.414896e+00
6.553454509703442e-01	5.000000e+00	3.352072e+00	2.235749e+00	1.117874e+00	2.235749e+00	1.622443e-19	-1.117874e+00	1.117874e+00	-1.117874e+00	-1.117874e+00	-1.117874e+00
6.572985759703442e-01	5.000000e+00	2.786610e+00	1.859128e+00	9.295642e-01	1.859128e+00	1.622440e-19	-9.295642e-01	9.295642e-01	-9.295642e-01	-9.295642e-01	-9.295642e-01
6.592517009703442e-01	5.000000e+00	2.254439e+00	1.504682e+00	7.523409e-01	1.504682e+00	1.622437e-19	-7.523409e-01	7.523409e-01	-7.523409e-01	-7.523409e-01	-7.523409e-01
6.602282634703442e-01	5.000000e+00	2.003362e+00	1.337455e+00	6.687274e-01	1.337455e+00	1.622435e-19	-6.687274e-01	6.687274e-01	-6.687274e-01	-6.687274e-01	-6.687274e-01
6.612048259703442e-01	5.000000e+00	1.763564e+00	1.177740e+00	5.888699e-01	1.177740e+00	1.622433e-19	-5.888699e-01	5.888699e-01	-5.888699e-01	-5.888699e-01	-5.888699e-01
6.621813884703442e-01	5.000000e+00	1.535947e+00	1.026138e+00	5.130690e-01	1.026138e+00	1.351382e-19	-5.130690e-01	5.130690e-01	-5.130690e-01	-5.130690e-01	-5.130690e-01
6.631579509703442e-01	5.000000e+00	1.321368e+00	8.832199e-01	4.416099e-01	8.832199e-01	8.092793e-20	-4.416099e-01	4.416099e-01	-4.416099e-01	-4.416099e-01	-4.416099e-01
6.641345134703442e-01	5.000000e+00	1.120635e+00	7.495235e-01	3.747618e-01	7.495235e-01	5.382281e-20	-3.747618e-01	3.747618e-01	-3.747618e-01	-3.747618e-01	-3.747618e-01
6.651110759703442e-01	5.000000e+00	9.345026e-01	6.255521e-01	3.127760e-01	6.255521e-01	5.382276e-20	-3.127760e-01	3.127760e-01	-3.127760e-01	-3.127760e-01	-3.127760e-01
6.660876384703442e-01	5.000000e+00	7.636718e-01	5.117720e-01	2.558860e-01	5.117720e-01	4.704645e-20	-2.558860e-01	2.558860e-01	-2.558860e-01	-2.558860e-01	-2.558860e-01
6.670642009703442e-01	5.000000e+00	6.087856e-01	4.086117e-01	2.043058e-01	4.086117e-01	3.349388e-20	-2.043058e-01	2.043058e-01	-2.043058e-01	-2.043058e-01	-2.043058e-01
6.680407634703442e-01	5.000000e+00	4.704269e-01	3.164594e-01	1.582297e-01	3.164594e-01	2.332946e-20	-1.582297e-01	1.582297e-01	-1.582297e-01	-1.582297e-01	-1.582297e-01
6.690173259703442e-01	5.000000e+00	3.491166e-01	2.356619e-01	1.178309e-01	2.356619e-01	1.655317e-20	-1.178309e-01	1.178309e-01	-1.178309e-01	-1.178309e-01	-1.178309e-01
6.699938884703442e-01	5.000000e+00	2.453111e-01	1.665233e-01	8.326165e-02	1.665233e-01	1.147096e-20	-8.326165e-02	8.326165e-02	-8.326165e-02	-8.326165e-02	-8.326165e-02
6.709704509703442e-01	5.000000e+00	1.594011e-01	1.093039e-01	5.465196e-02	1.093039e-01	7.235788e-21	-5.465196e-02	5.465196e-02	-5.465196e-02	-5.465196e-02	-5.465196e-02
6.719470134703442e-01	5.000000e+00	9.171015e-02	6.421905e-02	3.210953e-02	6.421905e-02	3.424135e-21	-3.210953e-02	3.210953e-02	-3.210953e-02	-3.210953e-02	-3.210953e-02
6.729235759703442e-01	5.000000e+00	4.249284e-02	3.143838e-02	1.571919e-02	3.143838e-02	1.518308e-21	-1.571919e-02	1.571919e-02	-1.571919e-02	-1.571919e-02	-1.571919e-02
6.739001384703442e-01	5.000000e+00	1.193446e-02	1.108530e-02	5.542651e-03	1.108530e-02	5.587778e-22	-5.542651e-03	5.542651e-03	-5.542651e-03	-5.542651e-03	-5.542651e-03
6.748767009703442e-01	5.000000e+00	1.500434e-04	3.236413e-03	1.618207e-03	3.236413e-03	2.212877e-22	-1.618207e-03	1.618207e-03	-1.618207e-03	-1.618207e-03	-1.618207e-03
6.758532634703442e-01	5.000000e+00	7.183929e-03	7.921258e-03	3.960629e-03	7.921258e-03	7.308305e-22	-3.960629e-03	3.960629e-03	-3.960629e-03	-3.960629e-03	-3.960629e-03
6.768298259703442e-01	5.000000e+00	3.300965e-02	2.512220e-02	1.256110e-02	2.512220e-02	1.677124e-21	-1.256110e-02	1.256110e-02	-1.256110e-02	-1.256110e-02	-1.256110e-02
6.778063884703442e-01	5.000000e+00	7.753000e-02	5.477451e-02	2.738725e-02	5.477451e-02	2.947671e-21	-2.738725e-02	2.738725e-02	-2.738725e-02	-2.738725e-02	-2.738725e-02
6.787829509703442e-01	5.000000e+00	1.405774e-01	9.676657e-02	4.838328e-02	9.676657e-02	8.029864e-21	-4.838328e-02	4.838328e-02	-4.838328e-02	-4.838328e-02	-4.838328e-02
6.797595134703442e-01	5.000000e+00	2.219146e-01	1.509403e-01	7.547016e-02	1.509403e-01	1.565315e-20	-7.547016e-02	7.547016e-02	-7.547016e-02	-7.547016e-02	-7.547016e-02
6.807360759703442e-01	5.000000e+00	3.212354e-01	2.170919e-01	1.085460e-01	2.170919e-01	1.904126e-20	-1.085460e-01	1.085460e-01	-1.085460e-01	-1.085460e-01	-1.085460e-01
6.817126384703442e-01	5.000000e+00	4.381661e-01	2.949723e-01	1.474862e-01	2.949723e-01	1.904124e-20	-1.474862e-01	1.474862e-01	-1.474862e-01	-1.474862e-01	-1.474862e-01
6.826892009703442e-01	5.000000e+00	5.722664e-01	3.842884e-01	1.921442e-01	3.842884e-01	1.904123e-20	-1.921442e-01	1.921442e-01	-1.921442e-01	-1.921442e-01	-1.921442e-01
6.836657634703442e-01	5.000000e+00	7.230317e-01	4.847041e-01	2.423520e-01	4.847041e-01	3.259373e-20	-2.423520e-01	2.423520e-01	-2.423520e-01	-2.423520e-01	-2.423520e-01
6.846423259703442e-01	5.000000e+00	8.898946e-01	5.958413e-01	2.979207e-01	5.958413e-01	5.969874e-20	-2.979207e-01	2.979207e-01	-2.979207e-01	-2.979207e-01	-2.979207e-01
6.856188884703442e-01	5.000000e+00	1.072227e+00	7.172819e-01	3.586409e-01	7.172819e-01	7.325120e-20	-3.586409e-01	3.586409e-01	-3.586409e-01	-3.586409e-01	-3.586409e-01
6.865954509703442e-01	5.000000e+00	1.269343e+00	8.485687e-01	4.242843e-01	8.485687e-01	7.325113e-20	-4.242843e-01	4.242843e-01	-4.242843e-01	-4.242843e-01	-4.242843e-01
6.875720134703442e-01	5.000000e+00	1.480500e+00	9.892075e-01	4.946038e-01	9.892075e-01	7.325106e-20	-4.946038e-01	4.946038e-01	-4.946038e-01	-4.946038e-01	-4.946038e-01
6.885485759703442e-01	5.000000e+00	1.704903e+00	1.138669e+00	5.693346e-01	1.138669e+00	7.325099e-20	-5.693346e-01	5.693346e-01	-5.693346e-01	-5.693346e-01	-5.693346e-01
6.895251384703442e-01	5.000000e+00	1.941709e+00	1.296391e+00	6.481955e-01	1.296391e+00	7.325091e-20	-6.481955e-01	6.481955e-01	-6.481955e-01	-6.481955e-01	-6.481955e-01
6.914782634703442e-01	5.000000e+00	2.448918e+00	1.634212e+00	8.171059e-01	1.634212e+00	7.325077e-20	-8.171059e-01	8.171059e-01	-8.171059e-01	-8.171059e-01	-8.171059e-01
6.934313884703442e-01	5.000000e+00	2.994497e+00	1.997589e+00	9.987946e-01	1.997589e+00	1.003557e-19	-9.987946e-01	9.987946e-01	-9.987946e-01	-9.987946e-01	-9.987946e-01
6.963610759703442e-01	5.000000e+00	3.866733e+00	2.578533e+00	1.289266e+00	2.578533e+00	1.816704e-19	-1.289266e+00	1.289266e+00	-1.289266e+00	-1.289266e+00	-1.289266e+00
6.977561652560585e-01	5.000000e+00	4.305771e+00	2.870950e+00	1.435475e+00	2.870950e+00	1.678366e-19	-1.435475e+00	1.435475e+00	-1.435475e+00	-1.435475e+00	-1.435475e+00
6.991512545417728e-01	5.000000e+00	4.741836e+00	3.161386e+00	1.580693e+00	3.161386e+00	1.689397e-19	-1.580693e+00	1.580693e+00	-1.580693e+00	-1.580693e+00	-1.580693e+00
7.005463438274872e-01	5.000000e+00	5.174929e+00	3.449843e+00	1.724922e+00	3.449843e+00	1.849797e-19	-1.724922e+00	1.724922e+00	-1.724922e+00	-1.724922e+00	-1.724922e+00
7.019414331132013e-01	5.000000e+00	5.605049e+00	3.736320e+00	1.868160e+00	3.736320e+00	2.159566e-19	-1.868160e+00	1.868160e+00	-1.868160e+00	-1.868160e+00	-1.868160e+00
7.033365223989156e-01	5.000000e+00	6.032197e+00	4.020817e+00	2.010409e+00	4.020817e+00	2.618703e-19	-2.010409e+00	2.010409e+00	-2.010409e+00	-2.010409e+00	-2.010409e+00
7.047316116846299e-01	5.000000e+00	6.456371e+00	4.303334e+00	2.151667e+00	4.303334e+00	3.227210e-19	-2.151667e+00	2.151667e+00	-2.151667e+00	-2.151667e+00	-2.151667e+00
7.061267009703442e-01	5.000000e+00	6.877573e+00	4.583871e+00	2.291935e+00	4.583871e+00	3.985085e-19	-2.291935e+00	2.291935e+00	-2.291935e+00	-2.291935e+00	-2.291935e+00
7.080798259703442e-01	5.000000e+00	7.447267e+00	4.963310e+00	2.481655e+00	4.963310e+00	3.985077e-19	-2.481655e+00	2.481655e+00	-2.481655e+00	-2.481655e+00	-2.481655e+00
7.100329509703442e-01	5.000000e+00	7.963147e+00	5.306906e+00	2.653453e+00	5.306906e+00	3.985069e-19	-2.653453e+00	2.653453e+00	-2.653453e+00	-2.653453e+00	-2.653453e+00
7.119860759703442e-01	5.000000e+00	8.425214e+00	5.614661e+00	2.807331e+00	5.614661e+00	3.985062e-19	-2.807331e+00	2.807331e+00	-2.807331e+00	-2.807331e+00	-2.807331e+00
7.139392009703442e-01	5.000000e+00	8.833467e+00	5.886574e+00	2.943287e+00	5.886574e+00	3.985054e-19	-2.943287e+00	2.943287e+00	-2.943287e+00	-2.943287e+00	-2.943287e+00
7.158923259703442e-01	5.000000e+00	9.187908e+00	6.122645e+00	3.061323e+00	6.122645e+00	3.985046e-19	-3.061323e+00	3.061323e+00	-3.061323e+00	-3.061323e+00	-3.061323e+00
7.178454509703442e-01	5.000000e+00	9.488534e+00	6.322874e+00	3.161437e+00	6.322874e+00	3.985038e-19	-3.161437e+00	3.161437e+00	-3.161437e+00	-3.161437e+00	-3.161437e+00
7.197985759703442e-01	5.000000e+00	9.735348e+00	6.487262e+00	3.243631e+00	6.487262e+00	3.985030e-19	-3.243631e+00	3.243631e+00	-3.243631e+00	-3.243631e+00	-3.243631e+00
7.227282634703442e-01	5.000000e+00	9.949151e+00	6.629663e+00	3.314831e+00	6.629663e+00	3.985019e-19	-3.314831e+00	3.314831e+00	-3.314831e+00	-3.314831e+00	-3.314831e+00
7.256579509703442e-01	5.000000e+00	9.995728e+00	6.660685e+00	3.330343e+00	6.660685e+00	3.985007e-19	-3.330343e+00	3.330343e+00	-3.330343e+00	-3.330343e+00	-3.330343e+00
7.285876384703442e-01	5.000000e+00	9.873504e+00	6.579279e+00	3.289639e+00	6.579279e+00	3.984995e-19	-3.289639e+00	3.289639e+00	-3.289639e+00	-3.289639e+00	-3.289639e+00
7.315173259703442e-01	5.000000e+00	9.586609e+00	6.388195e+00	3.194098e+00	6.388195e+00	3.984984e-19	-3.194098e+00	3.194098e+00	-3.194098e+00	-3.194098e+00	-3.194098e+00
7.344470134703442e-01	5.000000e+00	9.144736e+00	6.093891e+00	3.046946e+00	6.093891e+00	3.984972e-19	-3.046946e+00	3.046946e+00	-3.046946e+00	-3.046946e+00	-3.046946e+00
7.373767009703442e-01	5.000000e+00	8.562818e+00	5.706310e+00	2.853155e+00	5.706310e+00	3.984960e-19	-2.853155e+00	2.853155e+00	-2.853155e+00	-2.853155e+00	-2.853155e+00
7.403063884703442e-01	5.000000e+00	7.860515e+00	5.238549e+00	2.619274e+00	5.238549e+00	3.984949e-19	-2.619274e+00	2.619274e+00	-2.619274e+00	-2.619274e+00	-2.619274e+00
7.418409866846299e-01	5.000000e+00	7.441851e+00	4.959702e+00	2.479851e+00	4.959702e+00	3.851729e-19	-2.479851e+00	2.479851e+00	-2.479851e+00	-2.479851e+00	-2.479851e+00
7.433755848989156e-01	5.000000e+00	7.010852e+00	4.672640e+00	2.336320e+00	4.672640e+00	3.659657e-19	-2.336320e+00	2.336320e+00	-2.336320e+00	-2.336320e+00	-2.336320e+00
7.449101831132013e-01	5.000000e+00	6.567517e+00	4.377361e+00	2.188681e+00	4.377361e+00	3.408733e-19	-2.188681e+00	2.188681e+00	-2.188681e+00	-2.188681e+00	-2.188681e+00
7.464447813274872e-01	5.000000e+00	6.111846e+00	4.073866e+00	2.036933e+00	4.073866e+00	3.098956e-19	-2.036933e+00	2.036933e+00	-2.036933e+00	-2.036933e+00	-2.036933e+00
7.479793795417728e-01	5.000000e+00	5.643839e+00	3.762155e+00	1.881078e+00	3.762155e+00	2.730327e-19	-1.881078e+00	1.881078e+00	-1.881078e+00	-1.881078e+00	-1.881078e+00
7.495139777560585e-01	5.000000e+00	5.163497e+00	3.442228e+00	1.721114e+00	3.442228e+00	2.302845e-19	-1.721114e+00	1.721114e+00	-1.721114e+00	-1.721114e+00	-1.721114e+00
7.510485759703442e-01	5.000000e+00	4.670818e+00	3.114085e+00	1.557043e+00	3.114085e+00	1.816511e-19	-1.557043e+00	1.557043e+00	-1.557043e+00	-1.557043e+00	-1.557043e+00
7.523041563274872e-01	5.000000e+00	4.272832e+00	2.849011e+00	1.424506e+00	2.849011e+00	1.768174e-19	-1.424506e+00	1.424506e+00	-1.424506e+00	-1.424506e+00	-1.424506e+00
7.535597366846299e-01	5.000000e+00	3.885207e+00	2.590837e+00	1.295419e+00	2.590837e+00	1.684320e-19	-1.295419e+00	1.295419e+00	-1.295419e+00	-1.295419e+00	-1.295419e+00
7.548153170417728e-01	5.000000e+00	3.507942e+00	2.339564e+00	1.169782e+00	2.339564e+00	1.564949e-19	-1.169782e+00	1.169782e+00	-1.169782e+00	-1.169782e+00	-1.169782e+00
7.560708973989156e-01	5.000000e+00	3.141039e+00	2.095192e+00	1.047596e+00	2.095192e+00	1.410062e-19	-1.047596e+00	1.047596e+00	-1.047596e+00	-1.047596e+00	-1.047596e+00
7.573264777560585e-01	5.000000e+00	2.784496e+00	1.857720e+00	9.288601e-01	1.857720e+00	1.219657e-19	-9.288601e-01	9.288601e-01	-9.288601e-01	-9.288601e-01	-9.288601e-01
7.585820581132013e-01	5.000000e+00	2.438313e+00	1.627149e+00	8.135746e-01	1.627149e+00	9.937353e-20	-8.135746e-01	8.135746e-01	-8.135746e-01	-8.135746e-01	-8.135746e-01
7.598376384703442e-01	5.000000e+00	2.102492e+00	1.403479e+00	7.017394e-01	1.403479e+00	7.322967e-20	-7.017394e-01	7.017394e-01	-7.017394e-01	-7.017394e-01	-7.017394e-01
7.608142009703442e-01	5.000000e+00	1.858071e+00	1.240685e+00	6.203426e-01	1.240685e+00	7.322960e-20	-6.203426e-01	6.203426e-01	-6.203426e-01	-6.203426e-01	-6.203426e-01
7.617907634703442e-01	5.000000e+00	1.625477e+00	1.085768e+00	5.428839e-01	1.085768e+00	7.322952e-20	-5.428839e-01	5.428839e-01	-5.428839e-01	-5.428839e-01	-5.428839e-01
7.627673259703442e-01	5.000000e+00	1.405583e+00	9.393099e-01	4.696549e-01	9.393099e-01	7.322945e-20	-4.696549e-01	4.696549e-01	-4.696549e-01	-4.696549e-01	-4.696549e-01
7.637438884703442e-01	5.000000e+00	1.199217e+00	8.018625e-01	4.009312e-01	8.018625e-01	7.322938e-20	-4.009312e-01	4.009312e-01	-4.009312e-01	-4.009312e-01	-4.009312e-01
7.647204509703442e-01	5.000000e+00	1.007157e+00	6.739429e-01	3.369715e-01	6.739429e-01	7.322931e-20	-3.369715e-01	3.369715e-01	-3.369715e-01	-3.369715e-01	-3.369715e-01
7.656970134703442e-01	5.000000e+00	8.301255e-01	5.560327e-01	2.780164e-01	5.560327e-01	5.967672e-20	-2.780164e-01	2.780164e-01	-2.780164e-01	-2.780164e-01	-2.780164e-01
7.666735759703442e-01	5.000000e+00	6.687881e-01	4.485757e-01	2.242878e-01	4.485757e-01	3.257162e-20	-2.242878e-01	2.242878e-01	-2.242878e-01	-2.242878e-01	-2.242878e-01
7.676501384703442e-01	5.000000e+00	5.237524e-01	3.519762e-01	1.759881e-01	3.519762e-01	1.901907e-20	-1.759881e-01	1.759881e-01	-1.759881e-01	-1.759881e-01	-1.759881e-01
7.686267009703442e-01	5.000000e+00	3.955643e-01	2.665979e-01	1.332989e-01	2.665979e-01	1.901905e-20	-1.332989e-01	1.332989e-01	-1.332989e-01	-1.332989e-01	-1.332989e-01
7.696032634703442e-01	5.000000e+00	2.847062e-01	1.927620e-01	9.638101e-02	1.927620e-01	1.901903e-20	-9.638101e-02	9.638101e-02	-9.638101e-02	-9.638101e-02	-9.638101e-02
7.705798259703442e-01	5.000000e+00	1.915954e-01	1.307466e-01	6.537329e-02	1.307466e-01	1.563088e-20	-6.537329e-02	6.537329e-02	-6.537329e-02	-6.537329e-02	-6.537329e-02
7.715563884703442e-01	5.000000e+00	1.165824e-01	8.078496e-02	4.039248e-02	8.078496e-02	8.007574e-21	-4.039248e-02	4.039248e-02	-4.039248e-02	-4.039248e-02	-4.039248e-02
7.725329509703442e-01	5.000000e+00	5.994949e-02	4.306520e-02	2.153260e-02	4.306520e-02	2.713614e-21	-2.153260e-02	2.153260e-02	-2.153260e-02	-2.153260e-02	-2.153260e-02
7.735095134703442e-01	5.000000e+00	2.190980e-02	1.772927e-02	8.864634e-03	1.772927e-02	1.151895e-21	-8.864634e-03	8.864634e-03	-8.864634e-03	-8.864634e-03	-8.864634e-03
7.744860759703442e-01	5.000000e+00	2.606513e-03	4.872519e-03	2.436259e-03	4.872519e-03	3.578006e-22	-2.436259e-03	2.436259e-03	-2.436259e-03	-2.436259e-03	-2.436259e-03
7.754626384703442e-01	5.000000e+00	2.112286e-03	4.543344e-03	2.271672e-03	4.543344e-03	3.578002e-22	-2.271672e-03	2.271672e-03	-2.271672e-03	-2.271672e-03	-2.271672e-03
7.764392009703442e-01	5.000000e+00	2.042898e-02	1.674298e-02	8.371491e-03	1.674298e-02	1.151893e-21	-8.371491e-03	8.371491e-03	-8.371491e-03	-8.371491e-03	-8.371491e-03
7.774157634703442e-01	5.000000e+00	5.748766e-02	4.142552e-02	2.071276e-02	4.142552e-02	2.713608e-21	-2.071276e-02	2.071276e-02	-2.071276e-02	-2.071276e-02	-2.071276e-02
7.783923259703442e-01	5.000000e+00	1.131488e-01	7.849805e-02	3.924903e-02	7.849805e-02	4.619429e-21	-3.924903e-02	3.924903e-02	-3.924903e-02	-3.924903e-02	-3.924903e-02
7.793688884703442e-01	5.000000e+00	1.872030e-01	1.278211e-01	6.391053e-02	1.278211e-01	8.854586e-21	-6.391053e-02	6.391053e-02	-6.391053e-02	-6.391053e-02	-6.391053e-02
7.803454509703442e-01	5.000000e+00	2.793715e-01	1.892089e-01	9.460444e-02	1.892089e-01	1.563084e-20	-9.460444e-02	9.460444e-02	-9.460444e-02	-9.460444e-02	-9.460444e-02
7.813220134703442e-01	5.000000e+00	3.893073e-01	2.624305e-01	1.312152e-01	2.624305e-01	1.901895e-20	-1.312152e-01	1.312152e-01	-1.312152e-01	-1.312152e-01	-1.312152e-01
7.822985759703442e-01	5.000000e+00	5.165967e-01	3.472103e-01	1.736051e-01	3.472103e-01	1.901893e-20	-1.736051e-01	1.736051e-01	-1.736051e-01	-1.736051e-01	-1.736051e-01
7.832751384703442e-01	5.000000e+00	6.607607e-01	4.432291e-01	2.216146e-01	4.432291e-01	2.579518e-20	-2.216146e-01	2.216146e-01	-2.216146e-01	-2.216146e-01	-2.216146e-01
7.842517009703442e-01	5.000000e+00	8.212566e-01	5.501257e-01	2.750629e-01	5.501257e-01	3.934767e-20	-2.750629e-01	2.750629e-01	-2.750629e-01	-2.750629e-01	-2.750629e-01
7.852282634703442e-01	5.000000e+00	9.974803e-01	6.674976e-01	3.337488e-01	6.674976e-01	4.612389e-20	-3.337488e-01	3.337488e-01	-3.337488e-01	-3.337488e-01	-3.337488e-01
7.862048259703442e-01	5.000000e+00	1.188769e+00	7.949032e-01	3.974516e-01	7.949032e-01	4.612385e-20	-3.974516e-01	3.974516e-01	-3.974516e-01	-3.974516e-01	-3.974516e-01
7.871813884703442e-01	5.000000e+00	1.394402e+00	9.318628e-01	4.659314e-01	9.318628e-01	7.322885e-20	-4.659314e-01	4.659314e-01	-4.659314e-01	-4.659314e-01	-4.659314e-01
7.881579509703442e-01	5.000000e+00	1.613605e+00	1.077861e+00	5.389305e-01	1.077861e+00	1.274389e-19	-5.389305e-01	5.389305e-01	-5.389305e-01	-5.389305e-01	-5.389305e-01
7.891345134703442e-01	5.000000e+00	1.845554e+00	1.232348e+00	6.161742e-01	1.232348e+00	1.545438e-19	-6.161742e-01	6.161742e-01	-6.161742e-01	-6.161742e-01	-6.161742e-01
7.901110759703442e-01	5.000000e+00	2.089376e+00	1.394743e+00	6.973716e-01	1.394743e+00	1.545436e-19	-6.973716e-01	6.973716e-01	-6.973716e-01	-6.973716e-01	-6.973716e-01
7.920642009703442e-01	5.000000e+00	2.608926e+00	1.740784e+00	8.703918e-01	1.740784e+00	1.545433e-19	-8.703918e-01	8.703918e-01	-8.703918e-01	-8.703918e-01	-8.703918e-01
7.940173259703442e-01	5.000000e+00	3.164439e+00	2.110778e+00	1.055389e+00	2.110778e+00	1.545430e-19	-1.055389e+00	1.055389e+00	-1.055389e+00	-1.055389e+00	-1.055389e+00
7.969470134703442e-01	5.000000e+00	4.046747e+00	2.698430e+00	1.349215e+00	2.698430e+00	1.545426e-19	-1.349215e+00	1.349215e+00	-1.349215e+00	-1.349215e+00	-1.349215e+00
7.983421027560585e-01	5.000000e+00	4.488440e+00	2.992614e+00	1.496307e+00	2.992614e+00	1.570399e-19	-1.496307e+00	1.496307e+00	-1.496307e+00	-1.496307e+00	-1.496307e+00
7.997371920417728e-01	5.000000e+00	4.925764e+00	3.283889e+00	1.641945e+00	3.283889e+00	1.690304e-19	-1.641945e+00	1.641945e+00	-1.641945e+00	-1.641945e+00	-1.641945e+00
8.011322813274872e-01	5.000000e+00	5.358721e+00	3.572255e+00	1.786128e+00	3.572255e+00	1.905141e-19	-1.786128e+00	1.786128e+00	-1.786128e+00	-1.786128e+00	-1.786128e+00
8.025273706132013e-01	5.000000e+00	5.787310e+00	3.857712e+00	1.928856e+00	3.857712e+00	2.214910e-19	-1.928856e+00	1.928856e+00	-1.928856e+00	-1.928856e+00	-1.928856e+00
8.039224598989156e-01	5.000000e+00	6.211531e+00	4.140260e+00	2.070130e+00	4.140260e+00	2.619610e-19	-2.070130e+00	2.070130e+00	-2.070130e+00	-2.070130e+00	-2.070130e+00
8.053175491846299e-01	5.000000e+00	6.631384e+00	4.419899e+00	2.209949e+00	4.419899e+00	3.119243e-19	-2.209949e+00	2.209949e+00	-2.209949e+00	-2.209949e+00	-2.209949e+00
8.067126384703442e-01	5.000000e+00	7.046869e+00	4.696629e+00	2.348314e+00	4.696629e+00	3.713808e-19	-2.348314e+00	2.348314e+00	-2.348314e+00	-2.348314e+00	-2.348314e+00
8.096423259703442e-01	5.000000e+00	7.847285e+00	5.229737e+00	2.614869e+00	5.229737e+00	3.713797e-19	-2.614869e+00	2.614869e+00	-2.614869e+00	-2.614869e+00	-2.614869e+00
8.125720134703442e-01	5.000000e+00	8.551495e+00	5.698769e+00	2.849384e+00	5.698769e+00	3.713786e-19	-2.849384e+00	2.849384e+00	-2.849384e+00	-2.849384e+00	-2.849384e+00
8.155017009703442e-01	5.000000e+00	9.135703e+00	6.087874e+00	3.043937e+00	6.087874e+00	3.713775e-19	-3.043937e+00	3.043937e+00	-3.043937e+00	-3.043937e+00	-3.043937e+00
8.184313884703442e-01	5.000000e+00	9.580170e+00	6.383907e+00	3.191953e+00	6.383907e+00	3.713764e-19	-3.191953e+00	3.191953e+00	-3.191953e+00	-3.191953e+00	-3.191953e+00
8.213610759703442e-01	5.000000e+00	9.869877e+00	6.576863e+00	3.288432e+00	6.576863e+00	3.713753e-19	-3.288432e+00	3.288432e+00	-3.288432e+00	-3.288432e+00	-3.288432e+00
8.242907634703442e-01	5.000000e+00	9.995036e+00	6.660224e+00	3.330112e+00	6.660224e+00	3.713742e-19	-3.330112e+00	3.330112e+00	-3.330112e+00	-3.330112e+00	-3.330112e+00
8.272204509703442e-01	5.000000e+00	9.951418e+00	6.631172e+00	3.315586e+00	6.631172e+00	3.713731e-19	-3.315586e+00	3.315586e+00	-3.315586e+00	-3.315586e+00	-3.315586e+00
8.301501384703442e-01	5.000000e+00	9.740496e+00	6.490690e+00	3.245345e+00	6.490690e+00	3.713720e-19	-3.245345e+00	3.245345e+00	-3.245345e+00	-3.245345e+00	-3.245345e+00
8.330798259703442e-01	5.000000e+00	9.369397e+00	6.243524e+00	3.121762e+00	6.243524e+00	3.713710e-19	-3.121762e+00	3.121762e+00	-3.121762e+00	-3.121762e+00	-3.121762e+00
8.360095134703442e-01	5.000000e+00	8.850660e+00	5.898025e+00	2.949012e+00	5.898025e+00	3.713699e-19	-2.949012e+00	2.949012e+00	-2.949012e+00	-2.949012e+00	-2.949012e+00
8.389392009703442e-01	5.000000e+00	8.201814e+00	5.465868e+00	2.732934e+00	5.465868e+00	3.713688e-19	-2.732934e+00	2.732934e+00	-2.732934e+00	-2.732934e+00	-2.732934e+00
