time	V(n003)	V(n001)	V(n002)	V(n005)	V(n004)	I(L1)	I(R3)	I(R2)	I(R1)	I(V2)	I(V1)
8.418688884703442e-01	5.000000e+00	7.444781e+00	4.961654e+00	2.480827e+00	4.961654e+00	3.713677e-19	-2.480827e+00	2.480827e+00	-2.480827e+00	-2.480827e+00	-2.480827e+00
8.434034866846299e-01	5.000000e+00	7.002670e+00	4.667190e+00	2.333595e+00	4.667190e+00	3.403899e-19	-2.333595e+00	2.333595e+00	-2.333595e+00	-2.333595e+00	-2.333595e+00
8.449380848989156e-01	5.000000e+00	6.552625e+00	4.367442e+00	2.183721e+00	4.367442e+00	3.094121e-19	-2.183721e+00	2.183721e+00	-2.183721e+00	-2.183721e+00	-2.183721e+00
8.464726831132013e-01	5.000000e+00	6.094645e+00	4.062410e+00	2.031205e+00	4.062410e+00	2.784344e-19	-2.031205e+00	2.031205e+00	-2.031205e+00	-2.031205e+00	-2.031205e+00
8.480072813274872e-01	5.000000e+00	5.628731e+00	3.752093e+00	1.876046e+00	3.752093e+00	2.474568e-19	-1.876046e+00	1.876046e+00	-1.876046e+00	-1.876046e+00	-1.876046e+00
8.495418795417728e-01	5.000000e+00	5.154882e+00	3.436491e+00	1.718245e+00	3.436491e+00	2.164793e-19	-1.718245e+00	1.718245e+00	-1.718245e+00	-1.718245e+00	-1.718245e+00
8.510764777560585e-01	5.000000e+00	4.673099e+00	3.115604e+00	1.557802e+00	3.115604e+00	1.855018e-19	-1.557802e+00	1.557802e+00	-1.557802e+00	-1.557802e+00	-1.557802e+00
8.526110759703442e-01	5.000000e+00	4.183381e+00	2.789433e+00	1.394717e+00	2.789433e+00	1.545244e-19	-1.394717e+00	1.394717e+00	-1.394717e+00	-1.394717e+00	-1.394717e+00
8.555407634703442e-01	5.000000e+00	3.294267e+00	2.197248e+00	1.098624e+00	2.197248e+00	1.545240e-19	-1.098624e+00	1.098624e+00	-1.098624e+00	-1.098624e+00	-1.098624e+00
8.574938884703442e-01	5.000000e+00	2.731758e+00	1.822595e+00	9.112976e-01	1.822595e+00	1.545237e-19	-9.112976e-01	9.112976e-01	-9.112976e-01	-9.112976e-01	-9.112976e-01
8.594470134703442e-01	5.000000e+00	2.203367e+00	1.470665e+00	7.353326e-01	1.470665e+00	1.545234e-19	-7.353326e-01	7.353326e-01	-7.353326e-01	-7.353326e-01	-7.353326e-01
8.604235759703442e-01	5.000000e+00	1.954471e+00	1.304891e+00	6.524456e-01	1.304891e+00	1.545232e-19	-6.524456e-01	6.524456e-01	-6.524456e-01	-6.524456e-01	-6.524456e-01
8.614001384703442e-01	5.000000e+00	1.717038e+00	1.146752e+00	5.733758e-01	1.146752e+00	1.274180e-19	-5.733758e-01	5.733758e-01	-5.733758e-01	-5.733758e-01	-5.733758e-01
8.623767009703442e-01	5.000000e+00	1.491962e+00	9.968420e-01	4.984210e-01	9.968420e-01	7.320783e-20	-4.984210e-01	4.984210e-01	-4.984210e-01	-4.984210e-01	-4.984210e-01
8.633532634703442e-01	5.000000e+00	1.280089e+00	8.557262e-01	4.278631e-01	8.557262e-01	4.610271e-20	-4.278631e-01	4.278631e-01	-4.278631e-01	-4.278631e-01	-4.278631e-01
8.643298259703442e-01	5.000000e+00	1.082217e+00	7.239358e-01	3.619679e-01	7.239358e-01	4.610267e-20	-3.619679e-01	3.619679e-01	-3.619679e-01	-3.619679e-01	-3.619679e-01
8.653063884703442e-01	5.000000e+00	8.990909e-01	6.019664e-01	3.009832e-01	6.019664e-01	3.932636e-20	-3.009832e-01	3.009832e-01	-3.009832e-01	-3.009832e-01	-3.009832e-01
8.662829509703442e-01	5.000000e+00	7.313995e-01	4.902773e-01	2.451387e-01	4.902773e-01	2.577381e-20	-2.451387e-01	2.451387e-01	-2.451387e-01	-2.451387e-01	-2.451387e-01
8.672595134703442e-01	5.000000e+00	5.797741e-01	3.892889e-01	1.946444e-01	3.892889e-01	1.899752e-20	-1.946444e-01	1.946444e-01	-1.946444e-01	-1.946444e-01	-1.946444e-01
8.682360759703442e-01	5.000000e+00	4.447855e-01	2.993811e-01	1.496906e-01	2.993811e-01	1.899750e-20	-1.496906e-01	1.496906e-01	-1.496906e-01	-1.496906e-01	-1.496906e-01
8.692126384703442e-01	5.000000e+00	3.269416e-01	2.208925e-01	1.104462e-01	2.208925e-01	1.899748e-20	-1.104462e-01	1.104462e-01	-1.104462e-01	-1.104462e-01	-1.104462e-01
8.701892009703442e-01	5.000000e+00	2.266861e-01	1.541184e-01	7.705918e-02	1.541184e-01	1.560933e-20	-7.705918e-02	7.705918e-02	-7.705918e-02	-7.705918e-02	-7.705918e-02
8.711657634703442e-01	5.000000e+00	1.443963e-01	9.931009e-02	4.965505e-02	9.931009e-02	7.986027e-21	-4.965505e-02	4.965505e-02	-4.965505e-02	-4.965505e-02	-4.965505e-02
8.721423259703442e-01	5.000000e+00	8.038186e-02	5.667396e-02	2.833698e-02	5.667396e-02	2.903823e-21	-2.833698e-02	2.833698e-02	-2.833698e-02	-2.833698e-02	-2.833698e-02
8.731188884703442e-01	5.000000e+00	3.488375e-02	2.637043e-02	1.318522e-02	2.637043e-02	1.633272e-21	-1.318522e-02	1.318522e-02	-1.318522e-02	-1.318522e-02	-1.318522e-02
8.740954509703442e-01	5.000000e+00	8.073225e-03	8.513564e-03	4.256782e-03	8.513564e-03	6.960750e-22	-4.256782e-03	4.256782e-03	-4.256782e-03	-4.256782e-03	-4.256782e-03
8.750720134703442e-01	5.000000e+00	5.118309e-05	3.170568e-03	1.585284e-03	3.170568e-03	2.138283e-22	-1.585284e-03	1.585284e-03	-1.585284e-03	-1.585284e-03	-1.585284e-03
8.760485759703442e-01	5.000000e+00	1.084782e-02	1.036155e-02	5.180777e-03	1.036155e-02	5.786146e-22	-5.180777e-03	5.180777e-03	-5.180777e-03	-5.180777e-03	-5.180777e-03
8.770251384703442e-01	5.000000e+00	4.042250e-02	3.005945e-02	1.502973e-02	3.005945e-02	1.547242e-21	-1.502973e-02	1.502973e-02	-1.502973e-02	-1.502973e-02	-1.502973e-02
8.780017009703442e-01	5.000000e+00	8.866391e-02	6.219013e-02	3.109507e-02	6.219013e-02	3.453063e-21	-3.109507e-02	3.109507e-02	-3.109507e-02	-3.109507e-02	-3.109507e-02
8.789782634703442e-01	5.000000e+00	1.553905e-01	1.066326e-01	5.331632e-02	1.066326e-01	7.264706e-21	-5.331632e-02	5.331632e-02	-5.331632e-02	-5.331632e-02	-5.331632e-02
8.799548259703442e-01	5.000000e+00	2.403511e-01	1.632197e-01	8.160987e-02	1.632197e-01	1.149986e-20	-8.160987e-02	8.160987e-02	-8.160987e-02	-8.160987e-02	-8.160987e-02
8.809313884703442e-01	5.000000e+00	3.432259e-01	2.317384e-01	1.158692e-01	2.317384e-01	1.658205e-20	-1.158692e-01	1.158692e-01	-1.158692e-01	-1.158692e-01	-1.158692e-01
8.819079509703442e-01	5.000000e+00	4.636278e-01	3.119308e-01	1.559654e-01	3.119308e-01	2.335829e-20	-1.559654e-01	1.559654e-01	-1.559654e-01	-1.559654e-01	-1.559654e-01
8.828845134703442e-01	5.000000e+00	6.011035e-01	4.034951e-01	2.017475e-01	4.034951e-01	4.029892e-20	-2.017475e-01	2.017475e-01	-2.017475e-01	-2.017475e-01	-2.017475e-01
8.838610759703442e-01	5.000000e+00	7.551357e-01	5.060866e-01	2.530433e-01	5.060866e-01	6.740392e-20	-2.530433e-01	2.530433e-01	-2.530433e-01	-2.530433e-01	-2.530433e-01
8.848376384703442e-01	5.000000e+00	9.251447e-01	6.193193e-01	3.096596e-01	6.193193e-01	8.095637e-20	-3.096596e-01	3.096596e-01	-3.096596e-01	-3.096596e-01	-3.096596e-01
8.858142009703442e-01	5.000000e+00	1.110490e+00	7.427668e-01	3.713834e-01	7.427668e-01	8.095630e-20	-3.713834e-01	3.713834e-01	-3.713834e-01	-3.713834e-01	-3.713834e-01
8.867907634703442e-01	5.000000e+00	1.310475e+00	8.759647e-01	4.379824e-01	8.759647e-01	9.450874e-20	-4.379824e-01	4.379824e-01	-4.379824e-01	-4.379824e-01	-4.379824e-01
8.877673259703442e-01	5.000000e+00	1.524347e+00	1.018412e+00	5.092058e-01	1.018412e+00	1.216137e-19	-5.092058e-01	5.092058e-01	-5.092058e-01	-5.092058e-01	-5.092058e-01
8.887438884703442e-01	5.000000e+00	1.751300e+00	1.169571e+00	5.847856e-01	1.169571e+00	1.351661e-19	-5.847856e-01	5.847856e-01	-5.847856e-01	-5.847856e-01	-5.847856e-01
8.897204509703442e-01	5.000000e+00	1.990481e+00	1.328875e+00	6.644374e-01	1.328875e+00	1.351660e-19	-6.644374e-01	6.644374e-01	-6.644374e-01	-6.644374e-01	-6.644374e-01
8.916735759703442e-01	5.000000e+00	2.501880e+00	1.669487e+00	8.347436e-01	1.669487e+00	1.351657e-19	-8.347436e-01	8.347436e-01	-8.347436e-01	-8.347436e-01	-8.347436e-01
8.936267009703442e-01	5.000000e+00	3.050854e+00	2.035125e+00	1.017563e+00	2.035125e+00	1.351654e-19	-1.017563e+00	1.017563e+00	-1.017563e+00	-1.017563e+00	-1.017563e+00
8.965563884703442e-01	5.000000e+00	3.926579e+00	2.618392e+00	1.309196e+00	2.618392e+00	1.351650e-19	-1.309196e+00	1.309196e+00	-1.309196e+00	-1.309196e+00	-1.309196e+00
8.979514777560585e-01	5.000000e+00	4.366568e+00	2.911443e+00	1.455721e+00	2.911443e+00	1.376624e-19	-1.455721e+00	1.455721e+00	-1.455721e+00	-1.455721e+00	-1.455721e+00
8.993465670417728e-01	5.000000e+00	4.803119e+00	3.202203e+00	1.601101e+00	3.202203e+00	1.496529e-19	-1.601101e+00	1.601101e+00	-1.601101e+00	-1.601101e+00	-1.601101e+00
9.007416563274872e-01	5.000000e+00	5.236232e+00	3.490673e+00	1.745336e+00	3.490673e+00	1.711366e-19	-1.745336e+00	1.745336e+00	-1.745336e+00	-1.745336e+00	-1.745336e+00
9.021367456132013e-01	5.000000e+00	5.665906e+00	3.776853e+00	1.888426e+00	3.776853e+00	2.021135e-19	-1.888426e+00	1.888426e+00	-1.888426e+00	-1.888426e+00	-1.888426e+00
9.035318348989156e-01	5.000000e+00	6.092142e+00	4.060743e+00	2.030371e+00	4.060743e+00	2.425836e-19	-2.030371e+00	2.030371e+00	-2.030371e+00	-2.030371e+00	-2.030371e+00
9.049269241846299e-01	5.000000e+00	6.514940e+00	4.342343e+00	2.171171e+00	4.342343e+00	2.925469e-19	-2.171171e+00	2.171171e+00	-2.171171e+00	-2.171171e+00	-2.171171e+00
9.063220134703442e-01	5.000000e+00	6.934299e+00	4.621653e+00	2.310826e+00	4.621653e+00	3.520034e-19	-2.310826e+00	2.310826e+00	-2.310826e+00	-2.310826e+00	-2.310826e+00
9.082751384703442e-01	5.000000e+00	7.500509e+00	4.998771e+00	2.499385e+00	4.998771e+00	3.520027e-19	-2.499385e+00	2.499385e+00	-2.499385e+00	-2.499385e+00	-2.499385e+00
9.102282634703442e-01	5.000000e+00	8.012287e+00	5.339635e+00	2.669818e+00	5.339635e+00	3.520020e-19	-2.669818e+00	2.669818e+00	-2.669818e+00	-2.669818e+00	-2.669818e+00
9.121813884703442e-01	5.000000e+00	8.469632e+00	5.644245e+00	2.822123e+00	5.644245e+00	3.520013e-19	-2.822123e+00	2.822123e+00	-2.822123e+00	-2.822123e+00	-2.822123e+00
9.141345134703442e-01	5.000000e+00	8.872545e+00	5.912601e+00	2.956300e+00	5.912601e+00	3.520007e-19	-2.956300e+00	2.956300e+00	-2.956300e+00	-2.956300e+00	-2.956300e+00
9.160876384703442e-01	5.000000e+00	9.221026e+00	6.144703e+00	3.072351e+00	6.144703e+00	3.520000e-19	-3.072351e+00	3.072351e+00	-3.072351e+00	-3.072351e+00	-3.072351e+00
9.180407634703442e-01	5.000000e+00	9.515074e+00	6.340550e+00	3.170275e+00	6.340550e+00	3.519993e-19	-3.170275e+00	3.170275e+00	-3.170275e+00	-3.170275e+00	-3.170275e+00
9.199938884703442e-01	5.000000e+00	9.754689e+00	6.500144e+00	3.250072e+00	6.500144e+00	3.519986e-19	-3.250072e+00	3.250072e+00	-3.250072e+00	-3.250072e+00	-3.250072e+00
9.229235759703442e-01	5.000000e+00	9.957507e+00	6.635228e+00	3.317614e+00	6.635228e+00	3.519976e-19	-3.317614e+00	3.317614e+00	-3.317614e+00	-3.317614e+00	-3.317614e+00
9.258532634703442e-01	5.000000e+00	9.992816e+00	6.658745e+00	3.329373e+00	6.658745e+00	3.519965e-19	-3.329373e+00	3.329373e+00	-3.329373e+00	-3.329373e+00	-3.329373e+00
9.287829509703442e-01	5.000000e+00	9.859423e+00	6.569900e+00	3.284950e+00	6.569900e+00	3.519955e-19	-3.284950e+00	3.284950e+00	-3.284950e+00	-3.284950e+00	-3.284950e+00
9.317126384703442e-01	5.000000e+00	9.561834e+00	6.371695e+00	3.185847e+00	6.371695e+00	3.519945e-19	-3.185847e+00	3.185847e+00	-3.185847e+00	-3.185847e+00	-3.185847e+00
9.346423259703442e-01	5.000000e+00	9.110106e+00	6.070826e+00	3.035413e+00	6.070826e+00	3.519934e-19	-3.035413e+00	3.035413e+00	-3.035413e+00	-3.035413e+00	-3.035413e+00
9.375720134703442e-01	5.000000e+00	8.519501e+00	5.677459e+00	2.838730e+00	5.677459e+00	3.519924e-19	-2.838730e+00	2.838730e+00	-2.838730e+00	-2.838730e+00	-2.838730e+00
9.405017009703442e-01	5.000000e+00	7.809975e+00	5.204887e+00	2.602444e+00	5.204887e+00	3.519914e-19	-2.602444e+00	2.602444e+00	-2.602444e+00	-2.602444e+00	-2.602444e+00
9.420362991846299e-01	5.000000e+00	7.388155e+00	4.923939e+00	2.461969e+00	4.923939e+00	3.386695e-19	-2.461969e+00	2.461969e+00	-2.461969e+00	-2.461969e+00	-2.461969e+00
9.435708973989156e-01	5.000000e+00	6.954544e+00	4.635136e+00	2.317568e+00	4.635136e+00	3.194623e-19	-2.317568e+00	2.317568e+00	-2.317568e+00	-2.317568e+00	-2.317568e+00
9.451054956132013e-01	5.000000e+00	6.509141e+00	4.338481e+00	2.169240e+00	4.338481e+00	2.943700e-19	-2.169240e+00	2.169240e+00	-2.169240e+00	-2.169240e+00	-2.169240e+00
9.466400938274872e-01	5.000000e+00	6.051947e+00	4.033971e+00	2.016986e+00	4.033971e+00	2.633924e-19	-2.016986e+00	2.016986e+00	-2.016986e+00	-2.016986e+00	-2.016986e+00
9.481746920417728e-01	5.000000e+00	5.582962e+00	3.721609e+00	1.860805e+00	3.721609e+00	2.265295e-19	-1.860805e+00	1.860805e+00	-1.860805e+00	-1.860805e+00	-1.860805e+00
9.497092902560585e-01	5.000000e+00	5.102186e+00	3.401393e+00	1.700697e+00	3.401393e+00	1.837814e-19	-1.700697e+00	1.700697e+00	-1.700697e+00	-1.700697e+00	-1.700697e+00
9.512438884703442e-01	5.000000e+00	4.609619e+00	3.073324e+00	1.536662e+00	3.073324e+00	1.351481e-19	-1.536662e+00	1.536662e+00	-1.536662e+00	-1.536662e+00	-1.536662e+00
9.524994688274872e-01	5.000000e+00	4.212194e+00	2.808623e+00	1.404312e+00	2.808623e+00	1.351479e-19	-1.404312e+00	1.404312e+00	-1.404312e+00	-1.404312e+00	-1.404312e+00
9.537550491846299e-01	5.000000e+00	3.825486e+00	2.551061e+00	1.275530e+00	2.551061e+00	1.351478e-19	-1.275530e+00	1.275530e+00	-1.275530e+00	-1.275530e+00	-1.275530e+00
9.550106295417728e-01	5.000000e+00	3.449496e+00	2.300637e+00	1.150318e+00	2.300637e+00	1.351476e-19	-1.150318e+00	1.150318e+00	-1.150318e+00	-1.150318e+00	-1.150318e+00
9.562662098989156e-01	5.000000e+00	3.084223e+00	2.057350e+00	1.028675e+00	2.057350e+00	1.351474e-19	-1.028675e+00	1.028675e+00	-1.028675e+00	-1.028675e+00	-1.028675e+00
9.575217902560585e-01	5.000000e+00	2.729666e+00	1.821202e+00	9.106009e-01	1.821202e+00	1.351473e-19	-9.106009e-01	9.106009e-01	-9.106009e-01	-9.106009e-01	-9.106009e-01
9.587773706132013e-01	5.000000e+00	2.385827e+00	1.592191e+00	7.960957e-01	1.592191e+00	1.351471e-19	-7.960957e-01	7.960957e-01	-7.960957e-01	-7.960957e-01	-7.960957e-01
9.600329509703442e-01	5.000000e+00	2.052705e+00	1.370319e+00	6.851595e-01	1.370319e+00	1.351469e-19	-6.851595e-01	6.851595e-01	-6.851595e-01	-6.851595e-01	-6.851595e-01
9.610095134703442e-01	5.000000e+00	1.810578e+00	1.209053e+00	6.045263e-01	1.209053e+00	1.351468e-19	-6.045263e-01	6.045263e-01	-6.045263e-01	-6.045263e-01	-6.045263e-01
9.619860759703442e-01	5.000000e+00	1.580455e+00	1.055781e+00	5.278907e-01	1.055781e+00	1.215941e-19	-5.278907e-01	5.278907e-01	-5.278907e-01	-5.278907e-01	-5.278907e-01
9.629626384703442e-01	5.000000e+00	1.363202e+00	9.110825e-01	4.555413e-01	9.110825e-01	9.448898e-20	-4.555413e-01	4.555413e-01	-4.555413e-01	-4.555413e-01	-4.555413e-01
9.639392009703442e-01	5.000000e+00	1.159637e+00	7.755004e-01	3.877502e-01	7.755004e-01	8.093637e-20	-3.877502e-01	3.877502e-01	-3.877502e-01	-3.877502e-01	-3.877502e-01
9.649157634703442e-01	5.000000e+00	9.705266e-01	6.495454e-01	3.247727e-01	6.495454e-01	8.093629e-20	-3.247727e-01	3.247727e-01	-3.247727e-01	-3.247727e-01	-3.247727e-01
9.658923259703442e-01	5.000000e+00	7.965822e-01	5.336916e-01	2.668458e-01	5.336916e-01	6.738368e-20	-2.668458e-01	2.668458e-01	-2.668458e-01	-2.668458e-01	-2.668458e-01
9.668688884703442e-01	5.000000e+00	6.384584e-01	4.283749e-01	2.141875e-01	4.283749e-01	4.027858e-20	-2.141875e-01	2.141875e-01	-2.141875e-01	-2.141875e-01	-2.141875e-01
9.678454509703442e-01	5.000000e+00	4.967506e-01	3.339919e-01	1.669960e-01	3.339919e-01	2.333789e-20	-1.669960e-01	1.669960e-01	-1.669960e-01	-1.669960e-01	-1.669960e-01
9.688220134703442e-01	5.000000e+00	3.719919e-01	2.508978e-01	1.254489e-01	2.508978e-01	1.656161e-20	-1.254489e-01	1.254489e-01	-1.254489e-01	-1.254489e-01	-1.254489e-01
9.697985759703442e-01	5.000000e+00	2.646521e-01	1.794052e-01	8.970259e-02	1.794052e-01	1.147940e-20	-8.970259e-02	8.970259e-02	-8.970259e-02	-8.970259e-02	-8.970259e-02
9.707751384703442e-01	5.000000e+00	1.751350e-01	1.197833e-01	5.989164e-02	1.197833e-01	8.091255e-21	-5.989164e-02	5.989164e-02	-5.989164e-02	-5.989164e-02	-5.989164e-02
9.717517009703442e-01	5.000000e+00	1.037776e-01	7.225645e-02	3.612823e-02	7.225645e-02	5.550149e-21	-3.612823e-02	3.612823e-02	-3.612823e-02	-3.612823e-02	-3.612823e-02
9.727282634703442e-01	5.000000e+00	5.084851e-02	3.700358e-02	1.850179e-02	3.700358e-02	3.220804e-21	-1.850179e-02	1.850179e-02	-1.850179e-02	-1.850179e-02	-1.850179e-02
9.737048259703442e-01	5.000000e+00	1.654689e-02	1.415736e-02	7.078678e-03	1.415736e-02	9.973409e-22	-7.078678e-03	7.078678e-03	-7.078678e-03	-7.078678e-03	-7.078678e-03
9.746813884703442e-01	5.000000e+00	1.001863e-03	3.803758e-03	1.901879e-03	3.803758e-03	2.032470e-22	-1.901879e-03	1.901879e-03	-1.901879e-03	-1.901879e-03	-1.901879e-03
9.756579509703442e-01	5.000000e+00	4.271938e-03	5.981757e-03	2.990879e-03	5.981757e-03	5.738235e-22	-2.990879e-03	2.990879e-03	-2.990879e-03	-2.990879e-03	-2.990879e-03
9.766345134703442e-01	5.000000e+00	2.634481e-02	2.068316e-02	1.034158e-02	2.068316e-02	1.367916e-21	-1.034158e-02	1.034158e-02	-1.034158e-02	-1.034158e-02	-1.034158e-02
9.776110759703442e-01	5.000000e+00	6.713739e-02	4.785262e-02	2.392631e-02	4.785262e-02	3.432556e-21	-2.392631e-02	2.392631e-02	-2.392631e-02	-2.392631e-02	-2.392631e-02
9.785876384703442e-01	5.000000e+00	1.264962e-01	8.738790e-02	4.369395e-02	8.738790e-02	6.820683e-21	-4.369395e-02	4.369395e-02	-4.369395e-02	-4.369395e-02	-4.369395e-02
9.795642009703442e-01	5.000000e+00	2.041977e-01	1.391402e-01	6.957009e-02	1.391402e-01	8.514742e-21	-6.957009e-02	6.957009e-02	-6.957009e-02	-6.957009e-02	-6.957009e-02
9.805407634703442e-01	5.000000e+00	2.999495e-01	2.029147e-01	1.014573e-01	2.029147e-01	1.190286e-20	-1.014573e-01	1.014573e-01	-1.014573e-01	-1.014573e-01	-1.014573e-01
9.815173259703442e-01	5.000000e+00	4.133913e-01	2.784714e-01	1.392357e-01	2.784714e-01	1.867911e-20	-1.392357e-01	1.392357e-01	-1.392357e-01	-1.392357e-01	-1.392357e-01
9.824938884703442e-01	5.000000e+00	5.440961e-01	3.655259e-01	1.827629e-01	3.655259e-01	2.206722e-20	-1.827629e-01	1.827629e-01	-1.827629e-01	-1.827629e-01	-1.827629e-01
9.834704509703442e-01	5.000000e+00	6.915718e-01	4.637505e-01	2.318753e-01	4.637505e-01	2.884346e-20	-2.318753e-01	2.318753e-01	-2.318753e-01	-2.318753e-01	-2.318753e-01
9.844470134703442e-01	5.000000e+00	8.552635e-01	5.727757e-01	2.863878e-01	5.727757e-01	4.239595e-20	-2.863878e-01	2.863878e-01	-2.863878e-01	-2.863878e-01	-2.863878e-01
9.854235759703442e-01	5.000000e+00	1.034555e+00	6.921909e-01	3.460954e-01	6.921909e-01	4.917217e-20	-3.460954e-01	3.460954e-01	-3.460954e-01	-3.460954e-01	-3.460954e-01
9.864001384703442e-01	5.000000e+00	1.228772e+00	8.215468e-01	4.107734e-01	8.215468e-01	4.917213e-20	-4.107734e-01	4.107734e-01	-4.107734e-01	-4.107734e-01	-4.107734e-01
9.873767009703442e-01	5.000000e+00	1.437182e+00	9.603565e-01	4.801782e-01	9.603565e-01	7.627712e-20	-4.801782e-01	4.801782e-01	-4.801782e-01	-4.801782e-01	-4.801782e-01
9.883532634703442e-01	5.000000e+00	1.659003e+00	1.108098e+00	5.540488e-01	1.108098e+00	1.304871e-19	-5.540488e-01	5.540488e-01	-5.540488e-01	-5.540488e-01	-5.540488e-01
9.893298259703442e-01	5.000000e+00	1.893398e+00	1.264214e+00	6.321069e-01	1.264214e+00	1.575920e-19	-6.321069e-01	6.321069e-01	-6.321069e-01	-6.321069e-01	-6.321069e-01
9.903063884703442e-01	5.000000e+00	2.139485e+00	1.428118e+00	7.140589e-01	1.428118e+00	1.575919e-19	-7.140589e-01	7.140589e-01	-7.140589e-01	-7.140589e-01	-7.140589e-01
9.922595134703442e-01	5.000000e+00	2.662993e+00	1.776794e+00	8.883972e-01	1.776794e+00	1.575916e-19	-8.883972e-01	8.883972e-01	-8.883972e-01	-8.883972e-01	-8.883972e-01
9.942126384703442e-01	5.000000e+00	3.221651e+00	2.148883e+00	1.074441e+00	2.148883e+00	1.575913e-19	-1.074441e+00	1.074441e+00	-1.074441e+00	-1.074441e+00	-1.074441e+00
9.981188884703442e-01	5.000000e+00	4.410407e+00	2.940641e+00	1.470320e+00	2.940641e+00	1.575907e-19	-1.470320e+00	1.470320e+00	-1.470320e+00	-1.470320e+00	-1.470320e+00
9.990954509703442e-01	5.000000e+00	4.715981e+00	3.144156e+00	1.572078e+00	3.144156e+00	1.054557e-19	-1.572078e+00	1.572078e+00	-1.572078e+00	-1.572078e+00	-1.572078e+00
1.000000000000000e+00	5.000000e+00	5.000000e+00	3.333333e+00	1.666667e+00	3.333333e+00	-4.325979e-20	-1.666667e+00	1.666667e+00	-1.666667e+00	-1.666667e+00	-1.666667e+00
