time	V(n002)	V(n001)	V(n003)	I(L2)	I(L1)	I(V2)	I(V1)
2.891345134703442e-01	-6.308891e-01	3.691109e-01	1.848523e-01	5.000018e+02	5.000018e+02	-5.000018e+02	-5.000018e+02
2.901110759703442e-01	-5.821248e-01	4.178752e-01	2.092115e-01	5.000015e+02	5.000015e+02	-5.000015e+02	-5.000015e+02
2.920642009703442e-01	-4.782149e-01	5.217851e-01	2.611175e-01	5.000010e+02	5.000010e+02	-5.000010e+02	-5.000010e+02
2.940173259703442e-01	-3.671122e-01	6.328878e-01	3.166166e-01	5.000005e+02	5.000005e+02	-5.000005e+02	-5.000005e+02
2.959704509703442e-01	-2.504877e-01	7.495123e-01	3.748740e-01	5.000002e+02	5.000002e+02	-5.000002e+02	-5.000002e+02
2.979235759703442e-01	-1.300958e-01	8.699042e-01	4.350133e-01	5.000001e+02	5.000001e+02	-5.000001e+02	-5.000001e+02
2.998767009703442e-01	-7.747029e-03	9.922529e-01	4.961301e-01	5.000000e+02	5.000000e+02	-5.000000e+02	-5.000000e+02
3.018298259703442e-01	1.147182e-01	1.114718e+00	5.573052e-01	5.000001e+02	5.000001e+02	-5.000001e+02	-5.000001e+02
3.037829509703442e-01	2.354580e-01	1.235458e+00	6.176182e-01	5.000002e+02	5.000002e+02	-5.000002e+02	-5.000002e+02
3.057360759703442e-01	3.526563e-01	1.352656e+00	6.761622e-01	5.000005e+02	5.000005e+02	-5.000005e+02	-5.000005e+02
3.076892009703442e-01	4.645503e-01	1.464550e+00	7.320566e-01	5.000009e+02	5.000009e+02	-5.000009e+02	-5.000009e+02
3.096423259703442e-01	5.694571e-01	1.569457e+00	7.844606e-01	5.000014e+02	5.000014e+02	-5.000014e+02	-5.000014e+02
3.115954509703442e-01	6.657986e-01	1.665799e+00	8.325861e-01	5.000020e+02	5.000020e+02	-5.000020e+02	-5.000020e+02
3.135485759703442e-01	7.521260e-01	1.752126e+00	8.757091e-01	5.000027e+02	5.000027e+02	-5.000027e+02	-5.000027e+02
3.155017009703442e-01	8.271406e-01	1.827141e+00	9.131812e-01	5.000035e+02	5.000035e+02	-5.000035e+02	-5.000035e+02
3.174548259703442e-01	8.897144e-01	1.889714e+00	9.444386e-01	5.000043e+02	5.000043e+02	-5.000043e+02	-5.000043e+02
3.194079509703442e-01	9.389059e-01	1.938906e+00	9.690112e-01	5.000052e+02	5.000052e+02	-5.000052e+02	-5.000052e+02
3.213610759703442e-01	9.739755e-01	1.973975e+00	9.865295e-01	5.000062e+02	5.000062e+02	-5.000062e+02	-5.000062e+02
3.233142009703442e-01	9.943955e-01	1.994395e+00	9.967299e-01	5.000071e+02	5.000071e+02	-5.000071e+02	-5.000071e+02
3.252673259703442e-01	9.998589e-01	1.999859e+00	9.994591e-01	5.000081e+02	5.000081e+02	-5.000081e+02	-5.000081e+02
3.272204509703442e-01	9.902835e-01	1.990284e+00	9.946759e-01	5.000091e+02	5.000091e+02	-5.000091e+02	-5.000091e+02
3.291735759703442e-01	9.658134e-01	1.965813e+00	9.824523e-01	5.000100e+02	5.000100e+02	-5.000100e+02	-5.000100e+02
3.311267009703442e-01	9.268165e-01	1.926816e+00	9.629722e-01	5.000109e+02	5.000109e+02	-5.000109e+02	-5.000109e+02
3.330798259703442e-01	8.738794e-01	1.873879e+00	9.365286e-01	5.000118e+02	5.000118e+02	-5.000118e+02	-5.000118e+02
3.350329509703442e-01	8.077983e-01	1.807798e+00	9.035192e-01	5.000126e+02	5.000126e+02	-5.000126e+02	-5.000126e+02
3.369860759703442e-01	7.295672e-01	1.729567e+00	8.644404e-01	5.000134e+02	5.000134e+02	-5.000134e+02	-5.000134e+02
3.389392009703442e-01	6.403628e-01	1.640363e+00	8.198801e-01	5.000141e+02	5.000141e+02	-5.000141e+02	-5.000141e+02
3.408923259703442e-01	5.415267e-01	1.541527e+00	7.705085e-01	5.000146e+02	5.000146e+02	-5.000146e+02	-5.000146e+02
3.428454509703442e-01	4.345455e-01	1.434546e+00	7.170683e-01	5.000151e+02	5.000151e+02	-5.000151e+02	-5.000151e+02
3.447985759703442e-01	3.210284e-01	1.321028e+00	6.603631e-01	5.000155e+02	5.000155e+02	-5.000155e+02	-5.000155e+02
3.467517009703442e-01	2.026826e-01	1.202683e+00	6.012460e-01	5.000157e+02	5.000157e+02	-5.000157e+02	-5.000157e+02
3.487048259703442e-01	8.128840e-02	1.081288e+00	5.406060e-01	5.000159e+02	5.000159e+02	-5.000159e+02	-5.000159e+02
3.516345134703442e-01	-1.025191e-01	8.974809e-01	4.487887e-01	5.000159e+02	5.000159e+02	-5.000159e+02	-5.000159e+02
3.535876384703442e-01	-2.235138e-01	7.764862e-01	3.883483e-01	5.000157e+02	5.000157e+02	-5.000157e+02	-5.000157e+02
3.555407634703442e-01	-3.411466e-01	6.588534e-01	3.295872e-01	5.000154e+02	5.000154e+02	-5.000154e+02	-5.000154e+02
3.574938884703442e-01	-4.536483e-01	5.463517e-01	2.733893e-01	5.000150e+02	5.000150e+02	-5.000150e+02	-5.000150e+02
3.594470134703442e-01	-5.593267e-01	4.406733e-01	2.205998e-01	5.000145e+02	5.000145e+02	-5.000145e+02	-5.000145e+02
3.604235759703442e-01	-6.091058e-01	3.908942e-01	1.957337e-01	5.000143e+02	5.000143e+02	-5.000143e+02	-5.000143e+02
3.614001384703442e-01	-6.565923e-01	3.434077e-01	1.720127e-01	5.000139e+02	5.000139e+02	-5.000139e+02	-5.000139e+02
3.623767009703442e-01	-7.016076e-01	2.983924e-01	1.495263e-01	5.000136e+02	5.000136e+02	-5.000136e+02	-5.000136e+02
3.633532634703442e-01	-7.439821e-01	2.560178e-01	1.283589e-01	5.000133e+02	5.000133e+02	-5.000133e+02	-5.000133e+02
3.643298259703442e-01	-7.835566e-01	2.164434e-01	1.085904e-01	5.000129e+02	5.000129e+02	-5.000129e+02	-5.000129e+02
3.653063884703442e-01	-8.201818e-01	1.798182e-01	9.029496e-02	5.000125e+02	5.000125e+02	-5.000125e+02	-5.000125e+02
3.662829509703442e-01	-8.537201e-01	1.462799e-01	7.354160e-02	5.000121e+02	5.000121e+02	-5.000121e+02	-5.000121e+02
3.672595134703442e-01	-8.840452e-01	1.159548e-01	5.839333e-02	5.000117e+02	5.000117e+02	-5.000117e+02	-5.000117e+02
3.682360759703442e-01	-9.110429e-01	8.895709e-02	4.490717e-02	5.000112e+02	5.000112e+02	-5.000112e+02	-5.000112e+02
3.692126384703442e-01	-9.346117e-01	6.538833e-02	3.313387e-02	5.000108e+02	5.000108e+02	-5.000108e+02	-5.000108e+02
3.701892009703442e-01	-9.546628e-01	4.533723e-02	2.311775e-02	5.000103e+02	5.000103e+02	-5.000103e+02	-5.000103e+02
3.711657634703442e-01	-9.711207e-01	2.887926e-02	1.489651e-02	5.000099e+02	5.000099e+02	-5.000099e+02	-5.000099e+02
3.721423259703442e-01	-9.839236e-01	1.607637e-02	8.501094e-03	5.000094e+02	5.000094e+02	-5.000094e+02	-5.000094e+02
3.731188884703442e-01	-9.930233e-01	6.976751e-03	3.955564e-03	5.000089e+02	5.000089e+02	-5.000089e+02	-5.000089e+02
3.740954509703442e-01	-9.983854e-01	1.614645e-03	1.277035e-03	5.000084e+02	5.000084e+02	-5.000084e+02	-5.000084e+02
3.750720134703442e-01	-9.999897e-01	1.023662e-05	4.755853e-04	5.000079e+02	5.000079e+02	-5.000079e+02	-5.000079e+02
3.760485759703442e-01	-9.978305e-01	2.169564e-03	1.554233e-03	5.000074e+02	5.000074e+02	-5.000074e+02	-5.000074e+02
3.770251384703442e-01	-9.919155e-01	8.084499e-03	4.508918e-03	5.000069e+02	5.000069e+02	-5.000069e+02	-5.000069e+02
3.780017009703442e-01	-9.822672e-01	1.773278e-02	9.328519e-03	5.000065e+02	5.000065e+02	-5.000065e+02	-5.000065e+02
3.789782634703442e-01	-9.689219e-01	3.107809e-02	1.599490e-02	5.000060e+02	5.000060e+02	-5.000060e+02	-5.000060e+02
3.799548259703442e-01	-9.519298e-01	4.807021e-02	2.448296e-02	5.000055e+02	5.000055e+02	-5.000055e+02	-5.000055e+02
3.809313884703442e-01	-9.313548e-01	6.864518e-02	3.476077e-02	5.000051e+02	5.000051e+02	-5.000051e+02	-5.000051e+02
3.819079509703442e-01	-9.072744e-01	9.272555e-02	4.678962e-02	5.000046e+02	5.000046e+02	-5.000046e+02	-5.000046e+02
3.828845134703442e-01	-8.797793e-01	1.202207e-01	6.052426e-02	5.000042e+02	5.000042e+02	-5.000042e+02	-5.000042e+02
3.838610759703442e-01	-8.489729e-01	1.510271e-01	7.591299e-02	5.000038e+02	5.000038e+02	-5.000038e+02	-5.000038e+02
3.848376384703442e-01	-8.149711e-01	1.850289e-01	9.289788e-02	5.000034e+02	5.000034e+02	-5.000034e+02	-5.000034e+02
3.858142009703442e-01	-7.779019e-01	2.220981e-01	1.114150e-01	5.000030e+02	5.000030e+02	-5.000030e+02	-5.000030e+02
3.867907634703442e-01	-7.379049e-01	2.620951e-01	1.313947e-01	5.000026e+02	5.000026e+02	-5.000026e+02	-5.000026e+02
3.877673259703442e-01	-6.951306e-01	3.048694e-01	1.527617e-01	5.000022e+02	5.000022e+02	-5.000022e+02	-5.000022e+02
3.887438884703442e-01	-6.497400e-01	3.502600e-01	1.754357e-01	5.000019e+02	5.000019e+02	-5.000019e+02	-5.000019e+02
3.897204509703442e-01	-6.019039e-01	3.980961e-01	1.993312e-01	5.000016e+02	5.000016e+02	-5.000016e+02	-5.000016e+02
3.916735759703442e-01	-4.996240e-01	5.003760e-01	2.504231e-01	5.000011e+02	5.000011e+02	-5.000011e+02	-5.000011e+02
3.936267009703442e-01	-3.898293e-01	6.101707e-01	3.052688e-01	5.000006e+02	5.000006e+02	-5.000006e+02	-5.000006e+02
3.955798259703442e-01	-2.741711e-01	7.258288e-01	3.630434e-01	5.000003e+02	5.000003e+02	-5.000003e+02	-5.000003e+02
3.975329509703442e-01	-1.543892e-01	8.456107e-01	4.228780e-01	5.000001e+02	5.000001e+02	-5.000001e+02	-5.000001e+02
3.994860759703442e-01	-3.228519e-02	9.677148e-01	4.838726e-01	5.000000e+02	5.000000e+02	-5.000000e+02	-5.000000e+02
4.014392009703442e-01	9.030447e-02	1.090304e+00	5.451097e-01	5.000000e+02	5.000000e+02	-5.000000e+02	-5.000000e+02
4.033923259703442e-01	2.115359e-01	1.211536e+00	6.056684e-01	5.000002e+02	5.000002e+02	-5.000002e+02	-5.000002e+02
4.053454509703442e-01	3.295856e-01	1.329586e+00	6.646377e-01	5.000004e+02	5.000004e+02	-5.000004e+02	-5.000004e+02
4.072985759703442e-01	4.426780e-01	1.442678e+00	7.211307e-01	5.000008e+02	5.000008e+02	-5.000008e+02	-5.000008e+02
4.092517009703442e-01	5.491121e-01	1.549112e+00	7.742977e-01	5.000013e+02	5.000013e+02	-5.000013e+02	-5.000013e+02
4.112048259703442e-01	6.472871e-01	1.647287e+00	8.233390e-01	5.000019e+02	5.000019e+02	-5.000019e+02	-5.000019e+02
4.131579509703442e-01	7.357263e-01	1.735726e+00	8.675170e-01	5.000026e+02	5.000026e+02	-5.000026e+02	-5.000026e+02
4.151110759703442e-01	8.130995e-01	1.813100e+00	9.061672e-01	5.000033e+02	5.000033e+02	-5.000033e+02	-5.000033e+02
4.170642009703442e-01	8.782429e-01	1.878243e+00	9.387082e-01	5.000042e+02	5.000042e+02	-5.000042e+02	-5.000042e+02
4.190173259703442e-01	9.301767e-01	1.930177e+00	9.646508e-01	5.000050e+02	5.000050e+02	-5.000050e+02	-5.000050e+02
4.209704509703442e-01	9.681197e-01	1.968120e+00	9.836044e-01	5.000060e+02	5.000060e+02	-5.000060e+02	-5.000060e+02
4.229235759703442e-01	9.915015e-01	1.991501e+00	9.952843e-01	5.000069e+02	5.000069e+02	-5.000069e+02	-5.000069e+02
4.248767009703442e-01	9.999700e-01	1.999970e+00	9.995145e-01	5.000079e+02	5.000079e+02	-5.000079e+02	-5.000079e+02
4.268298259703442e-01	9.933981e-01	1.993398e+00	9.962317e-01	5.000089e+02	5.000089e+02	-5.000089e+02	-5.000089e+02
4.287829509703442e-01	9.718845e-01	1.971884e+00	9.854850e-01	5.000098e+02	5.000098e+02	-5.000098e+02	-5.000098e+02
4.307360759703442e-01	9.357529e-01	1.935753e+00	9.674362e-01	5.000107e+02	5.000107e+02	-5.000107e+02	-5.000107e+02
4.326892009703442e-01	8.855467e-01	1.885547e+00	9.423567e-01	5.000117e+02	5.000117e+02	-5.000117e+02	-5.000117e+02
4.346423259703442e-01	8.220211e-01	1.822021e+00	9.106238e-01	5.000125e+02	5.000125e+02	-5.000125e+02	-5.000125e+02
4.365954509703442e-01	7.461315e-01	1.746131e+00	8.727147e-01	5.000132e+02	5.000132e+02	-5.000132e+02	-5.000132e+02
4.385485759703442e-01	6.590194e-01	1.659019e+00	8.291996e-01	5.000139e+02	5.000139e+02	-5.000139e+02	-5.000139e+02
4.405017009703442e-01	5.619950e-01	1.561995e+00	7.807331e-01	5.000145e+02	5.000145e+02	-5.000145e+02	-5.000145e+02
4.424548259703442e-01	4.565177e-01	1.456518e+00	7.280440e-01	5.000150e+02	5.000150e+02	-5.000150e+02	-5.000150e+02
4.444079509703442e-01	3.441739e-01	1.344174e+00	6.719251e-01	5.000154e+02	5.000154e+02	-5.000154e+02	-5.000154e+02
4.463610759703442e-01	2.266535e-01	1.226653e+00	6.132201e-01	5.000157e+02	5.000157e+02	-5.000157e+02	-5.000157e+02
4.483142009703442e-01	1.057239e-01	1.105724e+00	5.528122e-01	5.000159e+02	5.000159e+02	-5.000159e+02	-5.000159e+02
4.512438884703442e-01	-7.807627e-02	9.219237e-01	4.609986e-01	5.000159e+02	5.000159e+02	-5.000159e+02	-5.000159e+02
4.531970134703442e-01	-1.995261e-01	8.004739e-01	4.003308e-01	5.000157e+02	5.000157e+02	-5.000157e+02	-5.000157e+02
4.551501384703442e-01	-3.179749e-01	6.820251e-01	3.411621e-01	5.000155e+02	5.000155e+02	-5.000155e+02	-5.000155e+02
4.571032634703442e-01	-4.316410e-01	5.683590e-01	2.843826e-01	5.000151e+02	5.000151e+02	-5.000151e+02	-5.000151e+02
4.590563884703442e-01	-5.388149e-01	4.611851e-01	2.308461e-01	5.000146e+02	5.000146e+02	-5.000146e+02	-5.000146e+02
4.600329509703442e-01	-5.894589e-01	4.105411e-01	2.055479e-01	5.000144e+02	5.000144e+02	-5.000144e+02	-5.000144e+02
4.610095134703442e-01	-6.378844e-01	3.621156e-01	1.813579e-01	5.000141e+02	5.000141e+02	-5.000141e+02	-5.000141e+02
4.619860759703442e-01	-6.839091e-01	3.160909e-01	1.583672e-01	5.000137e+02	5.000137e+02	-5.000137e+02	-5.000137e+02
4.629626384703442e-01	-7.273597e-01	2.726403e-01	1.366624e-01	5.000134e+02	5.000134e+02	-5.000134e+02	-5.000134e+02
4.639392009703442e-01	-7.680726e-01	2.319274e-01	1.163251e-01	5.000130e+02	5.000130e+02	-5.000130e+02	-5.000130e+02
4.649157634703442e-01	-8.058947e-01	1.941053e-01	9.743181e-02	5.000127e+02	5.000127e+02	-5.000127e+02	-5.000127e+02
4.658923259703442e-01	-8.406836e-01	1.593164e-01	8.005373e-02	5.000123e+02	5.000123e+02	-5.000123e+02	-5.000123e+02
4.668688884703442e-01	-8.723083e-01	1.276917e-01	6.425624e-02	5.000118e+02	5.000118e+02	-5.000118e+02	-5.000118e+02
4.678454509703442e-01	-9.006499e-01	9.935012e-02	5.009879e-02	5.000114e+02	5.000114e+02	-5.000114e+02	-5.000114e+02
4.688220134703442e-01	-9.256016e-01	7.439839e-02	3.763466e-02	5.000110e+02	5.000110e+02	-5.000110e+02	-5.000110e+02
4.697985759703442e-01	-9.470696e-01	5.293041e-02	2.691078e-02	5.000105e+02	5.000105e+02	-5.000105e+02	-5.000105e+02
4.707751384703442e-01	-9.649730e-01	3.502700e-02	1.796749e-02	5.000100e+02	5.000100e+02	-5.000100e+02	-5.000100e+02
4.717517009703442e-01	-9.792445e-01	2.075552e-02	1.083847e-02	5.000096e+02	5.000096e+02	-5.000096e+02	-5.000096e+02
4.727282634703442e-01	-9.898303e-01	1.016970e-02	5.550538e-03	5.000091e+02	5.000091e+02	-5.000091e+02	-5.000091e+02
4.737048259703442e-01	-9.966906e-01	3.309377e-03	2.123604e-03	5.000086e+02	5.000086e+02	-5.000086e+02	-5.000086e+02
4.746813884703442e-01	-9.997996e-01	2.003725e-04	5.705638e-04	5.000081e+02	5.000081e+02	-5.000081e+02	-5.000081e+02
4.756579509703442e-01	-9.991456e-01	8.543876e-04	8.972636e-04	5.000076e+02	5.000076e+02	-5.000076e+02	-5.000076e+02
4.766345134703442e-01	-9.947310e-01	5.268961e-03	3.102473e-03	5.000071e+02	5.000071e+02	-5.000071e+02	-5.000071e+02
4.776110759703442e-01	-9.865725e-01	1.342748e-02	7.177893e-03	5.000067e+02	5.000067e+02	-5.000067e+02	-5.000067e+02
4.785876384703442e-01	-9.747007e-01	2.529923e-02	1.310818e-02	5.000062e+02	5.000062e+02	-5.000062e+02	-5.000062e+02
4.795642009703442e-01	-9.591604e-01	4.083954e-02	2.087103e-02	5.000057e+02	5.000057e+02	-5.000057e+02	-5.000057e+02
4.805407634703442e-01	-9.400101e-01	5.998991e-02	3.043720e-02	5.000052e+02	5.000052e+02	-5.000052e+02	-5.000052e+02
4.815173259703442e-01	-9.173217e-01	8.267827e-02	4.177070e-02	5.000048e+02	5.000048e+02	-5.000048e+02	-5.000048e+02
4.824938884703442e-01	-8.911808e-01	1.088192e-01	5.482888e-02	5.000043e+02	5.000043e+02	-5.000043e+02	-5.000043e+02
4.834704509703442e-01	-8.616856e-01	1.383144e-01	6.956258e-02	5.000039e+02	5.000039e+02	-5.000039e+02	-5.000039e+02
4.844470134703442e-01	-8.289473e-01	1.710527e-01	8.591635e-02	5.000035e+02	5.000035e+02	-5.000035e+02	-5.000035e+02
4.854235759703442e-01	-7.930890e-01	2.069110e-01	1.038286e-01	5.000031e+02	5.000031e+02	-5.000031e+02	-5.000031e+02
4.864001384703442e-01	-7.542456e-01	2.457543e-01	1.232320e-01	5.000027e+02	5.000027e+02	-5.000027e+02	-5.000027e+02
4.873767009703442e-01	-7.125635e-01	2.874365e-01	1.440535e-01	5.000024e+02	5.000024e+02	-5.000024e+02	-5.000024e+02
4.883532634703442e-01	-6.681995e-01	3.318005e-01	1.662146e-01	5.000020e+02	5.000020e+02	-5.000020e+02	-5.000020e+02
4.893298259703442e-01	-6.213205e-01	3.786795e-01	1.896321e-01	5.000017e+02	5.000017e+02	-5.000017e+02	-5.000017e+02
4.912829509703442e-01	-5.207322e-01	4.792678e-01	2.398789e-01	5.000012e+02	5.000012e+02	-5.000012e+02	-5.000012e+02
4.932360759703442e-01	-4.123116e-01	5.876884e-01	2.940382e-01	5.000007e+02	5.000007e+02	-5.000007e+02	-5.000007e+02
4.951892009703442e-01	-2.976894e-01	7.023106e-01	3.512954e-01	5.000004e+02	5.000004e+02	-5.000004e+02	-5.000004e+02
4.971423259703442e-01	-1.785897e-01	8.214102e-01	4.107891e-01	5.000001e+02	5.000001e+02	-5.000001e+02	-5.000001e+02
4.990954509703442e-01	-5.680390e-02	9.431961e-01	4.716248e-01	5.000000e+02	5.000000e+02	-5.000000e+02	-5.000000e+02
5.010485759703442e-01	6.583632e-02	1.065836e+00	5.328872e-01	5.000000e+02	5.000000e+02	-5.000000e+02	-5.000000e+02
5.030017009703442e-01	1.874863e-01	1.187486e+00	5.936549e-01	5.000001e+02	5.000001e+02	-5.000001e+02	-5.000001e+02
5.049548259703442e-01	3.063163e-01	1.306316e+00	6.530140e-01	5.000004e+02	5.000004e+02	-5.000004e+02	-5.000004e+02
5.069079509703442e-01	4.205390e-01	1.420539e+00	7.100717e-01	5.000007e+02	5.000007e+02	-5.000007e+02	-5.000007e+02
5.088610759703442e-01	5.284365e-01	1.528436e+00	7.639696e-01	5.000012e+02	5.000012e+02	-5.000012e+02	-5.000012e+02
5.108142009703442e-01	6.283857e-01	1.628386e+00	8.138972e-01	5.000018e+02	5.000018e+02	-5.000018e+02	-5.000018e+02
5.127673259703442e-01	7.188835e-01	1.718884e+00	8.591036e-01	5.000024e+02	5.000024e+02	-5.000024e+02	-5.000024e+02
5.147204509703442e-01	7.985685e-01	1.798568e+00	8.989086e-01	5.000032e+02	5.000032e+02	-5.000032e+02	-5.000032e+02
5.166735759703442e-01	8.662424e-01	1.866242e+00	9.327136e-01	5.000040e+02	5.000040e+02	-5.000040e+02	-5.000040e+02
5.186267009703442e-01	9.208872e-01	1.920887e+00	9.600103e-01	5.000049e+02	5.000049e+02	-5.000049e+02	-5.000049e+02
5.205798259703442e-01	9.616809e-01	1.961681e+00	9.803880e-01	5.000058e+02	5.000058e+02	-5.000058e+02	-5.000058e+02
5.225329509703442e-01	9.880101e-01	1.988010e+00	9.935402e-01	5.000067e+02	5.000067e+02	-5.000067e+02	-5.000067e+02
5.244860759703442e-01	9.994787e-01	1.999479e+00	9.992691e-01	5.000077e+02	5.000077e+02	-5.000077e+02	-5.000077e+02
5.264392009703442e-01	9.959142e-01	1.995914e+00	9.974886e-01	5.000087e+02	5.000087e+02	-5.000087e+02	-5.000087e+02
5.283923259703442e-01	9.773703e-01	1.977370e+00	9.882253e-01	5.000096e+02	5.000096e+02	-5.000096e+02	-5.000096e+02
5.303454509703442e-01	9.441257e-01	1.944126e+00	9.716187e-01	5.000106e+02	5.000106e+02	-5.000106e+02	-5.000106e+02
5.322985759703442e-01	8.966807e-01	1.896681e+00	9.479184e-01	5.000115e+02	5.000115e+02	-5.000115e+02	-5.000115e+02
5.342517009703442e-01	8.357487e-01	1.835749e+00	9.174811e-01	5.000123e+02	5.000123e+02	-5.000123e+02	-5.000123e+02
5.362048259703442e-01	7.622463e-01	1.762246e+00	8.807645e-01	5.000131e+02	5.000131e+02	-5.000131e+02	-5.000131e+02
5.381579509703442e-01	6.772790e-01	1.677279e+00	8.383209e-01	5.000138e+02	5.000138e+02	-5.000138e+02	-5.000138e+02
5.401110759703442e-01	5.821248e-01	1.582125e+00	7.907885e-01	5.000144e+02	5.000144e+02	-5.000144e+02	-5.000144e+02
5.420642009703442e-01	4.782149e-01	1.478215e+00	7.388824e-01	5.000149e+02	5.000149e+02	-5.000149e+02	-5.000149e+02
5.440173259703442e-01	3.671122e-01	1.367112e+00	6.833833e-01	5.000154e+02	5.000154e+02	-5.000154e+02	-5.000154e+02
5.459704509703442e-01	2.504877e-01	1.250488e+00	6.251261e-01	5.000156e+02	5.000156e+02	-5.000156e+02	-5.000156e+02
5.479235759703442e-01	1.300958e-01	1.130096e+00	5.649867e-01	5.000158e+02	5.000158e+02	-5.000158e+02	-5.000158e+02
5.498767009703442e-01	7.747029e-03	1.007747e+00	5.038699e-01	5.000159e+02	5.000159e+02	-5.000159e+02	-5.000159e+02
5.518298259703442e-01	-1.147182e-01	8.852817e-01	4.426948e-01	5.000158e+02	5.000158e+02	-5.000158e+02	-5.000158e+02
5.537829509703442e-01	-2.354580e-01	7.645420e-01	3.823818e-01	5.000157e+02	5.000157e+02	-5.000157e+02	-5.000157e+02
5.557360759703442e-01	-3.526563e-01	6.473437e-01	3.238378e-01	5.000154e+02	5.000154e+02	-5.000154e+02	-5.000154e+02
5.576892009703442e-01	-4.645503e-01	5.354497e-01	2.679434e-01	5.000150e+02	5.000150e+02	-5.000150e+02	-5.000150e+02
5.596423259703442e-01	-5.694571e-01	4.305429e-01	2.155394e-01	5.000145e+02	5.000145e+02	-5.000145e+02	-5.000145e+02
5.606188884703442e-01	-6.187924e-01	3.812076e-01	1.908949e-01	5.000142e+02	5.000142e+02	-5.000142e+02	-5.000142e+02
5.615954509703442e-01	-6.657986e-01	3.342014e-01	1.674139e-01	5.000139e+02	5.000139e+02	-5.000139e+02	-5.000139e+02
5.625720134703442e-01	-7.102990e-01	2.897010e-01	1.451847e-01	5.000135e+02	5.000135e+02	-5.000135e+02	-5.000135e+02
5.635485759703442e-01	-7.521260e-01	2.478740e-01	1.242909e-01	5.000132e+02	5.000132e+02	-5.000132e+02	-5.000132e+02
5.645251384703442e-01	-7.911221e-01	2.088779e-01	1.048111e-01	5.000128e+02	5.000128e+02	-5.000128e+02	-5.000128e+02
5.655017009703442e-01	-8.271406e-01	1.728594e-01	8.681883e-02	5.000124e+02	5.000124e+02	-5.000124e+02	-5.000124e+02
5.664782634703442e-01	-8.600460e-01	1.399540e-01	7.038163e-02	5.000120e+02	5.000120e+02	-5.000120e+02	-5.000120e+02
5.674548259703442e-01	-8.897144e-01	1.102857e-01	5.556141e-02	5.000116e+02	5.000116e+02	-5.000116e+02	-5.000116e+02
5.684313884703442e-01	-9.160340e-01	8.396599e-02	4.241396e-02	5.000111e+02	5.000111e+02	-5.000111e+02	-5.000111e+02
5.694079509703442e-01	-9.389059e-01	6.109409e-02	3.098877e-02	5.000107e+02	5.000107e+02	-5.000107e+02	-5.000107e+02
5.703845134703442e-01	-9.582440e-01	4.175600e-02	2.132883e-02	5.000102e+02	5.000102e+02	-5.000102e+02	-5.000102e+02
5.713610759703442e-01	-9.739755e-01	2.602453e-02	1.347049e-02	5.000098e+02	5.000098e+02	-5.000098e+02	-5.000098e+02
5.723376384703442e-01	-9.860411e-01	1.395889e-02	7.443348e-03	5.000093e+02	5.000093e+02	-5.000093e+02	-5.000093e+02
5.733142009703442e-01	-9.943955e-01	5.604479e-03	3.270074e-03	5.000088e+02	5.000088e+02	-5.000088e+02	-5.000088e+02
5.742907634703442e-01	-9.990072e-01	9.927504e-04	9.663799e-04	5.000083e+02	5.000083e+02	-5.000083e+02	-5.000083e+02
5.752673259703442e-01	-9.998589e-01	1.410593e-04	5.409351e-04	5.000078e+02	5.000078e+02	-5.000078e+02	-5.000078e+02
5.762438884703442e-01	-9.969474e-01	3.052612e-03	1.995341e-03	5.000073e+02	5.000073e+02	-5.000073e+02	-5.000073e+02
5.772204509703442e-01	-9.902835e-01	9.716448e-03	5.324125e-03	5.000068e+02	5.000068e+02	-5.000068e+02	-5.000068e+02
5.781970134703442e-01	-9.798925e-01	2.010749e-02	1.051476e-02	5.000064e+02	5.000064e+02	-5.000064e+02	-5.000064e+02
5.791735759703442e-01	-9.658134e-01	3.418662e-02	1.754770e-02	5.000059e+02	5.000059e+02	-5.000059e+02	-5.000059e+02
5.801501384703442e-01	-9.480991e-01	5.190086e-02	2.639649e-02	5.000054e+02	5.000054e+02	-5.000054e+02	-5.000054e+02
5.811267009703442e-01	-9.268165e-01	7.318353e-02	3.702781e-02	5.000050e+02	5.000050e+02	-5.000050e+02	-5.000050e+02
5.821032634703442e-01	-9.020455e-01	9.795453e-02	4.940165e-02	5.000045e+02	5.000045e+02	-5.000045e+02	-5.000045e+02
5.830798259703442e-01	-8.738794e-01	1.261206e-01	6.347145e-02	5.000041e+02	5.000041e+02	-5.000041e+02	-5.000041e+02
5.840563884703442e-01	-8.424242e-01	1.575758e-01	7.918423e-02	5.000037e+02	5.000037e+02	-5.000037e+02	-5.000037e+02
5.850329509703442e-01	-8.077983e-01	1.922017e-01	9.648088e-02	5.000033e+02	5.000033e+02	-5.000033e+02	-5.000033e+02
5.860095134703442e-01	-7.701321e-01	2.298679e-01	1.152963e-01	5.000029e+02	5.000029e+02	-5.000029e+02	-5.000029e+02
5.869860759703442e-01	-7.295672e-01	2.704328e-01	1.355596e-01	5.000025e+02	5.000025e+02	-5.000025e+02	-5.000025e+02
5.879626384703442e-01	-6.862565e-01	3.137435e-01	1.571946e-01	5.000022e+02	5.000022e+02	-5.000022e+02	-5.000022e+02
5.889392009703442e-01	-6.403628e-01	3.596372e-01	1.801199e-01	5.000018e+02	5.000018e+02	-5.000018e+02	-5.000018e+02
