time	V(n002)	V(n001)	I(R1)	I(V2)	I(V1)
9.512438884703442e-01	-7.807627e-02	9.219237e-01	9.219972e-01	-9.219972e-01	-9.219972e-01
9.531970134703442e-01	-1.995261e-01	8.004739e-01	8.006616e-01	-8.006616e-01	-8.006616e-01
9.551501384703442e-01	-3.179749e-01	6.820251e-01	6.823243e-01	-6.823243e-01	-6.823243e-01
9.571032634703442e-01	-4.316410e-01	5.683590e-01	5.687651e-01	-5.687651e-01	-5.687651e-01
9.590563884703442e-01	-5.388149e-01	4.611851e-01	4.616921e-01	-4.616921e-01	-4.616921e-01
9.600329509703442e-01	-5.894589e-01	4.105411e-01	4.110957e-01	-4.110957e-01	-4.110957e-01
9.610095134703442e-01	-6.378844e-01	3.621156e-01	3.627158e-01	-3.627158e-01	-3.627158e-01
9.619860759703442e-01	-6.839091e-01	3.160909e-01	3.167344e-01	-3.167344e-01	-3.167344e-01
9.629626384703442e-01	-7.273597e-01	2.726403e-01	2.733248e-01	-2.733248e-01	-2.733248e-01
9.639392009703442e-01	-7.680726e-01	2.319274e-01	2.326501e-01	-2.326501e-01	-2.326501e-01
9.649157634703442e-01	-8.058947e-01	1.941053e-01	1.948636e-01	-1.948636e-01	-1.948636e-01
9.658923259703442e-01	-8.406836e-01	1.593164e-01	1.601075e-01	-1.601075e-01	-1.601075e-01
9.668688884703442e-01	-8.723083e-01	1.276917e-01	1.285125e-01	-1.285125e-01	-1.285125e-01
9.678454509703442e-01	-9.006499e-01	9.935012e-02	1.001976e-01	-1.001976e-01	-1.001976e-01
9.688220134703442e-01	-9.256016e-01	7.439839e-02	7.526933e-02	-7.526933e-02	-7.526933e-02
9.697985759703442e-01	-9.470696e-01	5.293041e-02	5.382156e-02	-5.382156e-02	-5.382156e-02
9.707751384703442e-01	-9.649730e-01	3.502700e-02	3.593498e-02	-3.593498e-02	-3.593498e-02
9.717517009703442e-01	-9.792445e-01	2.075552e-02	2.167694e-02	-2.167694e-02	-2.167694e-02
9.727282634703442e-01	-9.898303e-01	1.016970e-02	1.110108e-02	-1.110108e-02	-1.110108e-02
9.737048259703442e-01	-9.966906e-01	3.309377e-03	4.247207e-03	-4.247207e-03	-4.247207e-03
9.746813884703442e-01	-9.997996e-01	2.003725e-04	1.141128e-03	-1.141128e-03	-1.141128e-03
9.756579509703442e-01	-9.991456e-01	8.543876e-04	1.794527e-03	-1.794527e-03	-1.794527e-03
9.766345134703442e-01	-9.947310e-01	5.268961e-03	6.204947e-03	-6.204947e-03	-6.204947e-03
9.776110759703442e-01	-9.865725e-01	1.342748e-02	1.435579e-02	-1.435579e-02	-1.435579e-02
9.785876384703442e-01	-9.747007e-01	2.529923e-02	2.621637e-02	-2.621637e-02	-2.621637e-02
9.795642009703442e-01	-9.591604e-01	4.083954e-02	4.174205e-02	-4.174205e-02	-4.174205e-02
9.805407634703442e-01	-9.400101e-01	5.998991e-02	6.087440e-02	-6.087440e-02	-6.087440e-02
9.815173259703442e-01	-9.173217e-01	8.267827e-02	8.354141e-02	-8.354141e-02	-8.354141e-02
9.824938884703442e-01	-8.911808e-01	1.088192e-01	1.096578e-01	-1.096578e-01	-1.096578e-01
9.834704509703442e-01	-8.616856e-01	1.383144e-01	1.391252e-01	-1.391252e-01	-1.391252e-01
9.844470134703442e-01	-8.289473e-01	1.710527e-01	1.718327e-01	-1.718327e-01	-1.718327e-01
9.854235759703442e-01	-7.930890e-01	2.069110e-01	2.076573e-01	-2.076573e-01	-2.076573e-01
9.864001384703442e-01	-7.542456e-01	2.457543e-01	2.464640e-01	-2.464640e-01	-2.464640e-01
9.873767009703442e-01	-7.125635e-01	2.874365e-01	2.881069e-01	-2.881069e-01	-2.881069e-01
9.883532634703442e-01	-6.681995e-01	3.318005e-01	3.324293e-01	-3.324293e-01	-3.324293e-01
9.893298259703442e-01	-6.213205e-01	3.786795e-01	3.792642e-01	-3.792642e-01	-3.792642e-01
9.903063884703442e-01	-5.721030e-01	4.278970e-01	4.284354e-01	-4.284354e-01	-4.284354e-01
9.922595134703442e-01	-4.674015e-01	5.325986e-01	5.330384e-01	-5.330384e-01	-5.330384e-01
9.942126384703442e-01	-3.556698e-01	6.443302e-01	6.446649e-01	-6.446649e-01	-6.446649e-01
9.961657634703442e-01	-2.385886e-01	7.614114e-01	7.616359e-01	-7.616359e-01	-7.616359e-01
9.981188884703442e-01	-1.179187e-01	8.820813e-01	8.821923e-01	-8.821923e-01	-8.821923e-01
9.990954509703442e-01	-5.680390e-02	9.431961e-01	9.432469e-01	-9.432469e-01	-9.432469e-01
1.000000000000000e+00	-2.449294e-15	1.000000e+00	1.000000e+00	-1.000000e+00	-1.000000e+00
