time	V(n002)	V(n001)	I(R1)	I(V2)	I(V1)
5.606188884703442e-01	-6.187924e-01	3.812076e-01	3.817899e-01	-3.817899e-01	-3.817899e-01
5.615954509703442e-01	-6.657986e-01	3.342014e-01	3.348278e-01	-3.348278e-01	-3.348278e-01
5.625720134703442e-01	-7.102990e-01	2.897010e-01	2.903693e-01	-2.903693e-01	-2.903693e-01
5.635485759703442e-01	-7.521260e-01	2.478740e-01	2.485817e-01	-2.485817e-01	-2.485817e-01
5.645251384703442e-01	-7.911221e-01	2.088779e-01	2.096223e-01	-2.096223e-01	-2.096223e-01
5.655017009703442e-01	-8.271406e-01	1.728594e-01	1.736377e-01	-1.736377e-01	-1.736377e-01
5.664782634703442e-01	-8.600460e-01	1.399540e-01	1.407633e-01	-1.407633e-01	-1.407633e-01
5.674548259703442e-01	-8.897144e-01	1.102857e-01	1.111228e-01	-1.111228e-01	-1.111228e-01
5.684313884703442e-01	-9.160340e-01	8.396599e-02	8.482793e-02	-8.482793e-02	-8.482793e-02
5.694079509703442e-01	-9.389059e-01	6.109409e-02	6.197754e-02	-6.197754e-02	-6.197754e-02
5.703845134703442e-01	-9.582440e-01	4.175600e-02	4.265765e-02	-4.265765e-02	-4.265765e-02
5.713610759703442e-01	-9.739755e-01	2.602453e-02	2.694099e-02	-2.694099e-02	-2.694099e-02
5.723376384703442e-01	-9.860411e-01	1.395889e-02	1.488670e-02	-1.488670e-02	-1.488670e-02
5.733142009703442e-01	-9.943955e-01	5.604479e-03	6.540149e-03	-6.540149e-03	-6.540149e-03
5.742907634703442e-01	-9.990072e-01	9.927504e-04	1.932760e-03	-1.932760e-03	-1.932760e-03
5.752673259703442e-01	-9.998589e-01	1.410593e-04	1.081870e-03	-1.081870e-03	-1.081870e-03
5.762438884703442e-01	-9.969474e-01	3.052612e-03	3.990683e-03	-3.990683e-03	-3.990683e-03
5.772204509703442e-01	-9.902835e-01	9.716448e-03	1.064825e-02	-1.064825e-02	-1.064825e-02
5.781970134703442e-01	-9.798925e-01	2.010749e-02	2.102951e-02	-2.102951e-02	-2.102951e-02
5.791735759703442e-01	-9.658134e-01	3.418662e-02	3.509540e-02	-3.509540e-02	-3.509540e-02
5.801501384703442e-01	-9.480991e-01	5.190086e-02	5.279297e-02	-5.279297e-02	-5.279297e-02
5.811267009703442e-01	-9.268165e-01	7.318353e-02	7.405561e-02	-7.405561e-02	-7.405561e-02
5.821032634703442e-01	-9.020455e-01	9.795453e-02	9.880330e-02	-9.880330e-02	-9.880330e-02
5.830798259703442e-01	-8.738794e-01	1.261206e-01	1.269429e-01	-1.269429e-01	-1.269429e-01
5.840563884703442e-01	-8.424242e-01	1.575758e-01	1.583685e-01	-1.583685e-01	-1.583685e-01
5.850329509703442e-01	-8.077983e-01	1.922017e-01	1.929618e-01	-1.929618e-01	-1.929618e-01
5.860095134703442e-01	-7.701321e-01	2.298679e-01	2.305926e-01	-2.305926e-01	-2.305926e-01
5.869860759703442e-01	-7.295672e-01	2.704328e-01	2.711192e-01	-2.711192e-01	-2.711192e-01
5.879626384703442e-01	-6.862565e-01	3.137435e-01	3.143893e-01	-3.143893e-01	-3.143893e-01
5.889392009703442e-01	-6.403628e-01	3.596372e-01	3.602398e-01	-3.602398e-01	-3.602398e-01
5.899157634703442e-01	-5.920589e-01	4.079411e-01	4.084982e-01	-4.084982e-01	-4.084982e-01
5.918688884703442e-01	-4.889562e-01	5.110437e-01	5.115038e-01	-5.115038e-01	-5.115038e-01
5.938220134703442e-01	-3.784992e-01	6.215008e-01	6.218569e-01	-6.218569e-01	-6.218569e-01
5.957751384703442e-01	-2.623492e-01	7.376508e-01	7.378976e-01	-7.378976e-01	-7.378976e-01
5.977282634703442e-01	-1.422532e-01	8.577468e-01	8.578807e-01	-8.578807e-01	-8.578807e-01
5.996813884703442e-01	-2.001762e-02	9.799824e-01	9.800012e-01	-9.800012e-01	-9.800012e-01
6.016345134703442e-01	1.025191e-01	1.102519e+00	1.102423e+00	-1.102423e+00	-1.102423e+00
6.035876384703442e-01	2.235138e-01	1.223514e+00	1.223303e+00	-1.223303e+00	-1.223303e+00
6.055407634703442e-01	3.411466e-01	1.341147e+00	1.340826e+00	-1.340826e+00	-1.340826e+00
6.074938884703442e-01	4.536483e-01	1.453648e+00	1.453221e+00	-1.453221e+00	-1.453221e+00
6.094470134703442e-01	5.593267e-01	1.559327e+00	1.558800e+00	-1.558800e+00	-1.558800e+00
6.114001384703442e-01	6.565923e-01	1.656592e+00	1.655975e+00	-1.655975e+00	-1.655975e+00
6.133532634703442e-01	7.439821e-01	1.743982e+00	1.743282e+00	-1.743282e+00	-1.743282e+00
6.153063884703442e-01	8.201818e-01	1.820182e+00	1.819410e+00	-1.819410e+00	-1.819410e+00
6.172595134703442e-01	8.840452e-01	1.884045e+00	1.883213e+00	-1.883213e+00	-1.883213e+00
6.192126384703442e-01	9.346117e-01	1.934612e+00	1.933732e+00	-1.933732e+00	-1.933732e+00
6.211657634703442e-01	9.711207e-01	1.971121e+00	1.970207e+00	-1.970207e+00	-1.970207e+00
6.231188884703442e-01	9.930233e-01	1.993023e+00	1.992089e+00	-1.992089e+00	-1.992089e+00
6.250720134703442e-01	9.999897e-01	1.999990e+00	1.999049e+00	-1.999049e+00	-1.999049e+00
6.270251384703442e-01	9.919155e-01	1.991915e+00	1.990982e+00	-1.990982e+00	-1.990982e+00
6.289782634703442e-01	9.689219e-01	1.968922e+00	1.968010e+00	-1.968010e+00	-1.968010e+00
6.309313884703442e-01	9.313548e-01	1.931355e+00	1.930479e+00	-1.930479e+00	-1.930479e+00
6.328845134703442e-01	8.797793e-01	1.879779e+00	1.878952e+00	-1.878952e+00	-1.878952e+00
6.348376384703442e-01	8.149711e-01	1.814971e+00	1.814204e+00	-1.814204e+00	-1.814204e+00
6.367907634703442e-01	7.379049e-01	1.737905e+00	1.737211e+00	-1.737211e+00	-1.737211e+00
6.387438884703442e-01	6.497400e-01	1.649740e+00	1.649129e+00	-1.649129e+00	-1.649129e+00
6.406970134703442e-01	5.518024e-01	1.551802e+00	1.551283e+00	-1.551283e+00	-1.551283e+00
6.426501384703442e-01	4.455651e-01	1.445565e+00	1.445146e+00	-1.445146e+00	-1.445146e+00
6.446032634703442e-01	3.326262e-01	1.332626e+00	1.332313e+00	-1.332313e+00	-1.332313e+00
6.465563884703442e-01	2.146842e-01	1.214684e+00	1.214482e+00	-1.214482e+00	-1.214482e+00
6.485095134703442e-01	9.351320e-02	1.093513e+00	1.093425e+00	-1.093425e+00	-1.093425e+00
6.514392009703442e-01	-9.030447e-02	9.096955e-01	9.097805e-01	-9.097805e-01	-9.097805e-01
6.533923259703442e-01	-2.115359e-01	7.884641e-01	7.886631e-01	-7.886631e-01	-7.886631e-01
6.553454509703442e-01	-3.295856e-01	6.704144e-01	6.707246e-01	-6.707246e-01	-6.707246e-01
6.572985759703442e-01	-4.426780e-01	5.573220e-01	5.577385e-01	-5.577385e-01	-5.577385e-01
6.592517009703442e-01	-5.491121e-01	4.508879e-01	4.514045e-01	-4.514045e-01	-4.514045e-01
6.602282634703442e-01	-5.993275e-01	4.006725e-01	4.012364e-01	-4.012364e-01	-4.012364e-01
6.612048259703442e-01	-6.472871e-01	3.527129e-01	3.533219e-01	-3.533219e-01	-3.533219e-01
6.621813884703442e-01	-6.928105e-01	3.071895e-01	3.078414e-01	-3.078414e-01	-3.078414e-01
6.631579509703442e-01	-7.357263e-01	2.642737e-01	2.649660e-01	-2.649660e-01	-2.649660e-01
6.641345134703442e-01	-7.758730e-01	2.241270e-01	2.248571e-01	-2.248571e-01	-2.248571e-01
6.651110759703442e-01	-8.130995e-01	1.869005e-01	1.876656e-01	-1.876656e-01	-1.876656e-01
6.660876384703442e-01	-8.472657e-01	1.527344e-01	1.535316e-01	-1.535316e-01	-1.535316e-01
6.670642009703442e-01	-8.782429e-01	1.217571e-01	1.225835e-01	-1.225835e-01	-1.225835e-01
6.680407634703442e-01	-9.059146e-01	9.408540e-02	9.493781e-02	-9.493781e-02	-9.493781e-02
6.690173259703442e-01	-9.301767e-01	6.982332e-02	7.069856e-02	-7.069856e-02	-7.069856e-02
6.699938884703442e-01	-9.509378e-01	4.906221e-02	4.995699e-02	-4.995699e-02	-4.995699e-02
6.709704509703442e-01	-9.681197e-01	3.188023e-02	3.279117e-02	-3.279117e-02	-3.279117e-02
6.719470134703442e-01	-9.816580e-01	1.834203e-02	1.926571e-02	-1.926571e-02	-1.926571e-02
6.729235759703442e-01	-9.915015e-01	8.498567e-03	9.431514e-03	-9.431514e-03	-9.431514e-03
6.739001384703442e-01	-9.976131e-01	2.386893e-03	3.325590e-03	-3.325590e-03	-3.325590e-03
6.748767009703442e-01	-9.999700e-01	3.000868e-05	9.709240e-04	-9.709240e-04	-9.709240e-04
6.758532634703442e-01	-9.985632e-01	1.436786e-03	2.376377e-03	-2.376377e-03	-2.376377e-03
6.768298259703442e-01	-9.933981e-01	6.601929e-03	7.536661e-03	-7.536661e-03	-7.536661e-03
6.778063884703442e-01	-9.844940e-01	1.550600e-02	1.643235e-02	-1.643235e-02	-1.643235e-02
6.787829509703442e-01	-9.718845e-01	2.811548e-02	2.902997e-02	-2.902997e-02	-2.902997e-02
6.797595134703442e-01	-9.556171e-01	4.438292e-02	4.528210e-02	-4.528210e-02	-4.528210e-02
6.807360759703442e-01	-9.357529e-01	6.424708e-02	6.512757e-02	-6.512757e-02	-6.512757e-02
6.817126384703442e-01	-9.123668e-01	8.763321e-02	8.849169e-02	-8.849169e-02	-8.849169e-02
6.826892009703442e-01	-8.855467e-01	1.144533e-01	1.152865e-01	-1.152865e-01	-1.152865e-01
6.836657634703442e-01	-8.553936e-01	1.446063e-01	1.454112e-01	-1.454112e-01	-1.454112e-01
6.846423259703442e-01	-8.220211e-01	1.779789e-01	1.787524e-01	-1.787524e-01	-1.787524e-01
6.856188884703442e-01	-7.855546e-01	2.144454e-01	2.151846e-01	-2.151846e-01	-2.151846e-01
6.865954509703442e-01	-7.461315e-01	2.538685e-01	2.545706e-01	-2.545706e-01	-2.545706e-01
6.875720134703442e-01	-7.039001e-01	2.960999e-01	2.967623e-01	-2.967623e-01	-2.967623e-01
6.885485759703442e-01	-6.590194e-01	3.409806e-01	3.416007e-01	-3.416007e-01	-3.416007e-01
6.895251384703442e-01	-6.116582e-01	3.883418e-01	3.889173e-01	-3.889173e-01	-3.889173e-01
6.914782634703442e-01	-5.102165e-01	4.897835e-01	4.902636e-01	-4.902636e-01	-4.902636e-01
6.934313884703442e-01	-4.011006e-01	5.988994e-01	5.992768e-01	-5.992768e-01	-5.992768e-01
6.953845134703442e-01	-2.859518e-01	7.140482e-01	7.143173e-01	-7.143173e-01	-7.143173e-01
6.973376384703442e-01	-1.665020e-01	8.334979e-01	8.336546e-01	-8.336546e-01	-8.336546e-01
6.992907634703442e-01	-4.454790e-02	9.554521e-01	9.554940e-01	-9.554940e-01	-9.554940e-01
7.012438884703442e-01	7.807627e-02	1.078076e+00	1.078003e+00	-1.078003e+00	-1.078003e+00
7.031970134703442e-01	1.995261e-01	1.199526e+00	1.199338e+00	-1.199338e+00	-1.199338e+00
7.051501384703442e-01	3.179749e-01	1.317975e+00	1.317676e+00	-1.317676e+00	-1.317676e+00
7.071032634703442e-01	4.316410e-01	1.431641e+00	1.431235e+00	-1.431235e+00	-1.431235e+00
7.090563884703442e-01	5.388149e-01	1.538815e+00	1.538308e+00	-1.538308e+00	-1.538308e+00
7.110095134703442e-01	6.378844e-01	1.637884e+00	1.637284e+00	-1.637284e+00	-1.637284e+00
7.129626384703442e-01	7.273597e-01	1.727360e+00	1.726675e+00	-1.726675e+00	-1.726675e+00
7.149157634703442e-01	8.058947e-01	1.805895e+00	1.805136e+00	-1.805136e+00	-1.805136e+00
7.168688884703442e-01	8.723083e-01	1.872308e+00	1.871487e+00	-1.871487e+00	-1.871487e+00
7.188220134703442e-01	9.256016e-01	1.925602e+00	1.924731e+00	-1.924731e+00	-1.924731e+00
7.207751384703442e-01	9.649730e-01	1.964973e+00	1.964065e+00	-1.964065e+00	-1.964065e+00
7.227282634703442e-01	9.898303e-01	1.989830e+00	1.988899e+00	-1.988899e+00	-1.988899e+00
7.246813884703442e-01	9.997996e-01	1.999800e+00	1.998859e+00	-1.998859e+00	-1.998859e+00
7.266345134703442e-01	9.947310e-01	1.994731e+00	1.993795e+00	-1.993795e+00	-1.993795e+00
7.285876384703442e-01	9.747007e-01	1.974701e+00	1.973784e+00	-1.973784e+00	-1.973784e+00
7.305407634703442e-01	9.400101e-01	1.940010e+00	1.939126e+00	-1.939126e+00	-1.939126e+00
7.324938884703442e-01	8.911808e-01	1.891181e+00	1.890342e+00	-1.890342e+00	-1.890342e+00
7.344470134703442e-01	8.289473e-01	1.828947e+00	1.828167e+00	-1.828167e+00	-1.828167e+00
7.364001384703442e-01	7.542456e-01	1.754246e+00	1.753536e+00	-1.753536e+00	-1.753536e+00
7.383532634703442e-01	6.681995e-01	1.668200e+00	1.667571e+00	-1.667571e+00	-1.667571e+00
7.403063884703442e-01	5.721030e-01	1.572103e+00	1.571565e+00	-1.571565e+00	-1.571565e+00
7.422595134703442e-01	4.674015e-01	1.467402e+00	1.466962e+00	-1.466962e+00	-1.466962e+00
7.442126384703442e-01	3.556698e-01	1.355670e+00	1.355335e+00	-1.355335e+00	-1.355335e+00
7.461657634703442e-01	2.385886e-01	1.238589e+00	1.238364e+00	-1.238364e+00	-1.238364e+00
7.481188884703442e-01	1.179187e-01	1.117919e+00	1.117808e+00	-1.117808e+00	-1.117808e+00
7.500720134703442e-01	-4.524725e-03	9.954753e-01	9.954796e-01	-9.954796e-01	-9.954796e-01
7.520251384703442e-01	-1.269001e-01	8.730999e-01	8.732193e-01	-8.732193e-01	-8.732193e-01
7.539782634703442e-01	-2.473668e-01	7.526332e-01	7.528659e-01	-7.528659e-01	-7.528659e-01
7.559313884703442e-01	-3.641129e-01	6.358871e-01	6.362297e-01	-6.362297e-01	-6.362297e-01
7.578845134703442e-01	-4.753824e-01	5.246176e-01	5.250649e-01	-5.250649e-01	-5.250649e-01
7.598376384703442e-01	-5.795016e-01	4.204984e-01	4.210436e-01	-4.210436e-01	-4.210436e-01
7.608142009703442e-01	-6.283857e-01	3.716143e-01	3.722056e-01	-3.722056e-01	-3.722056e-01
7.617907634703442e-01	-6.749047e-01	3.250953e-01	3.257304e-01	-3.257304e-01	-3.257304e-01
7.627673259703442e-01	-7.188835e-01	2.811165e-01	2.817930e-01	-2.817930e-01	-2.817930e-01
7.637438884703442e-01	-7.601565e-01	2.398435e-01	2.405587e-01	-2.405587e-01	-2.405587e-01
7.647204509703442e-01	-7.985685e-01	2.014315e-01	2.021829e-01	-2.021829e-01	-2.021829e-01
7.656970134703442e-01	-8.339749e-01	1.660251e-01	1.668098e-01	-1.668098e-01	-1.668098e-01
7.666735759703442e-01	-8.662424e-01	1.337576e-01	1.345727e-01	-1.345727e-01	-1.345727e-01
7.676501384703442e-01	-8.952495e-01	1.047505e-01	1.055929e-01	-1.055929e-01	-1.055929e-01
7.686267009703442e-01	-9.208872e-01	7.911285e-02	7.997935e-02	-7.997935e-02	-7.997935e-02
7.696032634703442e-01	-9.430588e-01	5.694124e-02	5.782861e-02	-5.782861e-02	-5.782861e-02
7.705798259703442e-01	-9.616809e-01	3.831909e-02	3.922398e-02	-3.922398e-02	-3.922398e-02
7.715563884703442e-01	-9.766835e-01	2.331649e-02	2.423549e-02	-2.423549e-02	-2.423549e-02
7.725329509703442e-01	-9.880101e-01	1.198990e-02	1.291956e-02	-1.291956e-02	-1.291956e-02
7.735095134703442e-01	-9.956180e-01	4.381960e-03	5.318780e-03	-5.318780e-03	-5.318780e-03
7.744860759703442e-01	-9.994787e-01	5.213026e-04	1.461756e-03	-1.461756e-03	-1.461756e-03
7.754626384703442e-01	-9.995775e-01	4.224571e-04	1.363003e-03	-1.363003e-03	-1.363003e-03
7.764392009703442e-01	-9.959142e-01	4.085796e-03	5.022895e-03	-5.022895e-03	-5.022895e-03
7.774157634703442e-01	-9.885024e-01	1.149753e-02	1.242766e-02	-1.242766e-02	-1.242766e-02
7.783923259703442e-01	-9.773703e-01	2.262977e-02	2.354942e-02	-2.354942e-02	-2.354942e-02
7.793688884703442e-01	-9.625594e-01	3.744060e-02	3.834632e-02	-3.834632e-02	-3.834632e-02
7.803454509703442e-01	-9.441257e-01	5.587430e-02	5.676267e-02	-5.676267e-02	-5.676267e-02
7.813220134703442e-01	-9.221385e-01	7.786147e-02	7.872915e-02	-7.872915e-02	-7.872915e-02
7.822985759703442e-01	-8.966807e-01	1.033194e-01	1.041631e-01	-1.041631e-01	-1.041631e-01
7.832751384703442e-01	-8.678479e-01	1.321521e-01	1.329687e-01	-1.329687e-01	-1.329687e-01
7.842517009703442e-01	-8.357487e-01	1.642513e-01	1.650377e-01	-1.650377e-01	-1.650377e-01
7.852282634703442e-01	-8.005039e-01	1.994961e-01	2.002493e-01	-2.002493e-01	-2.002493e-01
7.862048259703442e-01	-7.622463e-01	2.377537e-01	2.384710e-01	-2.384710e-01	-2.384710e-01
7.871813884703442e-01	-7.211197e-01	2.788803e-01	2.795588e-01	-2.795588e-01	-2.795588e-01
7.881579509703442e-01	-6.772790e-01	3.227210e-01	3.233583e-01	-3.233583e-01	-3.233583e-01
7.891345134703442e-01	-6.308891e-01	3.691109e-01	3.697045e-01	-3.697045e-01	-3.697045e-01
7.901110759703442e-01	-5.821248e-01	4.178752e-01	4.184230e-01	-4.184230e-01	-4.184230e-01
7.920642009703442e-01	-4.782149e-01	5.217851e-01	5.222351e-01	-5.222351e-01	-5.222351e-01
7.940173259703442e-01	-3.671122e-01	6.328878e-01	6.332332e-01	-6.332332e-01	-6.332332e-01
7.959704509703442e-01	-2.504877e-01	7.495123e-01	7.497479e-01	-7.497479e-01	-7.497479e-01
7.979235759703442e-01	-1.300958e-01	8.699042e-01	8.700266e-01	-8.700266e-01	-8.700266e-01
7.998767009703442e-01	-7.747029e-03	9.922529e-01	9.922603e-01	-9.922603e-01	-9.922603e-01
8.018298259703442e-01	1.147182e-01	1.114718e+00	1.114610e+00	-1.114610e+00	-1.114610e+00
8.037829509703442e-01	2.354580e-01	1.235458e+00	1.235236e+00	-1.235236e+00	-1.235236e+00
8.057360759703442e-01	3.526563e-01	1.352656e+00	1.352324e+00	-1.352324e+00	-1.352324e+00
8.076892009703442e-01	4.645503e-01	1.464550e+00	1.464113e+00	-1.464113e+00	-1.464113e+00
8.096423259703442e-01	5.694571e-01	1.569457e+00	1.568921e+00	-1.568921e+00	-1.568921e+00
8.115954509703442e-01	6.657986e-01	1.665799e+00	1.665172e+00	-1.665172e+00	-1.665172e+00
8.135485759703442e-01	7.521260e-01	1.752126e+00	1.751418e+00	-1.751418e+00	-1.751418e+00
8.155017009703442e-01	8.271406e-01	1.827141e+00	1.826362e+00	-1.826362e+00	-1.826362e+00
8.174548259703442e-01	8.897144e-01	1.889714e+00	1.888877e+00	-1.888877e+00	-1.888877e+00
8.194079509703442e-01	9.389059e-01	1.938906e+00	1.938022e+00	-1.938022e+00	-1.938022e+00
8.213610759703442e-01	9.739755e-01	1.973975e+00	1.973059e+00	-1.973059e+00	-1.973059e+00
8.233142009703442e-01	9.943955e-01	1.994395e+00	1.993460e+00	-1.993460e+00	-1.993460e+00
8.252673259703442e-01	9.998589e-01	1.999859e+00	1.998918e+00	-1.998918e+00	-1.998918e+00
8.272204509703442e-01	9.902835e-01	1.990284e+00	1.989352e+00	-1.989352e+00	-1.989352e+00
8.291735759703442e-01	9.658134e-01	1.965813e+00	1.964905e+00	-1.964905e+00	-1.964905e+00
8.311267009703442e-01	9.268165e-01	1.926816e+00	1.925944e+00	-1.925944e+00	-1.925944e+00
8.330798259703442e-01	8.738794e-01	1.873879e+00	1.873057e+00	-1.873057e+00	-1.873057e+00
8.350329509703442e-01	8.077983e-01	1.807798e+00	1.807038e+00	-1.807038e+00	-1.807038e+00
8.369860759703442e-01	7.295672e-01	1.729567e+00	1.728881e+00	-1.728881e+00	-1.728881e+00
8.389392009703442e-01	6.403628e-01	1.640363e+00	1.639760e+00	-1.639760e+00	-1.639760e+00
8.408923259703442e-01	5.415267e-01	1.541527e+00	1.541017e+00	-1.541017e+00	-1.541017e+00
8.428454509703442e-01	4.345455e-01	1.434546e+00	1.434137e+00	-1.434137e+00	-1.434137e+00
8.447985759703442e-01	3.210284e-01	1.321028e+00	1.320726e+00	-1.320726e+00	-1.320726e+00
8.467517009703442e-01	2.026826e-01	1.202683e+00	1.202492e+00	-1.202492e+00	-1.202492e+00
8.487048259703442e-01	8.128840e-02	1.081288e+00	1.081212e+00	-1.081212e+00	-1.081212e+00
8.516345134703442e-01	-1.025191e-01	8.974809e-01	8.975774e-01	-8.975774e-01	-8.975774e-01
8.535876384703442e-01	-2.235138e-01	7.764862e-01	7.766966e-01	-7.766966e-01	-7.766966e-01
8.555407634703442e-01	-3.411466e-01	6.588534e-01	6.591743e-01	-6.591743e-01	-6.591743e-01
8.574938884703442e-01	-4.536483e-01	5.463517e-01	5.467786e-01	-5.467786e-01	-5.467786e-01
8.594470134703442e-01	-5.593267e-01	4.406733e-01	4.411996e-01	-4.411996e-01	-4.411996e-01
8.604235759703442e-01	-6.091058e-01	3.908942e-01	3.914673e-01	-3.914673e-01	-3.914673e-01
8.614001384703442e-01	-6.565923e-01	3.434077e-01	3.440255e-01	-3.440255e-01	-3.440255e-01
8.623767009703442e-01	-7.016076e-01	2.983924e-01	2.990526e-01	-2.990526e-01	-2.990526e-01
8.633532634703442e-01	-7.439821e-01	2.560178e-01	2.567179e-01	-2.567179e-01	-2.567179e-01
8.643298259703442e-01	-7.835566e-01	2.164434e-01	2.171807e-01	-2.171807e-01	-2.171807e-01
8.653063884703442e-01	-8.201818e-01	1.798182e-01	1.805899e-01	-1.805899e-01	-1.805899e-01
8.662829509703442e-01	-8.537201e-01	1.462799e-01	1.470832e-01	-1.470832e-01	-1.470832e-01
8.672595134703442e-01	-8.840452e-01	1.159548e-01	1.167867e-01	-1.167867e-01	-1.167867e-01
8.682360759703442e-01	-9.110429e-01	8.895709e-02	8.981434e-02	-8.981434e-02	-8.981434e-02
8.692126384703442e-01	-9.346117e-01	6.538833e-02	6.626774e-02	-6.626774e-02	-6.626774e-02
8.701892009703442e-01	-9.546628e-01	4.533723e-02	4.623551e-02	-4.623551e-02	-4.623551e-02
8.711657634703442e-01	-9.711207e-01	2.887926e-02	2.979303e-02	-2.979303e-02	-2.979303e-02
8.721423259703442e-01	-9.839236e-01	1.607637e-02	1.700219e-02	-1.700219e-02	-1.700219e-02
8.731188884703442e-01	-9.930233e-01	6.976751e-03	7.911129e-03	-7.911129e-03	-7.911129e-03
8.740954509703442e-01	-9.983854e-01	1.614645e-03	2.554069e-03	-2.554069e-03	-2.554069e-03
8.750720134703442e-01	-9.999897e-01	1.023662e-05	9.511705e-04	-9.511705e-04	-9.511705e-04
8.760485759703442e-01	-9.978305e-01	2.169564e-03	3.108466e-03	-3.108466e-03	-3.108466e-03
8.770251384703442e-01	-9.919155e-01	8.084499e-03	9.017835e-03	-9.017835e-03	-9.017835e-03
8.780017009703442e-01	-9.822672e-01	1.773278e-02	1.865704e-02	-1.865704e-02	-1.865704e-02
8.789782634703442e-01	-9.689219e-01	3.107809e-02	3.198979e-02	-3.198979e-02	-3.198979e-02
8.799548259703442e-01	-9.519298e-01	4.807021e-02	4.896592e-02	-4.896592e-02	-4.896592e-02
8.809313884703442e-01	-9.313548e-01	6.864518e-02	6.952153e-02	-6.952153e-02	-6.952153e-02
8.819079509703442e-01	-9.072744e-01	9.272555e-02	9.357925e-02	-9.357925e-02	-9.357925e-02
8.828845134703442e-01	-8.797793e-01	1.202207e-01	1.210485e-01	-1.210485e-01	-1.210485e-01
8.838610759703442e-01	-8.489729e-01	1.510271e-01	1.518260e-01	-1.518260e-01	-1.518260e-01
8.848376384703442e-01	-8.149711e-01	1.850289e-01	1.857958e-01	-1.857958e-01	-1.857958e-01
8.858142009703442e-01	-7.779019e-01	2.220981e-01	2.228300e-01	-2.228300e-01	-2.228300e-01
8.867907634703442e-01	-7.379049e-01	2.620951e-01	2.627894e-01	-2.627894e-01	-2.627894e-01
8.877673259703442e-01	-6.951306e-01	3.048694e-01	3.055235e-01	-3.055235e-01	-3.055235e-01
8.887438884703442e-01	-6.497400e-01	3.502600e-01	3.508714e-01	-3.508714e-01	-3.508714e-01
8.897204509703442e-01	-6.019039e-01	3.980961e-01	3.986625e-01	-3.986625e-01	-3.986625e-01
8.916735759703442e-01	-4.996240e-01	5.003760e-01	5.008461e-01	-5.008461e-01	-5.008461e-01
8.936267009703442e-01	-3.898293e-01	6.101707e-01	6.105375e-01	-6.105375e-01	-6.105375e-01
8.955798259703442e-01	-2.741711e-01	7.258288e-01	7.260869e-01	-7.260869e-01	-7.260869e-01
8.975329509703442e-01	-1.543892e-01	8.456107e-01	8.457561e-01	-8.457561e-01	-8.457561e-01
8.994860759703442e-01	-3.228519e-02	9.677148e-01	9.677452e-01	-9.677452e-01	-9.677452e-01
9.014392009703442e-01	9.030447e-02	1.090304e+00	1.090219e+00	-1.090219e+00	-1.090219e+00
9.033923259703442e-01	2.115359e-01	1.211536e+00	1.211337e+00	-1.211337e+00	-1.211337e+00
9.053454509703442e-01	3.295856e-01	1.329586e+00	1.329275e+00	-1.329275e+00	-1.329275e+00
9.072985759703442e-01	4.426780e-01	1.442678e+00	1.442261e+00	-1.442261e+00	-1.442261e+00
9.092517009703442e-01	5.491121e-01	1.549112e+00	1.548595e+00	-1.548595e+00	-1.548595e+00
9.112048259703442e-01	6.472871e-01	1.647287e+00	1.646678e+00	-1.646678e+00	-1.646678e+00
9.131579509703442e-01	7.357263e-01	1.735726e+00	1.735034e+00	-1.735034e+00	-1.735034e+00
9.151110759703442e-01	8.130995e-01	1.813100e+00	1.812334e+00	-1.812334e+00	-1.812334e+00
9.170642009703442e-01	8.782429e-01	1.878243e+00	1.877416e+00	-1.877416e+00	-1.877416e+00
9.190173259703442e-01	9.301767e-01	1.930177e+00	1.929302e+00	-1.929302e+00	-1.929302e+00
9.209704509703442e-01	9.681197e-01	1.968120e+00	1.967209e+00	-1.967209e+00	-1.967209e+00
9.229235759703442e-01	9.915015e-01	1.991501e+00	1.990569e+00	-1.990569e+00	-1.990569e+00
9.248767009703442e-01	9.999700e-01	1.999970e+00	1.999029e+00	-1.999029e+00	-1.999029e+00
9.268298259703442e-01	9.933981e-01	1.993398e+00	1.992463e+00	-1.992463e+00	-1.992463e+00
9.287829509703442e-01	9.718845e-01	1.971884e+00	1.970970e+00	-1.970970e+00	-1.970970e+00
9.307360759703442e-01	9.357529e-01	1.935753e+00	1.934872e+00	-1.934872e+00	-1.934872e+00
9.326892009703442e-01	8.855467e-01	1.885547e+00	1.884713e+00	-1.884713e+00	-1.884713e+00
9.346423259703442e-01	8.220211e-01	1.822021e+00	1.821248e+00	-1.821248e+00	-1.821248e+00
9.365954509703442e-01	7.461315e-01	1.746131e+00	1.745429e+00	-1.745429e+00	-1.745429e+00
9.385485759703442e-01	6.590194e-01	1.659019e+00	1.658399e+00	-1.658399e+00	-1.658399e+00
9.405017009703442e-01	5.619950e-01	1.561995e+00	1.561466e+00	-1.561466e+00	-1.561466e+00
9.424548259703442e-01	4.565177e-01	1.456518e+00	1.456088e+00	-1.456088e+00	-1.456088e+00
9.444079509703442e-01	3.441739e-01	1.344174e+00	1.343850e+00	-1.343850e+00	-1.343850e+00
9.463610759703442e-01	2.266535e-01	1.226653e+00	1.226440e+00	-1.226440e+00	-1.226440e+00
9.483142009703442e-01	1.057239e-01	1.105724e+00	1.105624e+00	-1.105624e+00	-1.105624e+00
