time	V(n003)	V(n001)	V(n002)	V(n005)	V(n004)	I(C1)	I(L1)	I(R2)	I(R1)	I(V2)	I(V1)
8.301501384703442e-01	5.000000e+00	9.740496e+00	9.736035e+00	0.000000e+00	9.736035e+00	-1.818989e-12	6.068279e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.330798259703442e-01	5.000000e+00	9.369397e+00	9.365286e+00	0.000000e+00	9.365286e+00	-1.818989e-12	6.049396e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.360095134703442e-01	5.000000e+00	8.850660e+00	8.847037e+00	0.000000e+00	8.847037e+00	-1.818989e-12	6.030357e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.389392009703442e-01	5.000000e+00	8.201814e+00	8.198801e+00	0.000000e+00	8.198801e+00	-1.364242e-12	6.011163e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.418688884703442e-01	5.000000e+00	7.444781e+00	7.442481e+00	0.000000e+00	7.442481e+00	0.000000e+00	5.991871e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.434034866846299e-01	5.000000e+00	7.002670e+00	7.000786e+00	0.000000e+00	7.000786e+00	0.000000e+00	5.981763e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.449380848989156e-01	5.000000e+00	6.552625e+00	6.551164e+00	0.000000e+00	6.551164e+00	0.000000e+00	5.971654e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.464726831132013e-01	5.000000e+00	6.094645e+00	6.093615e+00	0.000000e+00	6.093615e+00	0.000000e+00	5.961545e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.480072813274872e-01	5.000000e+00	5.628731e+00	5.628139e+00	0.000000e+00	5.628139e+00	0.000000e+00	5.951436e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.495418795417728e-01	5.000000e+00	5.154882e+00	5.154736e+00	0.000000e+00	5.154736e+00	0.000000e+00	5.941327e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.510764777560585e-01	5.000000e+00	4.673099e+00	4.673406e+00	0.000000e+00	4.673406e+00	0.000000e+00	5.931218e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.526110759703442e-01	5.000000e+00	4.183381e+00	4.184150e+00	0.000000e+00	4.184150e+00	0.000000e+00	5.921109e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.555407634703442e-01	5.000000e+00	3.294267e+00	3.295872e+00	0.000000e+00	3.295872e+00	-4.547474e-13	5.901800e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.574938884703442e-01	5.000000e+00	2.731758e+00	2.733893e+00	0.000000e+00	2.733893e+00	-4.547474e-13	5.888909e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.594470134703442e-01	5.000000e+00	2.203367e+00	2.205998e+00	0.000000e+00	2.205998e+00	-4.547474e-13	5.876000e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.604235759703442e-01	5.000000e+00	1.954471e+00	1.957337e+00	0.000000e+00	1.957337e+00	-5.684342e-13	5.869538e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.614001384703442e-01	5.000000e+00	1.717038e+00	1.720127e+00	0.000000e+00	1.720127e+00	-6.821210e-13	5.863072e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.623767009703442e-01	5.000000e+00	1.491962e+00	1.495263e+00	0.000000e+00	1.495263e+00	-6.821210e-13	5.856598e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.633532634703442e-01	5.000000e+00	1.280089e+00	1.283589e+00	0.000000e+00	1.283589e+00	-6.821210e-13	5.850119e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.643298259703442e-01	5.000000e+00	1.082217e+00	1.085904e+00	0.000000e+00	1.085904e+00	-6.252776e-13	5.843633e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.653063884703442e-01	5.000000e+00	8.990909e-01	9.029496e-01	0.000000e+00	9.029496e-01	-5.684342e-13	5.837141e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.662829509703442e-01	5.000000e+00	7.313995e-01	7.354160e-01	0.000000e+00	7.354160e-01	-5.684342e-13	5.830644e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.672595134703442e-01	5.000000e+00	5.797741e-01	5.839333e-01	0.000000e+00	5.839333e-01	-5.684342e-13	5.824141e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.682360759703442e-01	5.000000e+00	4.447855e-01	4.490717e-01	0.000000e+00	4.490717e-01	-5.968559e-13	5.817633e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.692126384703442e-01	5.000000e+00	3.269416e-01	3.313387e-01	0.000000e+00	3.313387e-01	-6.110668e-13	5.811119e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.701892009703442e-01	5.000000e+00	2.266861e-01	2.311775e-01	0.000000e+00	2.311775e-01	-5.826450e-13	5.804599e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.711657634703442e-01	5.000000e+00	1.443963e-01	1.489651e-01	0.000000e+00	1.489651e-01	-5.684342e-13	5.798074e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.721423259703442e-01	5.000000e+00	8.038186e-02	8.501094e-02	0.000000e+00	8.501094e-02	-5.719869e-13	5.791543e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.731188884703442e-01	5.000000e+00	3.488375e-02	3.955565e-02	0.000000e+00	3.955565e-02	-5.755396e-13	5.785007e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.740954509703442e-01	5.000000e+00	8.073225e-03	1.277035e-02	0.000000e+00	1.277035e-02	-5.764937e-13	5.778466e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.750720134703442e-01	5.000000e+00	5.118309e-05	4.755852e-03	0.000000e+00	4.755852e-03	-5.773160e-13	5.771918e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.760485759703442e-01	5.000000e+00	1.084782e-02	1.554233e-02	0.000000e+00	1.554233e-02	-5.781382e-13	5.765366e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.770251384703442e-01	5.000000e+00	4.042250e-02	4.508918e-02	0.000000e+00	4.508918e-02	-5.808687e-13	5.758808e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.780017009703442e-01	5.000000e+00	8.866391e-02	9.328520e-02	0.000000e+00	9.328520e-02	-5.755396e-13	5.752244e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.789782634703442e-01	5.000000e+00	1.553905e-01	1.599490e-01	0.000000e+00	1.599490e-01	-5.684342e-13	5.745675e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.799548259703442e-01	5.000000e+00	2.403511e-01	2.448296e-01	0.000000e+00	2.448296e-01	-5.826450e-13	5.739101e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.809313884703442e-01	5.000000e+00	3.432259e-01	3.476076e-01	0.000000e+00	3.476076e-01	-5.826450e-13	5.732521e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.819079509703442e-01	5.000000e+00	4.636278e-01	4.678962e-01	0.000000e+00	4.678962e-01	-5.400125e-13	5.725935e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.828845134703442e-01	5.000000e+00	6.011035e-01	6.052426e-01	0.000000e+00	6.052426e-01	-5.400125e-13	5.719344e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.838610759703442e-01	5.000000e+00	7.551357e-01	7.591299e-01	0.000000e+00	7.591299e-01	-5.684342e-13	5.712749e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.848376384703442e-01	5.000000e+00	9.251447e-01	9.289789e-01	0.000000e+00	9.289789e-01	-5.115908e-13	5.706147e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.858142009703442e-01	5.000000e+00	1.110490e+00	1.114150e+00	0.000000e+00	1.114150e+00	-4.547474e-13	5.699541e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.867907634703442e-01	5.000000e+00	1.310475e+00	1.313947e+00	0.000000e+00	1.313947e+00	-4.547474e-13	5.692930e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.877673259703442e-01	5.000000e+00	1.524347e+00	1.527617e+00	0.000000e+00	1.527617e+00	-4.547474e-13	5.686316e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.887438884703442e-01	5.000000e+00	1.751300e+00	1.754357e+00	0.000000e+00	1.754357e+00	-4.547474e-13	5.679697e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.897204509703442e-01	5.000000e+00	1.990481e+00	1.993312e+00	0.000000e+00	1.993312e+00	-5.684342e-13	5.673073e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.916735759703442e-01	5.000000e+00	2.501880e+00	2.504230e+00	0.000000e+00	2.504230e+00	-9.094947e-13	5.659806e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.936267009703442e-01	5.000000e+00	3.050854e+00	3.052688e+00	0.000000e+00	3.052688e+00	-9.094947e-13	5.646508e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.965563884703442e-01	5.000000e+00	3.926579e+00	3.927589e+00	0.000000e+00	3.927589e+00	-9.094947e-13	5.626494e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.979514777560585e-01	5.000000e+00	4.366568e+00	4.367164e+00	0.000000e+00	4.367164e+00	-9.094947e-13	5.616936e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.993465670417728e-01	5.000000e+00	4.803119e+00	4.803304e+00	0.000000e+00	4.803304e+00	-9.094947e-13	5.607361e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.007416563274872e-01	5.000000e+00	5.236232e+00	5.236009e+00	0.000000e+00	5.236009e+00	-9.094947e-13	5.597768e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.021367456132013e-01	5.000000e+00	5.665906e+00	5.665279e+00	0.000000e+00	5.665279e+00	-9.094947e-13	5.588157e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.035318348989156e-01	5.000000e+00	6.092142e+00	6.091114e+00	0.000000e+00	6.091114e+00	-9.094947e-13	5.578529e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.049269241846299e-01	5.000000e+00	6.514940e+00	6.513514e+00	0.000000e+00	6.513514e+00	-9.094947e-13	5.568883e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.063220134703442e-01	5.000000e+00	6.934299e+00	6.932479e+00	0.000000e+00	6.932479e+00	-9.094947e-13	5.559219e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.082751384703442e-01	5.000000e+00	7.500509e+00	7.498156e+00	0.000000e+00	7.498156e+00	-6.121472e-13	5.545638e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.102282634703442e-01	5.000000e+00	8.012287e+00	8.009452e+00	0.000000e+00	8.009452e+00	-3.706063e-13	5.532051e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.121813884703442e-01	5.000000e+00	8.469632e+00	8.466367e+00	0.000000e+00	8.466367e+00	-1.848719e-13	5.518457e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.141345134703442e-01	5.000000e+00	8.872545e+00	8.868901e+00	0.000000e+00	8.868901e+00	-5.494409e-14	5.504856e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.160876384703442e-01	5.000000e+00	9.221026e+00	9.217054e+00	0.000000e+00	9.217054e+00	1.917716e-14	5.491249e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.180407634703442e-01	5.000000e+00	9.515074e+00	9.510825e+00	0.000000e+00	9.510825e+00	3.749186e-14	5.477634e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.199938884703442e-01	5.000000e+00	9.754689e+00	9.750216e+00	0.000000e+00	9.750216e+00	0.000000e+00	5.464014e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.229235759703442e-01	5.000000e+00	9.957507e+00	9.952843e+00	0.000000e+00	9.952843e+00	0.000000e+00	5.443597e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.258532634703442e-01	5.000000e+00	9.992816e+00	9.988118e+00	0.000000e+00	9.988118e+00	0.000000e+00	5.423181e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.287829509703442e-01	5.000000e+00	9.859423e+00	9.854851e+00	0.000000e+00	9.854851e+00	0.000000e+00	5.402765e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.317126384703442e-01	5.000000e+00	9.561834e+00	9.557542e+00	0.000000e+00	9.557542e+00	0.000000e+00	5.382349e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.346423259703442e-01	5.000000e+00	9.110106e+00	9.106238e+00	0.000000e+00	9.106238e+00	0.000000e+00	5.361932e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.375720134703442e-01	5.000000e+00	8.519501e+00	8.516189e+00	0.000000e+00	8.516189e+00	0.000000e+00	5.341517e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.405017009703442e-01	5.000000e+00	7.809975e+00	7.807331e+00	0.000000e+00	7.807331e+00	-9.094947e-13	5.321094e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.420362991846299e-01	5.000000e+00	7.388155e+00	7.385908e+00	0.000000e+00	7.385908e+00	-9.094947e-13	5.310376e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.435708973989156e-01	5.000000e+00	6.954544e+00	6.952705e+00	0.000000e+00	6.952705e+00	-9.094947e-13	5.299636e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.451054956132013e-01	5.000000e+00	6.509141e+00	6.507722e+00	0.000000e+00	6.507722e+00	-9.094947e-13	5.288874e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.466400938274872e-01	5.000000e+00	6.051947e+00	6.050958e+00	0.000000e+00	6.050958e+00	-9.094947e-13	5.278092e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.481746920417728e-01	5.000000e+00	5.582962e+00	5.582414e+00	0.000000e+00	5.582414e+00	-9.094947e-13	5.267288e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.497092902560585e-01	5.000000e+00	5.102186e+00	5.102090e+00	0.000000e+00	5.102090e+00	-9.094947e-13	5.256462e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.512438884703442e-01	5.000000e+00	4.609619e+00	4.609986e+00	0.000000e+00	4.609986e+00	-9.094947e-13	5.245616e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.524994688274872e-01	5.000000e+00	4.212194e+00	4.212935e+00	0.000000e+00	4.212935e+00	-9.276314e-13	5.236725e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.537550491846299e-01	5.000000e+00	3.825486e+00	3.826591e+00	0.000000e+00	3.826591e+00	-9.343089e-13	5.227820e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.550106295417728e-01	5.000000e+00	3.449496e+00	3.450955e+00	0.000000e+00	3.450955e+00	-9.295271e-13	5.218901e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.562662098989156e-01	5.000000e+00	3.084223e+00	3.086025e+00	0.000000e+00	3.086025e+00	-9.132862e-13	5.209968e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.575217902560585e-01	5.000000e+00	2.729666e+00	2.731803e+00	0.000000e+00	2.731803e+00	-8.855860e-13	5.201020e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.587773706132013e-01	5.000000e+00	2.385827e+00	2.388287e+00	0.000000e+00	2.388287e+00	-8.464265e-13	5.192058e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.600329509703442e-01	5.000000e+00	2.052705e+00	2.055479e+00	0.000000e+00	2.055479e+00	-7.958079e-13	5.183081e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.610095134703442e-01	5.000000e+00	1.810578e+00	1.813579e+00	0.000000e+00	1.813579e+00	-5.684342e-13	5.176091e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.619860759703442e-01	5.000000e+00	1.580455e+00	1.583672e+00	0.000000e+00	1.583672e+00	-4.547474e-13	5.169095e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.629626384703442e-01	5.000000e+00	1.363202e+00	1.366624e+00	0.000000e+00	1.366624e+00	-4.547474e-13	5.162095e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.639392009703442e-01	5.000000e+00	1.159637e+00	1.163251e+00	0.000000e+00	1.163251e+00	-4.547474e-13	5.155090e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.649157634703442e-01	5.000000e+00	9.705266e-01	9.743181e-01	0.000000e+00	9.743181e-01	-4.547474e-13	5.148081e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.658923259703442e-01	5.000000e+00	7.965822e-01	8.005373e-01	0.000000e+00	8.005373e-01	-4.547474e-13	5.141068e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.668688884703442e-01	5.000000e+00	6.384584e-01	6.425624e-01	0.000000e+00	6.425624e-01	-4.831691e-13	5.134050e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.678454509703442e-01	5.000000e+00	4.967506e-01	5.009879e-01	0.000000e+00	5.009879e-01	-5.115908e-13	5.127028e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.688220134703442e-01	5.000000e+00	3.719919e-01	3.763466e-01	0.000000e+00	3.763466e-01	-5.115908e-13	5.120001e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.697985759703442e-01	5.000000e+00	2.646521e-01	2.691078e-01	0.000000e+00	2.691078e-01	-5.115908e-13	5.112969e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.707751384703442e-01	5.000000e+00	1.751350e-01	1.796749e-01	0.000000e+00	1.796749e-01	-5.044853e-13	5.105932e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.717517009703442e-01	5.000000e+00	1.037776e-01	1.083847e-01	0.000000e+00	1.083847e-01	-5.009326e-13	5.098891e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.727282634703442e-01	5.000000e+00	5.084851e-02	5.550538e-02	0.000000e+00	5.550538e-02	-5.062617e-13	5.091844e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.737048259703442e-01	5.000000e+00	1.654689e-02	2.123604e-02	0.000000e+00	2.123604e-02	-5.074829e-13	5.084793e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.746813884703442e-01	5.000000e+00	1.001863e-03	5.705638e-03	0.000000e+00	5.705638e-03	-5.071499e-13	5.077737e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.756579509703442e-01	5.000000e+00	4.271938e-03	8.972636e-03	0.000000e+00	8.972636e-03	-5.068168e-13	5.070676e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.766345134703442e-01	5.000000e+00	2.634481e-02	3.102474e-02	0.000000e+00	3.102474e-02	-5.071499e-13	5.063610e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.776110759703442e-01	5.000000e+00	6.713739e-02	7.177894e-02	0.000000e+00	7.177894e-02	-5.027090e-13	5.056539e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.785876384703442e-01	5.000000e+00	1.264962e-01	1.310818e-01	0.000000e+00	1.310818e-01	-4.902745e-13	5.049464e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.795642009703442e-01	5.000000e+00	2.041977e-01	2.087103e-01	0.000000e+00	2.087103e-01	-4.831691e-13	5.042384e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.805407634703442e-01	5.000000e+00	2.999495e-01	3.043720e-01	0.000000e+00	3.043720e-01	-4.973799e-13	5.035299e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.815173259703442e-01	5.000000e+00	4.133913e-01	4.177071e-01	0.000000e+00	4.177071e-01	-5.115908e-13	5.028210e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.824938884703442e-01	5.000000e+00	5.440961e-01	5.482888e-01	0.000000e+00	5.482888e-01	-4.831691e-13	5.021116e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.834704509703442e-01	5.000000e+00	6.915718e-01	6.956258e-01	0.000000e+00	6.956258e-01	-4.547474e-13	5.014017e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.844470134703442e-01	5.000000e+00	8.552635e-01	8.591635e-01	0.000000e+00	8.591635e-01	-5.115908e-13	5.006914e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.854235759703442e-01	5.000000e+00	1.034555e+00	1.038286e+00	0.000000e+00	1.038286e+00	-6.252776e-13	4.999805e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.864001384703442e-01	5.000000e+00	1.228772e+00	1.232320e+00	0.000000e+00	1.232320e+00	-6.821210e-13	4.992691e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.873767009703442e-01	5.000000e+00	1.437182e+00	1.440535e+00	0.000000e+00	1.440535e+00	-6.821210e-13	4.985571e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.883532634703442e-01	5.000000e+00	1.659003e+00	1.662146e+00	0.000000e+00	1.662146e+00	-6.821210e-13	4.978444e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.893298259703442e-01	5.000000e+00	1.893398e+00	1.896321e+00	0.000000e+00	1.896321e+00	-6.821210e-13	4.971310e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.903063884703442e-01	5.000000e+00	2.139485e+00	2.142177e+00	0.000000e+00	2.142177e+00	-5.684342e-13	4.964170e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.922595134703442e-01	5.000000e+00	2.662993e+00	2.665192e+00	0.000000e+00	2.665192e+00	-4.547474e-13	4.949876e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.942126384703442e-01	5.000000e+00	3.221651e+00	3.223324e+00	0.000000e+00	3.223324e+00	-4.547474e-13	4.935564e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.981188884703442e-01	5.000000e+00	4.410407e+00	4.410961e+00	0.000000e+00	4.410961e+00	-9.094947e-13	4.906877e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.990954509703442e-01	5.000000e+00	4.715981e+00	4.716235e+00	0.000000e+00	4.716235e+00	-9.470842e-13	4.899686e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000000000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	5.000000e+00	-9.819018e-13	4.893020e-13	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
