time	V(n002)	V(n003)	I(C1)	I(V2)	I(V1)
3.828845134703442e-01	-8.797793e-01	1.202207e-01	2.985041e+01	-2.985041e+01	-2.985041e+01
3.838610759703442e-01	-8.489729e-01	1.510271e-01	3.318181e+01	-3.318181e+01	-3.318181e+01
3.848376384703442e-01	-8.149711e-01	1.850289e-01	3.638832e+01	-3.638832e+01	-3.638832e+01
3.858142009703442e-01	-7.779019e-01	2.220981e-01	3.945787e+01	-3.945787e+01	-3.945787e+01
3.867907634703442e-01	-7.379049e-01	2.620951e-01	4.237891e+01	-4.237891e+01	-4.237891e+01
3.877673259703442e-01	-6.951306e-01	3.048694e-01	4.514044e+01	-4.514044e+01	-4.514044e+01
3.887438884703442e-01	-6.497400e-01	3.502600e-01	4.773208e+01	-4.773208e+01	-4.773208e+01
3.897204509703442e-01	-6.019039e-01	3.980961e-01	5.014406e+01	-5.014406e+01	-5.014406e+01
3.916735759703442e-01	-4.996240e-01	5.003760e-01	5.439347e+01	-5.439347e+01	-5.439347e+01
3.936267009703442e-01	-3.898293e-01	6.101707e-01	5.782475e+01	-5.782475e+01	-5.782475e+01
3.955798259703442e-01	-2.741711e-01	7.258288e-01	6.038629e+01	-6.038629e+01	-6.038629e+01
3.975329509703442e-01	-1.543892e-01	8.456107e-01	6.203956e+01	-6.203956e+01	-6.203956e+01
3.994860759703442e-01	-3.228519e-02	9.677148e-01	6.275970e+01	-6.275970e+01	-6.275970e+01
4.014392009703442e-01	9.030447e-02	1.090304e+00	6.253588e+01	-6.253588e+01	-6.253588e+01
4.033923259703442e-01	2.115359e-01	1.211536e+00	6.137146e+01	-6.137146e+01	-6.137146e+01
4.053454509703442e-01	3.295856e-01	1.329586e+00	5.928395e+01	-5.928395e+01	-5.928395e+01
4.072985759703442e-01	4.426780e-01	1.442678e+00	5.630476e+01	-5.630476e+01	-5.630476e+01
4.092517009703442e-01	5.491121e-01	1.549112e+00	5.247869e+01	-5.247869e+01	-5.247869e+01
4.112048259703442e-01	6.472871e-01	1.647287e+00	4.786330e+01	-4.786330e+01	-4.786330e+01
4.131579509703442e-01	7.357263e-01	1.735726e+00	4.252800e+01	-4.252800e+01	-4.252800e+01
4.151110759703442e-01	8.130995e-01	1.813100e+00	3.655303e+01	-3.655303e+01	-3.655303e+01
4.170642009703442e-01	8.782429e-01	1.878243e+00	3.002827e+01	-3.002827e+01	-3.002827e+01
4.190173259703442e-01	9.301767e-01	1.930177e+00	2.305187e+01	-2.305187e+01	-2.305187e+01
4.209704509703442e-01	9.681197e-01	1.968120e+00	1.572874e+01	-1.572874e+01	-1.572874e+01
4.229235759703442e-01	9.915015e-01	1.991501e+00	8.169030e+00	-8.169030e+00	-8.169030e+00
4.248767009703442e-01	9.999700e-01	1.999970e+00	4.864548e-01	-4.864548e-01	-4.864548e-01
4.268298259703442e-01	9.933981e-01	1.993398e+00	-7.203437e+00	7.203437e+00	7.203437e+00
4.287829509703442e-01	9.718845e-01	1.971884e+00	-1.478498e+01	1.478498e+01	1.478498e+01
4.307360759703442e-01	9.357529e-01	1.935753e+00	-2.214415e+01	2.214415e+01	2.214415e+01
4.326892009703442e-01	8.855467e-01	1.885547e+00	-2.917025e+01	2.917025e+01	2.917025e+01
4.346423259703442e-01	8.220211e-01	1.822021e+00	-3.575760e+01	3.575760e+01	3.575760e+01
4.365954509703442e-01	7.461315e-01	1.746131e+00	-4.180712e+01	4.180712e+01	4.180712e+01
4.385485759703442e-01	6.590194e-01	1.659019e+00	-4.722782e+01	4.722782e+01	4.722782e+01
4.405017009703442e-01	5.619950e-01	1.561995e+00	-5.193818e+01	5.193818e+01	5.193818e+01
4.424548259703442e-01	4.565177e-01	1.456518e+00	-5.586733e+01	5.586733e+01	5.586733e+01
4.444079509703442e-01	3.441739e-01	1.344174e+00	-5.895619e+01	5.895619e+01	5.895619e+01
4.463610759703442e-01	2.266535e-01	1.226653e+00	-6.115829e+01	6.115829e+01	6.115829e+01
4.483142009703442e-01	1.057239e-01	1.105724e+00	-6.244051e+01	6.244051e+01	6.244051e+01
4.502673259703442e-01	-1.679580e-02	9.832042e-01	-6.278358e+01	6.278358e+01	6.278358e+01
4.522204509703442e-01	-1.390629e-01	8.609371e-01	-6.218232e+01	6.218232e+01	6.218232e+01
4.541735759703442e-01	-2.592384e-01	7.407616e-01	-6.064577e+01	6.064577e+01	6.064577e+01
4.561267009703442e-01	-3.755146e-01	6.244854e-01	-5.819706e+01	5.819706e+01	5.819706e+01
4.580798259703442e-01	-4.861428e-01	5.138572e-01	-5.487301e+01	5.487301e+01	5.487301e+01
4.600329509703442e-01	-5.894589e-01	4.105411e-01	-5.072363e+01	5.072363e+01	5.072363e+01
4.610095134703442e-01	-6.378844e-01	3.621156e-01	-4.835847e+01	4.835847e+01	4.835847e+01
4.619860759703442e-01	-6.839091e-01	3.160909e-01	-4.581130e+01	4.581130e+01	4.581130e+01
4.629626384703442e-01	-7.273597e-01	2.726403e-01	-4.309171e+01	4.309171e+01	4.309171e+01
4.639392009703442e-01	-7.680726e-01	2.319274e-01	-4.020994e+01	4.020994e+01	4.020994e+01
4.649157634703442e-01	-8.058947e-01	1.941053e-01	-3.717682e+01	3.717682e+01	3.717682e+01
4.658923259703442e-01	-8.406836e-01	1.593164e-01	-3.400378e+01	3.400378e+01	3.400378e+01
4.668688884703442e-01	-8.723083e-01	1.276917e-01	-3.070275e+01	3.070275e+01	3.070275e+01
4.678454509703442e-01	-9.006499e-01	9.935012e-02	-2.728617e+01	2.728617e+01	2.728617e+01
4.688220134703442e-01	-9.256016e-01	7.439839e-02	-2.376689e+01	2.376689e+01	2.376689e+01
4.697985759703442e-01	-9.470696e-01	5.293041e-02	-2.015815e+01	2.015815e+01	2.015815e+01
4.707751384703442e-01	-9.649730e-01	3.502700e-02	-1.647355e+01	1.647355e+01	1.647355e+01
4.717517009703442e-01	-9.792445e-01	2.075552e-02	-1.272694e+01	1.272694e+01	1.272694e+01
4.727282634703442e-01	-9.898303e-01	1.016970e-02	-8.932426e+00	8.932426e+00	8.932426e+00
4.737048259703442e-01	-9.966906e-01	3.309377e-03	-5.104296e+00	5.104296e+00	5.104296e+00
4.746813884703442e-01	-9.997996e-01	2.003725e-04	-1.256955e+00	1.256955e+00	1.256955e+00
4.756579509703442e-01	-9.991456e-01	8.543876e-04	2.595117e+00	-2.595117e+00	-2.595117e+00
4.766345134703442e-01	-9.947310e-01	5.268961e-03	6.437422e+00	-6.437422e+00	-6.437422e+00
4.776110759703442e-01	-9.865725e-01	1.342748e-02	1.025550e+01	-1.025550e+01	-1.025550e+01
4.785876384703442e-01	-9.747007e-01	2.529923e-02	1.403497e+01	-1.403497e+01	-1.403497e+01
4.795642009703442e-01	-9.591604e-01	4.083954e-02	1.776163e+01	-1.776163e+01	-1.776163e+01
4.805407634703442e-01	-9.400101e-01	5.998991e-02	2.142143e+01	-2.142143e+01	-2.142143e+01
4.815173259703442e-01	-9.173217e-01	8.267827e-02	2.500060e+01	-2.500060e+01	-2.500060e+01
4.824938884703442e-01	-8.911808e-01	1.088192e-01	2.848568e+01	-2.848568e+01	-2.848568e+01
4.834704509703442e-01	-8.616856e-01	1.383144e-01	3.186355e+01	-3.186355e+01	-3.186355e+01
4.844470134703442e-01	-8.289473e-01	1.710527e-01	3.512149e+01	-3.512149e+01	-3.512149e+01
4.854235759703442e-01	-7.930890e-01	2.069110e-01	3.824723e+01	-3.824723e+01	-3.824723e+01
4.864001384703442e-01	-7.542456e-01	2.457543e-01	4.122903e+01	-4.122903e+01	-4.122903e+01
4.873767009703442e-01	-7.125635e-01	2.874365e-01	4.405565e+01	-4.405565e+01	-4.405565e+01
4.883532634703442e-01	-6.681995e-01	3.318005e-01	4.671645e+01	-4.671645e+01	-4.671645e+01
4.893298259703442e-01	-6.213205e-01	3.786795e-01	4.920142e+01	-4.920142e+01	-4.920142e+01
4.912829509703442e-01	-5.207322e-01	4.792678e-01	5.360716e+01	-5.360716e+01	-5.360716e+01
4.932360759703442e-01	-4.123116e-01	5.876884e-01	5.720660e+01	-5.720660e+01	-5.720660e+01
4.951892009703442e-01	-2.976894e-01	7.023106e-01	5.994560e+01	-5.994560e+01	-5.994560e+01
4.971423259703442e-01	-1.785897e-01	8.214102e-01	6.178296e+01	-6.178296e+01	-6.178296e+01
4.990954509703442e-01	-5.680390e-02	9.431961e-01	6.269105e+01	-6.269105e+01	-6.269105e+01
5.010485759703442e-01	6.583632e-02	1.065836e+00	6.265620e+01	-6.265620e+01	-6.265620e+01
5.030017009703442e-01	1.874863e-01	1.187486e+00	6.167895e+01	-6.167895e+01	-6.167895e+01
5.049548259703442e-01	3.063163e-01	1.306316e+00	5.977399e+01	-5.977399e+01	-5.977399e+01
5.069079509703442e-01	4.205390e-01	1.420539e+00	5.696997e+01	-5.696997e+01	-5.696997e+01
5.088610759703442e-01	5.284365e-01	1.528436e+00	5.330907e+01	-5.330907e+01	-5.330907e+01
5.108142009703442e-01	6.283857e-01	1.628386e+00	4.884636e+01	-4.884636e+01	-4.884636e+01
5.127673259703442e-01	7.188835e-01	1.718884e+00	4.364894e+01	-4.364894e+01	-4.364894e+01
5.147204509703442e-01	7.985685e-01	1.798568e+00	3.779501e+01	-3.779501e+01	-3.779501e+01
5.166735759703442e-01	8.662424e-01	1.866242e+00	3.137261e+01	-3.137261e+01	-3.137261e+01
5.186267009703442e-01	9.208872e-01	1.920887e+00	2.447833e+01	-2.447833e+01	-2.447833e+01
5.205798259703442e-01	9.616809e-01	1.961681e+00	1.721587e+01	-1.721587e+01	-1.721587e+01
5.225329509703442e-01	9.880101e-01	1.988010e+00	9.694477e+00	-9.694477e+00	-9.694477e+00
5.244860759703442e-01	9.994787e-01	1.999479e+00	2.027266e+00	-2.027266e+00	-2.027266e+00
5.264392009703442e-01	9.959142e-01	1.995914e+00	-5.670438e+00	5.670438e+00	5.670438e+00
5.283923259703442e-01	9.773703e-01	1.977370e+00	-1.328285e+01	1.328285e+01	1.328285e+01
5.303454509703442e-01	9.441257e-01	1.944126e+00	-2.069548e+01	2.069548e+01	2.069548e+01
5.322985759703442e-01	8.966807e-01	1.896681e+00	-2.779683e+01	2.779683e+01	2.779683e+01
5.342517009703442e-01	8.357487e-01	1.835749e+00	-3.448009e+01	3.448009e+01	3.448009e+01
5.362048259703442e-01	7.622463e-01	1.762246e+00	-4.064473e+01	4.064473e+01	4.064473e+01
5.381579509703442e-01	6.772790e-01	1.677279e+00	-4.619804e+01	4.619804e+01	4.619804e+01
5.401110759703442e-01	5.821248e-01	1.582125e+00	-5.105650e+01	5.105650e+01	5.105650e+01
5.420642009703442e-01	4.782149e-01	1.478215e+00	-5.514701e+01	5.514701e+01	5.514701e+01
5.440173259703442e-01	3.671122e-01	1.367112e+00	-5.840806e+01	5.840806e+01	5.840806e+01
5.459704509703442e-01	2.504877e-01	1.250488e+00	-6.079060e+01	6.079060e+01	6.079060e+01
5.479235759703442e-01	1.300958e-01	1.130096e+00	-6.225879e+01	6.225879e+01	6.225879e+01
5.498767009703442e-01	7.747029e-03	1.007747e+00	-6.279055e+01	6.279055e+01	6.279055e+01
5.518298259703442e-01	-1.147182e-01	8.852817e-01	-6.237788e+01	6.237788e+01	6.237788e+01
5.537829509703442e-01	-2.354580e-01	7.645420e-01	-6.102699e+01	6.102699e+01	6.102699e+01
5.557360759703442e-01	-3.526563e-01	6.473437e-01	-5.875820e+01	5.875820e+01	5.875820e+01
5.576892009703442e-01	-4.645503e-01	5.354497e-01	-5.560563e+01	5.560563e+01	5.560563e+01
5.596423259703442e-01	-5.694571e-01	4.305429e-01	-5.161670e+01	5.161670e+01	5.161670e+01
5.606188884703442e-01	-6.187924e-01	3.812076e-01	-4.932689e+01	4.932689e+01	4.932689e+01
5.615954509703442e-01	-6.657986e-01	3.342014e-01	-4.685141e+01	4.685141e+01	4.685141e+01
5.625720134703442e-01	-7.102990e-01	2.897010e-01	-4.419960e+01	4.419960e+01	4.419960e+01
5.635485759703442e-01	-7.521260e-01	2.478740e-01	-4.138143e+01	4.138143e+01	4.138143e+01
5.645251384703442e-01	-7.911221e-01	2.088779e-01	-3.840751e+01	3.840751e+01	3.840751e+01
5.655017009703442e-01	-8.271406e-01	1.728594e-01	-3.528903e+01	3.528903e+01	3.528903e+01
5.664782634703442e-01	-8.600460e-01	1.399540e-01	-3.203773e+01	3.203773e+01	3.203773e+01
5.674548259703442e-01	-8.897144e-01	1.102857e-01	-2.866586e+01	2.866586e+01	2.866586e+01
5.684313884703442e-01	-9.160340e-01	8.396599e-02	-2.518608e+01	2.518608e+01	2.518608e+01
5.694079509703442e-01	-9.389059e-01	6.109409e-02	-2.161152e+01	2.161152e+01	2.161152e+01
5.703845134703442e-01	-9.582440e-01	4.175600e-02	-1.795561e+01	1.795561e+01	1.795561e+01
5.713610759703442e-01	-9.739755e-01	2.602453e-02	-1.423212e+01	1.423212e+01	1.423212e+01
5.723376384703442e-01	-9.860411e-01	1.395889e-02	-1.045507e+01	1.045507e+01	1.045507e+01
5.733142009703442e-01	-9.943955e-01	5.604479e-03	-6.638662e+00	6.638662e+00	6.638662e+00
5.742907634703442e-01	-9.990072e-01	9.927504e-04	-2.797271e+00	2.797271e+00	2.797271e+00
5.752673259703442e-01	-9.998589e-01	1.410593e-04	1.054649e+00	-1.054649e+00	-1.054649e+00
5.762438884703442e-01	-9.969474e-01	3.052612e-03	4.902599e+00	-4.902599e+00	-4.902599e+00
5.772204509703442e-01	-9.902835e-01	9.716448e-03	8.732098e+00	-8.732098e+00	-8.732098e+00
5.781970134703442e-01	-9.798925e-01	2.010749e-02	1.252873e+01	-1.252873e+01	-1.252873e+01
5.791735759703442e-01	-9.658134e-01	3.418662e-02	1.627821e+01	-1.627821e+01	-1.627821e+01
5.801501384703442e-01	-9.480991e-01	5.190086e-02	1.996642e+01	-1.996642e+01	-1.996642e+01
5.811267009703442e-01	-9.268165e-01	7.318353e-02	2.357948e+01	-2.357948e+01	-2.357948e+01
5.821032634703442e-01	-9.020455e-01	9.795453e-02	2.710379e+01	-2.710379e+01	-2.710379e+01
5.830798259703442e-01	-8.738794e-01	1.261206e-01	3.052609e+01	-3.052609e+01	-3.052609e+01
5.840563884703442e-01	-8.424242e-01	1.575758e-01	3.383350e+01	-3.383350e+01	-3.383350e+01
5.850329509703442e-01	-8.077983e-01	1.922017e-01	3.701356e+01	-3.701356e+01	-3.701356e+01
5.860095134703442e-01	-7.701321e-01	2.298679e-01	4.005432e+01	-4.005432e+01	-4.005432e+01
5.869860759703442e-01	-7.295672e-01	2.704328e-01	4.294432e+01	-4.294432e+01	-4.294432e+01
5.879626384703442e-01	-6.862565e-01	3.137435e-01	4.567268e+01	-4.567268e+01	-4.567268e+01
5.889392009703442e-01	-6.403628e-01	3.596372e-01	4.822915e+01	-4.822915e+01	-4.822915e+01
5.899157634703442e-01	-5.920589e-01	4.079411e-01	5.060409e+01	-5.060409e+01	-5.060409e+01
5.918688884703442e-01	-4.889562e-01	5.110437e-01	5.477436e+01	-5.477436e+01	-5.477436e+01
5.938220134703442e-01	-3.784992e-01	6.215008e-01	5.812078e+01	-5.812078e+01	-5.812078e+01
5.957751384703442e-01	-2.623492e-01	7.376508e-01	6.059300e+01	-6.059300e+01	-6.059300e+01
5.977282634703442e-01	-1.422532e-01	8.577468e-01	6.215385e+01	-6.215385e+01	-6.215385e+01
5.996813884703442e-01	-2.001762e-02	9.799824e-01	6.277985e+01	-6.277985e+01	-6.277985e+01
6.016345134703442e-01	1.025191e-01	1.102519e+00	6.246158e+01	-6.246158e+01	-6.246158e+01
6.035876384703442e-01	2.235138e-01	1.223514e+00	6.120383e+01	-6.120383e+01	-6.120383e+01
6.055407634703442e-01	3.411466e-01	1.341147e+00	5.902552e+01	-5.902552e+01	-5.902552e+01
6.074938884703442e-01	4.536483e-01	1.453648e+00	5.595941e+01	-5.595941e+01	-5.595941e+01
6.094470134703442e-01	5.593267e-01	1.559327e+00	5.205162e+01	-5.205162e+01	-5.205162e+01
6.114001384703442e-01	6.565923e-01	1.656592e+00	4.736092e+01	-4.736092e+01	-4.736092e+01
6.133532634703442e-01	7.439821e-01	1.743982e+00	4.195787e+01	-4.195787e+01	-4.195787e+01
6.153063884703442e-01	8.201818e-01	1.820182e+00	3.592374e+01	-3.592374e+01	-3.592374e+01
6.172595134703442e-01	8.840452e-01	1.884045e+00	2.934928e+01	-2.934928e+01	-2.934928e+01
6.192126384703442e-01	9.346117e-01	1.934612e+00	2.233337e+01	-2.233337e+01	-2.233337e+01
6.211657634703442e-01	9.711207e-01	1.971121e+00	1.498156e+01	-1.498156e+01	-1.498156e+01
6.231188884703442e-01	9.930233e-01	1.993023e+00	7.404404e+00	-7.404404e+00	-7.404404e+00
6.250720134703442e-01	9.999897e-01	1.999990e+00	-2.841184e-01	2.841184e-01	2.841184e-01
6.270251384703442e-01	9.919155e-01	1.991915e+00	-7.968367e+00	7.968367e+00	7.968367e+00
6.289782634703442e-01	9.689219e-01	1.968922e+00	-1.553276e+01	1.553276e+01	1.553276e+01
6.309313884703442e-01	9.313548e-01	1.931355e+00	-2.286353e+01	2.286353e+01	2.286353e+01
6.328845134703442e-01	8.797793e-01	1.879779e+00	-2.985042e+01	2.985042e+01	2.985042e+01
6.348376384703442e-01	8.149711e-01	1.814971e+00	-3.638832e+01	3.638832e+01	3.638832e+01
6.367907634703442e-01	7.379049e-01	1.737905e+00	-4.237891e+01	4.237891e+01	4.237891e+01
6.387438884703442e-01	6.497400e-01	1.649740e+00	-4.773208e+01	4.773208e+01	4.773208e+01
6.406970134703442e-01	5.518024e-01	1.551802e+00	-5.236731e+01	5.236731e+01	5.236731e+01
6.426501384703442e-01	4.455651e-01	1.445565e+00	-5.621490e+01	5.621490e+01	5.621490e+01
6.446032634703442e-01	3.326262e-01	1.332626e+00	-5.921695e+01	5.921695e+01	5.921695e+01
6.465563884703442e-01	2.146842e-01	1.214684e+00	-6.132833e+01	6.132833e+01	6.132833e+01
6.485095134703442e-01	9.351320e-02	1.093513e+00	-6.251728e+01	6.251728e+01	6.251728e+01
6.504626384703442e-01	-2.906434e-02	9.709356e-01	-6.276591e+01	6.276591e+01	6.276591e+01
6.524157634703442e-01	-1.512047e-01	8.487953e-01	-6.207048e+01	6.207048e+01	6.207048e+01
6.543688884703442e-01	-2.710708e-01	7.289292e-01	-6.044145e+01	6.044145e+01	6.044145e+01
6.563220134703442e-01	-3.868598e-01	6.131402e-01	-5.790332e+01	5.790332e+01	5.790332e+01
6.582751384703442e-01	-4.968300e-01	5.031700e-01	-5.449428e+01	5.449428e+01	5.449428e+01
6.602282634703442e-01	-5.993275e-01	4.006725e-01	-5.026559e+01	5.026559e+01	5.026559e+01
6.612048259703442e-01	-6.472871e-01	3.527129e-01	-4.786330e+01	4.786330e+01	4.786330e+01
6.621813884703442e-01	-6.928105e-01	3.071895e-01	-4.528086e+01	4.528086e+01	4.528086e+01
6.631579509703442e-01	-7.357263e-01	2.642737e-01	-4.252799e+01	4.252799e+01	4.252799e+01
6.641345134703442e-01	-7.758730e-01	2.241270e-01	-3.961506e+01	3.961506e+01	3.961506e+01
6.651110759703442e-01	-8.130995e-01	1.869005e-01	-3.655303e+01	3.655303e+01	3.655303e+01
6.660876384703442e-01	-8.472657e-01	1.527344e-01	-3.335342e+01	3.335342e+01	3.335342e+01
6.670642009703442e-01	-8.782429e-01	1.217571e-01	-3.002827e+01	3.002827e+01	3.002827e+01
6.680407634703442e-01	-9.059146e-01	9.408540e-02	-2.659011e+01	2.659011e+01	2.659011e+01
6.690173259703442e-01	-9.301767e-01	6.982332e-02	-2.305187e+01	2.305187e+01	2.305187e+01
6.699938884703442e-01	-9.509378e-01	4.906221e-02	-1.942686e+01	1.942686e+01	1.942686e+01
6.709704509703442e-01	-9.681197e-01	3.188023e-02	-1.572873e+01	1.572873e+01	1.572873e+01
6.719470134703442e-01	-9.816580e-01	1.834203e-02	-1.197141e+01	1.197141e+01	1.197141e+01
6.729235759703442e-01	-9.915015e-01	8.498567e-03	-8.169030e+00	8.169030e+00	8.169030e+00
6.739001384703442e-01	-9.976131e-01	2.386893e-03	-4.335902e+00	4.335902e+00	4.335902e+00
6.748767009703442e-01	-9.999700e-01	3.000868e-05	-4.864548e-01	4.864548e-01	4.864548e-01
6.758532634703442e-01	-9.985632e-01	1.436786e-03	3.364823e+00	-3.364823e+00	-3.364823e+00
6.768298259703442e-01	-9.933981e-01	6.601929e-03	7.203437e+00	-7.203437e+00	-7.203437e+00
6.778063884703442e-01	-9.844940e-01	1.550600e-02	1.101494e+01	-1.101494e+01	-1.101494e+01
6.787829509703442e-01	-9.718845e-01	2.811548e-02	1.478498e+01	-1.478498e+01	-1.478498e+01
6.797595134703442e-01	-9.556171e-01	4.438292e-02	1.849938e+01	-1.849938e+01	-1.849938e+01
6.807360759703442e-01	-9.357529e-01	6.424708e-02	2.214415e+01	-2.214415e+01	-2.214415e+01
6.817126384703442e-01	-9.123668e-01	8.763321e-02	2.570557e+01	-2.570557e+01	-2.570557e+01
6.826892009703442e-01	-8.855467e-01	1.144533e-01	2.917025e+01	-2.917025e+01	-2.917025e+01
6.836657634703442e-01	-8.553936e-01	1.446063e-01	3.252513e+01	-3.252513e+01	-3.252513e+01
6.846423259703442e-01	-8.220211e-01	1.779789e-01	3.575760e+01	-3.575760e+01	-3.575760e+01
6.856188884703442e-01	-7.855546e-01	2.144454e-01	3.885548e+01	-3.885548e+01	-3.885548e+01
6.865954509703442e-01	-7.461315e-01	2.538685e-01	4.180712e+01	-4.180712e+01	-4.180712e+01
6.875720134703442e-01	-7.039001e-01	2.960999e-01	4.460140e+01	-4.460140e+01	-4.460140e+01
6.885485759703442e-01	-6.590194e-01	3.409806e-01	4.722782e+01	-4.722782e+01	-4.722782e+01
6.895251384703442e-01	-6.116582e-01	3.883418e-01	4.967648e+01	-4.967648e+01	-4.967648e+01
6.914782634703442e-01	-5.102165e-01	4.897835e-01	5.400438e+01	-5.400438e+01	-5.400438e+01
6.934313884703442e-01	-4.011006e-01	5.988994e-01	5.752000e+01	-5.752000e+01	-5.752000e+01
6.953845134703442e-01	-2.859518e-01	7.140482e-01	6.017047e+01	-6.017047e+01	-6.017047e+01
6.973376384703442e-01	-1.665020e-01	8.334979e-01	6.191592e+01	-6.191592e+01	-6.191592e+01
6.992907634703442e-01	-4.454790e-02	9.554521e-01	6.273009e+01	-6.273009e+01	-6.273009e+01
7.012438884703442e-01	7.807627e-02	1.078076e+00	6.260075e+01	-6.260075e+01	-6.260075e+01
7.031970134703442e-01	1.995261e-01	1.199526e+00	6.152983e+01	-6.152983e+01	-6.152983e+01
7.051501384703442e-01	3.179749e-01	1.317975e+00	5.953345e+01	-5.953345e+01	-5.953345e+01
7.071032634703442e-01	4.316410e-01	1.431641e+00	5.664163e+01	-5.664163e+01	-5.664163e+01
7.090563884703442e-01	5.388149e-01	1.538815e+00	5.289787e+01	-5.289787e+01	-5.289787e+01
7.110095134703442e-01	6.378844e-01	1.637884e+00	4.835847e+01	-4.835847e+01	-4.835847e+01
7.129626384703442e-01	7.273597e-01	1.727360e+00	4.309171e+01	-4.309171e+01	-4.309171e+01
7.149157634703442e-01	8.058947e-01	1.805895e+00	3.717682e+01	-3.717682e+01	-3.717682e+01
7.168688884703442e-01	8.723083e-01	1.872308e+00	3.070275e+01	-3.070275e+01	-3.070275e+01
7.188220134703442e-01	9.256016e-01	1.925602e+00	2.376689e+01	-2.376689e+01	-2.376689e+01
7.207751384703442e-01	9.649730e-01	1.964973e+00	1.647355e+01	-1.647355e+01	-1.647355e+01
7.227282634703442e-01	9.898303e-01	1.989830e+00	8.932426e+00	-8.932426e+00	-8.932426e+00
7.246813884703442e-01	9.997996e-01	1.999800e+00	1.256955e+00	-1.256955e+00	-1.256955e+00
7.266345134703442e-01	9.947310e-01	1.994731e+00	-6.437422e+00	6.437422e+00	6.437422e+00
7.285876384703442e-01	9.747007e-01	1.974701e+00	-1.403498e+01	1.403498e+01	1.403498e+01
7.305407634703442e-01	9.400101e-01	1.940010e+00	-2.142143e+01	2.142143e+01	2.142143e+01
7.324938884703442e-01	8.911808e-01	1.891181e+00	-2.848568e+01	2.848568e+01	2.848568e+01
7.344470134703442e-01	8.289473e-01	1.828947e+00	-3.512149e+01	3.512149e+01	3.512149e+01
7.364001384703442e-01	7.542456e-01	1.754246e+00	-4.122903e+01	4.122903e+01	4.122903e+01
7.383532634703442e-01	6.681995e-01	1.668200e+00	-4.671645e+01	4.671645e+01	4.671645e+01
7.403063884703442e-01	5.721030e-01	1.572103e+00	-5.150121e+01	5.150121e+01	5.150121e+01
7.422595134703442e-01	4.674015e-01	1.467402e+00	-5.551135e+01	5.551135e+01	5.551135e+01
7.442126384703442e-01	3.556698e-01	1.355670e+00	-5.868654e+01	5.868654e+01	5.868654e+01
7.461657634703442e-01	2.385886e-01	1.238589e+00	-6.097903e+01	6.097903e+01	6.097903e+01
7.481188884703442e-01	1.179187e-01	1.117919e+00	-6.235435e+01	6.235435e+01	6.235435e+01
7.500720134703442e-01	-4.524725e-03	9.954753e-01	-6.279179e+01	6.279179e+01	6.279179e+01
7.520251384703442e-01	-1.269001e-01	8.730999e-01	-6.228479e+01	6.228479e+01	6.228479e+01
7.539782634703442e-01	-2.473668e-01	7.526332e-01	-6.084097e+01	6.084097e+01	6.084097e+01
7.559313884703442e-01	-3.641129e-01	6.358871e-01	-5.848204e+01	5.848204e+01	5.848204e+01
7.578845134703442e-01	-4.753824e-01	5.246176e-01	-5.524348e+01	5.524348e+01	5.524348e+01
7.598376384703442e-01	-5.795016e-01	4.204984e-01	-5.117402e+01	5.117402e+01	5.117402e+01
7.608142009703442e-01	-6.283857e-01	3.716143e-01	-4.884636e+01	4.884636e+01	4.884636e+01
7.617907634703442e-01	-6.749047e-01	3.250953e-01	-4.633485e+01	4.633485e+01	4.633485e+01
7.627673259703442e-01	-7.188835e-01	2.811165e-01	-4.364894e+01	4.364894e+01	4.364894e+01
7.637438884703442e-01	-7.601565e-01	2.398435e-01	-4.079876e+01	4.079876e+01	4.079876e+01
7.647204509703442e-01	-7.985685e-01	2.014315e-01	-3.779501e+01	3.779501e+01	3.779501e+01
7.656970134703442e-01	-8.339749e-01	1.660251e-01	-3.464901e+01	3.464901e+01	3.464901e+01
7.666735759703442e-01	-8.662424e-01	1.337576e-01	-3.137261e+01	3.137261e+01	3.137261e+01
7.676501384703442e-01	-8.952495e-01	1.047505e-01	-2.797812e+01	2.797812e+01	2.797812e+01
7.686267009703442e-01	-9.208872e-01	7.911285e-02	-2.447833e+01	2.447833e+01	2.447833e+01
7.696032634703442e-01	-9.430588e-01	5.694124e-02	-2.088641e+01	2.088641e+01	2.088641e+01
7.705798259703442e-01	-9.616809e-01	3.831909e-02	-1.721587e+01	1.721587e+01	1.721587e+01
7.715563884703442e-01	-9.766835e-01	2.331649e-02	-1.348054e+01	1.348054e+01	1.348054e+01
7.725329509703442e-01	-9.880101e-01	1.198990e-02	-9.694477e+00	9.694477e+00	9.694477e+00
7.735095134703442e-01	-9.956180e-01	4.381960e-03	-5.871922e+00	5.871922e+00	5.871922e+00
7.744860759703442e-01	-9.994787e-01	5.213026e-04	-2.027266e+00	2.027266e+00	2.027266e+00
7.754626384703442e-01	-9.995775e-01	4.224571e-04	1.825021e+00	-1.825021e+00	-1.825021e+00
7.764392009703442e-01	-9.959142e-01	4.085796e-03	5.670438e+00	-5.670438e+00	-5.670438e+00
7.774157634703442e-01	-9.885024e-01	1.149753e-02	9.494513e+00	-9.494513e+00	-9.494513e+00
7.783923259703442e-01	-9.773703e-01	2.262977e-02	1.328285e+01	-1.328285e+01	-1.328285e+01
7.793688884703442e-01	-9.625594e-01	3.744060e-02	1.702120e+01	-1.702120e+01	-1.702120e+01
