time	V(n003)	V(n001)	V(n002)	V(n005)	V(n004)	I(C1)	I(R3)	I(R2)	I(R1)	I(V2)	I(V1)
1.914782634703442e-01	5.000000e+00	2.448918e+00	1.634212e+00	8.171059e-01	-3.245470e-02	-3.410605e-13	-8.171059e-01	8.171059e-01	-8.171059e-01	-8.171059e-01	-8.171059e-01
1.924548259703442e-01	5.000000e+00	2.717412e+00	1.813040e+00	9.065198e-01	1.463730e-01	-1.136868e-13	-9.065198e-01	9.065198e-01	-9.065198e-01	-9.065198e-01	-9.065198e-01
1.934313884703442e-01	5.000000e+00	2.994497e+00	1.997589e+00	9.987946e-01	3.309227e-01	0.000000e+00	-9.987946e-01	9.987946e-01	-9.987946e-01	-9.987946e-01	-9.987946e-01
1.944079509703442e-01	5.000000e+00	3.279130e+00	2.187166e+00	1.093583e+00	5.204998e-01	0.000000e+00	-1.093583e+00	1.093583e+00	-1.093583e+00	-1.093583e+00	-1.093583e+00
1.963610759703442e-01	5.000000e+00	3.866733e+00	2.578533e+00	1.289266e+00	9.118661e-01	6.821210e-13	-1.289266e+00	1.289266e+00	-1.289266e+00	-1.289266e+00	-1.289266e+00
2.041735759703442e-01	5.000000e+00	6.296192e+00	4.196648e+00	2.098324e+00	2.529982e+00	1.818989e-12	-2.098324e+00	2.098324e+00	-2.098324e+00	-2.098324e+00	-2.098324e+00
2.071032634703442e-01	5.000000e+00	7.158205e+00	4.770783e+00	2.385391e+00	3.104116e+00	1.818989e-12	-2.385391e+00	2.385391e+00	-2.385391e+00	-2.385391e+00	-2.385391e+00
2.100329509703442e-01	5.000000e+00	7.947295e+00	5.296348e+00	2.648174e+00	3.629681e+00	3.637979e-12	-2.648174e+00	2.648174e+00	-2.648174e+00	-2.648174e+00	-2.648174e+00
2.129626384703442e-01	5.000000e+00	8.636798e+00	5.755584e+00	2.877792e+00	4.088918e+00	3.865352e-12	-2.877792e+00	2.877792e+00	-2.877792e+00	-2.877792e+00	-2.877792e+00
2.158923259703442e-01	5.000000e+00	9.203418e+00	6.132975e+00	3.066488e+00	4.466308e+00	3.183231e-12	-3.066488e+00	3.066488e+00	-3.066488e+00	-3.066488e+00	-3.066488e+00
2.188220134703442e-01	5.000000e+00	9.628008e+00	6.415769e+00	3.207885e+00	4.749103e+00	3.637979e-12	-3.207885e+00	3.207885e+00	-3.207885e+00	-3.207885e+00	-3.207885e+00
2.217517009703442e-01	5.000000e+00	9.896222e+00	6.594410e+00	3.297205e+00	4.927743e+00	3.183231e-12	-3.297205e+00	3.297205e+00	-3.297205e+00	-3.297205e+00	-3.297205e+00
2.237048259703442e-01	5.000000e+00	9.983453e+00	6.652509e+00	3.326255e+00	4.985843e+00	4.092726e-12	-3.326255e+00	3.326255e+00	-3.326255e+00	-3.326255e+00	-3.326255e+00
2.256579509703442e-01	5.000000e+00	9.995728e+00	6.660685e+00	3.330343e+00	4.994018e+00	3.183231e-12	-3.330343e+00	3.330343e+00	-3.330343e+00	-3.330343e+00	-3.330343e+00
2.276110759703442e-01	5.000000e+00	9.932862e+00	6.618814e+00	3.309407e+00	4.952147e+00	3.183231e-12	-3.309407e+00	3.309407e+00	-3.309407e+00	-3.309407e+00	-3.309407e+00
2.305407634703442e-01	5.000000e+00	9.700050e+00	6.463752e+00	3.231876e+00	4.797085e+00	3.637979e-12	-3.231876e+00	3.231876e+00	-3.231876e+00	-3.231876e+00	-3.231876e+00
2.334704509703442e-01	5.000000e+00	9.308428e+00	6.202916e+00	3.101458e+00	4.536250e+00	4.092726e-12	-3.101458e+00	3.101458e+00	-3.101458e+00	-3.101458e+00	-3.101458e+00
2.364001384703442e-01	5.000000e+00	8.771229e+00	5.845120e+00	2.922560e+00	4.178453e+00	3.637979e-12	-2.922560e+00	2.922560e+00	-2.922560e+00	-2.922560e+00	-2.922560e+00
2.393298259703442e-01	5.000000e+00	8.106603e+00	5.402453e+00	2.701226e+00	3.735786e+00	3.637979e-12	-2.701226e+00	2.701226e+00	-2.701226e+00	-2.701226e+00	-2.701226e+00
2.422595134703442e-01	5.000000e+00	7.337008e+00	4.889872e+00	2.444936e+00	3.223206e+00	2.273737e-12	-2.444936e+00	2.444936e+00	-2.444936e+00	-2.444936e+00	-2.444936e+00
2.451892009703442e-01	5.000000e+00	6.488447e+00	4.324697e+00	2.162349e+00	2.658031e+00	1.818989e-12	-2.162349e+00	2.162349e+00	-2.162349e+00	-2.162349e+00	-2.162349e+00
2.463052723989157e-01	5.000000e+00	6.146059e+00	4.096654e+00	2.048327e+00	2.429987e+00	1.739646e-12	-2.048327e+00	2.048327e+00	-2.048327e+00	-2.048327e+00	-2.048327e+00
2.474213438274871e-01	5.000000e+00	5.802282e+00	3.867685e+00	1.933842e+00	2.201018e+00	1.643441e-12	-1.933842e+00	1.933842e+00	-1.933842e+00	-1.933842e+00	-1.933842e+00
2.485374152560585e-01	5.000000e+00	5.457117e+00	3.637791e+00	1.818896e+00	1.971124e+00	1.530374e-12	-1.818896e+00	1.818896e+00	-1.818896e+00	-1.818896e+00	-1.818896e+00
2.496534866846300e-01	5.000000e+00	5.110563e+00	3.406972e+00	1.703486e+00	1.740306e+00	1.400446e-12	-1.703486e+00	1.703486e+00	-1.703486e+00	-1.703486e+00	-1.703486e+00
2.507695581132014e-01	5.000000e+00	4.762620e+00	3.175229e+00	1.587614e+00	1.508562e+00	1.253657e-12	-1.587614e+00	1.587614e+00	-1.587614e+00	-1.587614e+00	-1.587614e+00
2.518856295417728e-01	5.000000e+00	4.413289e+00	2.942561e+00	1.471280e+00	1.275894e+00	1.090007e-12	-1.471280e+00	1.471280e+00	-1.471280e+00	-1.471280e+00	-1.471280e+00
2.530017009703442e-01	5.000000e+00	4.062569e+00	2.708967e+00	1.354484e+00	1.042300e+00	9.094947e-13	-1.354484e+00	1.354484e+00	-1.354484e+00	-1.354484e+00	-1.354484e+00
2.549548259703442e-01	5.000000e+00	3.468418e+00	2.313240e+00	1.156620e+00	6.465731e-01	2.273737e-13	-1.156620e+00	1.156620e+00	-1.156620e+00	-1.156620e+00	-1.156620e+00
2.559313884703442e-01	5.000000e+00	3.179435e+00	2.120766e+00	1.060383e+00	4.540991e-01	0.000000e+00	-1.060383e+00	1.060383e+00	-1.060383e+00	-1.060383e+00	-1.060383e+00
2.569079509703442e-01	5.000000e+00	2.897305e+00	1.932856e+00	9.664278e-01	2.661889e-01	-1.136868e-13	-9.664278e-01	9.664278e-01	-9.664278e-01	-9.664278e-01	-9.664278e-01
2.578845134703442e-01	5.000000e+00	2.623088e+00	1.750216e+00	8.751082e-01	8.354982e-02	-3.410605e-13	-8.751082e-01	8.751082e-01	-8.751082e-01	-8.751082e-01	-8.751082e-01
2.588610759703442e-01	5.000000e+00	2.357818e+00	1.573536e+00	7.867680e-01	-9.313077e-02	-4.547474e-13	-7.867680e-01	7.867680e-01	-7.867680e-01	-7.867680e-01	-7.867680e-01
2.598376384703442e-01	5.000000e+00	2.102492e+00	1.403479e+00	7.017394e-01	-2.631879e-01	-5.684342e-13	-7.017394e-01	7.017394e-01	-7.017394e-01	-7.017394e-01	-7.017394e-01
2.608142009703442e-01	5.000000e+00	1.858071e+00	1.240685e+00	6.203426e-01	-4.259815e-01	-7.958079e-13	-6.203426e-01	6.203426e-01	-6.203426e-01	-6.203426e-01	-6.203426e-01
2.617907634703442e-01	5.000000e+00	1.625477e+00	1.085768e+00	5.428839e-01	-5.808988e-01	-9.094947e-13	-5.428839e-01	5.428839e-01	-5.428839e-01	-5.428839e-01	-5.428839e-01
2.627673259703442e-01	5.000000e+00	1.405583e+00	9.393099e-01	4.696549e-01	-7.273568e-01	-9.094947e-13	-4.696549e-01	4.696549e-01	-4.696549e-01	-4.696549e-01	-4.696549e-01
2.637438884703442e-01	5.000000e+00	1.199217e+00	8.018625e-01	4.009312e-01	-8.648041e-01	-9.094947e-13	-4.009312e-01	4.009312e-01	-4.009312e-01	-4.009312e-01	-4.009312e-01
2.647204509703442e-01	5.000000e+00	1.007157e+00	6.739429e-01	3.369715e-01	-9.927237e-01	-1.023182e-12	-3.369715e-01	3.369715e-01	-3.369715e-01	-3.369715e-01	-3.369715e-01
2.656970134703442e-01	5.000000e+00	8.301255e-01	5.560327e-01	2.780164e-01	-1.110634e+00	-1.250555e-12	-2.780164e-01	2.780164e-01	-2.780164e-01	-2.780164e-01	-2.780164e-01
2.666735759703442e-01	5.000000e+00	6.687881e-01	4.485757e-01	2.242878e-01	-1.218091e+00	-1.477929e-12	-2.242878e-01	2.242878e-01	-2.242878e-01	-2.242878e-01	-2.242878e-01
2.676501384703442e-01	5.000000e+00	5.237524e-01	3.519762e-01	1.759881e-01	-1.314690e+00	-1.591616e-12	-1.759881e-01	1.759881e-01	-1.759881e-01	-1.759881e-01	-1.759881e-01
2.686267009703442e-01	5.000000e+00	3.955643e-01	2.665979e-01	1.332989e-01	-1.400069e+00	-1.591616e-12	-1.332989e-01	1.332989e-01	-1.332989e-01	-1.332989e-01	-1.332989e-01
2.696032634703442e-01	5.000000e+00	2.847062e-01	1.927620e-01	9.638101e-02	-1.473905e+00	-1.705303e-12	-9.638101e-02	9.638101e-02	-9.638101e-02	-9.638101e-02	-9.638101e-02
2.705798259703442e-01	5.000000e+00	1.915954e-01	1.307466e-01	6.537329e-02	-1.535920e+00	-1.818989e-12	-6.537329e-02	6.537329e-02	-6.537329e-02	-6.537329e-02	-6.537329e-02
2.715563884703442e-01	5.000000e+00	1.165824e-01	8.078496e-02	4.039248e-02	-1.585882e+00	-1.705303e-12	-4.039248e-02	4.039248e-02	-4.039248e-02	-4.039248e-02	-4.039248e-02
2.725329509703442e-01	5.000000e+00	5.994949e-02	4.306520e-02	2.153260e-02	-1.623601e+00	-1.591616e-12	-2.153260e-02	2.153260e-02	-2.153260e-02	-2.153260e-02	-2.153260e-02
2.735095134703442e-01	5.000000e+00	2.190980e-02	1.772927e-02	8.864634e-03	-1.648937e+00	-1.705303e-12	-8.864634e-03	8.864634e-03	-8.864634e-03	-8.864634e-03	-8.864634e-03
2.744860759703442e-01	5.000000e+00	2.606513e-03	4.872519e-03	2.436259e-03	-1.661794e+00	-1.818989e-12	-2.436259e-03	2.436259e-03	-2.436259e-03	-2.436259e-03	-2.436259e-03
2.754626384703442e-01	5.000000e+00	2.112286e-03	4.543344e-03	2.271672e-03	-1.662123e+00	-1.818989e-12	-2.271672e-03	2.271672e-03	-2.271672e-03	-2.271672e-03	-2.271672e-03
2.764392009703442e-01	5.000000e+00	2.042898e-02	1.674298e-02	8.371491e-03	-1.649924e+00	-1.818989e-12	-8.371491e-03	8.371491e-03	-8.371491e-03	-8.371491e-03	-8.371491e-03
2.774157634703442e-01	5.000000e+00	5.748766e-02	4.142552e-02	2.071276e-02	-1.625241e+00	-1.818989e-12	-2.071276e-02	2.071276e-02	-2.071276e-02	-2.071276e-02	-2.071276e-02
2.783923259703442e-01	5.000000e+00	1.131488e-01	7.849805e-02	3.924903e-02	-1.588169e+00	-1.818989e-12	-3.924903e-02	3.924903e-02	-3.924903e-02	-3.924903e-02	-3.924903e-02
2.793688884703442e-01	5.000000e+00	1.872030e-01	1.278211e-01	6.391053e-02	-1.538846e+00	-1.705303e-12	-6.391053e-02	6.391053e-02	-6.391053e-02	-6.391053e-02	-6.391053e-02
2.803454509703442e-01	5.000000e+00	2.793715e-01	1.892089e-01	9.460444e-02	-1.477458e+00	-1.591616e-12	-9.460444e-02	9.460444e-02	-9.460444e-02	-9.460444e-02	-9.460444e-02
2.813220134703442e-01	5.000000e+00	3.893073e-01	2.624305e-01	1.312152e-01	-1.404236e+00	-1.705303e-12	-1.312152e-01	1.312152e-01	-1.312152e-01	-1.312152e-01	-1.312152e-01
2.822985759703442e-01	5.000000e+00	5.165967e-01	3.472103e-01	1.736051e-01	-1.319456e+00	-1.705303e-12	-1.736051e-01	1.736051e-01	-1.736051e-01	-1.736051e-01	-1.736051e-01
2.832751384703442e-01	5.000000e+00	6.607607e-01	4.432291e-01	2.216146e-01	-1.223438e+00	-1.477929e-12	-2.216146e-01	2.216146e-01	-2.216146e-01	-2.216146e-01	-2.216146e-01
2.842517009703442e-01	5.000000e+00	8.212566e-01	5.501257e-01	2.750629e-01	-1.116541e+00	-1.250555e-12	-2.750629e-01	2.750629e-01	-2.750629e-01	-2.750629e-01	-2.750629e-01
2.852282634703442e-01	5.000000e+00	9.974803e-01	6.674976e-01	3.337488e-01	-9.991691e-01	-1.023182e-12	-3.337488e-01	3.337488e-01	-3.337488e-01	-3.337488e-01	-3.337488e-01
2.862048259703442e-01	5.000000e+00	1.188769e+00	7.949032e-01	3.974516e-01	-8.717635e-01	-9.094947e-13	-3.974516e-01	3.974516e-01	-3.974516e-01	-3.974516e-01	-3.974516e-01
2.871813884703442e-01	5.000000e+00	1.394402e+00	9.318628e-01	4.659314e-01	-7.348039e-01	-9.094947e-13	-4.659314e-01	4.659314e-01	-4.659314e-01	-4.659314e-01	-4.659314e-01
2.881579509703442e-01	5.000000e+00	1.613605e+00	1.077861e+00	5.389305e-01	-5.888056e-01	-9.094947e-13	-5.389305e-01	5.389305e-01	-5.389305e-01	-5.389305e-01	-5.389305e-01
2.891345134703442e-01	5.000000e+00	1.845554e+00	1.232348e+00	6.161742e-01	-4.343183e-01	-7.958079e-13	-6.161742e-01	6.161742e-01	-6.161742e-01	-6.161742e-01	-6.161742e-01
2.901110759703442e-01	5.000000e+00	2.089376e+00	1.394743e+00	6.973716e-01	-2.719234e-01	-5.684342e-13	-6.973716e-01	6.973716e-01	-6.973716e-01	-6.973716e-01	-6.973716e-01
2.910876384703442e-01	5.000000e+00	2.344153e+00	1.564435e+00	7.822173e-01	-1.022321e-01	-4.547474e-13	-7.822173e-01	7.822173e-01	-7.822173e-01	-7.822173e-01	-7.822173e-01
2.920642009703442e-01	5.000000e+00	2.608926e+00	1.740784e+00	8.703918e-01	7.411704e-02	-3.410605e-13	-8.703918e-01	8.703918e-01	-8.703918e-01	-8.703918e-01	-8.703918e-01
2.930407634703442e-01	5.000000e+00	2.882698e+00	1.923127e+00	9.615633e-01	2.564601e-01	-1.136868e-13	-9.615633e-01	9.615633e-01	-9.615633e-01	-9.615633e-01	-9.615633e-01
2.940173259703442e-01	5.000000e+00	3.164439e+00	2.110778e+00	1.055389e+00	4.441109e-01	0.000000e+00	-1.055389e+00	1.055389e+00	-1.055389e+00	-1.055389e+00	-1.055389e+00
2.949938884703442e-01	5.000000e+00	3.453089e+00	2.303030e+00	1.151515e+00	6.363631e-01	0.000000e+00	-1.151515e+00	1.151515e+00	-1.151515e+00	-1.151515e+00	-1.151515e+00
2.969470134703442e-01	5.000000e+00	4.046747e+00	2.698430e+00	1.349215e+00	1.031763e+00	6.821210e-13	-1.349215e+00	1.349215e+00	-1.349215e+00	-1.349215e+00	-1.349215e+00
2.980630848989157e-01	5.000000e+00	4.397293e+00	2.931907e+00	1.465953e+00	1.265240e+00	9.636483e-13	-1.465953e+00	1.465953e+00	-1.465953e+00	-1.465953e+00	-1.465953e+00
2.991791563274871e-01	5.000000e+00	4.746529e+00	3.164512e+00	1.582256e+00	1.497845e+00	1.205470e-12	-1.582256e+00	1.582256e+00	-1.582256e+00	-1.582256e+00	-1.582256e+00
3.002952277560585e-01	5.000000e+00	5.094455e+00	3.396244e+00	1.698122e+00	1.729577e+00	1.407585e-12	-1.698122e+00	1.698122e+00	-1.698122e+00	-1.698122e+00	-1.698122e+00
3.014112991846299e-01	5.000000e+00	5.441071e+00	3.627104e+00	1.813552e+00	1.960437e+00	1.569995e-12	-1.813552e+00	1.813552e+00	-1.813552e+00	-1.813552e+00	-1.813552e+00
3.025273706132014e-01	5.000000e+00	5.786377e+00	3.857091e+00	1.928545e+00	2.190424e+00	1.692699e-12	-1.928545e+00	1.928545e+00	-1.928545e+00	-1.928545e+00	-1.928545e+00
3.036434420417728e-01	5.000000e+00	6.130372e+00	4.086206e+00	2.043103e+00	2.419539e+00	1.775697e-12	-2.043103e+00	2.043103e+00	-2.043103e+00	-2.043103e+00	-2.043103e+00
3.047595134703442e-01	5.000000e+00	6.473058e+00	4.314448e+00	2.157224e+00	2.647781e+00	1.818989e-12	-2.157224e+00	2.157224e+00	-2.157224e+00	-2.157224e+00	-2.157224e+00
3.076892009703442e-01	5.000000e+00	7.322752e+00	4.880377e+00	2.440189e+00	3.213711e+00	2.273737e-12	-2.440189e+00	2.440189e+00	-2.440189e+00	-2.440189e+00	-2.440189e+00
3.106188884703442e-01	5.000000e+00	8.093962e+00	5.394033e+00	2.697017e+00	3.727367e+00	3.637979e-12	-2.697017e+00	2.697017e+00	-2.697017e+00	-2.697017e+00	-2.697017e+00
3.135485759703442e-01	5.000000e+00	8.760630e+00	5.838061e+00	2.919030e+00	4.171394e+00	3.637979e-12	-2.919030e+00	2.919030e+00	-2.919030e+00	-2.919030e+00	-2.919030e+00
3.164782634703442e-01	5.000000e+00	9.300230e+00	6.197456e+00	3.098728e+00	4.530789e+00	4.092726e-12	-3.098728e+00	3.098728e+00	-3.098728e+00	-3.098728e+00	-3.098728e+00
3.194079509703442e-01	5.000000e+00	9.694530e+00	6.460075e+00	3.230037e+00	4.793408e+00	3.183231e-12	-3.230037e+00	3.230037e+00	-3.230037e+00	-3.230037e+00	-3.230037e+00
3.223376384703442e-01	5.000000e+00	9.930205e+00	6.617044e+00	3.308522e+00	4.950377e+00	3.183231e-12	-3.308522e+00	3.308522e+00	-3.308522e+00	-3.308522e+00	-3.308522e+00
3.242907634703442e-01	5.000000e+00	9.995036e+00	6.660224e+00	3.330112e+00	4.993557e+00	3.183231e-12	-3.330112e+00	3.330112e+00	-3.330112e+00	-3.330112e+00	-3.330112e+00
3.262438884703442e-01	5.000000e+00	9.984737e+00	6.653364e+00	3.326682e+00	4.986698e+00	4.092726e-12	-3.326682e+00	3.326682e+00	-3.326682e+00	-3.326682e+00	-3.326682e+00
3.291735759703442e-01	5.000000e+00	9.829067e+00	6.549682e+00	3.274841e+00	4.883015e+00	3.183231e-12	-3.274841e+00	3.274841e+00	-3.274841e+00	-3.274841e+00	-3.274841e+00
3.321032634703442e-01	5.000000e+00	9.510227e+00	6.337322e+00	3.168661e+00	4.670656e+00	4.092726e-12	-3.168661e+00	3.168661e+00	-3.168661e+00	-3.168661e+00	-3.168661e+00
3.350329509703442e-01	5.000000e+00	9.038992e+00	6.023461e+00	3.011730e+00	4.356794e+00	3.183231e-12	-3.011730e+00	3.011730e+00	-3.011730e+00	-3.011730e+00	-3.011730e+00
3.379626384703442e-01	5.000000e+00	8.431282e+00	5.618702e+00	2.809351e+00	3.952036e+00	3.637979e-12	-2.809351e+00	2.809351e+00	-2.809351e+00	-2.809351e+00	-2.809351e+00
3.408923259703442e-01	5.000000e+00	7.707633e+00	5.136724e+00	2.568362e+00	3.470057e+00	3.183231e-12	-2.568362e+00	2.568362e+00	-2.568362e+00	-2.568362e+00	-2.568362e+00
3.438220134703442e-01	5.000000e+00	6.892496e+00	4.593810e+00	2.296905e+00	2.927144e+00	1.818989e-12	-2.296905e+00	2.296905e+00	-2.296905e+00	-2.296905e+00	-2.296905e+00
3.467517009703442e-01	5.000000e+00	6.013413e+00	4.008307e+00	2.004153e+00	2.341640e+00	1.818989e-12	-2.004153e+00	2.004153e+00	-2.004153e+00	-2.004153e+00	-2.004153e+00
3.535876384703442e-01	5.000000e+00	3.882431e+00	2.588988e+00	1.294494e+00	9.223218e-01	6.821210e-13	-1.294494e+00	1.294494e+00	-1.294494e+00	-1.294494e+00	-1.294494e+00
3.555407634703442e-01	5.000000e+00	3.294267e+00	2.197248e+00	1.098624e+00	5.305812e-01	0.000000e+00	-1.098624e+00	1.098624e+00	-1.098624e+00	-1.098624e+00	-1.098624e+00
3.565173259703442e-01	5.000000e+00	3.009266e+00	2.007426e+00	1.003713e+00	3.407596e-01	0.000000e+00	-1.003713e+00	1.003713e+00	-1.003713e+00	-1.003713e+00	-1.003713e+00
3.574938884703442e-01	5.000000e+00	2.731758e+00	1.822595e+00	9.112976e-01	1.559285e-01	-1.136868e-13	-9.112976e-01	9.112976e-01	-9.112976e-01	-9.112976e-01	-9.112976e-01
3.584704509703442e-01	5.000000e+00	2.462788e+00	1.643450e+00	8.217250e-01	-2.321665e-02	-3.410605e-13	-8.217250e-01	8.217250e-01	-8.217250e-01	-8.217250e-01	-8.217250e-01
3.594470134703442e-01	5.000000e+00	2.203367e+00	1.470665e+00	7.353326e-01	-1.960014e-01	-4.547474e-13	-7.353326e-01	7.353326e-01	-7.353326e-01	-7.353326e-01	-7.353326e-01
3.604235759703442e-01	5.000000e+00	1.954471e+00	1.304891e+00	6.524456e-01	-3.617755e-01	-5.684342e-13	-6.524456e-01	6.524456e-01	-6.524456e-01	-6.524456e-01	-6.524456e-01
3.614001384703442e-01	5.000000e+00	1.717038e+00	1.146752e+00	5.733758e-01	-5.199150e-01	-7.958079e-13	-5.733758e-01	5.733758e-01	-5.733758e-01	-5.733758e-01	-5.733758e-01
3.623767009703442e-01	5.000000e+00	1.491962e+00	9.968420e-01	4.984210e-01	-6.698247e-01	-9.094947e-13	-4.984210e-01	4.984210e-01	-4.984210e-01	-4.984210e-01	-4.984210e-01
3.633532634703442e-01	5.000000e+00	1.280089e+00	8.557262e-01	4.278631e-01	-8.109404e-01	-9.094947e-13	-4.278631e-01	4.278631e-01	-4.278631e-01	-4.278631e-01	-4.278631e-01
3.643298259703442e-01	5.000000e+00	1.082217e+00	7.239358e-01	3.619679e-01	-9.427309e-01	-1.136868e-12	-3.619679e-01	3.619679e-01	-3.619679e-01	-3.619679e-01	-3.619679e-01
3.653063884703442e-01	5.000000e+00	8.990909e-01	6.019664e-01	3.009832e-01	-1.064700e+00	-1.477929e-12	-3.009832e-01	3.009832e-01	-3.009832e-01	-3.009832e-01	-3.009832e-01
3.662829509703442e-01	5.000000e+00	7.313995e-01	4.902773e-01	2.451387e-01	-1.176389e+00	-1.591616e-12	-2.451387e-01	2.451387e-01	-2.451387e-01	-2.451387e-01	-2.451387e-01
3.672595134703442e-01	5.000000e+00	5.797741e-01	3.892889e-01	1.946444e-01	-1.277378e+00	-1.705303e-12	-1.946444e-01	1.946444e-01	-1.946444e-01	-1.946444e-01	-1.946444e-01
3.682360759703442e-01	5.000000e+00	4.447855e-01	2.993811e-01	1.496906e-01	-1.367285e+00	-1.818989e-12	-1.496906e-01	1.496906e-01	-1.496906e-01	-1.496906e-01	-1.496906e-01
3.692126384703442e-01	5.000000e+00	3.269416e-01	2.208925e-01	1.104462e-01	-1.445774e+00	-1.818989e-12	-1.104462e-01	1.104462e-01	-1.104462e-01	-1.104462e-01	-1.104462e-01
3.701892009703442e-01	5.000000e+00	2.266861e-01	1.541184e-01	7.705918e-02	-1.512548e+00	-1.818989e-12	-7.705918e-02	7.705918e-02	-7.705918e-02	-7.705918e-02	-7.705918e-02
3.711657634703442e-01	5.000000e+00	1.443963e-01	9.931009e-02	4.965505e-02	-1.567357e+00	-1.818989e-12	-4.965505e-02	4.965505e-02	-4.965505e-02	-4.965505e-02	-4.965505e-02
3.721423259703442e-01	5.000000e+00	8.038186e-02	5.667396e-02	2.833698e-02	-1.609993e+00	-1.818989e-12	-2.833698e-02	2.833698e-02	-2.833698e-02	-2.833698e-02	-2.833698e-02
3.731188884703442e-01	5.000000e+00	3.488375e-02	2.637043e-02	1.318522e-02	-1.640296e+00	-1.818989e-12	-1.318522e-02	1.318522e-02	-1.318522e-02	-1.318522e-02	-1.318522e-02
3.740954509703442e-01	5.000000e+00	8.073225e-03	8.513564e-03	4.256782e-03	-1.658153e+00	-1.818989e-12	-4.256782e-03	4.256782e-03	-4.256782e-03	-4.256782e-03	-4.256782e-03
3.750720134703442e-01	5.000000e+00	5.118309e-05	3.170568e-03	1.585284e-03	-1.663496e+00	-1.818989e-12	-1.585284e-03	1.585284e-03	-1.585284e-03	-1.585284e-03	-1.585284e-03
3.760485759703442e-01	5.000000e+00	1.084782e-02	1.036155e-02	5.180777e-03	-1.656305e+00	-1.818989e-12	-5.180777e-03	5.180777e-03	-5.180777e-03	-5.180777e-03	-5.180777e-03
3.770251384703442e-01	5.000000e+00	4.042250e-02	3.005945e-02	1.502973e-02	-1.636607e+00	-1.818989e-12	-1.502973e-02	1.502973e-02	-1.502973e-02	-1.502973e-02	-1.502973e-02
3.780017009703442e-01	5.000000e+00	8.866391e-02	6.219013e-02	3.109507e-02	-1.604477e+00	-1.818989e-12	-3.109507e-02	3.109507e-02	-3.109507e-02	-3.109507e-02	-3.109507e-02
3.789782634703442e-01	5.000000e+00	1.553905e-01	1.066326e-01	5.331632e-02	-1.560034e+00	-1.705303e-12	-5.331632e-02	5.331632e-02	-5.331632e-02	-5.331632e-02	-5.331632e-02
3.799548259703442e-01	5.000000e+00	2.403511e-01	1.632197e-01	8.160987e-02	-1.503447e+00	-1.477929e-12	-8.160987e-02	8.160987e-02	-8.160987e-02	-8.160987e-02	-8.160987e-02
3.809313884703442e-01	5.000000e+00	3.432259e-01	2.317384e-01	1.158692e-01	-1.434928e+00	-1.477929e-12	-1.158692e-01	1.158692e-01	-1.158692e-01	-1.158692e-01	-1.158692e-01
3.819079509703442e-01	5.000000e+00	4.636278e-01	3.119308e-01	1.559654e-01	-1.354736e+00	-1.591616e-12	-1.559654e-01	1.559654e-01	-1.559654e-01	-1.559654e-01	-1.559654e-01
3.828845134703442e-01	5.000000e+00	6.011035e-01	4.034951e-01	2.017475e-01	-1.263172e+00	-1.477929e-12	-2.017475e-01	2.017475e-01	-2.017475e-01	-2.017475e-01	-2.017475e-01
3.838610759703442e-01	5.000000e+00	7.551357e-01	5.060866e-01	2.530433e-01	-1.160580e+00	-1.477929e-12	-2.530433e-01	2.530433e-01	-2.530433e-01	-2.530433e-01	-2.530433e-01
3.848376384703442e-01	5.000000e+00	9.251447e-01	6.193193e-01	3.096596e-01	-1.047347e+00	-1.477929e-12	-3.096596e-01	3.096596e-01	-3.096596e-01	-3.096596e-01	-3.096596e-01
3.858142009703442e-01	5.000000e+00	1.110490e+00	7.427668e-01	3.713834e-01	-9.238999e-01	-1.136868e-12	-3.713834e-01	3.713834e-01	-3.713834e-01	-3.713834e-01	-3.713834e-01
3.867907634703442e-01	5.000000e+00	1.310475e+00	8.759647e-01	4.379824e-01	-7.907020e-01	-9.094947e-13	-4.379824e-01	4.379824e-01	-4.379824e-01	-4.379824e-01	-4.379824e-01
3.877673259703442e-01	5.000000e+00	1.524347e+00	1.018412e+00	5.092058e-01	-6.482551e-01	-9.094947e-13	-5.092058e-01	5.092058e-01	-5.092058e-01	-5.092058e-01	-5.092058e-01
3.887438884703442e-01	5.000000e+00	1.751300e+00	1.169571e+00	5.847856e-01	-4.970954e-01	-7.958079e-13	-5.847856e-01	5.847856e-01	-5.847856e-01	-5.847856e-01	-5.847856e-01
3.897204509703442e-01	5.000000e+00	1.990481e+00	1.328875e+00	6.644374e-01	-3.377918e-01	-5.684342e-13	-6.644374e-01	6.644374e-01	-6.644374e-01	-6.644374e-01	-6.644374e-01
3.906970134703442e-01	5.000000e+00	2.240988e+00	1.495723e+00	7.478614e-01	-1.709439e-01	-4.547474e-13	-7.478614e-01	7.478614e-01	-7.478614e-01	-7.478614e-01	-7.478614e-01
3.916735759703442e-01	5.000000e+00	2.501880e+00	1.669487e+00	8.347436e-01	2.820428e-03	-3.410605e-13	-8.347436e-01	8.347436e-01	-8.347436e-01	-8.347436e-01	-8.347436e-01
3.926501384703442e-01	5.000000e+00	2.772174e+00	1.849514e+00	9.247569e-01	1.828471e-01	-1.136868e-13	-9.247569e-01	9.247569e-01	-9.247569e-01	-9.247569e-01	-9.247569e-01
