time	V(n003)	V(n001)	V(n002)	V(n005)	V(n004)	I(C1)	I(R3)	I(R2)	I(R1)	I(V2)	I(V1)
3.936267009703442e-01	5.000000e+00	3.050854e+00	2.035125e+00	1.017563e+00	3.684585e-01	0.000000e+00	-1.017563e+00	1.017563e+00	-1.017563e+00	-1.017563e+00	-1.017563e+00
3.946032634703442e-01	5.000000e+00	3.336869e+00	2.225623e+00	1.112811e+00	5.589560e-01	0.000000e+00	-1.112811e+00	1.112811e+00	-1.112811e+00	-1.112811e+00	-1.112811e+00
3.965563884703442e-01	5.000000e+00	3.926579e+00	2.618392e+00	1.309196e+00	9.517260e-01	6.821210e-13	-1.309196e+00	1.309196e+00	-1.309196e+00	-1.309196e+00	-1.309196e+00
4.043688884703442e-01	5.000000e+00	6.355354e+00	4.236053e+00	2.118026e+00	2.569386e+00	1.818989e-12	-2.118026e+00	2.118026e+00	-2.118026e+00	-2.118026e+00	-2.118026e+00
4.072985759703442e-01	5.000000e+00	7.213390e+00	4.807538e+00	2.403769e+00	3.140872e+00	1.818989e-12	-2.403769e+00	2.403769e+00	-2.403769e+00	-2.403769e+00	-2.403769e+00
4.102282634703442e-01	5.000000e+00	7.996637e+00	5.329212e+00	2.664606e+00	3.662545e+00	3.637979e-12	-2.664606e+00	2.664606e+00	-2.664606e+00	-2.664606e+00	-2.664606e+00
4.131579509703442e-01	5.000000e+00	8.678632e+00	5.783447e+00	2.891723e+00	4.116780e+00	4.092726e-12	-2.891723e+00	2.891723e+00	-2.891723e+00	-2.891723e+00	-2.891723e+00
4.160876384703442e-01	5.000000e+00	9.236328e+00	6.154895e+00	3.077447e+00	4.488228e+00	3.637979e-12	-3.077447e+00	3.077447e+00	-3.077447e+00	-3.077447e+00	-3.077447e+00
4.190173259703442e-01	5.000000e+00	9.650884e+00	6.431005e+00	3.215503e+00	4.764338e+00	3.183231e-12	-3.215503e+00	3.215503e+00	-3.215503e+00	-3.215503e+00	-3.215503e+00
4.219470134703442e-01	5.000000e+00	9.908290e+00	6.602448e+00	3.301224e+00	4.935781e+00	3.637979e-12	-3.301224e+00	3.301224e+00	-3.301224e+00	-3.301224e+00	-3.301224e+00
4.239001384703442e-01	5.000000e+00	9.988066e+00	6.655581e+00	3.327791e+00	4.988914e+00	3.637979e-12	-3.327791e+00	3.327791e+00	-3.327791e+00	-3.327791e+00	-3.327791e+00
4.258532634703442e-01	5.000000e+00	9.992816e+00	6.658745e+00	3.329373e+00	4.992079e+00	4.092726e-12	-3.329373e+00	3.329373e+00	-3.329373e+00	-3.329373e+00	-3.329373e+00
4.278063884703442e-01	5.000000e+00	9.922470e+00	6.611892e+00	3.305946e+00	4.945226e+00	4.092726e-12	-3.305946e+00	3.305946e+00	-3.305946e+00	-3.305946e+00	-3.305946e+00
4.307360759703442e-01	5.000000e+00	9.678764e+00	6.449575e+00	3.224787e+00	4.782908e+00	3.183231e-12	-3.224787e+00	3.224787e+00	-3.224787e+00	-3.224787e+00	-3.224787e+00
4.336657634703442e-01	5.000000e+00	9.276968e+00	6.181963e+00	3.090981e+00	4.515296e+00	3.637979e-12	-3.090981e+00	3.090981e+00	-3.090981e+00	-3.090981e+00	-3.090981e+00
4.365954509703442e-01	5.000000e+00	8.730658e+00	5.818098e+00	2.909049e+00	4.151431e+00	4.092726e-12	-2.909049e+00	2.909049e+00	-2.909049e+00	-2.909049e+00	-2.909049e+00
4.395251384703442e-01	5.000000e+00	8.058291e+00	5.370275e+00	2.685138e+00	3.703609e+00	3.637979e-12	-2.685138e+00	2.685138e+00	-2.685138e+00	-2.685138e+00	-2.685138e+00
4.424548259703442e-01	5.000000e+00	7.282588e+00	4.853627e+00	2.426813e+00	3.186960e+00	2.273737e-12	-2.426813e+00	2.426813e+00	-2.426813e+00	-2.426813e+00	-2.426813e+00
4.453845134703442e-01	5.000000e+00	6.429759e+00	4.285609e+00	2.142805e+00	2.618942e+00	1.818989e-12	-2.142805e+00	2.142805e+00	-2.142805e+00	-2.142805e+00	-2.142805e+00
4.465005848989157e-01	5.000000e+00	6.086256e+00	4.056823e+00	2.028411e+00	2.390156e+00	1.674529e-12	-2.028411e+00	2.028411e+00	-2.028411e+00	-2.028411e+00	-2.028411e+00
4.476166563274871e-01	5.000000e+00	5.741665e+00	3.827311e+00	1.913655e+00	2.160644e+00	1.524085e-12	-1.913655e+00	1.913655e+00	-1.913655e+00	-1.913655e+00	-1.913655e+00
4.487327277560585e-01	5.000000e+00	5.395984e+00	3.597074e+00	1.798537e+00	1.930407e+00	1.367659e-12	-1.798537e+00	1.798537e+00	-1.798537e+00	-1.798537e+00	-1.798537e+00
4.498487991846299e-01	5.000000e+00	5.049214e+00	3.366111e+00	1.683056e+00	1.699445e+00	1.205249e-12	-1.683056e+00	1.683056e+00	-1.683056e+00	-1.683056e+00	-1.683056e+00
4.509648706132014e-01	5.000000e+00	4.701355e+00	3.134424e+00	1.567212e+00	1.467757e+00	1.036856e-12	-1.567212e+00	1.567212e+00	-1.567212e+00	-1.567212e+00	-1.567212e+00
4.520809420417728e-01	5.000000e+00	4.352407e+00	2.902011e+00	1.451005e+00	1.235344e+00	8.624800e-13	-1.451005e+00	1.451005e+00	-1.451005e+00	-1.451005e+00	-1.451005e+00
4.531970134703442e-01	5.000000e+00	4.002369e+00	2.668872e+00	1.334436e+00	1.002205e+00	6.821210e-13	-1.334436e+00	1.334436e+00	-1.334436e+00	-1.334436e+00	-1.334436e+00
4.551501384703442e-01	5.000000e+00	3.410125e+00	2.274414e+00	1.137207e+00	6.077477e-01	0.000000e+00	-1.137207e+00	1.137207e+00	-1.137207e+00	-1.137207e+00	-1.137207e+00
4.561267009703442e-01	5.000000e+00	3.122427e+00	2.082796e+00	1.041398e+00	4.161290e-01	0.000000e+00	-1.041398e+00	1.041398e+00	-1.041398e+00	-1.041398e+00	-1.041398e+00
4.571032634703442e-01	5.000000e+00	2.841795e+00	1.895884e+00	9.479419e-01	2.292171e-01	-1.136868e-13	-9.479419e-01	9.479419e-01	-9.479419e-01	-9.479419e-01	-9.479419e-01
4.580798259703442e-01	5.000000e+00	2.569286e+00	1.714382e+00	8.571910e-01	4.771540e-02	-3.410605e-13	-8.571910e-01	8.571910e-01	-8.571910e-01	-8.571910e-01	-8.571910e-01
4.590563884703442e-01	5.000000e+00	2.305926e+00	1.538974e+00	7.694869e-01	-1.276929e-01	-4.547474e-13	-7.694869e-01	7.694869e-01	-7.694869e-01	-7.694869e-01	-7.694869e-01
4.600329509703442e-01	5.000000e+00	2.052705e+00	1.370319e+00	6.851595e-01	-2.963477e-01	-5.684342e-13	-6.851595e-01	6.851595e-01	-6.851595e-01	-6.851595e-01	-6.851595e-01
4.610095134703442e-01	5.000000e+00	1.810578e+00	1.209053e+00	6.045263e-01	-4.576141e-01	-7.958079e-13	-6.045263e-01	6.045263e-01	-6.045263e-01	-6.045263e-01	-6.045263e-01
4.619860759703442e-01	5.000000e+00	1.580455e+00	1.055781e+00	5.278907e-01	-6.108853e-01	-9.094947e-13	-5.278907e-01	5.278907e-01	-5.278907e-01	-5.278907e-01	-5.278907e-01
4.629626384703442e-01	5.000000e+00	1.363202e+00	9.110825e-01	4.555413e-01	-7.555841e-01	-9.094947e-13	-4.555413e-01	4.555413e-01	-4.555413e-01	-4.555413e-01	-4.555413e-01
4.639392009703442e-01	5.000000e+00	1.159637e+00	7.755004e-01	3.877502e-01	-8.911663e-01	-1.023182e-12	-3.877502e-01	3.877502e-01	-3.877502e-01	-3.877502e-01	-3.877502e-01
4.649157634703442e-01	5.000000e+00	9.705266e-01	6.495454e-01	3.247727e-01	-1.017121e+00	-1.364242e-12	-3.247727e-01	3.247727e-01	-3.247727e-01	-3.247727e-01	-3.247727e-01
4.658923259703442e-01	5.000000e+00	7.965822e-01	5.336916e-01	2.668458e-01	-1.132975e+00	-1.705303e-12	-2.668458e-01	2.668458e-01	-2.668458e-01	-2.668458e-01	-2.668458e-01
4.668688884703442e-01	5.000000e+00	6.384584e-01	4.283749e-01	2.141875e-01	-1.238292e+00	-1.818989e-12	-2.141875e-01	2.141875e-01	-2.141875e-01	-2.141875e-01	-2.141875e-01
4.678454509703442e-01	5.000000e+00	4.967506e-01	3.339919e-01	1.669960e-01	-1.332675e+00	-1.705303e-12	-1.669960e-01	1.669960e-01	-1.669960e-01	-1.669960e-01	-1.669960e-01
4.688220134703442e-01	5.000000e+00	3.719919e-01	2.508978e-01	1.254489e-01	-1.415769e+00	-1.591616e-12	-1.254489e-01	1.254489e-01	-1.254489e-01	-1.254489e-01	-1.254489e-01
4.697985759703442e-01	5.000000e+00	2.646521e-01	1.794052e-01	8.970259e-02	-1.487262e+00	-1.705303e-12	-8.970259e-02	8.970259e-02	-8.970259e-02	-8.970259e-02	-8.970259e-02
4.707751384703442e-01	5.000000e+00	1.751350e-01	1.197833e-01	5.989164e-02	-1.546883e+00	-1.818989e-12	-5.989164e-02	5.989164e-02	-5.989164e-02	-5.989164e-02	-5.989164e-02
4.717517009703442e-01	5.000000e+00	1.037776e-01	7.225645e-02	3.612823e-02	-1.594410e+00	-1.818989e-12	-3.612823e-02	3.612823e-02	-3.612823e-02	-3.612823e-02	-3.612823e-02
4.727282634703442e-01	5.000000e+00	5.084851e-02	3.700358e-02	1.850179e-02	-1.629663e+00	-1.818989e-12	-1.850179e-02	1.850179e-02	-1.850179e-02	-1.850179e-02	-1.850179e-02
4.737048259703442e-01	5.000000e+00	1.654689e-02	1.415736e-02	7.078678e-03	-1.652509e+00	-1.818989e-12	-7.078678e-03	7.078678e-03	-7.078678e-03	-7.078678e-03	-7.078678e-03
4.746813884703442e-01	5.000000e+00	1.001863e-03	3.803758e-03	1.901879e-03	-1.662863e+00	-1.818989e-12	-1.901879e-03	1.901879e-03	-1.901879e-03	-1.901879e-03	-1.901879e-03
4.756579509703442e-01	5.000000e+00	4.271938e-03	5.981757e-03	2.990879e-03	-1.660685e+00	-1.818989e-12	-2.990879e-03	2.990879e-03	-2.990879e-03	-2.990879e-03	-2.990879e-03
4.766345134703442e-01	5.000000e+00	2.634481e-02	2.068316e-02	1.034158e-02	-1.645983e+00	-1.818989e-12	-1.034158e-02	1.034158e-02	-1.034158e-02	-1.034158e-02	-1.034158e-02
4.776110759703442e-01	5.000000e+00	6.713739e-02	4.785262e-02	2.392631e-02	-1.618814e+00	-1.818989e-12	-2.392631e-02	2.392631e-02	-2.392631e-02	-2.392631e-02	-2.392631e-02
4.785876384703442e-01	5.000000e+00	1.264962e-01	8.738790e-02	4.369395e-02	-1.579279e+00	-1.818989e-12	-4.369395e-02	4.369395e-02	-4.369395e-02	-4.369395e-02	-4.369395e-02
4.795642009703442e-01	5.000000e+00	2.041977e-01	1.391402e-01	6.957009e-02	-1.527526e+00	-1.818989e-12	-6.957009e-02	6.957009e-02	-6.957009e-02	-6.957009e-02	-6.957009e-02
4.805407634703442e-01	5.000000e+00	2.999495e-01	2.029147e-01	1.014573e-01	-1.463752e+00	-1.705303e-12	-1.014573e-01	1.014573e-01	-1.014573e-01	-1.014573e-01	-1.014573e-01
4.815173259703442e-01	5.000000e+00	4.133913e-01	2.784714e-01	1.392357e-01	-1.388195e+00	-1.591616e-12	-1.392357e-01	1.392357e-01	-1.392357e-01	-1.392357e-01	-1.392357e-01
4.824938884703442e-01	5.000000e+00	5.440961e-01	3.655259e-01	1.827629e-01	-1.301141e+00	-1.591616e-12	-1.827629e-01	1.827629e-01	-1.827629e-01	-1.827629e-01	-1.827629e-01
4.834704509703442e-01	5.000000e+00	6.915718e-01	4.637505e-01	2.318753e-01	-1.202916e+00	-1.477929e-12	-2.318753e-01	2.318753e-01	-2.318753e-01	-2.318753e-01	-2.318753e-01
4.844470134703442e-01	5.000000e+00	8.552635e-01	5.727757e-01	2.863878e-01	-1.093891e+00	-1.250555e-12	-2.863878e-01	2.863878e-01	-2.863878e-01	-2.863878e-01	-2.863878e-01
4.854235759703442e-01	5.000000e+00	1.034555e+00	6.921909e-01	3.460954e-01	-9.744757e-01	-1.023182e-12	-3.460954e-01	3.460954e-01	-3.460954e-01	-3.460954e-01	-3.460954e-01
4.864001384703442e-01	5.000000e+00	1.228772e+00	8.215468e-01	4.107734e-01	-8.451199e-01	-9.094947e-13	-4.107734e-01	4.107734e-01	-4.107734e-01	-4.107734e-01	-4.107734e-01
4.873767009703442e-01	5.000000e+00	1.437182e+00	9.603565e-01	4.801782e-01	-7.063102e-01	-9.094947e-13	-4.801782e-01	4.801782e-01	-4.801782e-01	-4.801782e-01	-4.801782e-01
4.883532634703442e-01	5.000000e+00	1.659003e+00	1.108098e+00	5.540488e-01	-5.585691e-01	-7.958079e-13	-5.540488e-01	5.540488e-01	-5.540488e-01	-5.540488e-01	-5.540488e-01
4.893298259703442e-01	5.000000e+00	1.893398e+00	1.264214e+00	6.321069e-01	-4.024528e-01	-5.684342e-13	-6.321069e-01	6.321069e-01	-6.321069e-01	-6.321069e-01	-6.321069e-01
4.903063884703442e-01	5.000000e+00	2.139485e+00	1.428118e+00	7.140589e-01	-2.385488e-01	-4.547474e-13	-7.140589e-01	7.140589e-01	-7.140589e-01	-7.140589e-01	-7.140589e-01
4.912829509703442e-01	5.000000e+00	2.396339e+00	1.599193e+00	7.995964e-01	-6.747395e-02	-3.410605e-13	-7.995964e-01	7.995964e-01	-7.995964e-01	-7.995964e-01	-7.995964e-01
4.922595134703442e-01	5.000000e+00	2.662993e+00	1.776794e+00	8.883972e-01	1.101278e-01	-1.136868e-13	-8.883972e-01	8.883972e-01	-8.883972e-01	-8.883972e-01	-8.883972e-01
4.932360759703442e-01	5.000000e+00	2.938442e+00	1.960255e+00	9.801273e-01	2.935880e-01	0.000000e+00	-9.801273e-01	9.801273e-01	-9.801273e-01	-9.801273e-01	-9.801273e-01
4.942126384703442e-01	5.000000e+00	3.221651e+00	2.148883e+00	1.074441e+00	4.822162e-01	0.000000e+00	-1.074441e+00	1.074441e+00	-1.074441e+00	-1.074441e+00	-1.074441e+00
4.951892009703442e-01	5.000000e+00	3.511553e+00	2.341969e+00	1.170985e+00	6.753023e-01	2.273737e-13	-1.170985e+00	1.170985e+00	-1.170985e+00	-1.170985e+00	-1.170985e+00
4.971423259703442e-01	5.000000e+00	4.107051e+00	2.738594e+00	1.369297e+00	1.071928e+00	9.094947e-13	-1.369297e+00	1.369297e+00	-1.369297e+00	-1.369297e+00	-1.369297e+00
4.982583973989157e-01	5.000000e+00	4.458241e+00	2.972501e+00	1.486250e+00	1.305834e+00	1.090007e-12	-1.486250e+00	1.486250e+00	-1.486250e+00	-1.486250e+00	-1.486250e+00
4.993744688274871e-01	5.000000e+00	4.807822e+00	3.205335e+00	1.602667e+00	1.538668e+00	1.253657e-12	-1.602667e+00	1.602667e+00	-1.602667e+00	-1.602667e+00	-1.602667e+00
5.004905402560585e-01	5.000000e+00	5.155793e+00	3.437097e+00	1.718549e+00	1.770431e+00	1.400446e-12	-1.718549e+00	1.718549e+00	-1.718549e+00	-1.718549e+00	-1.718549e+00
5.016066116846299e-01	5.000000e+00	5.502154e+00	3.667788e+00	1.833894e+00	2.001121e+00	1.530374e-12	-1.833894e+00	1.833894e+00	-1.833894e+00	-1.833894e+00	-1.833894e+00
5.027226831132013e-01	5.000000e+00	5.846906e+00	3.897406e+00	1.948703e+00	2.230739e+00	1.643441e-12	-1.948703e+00	1.948703e+00	-1.948703e+00	-1.948703e+00	-1.948703e+00
5.038387545417728e-01	5.000000e+00	6.190048e+00	4.125953e+00	2.062976e+00	2.459286e+00	1.739646e-12	-2.062976e+00	2.062976e+00	-2.062976e+00	-2.062976e+00	-2.062976e+00
5.049548259703442e-01	5.000000e+00	6.531581e+00	4.353427e+00	2.176713e+00	2.686760e+00	1.818989e-12	-2.176713e+00	2.176713e+00	-2.176713e+00	-2.176713e+00	-2.176713e+00
5.078845134703442e-01	5.000000e+00	7.376912e+00	4.916450e+00	2.458225e+00	3.249784e+00	2.273737e-12	-2.458225e+00	2.458225e+00	-2.458225e+00	-2.458225e+00	-2.458225e+00
5.108142009703442e-01	5.000000e+00	8.141929e+00	5.425982e+00	2.712991e+00	3.759315e+00	3.637979e-12	-2.712991e+00	2.712991e+00	-2.712991e+00	-2.712991e+00	-2.712991e+00
5.137438884703442e-01	5.000000e+00	8.800782e+00	5.864804e+00	2.932402e+00	4.198138e+00	3.183231e-12	-2.932402e+00	2.932402e+00	-2.932402e+00	-2.932402e+00	-2.932402e+00
5.166735759703442e-01	5.000000e+00	9.331212e+00	6.218091e+00	3.109046e+00	4.551424e+00	4.092726e-12	-3.109046e+00	3.109046e+00	-3.109046e+00	-3.109046e+00	-3.109046e+00
5.196032634703442e-01	5.000000e+00	9.715294e+00	6.473905e+00	3.236952e+00	4.807238e+00	4.092726e-12	-3.236952e+00	3.236952e+00	-3.236952e+00	-3.236952e+00	-3.236952e+00
5.225329509703442e-01	5.000000e+00	9.940050e+00	6.623601e+00	3.311801e+00	4.956935e+00	3.637979e-12	-3.311801e+00	3.311801e+00	-3.311801e+00	-3.311801e+00	-3.311801e+00
5.244860759703442e-01	5.000000e+00	9.997394e+00	6.661794e+00	3.330897e+00	4.995128e+00	3.637979e-12	-3.330897e+00	3.330897e+00	-3.330897e+00	-3.330897e+00	-3.330897e+00
5.264392009703442e-01	5.000000e+00	9.979571e+00	6.649924e+00	3.324962e+00	4.983257e+00	3.637979e-12	-3.324962e+00	3.324962e+00	-3.324962e+00	-3.324962e+00	-3.324962e+00
5.293688884703442e-01	5.000000e+00	9.812797e+00	6.538846e+00	3.269423e+00	4.872179e+00	4.092726e-12	-3.269423e+00	3.269423e+00	-3.269423e+00	-3.269423e+00	-3.269423e+00
5.322985759703442e-01	5.000000e+00	9.483403e+00	6.319457e+00	3.159728e+00	4.652790e+00	3.637979e-12	-3.159728e+00	3.159728e+00	-3.159728e+00	-3.159728e+00	-3.159728e+00
5.352282634703442e-01	5.000000e+00	9.002520e+00	5.999169e+00	2.999584e+00	4.332502e+00	4.092726e-12	-2.999584e+00	2.999584e+00	-2.999584e+00	-2.999584e+00	-2.999584e+00
5.381579509703442e-01	5.000000e+00	8.386395e+00	5.588806e+00	2.794403e+00	3.922139e+00	3.410605e-12	-2.794403e+00	2.794403e+00	-2.794403e+00	-2.794403e+00	-2.794403e+00
5.410876384703442e-01	5.000000e+00	7.655847e+00	5.102232e+00	2.551116e+00	3.435565e+00	3.183231e-12	-2.551116e+00	2.551116e+00	-2.551116e+00	-2.551116e+00	-2.551116e+00
5.440173259703442e-01	5.000000e+00	6.835561e+00	4.555889e+00	2.277945e+00	2.889222e+00	1.818989e-12	-2.277945e+00	2.277945e+00	-2.277945e+00	-2.277945e+00	-2.277945e+00
5.469470134703442e-01	5.000000e+00	5.953253e+00	3.968237e+00	1.984119e+00	2.301570e+00	1.818989e-12	-1.984119e+00	1.984119e+00	-1.984119e+00	-1.984119e+00	-1.984119e+00
5.479235759703442e-01	5.000000e+00	5.647600e+00	3.764661e+00	1.882330e+00	2.097994e+00	1.612729e-12	-1.882330e+00	1.882330e+00	-1.882330e+00	-1.882330e+00	-1.882330e+00
5.489001384703442e-01	5.000000e+00	5.342377e+00	3.561370e+00	1.780685e+00	1.894703e+00	1.421085e-12	-1.780685e+00	1.780685e+00	-1.780685e+00	-1.780685e+00	-1.780685e+00
5.498767009703442e-01	5.000000e+00	5.037584e+00	3.358366e+00	1.679183e+00	1.691699e+00	1.244059e-12	-1.679183e+00	1.679183e+00	-1.679183e+00	-1.679183e+00	-1.679183e+00
5.508532634703442e-01	5.000000e+00	4.733221e+00	3.155648e+00	1.577824e+00	1.488981e+00	1.081649e-12	-1.577824e+00	1.577824e+00	-1.577824e+00	-1.577824e+00	-1.577824e+00
5.518298259703442e-01	5.000000e+00	4.429287e+00	2.953216e+00	1.476608e+00	1.286550e+00	9.338561e-13	-1.476608e+00	1.476608e+00	-1.476608e+00	-1.476608e+00	-1.476608e+00
5.528063884703442e-01	5.000000e+00	4.125784e+00	2.751071e+00	1.375536e+00	1.084404e+00	8.006801e-13	-1.375536e+00	1.375536e+00	-1.375536e+00	-1.375536e+00	-1.375536e+00
5.537829509703442e-01	5.000000e+00	3.822710e+00	2.549212e+00	1.274606e+00	8.825451e-01	6.821210e-13	-1.274606e+00	1.274606e+00	-1.274606e+00	-1.274606e+00	-1.274606e+00
5.547595134703442e-01	5.000000e+00	3.526942e+00	2.352219e+00	1.176109e+00	6.855521e-01	2.273737e-13	-1.176109e+00	1.176109e+00	-1.176109e+00	-1.176109e+00	-1.176109e+00
5.557360759703442e-01	5.000000e+00	3.236718e+00	2.158918e+00	1.079459e+00	4.922517e-01	0.000000e+00	-1.079459e+00	1.079459e+00	-1.079459e+00	-1.079459e+00	-1.079459e+00
5.567126384703442e-01	5.000000e+00	2.953131e+00	1.970038e+00	9.850191e-01	3.033716e-01	0.000000e+00	-9.850191e-01	9.850191e-01	-9.850191e-01	-9.850191e-01	-9.850191e-01
5.576892009703442e-01	5.000000e+00	2.677248e+00	1.786289e+00	8.931447e-01	1.196226e-01	-1.136868e-13	-8.931447e-01	8.931447e-01	-8.931447e-01	-8.931447e-01	-8.931447e-01
5.586657634703442e-01	5.000000e+00	2.410108e+00	1.608363e+00	8.041815e-01	-5.830359e-02	-3.410605e-13	-8.041815e-01	8.041815e-01	-8.041815e-01	-8.041815e-01	-8.041815e-01
5.596423259703442e-01	5.000000e+00	2.152715e+00	1.436929e+00	7.184646e-01	-2.297374e-01	-4.547474e-13	-7.184646e-01	7.184646e-01	-7.184646e-01	-7.184646e-01	-7.184646e-01
5.606188884703442e-01	5.000000e+00	1.906038e+00	1.272633e+00	6.363165e-01	-3.940337e-01	-5.684342e-13	-6.363165e-01	6.363165e-01	-6.363165e-01	-6.363165e-01	-6.363165e-01
5.615954509703442e-01	5.000000e+00	1.671007e+00	1.116093e+00	5.580465e-01	-5.505739e-01	-7.958079e-13	-5.580465e-01	5.580465e-01	-5.580465e-01	-5.580465e-01	-5.580465e-01
5.625720134703442e-01	5.000000e+00	1.448505e+00	9.678978e-01	4.839489e-01	-6.987689e-01	-9.094947e-13	-4.839489e-01	4.839489e-01	-4.839489e-01	-4.839489e-01	-4.839489e-01
5.635485759703442e-01	5.000000e+00	1.239370e+00	8.286058e-01	4.143029e-01	-8.380609e-01	-9.094947e-13	-4.143029e-01	4.143029e-01	-4.143029e-01	-4.143029e-01	-4.143029e-01
5.645251384703442e-01	5.000000e+00	1.044389e+00	6.987410e-01	3.493705e-01	-9.679257e-01	-1.023182e-12	-3.493705e-01	3.493705e-01	-3.493705e-01	-3.493705e-01	-3.493705e-01
5.655017009703442e-01	5.000000e+00	8.642968e-01	5.787922e-01	2.893961e-01	-1.087874e+00	-1.250555e-12	-2.893961e-01	2.893961e-01	-2.893961e-01	-2.893961e-01	-2.893961e-01
5.664782634703442e-01	5.000000e+00	6.997700e-01	4.692109e-01	2.346054e-01	-1.197456e+00	-1.364242e-12	-2.346054e-01	2.346054e-01	-2.346054e-01	-2.346054e-01	-2.346054e-01
5.674548259703442e-01	5.000000e+00	5.514283e-01	3.704094e-01	1.852047e-01	-1.296257e+00	-1.364242e-12	-1.852047e-01	1.852047e-01	-1.852047e-01	-1.852047e-01	-1.852047e-01
5.684313884703442e-01	5.000000e+00	4.198300e-01	2.827598e-01	1.413799e-01	-1.383907e+00	-1.477929e-12	-1.413799e-01	1.413799e-01	-1.413799e-01	-1.413799e-01	-1.413799e-01
5.694079509703442e-01	5.000000e+00	3.054704e-01	2.065918e-01	1.032959e-01	-1.460075e+00	-1.705303e-12	-1.032959e-01	1.032959e-01	-1.032959e-01	-1.032959e-01	-1.032959e-01
5.703845134703442e-01	5.000000e+00	2.087800e-01	1.421922e-01	7.109609e-02	-1.524475e+00	-1.818989e-12	-7.109609e-02	7.109609e-02	-7.109609e-02	-7.109609e-02	-7.109609e-02
5.713610759703442e-01	5.000000e+00	1.301227e-01	8.980330e-02	4.490165e-02	-1.576863e+00	-1.818989e-12	-4.490165e-02	4.490165e-02	-4.490165e-02	-4.490165e-02	-4.490165e-02
5.723376384703442e-01	5.000000e+00	6.979444e-02	4.962232e-02	2.481116e-02	-1.617044e+00	-1.818989e-12	-2.481116e-02	2.481116e-02	-2.481116e-02	-2.481116e-02	-2.481116e-02
5.733142009703442e-01	5.000000e+00	2.802240e-02	2.180050e-02	1.090025e-02	-1.644866e+00	-1.818989e-12	-1.090025e-02	1.090025e-02	-1.090025e-02	-1.090025e-02	-1.090025e-02
5.742907634703442e-01	5.000000e+00	4.963752e-03	6.442533e-03	3.221266e-03	-1.660224e+00	-1.818989e-12	-3.221266e-03	3.221266e-03	-3.221266e-03	-3.221266e-03	-3.221266e-03
5.752673259703442e-01	5.000000e+00	7.052967e-04	3.606234e-03	1.803117e-03	-1.663060e+00	-1.818989e-12	-1.803117e-03	1.803117e-03	-1.803117e-03	-1.803117e-03	-1.803117e-03
5.762438884703442e-01	5.000000e+00	1.526306e-02	1.330228e-02	6.651138e-03	-1.653364e+00	-1.818989e-12	-6.651138e-03	6.651138e-03	-6.651138e-03	-6.651138e-03	-6.651138e-03
5.772204509703442e-01	5.000000e+00	4.858224e-02	3.549416e-02	1.774708e-02	-1.631173e+00	-1.818989e-12	-1.774708e-02	1.774708e-02	-1.774708e-02	-1.774708e-02	-1.774708e-02
5.781970134703442e-01	5.000000e+00	1.005374e-01	7.009838e-02	3.504919e-02	-1.596568e+00	-1.818989e-12	-3.504919e-02	3.504919e-02	-3.504919e-02	-3.504919e-02	-3.504919e-02
5.791735759703442e-01	5.000000e+00	1.709331e-01	1.169847e-01	5.849233e-02	-1.549682e+00	-1.818989e-12	-5.849233e-02	5.849233e-02	-5.849233e-02	-5.849233e-02	-5.849233e-02
5.801501384703442e-01	5.000000e+00	2.595043e-01	1.759766e-01	8.798828e-02	-1.490690e+00	-1.705303e-12	-8.798828e-02	8.798828e-02	-8.798828e-02	-8.798828e-02	-8.798828e-02
5.811267009703442e-01	5.000000e+00	3.659177e-01	2.468520e-01	1.234260e-01	-1.419815e+00	-1.477929e-12	-1.234260e-01	1.234260e-01	-1.234260e-01	-1.234260e-01	-1.234260e-01
5.821032634703442e-01	5.000000e+00	4.897726e-01	3.293444e-01	1.646722e-01	-1.337322e+00	-1.364242e-12	-1.646722e-01	1.646722e-01	-1.646722e-01	-1.646722e-01	-1.646722e-01
5.830798259703442e-01	5.000000e+00	6.306031e-01	4.231430e-01	2.115715e-01	-1.243524e+00	-1.364242e-12	-2.115715e-01	2.115715e-01	-2.115715e-01	-2.115715e-01	-2.115715e-01
5.840563884703442e-01	5.000000e+00	7.878790e-01	5.278949e-01	2.639475e-01	-1.138772e+00	-1.364242e-12	-2.639475e-01	2.639475e-01	-2.639475e-01	-2.639475e-01	-2.639475e-01
5.850329509703442e-01	5.000000e+00	9.610084e-01	6.432059e-01	3.216029e-01	-1.023461e+00	-1.250555e-12	-3.216029e-01	3.216029e-01	-3.216029e-01	-3.216029e-01	-3.216029e-01
5.860095134703442e-01	5.000000e+00	1.149340e+00	7.686419e-01	3.843209e-01	-8.980248e-01	-1.023182e-12	-3.843209e-01	3.843209e-01	-3.843209e-01	-3.843209e-01	-3.843209e-01
5.869860759703442e-01	5.000000e+00	1.352164e+00	9.037308e-01	4.518654e-01	-7.629359e-01	-9.094947e-13	-4.518654e-01	4.518654e-01	-4.518654e-01	-4.518654e-01	-4.518654e-01
5.879626384703442e-01	5.000000e+00	1.568718e+00	1.047964e+00	5.239821e-01	-6.187025e-01	-9.094947e-13	-5.239821e-01	5.239821e-01	-5.239821e-01	-5.239821e-01	-5.239821e-01
