time	V(n001)	V(n003)	I(C2)	I(C1)	I(I1)	I(V1)
4.170642009703442e-01	8.782429e-01	4.387082e-01	1.501414e+01	1.501414e+01	1.000000e+00	-1.601414e+01
4.190173259703442e-01	9.301767e-01	4.646507e-01	1.152593e+01	1.152593e+01	1.000000e+00	-1.252593e+01
4.209704509703442e-01	9.681197e-01	4.836044e-01	7.864368e+00	7.864368e+00	1.000000e+00	-8.864367e+00
4.229235759703442e-01	9.915015e-01	4.952843e-01	4.084515e+00	4.084515e+00	1.000000e+00	-5.084515e+00
4.248767009703442e-01	9.999700e-01	4.995145e-01	2.432274e-01	2.432274e-01	1.000000e+00	-1.243227e+00
4.258532634703442e-01	9.985632e-01	4.988118e-01	-1.682412e+00	-1.682412e+00	1.000000e+00	6.824117e-01
4.268298259703442e-01	9.933981e-01	4.962317e-01	-3.601719e+00	-3.601719e+00	1.000000e+00	2.601719e+00
4.287829509703442e-01	9.718845e-01	4.854850e-01	-7.392491e+00	-7.392491e+00	1.000000e+00	6.392491e+00
4.307360759703442e-01	9.357529e-01	4.674362e-01	-1.107207e+01	-1.107207e+01	1.000000e+00	1.007207e+01
4.326892009703442e-01	8.855467e-01	4.423567e-01	-1.458512e+01	-1.458512e+01	1.000000e+00	1.358512e+01
4.346423259703442e-01	8.220211e-01	4.106238e-01	-1.787880e+01	-1.787880e+01	1.000000e+00	1.687880e+01
4.365954509703442e-01	7.461315e-01	3.727147e-01	-2.090356e+01	-2.090356e+01	1.000000e+00	1.990356e+01
4.385485759703442e-01	6.590194e-01	3.291996e-01	-2.361391e+01	-2.361391e+01	1.000000e+00	2.261391e+01
4.405017009703442e-01	5.619950e-01	2.807331e-01	-2.596909e+01	-2.596909e+01	1.000000e+00	2.496909e+01
4.424548259703442e-01	4.565177e-01	2.280440e-01	-2.793366e+01	-2.793366e+01	1.000000e+00	2.693366e+01
4.444079509703442e-01	3.441739e-01	1.719250e-01	-2.947809e+01	-2.947809e+01	1.000000e+00	2.847809e+01
4.463610759703442e-01	2.266535e-01	1.132201e-01	-3.057915e+01	-3.057915e+01	1.000000e+00	2.957915e+01
4.483142009703442e-01	1.057239e-01	5.281222e-02	-3.122026e+01	-3.122026e+01	1.000000e+00	3.022026e+01
4.502673259703442e-01	-1.679580e-02	-8.389996e-03	-3.139179e+01	-3.139179e+01	1.000000e+00	3.039179e+01
4.522204509703442e-01	-1.390629e-01	-6.946602e-02	-3.109116e+01	-3.109116e+01	1.000000e+00	3.009116e+01
4.541735759703442e-01	-2.592384e-01	-1.294972e-01	-3.032289e+01	-3.032289e+01	1.000000e+00	2.932289e+01
4.561267009703442e-01	-3.755146e-01	-1.875806e-01	-2.909853e+01	-2.909853e+01	1.000000e+00	2.809853e+01
4.580798259703442e-01	-4.861428e-01	-2.428427e-01	-2.743651e+01	-2.743651e+01	1.000000e+00	2.643651e+01
4.600329509703442e-01	-5.894589e-01	-2.944522e-01	-2.536181e+01	-2.536181e+01	1.000000e+00	2.436181e+01
4.619860759703442e-01	-6.839091e-01	-3.416328e-01	-2.290565e+01	-2.290565e+01	1.000000e+00	2.190565e+01
4.639392009703442e-01	-7.680726e-01	-3.836749e-01	-2.010497e+01	-2.010497e+01	1.000000e+00	1.910497e+01
4.658923259703442e-01	-8.406836e-01	-4.199463e-01	-1.700189e+01	-1.700189e+01	1.000000e+00	1.600189e+01
4.678454509703442e-01	-9.006499e-01	-4.499012e-01	-1.364308e+01	-1.364308e+01	1.000000e+00	1.264308e+01
4.697985759703442e-01	-9.470696e-01	-4.730892e-01	-1.007908e+01	-1.007908e+01	1.000000e+00	9.079076e+00
4.717517009703442e-01	-9.792445e-01	-4.891615e-01	-6.363468e+00	-6.363468e+00	1.000000e+00	5.363468e+00
4.737048259703442e-01	-9.966906e-01	-4.978764e-01	-2.552148e+00	-2.552148e+00	1.000000e+00	1.552148e+00
4.746813884703442e-01	-9.997996e-01	-4.994294e-01	-6.284775e-01	-6.284775e-01	1.000000e+00	-3.715226e-01
4.766345134703442e-01	-9.947310e-01	-4.968975e-01	3.218711e+00	3.218711e+00	1.000000e+00	-4.218711e+00
4.785876384703442e-01	-9.747007e-01	-4.868918e-01	7.017487e+00	7.017487e+00	1.000000e+00	-8.017487e+00
4.805407634703442e-01	-9.400101e-01	-4.695628e-01	1.071071e+01	1.071071e+01	1.000000e+00	-1.171071e+01
4.824938884703442e-01	-8.911808e-01	-4.451711e-01	1.424284e+01	1.424284e+01	1.000000e+00	-1.524284e+01
4.844470134703442e-01	-8.289473e-01	-4.140837e-01	1.756074e+01	1.756074e+01	1.000000e+00	-1.856074e+01
4.864001384703442e-01	-7.542456e-01	-3.767680e-01	2.061452e+01	2.061452e+01	1.000000e+00	-2.161452e+01
4.883532634703442e-01	-6.681995e-01	-3.337854e-01	2.335822e+01	2.335822e+01	1.000000e+00	-2.435822e+01
4.903063884703442e-01	-5.721030e-01	-2.857823e-01	2.575061e+01	2.575061e+01	1.000000e+00	-2.675061e+01
4.922595134703442e-01	-4.674015e-01	-2.334808e-01	2.775567e+01	2.775567e+01	1.000000e+00	-2.875567e+01
4.942126384703442e-01	-3.556698e-01	-1.776676e-01	2.934327e+01	2.934327e+01	1.000000e+00	-3.034327e+01
4.961657634703442e-01	-2.385886e-01	-1.191820e-01	3.048952e+01	3.048952e+01	1.000000e+00	-3.148952e+01
4.981188884703442e-01	-1.179187e-01	-5.890388e-02	3.117717e+01	3.117717e+01	1.000000e+00	-3.217717e+01
5.000720134703442e-01	4.524725e-03	2.260233e-03	3.139590e+01	3.139590e+01	1.000000e+00	-3.239590e+01
5.020251384703442e-01	1.269001e-01	6.339036e-02	3.114240e+01	3.114240e+01	1.000000e+00	-3.214240e+01
5.039782634703442e-01	2.473668e-01	1.235670e-01	3.042048e+01	3.042048e+01	1.000000e+00	-3.142048e+01
5.059313884703442e-01	3.641129e-01	1.818851e-01	2.924102e+01	2.924102e+01	1.000000e+00	-3.024102e+01
5.078845134703442e-01	4.753824e-01	2.374675e-01	2.762174e+01	2.762174e+01	1.000000e+00	-2.862174e+01
5.098376384703442e-01	5.795016e-01	2.894782e-01	2.558701e+01	2.558701e+01	1.000000e+00	-2.658701e+01
5.117907634703442e-01	6.749047e-01	3.371348e-01	2.316742e+01	2.316742e+01	1.000000e+00	-2.416742e+01
5.137438884703442e-01	7.601565e-01	3.797206e-01	2.039938e+01	2.039938e+01	1.000000e+00	-2.139938e+01
5.156970134703442e-01	8.339749e-01	4.165951e-01	1.732451e+01	1.732451e+01	1.000000e+00	-1.832451e+01
5.176501384703442e-01	8.952495e-01	4.472036e-01	1.398906e+01	1.398906e+01	1.000000e+00	-1.498906e+01
5.196032634703442e-01	9.430588e-01	4.710857e-01	1.044320e+01	1.044320e+01	1.000000e+00	-1.144320e+01
5.215563884703442e-01	9.766835e-01	4.878823e-01	6.740272e+00	6.740272e+00	1.000000e+00	-7.740272e+00
5.235095134703442e-01	9.956180e-01	4.973406e-01	2.935961e+00	2.935961e+00	1.000000e+00	-3.935961e+00
5.254626384703442e-01	9.995775e-01	4.993185e-01	-9.125103e-01	-9.125103e-01	1.000000e+00	-8.748969e-02
5.264392009703442e-01	9.959142e-01	4.974886e-01	-2.835219e+00	-2.835219e+00	1.000000e+00	1.835219e+00
5.283923259703442e-01	9.773703e-01	4.882253e-01	-6.641426e+00	-6.641426e+00	1.000000e+00	5.641426e+00
5.303454509703442e-01	9.441257e-01	4.716187e-01	-1.034774e+01	-1.034774e+01	1.000000e+00	9.347740e+00
5.322985759703442e-01	8.966807e-01	4.479185e-01	-1.389841e+01	-1.389841e+01	1.000000e+00	1.289841e+01
5.342517009703442e-01	8.357487e-01	4.174811e-01	-1.724004e+01	-1.724004e+01	1.000000e+00	1.624004e+01
5.362048259703442e-01	7.622463e-01	3.807645e-01	-2.032237e+01	-2.032237e+01	1.000000e+00	1.932237e+01
5.381579509703442e-01	6.772790e-01	3.383209e-01	-2.309902e+01	-2.309902e+01	1.000000e+00	2.209902e+01
5.401110759703442e-01	5.821248e-01	2.907885e-01	-2.552825e+01	-2.552825e+01	1.000000e+00	2.452825e+01
5.420642009703442e-01	4.782149e-01	2.388825e-01	-2.757350e+01	-2.757350e+01	1.000000e+00	2.657350e+01
5.440173259703442e-01	3.671122e-01	1.833834e-01	-2.920403e+01	-2.920403e+01	1.000000e+00	2.820403e+01
5.459704509703442e-01	2.504877e-01	1.251260e-01	-3.039530e+01	-3.039530e+01	1.000000e+00	2.939530e+01
5.479235759703442e-01	1.300958e-01	6.498668e-02	-3.112939e+01	-3.112939e+01	1.000000e+00	3.012939e+01
5.498767009703442e-01	7.747029e-03	3.869870e-03	-3.139528e+01	-3.139528e+01	1.000000e+00	3.039528e+01
5.518298259703442e-01	-1.147182e-01	-5.730515e-02	-3.118894e+01	-3.118894e+01	1.000000e+00	3.018894e+01
5.537829509703442e-01	-2.354580e-01	-1.176182e-01	-3.051350e+01	-3.051350e+01	1.000000e+00	2.951350e+01
5.557360759703442e-01	-3.526563e-01	-1.761622e-01	-2.937910e+01	-2.937910e+01	1.000000e+00	2.837910e+01
5.576892009703442e-01	-4.645503e-01	-2.320566e-01	-2.780282e+01	-2.780282e+01	1.000000e+00	2.680282e+01
5.596423259703442e-01	-5.694571e-01	-2.844606e-01	-2.580835e+01	-2.580835e+01	1.000000e+00	2.480835e+01
5.615954509703442e-01	-6.657986e-01	-3.325861e-01	-2.342571e+01	-2.342571e+01	1.000000e+00	2.242571e+01
5.635485759703442e-01	-7.521260e-01	-3.757091e-01	-2.069072e+01	-2.069072e+01	1.000000e+00	1.969072e+01
5.655017009703442e-01	-8.271406e-01	-4.131812e-01	-1.764452e+01	-1.764452e+01	1.000000e+00	1.664452e+01
5.674548259703442e-01	-8.897144e-01	-4.444386e-01	-1.433293e+01	-1.433293e+01	1.000000e+00	1.333293e+01
5.694079509703442e-01	-9.389059e-01	-4.690112e-01	-1.080576e+01	-1.080576e+01	1.000000e+00	9.805758e+00
5.713610759703442e-01	-9.739755e-01	-4.865295e-01	-7.116061e+00	-7.116061e+00	1.000000e+00	6.116061e+00
5.733142009703442e-01	-9.943955e-01	-4.967299e-01	-3.319331e+00	-3.319331e+00	1.000000e+00	2.319331e+00
5.742907634703442e-01	-9.990072e-01	-4.990336e-01	-1.398636e+00	-1.398636e+00	1.000000e+00	3.986355e-01
5.762438884703442e-01	-9.969474e-01	-4.980047e-01	2.451300e+00	2.451300e+00	1.000000e+00	-3.451300e+00
5.781970134703442e-01	-9.798925e-01	-4.894852e-01	6.264365e+00	6.264365e+00	1.000000e+00	-7.264365e+00
5.801501384703442e-01	-9.480991e-01	-4.736035e-01	9.983208e+00	9.983208e+00	1.000000e+00	-1.098321e+01
5.821032634703442e-01	-9.020455e-01	-4.505984e-01	1.355190e+01	1.355190e+01	1.000000e+00	-1.455190e+01
5.840563884703442e-01	-8.424242e-01	-4.208158e-01	1.691675e+01	1.691675e+01	1.000000e+00	-1.791675e+01
5.860095134703442e-01	-7.701321e-01	-3.847037e-01	2.002716e+01	2.002716e+01	1.000000e+00	-2.102716e+01
5.879626384703442e-01	-6.862565e-01	-3.428054e-01	2.283634e+01	2.283634e+01	1.000000e+00	-2.383634e+01
5.899157634703442e-01	-5.920589e-01	-2.957509e-01	2.530204e+01	2.530204e+01	1.000000e+00	-2.630204e+01
5.918688884703442e-01	-4.889562e-01	-2.442481e-01	2.738718e+01	2.738718e+01	1.000000e+00	-2.838718e+01
5.938220134703442e-01	-3.784992e-01	-1.890715e-01	2.906039e+01	2.906039e+01	1.000000e+00	-3.006039e+01
5.957751384703442e-01	-2.623492e-01	-1.310512e-01	3.029650e+01	3.029650e+01	1.000000e+00	-3.129650e+01
5.977282634703442e-01	-1.422532e-01	-7.105969e-02	3.107693e+01	3.107693e+01	1.000000e+00	-3.207693e+01
5.996813884703442e-01	-2.001762e-02	-9.999391e-03	3.138993e+01	3.138993e+01	1.000000e+00	-3.238993e+01
6.016345134703442e-01	1.025191e-01	5.121130e-02	3.123079e+01	3.123079e+01	1.000000e+00	-3.223079e+01
6.035876384703442e-01	2.235138e-01	1.116517e-01	3.060192e+01	3.060192e+01	1.000000e+00	-3.160192e+01
6.055407634703442e-01	3.411466e-01	1.704128e-01	2.951276e+01	2.951276e+01	1.000000e+00	-3.051276e+01
6.074938884703442e-01	4.536483e-01	2.266107e-01	2.797971e+01	2.797971e+01	1.000000e+00	-2.897971e+01
6.094470134703442e-01	5.593267e-01	2.794002e-01	2.602581e+01	2.602581e+01	1.000000e+00	-2.702581e+01
6.114001384703442e-01	6.565923e-01	3.279873e-01	2.368046e+01	2.368046e+01	1.000000e+00	-2.468046e+01
6.133532634703442e-01	7.439821e-01	3.716410e-01	2.097894e+01	2.097894e+01	1.000000e+00	-2.197894e+01
6.153063884703442e-01	8.201818e-01	4.097050e-01	1.796187e+01	1.796187e+01	1.000000e+00	-1.896187e+01
6.172595134703442e-01	8.840452e-01	4.416067e-01	1.467464e+01	1.467464e+01	1.000000e+00	-1.567464e+01
6.192126384703442e-01	9.346117e-01	4.668661e-01	1.116669e+01	1.116669e+01	1.000000e+00	-1.216669e+01
6.211657634703442e-01	9.711207e-01	4.851035e-01	7.490778e+00	7.490778e+00	1.000000e+00	-8.490779e+00
6.231188884703442e-01	9.930233e-01	4.960445e-01	3.702202e+00	3.702202e+00	1.000000e+00	-4.702202e+00
6.250720134703442e-01	9.999897e-01	4.995244e-01	-1.420592e-01	-1.420592e-01	1.000000e+00	-8.579407e-01
6.260485759703442e-01	9.978305e-01	4.984458e-01	-2.067011e+00	-2.067011e+00	1.000000e+00	1.067011e+00
6.270251384703442e-01	9.919155e-01	4.954911e-01	-3.984184e+00	-3.984184e+00	1.000000e+00	2.984184e+00
6.289782634703442e-01	9.689219e-01	4.840051e-01	-7.766382e+00	-7.766382e+00	1.000000e+00	6.766382e+00
6.309313884703442e-01	9.313548e-01	4.652392e-01	-1.143177e+01	-1.143177e+01	1.000000e+00	1.043177e+01
6.328845134703442e-01	8.797793e-01	4.394757e-01	-1.492521e+01	-1.492521e+01	1.000000e+00	1.392521e+01
6.348376384703442e-01	8.149711e-01	4.071021e-01	-1.819416e+01	-1.819416e+01	1.000000e+00	1.719416e+01
6.367907634703442e-01	7.379049e-01	3.686053e-01	-2.118945e+01	-2.118945e+01	1.000000e+00	2.018945e+01
6.387438884703442e-01	6.497400e-01	3.245643e-01	-2.386604e+01	-2.386604e+01	1.000000e+00	2.286604e+01
6.406970134703442e-01	5.518024e-01	2.756416e-01	-2.618366e+01	-2.618366e+01	1.000000e+00	2.518366e+01
6.426501384703442e-01	4.455651e-01	2.225729e-01	-2.810745e+01	-2.810745e+01	1.000000e+00	2.710745e+01
6.446032634703442e-01	3.326262e-01	1.661566e-01	-2.960848e+01	-2.960848e+01	1.000000e+00	2.860848e+01
6.465563884703442e-01	2.146842e-01	1.072411e-01	-3.066417e+01	-3.066417e+01	1.000000e+00	2.966417e+01
6.485095134703442e-01	9.351320e-02	4.671260e-02	-3.125864e+01	-3.125864e+01	1.000000e+00	3.025864e+01
6.504626384703442e-01	-2.906434e-02	-1.451850e-02	-3.138295e+01	-3.138295e+01	1.000000e+00	3.038295e+01
6.524157634703442e-01	-1.512047e-01	-7.553122e-02	-3.103524e+01	-3.103524e+01	1.000000e+00	3.003524e+01
6.543688884703442e-01	-2.710708e-01	-1.354079e-01	-3.022072e+01	-3.022072e+01	1.000000e+00	2.922072e+01
6.563220134703442e-01	-3.868598e-01	-1.932479e-01	-2.895166e+01	-2.895166e+01	1.000000e+00	2.795166e+01
6.582751384703442e-01	-4.968300e-01	-2.481813e-01	-2.724714e+01	-2.724714e+01	1.000000e+00	2.624714e+01
6.602282634703442e-01	-5.993275e-01	-2.993818e-01	-2.513280e+01	-2.513280e+01	1.000000e+00	2.413280e+01
6.621813884703442e-01	-6.928105e-01	-3.460793e-01	-2.264043e+01	-2.264043e+01	1.000000e+00	2.164043e+01
6.641345134703442e-01	-7.758730e-01	-3.875715e-01	-1.980753e+01	-1.980753e+01	1.000000e+00	1.880753e+01
6.660876384703442e-01	-8.472657e-01	-4.232342e-01	-1.667671e+01	-1.667671e+01	1.000000e+00	1.567671e+01
6.680407634703442e-01	-9.059146e-01	-4.525311e-01	-1.329506e+01	-1.329506e+01	1.000000e+00	1.229506e+01
6.699938884703442e-01	-9.509378e-01	-4.750215e-01	-9.713430e+00	-9.713430e+00	1.000000e+00	8.713430e+00
6.719470134703442e-01	-9.816580e-01	-4.903671e-01	-5.985706e+00	-5.985706e+00	1.000000e+00	4.985706e+00
6.739001384703442e-01	-9.976131e-01	-4.983372e-01	-2.167951e+00	-2.167951e+00	1.000000e+00	1.167951e+00
6.758532634703442e-01	-9.985632e-01	-4.988118e-01	1.682412e+00	1.682412e+00	1.000000e+00	-2.682412e+00
6.778063884703442e-01	-9.844940e-01	-4.917838e-01	5.507470e+00	5.507470e+00	1.000000e+00	-6.507469e+00
6.797595134703442e-01	-9.556171e-01	-4.773589e-01	9.249689e+00	9.249689e+00	1.000000e+00	-1.024969e+01
6.817126384703442e-01	-9.123668e-01	-4.557542e-01	1.285279e+01	1.285279e+01	1.000000e+00	-1.385279e+01
6.836657634703442e-01	-8.553936e-01	-4.272944e-01	1.626256e+01	1.626256e+01	1.000000e+00	-1.726256e+01
6.856188884703442e-01	-7.855546e-01	-3.924077e-01	1.942774e+01	1.942774e+01	1.000000e+00	-2.042774e+01
6.875720134703442e-01	-7.039001e-01	-3.516189e-01	2.230070e+01	2.230070e+01	1.000000e+00	-2.330070e+01
6.895251384703442e-01	-6.116582e-01	-3.055413e-01	2.483824e+01	2.483824e+01	1.000000e+00	-2.583824e+01
6.914782634703442e-01	-5.102165e-01	-2.548682e-01	2.700219e+01	2.700219e+01	1.000000e+00	-2.800219e+01
6.934313884703442e-01	-4.011006e-01	-2.003616e-01	2.876000e+01	2.876000e+01	1.000000e+00	-2.976000e+01
6.953845134703442e-01	-2.859518e-01	-1.428414e-01	3.008524e+01	3.008524e+01	1.000000e+00	-3.108524e+01
6.973376384703442e-01	-1.665020e-01	-8.317268e-02	3.095796e+01	3.095796e+01	1.000000e+00	-3.195796e+01
6.992907634703442e-01	-4.454790e-02	-2.225299e-02	3.136505e+01	3.136505e+01	1.000000e+00	-3.236505e+01
7.012438884703442e-01	7.807627e-02	3.900141e-02	3.130038e+01	3.130038e+01	1.000000e+00	-3.230038e+01
7.031970134703442e-01	1.995261e-01	9.966918e-02	3.076492e+01	3.076492e+01	1.000000e+00	-3.176492e+01
7.051501384703442e-01	3.179749e-01	1.588379e-01	2.976673e+01	2.976673e+01	1.000000e+00	-3.076673e+01
7.071032634703442e-01	4.316410e-01	2.156174e-01	2.832082e+01	2.832082e+01	1.000000e+00	-2.932082e+01
7.090563884703442e-01	5.388149e-01	2.691540e-01	2.644893e+01	2.644893e+01	1.000000e+00	-2.744893e+01
7.110095134703442e-01	6.378844e-01	3.186421e-01	2.417923e+01	2.417923e+01	1.000000e+00	-2.517923e+01
7.129626384703442e-01	7.273597e-01	3.633376e-01	2.154586e+01	2.154586e+01	1.000000e+00	-2.254586e+01
7.149157634703442e-01	8.058947e-01	4.025682e-01	1.858841e+01	1.858841e+01	1.000000e+00	-1.958841e+01
7.168688884703442e-01	8.723083e-01	4.357437e-01	1.535138e+01	1.535138e+01	1.000000e+00	-1.635138e+01
7.188220134703442e-01	9.256016e-01	4.623653e-01	1.188344e+01	1.188344e+01	1.000000e+00	-1.288344e+01
7.207751384703442e-01	9.649730e-01	4.820325e-01	8.236773e+00	8.236773e+00	1.000000e+00	-9.236773e+00
7.227282634703442e-01	9.898303e-01	4.944495e-01	4.466213e+00	4.466213e+00	1.000000e+00	-5.466213e+00
7.246813884703442e-01	9.997996e-01	4.994294e-01	6.284775e-01	6.284775e-01	1.000000e+00	-1.628477e+00
7.256579509703442e-01	9.991456e-01	4.991027e-01	-1.297559e+00	-1.297559e+00	1.000000e+00	2.975587e-01
7.266345134703442e-01	9.947310e-01	4.968975e-01	-3.218711e+00	-3.218711e+00	1.000000e+00	2.218711e+00
7.285876384703442e-01	9.747007e-01	4.868918e-01	-7.017488e+00	-7.017488e+00	1.000000e+00	6.017487e+00
7.305407634703442e-01	9.400101e-01	4.695628e-01	-1.071071e+01	-1.071071e+01	1.000000e+00	9.710713e+00
7.324938884703442e-01	8.911808e-01	4.451711e-01	-1.424284e+01	-1.424284e+01	1.000000e+00	1.324284e+01
7.344470134703442e-01	8.289473e-01	4.140837e-01	-1.756074e+01	-1.756074e+01	1.000000e+00	1.656074e+01
7.364001384703442e-01	7.542456e-01	3.767680e-01	-2.061452e+01	-2.061452e+01	1.000000e+00	1.961452e+01
7.383532634703442e-01	6.681995e-01	3.337854e-01	-2.335823e+01	-2.335823e+01	1.000000e+00	2.235823e+01
7.403063884703442e-01	5.721030e-01	2.857823e-01	-2.575061e+01	-2.575061e+01	1.000000e+00	2.475061e+01
7.422595134703442e-01	4.674015e-01	2.334808e-01	-2.775567e+01	-2.775567e+01	1.000000e+00	2.675567e+01
7.442126384703442e-01	3.556698e-01	1.776676e-01	-2.934327e+01	-2.934327e+01	1.000000e+00	2.834327e+01
7.461657634703442e-01	2.385886e-01	1.191820e-01	-3.048952e+01	-3.048952e+01	1.000000e+00	2.948952e+01
7.481188884703442e-01	1.179187e-01	5.890388e-02	-3.117717e+01	-3.117717e+01	1.000000e+00	3.017717e+01
7.500720134703442e-01	-4.524725e-03	-2.260233e-03	-3.139590e+01	-3.139590e+01	1.000000e+00	3.039590e+01
7.520251384703442e-01	-1.269001e-01	-6.339036e-02	-3.114240e+01	-3.114240e+01	1.000000e+00	3.014240e+01
7.539782634703442e-01	-2.473668e-01	-1.235670e-01	-3.042048e+01	-3.042048e+01	1.000000e+00	2.942048e+01
7.559313884703442e-01	-3.641129e-01	-1.818851e-01	-2.924102e+01	-2.924102e+01	1.000000e+00	2.824102e+01
7.578845134703442e-01	-4.753824e-01	-2.374675e-01	-2.762174e+01	-2.762174e+01	1.000000e+00	2.662174e+01
7.598376384703442e-01	-5.795016e-01	-2.894782e-01	-2.558701e+01	-2.558701e+01	1.000000e+00	2.458701e+01
7.617907634703442e-01	-6.749047e-01	-3.371348e-01	-2.316742e+01	-2.316742e+01	1.000000e+00	2.216742e+01
7.637438884703442e-01	-7.601565e-01	-3.797206e-01	-2.039938e+01	-2.039938e+01	1.000000e+00	1.939938e+01
7.656970134703442e-01	-8.339749e-01	-4.165951e-01	-1.732451e+01	-1.732451e+01	1.000000e+00	1.632451e+01
7.676501384703442e-01	-8.952495e-01	-4.472036e-01	-1.398906e+01	-1.398906e+01	1.000000e+00	1.298906e+01
7.696032634703442e-01	-9.430588e-01	-4.710857e-01	-1.044320e+01	-1.044320e+01	1.000000e+00	9.443204e+00
7.715563884703442e-01	-9.766835e-01	-4.878823e-01	-6.740272e+00	-6.740272e+00	1.000000e+00	5.740272e+00
7.735095134703442e-01	-9.956180e-01	-4.973406e-01	-2.935961e+00	-2.935961e+00	1.000000e+00	1.935961e+00
7.744860759703442e-01	-9.994787e-01	-4.992691e-01	-1.013633e+00	-1.013633e+00	1.000000e+00	1.363276e-02
7.764392009703442e-01	-9.959142e-01	-4.974886e-01	2.835219e+00	2.835219e+00	1.000000e+00	-3.835219e+00
7.783923259703442e-01	-9.773703e-01	-4.882253e-01	6.641426e+00	6.641426e+00	1.000000e+00	-7.641426e+00
7.803454509703442e-01	-9.441257e-01	-4.716187e-01	1.034774e+01	1.034774e+01	1.000000e+00	-1.134774e+01
7.822985759703442e-01	-8.966807e-01	-4.479185e-01	1.389841e+01	1.389841e+01	1.000000e+00	-1.489841e+01
7.842517009703442e-01	-8.357487e-01	-4.174811e-01	1.724004e+01	1.724004e+01	1.000000e+00	-1.824004e+01
7.862048259703442e-01	-7.622463e-01	-3.807645e-01	2.032237e+01	2.032237e+01	1.000000e+00	-2.132237e+01
7.881579509703442e-01	-6.772790e-01	-3.383209e-01	2.309902e+01	2.309902e+01	1.000000e+00	-2.409902e+01
7.901110759703442e-01	-5.821248e-01	-2.907885e-01	2.552825e+01	2.552825e+01	1.000000e+00	-2.652825e+01
7.920642009703442e-01	-4.782149e-01	-2.388825e-01	2.757350e+01	2.757350e+01	1.000000e+00	-2.857350e+01
7.940173259703442e-01	-3.671122e-01	-1.833834e-01	2.920403e+01	2.920403e+01	1.000000e+00	-3.020403e+01
7.959704509703442e-01	-2.504877e-01	-1.251260e-01	3.039530e+01	3.039530e+01	1.000000e+00	-3.139530e+01
7.979235759703442e-01	-1.300958e-01	-6.498668e-02	3.112939e+01	3.112939e+01	1.000000e+00	-3.212939e+01
7.998767009703442e-01	-7.747029e-03	-3.869870e-03	3.139528e+01	3.139528e+01	1.000000e+00	-3.239528e+01
8.018298259703442e-01	1.147182e-01	5.730515e-02	3.118894e+01	3.118894e+01	1.000000e+00	-3.218894e+01
8.037829509703442e-01	2.354580e-01	1.176182e-01	3.051350e+01	3.051350e+01	1.000000e+00	-3.151350e+01
8.057360759703442e-01	3.526563e-01	1.761622e-01	2.937910e+01	2.937910e+01	1.000000e+00	-3.037910e+01
8.076892009703442e-01	4.645503e-01	2.320566e-01	2.780282e+01	2.780282e+01	1.000000e+00	-2.880282e+01
8.096423259703442e-01	5.694571e-01	2.844606e-01	2.580835e+01	2.580835e+01	1.000000e+00	-2.680835e+01
8.115954509703442e-01	6.657986e-01	3.325861e-01	2.342570e+01	2.342570e+01	1.000000e+00	-2.442570e+01
8.135485759703442e-01	7.521260e-01	3.757091e-01	2.069072e+01	2.069072e+01	1.000000e+00	-2.169072e+01
8.155017009703442e-01	8.271406e-01	4.131812e-01	1.764452e+01	1.764452e+01	1.000000e+00	-1.864452e+01
8.174548259703442e-01	8.897144e-01	4.444386e-01	1.433293e+01	1.433293e+01	1.000000e+00	-1.533293e+01
8.194079509703442e-01	9.389059e-01	4.690112e-01	1.080576e+01	1.080576e+01	1.000000e+00	-1.180576e+01
8.213610759703442e-01	9.739755e-01	4.865295e-01	7.116061e+00	7.116061e+00	1.000000e+00	-8.116061e+00
8.233142009703442e-01	9.943955e-01	4.967299e-01	3.319331e+00	3.319331e+00	1.000000e+00	-4.319331e+00
8.252673259703442e-01	9.998589e-01	4.994591e-01	-5.273244e-01	-5.273244e-01	1.000000e+00	-4.726755e-01
8.262438884703442e-01	9.969474e-01	4.980047e-01	-2.451300e+00	-2.451300e+00	1.000000e+00	1.451300e+00
8.281970134703442e-01	9.798925e-01	4.894852e-01	-6.264365e+00	-6.264365e+00	1.000000e+00	5.264365e+00
8.301501384703442e-01	9.480991e-01	4.736035e-01	-9.983208e+00	-9.983208e+00	1.000000e+00	8.983208e+00
8.321032634703442e-01	9.020455e-01	4.505984e-01	-1.355190e+01	-1.355190e+01	1.000000e+00	1.255190e+01
8.340563884703442e-01	8.424242e-01	4.208158e-01	-1.691675e+01	-1.691675e+01	1.000000e+00	1.591675e+01
8.360095134703442e-01	7.701321e-01	3.847037e-01	-2.002716e+01	-2.002716e+01	1.000000e+00	1.902716e+01
8.379626384703442e-01	6.862565e-01	3.428054e-01	-2.283634e+01	-2.283634e+01	1.000000e+00	2.183634e+01
8.399157634703442e-01	5.920589e-01	2.957509e-01	-2.530204e+01	-2.530204e+01	1.000000e+00	2.430204e+01
8.418688884703442e-01	4.889562e-01	2.442481e-01	-2.738718e+01	-2.738718e+01	1.000000e+00	2.638718e+01
8.438220134703442e-01	3.784992e-01	1.890715e-01	-2.906039e+01	-2.906039e+01	1.000000e+00	2.806039e+01
8.457751384703442e-01	2.623492e-01	1.310512e-01	-3.029650e+01	-3.029650e+01	1.000000e+00	2.929650e+01
8.477282634703442e-01	1.422532e-01	7.105969e-02	-3.107693e+01	-3.107693e+01	1.000000e+00	3.007693e+01
