time	V(n003)	V(n001)	V(n002)	V(n005)	V(n004)	I(C1)	I(L1)	I(R3)	I(R2)	I(R1)	I(V2)	I(V1)
9.229235759703442e-01	5.000000e+00	9.957507e+00	6.635228e+00	3.317614e+00	6.635228e+00	0.000000e+00	2.531270e-13	-3.317614e+00	3.317614e+00	-3.317614e+00	-3.317614e+00	-3.317614e+00
9.258532634703442e-01	5.000000e+00	9.992816e+00	6.658745e+00	3.329373e+00	6.658745e+00	0.000000e+00	2.520802e-13	-3.329373e+00	3.329373e+00	-3.329373e+00	-3.329373e+00	-3.329373e+00
9.287829509703442e-01	5.000000e+00	9.859423e+00	6.569900e+00	3.284950e+00	6.569900e+00	0.000000e+00	2.510335e-13	-3.284950e+00	3.284950e+00	-3.284950e+00	-3.284950e+00	-3.284950e+00
9.317126384703442e-01	5.000000e+00	9.561834e+00	6.371695e+00	3.185847e+00	6.371695e+00	0.000000e+00	2.499867e-13	-3.185847e+00	3.185847e+00	-3.185847e+00	-3.185847e+00	-3.185847e+00
9.346423259703442e-01	5.000000e+00	9.110106e+00	6.070826e+00	3.035413e+00	6.070826e+00	0.000000e+00	2.489399e-13	-3.035413e+00	3.035413e+00	-3.035413e+00	-3.035413e+00	-3.035413e+00
9.375720134703442e-01	5.000000e+00	8.519501e+00	5.677459e+00	2.838730e+00	5.677459e+00	0.000000e+00	2.478932e-13	-2.838730e+00	2.838730e+00	-2.838730e+00	-2.838730e+00	-2.838730e+00
9.405017009703442e-01	5.000000e+00	7.809975e+00	5.204887e+00	2.602444e+00	5.204887e+00	0.000000e+00	2.468464e-13	-2.602444e+00	2.602444e+00	-2.602444e+00	-2.602444e+00	-2.602444e+00
9.420362991846299e-01	5.000000e+00	7.388155e+00	4.923939e+00	2.461969e+00	4.923939e+00	-9.736979e-15	2.462985e-13	-2.461969e+00	2.461969e+00	-2.461969e+00	-2.461969e+00	-2.461969e+00
9.435708973989156e-01	5.000000e+00	6.954544e+00	4.635136e+00	2.317568e+00	4.635136e+00	-3.788293e-14	2.457503e-13	-2.317568e+00	2.317568e+00	-2.317568e+00	-2.317568e+00	-2.317568e+00
9.451054956132013e-01	5.000000e+00	6.509141e+00	4.338481e+00	2.169240e+00	4.338481e+00	-8.443786e-14	2.452018e-13	-2.169240e+00	2.169240e+00	-2.169240e+00	-2.169240e+00	-2.169240e+00
9.466400938274872e-01	5.000000e+00	6.051947e+00	4.033971e+00	2.016986e+00	4.033971e+00	-1.494018e-13	2.446530e-13	-2.016986e+00	2.016986e+00	-2.016986e+00	-2.016986e+00	-2.016986e+00
9.481746920417728e-01	5.000000e+00	5.582962e+00	3.721609e+00	1.860805e+00	3.721609e+00	-2.327747e-13	2.441039e-13	-1.860805e+00	1.860805e+00	-1.860805e+00	-1.860805e+00	-1.860805e+00
9.497092902560585e-01	5.000000e+00	5.102186e+00	3.401393e+00	1.700697e+00	3.401393e+00	-3.345565e-13	2.435545e-13	-1.700697e+00	1.700697e+00	-1.700697e+00	-1.700697e+00	-1.700697e+00
9.512438884703442e-01	5.000000e+00	4.609619e+00	3.073324e+00	1.536662e+00	3.073324e+00	-4.547474e-13	2.430047e-13	-1.536662e+00	1.536662e+00	-1.536662e+00	-1.536662e+00	-1.536662e+00
9.524994688274872e-01	5.000000e+00	4.212194e+00	2.808623e+00	1.404312e+00	2.808623e+00	-4.554972e-13	2.425534e-13	-1.404312e+00	1.404312e+00	-1.404312e+00	-1.404312e+00	-1.404312e+00
9.537550491846299e-01	5.000000e+00	3.825486e+00	2.551061e+00	1.275530e+00	2.551061e+00	-4.451697e-13	2.421014e-13	-1.275530e+00	1.275530e+00	-1.275530e+00	-1.275530e+00	-1.275530e+00
9.550106295417728e-01	5.000000e+00	3.449496e+00	2.300637e+00	1.150318e+00	2.300637e+00	-4.237650e-13	2.416489e-13	-1.150318e+00	1.150318e+00	-1.150318e+00	-1.150318e+00	-1.150318e+00
9.562662098989156e-01	5.000000e+00	3.084223e+00	2.057350e+00	1.028675e+00	2.057350e+00	-3.912831e-13	2.411957e-13	-1.028675e+00	1.028675e+00	-1.028675e+00	-1.028675e+00	-1.028675e+00
9.575217902560585e-01	5.000000e+00	2.729666e+00	1.821202e+00	9.106009e-01	1.821202e+00	-3.477239e-13	2.407418e-13	-9.106009e-01	9.106009e-01	-9.106009e-01	-9.106009e-01	-9.106009e-01
9.587773706132013e-01	5.000000e+00	2.385827e+00	1.592191e+00	7.960957e-01	1.592191e+00	-2.930874e-13	2.402874e-13	-7.960957e-01	7.960957e-01	-7.960957e-01	-7.960957e-01	-7.960957e-01
9.600329509703442e-01	5.000000e+00	2.052705e+00	1.370319e+00	6.851595e-01	1.370319e+00	-2.273737e-13	2.398323e-13	-6.851595e-01	6.851595e-01	-6.851595e-01	-6.851595e-01	-6.851595e-01
9.610095134703442e-01	5.000000e+00	1.810578e+00	1.209053e+00	6.045263e-01	1.209053e+00	-2.273737e-13	2.394783e-13	-6.045263e-01	6.045263e-01	-6.045263e-01	-6.045263e-01	-6.045263e-01
9.619860759703442e-01	5.000000e+00	1.580455e+00	1.055781e+00	5.278907e-01	1.055781e+00	-1.705303e-13	2.391241e-13	-5.278907e-01	5.278907e-01	-5.278907e-01	-5.278907e-01	-5.278907e-01
9.629626384703442e-01	5.000000e+00	1.363202e+00	9.110825e-01	4.555413e-01	9.110825e-01	-1.705303e-13	2.387697e-13	-4.555413e-01	4.555413e-01	-4.555413e-01	-4.555413e-01	-4.555413e-01
9.639392009703442e-01	5.000000e+00	1.159637e+00	7.755004e-01	3.877502e-01	7.755004e-01	-2.273737e-13	2.384151e-13	-3.877502e-01	3.877502e-01	-3.877502e-01	-3.877502e-01	-3.877502e-01
9.649157634703442e-01	5.000000e+00	9.705266e-01	6.495454e-01	3.247727e-01	6.495454e-01	-2.273737e-13	2.380604e-13	-3.247727e-01	3.247727e-01	-3.247727e-01	-3.247727e-01	-3.247727e-01
9.658923259703442e-01	5.000000e+00	7.965822e-01	5.336916e-01	2.668458e-01	5.336916e-01	-2.557954e-13	2.377054e-13	-2.668458e-01	2.668458e-01	-2.668458e-01	-2.668458e-01	-2.668458e-01
9.668688884703442e-01	5.000000e+00	6.384584e-01	4.283749e-01	2.141875e-01	4.283749e-01	-2.842171e-13	2.373502e-13	-2.141875e-01	2.141875e-01	-2.141875e-01	-2.141875e-01	-2.141875e-01
9.678454509703442e-01	5.000000e+00	4.967506e-01	3.339919e-01	1.669960e-01	3.339919e-01	-2.700062e-13	2.369947e-13	-1.669960e-01	1.669960e-01	-1.669960e-01	-1.669960e-01	-1.669960e-01
9.688220134703442e-01	5.000000e+00	3.719919e-01	2.508978e-01	1.254489e-01	2.508978e-01	-2.415845e-13	2.366389e-13	-1.254489e-01	1.254489e-01	-1.254489e-01	-1.254489e-01	-1.254489e-01
9.697985759703442e-01	5.000000e+00	2.646521e-01	1.794052e-01	8.970259e-02	1.794052e-01	-2.273737e-13	2.362829e-13	-8.970259e-02	8.970259e-02	-8.970259e-02	-8.970259e-02	-8.970259e-02
9.707751384703442e-01	5.000000e+00	1.751350e-01	1.197833e-01	5.989164e-02	1.197833e-01	-2.344791e-13	2.359267e-13	-5.989164e-02	5.989164e-02	-5.989164e-02	-5.989164e-02	-5.989164e-02
9.717517009703442e-01	5.000000e+00	1.037776e-01	7.225645e-02	3.612823e-02	7.225645e-02	-2.415845e-13	2.355703e-13	-3.612823e-02	3.612823e-02	-3.612823e-02	-3.612823e-02	-3.612823e-02
9.727282634703442e-01	5.000000e+00	5.084851e-02	3.700358e-02	1.850179e-02	3.700358e-02	-2.380318e-13	2.352136e-13	-1.850179e-02	1.850179e-02	-1.850179e-02	-1.850179e-02	-1.850179e-02
9.737048259703442e-01	5.000000e+00	1.654689e-02	1.415736e-02	7.078678e-03	1.415736e-02	-2.342015e-13	2.348568e-13	-7.078678e-03	7.078678e-03	-7.078678e-03	-7.078678e-03	-7.078678e-03
9.746813884703442e-01	5.000000e+00	1.001863e-03	3.803758e-03	1.901879e-03	3.803758e-03	-2.340350e-13	2.344997e-13	-1.901879e-03	1.901879e-03	-1.901879e-03	-1.901879e-03	-1.901879e-03
9.756579509703442e-01	5.000000e+00	4.271938e-03	5.981757e-03	2.990879e-03	5.981757e-03	-2.347567e-13	2.341423e-13	-2.990879e-03	2.990879e-03	-2.990879e-03	-2.990879e-03	-2.990879e-03
9.766345134703442e-01	5.000000e+00	2.634481e-02	2.068316e-02	1.034158e-02	2.068316e-02	-2.349232e-13	2.337848e-13	-1.034158e-02	1.034158e-02	-1.034158e-02	-1.034158e-02	-1.034158e-02
9.776110759703442e-01	5.000000e+00	6.713739e-02	4.785262e-02	2.392631e-02	4.785262e-02	-2.344791e-13	2.334270e-13	-2.392631e-02	2.392631e-02	-2.392631e-02	-2.392631e-02	-2.392631e-02
9.785876384703442e-01	5.000000e+00	1.264962e-01	8.738790e-02	4.369395e-02	8.738790e-02	-2.380318e-13	2.330690e-13	-4.369395e-02	4.369395e-02	-4.369395e-02	-4.369395e-02	-4.369395e-02
9.795642009703442e-01	5.000000e+00	2.041977e-01	1.391402e-01	6.957009e-02	1.391402e-01	-2.344791e-13	2.327108e-13	-6.957009e-02	6.957009e-02	-6.957009e-02	-6.957009e-02	-6.957009e-02
9.805407634703442e-01	5.000000e+00	2.999495e-01	2.029147e-01	1.014573e-01	2.029147e-01	-2.273737e-13	2.323523e-13	-1.014573e-01	1.014573e-01	-1.014573e-01	-1.014573e-01	-1.014573e-01
9.815173259703442e-01	5.000000e+00	4.133913e-01	2.784714e-01	1.392357e-01	2.784714e-01	-2.273737e-13	2.319937e-13	-1.392357e-01	1.392357e-01	-1.392357e-01	-1.392357e-01	-1.392357e-01
9.824938884703442e-01	5.000000e+00	5.440961e-01	3.655259e-01	1.827629e-01	3.655259e-01	-2.273737e-13	2.316348e-13	-1.827629e-01	1.827629e-01	-1.827629e-01	-1.827629e-01	-1.827629e-01
9.834704509703442e-01	5.000000e+00	6.915718e-01	4.637505e-01	2.318753e-01	4.637505e-01	-2.273737e-13	2.312757e-13	-2.318753e-01	2.318753e-01	-2.318753e-01	-2.318753e-01	-2.318753e-01
9.844470134703442e-01	5.000000e+00	8.552635e-01	5.727757e-01	2.863878e-01	5.727757e-01	-2.273737e-13	2.309164e-13	-2.863878e-01	2.863878e-01	-2.863878e-01	-2.863878e-01	-2.863878e-01
9.854235759703442e-01	5.000000e+00	1.034555e+00	6.921909e-01	3.460954e-01	6.921909e-01	-2.273737e-13	2.305569e-13	-3.460954e-01	3.460954e-01	-3.460954e-01	-3.460954e-01	-3.460954e-01
9.864001384703442e-01	5.000000e+00	1.228772e+00	8.215468e-01	4.107734e-01	8.215468e-01	-2.273737e-13	2.301971e-13	-4.107734e-01	4.107734e-01	-4.107734e-01	-4.107734e-01	-4.107734e-01
9.873767009703442e-01	5.000000e+00	1.437182e+00	9.603565e-01	4.801782e-01	9.603565e-01	-2.842171e-13	2.298371e-13	-4.801782e-01	4.801782e-01	-4.801782e-01	-4.801782e-01	-4.801782e-01
9.883532634703442e-01	5.000000e+00	1.659003e+00	1.108098e+00	5.540488e-01	1.108098e+00	-2.842171e-13	2.294769e-13	-5.540488e-01	5.540488e-01	-5.540488e-01	-5.540488e-01	-5.540488e-01
9.893298259703442e-01	5.000000e+00	1.893398e+00	1.264214e+00	6.321069e-01	1.264214e+00	-2.273737e-13	2.291164e-13	-6.321069e-01	6.321069e-01	-6.321069e-01	-6.321069e-01	-6.321069e-01
9.903063884703442e-01	5.000000e+00	2.139485e+00	1.428118e+00	7.140589e-01	1.428118e+00	-2.273737e-13	2.287557e-13	-7.140589e-01	7.140589e-01	-7.140589e-01	-7.140589e-01	-7.140589e-01
9.922595134703442e-01	5.000000e+00	2.662993e+00	1.776794e+00	8.883972e-01	1.776794e+00	-2.273737e-13	2.280336e-13	-8.883972e-01	8.883972e-01	-8.883972e-01	-8.883972e-01	-8.883972e-01
9.942126384703442e-01	5.000000e+00	3.221651e+00	2.148883e+00	1.074441e+00	2.148883e+00	0.000000e+00	2.273108e-13	-1.074441e+00	1.074441e+00	-1.074441e+00	-1.074441e+00	-1.074441e+00
9.981188884703442e-01	5.000000e+00	4.410407e+00	2.940641e+00	1.470320e+00	2.940641e+00	0.000000e+00	2.258649e-13	-1.470320e+00	1.470320e+00	-1.470320e+00	-1.470320e+00	-1.470320e+00
9.990954509703442e-01	5.000000e+00	4.715981e+00	3.144156e+00	1.572078e+00	3.144156e+00	0.000000e+00	2.255034e-13	-1.572078e+00	1.572078e+00	-1.572078e+00	-1.572078e+00	-1.572078e+00
1.000000000000000e+00	5.000000e+00	5.000000e+00	3.333333e+00	1.666667e+00	3.333333e+00	0.000000e+00	2.251686e-13	-1.666667e+00	1.666667e+00	-1.666667e+00	-1.666667e+00	-1.666667e+00
