time	V(n003)	V(n001)	V(n002)	V(n005)	V(n004)	I(C1)	I(L1)	I(R3)	I(R2)	I(R1)	I(V2)	I(V1)
0.000000000000000e+00	5.000000e+00	5.000000e+00	3.333333e+00	1.666667e+00	3.333333e+00	4.440892e-28	4.440892e-13	-1.666667e+00	1.666667e+00	-1.666667e+00	-1.666667e+00	-1.666667e+00
1.544885852906321e-03	5.000000e+00	5.495325e+00	3.663244e+00	1.831622e+00	3.663244e+00	-2.678909e-13	4.440906e-13	-1.831622e+00	1.831622e+00	-1.831622e+00	-1.831622e+00	-1.831622e+00
3.089771705812643e-03	5.000000e+00	5.975158e+00	3.982834e+00	1.991417e+00	3.982834e+00	-4.897942e-13	4.440903e-13	-1.991417e+00	1.991417e+00	-1.991417e+00	-1.991417e+00	-1.991417e+00
4.634657558718964e-03	5.000000e+00	6.439498e+00	4.292104e+00	2.146052e+00	4.292104e+00	-6.657097e-13	4.440884e-13	-2.146052e+00	2.146052e+00	-2.146052e+00	-2.146052e+00	-2.146052e+00
6.179543411625285e-03	5.000000e+00	6.888345e+00	4.591054e+00	2.295527e+00	4.591054e+00	-7.956375e-13	4.440849e-13	-2.295527e+00	2.295527e+00	-2.295527e+00	-2.295527e+00	-2.295527e+00
7.724429264531606e-03	5.000000e+00	7.321699e+00	4.879683e+00	2.439842e+00	4.879683e+00	-8.795776e-13	4.440797e-13	-2.439842e+00	2.439842e+00	-2.439842e+00	-2.439842e+00	-2.439842e+00
9.269315117437928e-03	5.000000e+00	7.739560e+00	5.157992e+00	2.578996e+00	5.157992e+00	-9.175300e-13	4.440729e-13	-2.578996e+00	2.578996e+00	-2.578996e+00	-2.578996e+00	-2.578996e+00
1.081420097034425e-02	5.000000e+00	8.141929e+00	5.425982e+00	2.712991e+00	5.425982e+00	-9.094947e-13	4.440645e-13	-2.712991e+00	2.712991e+00	-2.712991e+00	-2.712991e+00	-2.712991e+00
1.374388847034425e-02	5.000000e+00	8.800782e+00	5.864804e+00	2.932402e+00	5.864804e+00	-9.094947e-13	4.440411e-13	-2.932402e+00	2.932402e+00	-2.932402e+00	-2.932402e+00	-2.932402e+00
1.667357597034425e-02	5.000000e+00	9.331212e+00	6.218091e+00	3.109046e+00	6.218091e+00	-9.094947e-13	4.440098e-13	-3.109046e+00	3.109046e+00	-3.109046e+00	-3.109046e+00	-3.109046e+00
1.960326347034425e-02	5.000000e+00	9.715294e+00	6.473905e+00	3.236952e+00	6.473905e+00	-9.094947e-13	4.439708e-13	-3.236952e+00	3.236952e+00	-3.236952e+00	-3.236952e+00	-3.236952e+00
2.253295097034425e-02	5.000000e+00	9.940050e+00	6.623601e+00	3.311801e+00	6.623601e+00	-9.094947e-13	4.439240e-13	-3.311801e+00	3.311801e+00	-3.311801e+00	-3.311801e+00	-3.311801e+00
2.546263847034425e-02	5.000000e+00	9.997888e+00	6.662123e+00	3.331062e+00	6.662123e+00	-9.094947e-13	4.438693e-13	-3.331062e+00	3.331062e+00	-3.331062e+00	-3.331062e+00	-3.331062e+00
2.839232597034425e-02	5.000000e+00	9.886851e+00	6.588169e+00	3.294084e+00	6.588169e+00	-9.094947e-13	4.438069e-13	-3.294084e+00	3.294084e+00	-3.294084e+00	-3.294084e+00	-3.294084e+00
3.132201347034425e-02	5.000000e+00	9.610693e+00	6.404236e+00	3.202118e+00	6.404236e+00	-9.094947e-13	4.437366e-13	-3.202118e+00	3.202118e+00	-3.202118e+00	-3.202118e+00	-3.202118e+00
3.425170097034425e-02	5.000000e+00	9.178743e+00	6.116541e+00	3.058270e+00	6.116541e+00	-9.094947e-13	4.436586e-13	-3.058270e+00	3.058270e+00	-3.058270e+00	-3.058270e+00	-3.058270e+00
3.718138847034425e-02	5.000000e+00	8.605598e+00	5.734804e+00	2.867402e+00	5.734804e+00	-9.094947e-13	4.435727e-13	-2.867402e+00	2.867402e+00	-2.867402e+00	-2.867402e+00	-2.867402e+00
4.011107597034425e-02	5.000000e+00	7.910624e+00	5.271924e+00	2.635962e+00	5.271924e+00	-9.094947e-13	4.434790e-13	-2.635962e+00	2.635962e+00	-2.635962e+00	-2.635962e+00	-2.635962e+00
4.164567418462996e-02	5.000000e+00	7.495180e+00	4.995221e+00	2.497611e+00	4.995221e+00	-8.536212e-13	4.434258e-13	-2.497611e+00	2.497611e+00	-2.497611e+00	-2.497611e+00	-2.497611e+00
4.318027239891568e-02	5.000000e+00	7.066857e+00	4.709942e+00	2.354971e+00	4.709942e+00	-7.730629e-13	4.433712e-13	-2.354971e+00	2.354971e+00	-2.354971e+00	-2.354971e+00	-2.354971e+00
4.471487061320139e-02	5.000000e+00	6.625656e+00	4.416084e+00	2.208042e+00	4.416084e+00	-6.678198e-13	4.433153e-13	-2.208042e+00	2.208042e+00	-2.208042e+00	-2.208042e+00	-2.208042e+00
4.624946882748711e-02	5.000000e+00	6.171577e+00	4.113650e+00	2.056825e+00	4.113650e+00	-5.378920e-13	4.432580e-13	-2.056825e+00	2.056825e+00	-2.056825e+00	-2.056825e+00	-2.056825e+00
4.778406704177282e-02	5.000000e+00	5.704619e+00	3.802637e+00	1.901319e+00	3.802637e+00	-3.832794e-13	4.431993e-13	-1.901319e+00	1.901319e+00	-1.901319e+00	-1.901319e+00	-1.901319e+00
4.931866525605853e-02	5.000000e+00	5.224782e+00	3.483047e+00	1.741524e+00	3.483047e+00	-2.039821e-13	4.431393e-13	-1.741524e+00	1.741524e+00	-1.741524e+00	-1.741524e+00	-1.741524e+00
5.085326347034425e-02	5.000000e+00	4.732068e+00	3.154880e+00	1.577440e+00	3.154880e+00	-3.877409e-26	4.430779e-13	-1.577440e+00	1.577440e+00	-1.577440e+00	-1.577440e+00	-1.577440e+00
5.210884382748710e-02	5.000000e+00	4.333580e+00	2.889472e+00	1.444736e+00	2.889472e+00	-2.027293e-14	4.430292e-13	-1.444736e+00	1.444736e+00	-1.444736e+00	-1.444736e+00	-1.444736e+00
5.336442418462996e-02	5.000000e+00	3.945096e+00	2.630726e+00	1.315363e+00	2.630726e+00	-5.544285e-14	4.429802e-13	-1.315363e+00	1.315363e+00	-1.315363e+00	-1.315363e+00	-1.315363e+00
5.462000454177282e-02	5.000000e+00	3.566614e+00	2.378642e+00	1.189321e+00	2.378642e+00	-1.055098e-13	4.429309e-13	-1.189321e+00	1.189321e+00	-1.189321e+00	-1.189321e+00	-1.189321e+00
5.587558489891568e-02	5.000000e+00	3.198135e+00	2.133220e+00	1.066610e+00	2.133220e+00	-1.704737e-13	4.428815e-13	-1.066610e+00	1.066610e+00	-1.066610e+00	-1.066610e+00	-1.066610e+00
5.713116525605853e-02	5.000000e+00	2.839659e+00	1.894461e+00	9.472304e-01	1.894461e+00	-2.503346e-13	4.428318e-13	-9.472304e-01	9.472304e-01	-9.472304e-01	-9.472304e-01	-9.472304e-01
5.838674561320139e-02	5.000000e+00	2.491185e+00	1.662364e+00	8.311819e-01	1.662364e+00	-3.450925e-13	4.427818e-13	-8.311819e-01	8.311819e-01	-8.311819e-01	-8.311819e-01	-8.311819e-01
5.964232597034425e-02	5.000000e+00	2.152715e+00	1.436929e+00	7.184646e-01	1.436929e+00	-4.547474e-13	4.427316e-13	-7.184646e-01	7.184646e-01	-7.184646e-01	-7.184646e-01	-7.184646e-01
6.061888847034425e-02	5.000000e+00	1.906038e+00	1.272633e+00	6.363165e-01	1.272633e+00	-4.547474e-13	4.426917e-13	-6.363165e-01	6.363165e-01	-6.363165e-01	-6.363165e-01	-6.363165e-01
6.159545097034425e-02	5.000000e+00	1.671007e+00	1.116093e+00	5.580465e-01	1.116093e+00	-4.547474e-13	4.426514e-13	-5.580465e-01	5.580465e-01	-5.580465e-01	-5.580465e-01	-5.580465e-01
6.257201347034425e-02	5.000000e+00	1.448505e+00	9.678978e-01	4.839489e-01	9.678978e-01	-4.547474e-13	4.426106e-13	-4.839489e-01	4.839489e-01	-4.839489e-01	-4.839489e-01	-4.839489e-01
6.354857597034425e-02	5.000000e+00	1.239370e+00	8.286058e-01	4.143029e-01	8.286058e-01	-4.547474e-13	4.425694e-13	-4.143029e-01	4.143029e-01	-4.143029e-01	-4.143029e-01	-4.143029e-01
6.452513847034425e-02	5.000000e+00	1.044389e+00	6.987410e-01	3.493705e-01	6.987410e-01	-4.547474e-13	4.425278e-13	-3.493705e-01	3.493705e-01	-3.493705e-01	-3.493705e-01	-3.493705e-01
6.550170097034425e-02	5.000000e+00	8.642968e-01	5.787922e-01	2.893961e-01	5.787922e-01	-4.547474e-13	4.424857e-13	-2.893961e-01	2.893961e-01	-2.893961e-01	-2.893961e-01	-2.893961e-01
6.647826347034425e-02	5.000000e+00	6.997700e-01	4.692109e-01	2.346054e-01	4.692109e-01	-4.547474e-13	4.424432e-13	-2.346054e-01	2.346054e-01	-2.346054e-01	-2.346054e-01	-2.346054e-01
6.745482597034425e-02	5.000000e+00	5.514283e-01	3.704094e-01	1.852047e-01	3.704094e-01	-4.547474e-13	4.424003e-13	-1.852047e-01	1.852047e-01	-1.852047e-01	-1.852047e-01	-1.852047e-01
6.843138847034425e-02	5.000000e+00	4.198300e-01	2.827598e-01	1.413799e-01	2.827598e-01	-4.547474e-13	4.423569e-13	-1.413799e-01	1.413799e-01	-1.413799e-01	-1.413799e-01	-1.413799e-01
6.940795097034425e-02	5.000000e+00	3.054704e-01	2.065918e-01	1.032959e-01	2.065918e-01	-4.547474e-13	4.423131e-13	-1.032959e-01	1.032959e-01	-1.032959e-01	-1.032959e-01	-1.032959e-01
7.038451347034425e-02	5.000000e+00	2.087800e-01	1.421922e-01	7.109609e-02	1.421922e-01	-4.547474e-13	4.422689e-13	-7.109609e-02	7.109609e-02	-7.109609e-02	-7.109609e-02	-7.109609e-02
7.136107597034425e-02	5.000000e+00	1.301227e-01	8.980330e-02	4.490165e-02	8.980330e-02	-4.511946e-13	4.422242e-13	-4.490165e-02	4.490165e-02	-4.490165e-02	-4.490165e-02	-4.490165e-02
7.233763847034425e-02	5.000000e+00	6.979444e-02	4.962232e-02	2.481116e-02	4.962232e-02	-4.440892e-13	4.421791e-13	-2.481116e-02	2.481116e-02	-2.481116e-02	-2.481116e-02	-2.481116e-02
7.331420097034425e-02	5.000000e+00	2.802240e-02	2.180050e-02	1.090025e-02	2.180050e-02	-4.409806e-13	4.421336e-13	-1.090025e-02	1.090025e-02	-1.090025e-02	-1.090025e-02	-1.090025e-02
7.429076347034425e-02	5.000000e+00	4.963752e-03	6.442533e-03	3.221266e-03	6.442533e-03	-4.418133e-13	4.420876e-13	-3.221266e-03	3.221266e-03	-3.221266e-03	-3.221266e-03	-3.221266e-03
7.526732597034425e-02	5.000000e+00	7.052967e-04	3.606234e-03	1.803117e-03	3.606234e-03	-4.418688e-13	4.420413e-13	-1.803117e-03	1.803117e-03	-1.803117e-03	-1.803117e-03	-1.803117e-03
7.624388847034425e-02	5.000000e+00	1.526306e-02	1.330228e-02	6.651138e-03	1.330228e-02	-4.428125e-13	4.419945e-13	-6.651138e-03	6.651138e-03	-6.651138e-03	-6.651138e-03	-6.651138e-03
7.722045097034425e-02	5.000000e+00	4.858224e-02	3.549416e-02	1.774708e-02	3.549416e-02	-4.423129e-13	4.419473e-13	-1.774708e-02	1.774708e-02	-1.774708e-02	-1.774708e-02	-1.774708e-02
7.819701347034425e-02	5.000000e+00	1.005374e-01	7.009838e-02	3.504919e-02	7.009838e-02	-4.405365e-13	4.418997e-13	-3.504919e-02	3.504919e-02	-3.504919e-02	-3.504919e-02	-3.504919e-02
7.917357597034425e-02	5.000000e+00	1.709331e-01	1.169847e-01	5.849233e-02	1.169847e-01	-4.405365e-13	4.418516e-13	-5.849233e-02	5.849233e-02	-5.849233e-02	-5.849233e-02	-5.849233e-02
8.015013847034425e-02	5.000000e+00	2.595043e-01	1.759766e-01	8.798828e-02	1.759766e-01	-4.334311e-13	4.418032e-13	-8.798828e-02	8.798828e-02	-8.798828e-02	-8.798828e-02	-8.798828e-02
8.112670097034425e-02	5.000000e+00	3.659177e-01	2.468520e-01	1.234260e-01	2.468520e-01	-4.263256e-13	4.417543e-13	-1.234260e-01	1.234260e-01	-1.234260e-01	-1.234260e-01	-1.234260e-01
8.210326347034425e-02	5.000000e+00	4.897726e-01	3.293444e-01	1.646722e-01	3.293444e-01	-4.405365e-13	4.417050e-13	-1.646722e-01	1.646722e-01	-1.646722e-01	-1.646722e-01	-1.646722e-01
8.307982597034425e-02	5.000000e+00	6.306031e-01	4.231430e-01	2.115715e-01	4.231430e-01	-4.831691e-13	4.416553e-13	-2.115715e-01	2.115715e-01	-2.115715e-01	-2.115715e-01	-2.115715e-01
8.405638847034425e-02	5.000000e+00	7.878790e-01	5.278949e-01	2.639475e-01	5.278949e-01	-4.831691e-13	4.416051e-13	-2.639475e-01	2.639475e-01	-2.639475e-01	-2.639475e-01	-2.639475e-01
8.503295097034425e-02	5.000000e+00	9.610084e-01	6.432059e-01	3.216029e-01	6.432059e-01	-4.547474e-13	4.415545e-13	-3.216029e-01	3.216029e-01	-3.216029e-01	-3.216029e-01	-3.216029e-01
8.600951347034425e-02	5.000000e+00	1.149340e+00	7.686419e-01	3.843209e-01	7.686419e-01	-4.547474e-13	4.415034e-13	-3.843209e-01	3.843209e-01	-3.843209e-01	-3.843209e-01	-3.843209e-01
8.698607597034425e-02	5.000000e+00	1.352164e+00	9.037308e-01	4.518654e-01	9.037308e-01	-3.979039e-13	4.414519e-13	-4.518654e-01	4.518654e-01	-4.518654e-01	-4.518654e-01	-4.518654e-01
8.796263847034425e-02	5.000000e+00	1.568718e+00	1.047964e+00	5.239821e-01	1.047964e+00	-3.979039e-13	4.414001e-13	-5.239821e-01	5.239821e-01	-5.239821e-01	-5.239821e-01	-5.239821e-01
8.893920097034425e-02	5.000000e+00	1.798186e+00	1.200799e+00	6.003996e-01	1.200799e+00	-4.547474e-13	4.413478e-13	-6.003996e-01	6.003996e-01	-6.003996e-01	-6.003996e-01	-6.003996e-01
8.991576347034425e-02	5.000000e+00	2.039706e+00	1.361661e+00	6.808303e-01	1.361661e+00	-4.547474e-13	4.412951e-13	-6.808303e-01	6.808303e-01	-6.808303e-01	-6.808303e-01	-6.808303e-01
9.186888847034425e-02	5.000000e+00	2.555219e+00	1.705013e+00	8.525064e-01	1.705013e+00	-4.547474e-13	4.411884e-13	-8.525064e-01	8.525064e-01	-8.525064e-01	-8.525064e-01	-8.525064e-01
9.382201347034425e-02	5.000000e+00	3.107504e+00	2.072856e+00	1.036428e+00	2.072856e+00	-4.547474e-13	4.410800e-13	-1.036428e+00	1.036428e+00	-1.036428e+00	-1.036428e+00	-1.036428e+00
9.675170097034425e-02	5.000000e+00	3.986587e+00	2.658360e+00	1.329180e+00	2.658360e+00	-4.547474e-13	4.409141e-13	-1.329180e+00	1.329180e+00	-1.329180e+00	-1.329180e+00	-1.329180e+00
9.814679025605853e-02	5.000000e+00	4.427461e+00	2.952000e+00	1.476000e+00	2.952000e+00	-4.787799e-13	4.408342e-13	-1.476000e+00	1.476000e+00	-1.476000e+00	-1.476000e+00	-1.476000e+00
9.954187954177282e-02	5.000000e+00	4.864431e+00	3.243039e+00	1.621520e+00	3.243039e+00	-5.164562e-13	4.407531e-13	-1.621520e+00	1.621520e+00	-1.621520e+00	-1.621520e+00	-1.621520e+00
1.009369688274871e-01	5.000000e+00	5.297499e+00	3.531479e+00	1.765740e+00	3.531479e+00	-5.677764e-13	4.406707e-13	-1.765740e+00	1.765740e+00	-1.765740e+00	-1.765740e+00	-1.765740e+00
1.023320581132014e-01	5.000000e+00	5.726662e+00	3.817319e+00	1.908660e+00	3.817319e+00	-6.327403e-13	4.405872e-13	-1.908660e+00	1.908660e+00	-1.908660e+00	-1.908660e+00	-1.908660e+00
1.037271473989157e-01	5.000000e+00	6.151923e+00	4.100559e+00	2.050280e+00	4.100559e+00	-7.113480e-13	4.405025e-13	-2.050280e+00	2.050280e+00	-2.050280e+00	-2.050280e+00	-2.050280e+00
1.051222366846300e-01	5.000000e+00	6.573280e+00	4.381200e+00	2.190600e+00	4.381200e+00	-8.035994e-13	4.404166e-13	-2.190600e+00	2.190600e+00	-2.190600e+00	-2.190600e+00	-2.190600e+00
1.065173259703442e-01	5.000000e+00	6.990734e+00	4.659240e+00	2.329620e+00	4.659240e+00	-9.094947e-13	4.403294e-13	-2.329620e+00	2.329620e+00	-2.329620e+00	-2.329620e+00	-2.329620e+00
1.094470134703442e-01	5.000000e+00	7.796634e+00	5.196002e+00	2.598001e+00	5.196002e+00	-9.094947e-13	4.401395e-13	-2.598001e+00	2.598001e+00	-2.598001e+00	-2.598001e+00	-2.598001e+00
1.123767009703442e-01	5.000000e+00	8.508038e+00	5.669825e+00	2.834912e+00	5.669825e+00	-9.094947e-13	4.399418e-13	-2.834912e+00	2.834912e+00	-2.834912e+00	-2.834912e+00	-2.834912e+00
1.153063884703442e-01	5.000000e+00	9.100909e+00	6.064700e+00	3.032350e+00	6.064700e+00	-9.094947e-13	4.397362e-13	-3.032350e+00	3.032350e+00	-3.032350e+00	-3.032350e+00	-3.032350e+00
1.182360759703442e-01	5.000000e+00	9.555215e+00	6.367286e+00	3.183643e+00	6.367286e+00	-9.094947e-13	4.395228e-13	-3.183643e+00	3.183643e+00	-3.183643e+00	-3.183643e+00	-3.183643e+00
1.211657634703442e-01	5.000000e+00	9.855604e+00	6.567357e+00	3.283678e+00	6.567357e+00	-9.094947e-13	4.393017e-13	-3.283678e+00	3.283678e+00	-3.283678e+00	-3.283678e+00	-3.283678e+00
1.240954509703442e-01	5.000000e+00	9.991927e+00	6.658153e+00	3.329077e+00	6.658153e+00	-9.094947e-13	4.390727e-13	-3.329077e+00	3.329077e+00	-3.329077e+00	-3.329077e+00	-3.329077e+00
1.270251384703442e-01	5.000000e+00	9.959578e+00	6.636607e+00	3.318304e+00	6.636607e+00	-9.094947e-13	4.388360e-13	-3.318304e+00	3.318304e+00	-3.318304e+00	-3.318304e+00	-3.318304e+00
1.299548259703442e-01	5.000000e+00	9.759649e+00	6.503447e+00	3.251724e+00	6.503447e+00	-9.094947e-13	4.385914e-13	-3.251724e+00	3.251724e+00	-3.251724e+00	-3.251724e+00	-3.251724e+00
1.328845134703442e-01	5.000000e+00	9.398896e+00	6.263172e+00	3.131586e+00	6.263172e+00	-9.094947e-13	4.383390e-13	-3.131586e+00	3.131586e+00	-3.131586e+00	-3.131586e+00	-3.131586e+00
1.358142009703442e-01	5.000000e+00	8.889509e+00	5.923900e+00	2.961950e+00	5.923900e+00	-9.094947e-13	4.380788e-13	-2.961950e+00	2.961950e+00	-2.961950e+00	-2.961950e+00	-2.961950e+00
1.387438884703442e-01	5.000000e+00	8.248700e+00	5.497095e+00	2.748548e+00	5.497095e+00	-9.094947e-13	4.378108e-13	-2.748548e+00	2.748548e+00	-2.748548e+00	-2.748548e+00	-2.748548e+00
1.416735759703442e-01	5.000000e+00	7.498120e+00	4.997180e+00	2.498590e+00	4.997180e+00	-9.094947e-13	4.375350e-13	-2.498590e+00	2.498590e+00	-2.498590e+00	-2.498590e+00	-2.498590e+00
1.432081741846300e-01	5.000000e+00	7.058711e+00	4.704516e+00	2.352258e+00	4.704516e+00	-8.633582e-13	4.373868e-13	-2.352258e+00	2.352258e+00	-2.352258e+00	-2.352258e+00	-2.352258e+00
1.447427723989157e-01	5.000000e+00	6.610813e+00	4.406198e+00	2.203099e+00	4.406198e+00	-8.109458e-13	4.372370e-13	-2.203099e+00	2.203099e+00	-2.203099e+00	-2.203099e+00	-2.203099e+00
1.462773706132014e-01	5.000000e+00	6.154425e+00	4.102226e+00	2.051113e+00	4.102226e+00	-7.522577e-13	4.370854e-13	-2.051113e+00	2.051113e+00	-2.051113e+00	-2.051113e+00	-2.051113e+00
1.478119688274871e-01	5.000000e+00	5.689547e+00	3.792599e+00	1.896299e+00	3.792599e+00	-6.872938e-13	4.369322e-13	-1.896299e+00	1.896299e+00	-1.896299e+00	-1.896299e+00	-1.896299e+00
1.493465670417728e-01	5.000000e+00	5.216180e+00	3.477318e+00	1.738659e+00	3.477318e+00	-6.160541e-13	4.367773e-13	-1.738659e+00	1.738659e+00	-1.738659e+00	-1.738659e+00	-1.738659e+00
1.508811652560585e-01	5.000000e+00	4.734323e+00	3.156382e+00	1.578191e+00	3.156382e+00	-5.385386e-13	4.366207e-13	-1.578191e+00	1.578191e+00	-1.578191e+00	-1.578191e+00	-1.578191e+00
1.524157634703442e-01	5.000000e+00	4.243977e+00	2.829792e+00	1.414896e+00	2.829792e+00	-4.547474e-13	4.364625e-13	-1.414896e+00	1.414896e+00	-1.414896e+00	-1.414896e+00	-1.414896e+00
1.553454509703442e-01	5.000000e+00	3.352072e+00	2.235749e+00	1.117874e+00	2.235749e+00	-4.547474e-13	4.361587e-13	-1.117874e+00	1.117874e+00	-1.117874e+00	-1.117874e+00	-1.117874e+00
1.572985759703442e-01	5.000000e+00	2.786610e+00	1.859128e+00	9.295642e-01	1.859128e+00	-4.547474e-13	4.359540e-13	-9.295642e-01	9.295642e-01	-9.295642e-01	-9.295642e-01	-9.295642e-01
1.592517009703442e-01	5.000000e+00	2.254439e+00	1.504682e+00	7.523409e-01	1.504682e+00	-4.547474e-13	4.357476e-13	-7.523409e-01	7.523409e-01	-7.523409e-01	-7.523409e-01	-7.523409e-01
1.602282634703442e-01	5.000000e+00	2.003362e+00	1.337455e+00	6.687274e-01	1.337455e+00	-4.547474e-13	4.356437e-13	-6.687274e-01	6.687274e-01	-6.687274e-01	-6.687274e-01	-6.687274e-01
1.612048259703442e-01	5.000000e+00	1.763564e+00	1.177740e+00	5.888699e-01	1.177740e+00	-4.547474e-13	4.355394e-13	-5.888699e-01	5.888699e-01	-5.888699e-01	-5.888699e-01	-5.888699e-01
1.621813884703442e-01	5.000000e+00	1.535947e+00	1.026138e+00	5.130690e-01	1.026138e+00	-3.979039e-13	4.354347e-13	-5.130690e-01	5.130690e-01	-5.130690e-01	-5.130690e-01	-5.130690e-01
1.631579509703442e-01	5.000000e+00	1.321368e+00	8.832199e-01	4.416099e-01	8.832199e-01	-3.979039e-13	4.353296e-13	-4.416099e-01	4.416099e-01	-4.416099e-01	-4.416099e-01	-4.416099e-01
1.641345134703442e-01	5.000000e+00	1.120635e+00	7.495235e-01	3.747618e-01	7.495235e-01	-4.547474e-13	4.352241e-13	-3.747618e-01	3.747618e-01	-3.747618e-01	-3.747618e-01	-3.747618e-01
1.651110759703442e-01	5.000000e+00	9.345026e-01	6.255521e-01	3.127760e-01	6.255521e-01	-4.547474e-13	4.351182e-13	-3.127760e-01	3.127760e-01	-3.127760e-01	-3.127760e-01	-3.127760e-01
1.660876384703442e-01	5.000000e+00	7.636718e-01	5.117720e-01	2.558860e-01	5.117720e-01	-4.831691e-13	4.350119e-13	-2.558860e-01	2.558860e-01	-2.558860e-01	-2.558860e-01	-2.558860e-01
1.670642009703442e-01	5.000000e+00	6.087856e-01	4.086117e-01	2.043058e-01	4.086117e-01	-4.831691e-13	4.349050e-13	-2.043058e-01	2.043058e-01	-2.043058e-01	-2.043058e-01	-2.043058e-01
1.680407634703442e-01	5.000000e+00	4.704269e-01	3.164594e-01	1.582297e-01	3.164594e-01	-4.405365e-13	4.347978e-13	-1.582297e-01	1.582297e-01	-1.582297e-01	-1.582297e-01	-1.582297e-01
1.690173259703442e-01	5.000000e+00	3.491166e-01	2.356619e-01	1.178309e-01	2.356619e-01	-4.263256e-13	4.346901e-13	-1.178309e-01	1.178309e-01	-1.178309e-01	-1.178309e-01	-1.178309e-01
1.699938884703442e-01	5.000000e+00	2.453111e-01	1.665233e-01	8.326165e-02	1.665233e-01	-4.334311e-13	4.345820e-13	-8.326165e-02	8.326165e-02	-8.326165e-02	-8.326165e-02	-8.326165e-02
1.709704509703442e-01	5.000000e+00	1.594011e-01	1.093039e-01	5.465196e-02	1.093039e-01	-4.405365e-13	4.344735e-13	-5.465196e-02	5.465196e-02	-5.465196e-02	-5.465196e-02	-5.465196e-02
1.719470134703442e-01	5.000000e+00	9.171015e-02	6.421905e-02	3.210953e-02	6.421905e-02	-4.369838e-13	4.343645e-13	-3.210953e-02	3.210953e-02	-3.210953e-02	-3.210953e-02	-3.210953e-02
1.729235759703442e-01	5.000000e+00	4.249284e-02	3.143838e-02	1.571919e-02	3.143838e-02	-4.334311e-13	4.342552e-13	-1.571919e-02	1.571919e-02	-1.571919e-02	-1.571919e-02	-1.571919e-02
1.739001384703442e-01	5.000000e+00	1.193446e-02	1.108530e-02	5.542651e-03	1.108530e-02	-4.336947e-13	4.341454e-13	-5.542651e-03	5.542651e-03	-5.542651e-03	-5.542651e-03	-5.542651e-03
1.748767009703442e-01	5.000000e+00	1.500434e-04	3.236413e-03	1.618207e-03	3.236413e-03	-4.338752e-13	4.340352e-13	-1.618207e-03	1.618207e-03	-1.618207e-03	-1.618207e-03	-1.618207e-03
1.758532634703442e-01	5.000000e+00	7.183929e-03	7.921258e-03	3.960629e-03	7.921258e-03	-4.331674e-13	4.339247e-13	-3.960629e-03	3.960629e-03	-3.960629e-03	-3.960629e-03	-3.960629e-03
1.768298259703442e-01	5.000000e+00	3.300965e-02	2.512220e-02	1.256110e-02	2.512220e-02	-4.329870e-13	4.338137e-13	-1.256110e-02	1.256110e-02	-1.256110e-02	-1.256110e-02	-1.256110e-02
1.778063884703442e-01	5.000000e+00	7.753000e-02	5.477451e-02	2.738725e-02	5.477451e-02	-4.369838e-13	4.337023e-13	-2.738725e-02	2.738725e-02	-2.738725e-02	-2.738725e-02	-2.738725e-02
1.787829509703442e-01	5.000000e+00	1.405774e-01	9.676657e-02	4.838328e-02	9.676657e-02	-4.334311e-13	4.335904e-13	-4.838328e-02	4.838328e-02	-4.838328e-02	-4.838328e-02	-4.838328e-02
1.797595134703442e-01	5.000000e+00	2.219146e-01	1.509403e-01	7.547016e-02	1.509403e-01	-4.263256e-13	4.334782e-13	-7.547016e-02	7.547016e-02	-7.547016e-02	-7.547016e-02	-7.547016e-02
1.807360759703442e-01	5.000000e+00	3.212354e-01	2.170919e-01	1.085460e-01	2.170919e-01	-4.405365e-13	4.333655e-13	-1.085460e-01	1.085460e-01	-1.085460e-01	-1.085460e-01	-1.085460e-01
1.817126384703442e-01	5.000000e+00	4.381661e-01	2.949723e-01	1.474862e-01	2.949723e-01	-4.547474e-13	4.332524e-13	-1.474862e-01	1.474862e-01	-1.474862e-01	-1.474862e-01	-1.474862e-01
1.826892009703442e-01	5.000000e+00	5.722664e-01	3.842884e-01	1.921442e-01	3.842884e-01	-4.547474e-13	4.331389e-13	-1.921442e-01	1.921442e-01	-1.921442e-01	-1.921442e-01	-1.921442e-01
1.836657634703442e-01	5.000000e+00	7.230317e-01	4.847041e-01	2.423520e-01	4.847041e-01	-4.547474e-13	4.330250e-13	-2.423520e-01	2.423520e-01	-2.423520e-01	-2.423520e-01	-2.423520e-01
1.846423259703442e-01	5.000000e+00	8.898946e-01	5.958413e-01	2.979207e-01	5.958413e-01	-4.547474e-13	4.329106e-13	-2.979207e-01	2.979207e-01	-2.979207e-01	-2.979207e-01	-2.979207e-01
1.856188884703442e-01	5.000000e+00	1.072227e+00	7.172819e-01	3.586409e-01	7.172819e-01	-4.547474e-13	4.327958e-13	-3.586409e-01	3.586409e-01	-3.586409e-01	-3.586409e-01	-3.586409e-01
1.865954509703442e-01	5.000000e+00	1.269343e+00	8.485687e-01	4.242843e-01	8.485687e-01	-4.547474e-13	4.326806e-13	-4.242843e-01	4.242843e-01	-4.242843e-01	-4.242843e-01	-4.242843e-01
1.875720134703442e-01	5.000000e+00	1.480500e+00	9.892075e-01	4.946038e-01	9.892075e-01	-3.979039e-13	4.325649e-13	-4.946038e-01	4.946038e-01	-4.946038e-01	-4.946038e-01	-4.946038e-01
