time	V(n002)	V(n001)	V(n003)	I(R2)	I(R1)	I(V2)	I(V1)
6.289782634703442e-01	9.689219e-01	1.968922e+00	9.840051e-01	9.840051e-01	9.840051e-01	-9.840051e-01	-9.840051e-01
6.309313884703442e-01	9.313548e-01	1.931355e+00	9.652393e-01	9.652393e-01	9.652393e-01	-9.652393e-01	-9.652393e-01
6.328845134703442e-01	8.797793e-01	1.879779e+00	9.394758e-01	9.394758e-01	9.394758e-01	-9.394758e-01	-9.394758e-01
6.348376384703442e-01	8.149711e-01	1.814971e+00	9.071021e-01	9.071021e-01	9.071021e-01	-9.071021e-01	-9.071021e-01
6.367907634703442e-01	7.379049e-01	1.737905e+00	8.686053e-01	8.686053e-01	8.686053e-01	-8.686053e-01	-8.686053e-01
6.387438884703442e-01	6.497400e-01	1.649740e+00	8.245643e-01	8.245643e-01	8.245643e-01	-8.245643e-01	-8.245643e-01
6.406970134703442e-01	5.518024e-01	1.551802e+00	7.756416e-01	7.756416e-01	7.756416e-01	-7.756416e-01	-7.756416e-01
6.426501384703442e-01	4.455651e-01	1.445565e+00	7.225729e-01	7.225729e-01	7.225729e-01	-7.225729e-01	-7.225729e-01
6.446032634703442e-01	3.326262e-01	1.332626e+00	6.661566e-01	6.661566e-01	6.661566e-01	-6.661566e-01	-6.661566e-01
6.465563884703442e-01	2.146842e-01	1.214684e+00	6.072411e-01	6.072411e-01	6.072411e-01	-6.072411e-01	-6.072411e-01
6.485095134703442e-01	9.351320e-02	1.093513e+00	5.467126e-01	5.467126e-01	5.467126e-01	-5.467126e-01	-5.467126e-01
6.514392009703442e-01	-9.030447e-02	9.096955e-01	4.548903e-01	4.548903e-01	4.548903e-01	-4.548903e-01	-4.548903e-01
6.533923259703442e-01	-2.115359e-01	7.884641e-01	3.943316e-01	3.943316e-01	3.943316e-01	-3.943316e-01	-3.943316e-01
6.553454509703442e-01	-3.295856e-01	6.704144e-01	3.353623e-01	3.353623e-01	3.353623e-01	-3.353623e-01	-3.353623e-01
6.572985759703442e-01	-4.426780e-01	5.573220e-01	2.788693e-01	2.788693e-01	2.788693e-01	-2.788693e-01	-2.788693e-01
6.592517009703442e-01	-5.491121e-01	4.508879e-01	2.257023e-01	2.257023e-01	2.257023e-01	-2.257023e-01	-2.257023e-01
6.602282634703442e-01	-5.993275e-01	4.006725e-01	2.006182e-01	2.006182e-01	2.006182e-01	-2.006182e-01	-2.006182e-01
6.612048259703442e-01	-6.472871e-01	3.527129e-01	1.766610e-01	1.766610e-01	1.766610e-01	-1.766610e-01	-1.766610e-01
6.621813884703442e-01	-6.928105e-01	3.071895e-01	1.539207e-01	1.539207e-01	1.539207e-01	-1.539207e-01	-1.539207e-01
6.631579509703442e-01	-7.357263e-01	2.642737e-01	1.324830e-01	1.324830e-01	1.324830e-01	-1.324830e-01	-1.324830e-01
6.641345134703442e-01	-7.758730e-01	2.241270e-01	1.124285e-01	1.124285e-01	1.124285e-01	-1.124285e-01	-1.124285e-01
6.651110759703442e-01	-8.130995e-01	1.869005e-01	9.383281e-02	9.383281e-02	9.383281e-02	-9.383281e-02	-9.383281e-02
6.660876384703442e-01	-8.472657e-01	1.527344e-01	7.676580e-02	7.676580e-02	7.676580e-02	-7.676580e-02	-7.676580e-02
6.670642009703442e-01	-8.782429e-01	1.217571e-01	6.129175e-02	6.129175e-02	6.129175e-02	-6.129175e-02	-6.129175e-02
6.680407634703442e-01	-9.059146e-01	9.408540e-02	4.746890e-02	4.746890e-02	4.746890e-02	-4.746890e-02	-4.746890e-02
6.690173259703442e-01	-9.301767e-01	6.982332e-02	3.534928e-02	3.534928e-02	3.534928e-02	-3.534928e-02	-3.534928e-02
6.699938884703442e-01	-9.509378e-01	4.906221e-02	2.497850e-02	2.497850e-02	2.497850e-02	-2.497850e-02	-2.497850e-02
6.709704509703442e-01	-9.681197e-01	3.188023e-02	1.639559e-02	1.639559e-02	1.639559e-02	-1.639559e-02	-1.639559e-02
6.719470134703442e-01	-9.816580e-01	1.834203e-02	9.632857e-03	9.632857e-03	9.632857e-03	-9.632857e-03	-9.632857e-03
6.729235759703442e-01	-9.915015e-01	8.498567e-03	4.715757e-03	4.715757e-03	4.715757e-03	-4.715757e-03	-4.715757e-03
6.739001384703442e-01	-9.976131e-01	2.386893e-03	1.662795e-03	1.662795e-03	1.662795e-03	-1.662795e-03	-1.662795e-03
6.748767009703442e-01	-9.999700e-01	3.000868e-05	4.854620e-04	4.854620e-04	4.854620e-04	-4.854620e-04	-4.854620e-04
6.758532634703442e-01	-9.985632e-01	1.436786e-03	1.188189e-03	1.188189e-03	1.188189e-03	-1.188189e-03	-1.188189e-03
6.768298259703442e-01	-9.933981e-01	6.601929e-03	3.768330e-03	3.768330e-03	3.768330e-03	-3.768330e-03	-3.768330e-03
6.778063884703442e-01	-9.844940e-01	1.550600e-02	8.216176e-03	8.216176e-03	8.216176e-03	-8.216176e-03	-8.216176e-03
6.787829509703442e-01	-9.718845e-01	2.811548e-02	1.451498e-02	1.451498e-02	1.451498e-02	-1.451498e-02	-1.451498e-02
6.797595134703442e-01	-9.556171e-01	4.438292e-02	2.264105e-02	2.264105e-02	2.264105e-02	-2.264105e-02	-2.264105e-02
6.807360759703442e-01	-9.357529e-01	6.424708e-02	3.256379e-02	3.256379e-02	3.256379e-02	-3.256379e-02	-3.256379e-02
6.817126384703442e-01	-9.123668e-01	8.763321e-02	4.424585e-02	4.424585e-02	4.424585e-02	-4.424585e-02	-4.424585e-02
6.826892009703442e-01	-8.855467e-01	1.144533e-01	5.764326e-02	5.764326e-02	5.764326e-02	-5.764326e-02	-5.764326e-02
6.836657634703442e-01	-8.553936e-01	1.446063e-01	7.270561e-02	7.270561e-02	7.270561e-02	-7.270561e-02	-7.270561e-02
6.846423259703442e-01	-8.220211e-01	1.779789e-01	8.937620e-02	8.937620e-02	8.937620e-02	-8.937620e-02	-8.937620e-02
6.856188884703442e-01	-7.855546e-01	2.144454e-01	1.075923e-01	1.075923e-01	1.075923e-01	-1.075923e-01	-1.075923e-01
6.865954509703442e-01	-7.461315e-01	2.538685e-01	1.272853e-01	1.272853e-01	1.272853e-01	-1.272853e-01	-1.272853e-01
6.875720134703442e-01	-7.039001e-01	2.960999e-01	1.483811e-01	1.483811e-01	1.483811e-01	-1.483811e-01	-1.483811e-01
6.885485759703442e-01	-6.590194e-01	3.409806e-01	1.708004e-01	1.708004e-01	1.708004e-01	-1.708004e-01	-1.708004e-01
6.895251384703442e-01	-6.116582e-01	3.883418e-01	1.944586e-01	1.944586e-01	1.944586e-01	-1.944586e-01	-1.944586e-01
6.914782634703442e-01	-5.102165e-01	4.897835e-01	2.451318e-01	2.451318e-01	2.451318e-01	-2.451318e-01	-2.451318e-01
6.934313884703442e-01	-4.011006e-01	5.988994e-01	2.996384e-01	2.996384e-01	2.996384e-01	-2.996384e-01	-2.996384e-01
6.953845134703442e-01	-2.859518e-01	7.140482e-01	3.571586e-01	3.571586e-01	3.571586e-01	-3.571586e-01	-3.571586e-01
6.973376384703442e-01	-1.665020e-01	8.334979e-01	4.168273e-01	4.168273e-01	4.168273e-01	-4.168273e-01	-4.168273e-01
6.992907634703442e-01	-4.454790e-02	9.554521e-01	4.777470e-01	4.777470e-01	4.777470e-01	-4.777470e-01	-4.777470e-01
7.012438884703442e-01	7.807627e-02	1.078076e+00	5.390014e-01	5.390014e-01	5.390014e-01	-5.390014e-01	-5.390014e-01
7.031970134703442e-01	1.995261e-01	1.199526e+00	5.996692e-01	5.996692e-01	5.996692e-01	-5.996692e-01	-5.996692e-01
7.051501384703442e-01	3.179749e-01	1.317975e+00	6.588379e-01	6.588379e-01	6.588379e-01	-6.588379e-01	-6.588379e-01
7.071032634703442e-01	4.316410e-01	1.431641e+00	7.156174e-01	7.156174e-01	7.156174e-01	-7.156174e-01	-7.156174e-01
7.090563884703442e-01	5.388149e-01	1.538815e+00	7.691540e-01	7.691540e-01	7.691540e-01	-7.691540e-01	-7.691540e-01
7.110095134703442e-01	6.378844e-01	1.637884e+00	8.186421e-01	8.186421e-01	8.186421e-01	-8.186421e-01	-8.186421e-01
7.129626384703442e-01	7.273597e-01	1.727360e+00	8.633376e-01	8.633376e-01	8.633376e-01	-8.633376e-01	-8.633376e-01
7.149157634703442e-01	8.058947e-01	1.805895e+00	9.025682e-01	9.025682e-01	9.025682e-01	-9.025682e-01	-9.025682e-01
7.168688884703442e-01	8.723083e-01	1.872308e+00	9.357437e-01	9.357437e-01	9.357437e-01	-9.357437e-01	-9.357437e-01
7.188220134703442e-01	9.256016e-01	1.925602e+00	9.623653e-01	9.623653e-01	9.623653e-01	-9.623653e-01	-9.623653e-01
7.207751384703442e-01	9.649730e-01	1.964973e+00	9.820325e-01	9.820325e-01	9.820325e-01	-9.820325e-01	-9.820325e-01
7.227282634703442e-01	9.898303e-01	1.989830e+00	9.944494e-01	9.944494e-01	9.944494e-01	-9.944494e-01	-9.944494e-01
7.246813884703442e-01	9.997996e-01	1.999800e+00	9.994295e-01	9.994295e-01	9.994295e-01	-9.994295e-01	-9.994295e-01
7.266345134703442e-01	9.947310e-01	1.994731e+00	9.968975e-01	9.968975e-01	9.968975e-01	-9.968975e-01	-9.968975e-01
7.285876384703442e-01	9.747007e-01	1.974701e+00	9.868918e-01	9.868918e-01	9.868918e-01	-9.868918e-01	-9.868918e-01
7.305407634703442e-01	9.400101e-01	1.940010e+00	9.695628e-01	9.695628e-01	9.695628e-01	-9.695628e-01	-9.695628e-01
7.324938884703442e-01	8.911808e-01	1.891181e+00	9.451711e-01	9.451711e-01	9.451711e-01	-9.451711e-01	-9.451711e-01
7.344470134703442e-01	8.289473e-01	1.828947e+00	9.140837e-01	9.140837e-01	9.140837e-01	-9.140837e-01	-9.140837e-01
7.364001384703442e-01	7.542456e-01	1.754246e+00	8.767680e-01	8.767680e-01	8.767680e-01	-8.767680e-01	-8.767680e-01
7.383532634703442e-01	6.681995e-01	1.668200e+00	8.337854e-01	8.337854e-01	8.337854e-01	-8.337854e-01	-8.337854e-01
7.403063884703442e-01	5.721030e-01	1.572103e+00	7.857823e-01	7.857823e-01	7.857823e-01	-7.857823e-01	-7.857823e-01
7.422595134703442e-01	4.674015e-01	1.467402e+00	7.334808e-01	7.334808e-01	7.334808e-01	-7.334808e-01	-7.334808e-01
7.442126384703442e-01	3.556698e-01	1.355670e+00	6.776676e-01	6.776676e-01	6.776676e-01	-6.776676e-01	-6.776676e-01
7.461657634703442e-01	2.385886e-01	1.238589e+00	6.191821e-01	6.191821e-01	6.191821e-01	-6.191821e-01	-6.191821e-01
7.481188884703442e-01	1.179187e-01	1.117919e+00	5.589039e-01	5.589039e-01	5.589039e-01	-5.589039e-01	-5.589039e-01
7.500720134703442e-01	-4.524725e-03	9.954753e-01	4.977398e-01	4.977398e-01	4.977398e-01	-4.977398e-01	-4.977398e-01
7.520251384703442e-01	-1.269001e-01	8.730999e-01	4.366096e-01	4.366096e-01	4.366096e-01	-4.366096e-01	-4.366096e-01
7.539782634703442e-01	-2.473668e-01	7.526332e-01	3.764330e-01	3.764330e-01	3.764330e-01	-3.764330e-01	-3.764330e-01
7.559313884703442e-01	-3.641129e-01	6.358871e-01	3.181148e-01	3.181148e-01	3.181148e-01	-3.181148e-01	-3.181148e-01
7.578845134703442e-01	-4.753824e-01	5.246176e-01	2.625325e-01	2.625325e-01	2.625325e-01	-2.625325e-01	-2.625325e-01
7.598376384703442e-01	-5.795016e-01	4.204984e-01	2.105218e-01	2.105218e-01	2.105218e-01	-2.105218e-01	-2.105218e-01
7.608142009703442e-01	-6.283857e-01	3.716143e-01	1.861028e-01	1.861028e-01	1.861028e-01	-1.861028e-01	-1.861028e-01
7.617907634703442e-01	-6.749047e-01	3.250953e-01	1.628652e-01	1.628652e-01	1.628652e-01	-1.628652e-01	-1.628652e-01
7.627673259703442e-01	-7.188835e-01	2.811165e-01	1.408965e-01	1.408965e-01	1.408965e-01	-1.408965e-01	-1.408965e-01
7.637438884703442e-01	-7.601565e-01	2.398435e-01	1.202794e-01	1.202794e-01	1.202794e-01	-1.202794e-01	-1.202794e-01
7.647204509703442e-01	-7.985685e-01	2.014315e-01	1.010914e-01	1.010914e-01	1.010914e-01	-1.010914e-01	-1.010914e-01
7.656970134703442e-01	-8.339749e-01	1.660251e-01	8.340491e-02	8.340491e-02	8.340491e-02	-8.340491e-02	-8.340491e-02
7.666735759703442e-01	-8.662424e-01	1.337576e-01	6.728635e-02	6.728635e-02	6.728635e-02	-6.728635e-02	-6.728635e-02
7.676501384703442e-01	-8.952495e-01	1.047505e-01	5.279643e-02	5.279643e-02	5.279643e-02	-5.279643e-02	-5.279643e-02
7.686267009703442e-01	-9.208872e-01	7.911285e-02	3.998968e-02	3.998968e-02	3.998968e-02	-3.998968e-02	-3.998968e-02
7.696032634703442e-01	-9.430588e-01	5.694124e-02	2.891430e-02	2.891430e-02	2.891430e-02	-2.891430e-02	-2.891430e-02
7.705798259703442e-01	-9.616809e-01	3.831909e-02	1.961199e-02	1.961199e-02	1.961199e-02	-1.961199e-02	-1.961199e-02
7.715563884703442e-01	-9.766835e-01	2.331649e-02	1.211775e-02	1.211775e-02	1.211775e-02	-1.211775e-02	-1.211775e-02
7.725329509703442e-01	-9.880101e-01	1.198990e-02	6.459781e-03	6.459781e-03	6.459781e-03	-6.459781e-03	-6.459781e-03
7.735095134703442e-01	-9.956180e-01	4.381960e-03	2.659390e-03	2.659390e-03	2.659390e-03	-2.659390e-03	-2.659390e-03
7.744860759703442e-01	-9.994787e-01	5.213026e-04	7.308778e-04	7.308778e-04	7.308778e-04	-7.308778e-04	-7.308778e-04
7.754626384703442e-01	-9.995775e-01	4.224571e-04	6.815016e-04	6.815016e-04	6.815016e-04	-6.815016e-04	-6.815016e-04
7.764392009703442e-01	-9.959142e-01	4.085796e-03	2.511448e-03	2.511448e-03	2.511448e-03	-2.511448e-03	-2.511448e-03
7.774157634703442e-01	-9.885024e-01	1.149753e-02	6.213828e-03	6.213828e-03	6.213828e-03	-6.213828e-03	-6.213828e-03
7.783923259703442e-01	-9.773703e-01	2.262977e-02	1.177471e-02	1.177471e-02	1.177471e-02	-1.177471e-02	-1.177471e-02
7.793688884703442e-01	-9.625594e-01	3.744060e-02	1.917316e-02	1.917316e-02	1.917316e-02	-1.917316e-02	-1.917316e-02
7.803454509703442e-01	-9.441257e-01	5.587430e-02	2.838133e-02	2.838133e-02	2.838133e-02	-2.838133e-02	-2.838133e-02
7.813220134703442e-01	-9.221385e-01	7.786147e-02	3.936457e-02	3.936457e-02	3.936457e-02	-3.936457e-02	-3.936457e-02
7.822985759703442e-01	-8.966807e-01	1.033194e-01	5.208154e-02	5.208154e-02	5.208154e-02	-5.208154e-02	-5.208154e-02
7.832751384703442e-01	-8.678479e-01	1.321521e-01	6.648437e-02	6.648437e-02	6.648437e-02	-6.648437e-02	-6.648437e-02
7.842517009703442e-01	-8.357487e-01	1.642513e-01	8.251886e-02	8.251886e-02	8.251886e-02	-8.251886e-02	-8.251886e-02
7.852282634703442e-01	-8.005039e-01	1.994961e-01	1.001246e-01	1.001246e-01	1.001246e-01	-1.001246e-01	-1.001246e-01
7.862048259703442e-01	-7.622463e-01	2.377537e-01	1.192355e-01	1.192355e-01	1.192355e-01	-1.192355e-01	-1.192355e-01
7.871813884703442e-01	-7.211197e-01	2.788803e-01	1.397794e-01	1.397794e-01	1.397794e-01	-1.397794e-01	-1.397794e-01
7.881579509703442e-01	-6.772790e-01	3.227210e-01	1.616791e-01	1.616791e-01	1.616791e-01	-1.616791e-01	-1.616791e-01
7.891345134703442e-01	-6.308891e-01	3.691109e-01	1.848523e-01	1.848523e-01	1.848523e-01	-1.848523e-01	-1.848523e-01
7.901110759703442e-01	-5.821248e-01	4.178752e-01	2.092115e-01	2.092115e-01	2.092115e-01	-2.092115e-01	-2.092115e-01
7.920642009703442e-01	-4.782149e-01	5.217851e-01	2.611175e-01	2.611175e-01	2.611175e-01	-2.611175e-01	-2.611175e-01
7.940173259703442e-01	-3.671122e-01	6.328878e-01	3.166166e-01	3.166166e-01	3.166166e-01	-3.166166e-01	-3.166166e-01
7.959704509703442e-01	-2.504877e-01	7.495123e-01	3.748740e-01	3.748740e-01	3.748740e-01	-3.748740e-01	-3.748740e-01
7.979235759703442e-01	-1.300958e-01	8.699042e-01	4.350133e-01	4.350133e-01	4.350133e-01	-4.350133e-01	-4.350133e-01
7.998767009703442e-01	-7.747029e-03	9.922529e-01	4.961301e-01	4.961301e-01	4.961301e-01	-4.961301e-01	-4.961301e-01
8.018298259703442e-01	1.147182e-01	1.114718e+00	5.573052e-01	5.573052e-01	5.573052e-01	-5.573052e-01	-5.573052e-01
8.037829509703442e-01	2.354580e-01	1.235458e+00	6.176182e-01	6.176182e-01	6.176182e-01	-6.176182e-01	-6.176182e-01
8.057360759703442e-01	3.526563e-01	1.352656e+00	6.761622e-01	6.761622e-01	6.761622e-01	-6.761622e-01	-6.761622e-01
8.076892009703442e-01	4.645503e-01	1.464550e+00	7.320566e-01	7.320566e-01	7.320566e-01	-7.320566e-01	-7.320566e-01
8.096423259703442e-01	5.694571e-01	1.569457e+00	7.844606e-01	7.844606e-01	7.844606e-01	-7.844606e-01	-7.844606e-01
8.115954509703442e-01	6.657986e-01	1.665799e+00	8.325861e-01	8.325861e-01	8.325861e-01	-8.325861e-01	-8.325861e-01
8.135485759703442e-01	7.521260e-01	1.752126e+00	8.757091e-01	8.757091e-01	8.757091e-01	-8.757091e-01	-8.757091e-01
8.155017009703442e-01	8.271406e-01	1.827141e+00	9.131812e-01	9.131812e-01	9.131812e-01	-9.131812e-01	-9.131812e-01
8.174548259703442e-01	8.897144e-01	1.889714e+00	9.444386e-01	9.444386e-01	9.444386e-01	-9.444386e-01	-9.444386e-01
8.194079509703442e-01	9.389059e-01	1.938906e+00	9.690112e-01	9.690112e-01	9.690112e-01	-9.690112e-01	-9.690112e-01
8.213610759703442e-01	9.739755e-01	1.973975e+00	9.865295e-01	9.865295e-01	9.865295e-01	-9.865295e-01	-9.865295e-01
8.233142009703442e-01	9.943955e-01	1.994395e+00	9.967299e-01	9.967299e-01	9.967299e-01	-9.967299e-01	-9.967299e-01
8.252673259703442e-01	9.998589e-01	1.999859e+00	9.994591e-01	9.994591e-01	9.994591e-01	-9.994591e-01	-9.994591e-01
8.272204509703442e-01	9.902835e-01	1.990284e+00	9.946759e-01	9.946759e-01	9.946759e-01	-9.946759e-01	-9.946759e-01
8.291735759703442e-01	9.658134e-01	1.965813e+00	9.824523e-01	9.824523e-01	9.824523e-01	-9.824523e-01	-9.824523e-01
8.311267009703442e-01	9.268165e-01	1.926816e+00	9.629722e-01	9.629722e-01	9.629722e-01	-9.629722e-01	-9.629722e-01
8.330798259703442e-01	8.738794e-01	1.873879e+00	9.365286e-01	9.365286e-01	9.365286e-01	-9.365286e-01	-9.365286e-01
8.350329509703442e-01	8.077983e-01	1.807798e+00	9.035192e-01	9.035192e-01	9.035192e-01	-9.035192e-01	-9.035192e-01
8.369860759703442e-01	7.295672e-01	1.729567e+00	8.644404e-01	8.644404e-01	8.644404e-01	-8.644404e-01	-8.644404e-01
8.389392009703442e-01	6.403628e-01	1.640363e+00	8.198801e-01	8.198801e-01	8.198801e-01	-8.198801e-01	-8.198801e-01
8.408923259703442e-01	5.415267e-01	1.541527e+00	7.705085e-01	7.705085e-01	7.705085e-01	-7.705085e-01	-7.705085e-01
8.428454509703442e-01	4.345455e-01	1.434546e+00	7.170683e-01	7.170683e-01	7.170683e-01	-7.170683e-01	-7.170683e-01
8.447985759703442e-01	3.210284e-01	1.321028e+00	6.603631e-01	6.603631e-01	6.603631e-01	-6.603631e-01	-6.603631e-01
8.467517009703442e-01	2.026826e-01	1.202683e+00	6.012460e-01	6.012460e-01	6.012460e-01	-6.012460e-01	-6.012460e-01
8.487048259703442e-01	8.128840e-02	1.081288e+00	5.406060e-01	5.406060e-01	5.406060e-01	-5.406060e-01	-5.406060e-01
8.516345134703442e-01	-1.025191e-01	8.974809e-01	4.487887e-01	4.487887e-01	4.487887e-01	-4.487887e-01	-4.487887e-01
8.535876384703442e-01	-2.235138e-01	7.764862e-01	3.883483e-01	3.883483e-01	3.883483e-01	-3.883483e-01	-3.883483e-01
8.555407634703442e-01	-3.411466e-01	6.588534e-01	3.295872e-01	3.295872e-01	3.295872e-01	-3.295872e-01	-3.295872e-01
8.574938884703442e-01	-4.536483e-01	5.463517e-01	2.733893e-01	2.733893e-01	2.733893e-01	-2.733893e-01	-2.733893e-01
8.594470134703442e-01	-5.593267e-01	4.406733e-01	2.205998e-01	2.205998e-01	2.205998e-01	-2.205998e-01	-2.205998e-01
8.604235759703442e-01	-6.091058e-01	3.908942e-01	1.957337e-01	1.957337e-01	1.957337e-01	-1.957337e-01	-1.957337e-01
8.614001384703442e-01	-6.565923e-01	3.434077e-01	1.720127e-01	1.720127e-01	1.720127e-01	-1.720127e-01	-1.720127e-01
8.623767009703442e-01	-7.016076e-01	2.983924e-01	1.495263e-01	1.495263e-01	1.495263e-01	-1.495263e-01	-1.495263e-01
8.633532634703442e-01	-7.439821e-01	2.560178e-01	1.283589e-01	1.283589e-01	1.283589e-01	-1.283589e-01	-1.283589e-01
8.643298259703442e-01	-7.835566e-01	2.164434e-01	1.085904e-01	1.085904e-01	1.085904e-01	-1.085904e-01	-1.085904e-01
8.653063884703442e-01	-8.201818e-01	1.798182e-01	9.029496e-02	9.029496e-02	9.029496e-02	-9.029496e-02	-9.029496e-02
8.662829509703442e-01	-8.537201e-01	1.462799e-01	7.354160e-02	7.354160e-02	7.354160e-02	-7.354160e-02	-7.354160e-02
8.672595134703442e-01	-8.840452e-01	1.159548e-01	5.839333e-02	5.839333e-02	5.839333e-02	-5.839333e-02	-5.839333e-02
8.682360759703442e-01	-9.110429e-01	8.895709e-02	4.490717e-02	4.490717e-02	4.490717e-02	-4.490717e-02	-4.490717e-02
8.692126384703442e-01	-9.346117e-01	6.538833e-02	3.313387e-02	3.313387e-02	3.313387e-02	-3.313387e-02	-3.313387e-02
8.701892009703442e-01	-9.546628e-01	4.533723e-02	2.311775e-02	2.311775e-02	2.311775e-02	-2.311775e-02	-2.311775e-02
8.711657634703442e-01	-9.711207e-01	2.887926e-02	1.489651e-02	1.489651e-02	1.489651e-02	-1.489651e-02	-1.489651e-02
8.721423259703442e-01	-9.839236e-01	1.607637e-02	8.501094e-03	8.501094e-03	8.501094e-03	-8.501094e-03	-8.501094e-03
8.731188884703442e-01	-9.930233e-01	6.976751e-03	3.955564e-03	3.955564e-03	3.955564e-03	-3.955564e-03	-3.955564e-03
8.740954509703442e-01	-9.983854e-01	1.614645e-03	1.277035e-03	1.277035e-03	1.277035e-03	-1.277035e-03	-1.277035e-03
8.750720134703442e-01	-9.999897e-01	1.023662e-05	4.755853e-04	4.755853e-04	4.755853e-04	-4.755853e-04	-4.755853e-04
8.760485759703442e-01	-9.978305e-01	2.169564e-03	1.554233e-03	1.554233e-03	1.554233e-03	-1.554233e-03	-1.554233e-03
8.770251384703442e-01	-9.919155e-01	8.084499e-03	4.508918e-03	4.508918e-03	4.508918e-03	-4.508918e-03	-4.508918e-03
8.780017009703442e-01	-9.822672e-01	1.773278e-02	9.328519e-03	9.328519e-03	9.328519e-03	-9.328519e-03	-9.328519e-03
8.789782634703442e-01	-9.689219e-01	3.107809e-02	1.599490e-02	1.599490e-02	1.599490e-02	-1.599490e-02	-1.599490e-02
8.799548259703442e-01	-9.519298e-01	4.807021e-02	2.448296e-02	2.448296e-02	2.448296e-02	-2.448296e-02	-2.448296e-02
8.809313884703442e-01	-9.313548e-01	6.864518e-02	3.476077e-02	3.476077e-02	3.476077e-02	-3.476077e-02	-3.476077e-02
8.819079509703442e-01	-9.072744e-01	9.272555e-02	4.678962e-02	4.678962e-02	4.678962e-02	-4.678962e-02	-4.678962e-02
8.828845134703442e-01	-8.797793e-01	1.202207e-01	6.052426e-02	6.052426e-02	6.052426e-02	-6.052426e-02	-6.052426e-02
8.838610759703442e-01	-8.489729e-01	1.510271e-01	7.591299e-02	7.591299e-02	7.591299e-02	-7.591299e-02	-7.591299e-02
8.848376384703442e-01	-8.149711e-01	1.850289e-01	9.289788e-02	9.289788e-02	9.289788e-02	-9.289788e-02	-9.289788e-02
8.858142009703442e-01	-7.779019e-01	2.220981e-01	1.114150e-01	1.114150e-01	1.114150e-01	-1.114150e-01	-1.114150e-01
8.867907634703442e-01	-7.379049e-01	2.620951e-01	1.313947e-01	1.313947e-01	1.313947e-01	-1.313947e-01	-1.313947e-01
8.877673259703442e-01	-6.951306e-01	3.048694e-01	1.527617e-01	1.527617e-01	1.527617e-01	-1.527617e-01	-1.527617e-01
8.887438884703442e-01	-6.497400e-01	3.502600e-01	1.754357e-01	1.754357e-01	1.754357e-01	-1.754357e-01	-1.754357e-01
8.897204509703442e-01	-6.019039e-01	3.980961e-01	1.993312e-01	1.993312e-01	1.993312e-01	-1.993312e-01	-1.993312e-01
8.916735759703442e-01	-4.996240e-01	5.003760e-01	2.504231e-01	2.504231e-01	2.504231e-01	-2.504231e-01	-2.504231e-01
8.936267009703442e-01	-3.898293e-01	6.101707e-01	3.052688e-01	3.052688e-01	3.052688e-01	-3.052688e-01	-3.052688e-01
8.955798259703442e-01	-2.741711e-01	7.258288e-01	3.630434e-01	3.630434e-01	3.630434e-01	-3.630434e-01	-3.630434e-01
8.975329509703442e-01	-1.543892e-01	8.456107e-01	4.228780e-01	4.228780e-01	4.228780e-01	-4.228780e-01	-4.228780e-01
8.994860759703442e-01	-3.228519e-02	9.677148e-01	4.838726e-01	4.838726e-01	4.838726e-01	-4.838726e-01	-4.838726e-01
9.014392009703442e-01	9.030447e-02	1.090304e+00	5.451097e-01	5.451097e-01	5.451097e-01	-5.451097e-01	-5.451097e-01
9.033923259703442e-01	2.115359e-01	1.211536e+00	6.056684e-01	6.056684e-01	6.056684e-01	-6.056684e-01	-6.056684e-01
9.053454509703442e-01	3.295856e-01	1.329586e+00	6.646377e-01	6.646377e-01	6.646377e-01	-6.646377e-01	-6.646377e-01
9.072985759703442e-01	4.426780e-01	1.442678e+00	7.211307e-01	7.211307e-01	7.211307e-01	-7.211307e-01	-7.211307e-01
9.092517009703442e-01	5.491121e-01	1.549112e+00	7.742977e-01	7.742977e-01	7.742977e-01	-7.742977e-01	-7.742977e-01
9.112048259703442e-01	6.472871e-01	1.647287e+00	8.233390e-01	8.233390e-01	8.233390e-01	-8.233390e-01	-8.233390e-01
9.131579509703442e-01	7.357263e-01	1.735726e+00	8.675170e-01	8.675170e-01	8.675170e-01	-8.675170e-01	-8.675170e-01
9.151110759703442e-01	8.130995e-01	1.813100e+00	9.061672e-01	9.061672e-01	9.061672e-01	-9.061672e-01	-9.061672e-01
9.170642009703442e-01	8.782429e-01	1.878243e+00	9.387082e-01	9.387082e-01	9.387082e-01	-9.387082e-01	-9.387082e-01
9.190173259703442e-01	9.301767e-01	1.930177e+00	9.646508e-01	9.646508e-01	9.646508e-01	-9.646508e-01	-9.646508e-01
9.209704509703442e-01	9.681197e-01	1.968120e+00	9.836044e-01	9.836044e-01	9.836044e-01	-9.836044e-01	-9.836044e-01
9.229235759703442e-01	9.915015e-01	1.991501e+00	9.952843e-01	9.952843e-01	9.952843e-01	-9.952843e-01	-9.952843e-01
9.248767009703442e-01	9.999700e-01	1.999970e+00	9.995145e-01	9.995145e-01	9.995145e-01	-9.995145e-01	-9.995145e-01
9.268298259703442e-01	9.933981e-01	1.993398e+00	9.962317e-01	9.962317e-01	9.962317e-01	-9.962317e-01	-9.962317e-01
9.287829509703442e-01	9.718845e-01	1.971884e+00	9.854850e-01	9.854850e-01	9.854850e-01	-9.854850e-01	-9.854850e-01
