time	V(n002)	V(n001)	V(n003)	I(R2)	I(R1)	I(V2)	I(V1)
0.000000000000000e+00	0.000000e+00	1.000000e+00	5.000000e-01	5.000000e-01	5.000000e-01	-5.000000e-01	-5.000000e-01
4.288144243348923e-04	2.697828e-02	1.026978e+00	5.134815e-01	5.134815e-01	5.134815e-01	-5.134815e-01	-5.134815e-01
8.576288486697847e-04	5.389171e-02	1.053892e+00	5.269290e-01	5.269290e-01	5.269290e-01	-5.269290e-01	-5.269290e-01
1.286443273004677e-03	8.074031e-02	1.080740e+00	5.403423e-01	5.403423e-01	5.403423e-01	-5.403423e-01	-5.403423e-01
1.715257697339569e-03	1.075241e-01	1.107524e+00	5.537216e-01	5.537216e-01	5.537216e-01	-5.537216e-01	-5.537216e-01
2.144072121674462e-03	1.342430e-01	1.134243e+00	5.670668e-01	5.670668e-01	5.670668e-01	-5.670668e-01	-5.670668e-01
2.572886546009354e-03	1.608971e-01	1.160897e+00	5.803779e-01	5.803779e-01	5.803779e-01	-5.803779e-01	-5.803779e-01
3.001700970344245e-03	1.874863e-01	1.187486e+00	5.936549e-01	5.936549e-01	5.936549e-01	-5.936549e-01	-5.936549e-01
4.954825970344245e-03	3.063163e-01	1.306316e+00	6.530140e-01	6.530140e-01	6.530140e-01	-6.530140e-01	-6.530140e-01
6.907950970344245e-03	4.205390e-01	1.420539e+00	7.100717e-01	7.100717e-01	7.100717e-01	-7.100717e-01	-7.100717e-01
8.861075970344245e-03	5.284365e-01	1.528436e+00	7.639696e-01	7.639696e-01	7.639696e-01	-7.639696e-01	-7.639696e-01
1.081420097034425e-02	6.283857e-01	1.628386e+00	8.138972e-01	8.138972e-01	8.138972e-01	-8.138972e-01	-8.138972e-01
1.276732597034425e-02	7.188835e-01	1.718884e+00	8.591036e-01	8.591036e-01	8.591036e-01	-8.591036e-01	-8.591036e-01
1.472045097034425e-02	7.985685e-01	1.798568e+00	8.989086e-01	8.989086e-01	8.989086e-01	-8.989086e-01	-8.989086e-01
1.667357597034425e-02	8.662424e-01	1.866242e+00	9.327136e-01	9.327136e-01	9.327136e-01	-9.327136e-01	-9.327136e-01
1.862670097034425e-02	9.208872e-01	1.920887e+00	9.600103e-01	9.600103e-01	9.600103e-01	-9.600103e-01	-9.600103e-01
2.057982597034425e-02	9.616809e-01	1.961681e+00	9.803880e-01	9.803880e-01	9.803880e-01	-9.803880e-01	-9.803880e-01
2.253295097034425e-02	9.880101e-01	1.988010e+00	9.935402e-01	9.935402e-01	9.935402e-01	-9.935402e-01	-9.935402e-01
2.448607597034425e-02	9.994787e-01	1.999479e+00	9.992691e-01	9.992691e-01	9.992691e-01	-9.992691e-01	-9.992691e-01
2.643920097034425e-02	9.959142e-01	1.995914e+00	9.974886e-01	9.974886e-01	9.974886e-01	-9.974886e-01	-9.974886e-01
2.839232597034425e-02	9.773703e-01	1.977370e+00	9.882253e-01	9.882253e-01	9.882253e-01	-9.882253e-01	-9.882253e-01
3.034545097034425e-02	9.441257e-01	1.944126e+00	9.716187e-01	9.716187e-01	9.716187e-01	-9.716187e-01	-9.716187e-01
3.229857597034425e-02	8.966807e-01	1.896681e+00	9.479184e-01	9.479184e-01	9.479184e-01	-9.479184e-01	-9.479184e-01
3.425170097034425e-02	8.357487e-01	1.835749e+00	9.174811e-01	9.174811e-01	9.174811e-01	-9.174811e-01	-9.174811e-01
3.620482597034425e-02	7.622463e-01	1.762246e+00	8.807645e-01	8.807645e-01	8.807645e-01	-8.807645e-01	-8.807645e-01
3.815795097034425e-02	6.772790e-01	1.677279e+00	8.383209e-01	8.383209e-01	8.383209e-01	-8.383209e-01	-8.383209e-01
4.011107597034425e-02	5.821248e-01	1.582125e+00	7.907885e-01	7.907885e-01	7.907885e-01	-7.907885e-01	-7.907885e-01
4.206420097034425e-02	4.782149e-01	1.478215e+00	7.388824e-01	7.388824e-01	7.388824e-01	-7.388824e-01	-7.388824e-01
4.401732597034425e-02	3.671122e-01	1.367112e+00	6.833833e-01	6.833833e-01	6.833833e-01	-6.833833e-01	-6.833833e-01
4.597045097034425e-02	2.504877e-01	1.250488e+00	6.251261e-01	6.251261e-01	6.251261e-01	-6.251261e-01	-6.251261e-01
4.792357597034425e-02	1.300958e-01	1.130096e+00	5.649867e-01	5.649867e-01	5.649867e-01	-5.649867e-01	-5.649867e-01
4.987670097034425e-02	7.747029e-03	1.007747e+00	5.038699e-01	5.038699e-01	5.038699e-01	-5.038699e-01	-5.038699e-01
5.182982597034425e-02	-1.147182e-01	8.852817e-01	4.426948e-01	4.426948e-01	4.426948e-01	-4.426948e-01	-4.426948e-01
5.378295097034425e-02	-2.354580e-01	7.645420e-01	3.823818e-01	3.823818e-01	3.823818e-01	-3.823818e-01	-3.823818e-01
5.573607597034425e-02	-3.526563e-01	6.473437e-01	3.238378e-01	3.238378e-01	3.238378e-01	-3.238378e-01	-3.238378e-01
5.768920097034425e-02	-4.645503e-01	5.354497e-01	2.679434e-01	2.679434e-01	2.679434e-01	-2.679434e-01	-2.679434e-01
5.964232597034425e-02	-5.694571e-01	4.305429e-01	2.155394e-01	2.155394e-01	2.155394e-01	-2.155394e-01	-2.155394e-01
6.061888847034425e-02	-6.187924e-01	3.812076e-01	1.908949e-01	1.908949e-01	1.908949e-01	-1.908949e-01	-1.908949e-01
6.159545097034425e-02	-6.657986e-01	3.342014e-01	1.674139e-01	1.674139e-01	1.674139e-01	-1.674139e-01	-1.674139e-01
6.257201347034425e-02	-7.102990e-01	2.897010e-01	1.451847e-01	1.451847e-01	1.451847e-01	-1.451847e-01	-1.451847e-01
6.354857597034425e-02	-7.521260e-01	2.478740e-01	1.242909e-01	1.242909e-01	1.242909e-01	-1.242909e-01	-1.242909e-01
6.452513847034425e-02	-7.911221e-01	2.088779e-01	1.048111e-01	1.048111e-01	1.048111e-01	-1.048111e-01	-1.048111e-01
6.550170097034425e-02	-8.271406e-01	1.728594e-01	8.681883e-02	8.681883e-02	8.681883e-02	-8.681883e-02	-8.681883e-02
6.647826347034425e-02	-8.600460e-01	1.399540e-01	7.038163e-02	7.038163e-02	7.038163e-02	-7.038163e-02	-7.038163e-02
6.745482597034425e-02	-8.897144e-01	1.102857e-01	5.556141e-02	5.556141e-02	5.556141e-02	-5.556141e-02	-5.556141e-02
6.843138847034425e-02	-9.160340e-01	8.396599e-02	4.241396e-02	4.241396e-02	4.241396e-02	-4.241396e-02	-4.241396e-02
6.940795097034425e-02	-9.389059e-01	6.109409e-02	3.098877e-02	3.098877e-02	3.098877e-02	-3.098877e-02	-3.098877e-02
7.038451347034425e-02	-9.582440e-01	4.175600e-02	2.132883e-02	2.132883e-02	2.132883e-02	-2.132883e-02	-2.132883e-02
7.136107597034425e-02	-9.739755e-01	2.602453e-02	1.347049e-02	1.347049e-02	1.347049e-02	-1.347049e-02	-1.347049e-02
7.233763847034425e-02	-9.860411e-01	1.395889e-02	7.443348e-03	7.443348e-03	7.443348e-03	-7.443348e-03	-7.443348e-03
7.331420097034425e-02	-9.943955e-01	5.604479e-03	3.270074e-03	3.270074e-03	3.270074e-03	-3.270074e-03	-3.270074e-03
7.429076347034425e-02	-9.990072e-01	9.927504e-04	9.663799e-04	9.663799e-04	9.663799e-04	-9.663799e-04	-9.663799e-04
7.526732597034425e-02	-9.998589e-01	1.410593e-04	5.409351e-04	5.409351e-04	5.409351e-04	-5.409351e-04	-5.409351e-04
7.624388847034425e-02	-9.969474e-01	3.052612e-03	1.995341e-03	1.995341e-03	1.995341e-03	-1.995341e-03	-1.995341e-03
7.722045097034425e-02	-9.902835e-01	9.716448e-03	5.324125e-03	5.324125e-03	5.324125e-03	-5.324125e-03	-5.324125e-03
7.819701347034425e-02	-9.798925e-01	2.010749e-02	1.051476e-02	1.051476e-02	1.051476e-02	-1.051476e-02	-1.051476e-02
7.917357597034425e-02	-9.658134e-01	3.418662e-02	1.754770e-02	1.754770e-02	1.754770e-02	-1.754770e-02	-1.754770e-02
8.015013847034425e-02	-9.480991e-01	5.190086e-02	2.639649e-02	2.639649e-02	2.639649e-02	-2.639649e-02	-2.639649e-02
8.112670097034425e-02	-9.268165e-01	7.318353e-02	3.702781e-02	3.702781e-02	3.702781e-02	-3.702781e-02	-3.702781e-02
8.210326347034425e-02	-9.020455e-01	9.795453e-02	4.940165e-02	4.940165e-02	4.940165e-02	-4.940165e-02	-4.940165e-02
8.307982597034425e-02	-8.738794e-01	1.261206e-01	6.347145e-02	6.347145e-02	6.347145e-02	-6.347145e-02	-6.347145e-02
8.405638847034425e-02	-8.424242e-01	1.575758e-01	7.918423e-02	7.918423e-02	7.918423e-02	-7.918423e-02	-7.918423e-02
8.503295097034425e-02	-8.077983e-01	1.922017e-01	9.648088e-02	9.648088e-02	9.648088e-02	-9.648088e-02	-9.648088e-02
8.600951347034425e-02	-7.701321e-01	2.298679e-01	1.152963e-01	1.152963e-01	1.152963e-01	-1.152963e-01	-1.152963e-01
8.698607597034425e-02	-7.295672e-01	2.704328e-01	1.355596e-01	1.355596e-01	1.355596e-01	-1.355596e-01	-1.355596e-01
8.796263847034425e-02	-6.862565e-01	3.137435e-01	1.571946e-01	1.571946e-01	1.571946e-01	-1.571946e-01	-1.571946e-01
8.893920097034425e-02	-6.403628e-01	3.596372e-01	1.801199e-01	1.801199e-01	1.801199e-01	-1.801199e-01	-1.801199e-01
8.991576347034425e-02	-5.920589e-01	4.079411e-01	2.042491e-01	2.042491e-01	2.042491e-01	-2.042491e-01	-2.042491e-01
9.186888847034425e-02	-4.889562e-01	5.110437e-01	2.557519e-01	2.557519e-01	2.557519e-01	-2.557519e-01	-2.557519e-01
9.382201347034425e-02	-3.784992e-01	6.215008e-01	3.109285e-01	3.109285e-01	3.109285e-01	-3.109285e-01	-3.109285e-01
9.577513847034425e-02	-2.623492e-01	7.376508e-01	3.689488e-01	3.689488e-01	3.689488e-01	-3.689488e-01	-3.689488e-01
9.772826347034425e-02	-1.422532e-01	8.577468e-01	4.289403e-01	4.289403e-01	4.289403e-01	-4.289403e-01	-4.289403e-01
9.968138847034425e-02	-2.001762e-02	9.799824e-01	4.900006e-01	4.900006e-01	4.900006e-01	-4.900006e-01	-4.900006e-01
1.016345134703442e-01	1.025191e-01	1.102519e+00	5.512113e-01	5.512113e-01	5.512113e-01	-5.512113e-01	-5.512113e-01
1.035876384703442e-01	2.235138e-01	1.223514e+00	6.116517e-01	6.116517e-01	6.116517e-01	-6.116517e-01	-6.116517e-01
1.055407634703442e-01	3.411466e-01	1.341147e+00	6.704128e-01	6.704128e-01	6.704128e-01	-6.704128e-01	-6.704128e-01
1.074938884703442e-01	4.536483e-01	1.453648e+00	7.266107e-01	7.266107e-01	7.266107e-01	-7.266107e-01	-7.266107e-01
1.094470134703442e-01	5.593267e-01	1.559327e+00	7.794002e-01	7.794002e-01	7.794002e-01	-7.794002e-01	-7.794002e-01
1.114001384703442e-01	6.565923e-01	1.656592e+00	8.279873e-01	8.279873e-01	8.279873e-01	-8.279873e-01	-8.279873e-01
1.133532634703442e-01	7.439821e-01	1.743982e+00	8.716410e-01	8.716410e-01	8.716410e-01	-8.716410e-01	-8.716410e-01
1.153063884703442e-01	8.201818e-01	1.820182e+00	9.097050e-01	9.097050e-01	9.097050e-01	-9.097050e-01	-9.097050e-01
1.172595134703442e-01	8.840452e-01	1.884045e+00	9.416066e-01	9.416066e-01	9.416066e-01	-9.416066e-01	-9.416066e-01
1.192126384703442e-01	9.346117e-01	1.934612e+00	9.668661e-01	9.668661e-01	9.668661e-01	-9.668661e-01	-9.668661e-01
1.211657634703442e-01	9.711207e-01	1.971121e+00	9.851035e-01	9.851035e-01	9.851035e-01	-9.851035e-01	-9.851035e-01
1.231188884703442e-01	9.930233e-01	1.993023e+00	9.960445e-01	9.960445e-01	9.960445e-01	-9.960445e-01	-9.960445e-01
1.250720134703442e-01	9.999897e-01	1.999990e+00	9.995244e-01	9.995244e-01	9.995244e-01	-9.995244e-01	-9.995244e-01
1.270251384703442e-01	9.919155e-01	1.991915e+00	9.954911e-01	9.954911e-01	9.954911e-01	-9.954911e-01	-9.954911e-01
1.289782634703442e-01	9.689219e-01	1.968922e+00	9.840051e-01	9.840051e-01	9.840051e-01	-9.840051e-01	-9.840051e-01
1.309313884703442e-01	9.313548e-01	1.931355e+00	9.652393e-01	9.652393e-01	9.652393e-01	-9.652393e-01	-9.652393e-01
1.328845134703442e-01	8.797793e-01	1.879779e+00	9.394758e-01	9.394758e-01	9.394758e-01	-9.394758e-01	-9.394758e-01
1.348376384703442e-01	8.149711e-01	1.814971e+00	9.071021e-01	9.071021e-01	9.071021e-01	-9.071021e-01	-9.071021e-01
1.367907634703442e-01	7.379049e-01	1.737905e+00	8.686053e-01	8.686053e-01	8.686053e-01	-8.686053e-01	-8.686053e-01
1.387438884703442e-01	6.497400e-01	1.649740e+00	8.245643e-01	8.245643e-01	8.245643e-01	-8.245643e-01	-8.245643e-01
1.406970134703442e-01	5.518024e-01	1.551802e+00	7.756416e-01	7.756416e-01	7.756416e-01	-7.756416e-01	-7.756416e-01
1.426501384703442e-01	4.455651e-01	1.445565e+00	7.225729e-01	7.225729e-01	7.225729e-01	-7.225729e-01	-7.225729e-01
1.446032634703442e-01	3.326262e-01	1.332626e+00	6.661566e-01	6.661566e-01	6.661566e-01	-6.661566e-01	-6.661566e-01
1.465563884703442e-01	2.146842e-01	1.214684e+00	6.072411e-01	6.072411e-01	6.072411e-01	-6.072411e-01	-6.072411e-01
1.485095134703442e-01	9.351320e-02	1.093513e+00	5.467126e-01	5.467126e-01	5.467126e-01	-5.467126e-01	-5.467126e-01
1.514392009703442e-01	-9.030447e-02	9.096955e-01	4.548903e-01	4.548903e-01	4.548903e-01	-4.548903e-01	-4.548903e-01
1.533923259703442e-01	-2.115359e-01	7.884641e-01	3.943316e-01	3.943316e-01	3.943316e-01	-3.943316e-01	-3.943316e-01
1.553454509703442e-01	-3.295856e-01	6.704144e-01	3.353623e-01	3.353623e-01	3.353623e-01	-3.353623e-01	-3.353623e-01
1.572985759703442e-01	-4.426780e-01	5.573220e-01	2.788693e-01	2.788693e-01	2.788693e-01	-2.788693e-01	-2.788693e-01
1.592517009703442e-01	-5.491121e-01	4.508879e-01	2.257023e-01	2.257023e-01	2.257023e-01	-2.257023e-01	-2.257023e-01
1.602282634703442e-01	-5.993275e-01	4.006725e-01	2.006182e-01	2.006182e-01	2.006182e-01	-2.006182e-01	-2.006182e-01
1.612048259703442e-01	-6.472871e-01	3.527129e-01	1.766610e-01	1.766610e-01	1.766610e-01	-1.766610e-01	-1.766610e-01
1.621813884703442e-01	-6.928105e-01	3.071895e-01	1.539207e-01	1.539207e-01	1.539207e-01	-1.539207e-01	-1.539207e-01
1.631579509703442e-01	-7.357263e-01	2.642737e-01	1.324830e-01	1.324830e-01	1.324830e-01	-1.324830e-01	-1.324830e-01
1.641345134703442e-01	-7.758730e-01	2.241270e-01	1.124285e-01	1.124285e-01	1.124285e-01	-1.124285e-01	-1.124285e-01
1.651110759703442e-01	-8.130995e-01	1.869005e-01	9.383281e-02	9.383281e-02	9.383281e-02	-9.383281e-02	-9.383281e-02
1.660876384703442e-01	-8.472657e-01	1.527344e-01	7.676580e-02	7.676580e-02	7.676580e-02	-7.676580e-02	-7.676580e-02
1.670642009703442e-01	-8.782429e-01	1.217571e-01	6.129175e-02	6.129175e-02	6.129175e-02	-6.129175e-02	-6.129175e-02
1.680407634703442e-01	-9.059146e-01	9.408540e-02	4.746890e-02	4.746890e-02	4.746890e-02	-4.746890e-02	-4.746890e-02
1.690173259703442e-01	-9.301767e-01	6.982332e-02	3.534928e-02	3.534928e-02	3.534928e-02	-3.534928e-02	-3.534928e-02
1.699938884703442e-01	-9.509378e-01	4.906221e-02	2.497850e-02	2.497850e-02	2.497850e-02	-2.497850e-02	-2.497850e-02
1.709704509703442e-01	-9.681197e-01	3.188023e-02	1.639559e-02	1.639559e-02	1.639559e-02	-1.639559e-02	-1.639559e-02
1.719470134703442e-01	-9.816580e-01	1.834203e-02	9.632857e-03	9.632857e-03	9.632857e-03	-9.632857e-03	-9.632857e-03
1.729235759703442e-01	-9.915015e-01	8.498567e-03	4.715757e-03	4.715757e-03	4.715757e-03	-4.715757e-03	-4.715757e-03
1.739001384703442e-01	-9.976131e-01	2.386893e-03	1.662795e-03	1.662795e-03	1.662795e-03	-1.662795e-03	-1.662795e-03
1.748767009703442e-01	-9.999700e-01	3.000868e-05	4.854620e-04	4.854620e-04	4.854620e-04	-4.854620e-04	-4.854620e-04
1.758532634703442e-01	-9.985632e-01	1.436786e-03	1.188189e-03	1.188189e-03	1.188189e-03	-1.188189e-03	-1.188189e-03
1.768298259703442e-01	-9.933981e-01	6.601929e-03	3.768330e-03	3.768330e-03	3.768330e-03	-3.768330e-03	-3.768330e-03
1.778063884703442e-01	-9.844940e-01	1.550600e-02	8.216176e-03	8.216176e-03	8.216176e-03	-8.216176e-03	-8.216176e-03
1.787829509703442e-01	-9.718845e-01	2.811548e-02	1.451498e-02	1.451498e-02	1.451498e-02	-1.451498e-02	-1.451498e-02
1.797595134703442e-01	-9.556171e-01	4.438292e-02	2.264105e-02	2.264105e-02	2.264105e-02	-2.264105e-02	-2.264105e-02
1.807360759703442e-01	-9.357529e-01	6.424708e-02	3.256379e-02	3.256379e-02	3.256379e-02	-3.256379e-02	-3.256379e-02
1.817126384703442e-01	-9.123668e-01	8.763321e-02	4.424585e-02	4.424585e-02	4.424585e-02	-4.424585e-02	-4.424585e-02
1.826892009703442e-01	-8.855467e-01	1.144533e-01	5.764326e-02	5.764326e-02	5.764326e-02	-5.764326e-02	-5.764326e-02
1.836657634703442e-01	-8.553936e-01	1.446063e-01	7.270561e-02	7.270561e-02	7.270561e-02	-7.270561e-02	-7.270561e-02
1.846423259703442e-01	-8.220211e-01	1.779789e-01	8.937620e-02	8.937620e-02	8.937620e-02	-8.937620e-02	-8.937620e-02
1.856188884703442e-01	-7.855546e-01	2.144454e-01	1.075923e-01	1.075923e-01	1.075923e-01	-1.075923e-01	-1.075923e-01
1.865954509703442e-01	-7.461315e-01	2.538685e-01	1.272853e-01	1.272853e-01	1.272853e-01	-1.272853e-01	-1.272853e-01
1.875720134703442e-01	-7.039001e-01	2.960999e-01	1.483811e-01	1.483811e-01	1.483811e-01	-1.483811e-01	-1.483811e-01
1.885485759703442e-01	-6.590194e-01	3.409806e-01	1.708004e-01	1.708004e-01	1.708004e-01	-1.708004e-01	-1.708004e-01
1.895251384703442e-01	-6.116582e-01	3.883418e-01	1.944586e-01	1.944586e-01	1.944586e-01	-1.944586e-01	-1.944586e-01
1.914782634703442e-01	-5.102165e-01	4.897835e-01	2.451318e-01	2.451318e-01	2.451318e-01	-2.451318e-01	-2.451318e-01
1.934313884703442e-01	-4.011006e-01	5.988994e-01	2.996384e-01	2.996384e-01	2.996384e-01	-2.996384e-01	-2.996384e-01
1.953845134703442e-01	-2.859518e-01	7.140482e-01	3.571586e-01	3.571586e-01	3.571586e-01	-3.571586e-01	-3.571586e-01
1.973376384703442e-01	-1.665020e-01	8.334979e-01	4.168273e-01	4.168273e-01	4.168273e-01	-4.168273e-01	-4.168273e-01
1.992907634703442e-01	-4.454790e-02	9.554521e-01	4.777470e-01	4.777470e-01	4.777470e-01	-4.777470e-01	-4.777470e-01
2.012438884703442e-01	7.807627e-02	1.078076e+00	5.390014e-01	5.390014e-01	5.390014e-01	-5.390014e-01	-5.390014e-01
2.031970134703442e-01	1.995261e-01	1.199526e+00	5.996692e-01	5.996692e-01	5.996692e-01	-5.996692e-01	-5.996692e-01
2.051501384703442e-01	3.179749e-01	1.317975e+00	6.588379e-01	6.588379e-01	6.588379e-01	-6.588379e-01	-6.588379e-01
2.071032634703442e-01	4.316410e-01	1.431641e+00	7.156174e-01	7.156174e-01	7.156174e-01	-7.156174e-01	-7.156174e-01
2.090563884703442e-01	5.388149e-01	1.538815e+00	7.691540e-01	7.691540e-01	7.691540e-01	-7.691540e-01	-7.691540e-01
2.110095134703442e-01	6.378844e-01	1.637884e+00	8.186421e-01	8.186421e-01	8.186421e-01	-8.186421e-01	-8.186421e-01
2.129626384703442e-01	7.273597e-01	1.727360e+00	8.633376e-01	8.633376e-01	8.633376e-01	-8.633376e-01	-8.633376e-01
2.149157634703442e-01	8.058947e-01	1.805895e+00	9.025682e-01	9.025682e-01	9.025682e-01	-9.025682e-01	-9.025682e-01
2.168688884703442e-01	8.723083e-01	1.872308e+00	9.357437e-01	9.357437e-01	9.357437e-01	-9.357437e-01	-9.357437e-01
2.188220134703442e-01	9.256016e-01	1.925602e+00	9.623653e-01	9.623653e-01	9.623653e-01	-9.623653e-01	-9.623653e-01
2.207751384703442e-01	9.649730e-01	1.964973e+00	9.820325e-01	9.820325e-01	9.820325e-01	-9.820325e-01	-9.820325e-01
2.227282634703442e-01	9.898303e-01	1.989830e+00	9.944494e-01	9.944494e-01	9.944494e-01	-9.944494e-01	-9.944494e-01
2.246813884703442e-01	9.997996e-01	1.999800e+00	9.994295e-01	9.994295e-01	9.994295e-01	-9.994295e-01	-9.994295e-01
2.266345134703442e-01	9.947310e-01	1.994731e+00	9.968975e-01	9.968975e-01	9.968975e-01	-9.968975e-01	-9.968975e-01
2.285876384703442e-01	9.747007e-01	1.974701e+00	9.868918e-01	9.868918e-01	9.868918e-01	-9.868918e-01	-9.868918e-01
2.305407634703442e-01	9.400101e-01	1.940010e+00	9.695628e-01	9.695628e-01	9.695628e-01	-9.695628e-01	-9.695628e-01
2.324938884703442e-01	8.911808e-01	1.891181e+00	9.451711e-01	9.451711e-01	9.451711e-01	-9.451711e-01	-9.451711e-01
2.344470134703442e-01	8.289473e-01	1.828947e+00	9.140837e-01	9.140837e-01	9.140837e-01	-9.140837e-01	-9.140837e-01
2.364001384703442e-01	7.542456e-01	1.754246e+00	8.767680e-01	8.767680e-01	8.767680e-01	-8.767680e-01	-8.767680e-01
2.383532634703442e-01	6.681995e-01	1.668200e+00	8.337854e-01	8.337854e-01	8.337854e-01	-8.337854e-01	-8.337854e-01
2.403063884703442e-01	5.721030e-01	1.572103e+00	7.857823e-01	7.857823e-01	7.857823e-01	-7.857823e-01	-7.857823e-01
2.422595134703442e-01	4.674015e-01	1.467402e+00	7.334808e-01	7.334808e-01	7.334808e-01	-7.334808e-01	-7.334808e-01
2.442126384703442e-01	3.556698e-01	1.355670e+00	6.776676e-01	6.776676e-01	6.776676e-01	-6.776676e-01	-6.776676e-01
2.461657634703442e-01	2.385886e-01	1.238589e+00	6.191821e-01	6.191821e-01	6.191821e-01	-6.191821e-01	-6.191821e-01
2.481188884703442e-01	1.179187e-01	1.117919e+00	5.589039e-01	5.589039e-01	5.589039e-01	-5.589039e-01	-5.589039e-01
2.500720134703442e-01	-4.524725e-03	9.954753e-01	4.977398e-01	4.977398e-01	4.977398e-01	-4.977398e-01	-4.977398e-01
2.520251384703442e-01	-1.269001e-01	8.730999e-01	4.366096e-01	4.366096e-01	4.366096e-01	-4.366096e-01	-4.366096e-01
2.539782634703442e-01	-2.473668e-01	7.526332e-01	3.764330e-01	3.764330e-01	3.764330e-01	-3.764330e-01	-3.764330e-01
2.559313884703442e-01	-3.641129e-01	6.358871e-01	3.181148e-01	3.181148e-01	3.181148e-01	-3.181148e-01	-3.181148e-01
2.578845134703442e-01	-4.753824e-01	5.246176e-01	2.625325e-01	2.625325e-01	2.625325e-01	-2.625325e-01	-2.625325e-01
2.598376384703442e-01	-5.795016e-01	4.204984e-01	2.105218e-01	2.105218e-01	2.105218e-01	-2.105218e-01	-2.105218e-01
2.608142009703442e-01	-6.283857e-01	3.716143e-01	1.861028e-01	1.861028e-01	1.861028e-01	-1.861028e-01	-1.861028e-01
2.617907634703442e-01	-6.749047e-01	3.250953e-01	1.628652e-01	1.628652e-01	1.628652e-01	-1.628652e-01	-1.628652e-01
2.627673259703442e-01	-7.188835e-01	2.811165e-01	1.408965e-01	1.408965e-01	1.408965e-01	-1.408965e-01	-1.408965e-01
2.637438884703442e-01	-7.601565e-01	2.398435e-01	1.202794e-01	1.202794e-01	1.202794e-01	-1.202794e-01	-1.202794e-01
2.647204509703442e-01	-7.985685e-01	2.014315e-01	1.010914e-01	1.010914e-01	1.010914e-01	-1.010914e-01	-1.010914e-01
2.656970134703442e-01	-8.339749e-01	1.660251e-01	8.340491e-02	8.340491e-02	8.340491e-02	-8.340491e-02	-8.340491e-02
2.666735759703442e-01	-8.662424e-01	1.337576e-01	6.728635e-02	6.728635e-02	6.728635e-02	-6.728635e-02	-6.728635e-02
2.676501384703442e-01	-8.952495e-01	1.047505e-01	5.279643e-02	5.279643e-02	5.279643e-02	-5.279643e-02	-5.279643e-02
2.686267009703442e-01	-9.208872e-01	7.911285e-02	3.998968e-02	3.998968e-02	3.998968e-02	-3.998968e-02	-3.998968e-02
2.696032634703442e-01	-9.430588e-01	5.694124e-02	2.891430e-02	2.891430e-02	2.891430e-02	-2.891430e-02	-2.891430e-02
2.705798259703442e-01	-9.616809e-01	3.831909e-02	1.961199e-02	1.961199e-02	1.961199e-02	-1.961199e-02	-1.961199e-02
2.715563884703442e-01	-9.766835e-01	2.331649e-02	1.211775e-02	1.211775e-02	1.211775e-02	-1.211775e-02	-1.211775e-02
2.725329509703442e-01	-9.880101e-01	1.198990e-02	6.459781e-03	6.459781e-03	6.459781e-03	-6.459781e-03	-6.459781e-03
2.735095134703442e-01	-9.956180e-01	4.381960e-03	2.659390e-03	2.659390e-03	2.659390e-03	-2.659390e-03	-2.659390e-03
2.744860759703442e-01	-9.994787e-01	5.213026e-04	7.308778e-04	7.308778e-04	7.308778e-04	-7.308778e-04	-7.308778e-04
2.754626384703442e-01	-9.995775e-01	4.224571e-04	6.815016e-04	6.815016e-04	6.815016e-04	-6.815016e-04	-6.815016e-04
2.764392009703442e-01	-9.959142e-01	4.085796e-03	2.511448e-03	2.511448e-03	2.511448e-03	-2.511448e-03	-2.511448e-03
2.774157634703442e-01	-9.885024e-01	1.149753e-02	6.213828e-03	6.213828e-03	6.213828e-03	-6.213828e-03	-6.213828e-03
2.783923259703442e-01	-9.773703e-01	2.262977e-02	1.177471e-02	1.177471e-02	1.177471e-02	-1.177471e-02	-1.177471e-02
2.793688884703442e-01	-9.625594e-01	3.744060e-02	1.917316e-02	1.917316e-02	1.917316e-02	-1.917316e-02	-1.917316e-02
2.803454509703442e-01	-9.441257e-01	5.587430e-02	2.838133e-02	2.838133e-02	2.838133e-02	-2.838133e-02	-2.838133e-02
2.813220134703442e-01	-9.221385e-01	7.786147e-02	3.936457e-02	3.936457e-02	3.936457e-02	-3.936457e-02	-3.936457e-02
2.822985759703442e-01	-8.966807e-01	1.033194e-01	5.208154e-02	5.208154e-02	5.208154e-02	-5.208154e-02	-5.208154e-02
2.832751384703442e-01	-8.678479e-01	1.321521e-01	6.648437e-02	6.648437e-02	6.648437e-02	-6.648437e-02	-6.648437e-02
2.842517009703442e-01	-8.357487e-01	1.642513e-01	8.251886e-02	8.251886e-02	8.251886e-02	-8.251886e-02	-8.251886e-02
2.852282634703442e-01	-8.005039e-01	1.994961e-01	1.001246e-01	1.001246e-01	1.001246e-01	-1.001246e-01	-1.001246e-01
2.862048259703442e-01	-7.622463e-01	2.377537e-01	1.192355e-01	1.192355e-01	1.192355e-01	-1.192355e-01	-1.192355e-01
2.871813884703442e-01	-7.211197e-01	2.788803e-01	1.397794e-01	1.397794e-01	1.397794e-01	-1.397794e-01	-1.397794e-01
2.881579509703442e-01	-6.772790e-01	3.227210e-01	1.616791e-01	1.616791e-01	1.616791e-01	-1.616791e-01	-1.616791e-01
2.891345134703442e-01	-6.308891e-01	3.691109e-01	1.848523e-01	1.848523e-01	1.848523e-01	-1.848523e-01	-1.848523e-01
