time	V(n002)	V(n001)	V(n003)	I(C1)	I(L1)	I(V2)	I(V1)
7.764392009703442e-01	-9.959142e-01	4.085796e-03	1.011400e+00	9.907608e-03	9.907608e-03	-9.907608e-03	-9.907608e-03
7.774157634703442e-01	-9.885024e-01	1.149753e-02	1.011409e+00	8.928420e-03	8.928420e-03	-8.928420e-03	-8.928420e-03
7.783923259703442e-01	-9.773703e-01	2.262977e-02	1.011417e+00	7.958271e-03	7.958271e-03	-7.958271e-03	-7.958271e-03
7.793688884703442e-01	-9.625594e-01	3.744060e-02	1.011424e+00	7.000770e-03	7.000770e-03	-7.000770e-03	-7.000770e-03
7.803454509703442e-01	-9.441257e-01	5.587430e-02	1.011431e+00	6.059482e-03	6.059482e-03	-6.059482e-03	-6.059482e-03
7.813220134703442e-01	-9.221385e-01	7.786147e-02	1.011436e+00	5.137906e-03	5.137906e-03	-5.137906e-03	-5.137906e-03
7.822985759703442e-01	-8.966807e-01	1.033194e-01	1.011441e+00	4.239472e-03	4.239472e-03	-4.239472e-03	-4.239472e-03
7.832751384703442e-01	-8.678479e-01	1.321521e-01	1.011444e+00	3.367518e-03	3.367518e-03	-3.367518e-03	-3.367518e-03
7.842517009703442e-01	-8.357487e-01	1.642513e-01	1.011447e+00	2.525286e-03	2.525286e-03	-2.525286e-03	-2.525286e-03
7.852282634703442e-01	-8.005039e-01	1.994961e-01	1.011449e+00	1.715904e-03	1.715904e-03	-1.715904e-03	-1.715904e-03
7.862048259703442e-01	-7.622463e-01	2.377537e-01	1.011451e+00	9.423775e-04	9.423775e-04	-9.423775e-04	-9.423775e-04
7.871813884703442e-01	-7.211197e-01	2.788803e-01	1.011451e+00	2.075761e-04	2.075761e-04	-2.075761e-04	-2.075761e-04
7.881579509703442e-01	-6.772790e-01	3.227210e-01	1.011451e+00	-4.857760e-04	-4.857760e-04	4.857760e-04	4.857760e-04
7.891345134703442e-01	-6.308891e-01	3.691109e-01	1.011450e+00	-1.135111e-03	-1.135111e-03	1.135111e-03	1.135111e-03
7.901110759703442e-01	-5.821248e-01	4.178752e-01	1.011449e+00	-1.738025e-03	-1.738025e-03	1.738025e-03	1.738025e-03
7.910876384703442e-01	-5.311694e-01	4.688306e-01	1.011447e+00	-2.292292e-03	-2.292292e-03	2.292292e-03	2.292292e-03
7.920642009703442e-01	-4.782149e-01	5.217851e-01	1.011445e+00	-2.795867e-03	-2.795867e-03	2.795867e-03	2.795867e-03
7.930407634703442e-01	-4.234604e-01	5.765396e-01	1.011442e+00	-3.246896e-03	-3.246896e-03	3.246896e-03	3.246896e-03
7.940173259703442e-01	-3.671122e-01	6.328878e-01	1.011438e+00	-3.643722e-03	-3.643722e-03	3.643722e-03	3.643722e-03
7.949938884703442e-01	-3.093822e-01	6.906178e-01	1.011434e+00	-3.984896e-03	-3.984896e-03	3.984896e-03	3.984896e-03
7.959704509703442e-01	-2.504877e-01	7.495123e-01	1.011431e+00	-4.269173e-03	-4.269173e-03	4.269173e-03	4.269173e-03
7.969470134703442e-01	-1.906505e-01	8.093495e-01	1.011426e+00	-4.495526e-03	-4.495526e-03	4.495526e-03	4.495526e-03
7.979235759703442e-01	-1.300958e-01	8.699042e-01	1.011422e+00	-4.663145e-03	-4.663145e-03	4.663145e-03	4.663145e-03
7.989001384703442e-01	-6.905135e-02	9.309487e-01	1.011417e+00	-4.771440e-03	-4.771440e-03	4.771440e-03	4.771440e-03
7.998767009703442e-01	-7.747029e-03	9.922529e-01	1.011412e+00	-4.820046e-03	-4.820046e-03	4.820046e-03	4.820046e-03
8.008532634703442e-01	5.358645e-02	1.053586e+00	1.011408e+00	-4.808823e-03	-4.808823e-03	4.808823e-03	4.808823e-03
8.018298259703442e-01	1.147182e-01	1.114718e+00	1.011403e+00	-4.737854e-03	-4.737854e-03	4.737854e-03	4.737854e-03
8.028063884703442e-01	1.754182e-01	1.175418e+00	1.011398e+00	-4.607448e-03	-4.607448e-03	4.607448e-03	4.607448e-03
8.037829509703442e-01	2.354580e-01	1.235458e+00	1.011394e+00	-4.418138e-03	-4.418138e-03	4.418138e-03	4.418138e-03
8.047595134703442e-01	2.946116e-01	1.294612e+00	1.011390e+00	-4.170679e-03	-4.170679e-03	4.170679e-03	4.170679e-03
8.057360759703442e-01	3.526563e-01	1.352656e+00	1.011386e+00	-3.866045e-03	-3.866045e-03	3.866045e-03	3.866045e-03
8.067126384703442e-01	4.093737e-01	1.409374e+00	1.011382e+00	-3.505424e-03	-3.505424e-03	3.505424e-03	3.505424e-03
8.076892009703442e-01	4.645503e-01	1.464550e+00	1.011379e+00	-3.090216e-03	-3.090216e-03	3.090216e-03	3.090216e-03
8.086657634703442e-01	5.179785e-01	1.517978e+00	1.011376e+00	-2.622025e-03	-2.622025e-03	2.622025e-03	2.622025e-03
8.096423259703442e-01	5.694571e-01	1.569457e+00	1.011374e+00	-2.102657e-03	-2.102657e-03	2.102657e-03	2.102657e-03
8.106188884703442e-01	6.187924e-01	1.618792e+00	1.011372e+00	-1.534107e-03	-1.534107e-03	1.534107e-03	1.534107e-03
8.115954509703442e-01	6.657986e-01	1.665799e+00	1.011371e+00	-9.185598e-04	-9.185598e-04	9.185598e-04	9.185598e-04
8.125720134703442e-01	7.102990e-01	1.710299e+00	1.011370e+00	-2.583731e-04	-2.583731e-04	2.583731e-04	2.583731e-04
8.135485759703442e-01	7.521260e-01	1.752126e+00	1.011371e+00	4.439256e-04	4.439256e-04	-4.439256e-04	-4.439256e-04
8.145251384703442e-01	7.911221e-01	1.791122e+00	1.011371e+00	1.185650e-03	1.185650e-03	-1.185650e-03	-1.185650e-03
8.155017009703442e-01	8.271406e-01	1.827141e+00	1.011373e+00	1.963967e-03	1.963967e-03	-1.963967e-03	-1.963967e-03
8.164782634703442e-01	8.600460e-01	1.860046e+00	1.011375e+00	2.775904e-03	2.775904e-03	-2.775904e-03	-2.775904e-03
8.174548259703442e-01	8.897144e-01	1.889714e+00	1.011378e+00	3.618362e-03	3.618362e-03	-3.618362e-03	-3.618362e-03
8.184313884703442e-01	9.160340e-01	1.916034e+00	1.011382e+00	4.488127e-03	4.488127e-03	-4.488127e-03	-4.488127e-03
8.203845134703442e-01	9.582440e-01	1.958244e+00	1.011393e+00	6.296227e-03	6.296227e-03	-6.296227e-03	-6.296227e-03
8.223376384703442e-01	9.860411e-01	1.986041e+00	1.011407e+00	8.172666e-03	8.172666e-03	-8.172666e-03	-8.172666e-03
8.242907634703442e-01	9.990072e-01	1.999007e+00	1.011425e+00	1.008888e-02	1.008888e-02	-1.008888e-02	-1.008888e-02
8.262438884703442e-01	9.969474e-01	1.996947e+00	1.011446e+00	1.201570e-02	1.201570e-02	-1.201570e-02	-1.201570e-02
8.281970134703442e-01	9.798925e-01	1.979892e+00	1.011472e+00	1.392380e-02	1.392380e-02	-1.392380e-02	-1.392380e-02
8.301501384703442e-01	9.480991e-01	1.948099e+00	1.011501e+00	1.578414e-02	1.578414e-02	-1.578414e-02	-1.578414e-02
8.321032634703442e-01	9.020455e-01	1.902045e+00	1.011533e+00	1.756840e-02	1.756840e-02	-1.756840e-02	-1.756840e-02
8.340563884703442e-01	8.424242e-01	1.842424e+00	1.011569e+00	1.924939e-02	1.924939e-02	-1.924939e-02	-1.924939e-02
8.360095134703442e-01	7.701321e-01	1.770132e+00	1.011608e+00	2.080148e-02	2.080148e-02	-2.080148e-02	-2.080148e-02
8.379626384703442e-01	6.862565e-01	1.686256e+00	1.011650e+00	2.220098e-02	2.220098e-02	-2.220098e-02	-2.220098e-02
8.399157634703442e-01	5.920589e-01	1.592059e+00	1.011695e+00	2.342649e-02	2.342649e-02	-2.342649e-02	-2.342649e-02
8.418688884703442e-01	4.889562e-01	1.488956e+00	1.011742e+00	2.445924e-02	2.445924e-02	-2.445924e-02	-2.445924e-02
8.438220134703442e-01	3.784992e-01	1.378499e+00	1.011790e+00	2.528334e-02	2.528334e-02	-2.528334e-02	-2.528334e-02
8.457751384703442e-01	2.623492e-01	1.262349e+00	1.011840e+00	2.588604e-02	2.588604e-02	-2.588604e-02	-2.588604e-02
8.477282634703442e-01	1.422532e-01	1.142253e+00	1.011891e+00	2.625793e-02	2.625793e-02	-2.625793e-02	-2.625793e-02
8.496813884703442e-01	2.001762e-02	1.020018e+00	1.011943e+00	2.639307e-02	2.639307e-02	-2.639307e-02	-2.639307e-02
8.516345134703442e-01	-1.025191e-01	8.974809e-01	1.011994e+00	2.628908e-02	2.628908e-02	-2.628908e-02	-2.628908e-02
8.535876384703442e-01	-2.235138e-01	7.764862e-01	1.012045e+00	2.594716e-02	2.594716e-02	-2.594716e-02	-2.594716e-02
8.555407634703442e-01	-3.411466e-01	6.588534e-01	1.012095e+00	2.537211e-02	2.537211e-02	-2.537211e-02	-2.537211e-02
8.574938884703442e-01	-4.536483e-01	5.463517e-01	1.012144e+00	2.457222e-02	2.457222e-02	-2.457222e-02	-2.457222e-02
8.594470134703442e-01	-5.593267e-01	4.406733e-01	1.012191e+00	2.355917e-02	2.355917e-02	-2.355917e-02	-2.355917e-02
8.604235759703442e-01	-6.091058e-01	3.908942e-01	1.012214e+00	2.297724e-02	2.297724e-02	-2.297724e-02	-2.297724e-02
8.614001384703442e-01	-6.565923e-01	3.434077e-01	1.012236e+00	2.234785e-02	2.234785e-02	-2.234785e-02	-2.234785e-02
8.623767009703442e-01	-7.016076e-01	2.983924e-01	1.012258e+00	2.167331e-02	2.167331e-02	-2.167331e-02	-2.167331e-02
8.633532634703442e-01	-7.439821e-01	2.560178e-01	1.012278e+00	2.095612e-02	2.095612e-02	-2.095612e-02	-2.095612e-02
8.643298259703442e-01	-7.835566e-01	2.164434e-01	1.012299e+00	2.019893e-02	2.019893e-02	-2.019893e-02	-2.019893e-02
8.653063884703442e-01	-8.201818e-01	1.798182e-01	1.012318e+00	1.940455e-02	1.940455e-02	-1.940455e-02	-1.940455e-02
8.662829509703442e-01	-8.537201e-01	1.462799e-01	1.012336e+00	1.857593e-02	1.857593e-02	-1.857593e-02	-1.857593e-02
8.672595134703442e-01	-8.840452e-01	1.159548e-01	1.012354e+00	1.771614e-02	1.771614e-02	-1.771614e-02	-1.771614e-02
8.682360759703442e-01	-9.110429e-01	8.895709e-02	1.012371e+00	1.682836e-02	1.682836e-02	-1.682836e-02	-1.682836e-02
8.692126384703442e-01	-9.346117e-01	6.538833e-02	1.012387e+00	1.591591e-02	1.591591e-02	-1.591591e-02	-1.591591e-02
8.701892009703442e-01	-9.546628e-01	4.533723e-02	1.012402e+00	1.498216e-02	1.498216e-02	-1.498216e-02	-1.498216e-02
8.711657634703442e-01	-9.711207e-01	2.887926e-02	1.012416e+00	1.403059e-02	1.403059e-02	-1.403059e-02	-1.403059e-02
8.721423259703442e-01	-9.839236e-01	1.607637e-02	1.012429e+00	1.306473e-02	1.306473e-02	-1.306473e-02	-1.306473e-02
8.731188884703442e-01	-9.930233e-01	6.976751e-03	1.012442e+00	1.208817e-02	1.208817e-02	-1.208817e-02	-1.208817e-02
8.740954509703442e-01	-9.983854e-01	1.614645e-03	1.012453e+00	1.110455e-02	1.110455e-02	-1.110455e-02	-1.110455e-02
8.750720134703442e-01	-9.999897e-01	1.023662e-05	1.012463e+00	1.011753e-02	1.011753e-02	-1.011753e-02	-1.011753e-02
8.760485759703442e-01	-9.978305e-01	2.169564e-03	1.012473e+00	9.130762e-03	9.130762e-03	-9.130762e-03	-9.130762e-03
8.770251384703442e-01	-9.919155e-01	8.084499e-03	1.012481e+00	8.147927e-03	8.147927e-03	-8.147927e-03	-8.147927e-03
8.780017009703442e-01	-9.822672e-01	1.773278e-02	1.012489e+00	7.172678e-03	7.172678e-03	-7.172678e-03	-7.172678e-03
8.789782634703442e-01	-9.689219e-01	3.107809e-02	1.012495e+00	6.208640e-03	6.208640e-03	-6.208640e-03	-6.208640e-03
8.799548259703442e-01	-9.519298e-01	4.807021e-02	1.012501e+00	5.259396e-03	5.259396e-03	-5.259396e-03	-5.259396e-03
8.809313884703442e-01	-9.313548e-01	6.864518e-02	1.012506e+00	4.328473e-03	4.328473e-03	-4.328473e-03	-4.328473e-03
8.819079509703442e-01	-9.072744e-01	9.272555e-02	1.012509e+00	3.419332e-03	3.419332e-03	-3.419332e-03	-3.419332e-03
8.828845134703442e-01	-8.797793e-01	1.202207e-01	1.012512e+00	2.535348e-03	2.535348e-03	-2.535348e-03	-2.535348e-03
8.838610759703442e-01	-8.489729e-01	1.510271e-01	1.012514e+00	1.679803e-03	1.679803e-03	-1.679803e-03	-1.679803e-03
8.848376384703442e-01	-8.149711e-01	1.850289e-01	1.012516e+00	8.558715e-04	8.558715e-04	-8.558715e-04	-8.558715e-04
8.858142009703442e-01	-7.779019e-01	2.220981e-01	1.012516e+00	6.661044e-05	6.661044e-05	-6.661044e-05	-6.661044e-05
8.867907634703442e-01	-7.379049e-01	2.620951e-01	1.012516e+00	-6.850554e-04	-6.850554e-04	6.850554e-04	6.850554e-04
8.877673259703442e-01	-6.951306e-01	3.048694e-01	1.012515e+00	-1.396342e-03	-1.396342e-03	1.396342e-03	1.396342e-03
8.887438884703442e-01	-6.497400e-01	3.502600e-01	1.012513e+00	-2.064618e-03	-2.064618e-03	2.064618e-03	2.064618e-03
8.897204509703442e-01	-6.019039e-01	3.980961e-01	1.012511e+00	-2.687414e-03	-2.687414e-03	2.687414e-03	2.687414e-03
8.906970134703442e-01	-5.518024e-01	4.481976e-01	1.012508e+00	-3.262430e-03	-3.262430e-03	3.262430e-03	3.262430e-03
8.916735759703442e-01	-4.996240e-01	5.003760e-01	1.012504e+00	-3.787548e-03	-3.787548e-03	3.787548e-03	3.787548e-03
8.926501384703442e-01	-4.455651e-01	5.544349e-01	1.012500e+00	-4.260838e-03	-4.260838e-03	4.260838e-03	4.260838e-03
8.936267009703442e-01	-3.898293e-01	6.101707e-01	1.012496e+00	-4.680562e-03	-4.680562e-03	4.680562e-03	4.680562e-03
8.946032634703442e-01	-3.326262e-01	6.673738e-01	1.012491e+00	-5.045188e-03	-5.045188e-03	5.045188e-03	5.045188e-03
8.955798259703442e-01	-2.741711e-01	7.258288e-01	1.012486e+00	-5.353387e-03	-5.353387e-03	5.353387e-03	5.353387e-03
8.965563884703442e-01	-2.146842e-01	7.853158e-01	1.012481e+00	-5.604048e-03	-5.604048e-03	5.604048e-03	5.604048e-03
8.975329509703442e-01	-1.543892e-01	8.456107e-01	1.012475e+00	-5.796270e-03	-5.796270e-03	5.796270e-03	5.796270e-03
8.985095134703442e-01	-9.351320e-02	9.064868e-01	1.012470e+00	-5.929376e-03	-5.929376e-03	5.929376e-03	5.929376e-03
8.994860759703442e-01	-3.228519e-02	9.677148e-01	1.012464e+00	-6.002912e-03	-6.002912e-03	6.002912e-03	6.002912e-03
9.004626384703442e-01	2.906434e-02	1.029064e+00	1.012458e+00	-6.016647e-03	-6.016647e-03	6.016647e-03	6.016647e-03
9.014392009703442e-01	9.030447e-02	1.090304e+00	1.012452e+00	-5.970573e-03	-5.970573e-03	5.970573e-03	5.970573e-03
9.024157634703442e-01	1.512047e-01	1.151205e+00	1.012446e+00	-5.864911e-03	-5.864911e-03	5.864911e-03	5.864911e-03
9.033923259703442e-01	2.115359e-01	1.211536e+00	1.012441e+00	-5.700104e-03	-5.700104e-03	5.700104e-03	5.700104e-03
9.043688884703442e-01	2.710708e-01	1.271071e+00	1.012435e+00	-5.476819e-03	-5.476819e-03	5.476819e-03	5.476819e-03
9.053454509703442e-01	3.295856e-01	1.329586e+00	1.012430e+00	-5.195942e-03	-5.195942e-03	5.195942e-03	5.195942e-03
9.063220134703442e-01	3.868598e-01	1.386860e+00	1.012425e+00	-4.858575e-03	-4.858575e-03	4.858575e-03	4.858575e-03
9.072985759703442e-01	4.426780e-01	1.442678e+00	1.012421e+00	-4.466036e-03	-4.466036e-03	4.466036e-03	4.466036e-03
9.082751384703442e-01	4.968300e-01	1.496830e+00	1.012416e+00	-4.019847e-03	-4.019847e-03	4.019847e-03	4.019847e-03
9.092517009703442e-01	5.491121e-01	1.549112e+00	1.012413e+00	-3.521733e-03	-3.521733e-03	3.521733e-03	3.521733e-03
9.102282634703442e-01	5.993275e-01	1.599327e+00	1.012409e+00	-2.973616e-03	-2.973616e-03	2.973616e-03	2.973616e-03
9.112048259703442e-01	6.472871e-01	1.647287e+00	1.012407e+00	-2.377605e-03	-2.377605e-03	2.377605e-03	2.377605e-03
9.121813884703442e-01	6.928105e-01	1.692811e+00	1.012405e+00	-1.735989e-03	-1.735989e-03	1.735989e-03	1.735989e-03
9.131579509703442e-01	7.357263e-01	1.735726e+00	1.012403e+00	-1.051230e-03	-1.051230e-03	1.051230e-03	1.051230e-03
9.141345134703442e-01	7.758730e-01	1.775873e+00	1.012403e+00	-3.259507e-04	-3.259507e-04	3.259507e-04	3.259507e-04
9.151110759703442e-01	8.130995e-01	1.813100e+00	1.012403e+00	4.370725e-04	4.370725e-04	-4.370725e-04	-4.370725e-04
9.160876384703442e-01	8.472657e-01	1.847266e+00	1.012404e+00	1.234922e-03	1.234922e-03	-1.234922e-03	-1.234922e-03
9.170642009703442e-01	8.782429e-01	1.878243e+00	1.012405e+00	2.064547e-03	2.064547e-03	-2.064547e-03	-2.064547e-03
9.180407634703442e-01	9.059146e-01	1.905915e+00	1.012408e+00	2.922779e-03	2.922779e-03	-2.922779e-03	-2.922779e-03
9.190173259703442e-01	9.301767e-01	1.930177e+00	1.012411e+00	3.806343e-03	3.806343e-03	-3.806343e-03	-3.806343e-03
9.209704509703442e-01	9.681197e-01	1.968120e+00	1.012420e+00	5.635892e-03	5.635892e-03	-5.635892e-03	-5.635892e-03
9.229235759703442e-01	9.915015e-01	1.991501e+00	1.012433e+00	7.525303e-03	7.525303e-03	-7.525303e-03	-7.525303e-03
9.248767009703442e-01	9.999700e-01	1.999970e+00	1.012450e+00	9.445786e-03	9.445786e-03	-9.445786e-03	-9.445786e-03
9.268298259703442e-01	9.933981e-01	1.993398e+00	1.012470e+00	1.136808e-02	1.136808e-02	-1.136808e-02	-1.136808e-02
9.287829509703442e-01	9.718845e-01	1.971884e+00	1.012494e+00	1.326290e-02	1.326290e-02	-1.326290e-02	-1.326290e-02
9.307360759703442e-01	9.357529e-01	1.935753e+00	1.012522e+00	1.510137e-02	1.510137e-02	-1.510137e-02	-1.510137e-02
9.326892009703442e-01	8.855467e-01	1.885547e+00	1.012553e+00	1.685547e-02	1.685547e-02	-1.685547e-02	-1.685547e-02
9.346423259703442e-01	8.220211e-01	1.822021e+00	1.012588e+00	1.849843e-02	1.849843e-02	-1.849843e-02	-1.849843e-02
9.365954509703442e-01	7.461315e-01	1.746131e+00	1.012625e+00	2.000517e-02	2.000517e-02	-2.000517e-02	-2.000517e-02
9.385485759703442e-01	6.590194e-01	1.659019e+00	1.012666e+00	2.135265e-02	2.135265e-02	-2.135265e-02	-2.135265e-02
9.405017009703442e-01	5.619950e-01	1.561995e+00	1.012708e+00	2.252023e-02	2.252023e-02	-2.252023e-02	-2.252023e-02
9.424548259703442e-01	4.565177e-01	1.456518e+00	1.012753e+00	2.348996e-02	2.348996e-02	-2.348996e-02	-2.348996e-02
9.444079509703442e-01	3.441739e-01	1.344174e+00	1.012800e+00	2.424689e-02	2.424689e-02	-2.424689e-02	-2.424689e-02
9.463610759703442e-01	2.266535e-01	1.226653e+00	1.012848e+00	2.477924e-02	2.477924e-02	-2.477924e-02	-2.477924e-02
9.483142009703442e-01	1.057239e-01	1.105724e+00	1.012897e+00	2.507864e-02	2.507864e-02	-2.507864e-02	-2.507864e-02
9.512438884703442e-01	-7.807627e-02	9.219237e-01	1.012970e+00	2.508124e-02	2.508124e-02	-2.508124e-02	-2.508124e-02
9.531970134703442e-01	-1.995261e-01	8.004739e-01	1.013019e+00	2.478471e-02	2.478471e-02	-2.478471e-02	-2.478471e-02
9.551501384703442e-01	-3.179749e-01	6.820251e-01	1.013067e+00	2.425382e-02	2.425382e-02	-2.425382e-02	-2.425382e-02
9.571032634703442e-01	-4.316410e-01	5.683590e-01	1.013113e+00	2.349616e-02	2.349616e-02	-2.349616e-02	-2.349616e-02
9.590563884703442e-01	-5.388149e-01	4.611851e-01	1.013159e+00	2.252274e-02	2.252274e-02	-2.252274e-02	-2.252274e-02
9.600329509703442e-01	-5.894589e-01	4.105411e-01	1.013180e+00	2.195946e-02	2.195946e-02	-2.195946e-02	-2.195946e-02
9.610095134703442e-01	-6.378844e-01	3.621156e-01	1.013201e+00	2.134784e-02	2.134784e-02	-2.134784e-02	-2.134784e-02
9.619860759703442e-01	-6.839091e-01	3.160909e-01	1.013222e+00	2.069012e-02	2.069012e-02	-2.069012e-02	-2.069012e-02
9.629626384703442e-01	-7.273597e-01	2.726403e-01	1.013242e+00	1.998873e-02	1.998873e-02	-1.998873e-02	-1.998873e-02
9.639392009703442e-01	-7.680726e-01	2.319274e-01	1.013261e+00	1.924626e-02	1.924626e-02	-1.924626e-02	-1.924626e-02
9.649157634703442e-01	-8.058947e-01	1.941053e-01	1.013279e+00	1.846547e-02	1.846547e-02	-1.846547e-02	-1.846547e-02
9.658923259703442e-01	-8.406836e-01	1.593164e-01	1.013297e+00	1.764924e-02	1.764924e-02	-1.764924e-02	-1.764924e-02
9.668688884703442e-01	-8.723083e-01	1.276917e-01	1.013314e+00	1.680059e-02	1.680059e-02	-1.680059e-02	-1.680059e-02
9.678454509703442e-01	-9.006499e-01	9.935012e-02	1.013330e+00	1.592268e-02	1.592268e-02	-1.592268e-02	-1.592268e-02
9.688220134703442e-01	-9.256016e-01	7.439839e-02	1.013345e+00	1.501875e-02	1.501875e-02	-1.501875e-02	-1.501875e-02
9.697985759703442e-01	-9.470696e-01	5.293041e-02	1.013359e+00	1.409217e-02	1.409217e-02	-1.409217e-02	-1.409217e-02
9.707751384703442e-01	-9.649730e-01	3.502700e-02	1.013372e+00	1.314637e-02	1.314637e-02	-1.314637e-02	-1.314637e-02
9.717517009703442e-01	-9.792445e-01	2.075552e-02	1.013385e+00	1.218486e-02	1.218486e-02	-1.218486e-02	-1.218486e-02
9.727282634703442e-01	-9.898303e-01	1.016970e-02	1.013396e+00	1.121121e-02	1.121121e-02	-1.121121e-02	-1.121121e-02
9.737048259703442e-01	-9.966906e-01	3.309377e-03	1.013407e+00	1.022905e-02	1.022905e-02	-1.022905e-02	-1.022905e-02
9.746813884703442e-01	-9.997996e-01	2.003725e-04	1.013416e+00	9.242010e-03	9.242010e-03	-9.242010e-03	-9.242010e-03
9.756579509703442e-01	-9.991456e-01	8.543876e-04	1.013425e+00	8.253767e-03	8.253767e-03	-8.253767e-03	-8.253767e-03
9.766345134703442e-01	-9.947310e-01	5.268961e-03	1.013432e+00	7.267989e-03	7.267989e-03	-7.267989e-03	-7.267989e-03
9.776110759703442e-01	-9.865725e-01	1.342748e-02	1.013439e+00	6.288339e-03	6.288339e-03	-6.288339e-03	-6.288339e-03
9.785876384703442e-01	-9.747007e-01	2.529923e-02	1.013445e+00	5.318454e-03	5.318454e-03	-5.318454e-03	-5.318454e-03
9.795642009703442e-01	-9.591604e-01	4.083954e-02	1.013449e+00	4.361939e-03	4.361939e-03	-4.361939e-03	-4.361939e-03
9.805407634703442e-01	-9.400101e-01	5.998991e-02	1.013453e+00	3.422342e-03	3.422342e-03	-3.422342e-03	-3.422342e-03
9.815173259703442e-01	-9.173217e-01	8.267827e-02	1.013456e+00	2.503153e-03	2.503153e-03	-2.503153e-03	-2.503153e-03
9.824938884703442e-01	-8.911808e-01	1.088192e-01	1.013458e+00	1.607782e-03	1.607782e-03	-1.607782e-03	-1.607782e-03
9.834704509703442e-01	-8.616856e-01	1.383144e-01	1.013459e+00	7.395516e-04	7.395516e-04	-7.395516e-04	-7.395516e-04
9.844470134703442e-01	-8.289473e-01	1.710527e-01	1.013459e+00	-9.832011e-05	-9.832011e-05	9.832011e-05	9.832011e-05
9.854235759703442e-01	-7.930890e-01	2.069110e-01	1.013459e+00	-9.027281e-04	-9.027281e-04	9.027281e-04	9.027281e-04
9.864001384703442e-01	-7.542456e-01	2.457543e-01	1.013458e+00	-1.670693e-03	-1.670693e-03	1.670693e-03	1.670693e-03
9.873767009703442e-01	-7.125635e-01	2.874365e-01	1.013456e+00	-2.399374e-03	-2.399374e-03	2.399374e-03	2.399374e-03
9.883532634703442e-01	-6.681995e-01	3.318005e-01	1.013453e+00	-3.086077e-03	-3.086077e-03	3.086077e-03	3.086077e-03
9.893298259703442e-01	-6.213205e-01	3.786795e-01	1.013450e+00	-3.728265e-03	-3.728265e-03	3.728265e-03	3.728265e-03
9.903063884703442e-01	-5.721030e-01	4.278970e-01	1.013446e+00	-4.323572e-03	-4.323572e-03	4.323572e-03	4.323572e-03
9.912829509703442e-01	-5.207322e-01	4.792678e-01	1.013441e+00	-4.869805e-03	-4.869805e-03	4.869805e-03	4.869805e-03
9.922595134703442e-01	-4.674015e-01	5.325986e-01	1.013436e+00	-5.364957e-03	-5.364957e-03	5.364957e-03	5.364957e-03
9.932360759703442e-01	-4.123116e-01	5.876884e-01	1.013431e+00	-5.807213e-03	-5.807213e-03	5.807213e-03	5.807213e-03
9.942126384703442e-01	-3.556698e-01	6.443302e-01	1.013425e+00	-6.194958e-03	-6.194958e-03	6.194958e-03	6.194958e-03
9.951892009703442e-01	-2.976894e-01	7.023106e-01	1.013419e+00	-6.526783e-03	-6.526783e-03	6.526783e-03	6.526783e-03
9.961657634703442e-01	-2.385886e-01	7.614114e-01	1.013412e+00	-6.801485e-03	-6.801485e-03	6.801485e-03	6.801485e-03
9.971423259703442e-01	-1.785897e-01	8.214102e-01	1.013406e+00	-7.018082e-03	-7.018082e-03	7.018082e-03	7.018082e-03
9.981188884703442e-01	-1.179187e-01	8.820813e-01	1.013399e+00	-7.175806e-03	-7.175806e-03	7.175806e-03	7.175806e-03
9.990954509703442e-01	-5.680390e-02	9.431961e-01	1.013391e+00	-7.275217e-03	-7.275217e-03	7.275217e-03	7.275217e-03
1.000000000000000e+00	-2.449294e-15	1.000000e+00	1.013385e+00	-7.326857e-03	-7.326857e-03	7.326857e-03	7.326857e-03
