time	N001	V1	R1	I1
0.000578002	1.03631	-2.03631	1.03631	1
0.000579002	1.03637	-2.03637	1.03637	1
0.000580002	1.03643	-2.03643	1.03643	1
0.000581002	1.0365	-2.0365	1.0365	1
0.000582002	1.03656	-2.03656	1.03656	1
0.000583002	1.03662	-2.03662	1.03662	1
0.000584002	1.03669	-2.03669	1.03669	1
0.000585002	1.03675	-2.03675	1.03675	1
0.000586002	1.03681	-2.03681	1.03681	1
0.000587002	1.03687	-2.03687	1.03687	1
0.000588002	1.03694	-2.03694	1.03694	1
0.000589002	1.037	-2.037	1.037	1
0.000590002	1.03706	-2.03706	1.03706	1
0.000591002	1.03713	-2.03713	1.03713	1
0.000592002	1.03719	-2.03719	1.03719	1
0.000593002	1.03725	-2.03725	1.03725	1
0.000594002	1.03731	-2.03731	1.03731	1
0.000595002	1.03738	-2.03738	1.03738	1
0.000596002	1.03744	-2.03744	1.03744	1
0.000597002	1.0375	-2.0375	1.0375	1
0.000598002	1.03756	-2.03756	1.03756	1
0.000599002	1.03763	-2.03763	1.03763	1
0.000600002	1.03769	-2.03769	1.03769	1
0.000601002	1.03775	-2.03775	1.03775	1
0.000602002	1.03782	-2.03782	1.03782	1
0.000603002	1.03788	-2.03788	1.03788	1
0.000604002	1.03794	-2.03794	1.03794	1
0.000605002	1.038	-2.038	1.038	1
0.000606002	1.03807	-2.03807	1.03807	1
0.000607002	1.03813	-2.03813	1.03813	1
0.000608002	1.03819	-2.03819	1.03819	1
0.000609002	1.03826	-2.03826	1.03826	1
0.000610002	1.03832	-2.03832	1.03832	1
0.000611002	1.03838	-2.03838	1.03838	1
0.000612002	1.03844	-2.03844	1.03844	1
0.000613002	1.03851	-2.03851	1.03851	1
0.000614002	1.03857	-2.03857	1.03857	1
0.000615002	1.03863	-2.03863	1.03863	1
0.000616002	1.03869	-2.03869	1.03869	1
0.000617002	1.03876	-2.03876	1.03876	1
0.000618002	1.03882	-2.03882	1.03882	1
0.000619002	1.03888	-2.03888	1.03888	1
0.000620002	1.03895	-2.03895	1.03895	1
0.000621002	1.03901	-2.03901	1.03901	1
0.000622002	1.03907	-2.03907	1.03907	1
0.000623002	1.03913	-2.03913	1.03913	1
0.000624002	1.0392	-2.0392	1.0392	1
0.000625002	1.03926	-2.03926	1.03926	1
0.000626002	1.03932	-2.03932	1.03932	1
0.000627002	1.03939	-2.03939	1.03939	1
0.000628002	1.03945	-2.03945	1.03945	1
0.000629002	1.03951	-2.03951	1.03951	1
0.000630002	1.03957	-2.03957	1.03957	1
0.000631002	1.03964	-2.03964	1.03964	1
0.000632002	1.0397	-2.0397	1.0397	1
0.000633002	1.03976	-2.03976	1.03976	1
0.000634002	1.03982	-2.03982	1.03982	1
0.000635002	1.03989	-2.03989	1.03989	1
0.000636002	1.03995	-2.03995	1.03995	1
0.000637002	1.04001	-2.04001	1.04001	1
0.000638002	1.04008	-2.04008	1.04008	1
0.000639002	1.04014	-2.04014	1.04014	1
0.000640002	1.0402	-2.0402	1.0402	1
0.000641002	1.04026	-2.04026	1.04026	1
0.000642002	1.04033	-2.04033	1.04033	1
0.000643002	1.04039	-2.04039	1.04039	1
0.000644002	1.04045	-2.04045	1.04045	1
0.000645002	1.04052	-2.04052	1.04052	1
0.000646002	1.04058	-2.04058	1.04058	1
0.000647002	1.04064	-2.04064	1.04064	1
0.000648002	1.0407	-2.0407	1.0407	1
0.000649002	1.04077	-2.04077	1.04077	1
0.000650002	1.04083	-2.04083	1.04083	1
0.000651002	1.04089	-2.04089	1.04089	1
0.000652002	1.04096	-2.04096	1.04096	1
0.000653002	1.04102	-2.04102	1.04102	1
0.000654002	1.04108	-2.04108	1.04108	1
0.000655002	1.04114	-2.04114	1.04114	1
0.000656002	1.04121	-2.04121	1.04121	1
0.000657002	1.04127	-2.04127	1.04127	1
0.000658002	1.04133	-2.04133	1.04133	1
0.000659002	1.04139	-2.04139	1.04139	1
0.000660002	1.04146	-2.04146	1.04146	1
0.000661002	1.04152	-2.04152	1.04152	1
0.000662002	1.04158	-2.04158	1.04158	1
0.000663002	1.04165	-2.04165	1.04165	1
0.000664002	1.04171	-2.04171	1.04171	1
0.000665002	1.04177	-2.04177	1.04177	1
0.000666002	1.04183	-2.04183	1.04183	1
0.000667002	1.0419	-2.0419	1.0419	1
0.000668002	1.04196	-2.04196	1.04196	1
0.000669002	1.04202	-2.04202	1.04202	1
0.000670002	1.04209	-2.04209	1.04209	1
0.000671002	1.04215	-2.04215	1.04215	1
0.000672002	1.04221	-2.04221	1.04221	1
0.000673002	1.04227	-2.04227	1.04227	1
0.000674002	1.04234	-2.04234	1.04234	1
0.000675002	1.0424	-2.0424	1.0424	1
0.000676002	1.04246	-2.04246	1.04246	1
0.000677002	1.04252	-2.04252	1.04252	1
0.000678002	1.04259	-2.04259	1.04259	1
0.000679002	1.04265	-2.04265	1.04265	1
0.000680003	1.04271	-2.04271	1.04271	1
0.000681003	1.04278	-2.04278	1.04278	1
0.000682003	1.04284	-2.04284	1.04284	1
0.000683003	1.0429	-2.0429	1.0429	1
0.000684003	1.04296	-2.04296	1.04296	1
0.000685003	1.04303	-2.04303	1.04303	1
0.000686003	1.04309	-2.04309	1.04309	1
0.000687003	1.04315	-2.04315	1.04315	1
0.000688003	1.04322	-2.04322	1.04322	1
0.000689003	1.04328	-2.04328	1.04328	1
0.000690003	1.04334	-2.04334	1.04334	1
0.000691003	1.0434	-2.0434	1.0434	1
0.000692003	1.04347	-2.04347	1.04347	1
0.000693003	1.04353	-2.04353	1.04353	1
0.000694003	1.04359	-2.04359	1.04359	1
0.000695003	1.04365	-2.04365	1.04365	1
0.000696003	1.04372	-2.04372	1.04372	1
0.000697003	1.04378	-2.04378	1.04378	1
0.000698003	1.04384	-2.04384	1.04384	1
0.000699003	1.04391	-2.04391	1.04391	1
0.000700003	1.04397	-2.04397	1.04397	1
0.000701003	1.04403	-2.04403	1.04403	1
0.000702003	1.04409	-2.04409	1.04409	1
0.000703003	1.04416	-2.04416	1.04416	1
0.000704003	1.04422	-2.04422	1.04422	1
0.000705003	1.04428	-2.04428	1.04428	1
0.000706003	1.04434	-2.04434	1.04434	1
0.000707003	1.04441	-2.04441	1.04441	1
0.000708003	1.04447	-2.04447	1.04447	1
0.000709003	1.04453	-2.04453	1.04453	1
0.000710003	1.0446	-2.0446	1.0446	1
0.000711003	1.04466	-2.04466	1.04466	1
0.000712003	1.04472	-2.04472	1.04472	1
0.000713003	1.04478	-2.04478	1.04478	1
0.000714003	1.04485	-2.04485	1.04485	1
0.000715003	1.04491	-2.04491	1.04491	1
0.000716003	1.04497	-2.04497	1.04497	1
0.000717003	1.04504	-2.04504	1.04504	1
0.000718003	1.0451	-2.0451	1.0451	1
0.000719003	1.04516	-2.04516	1.04516	1
0.000720003	1.04522	-2.04522	1.04522	1
0.000721003	1.04529	-2.04529	1.04529	1
0.000722003	1.04535	-2.04535	1.04535	1
0.000723003	1.04541	-2.04541	1.04541	1
0.000724003	1.04547	-2.04547	1.04547	1
0.000725003	1.04554	-2.04554	1.04554	1
0.000726003	1.0456	-2.0456	1.0456	1
0.000727003	1.04566	-2.04566	1.04566	1
0.000728003	1.04573	-2.04573	1.04573	1
0.000729003	1.04579	-2.04579	1.04579	1
0.000730003	1.04585	-2.04585	1.04585	1
0.000731003	1.04591	-2.04591	1.04591	1
0.000732003	1.04598	-2.04598	1.04598	1
0.000733003	1.04604	-2.04604	1.04604	1
0.000734003	1.0461	-2.0461	1.0461	1
0.000735003	1.04617	-2.04617	1.04617	1
0.000736003	1.04623	-2.04623	1.04623	1
0.000737003	1.04629	-2.04629	1.04629	1
0.000738003	1.04635	-2.04635	1.04635	1
0.000739003	1.04642	-2.04642	1.04642	1
0.000740003	1.04648	-2.04648	1.04648	1
0.000741003	1.04654	-2.04654	1.04654	1
0.000742003	1.0466	-2.0466	1.0466	1
0.000743003	1.04667	-2.04667	1.04667	1
0.000744003	1.04673	-2.04673	1.04673	1
0.000745003	1.04679	-2.04679	1.04679	1
0.000746003	1.04686	-2.04686	1.04686	1
0.000747003	1.04692	-2.04692	1.04692	1
0.000748003	1.04698	-2.04698	1.04698	1
0.000749003	1.04704	-2.04704	1.04704	1
0.000750003	1.04711	-2.04711	1.04711	1
0.000751003	1.04717	-2.04717	1.04717	1
0.000752003	1.04723	-2.04723	1.04723	1
0.000753003	1.04729	-2.0473	1.04729	1
0.000754003	1.04736	-2.04736	1.04736	1
0.000755003	1.04742	-2.04742	1.04742	1
0.000756003	1.04748	-2.04748	1.04748	1
0.000757003	1.04755	-2.04755	1.04755	1
0.000758003	1.04761	-2.04761	1.04761	1
0.000759003	1.04767	-2.04767	1.04767	1
0.000760003	1.04773	-2.04773	1.04773	1
0.000761003	1.0478	-2.0478	1.0478	1
0.000762003	1.04786	-2.04786	1.04786	1
0.000763003	1.04792	-2.04792	1.04792	1
0.000764003	1.04799	-2.04799	1.04799	1
0.000765003	1.04805	-2.04805	1.04805	1
0.000766003	1.04811	-2.04811	1.04811	1
0.000767003	1.04817	-2.04817	1.04817	1
0.000768003	1.04824	-2.04824	1.04824	1
0.000769003	1.0483	-2.0483	1.0483	1
0.000770003	1.04836	-2.04836	1.04836	1
0.000771003	1.04842	-2.04842	1.04842	1
0.000772003	1.04849	-2.04849	1.04849	1
0.000773003	1.04855	-2.04855	1.04855	1
0.000774003	1.04861	-2.04861	1.04861	1
0.000775003	1.04868	-2.04868	1.04868	1
0.000776003	1.04874	-2.04874	1.04874	1
0.000777003	1.0488	-2.0488	1.0488	1
0.000778003	1.04886	-2.04886	1.04886	1
0.000779003	1.04893	-2.04893	1.04893	1
0.000780003	1.04899	-2.04899	1.04899	1
0.000781003	1.04905	-2.04905	1.04905	1
0.000782003	1.04911	-2.04911	1.04911	1
0.000783003	1.04918	-2.04918	1.04918	1
0.000784003	1.04924	-2.04924	1.04924	1
0.000785003	1.0493	-2.0493	1.0493	1
0.000786003	1.04937	-2.04937	1.04937	1
0.000787003	1.04943	-2.04943	1.04943	1
0.000788003	1.04949	-2.04949	1.04949	1
0.000789003	1.04955	-2.04955	1.04955	1
0.000790003	1.04962	-2.04962	1.04962	1
0.000791003	1.04968	-2.04968	1.04968	1
0.000792003	1.04974	-2.04974	1.04974	1
0.000793003	1.04981	-2.04981	1.04981	1
0.000794003	1.04987	-2.04987	1.04987	1
0.000795003	1.04993	-2.04993	1.04993	1
0.000796003	1.04999	-2.04999	1.04999	1
0.000797003	1.05006	-2.05006	1.05006	1
0.000798003	1.05012	-2.05012	1.05012	1
0.000799003	1.05018	-2.05018	1.05018	1
0.000800003	1.05024	-2.05024	1.05024	1
0.000801003	1.05031	-2.05031	1.05031	1
0.000802003	1.05037	-2.05037	1.05037	1
0.000803003	1.05043	-2.05043	1.05043	1
0.000804003	1.0505	-2.0505	1.0505	1
0.000805003	1.05056	-2.05056	1.05056	1
0.000806003	1.05062	-2.05062	1.05062	1
0.000807003	1.05068	-2.05068	1.05068	1
0.000808003	1.05075	-2.05075	1.05075	1
0.000809003	1.05081	-2.05081	1.05081	1
0.000810003	1.05087	-2.05087	1.05087	1
0.000811003	1.05093	-2.05093	1.05093	1
0.000812004	1.051	-2.051	1.051	1
0.000813004	1.05106	-2.05106	1.05106	1
0.000814004	1.05112	-2.05112	1.05112	1
0.000815004	1.05119	-2.05119	1.05119	1
0.000816004	1.05125	-2.05125	1.05125	1
0.000817004	1.05131	-2.05131	1.05131	1
0.000818004	1.05137	-2.05137	1.05137	1
0.000819004	1.05144	-2.05144	1.05144	1
0.000820004	1.0515	-2.0515	1.0515	1
0.000821004	1.05156	-2.05156	1.05156	1
0.000822004	1.05163	-2.05163	1.05163	1
0.000823004	1.05169	-2.05169	1.05169	1
0.000824004	1.05175	-2.05175	1.05175	1
0.000825004	1.05181	-2.05181	1.05181	1
0.000826004	1.05188	-2.05188	1.05188	1
0.000827004	1.05194	-2.05194	1.05194	1
0.000828004	1.052	-2.052	1.052	1
0.000829004	1.05206	-2.05206	1.05206	1
0.000830004	1.05213	-2.05213	1.05213	1
0.000831004	1.05219	-2.05219	1.05219	1
0.000832004	1.05225	-2.05225	1.05225	1
0.000833004	1.05232	-2.05232	1.05232	1
0.000834004	1.05238	-2.05238	1.05238	1
0.000835004	1.05244	-2.05244	1.05244	1
0.000836004	1.0525	-2.0525	1.0525	1
0.000837004	1.05257	-2.05257	1.05257	1
0.000838004	1.05263	-2.05263	1.05263	1
0.000839004	1.05269	-2.05269	1.05269	1
0.000840004	1.05275	-2.05275	1.05275	1
0.000841004	1.05282	-2.05282	1.05282	1
0.000842004	1.05288	-2.05288	1.05288	1
0.000843004	1.05294	-2.05294	1.05294	1
0.000844004	1.05301	-2.05301	1.05301	1
0.000845004	1.05307	-2.05307	1.05307	1
0.000846004	1.05313	-2.05313	1.05313	1
0.000847004	1.05319	-2.05319	1.05319	1
0.000848004	1.05326	-2.05326	1.05326	1
0.000849004	1.05332	-2.05332	1.05332	1
0.000850004	1.05338	-2.05338	1.05338	1
0.000851004	1.05344	-2.05344	1.05344	1
0.000852004	1.05351	-2.05351	1.05351	1
0.000853004	1.05357	-2.05357	1.05357	1
0.000854004	1.05363	-2.05363	1.05363	1
0.000855004	1.0537	-2.0537	1.0537	1
0.000856004	1.05376	-2.05376	1.05376	1
0.000857004	1.05382	-2.05382	1.05382	1
0.000858004	1.05388	-2.05388	1.05388	1
0.000859004	1.05395	-2.05395	1.05395	1
0.000860004	1.05401	-2.05401	1.05401	1
0.000861004	1.05407	-2.05407	1.05407	1
0.000862004	1.05413	-2.05413	1.05413	1
0.000863004	1.0542	-2.0542	1.0542	1
0.000864004	1.05426	-2.05426	1.05426	1
0.000865004	1.05432	-2.05432	1.05432	1
0.000866004	1.05439	-2.05439	1.05439	1
0.000867004	1.05445	-2.05445	1.05445	1
0.000868004	1.05451	-2.05451	1.05451	1
0.000869004	1.05457	-2.05457	1.05457	1
0.000870004	1.05464	-2.05464	1.05464	1
0.000871004	1.0547	-2.0547	1.0547	1
0.000872004	1.05476	-2.05476	1.05476	1
0.000873004	1.05482	-2.05482	1.05482	1
0.000874004	1.05489	-2.05489	1.05489	1
0.000875004	1.05495	-2.05495	1.05495	1
0.000876004	1.05501	-2.05501	1.05501	1
0.000877004	1.05508	-2.05508	1.05508	1
0.000878004	1.05514	-2.05514	1.05514	1
0.000879004	1.0552	-2.0552	1.0552	1
0.000880004	1.05526	-2.05526	1.05526	1
0.000881004	1.05533	-2.05533	1.05533	1
0.000882004	1.05539	-2.05539	1.05539	1
0.000883004	1.05545	-2.05545	1.05545	1
0.000884004	1.05552	-2.05552	1.05552	1
0.000885004	1.05558	-2.05558	1.05558	1
0.000886004	1.05564	-2.05564	1.05564	1
0.000887004	1.0557	-2.0557	1.0557	1
0.000888004	1.05577	-2.05577	1.05577	1
0.000889004	1.05583	-2.05583	1.05583	1
0.000890004	1.05589	-2.05589	1.05589	1
0.000891004	1.05595	-2.05595	1.05595	1
0.000892004	1.05602	-2.05602	1.05602	1
0.000893004	1.05608	-2.05608	1.05608	1
0.000894004	1.05614	-2.05614	1.05614	1
0.000895004	1.05621	-2.05621	1.05621	1
0.000896004	1.05627	-2.05627	1.05627	1
0.000897004	1.05633	-2.05633	1.05633	1
0.000898004	1.05639	-2.05639	1.05639	1
0.000899004	1.05646	-2.05646	1.05646	1
0.000900004	1.05652	-2.05652	1.05652	1
0.000901004	1.05658	-2.05658	1.05658	1
0.000902004	1.05664	-2.05664	1.05664	1
0.000903004	1.05671	-2.05671	1.05671	1
0.000904004	1.05677	-2.05677	1.05677	1
0.000905004	1.05683	-2.05683	1.05683	1
0.000906004	1.0569	-2.0569	1.0569	1
0.000907004	1.05696	-2.05696	1.05696	1
0.000908004	1.05702	-2.05702	1.05702	1
0.000909004	1.05708	-2.05708	1.05708	1
0.000910004	1.05715	-2.05715	1.05715	1
0.000911004	1.05721	-2.05721	1.05721	1
0.000912004	1.05727	-2.05727	1.05727	1
0.000913004	1.05733	-2.05733	1.05733	1
0.000914004	1.0574	-2.0574	1.0574	1
0.000915004	1.05746	-2.05746	1.05746	1
0.000916004	1.05752	-2.05752	1.05752	1
0.000917004	1.05759	-2.05759	1.05759	1
0.000918004	1.05765	-2.05765	1.05765	1
0.000919004	1.05771	-2.05771	1.05771	1
0.000920004	1.05777	-2.05777	1.05777	1
0.000921004	1.05784	-2.05784	1.05784	1
0.000922004	1.0579	-2.0579	1.0579	1
0.000923004	1.05796	-2.05796	1.05796	1
0.000924004	1.05802	-2.05802	1.05802	1
0.000925004	1.05809	-2.05809	1.05809	1
0.000926004	1.05815	-2.05815	1.05815	1
0.000927004	1.05821	-2.05821	1.05821	1
0.000928004	1.05828	-2.05828	1.05828	1
0.000929004	1.05834	-2.05834	1.05834	1
0.000930004	1.0584	-2.0584	1.0584	1
0.000931004	1.05846	-2.05846	1.05846	1
0.000932004	1.05853	-2.05853	1.05853	1
0.000933004	1.05859	-2.05859	1.05859	1
0.000934004	1.05865	-2.05865	1.05865	1
0.000935004	1.05871	-2.05871	1.05871	1
0.000936004	1.05878	-2.05878	1.05878	1
0.000937004	1.05884	-2.05884	1.05884	1
0.000938004	1.0589	-2.0589	1.0589	1
0.000939004	1.05897	-2.05897	1.05897	1
0.000940004	1.05903	-2.05903	1.05903	1
0.000941004	1.05909	-2.05909	1.05909	1
0.000942004	1.05915	-2.05915	1.05915	1
0.000943005	1.05922	-2.05922	1.05922	1
0.000944005	1.05928	-2.05928	1.05928	1
0.000945005	1.05934	-2.05934	1.05934	1
0.000946005	1.0594	-2.0594	1.0594	1
0.000947005	1.05947	-2.05947	1.05947	1
0.000948005	1.05953	-2.05953	1.05953	1
0.000949005	1.05959	-2.05959	1.05959	1
0.000950005	1.05966	-2.05966	1.05966	1
0.000951005	1.05972	-2.05972	1.05972	1
0.000952005	1.05978	-2.05978	1.05978	1
0.000953005	1.05984	-2.05984	1.05984	1
0.000954005	1.05991	-2.05991	1.05991	1
0.000955005	1.05997	-2.05997	1.05997	1
0.000956005	1.06003	-2.06003	1.06003	1
0.000957005	1.06009	-2.06009	1.06009	1
0.000958005	1.06016	-2.06016	1.06016	1
0.000959005	1.06022	-2.06022	1.06022	1
0.000960005	1.06028	-2.06028	1.06028	1
0.000961005	1.06035	-2.06035	1.06035	1
0.000962005	1.06041	-2.06041	1.06041	1
0.000963005	1.06047	-2.06047	1.06047	1
0.000964005	1.06053	-2.06053	1.06053	1
0.000965005	1.0606	-2.0606	1.0606	1
0.000966005	1.06066	-2.06066	1.06066	1
0.000967005	1.06072	-2.06072	1.06072	1
0.000968005	1.06078	-2.06078	1.06078	1
0.000969005	1.06085	-2.06085	1.06085	1
0.000970005	1.06091	-2.06091	1.06091	1
0.000971005	1.06097	-2.06097	1.06097	1
0.000972005	1.06103	-2.06103	1.06103	1
0.000973005	1.0611	-2.0611	1.0611	1
0.000974005	1.06116	-2.06116	1.06116	1
0.000975005	1.06122	-2.06122	1.06122	1
0.000976005	1.06129	-2.06129	1.06129	1
0.000977005	1.06135	-2.06135	1.06135	1
0.000978005	1.06141	-2.06141	1.06141	1
0.000979005	1.06147	-2.06147	1.06147	1
0.000980005	1.06154	-2.06154	1.06154	1
0.000981005	1.0616	-2.0616	1.0616	1
0.000982005	1.06166	-2.06166	1.06166	1
0.000983005	1.06172	-2.06172	1.06172	1
0.000984005	1.06179	-2.06179	1.06179	1
0.000985005	1.06185	-2.06185	1.06185	1
0.000986005	1.06191	-2.06191	1.06191	1
0.000987005	1.06198	-2.06198	1.06198	1
0.000988005	1.06204	-2.06204	1.06204	1
0.000989005	1.0621	-2.0621	1.0621	1
0.000990005	1.06216	-2.06216	1.06216	1
0.000991005	1.06223	-2.06223	1.06223	1
0.000992005	1.06229	-2.06229	1.06229	1
0.000993005	1.06235	-2.06235	1.06235	1
0.000994005	1.06241	-2.06241	1.06241	1
0.000995005	1.06248	-2.06248	1.06248	1
0.000996005	1.06254	-2.06254	1.06254	1
0.000997005	1.0626	-2.0626	1.0626	1
0.000998005	1.06267	-2.06267	1.06267	1
0.000999005	1.06273	-2.06273	1.06273	1
0.001	1.06279	-2.06279	1.06279	1
0.001001	1.06285	-2.06285	1.06285	1
0.001002	1.06292	-2.06292	1.06292	1
0.001003	1.06298	-2.06298	1.06298	1
0.001004	1.06304	-2.06304	1.06304	1
0.001005	1.0631	-2.0631	1.0631	1
0.001006	1.06317	-2.06317	1.06317	1
0.001007	1.06323	-2.06323	1.06323	1
0.001008	1.06329	-2.06329	1.06329	1
0.00100901	1.06336	-2.06336	1.06336	1
0.00101001	1.06342	-2.06342	1.06342	1
0.00101101	1.06348	-2.06348	1.06348	1
0.00101201	1.06354	-2.06354	1.06354	1
0.00101301	1.06361	-2.06361	1.06361	1
0.00101401	1.06367	-2.06367	1.06367	1
0.00101501	1.06373	-2.06373	1.06373	1
0.00101601	1.06379	-2.06379	1.06379	1
0.00101701	1.06386	-2.06386	1.06386	1
0.00101801	1.06392	-2.06392	1.06392	1
0.00101901	1.06398	-2.06398	1.06398	1
0.00102001	1.06404	-2.06404	1.06404	1
0.00102101	1.06411	-2.06411	1.06411	1
0.00102201	1.06417	-2.06417	1.06417	1
0.00102301	1.06423	-2.06423	1.06423	1
0.00102401	1.0643	-2.0643	1.0643	1
0.00102501	1.06436	-2.06436	1.06436	1
0.00102601	1.06442	-2.06442	1.06442	1
0.00102701	1.06448	-2.06448	1.06448	1
0.00102801	1.06455	-2.06455	1.06455	1
0.00102901	1.06461	-2.06461	1.06461	1
0.00103001	1.06467	-2.06467	1.06467	1
0.00103101	1.06473	-2.06473	1.06473	1
0.00103201	1.0648	-2.0648	1.0648	1
0.00103301	1.06486	-2.06486	1.06486	1
0.00103401	1.06492	-2.06492	1.06492	1
0.00103501	1.06499	-2.06499	1.06499	1
0.00103601	1.06505	-2.06505	1.06505	1
0.00103701	1.06511	-2.06511	1.06511	1
0.00103801	1.06517	-2.06517	1.06517	1
0.00103901	1.06524	-2.06524	1.06524	1
0.00104001	1.0653	-2.0653	1.0653	1
0.00104101	1.06536	-2.06536	1.06536	1
0.00104201	1.06542	-2.06542	1.06542	1
0.00104301	1.06549	-2.06549	1.06549	1
0.00104401	1.06555	-2.06555	1.06555	1
0.00104501	1.06561	-2.06561	1.06561	1
0.00104601	1.06568	-2.06568	1.06568	1
0.00104701	1.06574	-2.06574	1.06574	1
0.00104801	1.0658	-2.0658	1.0658	1
0.00104901	1.06586	-2.06586	1.06586	1
0.00105001	1.06593	-2.06593	1.06593	1
0.00105101	1.06599	-2.06599	1.06599	1
0.00105201	1.06605	-2.06605	1.06605	1
0.00105301	1.06611	-2.06611	1.06611	1
0.00105401	1.06618	-2.06618	1.06618	1
0.00105501	1.06624	-2.06624	1.06624	1
0.00105601	1.0663	-2.0663	1.0663	1
0.00105701	1.06636	-2.06636	1.06636	1
0.00105801	1.06643	-2.06643	1.06643	1
0.00105901	1.06649	-2.06649	1.06649	1
0.00106001	1.06655	-2.06655	1.06655	1
0.00106101	1.06662	-2.06662	1.06662	1
0.00106201	1.06668	-2.06668	1.06668	1
0.00106301	1.06674	-2.06674	1.06674	1
0.00106401	1.0668	-2.0668	1.0668	1
0.00106501	1.06687	-2.06687	1.06687	1
0.00106601	1.06693	-2.06693	1.06693	1
0.00106701	1.06699	-2.06699	1.06699	1
0.00106801	1.06705	-2.06705	1.06705	1
0.00106901	1.06712	-2.06712	1.06712	1
0.00107001	1.06718	-2.06718	1.06718	1
0.00107101	1.06724	-2.06724	1.06724	1
0.00107201	1.06731	-2.06731	1.06731	1
0.00107301	1.06737	-2.06737	1.06737	1
0.00107401	1.06743	-2.06743	1.06743	1
0.00107501	1.06749	-2.06749	1.06749	1
0.00107601	1.06756	-2.06756	1.06756	1
0.00107701	1.06762	-2.06762	1.06762	1
0.00107801	1.06768	-2.06768	1.06768	1
0.00107901	1.06774	-2.06774	1.06774	1
0.00108001	1.06781	-2.06781	1.06781	1
0.00108101	1.06787	-2.06787	1.06787	1
0.00108201	1.06793	-2.06793	1.06793	1
0.00108301	1.06799	-2.06799	1.06799	1
0.00108401	1.06806	-2.06806	1.06806	1
0.00108501	1.06812	-2.06812	1.06812	1
0.00108601	1.06818	-2.06818	1.06818	1
0.00108701	1.06825	-2.06825	1.06825	1
0.00108801	1.06831	-2.06831	1.06831	1
0.00108901	1.06837	-2.06837	1.06837	1
0.00109001	1.06843	-2.06843	1.06843	1
0.00109101	1.0685	-2.0685	1.0685	1
0.00109201	1.06856	-2.06856	1.06856	1
0.00109301	1.06862	-2.06862	1.06862	1
0.00109401	1.06868	-2.06868	1.06868	1
0.00109501	1.06875	-2.06875	1.06875	1
0.00109601	1.06881	-2.06881	1.06881	1
0.00109701	1.06887	-2.06887	1.06887	1
0.00109801	1.06894	-2.06893	1.06894	1
0.00109901	1.069	-2.069	1.069	1
0.00110001	1.06906	-2.06906	1.06906	1
0.00110101	1.06912	-2.06912	1.06912	1
0.00110201	1.06919	-2.06919	1.06919	1
0.00110301	1.06925	-2.06925	1.06925	1
0.00110401	1.06931	-2.06931	1.06931	1
0.00110501	1.06937	-2.06937	1.06937	1
0.00110601	1.06944	-2.06944	1.06944	1
0.00110701	1.0695	-2.0695	1.0695	1
0.00110801	1.06956	-2.06956	1.06956	1
0.00110901	1.06962	-2.06962	1.06962	1
0.00111001	1.06969	-2.06969	1.06969	1
0.00111101	1.06975	-2.06975	1.06975	1
0.00111201	1.06981	-2.06981	1.06981	1
0.00111301	1.06988	-2.06988	1.06988	1
0.00111401	1.06994	-2.06994	1.06994	1
0.00111501	1.07	-2.07	1.07	1
0.00111601	1.07006	-2.07006	1.07006	1
0.00111701	1.07013	-2.07013	1.07013	1
0.00111801	1.07019	-2.07019	1.07019	1
0.00111901	1.07025	-2.07025	1.07025	1
0.00112001	1.07031	-2.07031	1.07031	1
0.00112101	1.07038	-2.07038	1.07038	1
0.00112201	1.07044	-2.07044	1.07044	1
0.00112301	1.0705	-2.0705	1.0705	1
0.00112401	1.07056	-2.07056	1.07056	1
0.00112501	1.07063	-2.07063	1.07063	1
0.00112601	1.07069	-2.07069	1.07069	1
0.00112701	1.07075	-2.07075	1.07075	1
0.00112801	1.07082	-2.07082	1.07082	1
0.00112901	1.07088	-2.07088	1.07088	1
0.00113001	1.07094	-2.07094	1.07094	1
0.00113101	1.071	-2.071	1.071	1
0.00113201	1.07107	-2.07107	1.07107	1
0.00113301	1.07113	-2.07113	1.07113	1
0.00113401	1.07119	-2.07119	1.07119	1
0.00113501	1.07125	-2.07125	1.07125	1
0.00113601	1.07132	-2.07132	1.07132	1
0.00113701	1.07138	-2.07138	1.07138	1
0.00113801	1.07144	-2.07144	1.07144	1
0.00113901	1.0715	-2.0715	1.0715	1
0.00114001	1.07157	-2.07157	1.07157	1
0.00114101	1.07163	-2.07163	1.07163	1
0.00114201	1.07169	-2.07169	1.07169	1
0.00114301	1.07176	-2.07176	1.07176	1
0.00114401	1.07182	-2.07182	1.07182	1
0.00114501	1.07188	-2.07188	1.07188	1
0.00114601	1.07194	-2.07194	1.07194	1
0.00114701	1.07201	-2.07201	1.07201	1
0.00114801	1.07207	-2.07207	1.07207	1
0.00114901	1.07213	-2.07213	1.07213	1
0.00115001	1.07219	-2.07219	1.07219	1
0.00115101	1.07226	-2.07226	1.07226	1
0.00115201	1.07232	-2.07232	1.07232	1
0.00115301	1.07238	-2.07238	1.07238	1
0.00115401	1.07244	-2.07244	1.07244	1
0.00115501	1.07251	-2.07251	1.07251	1
0.00115601	1.07257	-2.07257	1.07257	1
0.00115701	1.07263	-2.07263	1.07263	1
0.00115801	1.0727	-2.0727	1.0727	1
0.00115901	1.07276	-2.07276	1.07276	1
0.00116001	1.07282	-2.07282	1.07282	1
0.00116101	1.07288	-2.07288	1.07288	1
