time	V(n001)	V(n003)	I(C2)	I(C1)	I(V1)
4.971423259703442e-01	-1.785897e-01	-8.921085e-02	3.089148e+01	3.089148e+01	-3.089148e+01
4.990954509703442e-01	-5.680390e-02	-2.837523e-02	3.134552e+01	3.134552e+01	-3.134552e+01
5.010485759703442e-01	6.583632e-02	3.288719e-02	3.132810e+01	3.132810e+01	-3.132810e+01
5.030017009703442e-01	1.874863e-01	9.365494e-02	3.083947e+01	3.083947e+01	-3.083947e+01
5.049548259703442e-01	3.063163e-01	1.530140e-01	2.988700e+01	2.988700e+01	-2.988700e+01
5.069079509703442e-01	4.205390e-01	2.100717e-01	2.848499e+01	2.848499e+01	-2.848499e+01
5.088610759703442e-01	5.284365e-01	2.639696e-01	2.665454e+01	2.665454e+01	-2.665454e+01
5.108142009703442e-01	6.283857e-01	3.138972e-01	2.442318e+01	2.442318e+01	-2.442318e+01
5.127673259703442e-01	7.188835e-01	3.591035e-01	2.182447e+01	2.182447e+01	-2.182447e+01
5.147204509703442e-01	7.985685e-01	3.989086e-01	1.889751e+01	1.889751e+01	-1.889751e+01
5.166735759703442e-01	8.662424e-01	4.327137e-01	1.568630e+01	1.568630e+01	-1.568630e+01
5.186267009703442e-01	9.208872e-01	4.600103e-01	1.223916e+01	1.223916e+01	-1.223916e+01
5.205798259703442e-01	9.616809e-01	4.803880e-01	8.607937e+00	8.607937e+00	-8.607937e+00
5.225329509703442e-01	9.880101e-01	4.935402e-01	4.847239e+00	4.847239e+00	-4.847239e+00
5.244860759703442e-01	9.994787e-01	4.992691e-01	1.013633e+00	1.013633e+00	-1.013633e+00
5.264392009703442e-01	9.959142e-01	4.974886e-01	-2.835219e+00	-2.835219e+00	2.835219e+00
5.283923259703442e-01	9.773703e-01	4.882253e-01	-6.641426e+00	-6.641426e+00	6.641426e+00
5.303454509703442e-01	9.441257e-01	4.716187e-01	-1.034774e+01	-1.034774e+01	1.034774e+01
5.322985759703442e-01	8.966807e-01	4.479185e-01	-1.389841e+01	-1.389841e+01	1.389841e+01
5.342517009703442e-01	8.357487e-01	4.174811e-01	-1.724004e+01	-1.724004e+01	1.724004e+01
5.362048259703442e-01	7.622463e-01	3.807645e-01	-2.032237e+01	-2.032237e+01	2.032237e+01
5.381579509703442e-01	6.772790e-01	3.383209e-01	-2.309902e+01	-2.309902e+01	2.309902e+01
5.401110759703442e-01	5.821248e-01	2.907885e-01	-2.552825e+01	-2.552825e+01	2.552825e+01
5.420642009703442e-01	4.782149e-01	2.388825e-01	-2.757350e+01	-2.757350e+01	2.757350e+01
5.440173259703442e-01	3.671122e-01	1.833834e-01	-2.920403e+01	-2.920403e+01	2.920403e+01
5.459704509703442e-01	2.504877e-01	1.251260e-01	-3.039530e+01	-3.039530e+01	3.039530e+01
5.479235759703442e-01	1.300958e-01	6.498668e-02	-3.112939e+01	-3.112939e+01	3.112939e+01
5.498767009703442e-01	7.747029e-03	3.869870e-03	-3.139528e+01	-3.139528e+01	3.139528e+01
5.518298259703442e-01	-1.147182e-01	-5.730515e-02	-3.118894e+01	-3.118894e+01	3.118894e+01
5.537829509703442e-01	-2.354580e-01	-1.176182e-01	-3.051350e+01	-3.051350e+01	3.051350e+01
5.557360759703442e-01	-3.526563e-01	-1.761622e-01	-2.937910e+01	-2.937910e+01	2.937910e+01
5.576892009703442e-01	-4.645503e-01	-2.320566e-01	-2.780282e+01	-2.780282e+01	2.780282e+01
5.596423259703442e-01	-5.694571e-01	-2.844606e-01	-2.580835e+01	-2.580835e+01	2.580835e+01
5.615954509703442e-01	-6.657986e-01	-3.325861e-01	-2.342571e+01	-2.342571e+01	2.342571e+01
5.635485759703442e-01	-7.521260e-01	-3.757091e-01	-2.069072e+01	-2.069072e+01	2.069072e+01
5.655017009703442e-01	-8.271406e-01	-4.131812e-01	-1.764452e+01	-1.764452e+01	1.764452e+01
5.674548259703442e-01	-8.897144e-01	-4.444386e-01	-1.433293e+01	-1.433293e+01	1.433293e+01
5.694079509703442e-01	-9.389059e-01	-4.690112e-01	-1.080576e+01	-1.080576e+01	1.080576e+01
5.713610759703442e-01	-9.739755e-01	-4.865295e-01	-7.116061e+00	-7.116061e+00	7.116061e+00
5.733142009703442e-01	-9.943955e-01	-4.967299e-01	-3.319331e+00	-3.319331e+00	3.319331e+00
5.752673259703442e-01	-9.998589e-01	-4.994591e-01	5.273244e-01	5.273244e-01	-5.273244e-01
5.772204509703442e-01	-9.902835e-01	-4.946759e-01	4.366049e+00	4.366049e+00	-4.366049e+00
5.791735759703442e-01	-9.658134e-01	-4.824523e-01	8.139103e+00	8.139103e+00	-8.139103e+00
5.811267009703442e-01	-9.268165e-01	-4.629722e-01	1.178974e+01	1.178974e+01	-1.178974e+01
5.830798259703442e-01	-8.738794e-01	-4.365286e-01	1.526305e+01	1.526305e+01	-1.526305e+01
5.850329509703442e-01	-8.077983e-01	-4.035191e-01	1.850678e+01	1.850678e+01	-1.850678e+01
5.869860759703442e-01	-7.295672e-01	-3.644404e-01	2.147216e+01	2.147216e+01	-2.147216e+01
5.889392009703442e-01	-6.403628e-01	-3.198801e-01	2.411457e+01	2.411457e+01	-2.411457e+01
5.908923259703442e-01	-5.415267e-01	-2.705086e-01	2.639428e+01	2.639428e+01	-2.639428e+01
5.928454509703442e-01	-4.345455e-01	-2.170683e-01	2.827700e+01	2.827700e+01	-2.827700e+01
5.947985759703442e-01	-3.210284e-01	-1.603631e-01	2.973440e+01	2.973440e+01	-2.973440e+01
5.967517009703442e-01	-2.026826e-01	-1.012460e-01	3.074457e+01	3.074457e+01	-3.074457e+01
5.987048259703442e-01	-8.128840e-02	-4.060595e-02	3.129231e+01	3.129231e+01	-3.129231e+01
6.006579509703442e-01	4.132850e-02	2.064481e-02	3.136939e+01	3.136939e+01	-3.136939e+01
6.026110759703442e-01	1.633238e-01	8.158506e-02	3.097464e+01	3.097464e+01	-3.097464e+01
6.045642009703442e-01	2.828625e-01	1.412982e-01	3.011401e+01	3.011401e+01	-3.011401e+01
6.065173259703442e-01	3.981467e-01	1.988861e-01	2.880043e+01	2.880043e+01	-2.880043e+01
6.084704509703442e-01	5.074425e-01	2.534825e-01	2.705367e+01	2.705367e+01	-2.705367e+01
6.104235759703442e-01	6.091058e-01	3.042663e-01	2.489999e+01	2.489999e+01	-2.489999e+01
6.123767009703442e-01	7.016076e-01	3.504737e-01	2.237180e+01	2.237180e+01	-2.237180e+01
6.143298259703442e-01	7.835566e-01	3.914096e-01	1.950711e+01	1.950711e+01	-1.950711e+01
6.162829509703442e-01	8.537201e-01	4.264584e-01	1.634902e+01	1.634902e+01	-1.634902e+01
6.182360759703442e-01	9.110429e-01	4.550928e-01	1.294502e+01	1.294502e+01	-1.294502e+01
6.201892009703442e-01	9.546628e-01	4.768822e-01	9.346321e+00	9.346321e+00	-9.346321e+00
6.221423259703442e-01	9.839236e-01	4.914989e-01	5.607042e+00	5.607042e+00	-5.607042e+00
6.240954509703442e-01	9.983854e-01	4.987230e-01	1.783428e+00	1.783428e+00	-1.783428e+00
6.260485759703442e-01	9.978305e-01	4.984458e-01	-2.067011e+00	-2.067011e+00	2.067011e+00
6.280017009703442e-01	9.822672e-01	4.906715e-01	-5.886360e+00	-5.886360e+00	5.886360e+00
6.299548259703442e-01	9.519298e-01	4.755170e-01	-9.617173e+00	-9.617173e+00	9.617173e+00
6.319079509703442e-01	9.072744e-01	4.532104e-01	-1.320333e+01	-1.320333e+01	1.320333e+01
6.338610759703442e-01	8.489729e-01	4.240870e-01	-1.659091e+01	-1.659091e+01	1.659091e+01
6.358142009703442e-01	7.779019e-01	3.885850e-01	-1.972894e+01	-1.972894e+01	1.972894e+01
6.377673259703442e-01	6.951306e-01	3.472382e-01	-2.257022e+01	-2.257022e+01	2.257022e+01
6.397204509703442e-01	6.019039e-01	3.006688e-01	-2.507203e+01	-2.507203e+01	2.507203e+01
6.416735759703442e-01	4.996240e-01	2.495769e-01	-2.719673e+01	-2.719673e+01	2.719673e+01
6.436267009703442e-01	3.898293e-01	1.947312e-01	-2.891237e+01	-2.891237e+01	2.891237e+01
6.455798259703442e-01	2.741711e-01	1.369566e-01	-3.019314e+01	-3.019314e+01	3.019314e+01
6.475329509703442e-01	1.543892e-01	7.712199e-02	-3.101978e+01	-3.101978e+01	3.101978e+01
6.494860759703442e-01	3.228519e-02	1.612740e-02	-3.137985e+01	-3.137985e+01	3.137985e+01
6.514392009703442e-01	-9.030447e-02	-4.510975e-02	-3.126794e+01	-3.126794e+01	3.126794e+01
6.533923259703442e-01	-2.115359e-01	-1.056684e-01	-3.068573e+01	-3.068573e+01	3.068573e+01
6.553454509703442e-01	-3.295856e-01	-1.646377e-01	-2.964198e+01	-2.964198e+01	2.964198e+01
6.572985759703442e-01	-4.426780e-01	-2.211307e-01	-2.815238e+01	-2.815238e+01	2.815238e+01
6.592517009703442e-01	-5.491121e-01	-2.742977e-01	-2.623935e+01	-2.623935e+01	2.623935e+01
6.612048259703442e-01	-6.472871e-01	-3.233390e-01	-2.393165e+01	-2.393165e+01	2.393165e+01
6.631579509703442e-01	-7.357263e-01	-3.675170e-01	-2.126400e+01	-2.126400e+01	2.126400e+01
6.651110759703442e-01	-8.130995e-01	-4.061672e-01	-1.827652e+01	-1.827652e+01	1.827652e+01
6.670642009703442e-01	-8.782429e-01	-4.387082e-01	-1.501414e+01	-1.501414e+01	1.501414e+01
6.690173259703442e-01	-9.301767e-01	-4.646507e-01	-1.152593e+01	-1.152593e+01	1.152593e+01
6.709704509703442e-01	-9.681197e-01	-4.836044e-01	-7.864368e+00	-7.864368e+00	7.864368e+00
6.729235759703442e-01	-9.915015e-01	-4.952843e-01	-4.084515e+00	-4.084515e+00	4.084515e+00
6.748767009703442e-01	-9.999700e-01	-4.995145e-01	-2.432274e-01	-2.432274e-01	2.432274e-01
6.768298259703442e-01	-9.933981e-01	-4.962317e-01	3.601719e+00	3.601719e+00	-3.601719e+00
6.787829509703442e-01	-9.718845e-01	-4.854850e-01	7.392491e+00	7.392491e+00	-7.392491e+00
6.807360759703442e-01	-9.357529e-01	-4.674362e-01	1.107207e+01	1.107207e+01	-1.107207e+01
6.826892009703442e-01	-8.855467e-01	-4.423567e-01	1.458512e+01	1.458512e+01	-1.458512e+01
6.846423259703442e-01	-8.220211e-01	-4.106238e-01	1.787880e+01	1.787880e+01	-1.787880e+01
6.865954509703442e-01	-7.461315e-01	-3.727147e-01	2.090356e+01	2.090356e+01	-2.090356e+01
6.885485759703442e-01	-6.590194e-01	-3.291996e-01	2.361391e+01	2.361391e+01	-2.361391e+01
6.905017009703442e-01	-5.619950e-01	-2.807331e-01	2.596909e+01	2.596909e+01	-2.596909e+01
6.924548259703442e-01	-4.565177e-01	-2.280440e-01	2.793366e+01	2.793366e+01	-2.793366e+01
6.944079509703442e-01	-3.441739e-01	-1.719250e-01	2.947809e+01	2.947809e+01	-2.947809e+01
6.963610759703442e-01	-2.266535e-01	-1.132201e-01	3.057915e+01	3.057915e+01	-3.057915e+01
6.983142009703442e-01	-1.057239e-01	-5.281222e-02	3.122026e+01	3.122026e+01	-3.122026e+01
7.002673259703442e-01	1.679580e-02	8.389996e-03	3.139179e+01	3.139179e+01	-3.139179e+01
7.022204509703442e-01	1.390629e-01	6.946602e-02	3.109116e+01	3.109116e+01	-3.109116e+01
7.041735759703442e-01	2.592384e-01	1.294972e-01	3.032289e+01	3.032289e+01	-3.032289e+01
7.061267009703442e-01	3.755146e-01	1.875806e-01	2.909853e+01	2.909853e+01	-2.909853e+01
7.080798259703442e-01	4.861428e-01	2.428427e-01	2.743651e+01	2.743651e+01	-2.743651e+01
7.100329509703442e-01	5.894589e-01	2.944522e-01	2.536181e+01	2.536181e+01	-2.536181e+01
7.119860759703442e-01	6.839091e-01	3.416328e-01	2.290565e+01	2.290565e+01	-2.290565e+01
7.139392009703442e-01	7.680726e-01	3.836749e-01	2.010497e+01	2.010497e+01	-2.010497e+01
7.158923259703442e-01	8.406836e-01	4.199463e-01	1.700189e+01	1.700189e+01	-1.700189e+01
7.178454509703442e-01	9.006499e-01	4.499012e-01	1.364308e+01	1.364308e+01	-1.364308e+01
7.197985759703442e-01	9.470696e-01	4.730892e-01	1.007908e+01	1.007908e+01	-1.007908e+01
7.217517009703442e-01	9.792445e-01	4.891615e-01	6.363468e+00	6.363468e+00	-6.363468e+00
7.237048259703442e-01	9.966906e-01	4.978764e-01	2.552148e+00	2.552148e+00	-2.552148e+00
7.256579509703442e-01	9.991456e-01	4.991027e-01	-1.297559e+00	-1.297559e+00	1.297559e+00
7.276110759703442e-01	9.865725e-01	4.928221e-01	-5.127749e+00	-5.127749e+00	5.127749e+00
7.295642009703442e-01	9.591604e-01	4.791290e-01	-8.880814e+00	-8.880814e+00	8.880814e+00
7.315173259703442e-01	9.173217e-01	4.582293e-01	-1.250030e+01	-1.250030e+01	1.250030e+01
7.334704509703442e-01	8.616856e-01	4.304374e-01	-1.593177e+01	-1.593177e+01	1.593177e+01
7.354235759703442e-01	7.930890e-01	3.961714e-01	-1.912362e+01	-1.912362e+01	1.912362e+01
7.373767009703442e-01	7.125635e-01	3.559465e-01	-2.202782e+01	-2.202782e+01	2.202782e+01
7.393298259703442e-01	6.213205e-01	3.103679e-01	-2.460071e+01	-2.460071e+01	2.460071e+01
7.412829509703442e-01	5.207322e-01	2.601211e-01	-2.680358e+01	-2.680358e+01	2.680358e+01
7.432360759703442e-01	4.123116e-01	2.059618e-01	-2.860330e+01	-2.860330e+01	2.860330e+01
7.451892009703442e-01	2.976894e-01	1.487046e-01	-2.997280e+01	-2.997280e+01	2.997280e+01
7.471423259703442e-01	1.785897e-01	8.921085e-02	-3.089148e+01	-3.089148e+01	3.089148e+01
7.490954509703442e-01	5.680390e-02	2.837523e-02	-3.134552e+01	-3.134552e+01	3.134552e+01
7.510485759703442e-01	-6.583632e-02	-3.288719e-02	-3.132810e+01	-3.132810e+01	3.132810e+01
7.530017009703442e-01	-1.874863e-01	-9.365494e-02	-3.083948e+01	-3.083948e+01	3.083948e+01
7.549548259703442e-01	-3.063163e-01	-1.530140e-01	-2.988699e+01	-2.988699e+01	2.988699e+01
7.569079509703442e-01	-4.205390e-01	-2.100717e-01	-2.848499e+01	-2.848499e+01	2.848499e+01
7.588610759703442e-01	-5.284365e-01	-2.639696e-01	-2.665454e+01	-2.665454e+01	2.665454e+01
7.608142009703442e-01	-6.283857e-01	-3.138972e-01	-2.442318e+01	-2.442318e+01	2.442318e+01
7.627673259703442e-01	-7.188835e-01	-3.591035e-01	-2.182447e+01	-2.182447e+01	2.182447e+01
7.647204509703442e-01	-7.985685e-01	-3.989086e-01	-1.889750e+01	-1.889750e+01	1.889750e+01
7.666735759703442e-01	-8.662424e-01	-4.327137e-01	-1.568630e+01	-1.568630e+01	1.568630e+01
7.686267009703442e-01	-9.208872e-01	-4.600103e-01	-1.223916e+01	-1.223916e+01	1.223916e+01
7.705798259703442e-01	-9.616809e-01	-4.803880e-01	-8.607937e+00	-8.607937e+00	8.607937e+00
7.725329509703442e-01	-9.880101e-01	-4.935402e-01	-4.847239e+00	-4.847239e+00	4.847239e+00
7.744860759703442e-01	-9.994787e-01	-4.992691e-01	-1.013633e+00	-1.013633e+00	1.013633e+00
7.764392009703442e-01	-9.959142e-01	-4.974886e-01	2.835219e+00	2.835219e+00	-2.835219e+00
7.783923259703442e-01	-9.773703e-01	-4.882253e-01	6.641426e+00	6.641426e+00	-6.641426e+00
7.803454509703442e-01	-9.441257e-01	-4.716187e-01	1.034774e+01	1.034774e+01	-1.034774e+01
7.822985759703442e-01	-8.966807e-01	-4.479185e-01	1.389841e+01	1.389841e+01	-1.389841e+01
7.842517009703442e-01	-8.357487e-01	-4.174811e-01	1.724004e+01	1.724004e+01	-1.724004e+01
7.862048259703442e-01	-7.622463e-01	-3.807645e-01	2.032237e+01	2.032237e+01	-2.032237e+01
7.881579509703442e-01	-6.772790e-01	-3.383209e-01	2.309902e+01	2.309902e+01	-2.309902e+01
7.901110759703442e-01	-5.821248e-01	-2.907885e-01	2.552825e+01	2.552825e+01	-2.552825e+01
7.920642009703442e-01	-4.782149e-01	-2.388825e-01	2.757350e+01	2.757350e+01	-2.757350e+01
7.940173259703442e-01	-3.671122e-01	-1.833834e-01	2.920403e+01	2.920403e+01	-2.920403e+01
7.959704509703442e-01	-2.504877e-01	-1.251260e-01	3.039530e+01	3.039530e+01	-3.039530e+01
7.979235759703442e-01	-1.300958e-01	-6.498668e-02	3.112939e+01	3.112939e+01	-3.112939e+01
7.998767009703442e-01	-7.747029e-03	-3.869870e-03	3.139528e+01	3.139528e+01	-3.139528e+01
8.018298259703442e-01	1.147182e-01	5.730515e-02	3.118894e+01	3.118894e+01	-3.118894e+01
8.037829509703442e-01	2.354580e-01	1.176182e-01	3.051350e+01	3.051350e+01	-3.051350e+01
8.057360759703442e-01	3.526563e-01	1.761622e-01	2.937910e+01	2.937910e+01	-2.937910e+01
8.076892009703442e-01	4.645503e-01	2.320566e-01	2.780282e+01	2.780282e+01	-2.780282e+01
8.096423259703442e-01	5.694571e-01	2.844606e-01	2.580835e+01	2.580835e+01	-2.580835e+01
8.115954509703442e-01	6.657986e-01	3.325861e-01	2.342570e+01	2.342570e+01	-2.342570e+01
8.135485759703442e-01	7.521260e-01	3.757091e-01	2.069072e+01	2.069072e+01	-2.069072e+01
8.155017009703442e-01	8.271406e-01	4.131812e-01	1.764452e+01	1.764452e+01	-1.764452e+01
8.174548259703442e-01	8.897144e-01	4.444386e-01	1.433293e+01	1.433293e+01	-1.433293e+01
8.194079509703442e-01	9.389059e-01	4.690112e-01	1.080576e+01	1.080576e+01	-1.080576e+01
8.213610759703442e-01	9.739755e-01	4.865295e-01	7.116061e+00	7.116061e+00	-7.116061e+00
8.233142009703442e-01	9.943955e-01	4.967299e-01	3.319331e+00	3.319331e+00	-3.319331e+00
8.252673259703442e-01	9.998589e-01	4.994591e-01	-5.273244e-01	-5.273244e-01	5.273244e-01
8.272204509703442e-01	9.902835e-01	4.946759e-01	-4.366049e+00	-4.366049e+00	4.366049e+00
8.291735759703442e-01	9.658134e-01	4.824523e-01	-8.139103e+00	-8.139103e+00	8.139103e+00
8.311267009703442e-01	9.268165e-01	4.629722e-01	-1.178974e+01	-1.178974e+01	1.178974e+01
8.330798259703442e-01	8.738794e-01	4.365286e-01	-1.526305e+01	-1.526305e+01	1.526305e+01
8.350329509703442e-01	8.077983e-01	4.035191e-01	-1.850678e+01	-1.850678e+01	1.850678e+01
8.369860759703442e-01	7.295672e-01	3.644404e-01	-2.147216e+01	-2.147216e+01	2.147216e+01
8.389392009703442e-01	6.403628e-01	3.198801e-01	-2.411457e+01	-2.411457e+01	2.411457e+01
8.408923259703442e-01	5.415267e-01	2.705086e-01	-2.639428e+01	-2.639428e+01	2.639428e+01
8.428454509703442e-01	4.345455e-01	2.170683e-01	-2.827700e+01	-2.827700e+01	2.827700e+01
8.447985759703442e-01	3.210284e-01	1.603631e-01	-2.973440e+01	-2.973440e+01	2.973440e+01
8.467517009703442e-01	2.026826e-01	1.012460e-01	-3.074457e+01	-3.074457e+01	3.074457e+01
8.487048259703442e-01	8.128840e-02	4.060595e-02	-3.129232e+01	-3.129232e+01	3.129232e+01
8.506579509703442e-01	-4.132850e-02	-2.064481e-02	-3.136939e+01	-3.136939e+01	3.136939e+01
8.526110759703442e-01	-1.633238e-01	-8.158506e-02	-3.097464e+01	-3.097464e+01	3.097464e+01
8.545642009703442e-01	-2.828625e-01	-1.412982e-01	-3.011401e+01	-3.011401e+01	3.011401e+01
8.565173259703442e-01	-3.981467e-01	-1.988861e-01	-2.880043e+01	-2.880043e+01	2.880043e+01
8.584704509703442e-01	-5.074425e-01	-2.534825e-01	-2.705367e+01	-2.705367e+01	2.705367e+01
8.604235759703442e-01	-6.091058e-01	-3.042663e-01	-2.489999e+01	-2.489999e+01	2.489999e+01
8.623767009703442e-01	-7.016076e-01	-3.504737e-01	-2.237180e+01	-2.237180e+01	2.237180e+01
8.643298259703442e-01	-7.835566e-01	-3.914096e-01	-1.950711e+01	-1.950711e+01	1.950711e+01
8.662829509703442e-01	-8.537201e-01	-4.264584e-01	-1.634902e+01	-1.634902e+01	1.634902e+01
8.682360759703442e-01	-9.110429e-01	-4.550928e-01	-1.294502e+01	-1.294502e+01	1.294502e+01
8.701892009703442e-01	-9.546628e-01	-4.768822e-01	-9.346321e+00	-9.346321e+00	9.346321e+00
8.721423259703442e-01	-9.839236e-01	-4.914989e-01	-5.607042e+00	-5.607042e+00	5.607042e+00
8.740954509703442e-01	-9.983854e-01	-4.987230e-01	-1.783428e+00	-1.783428e+00	1.783428e+00
8.760485759703442e-01	-9.978305e-01	-4.984458e-01	2.067011e+00	2.067011e+00	-2.067011e+00
8.780017009703442e-01	-9.822672e-01	-4.906715e-01	5.886360e+00	5.886360e+00	-5.886360e+00
8.799548259703442e-01	-9.519298e-01	-4.755170e-01	9.617173e+00	9.617173e+00	-9.617173e+00
8.819079509703442e-01	-9.072744e-01	-4.532104e-01	1.320333e+01	1.320333e+01	-1.320333e+01
8.838610759703442e-01	-8.489729e-01	-4.240870e-01	1.659090e+01	1.659090e+01	-1.659090e+01
8.858142009703442e-01	-7.779019e-01	-3.885850e-01	1.972894e+01	1.972894e+01	-1.972894e+01
8.877673259703442e-01	-6.951306e-01	-3.472382e-01	2.257022e+01	2.257022e+01	-2.257022e+01
8.897204509703442e-01	-6.019039e-01	-3.006688e-01	2.507203e+01	2.507203e+01	-2.507203e+01
8.916735759703442e-01	-4.996240e-01	-2.495769e-01	2.719673e+01	2.719673e+01	-2.719673e+01
8.936267009703442e-01	-3.898293e-01	-1.947312e-01	2.891237e+01	2.891237e+01	-2.891237e+01
8.955798259703442e-01	-2.741711e-01	-1.369566e-01	3.019314e+01	3.019314e+01	-3.019314e+01
8.975329509703442e-01	-1.543892e-01	-7.712199e-02	3.101978e+01	3.101978e+01	-3.101978e+01
8.994860759703442e-01	-3.228519e-02	-1.612740e-02	3.137985e+01	3.137985e+01	-3.137985e+01
9.014392009703442e-01	9.030447e-02	4.510975e-02	3.126794e+01	3.126794e+01	-3.126794e+01
9.033923259703442e-01	2.115359e-01	1.056684e-01	3.068573e+01	3.068573e+01	-3.068573e+01
9.053454509703442e-01	3.295856e-01	1.646377e-01	2.964198e+01	2.964198e+01	-2.964198e+01
9.072985759703442e-01	4.426780e-01	2.211307e-01	2.815238e+01	2.815238e+01	-2.815238e+01
9.092517009703442e-01	5.491121e-01	2.742977e-01	2.623935e+01	2.623935e+01	-2.623935e+01
9.112048259703442e-01	6.472871e-01	3.233390e-01	2.393165e+01	2.393165e+01	-2.393165e+01
9.131579509703442e-01	7.357263e-01	3.675170e-01	2.126400e+01	2.126400e+01	-2.126400e+01
9.151110759703442e-01	8.130995e-01	4.061672e-01	1.827652e+01	1.827652e+01	-1.827652e+01
9.170642009703442e-01	8.782429e-01	4.387082e-01	1.501414e+01	1.501414e+01	-1.501414e+01
9.190173259703442e-01	9.301767e-01	4.646507e-01	1.152593e+01	1.152593e+01	-1.152593e+01
9.209704509703442e-01	9.681197e-01	4.836044e-01	7.864368e+00	7.864368e+00	-7.864368e+00
9.229235759703442e-01	9.915015e-01	4.952843e-01	4.084515e+00	4.084515e+00	-4.084515e+00
9.248767009703442e-01	9.999700e-01	4.995145e-01	2.432274e-01	2.432274e-01	-2.432274e-01
9.268298259703442e-01	9.933981e-01	4.962317e-01	-3.601719e+00	-3.601719e+00	3.601719e+00
9.287829509703442e-01	9.718845e-01	4.854850e-01	-7.392491e+00	-7.392491e+00	7.392491e+00
9.307360759703442e-01	9.357529e-01	4.674362e-01	-1.107207e+01	-1.107207e+01	1.107207e+01
9.326892009703442e-01	8.855467e-01	4.423567e-01	-1.458512e+01	-1.458512e+01	1.458512e+01
9.346423259703442e-01	8.220211e-01	4.106238e-01	-1.787880e+01	-1.787880e+01	1.787880e+01
9.365954509703442e-01	7.461315e-01	3.727147e-01	-2.090356e+01	-2.090356e+01	2.090356e+01
9.385485759703442e-01	6.590194e-01	3.291996e-01	-2.361391e+01	-2.361391e+01	2.361391e+01
9.405017009703442e-01	5.619950e-01	2.807331e-01	-2.596909e+01	-2.596909e+01	2.596909e+01
9.424548259703442e-01	4.565177e-01	2.280440e-01	-2.793366e+01	-2.793366e+01	2.793366e+01
9.444079509703442e-01	3.441739e-01	1.719250e-01	-2.947809e+01	-2.947809e+01	2.947809e+01
9.463610759703442e-01	2.266535e-01	1.132201e-01	-3.057915e+01	-3.057915e+01	3.057915e+01
9.483142009703442e-01	1.057239e-01	5.281222e-02	-3.122026e+01	-3.122026e+01	3.122026e+01
9.502673259703442e-01	-1.679580e-02	-8.389996e-03	-3.139179e+01	-3.139179e+01	3.139179e+01
9.522204509703442e-01	-1.390629e-01	-6.946602e-02	-3.109116e+01	-3.109116e+01	3.109116e+01
9.541735759703442e-01	-2.592384e-01	-1.294972e-01	-3.032289e+01	-3.032289e+01	3.032289e+01
9.561267009703442e-01	-3.755146e-01	-1.875806e-01	-2.909853e+01	-2.909853e+01	2.909853e+01
9.580798259703442e-01	-4.861428e-01	-2.428427e-01	-2.743651e+01	-2.743651e+01	2.743651e+01
9.600329509703442e-01	-5.894589e-01	-2.944522e-01	-2.536181e+01	-2.536181e+01	2.536181e+01
9.619860759703442e-01	-6.839091e-01	-3.416328e-01	-2.290565e+01	-2.290565e+01	2.290565e+01
9.639392009703442e-01	-7.680726e-01	-3.836749e-01	-2.010497e+01	-2.010497e+01	2.010497e+01
9.658923259703442e-01	-8.406836e-01	-4.199463e-01	-1.700189e+01	-1.700189e+01	1.700189e+01
9.678454509703442e-01	-9.006499e-01	-4.499012e-01	-1.364308e+01	-1.364308e+01	1.364308e+01
9.697985759703442e-01	-9.470696e-01	-4.730892e-01	-1.007908e+01	-1.007908e+01	1.007908e+01
9.717517009703442e-01	-9.792445e-01	-4.891615e-01	-6.363468e+00	-6.363468e+00	6.363468e+00
9.737048259703442e-01	-9.966906e-01	-4.978764e-01	-2.552148e+00	-2.552148e+00	2.552148e+00
9.756579509703442e-01	-9.991456e-01	-4.991027e-01	1.297559e+00	1.297559e+00	-1.297559e+00
9.776110759703442e-01	-9.865725e-01	-4.928221e-01	5.127749e+00	5.127749e+00	-5.127749e+00
9.795642009703442e-01	-9.591604e-01	-4.791290e-01	8.880813e+00	8.880813e+00	-8.880813e+00
9.815173259703442e-01	-9.173217e-01	-4.582293e-01	1.250030e+01	1.250030e+01	-1.250030e+01
9.834704509703442e-01	-8.616856e-01	-4.304374e-01	1.593177e+01	1.593177e+01	-1.593177e+01
9.854235759703442e-01	-7.930890e-01	-3.961714e-01	1.912362e+01	1.912362e+01	-1.912362e+01
9.873767009703442e-01	-7.125635e-01	-3.559465e-01	2.202782e+01	2.202782e+01	-2.202782e+01
9.893298259703442e-01	-6.213205e-01	-3.103679e-01	2.460071e+01	2.460071e+01	-2.460071e+01
9.912829509703442e-01	-5.207322e-01	-2.601211e-01	2.680358e+01	2.680358e+01	-2.680358e+01
9.932360759703442e-01	-4.123116e-01	-2.059618e-01	2.860330e+01	2.860330e+01	-2.860330e+01
9.951892009703442e-01	-2.976894e-01	-1.487046e-01	2.997280e+01	2.997280e+01	-2.997280e+01
9.971423259703442e-01	-1.785897e-01	-8.921085e-02	3.089148e+01	3.089148e+01	-3.089148e+01
9.990954509703442e-01	-5.680390e-02	-2.837654e-02	3.134698e+01	3.134698e+01	-3.134698e+01
1.000000000000000e+00	-2.449294e-15	2.119108e-15	3.142829e+01	3.142829e+01	-3.142829e+01
