time	V(n002)	I(C1)	I(I1)	I(V1)
5.899157634703442e-01	-5.920589e-01	5.060409e+01	1.000000e+00	-5.160409e+01
5.918688884703442e-01	-4.889562e-01	5.477436e+01	1.000000e+00	-5.577436e+01
5.938220134703442e-01	-3.784992e-01	5.812078e+01	1.000000e+00	-5.912078e+01
5.957751384703442e-01	-2.623492e-01	6.059300e+01	1.000000e+00	-6.159300e+01
5.977282634703442e-01	-1.422532e-01	6.215385e+01	1.000000e+00	-6.315385e+01
5.996813884703442e-01	-2.001762e-02	6.277985e+01	1.000000e+00	-6.377985e+01
6.016345134703442e-01	1.025191e-01	6.246158e+01	1.000000e+00	-6.346158e+01
6.035876384703442e-01	2.235138e-01	6.120383e+01	1.000000e+00	-6.220383e+01
6.055407634703442e-01	3.411466e-01	5.902552e+01	1.000000e+00	-6.002552e+01
6.074938884703442e-01	4.536483e-01	5.595941e+01	1.000000e+00	-5.695941e+01
6.094470134703442e-01	5.593267e-01	5.205162e+01	1.000000e+00	-5.305162e+01
6.114001384703442e-01	6.565923e-01	4.736092e+01	1.000000e+00	-4.836092e+01
6.133532634703442e-01	7.439821e-01	4.195787e+01	1.000000e+00	-4.295787e+01
6.153063884703442e-01	8.201818e-01	3.592374e+01	1.000000e+00	-3.692374e+01
6.172595134703442e-01	8.840452e-01	2.934928e+01	1.000000e+00	-3.034928e+01
6.192126384703442e-01	9.346117e-01	2.233337e+01	1.000000e+00	-2.333337e+01
6.211657634703442e-01	9.711207e-01	1.498156e+01	1.000000e+00	-1.598156e+01
6.231188884703442e-01	9.930233e-01	7.404404e+00	1.000000e+00	-8.404404e+00
6.250720134703442e-01	9.999897e-01	-2.841184e-01	1.000000e+00	-7.158815e-01
6.270251384703442e-01	9.919155e-01	-7.968367e+00	1.000000e+00	6.968367e+00
6.289782634703442e-01	9.689219e-01	-1.553276e+01	1.000000e+00	1.453276e+01
6.309313884703442e-01	9.313548e-01	-2.286353e+01	1.000000e+00	2.186353e+01
6.328845134703442e-01	8.797793e-01	-2.985042e+01	1.000000e+00	2.885042e+01
6.348376384703442e-01	8.149711e-01	-3.638832e+01	1.000000e+00	3.538832e+01
6.367907634703442e-01	7.379049e-01	-4.237891e+01	1.000000e+00	4.137891e+01
6.387438884703442e-01	6.497400e-01	-4.773208e+01	1.000000e+00	4.673208e+01
6.406970134703442e-01	5.518024e-01	-5.236731e+01	1.000000e+00	5.136731e+01
6.426501384703442e-01	4.455651e-01	-5.621490e+01	1.000000e+00	5.521490e+01
6.446032634703442e-01	3.326262e-01	-5.921695e+01	1.000000e+00	5.821695e+01
6.465563884703442e-01	2.146842e-01	-6.132833e+01	1.000000e+00	6.032833e+01
6.485095134703442e-01	9.351320e-02	-6.251728e+01	1.000000e+00	6.151728e+01
6.504626384703442e-01	-2.906434e-02	-6.276591e+01	1.000000e+00	6.176591e+01
6.524157634703442e-01	-1.512047e-01	-6.207048e+01	1.000000e+00	6.107048e+01
6.543688884703442e-01	-2.710708e-01	-6.044145e+01	1.000000e+00	5.944145e+01
6.563220134703442e-01	-3.868598e-01	-5.790332e+01	1.000000e+00	5.690332e+01
6.582751384703442e-01	-4.968300e-01	-5.449428e+01	1.000000e+00	5.349428e+01
6.602282634703442e-01	-5.993275e-01	-5.026559e+01	1.000000e+00	4.926559e+01
6.621813884703442e-01	-6.928105e-01	-4.528086e+01	1.000000e+00	4.428086e+01
6.641345134703442e-01	-7.758730e-01	-3.961506e+01	1.000000e+00	3.861506e+01
6.660876384703442e-01	-8.472657e-01	-3.335342e+01	1.000000e+00	3.235342e+01
6.680407634703442e-01	-9.059146e-01	-2.659011e+01	1.000000e+00	2.559011e+01
6.699938884703442e-01	-9.509378e-01	-1.942686e+01	1.000000e+00	1.842686e+01
6.719470134703442e-01	-9.816580e-01	-1.197141e+01	1.000000e+00	1.097141e+01
6.739001384703442e-01	-9.976131e-01	-4.335902e+00	1.000000e+00	3.335902e+00
6.758532634703442e-01	-9.985632e-01	3.364823e+00	1.000000e+00	-4.364823e+00
6.778063884703442e-01	-9.844940e-01	1.101494e+01	1.000000e+00	-1.201494e+01
6.797595134703442e-01	-9.556171e-01	1.849938e+01	1.000000e+00	-1.949938e+01
6.817126384703442e-01	-9.123668e-01	2.570557e+01	1.000000e+00	-2.670557e+01
6.836657634703442e-01	-8.553936e-01	3.252513e+01	1.000000e+00	-3.352513e+01
6.856188884703442e-01	-7.855546e-01	3.885548e+01	1.000000e+00	-3.985548e+01
6.875720134703442e-01	-7.039001e-01	4.460140e+01	1.000000e+00	-4.560140e+01
6.895251384703442e-01	-6.116582e-01	4.967648e+01	1.000000e+00	-5.067648e+01
6.914782634703442e-01	-5.102165e-01	5.400438e+01	1.000000e+00	-5.500438e+01
6.934313884703442e-01	-4.011006e-01	5.752000e+01	1.000000e+00	-5.852000e+01
6.953845134703442e-01	-2.859518e-01	6.017047e+01	1.000000e+00	-6.117047e+01
6.973376384703442e-01	-1.665020e-01	6.191592e+01	1.000000e+00	-6.291592e+01
6.992907634703442e-01	-4.454790e-02	6.273009e+01	1.000000e+00	-6.373009e+01
7.012438884703442e-01	7.807627e-02	6.260075e+01	1.000000e+00	-6.360075e+01
7.031970134703442e-01	1.995261e-01	6.152983e+01	1.000000e+00	-6.252983e+01
7.051501384703442e-01	3.179749e-01	5.953345e+01	1.000000e+00	-6.053345e+01
7.071032634703442e-01	4.316410e-01	5.664163e+01	1.000000e+00	-5.764163e+01
7.090563884703442e-01	5.388149e-01	5.289787e+01	1.000000e+00	-5.389787e+01
7.110095134703442e-01	6.378844e-01	4.835847e+01	1.000000e+00	-4.935847e+01
7.129626384703442e-01	7.273597e-01	4.309171e+01	1.000000e+00	-4.409171e+01
7.149157634703442e-01	8.058947e-01	3.717682e+01	1.000000e+00	-3.817682e+01
7.168688884703442e-01	8.723083e-01	3.070275e+01	1.000000e+00	-3.170275e+01
7.188220134703442e-01	9.256016e-01	2.376689e+01	1.000000e+00	-2.476689e+01
7.207751384703442e-01	9.649730e-01	1.647355e+01	1.000000e+00	-1.747355e+01
7.227282634703442e-01	9.898303e-01	8.932426e+00	1.000000e+00	-9.932426e+00
7.246813884703442e-01	9.997996e-01	1.256955e+00	1.000000e+00	-2.256955e+00
7.256579509703442e-01	9.991456e-01	-2.595118e+00	1.000000e+00	1.595117e+00
7.276110759703442e-01	9.865725e-01	-1.025550e+01	1.000000e+00	9.255498e+00
7.295642009703442e-01	9.591604e-01	-1.776163e+01	1.000000e+00	1.676163e+01
7.315173259703442e-01	9.173217e-01	-2.500060e+01	1.000000e+00	2.400060e+01
7.334704509703442e-01	8.616856e-01	-3.186355e+01	1.000000e+00	3.086355e+01
7.354235759703442e-01	7.930890e-01	-3.824723e+01	1.000000e+00	3.724723e+01
7.373767009703442e-01	7.125635e-01	-4.405565e+01	1.000000e+00	4.305565e+01
7.393298259703442e-01	6.213205e-01	-4.920142e+01	1.000000e+00	4.820142e+01
7.412829509703442e-01	5.207322e-01	-5.360716e+01	1.000000e+00	5.260716e+01
7.432360759703442e-01	4.123116e-01	-5.720660e+01	1.000000e+00	5.620660e+01
7.451892009703442e-01	2.976894e-01	-5.994560e+01	1.000000e+00	5.894560e+01
7.471423259703442e-01	1.785897e-01	-6.178296e+01	1.000000e+00	6.078296e+01
7.490954509703442e-01	5.680390e-02	-6.269105e+01	1.000000e+00	6.169105e+01
7.510485759703442e-01	-6.583632e-02	-6.265620e+01	1.000000e+00	6.165620e+01
7.530017009703442e-01	-1.874863e-01	-6.167895e+01	1.000000e+00	6.067895e+01
7.549548259703442e-01	-3.063163e-01	-5.977399e+01	1.000000e+00	5.877399e+01
7.569079509703442e-01	-4.205390e-01	-5.696997e+01	1.000000e+00	5.596997e+01
7.588610759703442e-01	-5.284365e-01	-5.330907e+01	1.000000e+00	5.230907e+01
7.608142009703442e-01	-6.283857e-01	-4.884636e+01	1.000000e+00	4.784636e+01
7.627673259703442e-01	-7.188835e-01	-4.364894e+01	1.000000e+00	4.264894e+01
7.647204509703442e-01	-7.985685e-01	-3.779501e+01	1.000000e+00	3.679501e+01
7.666735759703442e-01	-8.662424e-01	-3.137261e+01	1.000000e+00	3.037261e+01
7.686267009703442e-01	-9.208872e-01	-2.447833e+01	1.000000e+00	2.347833e+01
7.705798259703442e-01	-9.616809e-01	-1.721587e+01	1.000000e+00	1.621587e+01
7.725329509703442e-01	-9.880101e-01	-9.694477e+00	1.000000e+00	8.694477e+00
7.744860759703442e-01	-9.994787e-01	-2.027266e+00	1.000000e+00	1.027266e+00
7.764392009703442e-01	-9.959142e-01	5.670438e+00	1.000000e+00	-6.670438e+00
7.783923259703442e-01	-9.773703e-01	1.328285e+01	1.000000e+00	-1.428285e+01
7.803454509703442e-01	-9.441257e-01	2.069548e+01	1.000000e+00	-2.169548e+01
7.822985759703442e-01	-8.966807e-01	2.779683e+01	1.000000e+00	-2.879683e+01
7.842517009703442e-01	-8.357487e-01	3.448009e+01	1.000000e+00	-3.548009e+01
7.862048259703442e-01	-7.622463e-01	4.064473e+01	1.000000e+00	-4.164473e+01
7.881579509703442e-01	-6.772790e-01	4.619805e+01	1.000000e+00	-4.719805e+01
7.901110759703442e-01	-5.821248e-01	5.105650e+01	1.000000e+00	-5.205650e+01
7.920642009703442e-01	-4.782149e-01	5.514701e+01	1.000000e+00	-5.614701e+01
7.940173259703442e-01	-3.671122e-01	5.840806e+01	1.000000e+00	-5.940806e+01
7.959704509703442e-01	-2.504877e-01	6.079060e+01	1.000000e+00	-6.179060e+01
7.979235759703442e-01	-1.300958e-01	6.225879e+01	1.000000e+00	-6.325879e+01
7.998767009703442e-01	-7.747029e-03	6.279055e+01	1.000000e+00	-6.379055e+01
8.018298259703442e-01	1.147182e-01	6.237788e+01	1.000000e+00	-6.337788e+01
8.037829509703442e-01	2.354580e-01	6.102699e+01	1.000000e+00	-6.202699e+01
8.057360759703442e-01	3.526563e-01	5.875821e+01	1.000000e+00	-5.975821e+01
8.076892009703442e-01	4.645503e-01	5.560563e+01	1.000000e+00	-5.660563e+01
8.096423259703442e-01	5.694571e-01	5.161671e+01	1.000000e+00	-5.261671e+01
8.115954509703442e-01	6.657986e-01	4.685141e+01	1.000000e+00	-4.785141e+01
8.135485759703442e-01	7.521260e-01	4.138143e+01	1.000000e+00	-4.238143e+01
8.155017009703442e-01	8.271406e-01	3.528903e+01	1.000000e+00	-3.628903e+01
8.174548259703442e-01	8.897144e-01	2.866586e+01	1.000000e+00	-2.966586e+01
8.194079509703442e-01	9.389059e-01	2.161152e+01	1.000000e+00	-2.261152e+01
8.213610759703442e-01	9.739755e-01	1.423212e+01	1.000000e+00	-1.523212e+01
8.233142009703442e-01	9.943955e-01	6.638662e+00	1.000000e+00	-7.638662e+00
8.252673259703442e-01	9.998589e-01	-1.054649e+00	1.000000e+00	5.464894e-02
8.272204509703442e-01	9.902835e-01	-8.732098e+00	1.000000e+00	7.732098e+00
8.291735759703442e-01	9.658134e-01	-1.627821e+01	1.000000e+00	1.527821e+01
8.311267009703442e-01	9.268165e-01	-2.357948e+01	1.000000e+00	2.257948e+01
8.330798259703442e-01	8.738794e-01	-3.052609e+01	1.000000e+00	2.952609e+01
8.350329509703442e-01	8.077983e-01	-3.701357e+01	1.000000e+00	3.601357e+01
8.369860759703442e-01	7.295672e-01	-4.294431e+01	1.000000e+00	4.194431e+01
8.389392009703442e-01	6.403628e-01	-4.822915e+01	1.000000e+00	4.722915e+01
8.408923259703442e-01	5.415267e-01	-5.278857e+01	1.000000e+00	5.178857e+01
8.428454509703442e-01	4.345455e-01	-5.655400e+01	1.000000e+00	5.555400e+01
8.447985759703442e-01	3.210284e-01	-5.946880e+01	1.000000e+00	5.846880e+01
8.467517009703442e-01	2.026826e-01	-6.148914e+01	1.000000e+00	6.048914e+01
8.487048259703442e-01	8.128840e-02	-6.258463e+01	1.000000e+00	6.158463e+01
8.506579509703442e-01	-4.132850e-02	-6.273878e+01	1.000000e+00	6.173878e+01
8.526110759703442e-01	-1.633238e-01	-6.194929e+01	1.000000e+00	6.094929e+01
8.545642009703442e-01	-2.828625e-01	-6.022802e+01	1.000000e+00	5.922802e+01
8.565173259703442e-01	-3.981467e-01	-5.760086e+01	1.000000e+00	5.660086e+01
8.584704509703442e-01	-5.074425e-01	-5.410734e+01	1.000000e+00	5.310734e+01
8.604235759703442e-01	-6.091058e-01	-4.979999e+01	1.000000e+00	4.879999e+01
8.623767009703442e-01	-7.016076e-01	-4.474360e+01	1.000000e+00	4.374360e+01
8.643298259703442e-01	-7.835566e-01	-3.901423e+01	1.000000e+00	3.801423e+01
8.662829509703442e-01	-8.537201e-01	-3.269804e+01	1.000000e+00	3.169804e+01
8.682360759703442e-01	-9.110429e-01	-2.589005e+01	1.000000e+00	2.489005e+01
8.701892009703442e-01	-9.546628e-01	-1.869264e+01	1.000000e+00	1.769264e+01
8.721423259703442e-01	-9.839236e-01	-1.121408e+01	1.000000e+00	1.021408e+01
8.740954509703442e-01	-9.983854e-01	-3.566855e+00	1.000000e+00	2.566855e+00
8.760485759703442e-01	-9.978305e-01	4.134023e+00	1.000000e+00	-5.134023e+00
8.780017009703442e-01	-9.822672e-01	1.177272e+01	1.000000e+00	-1.277272e+01
8.799548259703442e-01	-9.519298e-01	1.923435e+01	1.000000e+00	-2.023435e+01
8.819079509703442e-01	-9.072744e-01	2.640667e+01	1.000000e+00	-2.740667e+01
8.838610759703442e-01	-8.489729e-01	3.318181e+01	1.000000e+00	-3.418181e+01
8.858142009703442e-01	-7.779019e-01	3.945787e+01	1.000000e+00	-4.045787e+01
8.877673259703442e-01	-6.951306e-01	4.514044e+01	1.000000e+00	-4.614044e+01
8.897204509703442e-01	-6.019039e-01	5.014406e+01	1.000000e+00	-5.114406e+01
8.916735759703442e-01	-4.996240e-01	5.439347e+01	1.000000e+00	-5.539347e+01
8.936267009703442e-01	-3.898293e-01	5.782475e+01	1.000000e+00	-5.882475e+01
8.955798259703442e-01	-2.741711e-01	6.038628e+01	1.000000e+00	-6.138628e+01
8.975329509703442e-01	-1.543892e-01	6.203956e+01	1.000000e+00	-6.303956e+01
8.994860759703442e-01	-3.228519e-02	6.275970e+01	1.000000e+00	-6.375970e+01
9.014392009703442e-01	9.030447e-02	6.253588e+01	1.000000e+00	-6.353588e+01
9.033923259703442e-01	2.115359e-01	6.137146e+01	1.000000e+00	-6.237146e+01
9.053454509703442e-01	3.295856e-01	5.928395e+01	1.000000e+00	-6.028395e+01
9.072985759703442e-01	4.426780e-01	5.630476e+01	1.000000e+00	-5.730476e+01
9.092517009703442e-01	5.491121e-01	5.247869e+01	1.000000e+00	-5.347869e+01
9.112048259703442e-01	6.472871e-01	4.786330e+01	1.000000e+00	-4.886330e+01
9.131579509703442e-01	7.357263e-01	4.252800e+01	1.000000e+00	-4.352800e+01
9.151110759703442e-01	8.130995e-01	3.655303e+01	1.000000e+00	-3.755303e+01
9.170642009703442e-01	8.782429e-01	3.002827e+01	1.000000e+00	-3.102827e+01
9.190173259703442e-01	9.301767e-01	2.305187e+01	1.000000e+00	-2.405187e+01
9.209704509703442e-01	9.681197e-01	1.572874e+01	1.000000e+00	-1.672873e+01
9.229235759703442e-01	9.915015e-01	8.169030e+00	1.000000e+00	-9.169030e+00
9.248767009703442e-01	9.999700e-01	4.864548e-01	1.000000e+00	-1.486455e+00
9.258532634703442e-01	9.985632e-01	-3.364823e+00	1.000000e+00	2.364823e+00
9.278063884703442e-01	9.844940e-01	-1.101494e+01	1.000000e+00	1.001494e+01
9.297595134703442e-01	9.556171e-01	-1.849938e+01	1.000000e+00	1.749938e+01
9.317126384703442e-01	9.123668e-01	-2.570557e+01	1.000000e+00	2.470557e+01
9.336657634703442e-01	8.553936e-01	-3.252513e+01	1.000000e+00	3.152513e+01
9.356188884703442e-01	7.855546e-01	-3.885548e+01	1.000000e+00	3.785548e+01
9.375720134703442e-01	7.039001e-01	-4.460140e+01	1.000000e+00	4.360140e+01
9.395251384703442e-01	6.116582e-01	-4.967648e+01	1.000000e+00	4.867648e+01
9.414782634703442e-01	5.102165e-01	-5.400438e+01	1.000000e+00	5.300438e+01
9.434313884703442e-01	4.011006e-01	-5.752000e+01	1.000000e+00	5.652000e+01
9.453845134703442e-01	2.859518e-01	-6.017048e+01	1.000000e+00	5.917048e+01
9.473376384703442e-01	1.665020e-01	-6.191592e+01	1.000000e+00	6.091592e+01
9.492907634703442e-01	4.454790e-02	-6.273009e+01	1.000000e+00	6.173009e+01
9.512438884703442e-01	-7.807627e-02	-6.260075e+01	1.000000e+00	6.160075e+01
9.531970134703442e-01	-1.995261e-01	-6.152983e+01	1.000000e+00	6.052983e+01
9.551501384703442e-01	-3.179749e-01	-5.953345e+01	1.000000e+00	5.853345e+01
9.571032634703442e-01	-4.316410e-01	-5.664163e+01	1.000000e+00	5.564163e+01
9.590563884703442e-01	-5.388149e-01	-5.289787e+01	1.000000e+00	5.189787e+01
9.610095134703442e-01	-6.378844e-01	-4.835847e+01	1.000000e+00	4.735847e+01
9.629626384703442e-01	-7.273597e-01	-4.309171e+01	1.000000e+00	4.209171e+01
9.649157634703442e-01	-8.058947e-01	-3.717682e+01	1.000000e+00	3.617682e+01
9.668688884703442e-01	-8.723083e-01	-3.070275e+01	1.000000e+00	2.970275e+01
9.688220134703442e-01	-9.256016e-01	-2.376689e+01	1.000000e+00	2.276689e+01
9.707751384703442e-01	-9.649730e-01	-1.647355e+01	1.000000e+00	1.547355e+01
9.727282634703442e-01	-9.898303e-01	-8.932426e+00	1.000000e+00	7.932426e+00
9.746813884703442e-01	-9.997996e-01	-1.256955e+00	1.000000e+00	2.569548e-01
9.766345134703442e-01	-9.947310e-01	6.437422e+00	1.000000e+00	-7.437422e+00
9.785876384703442e-01	-9.747007e-01	1.403497e+01	1.000000e+00	-1.503497e+01
9.795642009703442e-01	-9.591604e-01	1.776163e+01	1.000000e+00	-1.876163e+01
9.815173259703442e-01	-9.173217e-01	2.500060e+01	1.000000e+00	-2.600060e+01
9.834704509703442e-01	-8.616856e-01	3.186355e+01	1.000000e+00	-3.286355e+01
9.854235759703442e-01	-7.930890e-01	3.824723e+01	1.000000e+00	-3.924723e+01
9.873767009703442e-01	-7.125635e-01	4.405565e+01	1.000000e+00	-4.505565e+01
9.893298259703442e-01	-6.213205e-01	4.920142e+01	1.000000e+00	-5.020142e+01
9.912829509703442e-01	-5.207322e-01	5.360716e+01	1.000000e+00	-5.460716e+01
9.932360759703442e-01	-4.123116e-01	5.720660e+01	1.000000e+00	-5.820660e+01
9.951892009703442e-01	-2.976894e-01	5.994560e+01	1.000000e+00	-6.094560e+01
9.971423259703442e-01	-1.785897e-01	6.178296e+01	1.000000e+00	-6.278296e+01
9.990954509703442e-01	-5.680390e-02	6.269395e+01	1.000000e+00	-6.369395e+01
1.000000000000000e+00	-2.449294e-15	6.285658e+01	1.000000e+00	-6.385658e+01
