time	V(n001)	V(n002)	I(C1)	I(L1)	I(I1)	I(V1)
7.634955177750775e-01	-7.499248e-01	1.118966e-02	2.200492e-02	2.200492e-02	1.000000e+00	-1.022005e+00
7.654486427750775e-01	-8.252625e-01	1.123113e-02	2.044472e-02	2.044472e-02	1.000000e+00	-1.020445e+00
7.674017677750775e-01	-8.881875e-01	1.126943e-02	1.874941e-02	1.874941e-02	1.000000e+00	-1.018749e+00
7.693548927750775e-01	-9.377533e-01	1.130429e-02	1.694418e-02	1.694418e-02	1.000000e+00	-1.016944e+00
7.713080177750775e-01	-9.732144e-01	1.133555e-02	1.505586e-02	1.505586e-02	1.000000e+00	-1.015056e+00
7.732611427750775e-01	-9.940376e-01	1.136307e-02	1.311252e-02	1.311252e-02	1.000000e+00	-1.013113e+00
7.752142677750775e-01	-9.999094e-01	1.138675e-02	1.114307e-02	1.114307e-02	1.000000e+00	-1.011143e+00
7.771673927750775e-01	-9.907417e-01	1.140660e-02	9.176790e-03	9.176790e-03	1.000000e+00	-1.009177e+00
7.791205177750775e-01	-9.666722e-01	1.142262e-02	7.242941e-03	7.242941e-03	1.000000e+00	-1.007243e+00
7.810736427750775e-01	-9.280632e-01	1.143493e-02	5.370277e-03	5.370277e-03	1.000000e+00	-1.005370e+00
7.820502052750775e-01	-9.034795e-01	1.143974e-02	4.465636e-03	4.465636e-03	1.000000e+00	-1.004466e+00
7.830267677750775e-01	-8.754952e-01	1.144367e-02	3.586636e-03	3.586636e-03	1.000000e+00	-1.003587e+00
7.840033302750775e-01	-8.442158e-01	1.144675e-02	2.736544e-03	2.736544e-03	1.000000e+00	-1.002737e+00
7.849798927750775e-01	-8.097590e-01	1.144903e-02	1.918517e-03	1.918517e-03	1.000000e+00	-1.001919e+00
7.859564552750775e-01	-7.722543e-01	1.145052e-02	1.135593e-03	1.135593e-03	1.000000e+00	-1.001136e+00
7.869330177750775e-01	-7.318432e-01	1.145126e-02	3.906786e-04	3.906786e-04	1.000000e+00	-1.000391e+00
7.879095802750775e-01	-6.886775e-01	1.145130e-02	-3.134653e-04	-3.134653e-04	1.000000e+00	-9.996865e-01
7.888861427750775e-01	-6.429198e-01	1.145067e-02	-9.742295e-04	-9.742295e-04	1.000000e+00	-9.990258e-01
7.898627052750775e-01	-5.947422e-01	1.144942e-02	-1.589168e-03	-1.589168e-03	1.000000e+00	-9.984108e-01
7.908392677750775e-01	-5.443263e-01	1.144759e-02	-2.156009e-03	-2.156009e-03	1.000000e+00	-9.978440e-01
7.918158302750775e-01	-4.918616e-01	1.144524e-02	-2.672660e-03	-2.672660e-03	1.000000e+00	-9.973273e-01
7.927923927750775e-01	-4.375456e-01	1.144240e-02	-3.137218e-03	-3.137218e-03	1.000000e+00	-9.968628e-01
7.937689552750775e-01	-3.815828e-01	1.143913e-02	-3.547976e-03	-3.547976e-03	1.000000e+00	-9.964520e-01
7.947455177750775e-01	-3.241839e-01	1.143550e-02	-3.903430e-03	-3.903430e-03	1.000000e+00	-9.960966e-01
7.957220802750775e-01	-2.655647e-01	1.143154e-02	-4.202284e-03	-4.202284e-03	1.000000e+00	-9.957977e-01
7.966986427750775e-01	-2.059461e-01	1.142732e-02	-4.443454e-03	-4.443454e-03	1.000000e+00	-9.955565e-01
7.976752052750775e-01	-1.455523e-01	1.142289e-02	-4.626076e-03	-4.626076e-03	1.000000e+00	-9.953739e-01
7.986517677750775e-01	-8.461065e-02	1.141831e-02	-4.749503e-03	-4.749503e-03	1.000000e+00	-9.952505e-01
7.996283302750775e-01	-2.335058e-02	1.141364e-02	-4.813312e-03	-4.813312e-03	1.000000e+00	-9.951867e-01
8.006048927750775e-01	3.799738e-02	1.140894e-02	-4.817306e-03	-4.817306e-03	1.000000e+00	-9.951827e-01
8.015814552750775e-01	9.920233e-02	1.140426e-02	-4.761511e-03	-4.761511e-03	1.000000e+00	-9.952385e-01
8.025580177750775e-01	1.600339e-01	1.139967e-02	-4.646181e-03	-4.646181e-03	1.000000e+00	-9.953538e-01
8.035345802750775e-01	2.202631e-01	1.139522e-02	-4.471790e-03	-4.471790e-03	1.000000e+00	-9.955282e-01
8.045111427750775e-01	2.796634e-01	1.139096e-02	-4.239036e-03	-4.239036e-03	1.000000e+00	-9.957610e-01
8.054877052750775e-01	3.380110e-01	1.138696e-02	-3.948839e-03	-3.948839e-03	1.000000e+00	-9.960512e-01
8.064642677750775e-01	3.950864e-01	1.138328e-02	-3.602333e-03	-3.602333e-03	1.000000e+00	-9.963977e-01
8.074408302750775e-01	4.506748e-01	1.137996e-02	-3.200864e-03	-3.200864e-03	1.000000e+00	-9.967991e-01
8.084173927750775e-01	5.045670e-01	1.137705e-02	-2.745985e-03	-2.745985e-03	1.000000e+00	-9.972540e-01
8.093939552750775e-01	5.565601e-01	1.137462e-02	-2.239451e-03	-2.239451e-03	1.000000e+00	-9.977605e-01
8.103705177750775e-01	6.064584e-01	1.137270e-02	-1.683210e-03	-1.683210e-03	1.000000e+00	-9.983168e-01
8.113470802750775e-01	6.540742e-01	1.137135e-02	-1.079399e-03	-1.079399e-03	1.000000e+00	-9.989206e-01
8.123236427750775e-01	6.992282e-01	1.137062e-02	-4.303322e-04	-4.303322e-04	1.000000e+00	-9.995697e-01
8.133002052750775e-01	7.417504e-01	1.137053e-02	2.615046e-04	2.615046e-04	1.000000e+00	-1.000261e+00
8.142767677750775e-01	7.814809e-01	1.137115e-02	9.934651e-04	9.934651e-04	1.000000e+00	-1.000993e+00
8.152533302750775e-01	8.182700e-01	1.137249e-02	1.762752e-03	1.762752e-03	1.000000e+00	-1.001763e+00
8.162298927750775e-01	8.519794e-01	1.137461e-02	2.566427e-03	2.566427e-03	1.000000e+00	-1.002566e+00
8.172064552750775e-01	8.824821e-01	1.137752e-02	3.401423e-03	3.401423e-03	1.000000e+00	-1.003401e+00
8.181830177750775e-01	9.096633e-01	1.138126e-02	4.264554e-03	4.264554e-03	1.000000e+00	-1.004265e+00
8.201361427750775e-01	9.536651e-01	1.139134e-02	6.061963e-03	6.061963e-03	1.000000e+00	-1.006062e+00
8.220892677750775e-01	9.833228e-01	1.140499e-02	7.931279e-03	7.931279e-03	1.000000e+00	-1.007931e+00
8.240423927750775e-01	9.981905e-01	1.142235e-02	9.844043e-03	9.844043e-03	1.000000e+00	-1.009844e+00
8.259955177750775e-01	9.980444e-01	1.144346e-02	1.177114e-02	1.177114e-02	1.000000e+00	-1.011771e+00
8.279486427750775e-01	9.828868e-01	1.146832e-02	1.368325e-02	1.368325e-02	1.000000e+00	-1.013683e+00
8.299017677750775e-01	9.529456e-01	1.149688e-02	1.555126e-02	1.555126e-02	1.000000e+00	-1.015551e+00
8.318548927750775e-01	9.086714e-01	1.152901e-02	1.734672e-02	1.734672e-02	1.000000e+00	-1.017347e+00
8.338080177750775e-01	8.507298e-01	1.156456e-02	1.904231e-02	1.904231e-02	1.000000e+00	-1.019042e+00
8.357611427750775e-01	7.799925e-01	1.160331e-02	2.061214e-02	2.061214e-02	1.000000e+00	-1.020612e+00
8.377142677750775e-01	6.975233e-01	1.164497e-02	2.203229e-02	2.203229e-02	1.000000e+00	-1.022032e+00
8.396673927750775e-01	6.045628e-01	1.168924e-02	2.328103e-02	2.328103e-02	1.000000e+00	-1.023281e+00
8.416205177750775e-01	5.025091e-01	1.173577e-02	2.433923e-02	2.433923e-02	1.000000e+00	-1.024339e+00
8.435736427750775e-01	3.928971e-01	1.178417e-02	2.519063e-02	2.519063e-02	1.000000e+00	-1.025191e+00
8.455267677750775e-01	2.773756e-01	1.183401e-02	2.582208e-02	2.582208e-02	1.000000e+00	-1.025822e+00
8.474798927750775e-01	1.576822e-01	1.188487e-02	2.622373e-02	2.622373e-02	1.000000e+00	-1.026224e+00
8.494330177750775e-01	3.561701e-02	1.193628e-02	2.638919e-02	2.638919e-02	1.000000e+00	-1.026389e+00
8.513861427750775e-01	-8.698385e-02	1.198777e-02	2.631561e-02	2.631561e-02	1.000000e+00	-1.026316e+00
8.533392677750775e-01	-2.082764e-01	1.203890e-02	2.600375e-02	2.600375e-02	1.000000e+00	-1.026004e+00
8.552923927750775e-01	-3.264363e-01	1.208918e-02	2.545796e-02	2.545796e-02	1.000000e+00	-1.025458e+00
8.572455177750775e-01	-4.396862e-01	1.213818e-02	2.468608e-02	2.468608e-02	1.000000e+00	-1.024686e+00
8.591986427750775e-01	-5.463229e-01	1.218545e-02	2.369938e-02	2.369938e-02	1.000000e+00	-1.023699e+00
8.611517677750775e-01	-6.447424e-01	1.223060e-02	2.251234e-02	2.251234e-02	1.000000e+00	-1.022512e+00
8.631048927750775e-01	-7.334644e-01	1.227326e-02	2.114246e-02	2.114246e-02	1.000000e+00	-1.021142e+00
8.650580177750775e-01	-8.111543e-01	1.231307e-02	1.961000e-02	1.961000e-02	1.000000e+00	-1.019610e+00
8.670111427750775e-01	-8.766438e-01	1.234976e-02	1.793763e-02	1.793763e-02	1.000000e+00	-1.017938e+00
8.689642677750775e-01	-9.289477e-01	1.238306e-02	1.615017e-02	1.615017e-02	1.000000e+00	-1.016150e+00
8.709173927750775e-01	-9.672793e-01	1.241278e-02	1.427414e-02	1.427414e-02	1.000000e+00	-1.014274e+00
8.728705177750775e-01	-9.910622e-01	1.243877e-02	1.233740e-02	1.233740e-02	1.000000e+00	-1.012337e+00
8.748236427750775e-01	-9.999386e-01	1.246095e-02	1.036872e-02	1.036872e-02	1.000000e+00	-1.010369e+00
8.767767677750775e-01	-9.937750e-01	1.247927e-02	8.397359e-03	8.397359e-03	1.000000e+00	-1.008397e+00
8.787298927750775e-01	-9.726641e-01	1.249377e-02	6.452605e-03	6.452605e-03	1.000000e+00	-1.006453e+00
8.806830177750775e-01	-9.369234e-01	1.250452e-02	4.563348e-03	4.563348e-03	1.000000e+00	-1.004563e+00
8.816595802750775e-01	-9.137264e-01	1.250853e-02	3.648343e-03	3.648343e-03	1.000000e+00	-1.003648e+00
8.826361427750775e-01	-8.870905e-01	1.251166e-02	2.757645e-03	2.757645e-03	1.000000e+00	-1.002758e+00
8.836127052750775e-01	-8.571157e-01	1.251393e-02	1.894562e-03	1.894562e-03	1.000000e+00	-1.001895e+00
8.845892677750775e-01	-8.239149e-01	1.251537e-02	1.062295e-03	1.062295e-03	1.000000e+00	-1.001062e+00
8.855658302750775e-01	-7.876132e-01	1.251602e-02	2.639339e-04	2.639339e-04	1.000000e+00	-1.000264e+00
8.865423927750775e-01	-7.483469e-01	1.251591e-02	-4.975634e-04	-4.975634e-04	1.000000e+00	-9.995024e-01
8.875189552750775e-01	-7.062641e-01	1.251507e-02	-1.219376e-03	-1.219376e-03	1.000000e+00	-9.987806e-01
8.884955177750775e-01	-6.615231e-01	1.251354e-02	-1.898832e-03	-1.898832e-03	1.000000e+00	-9.981012e-01
8.894720802750775e-01	-6.142923e-01	1.251138e-02	-2.533419e-03	-2.533419e-03	1.000000e+00	-9.974666e-01
8.904486427750775e-01	-5.647493e-01	1.250862e-02	-3.120795e-03	-3.120795e-03	1.000000e+00	-9.968792e-01
8.914252052750775e-01	-5.130808e-01	1.250531e-02	-3.658795e-03	-3.658795e-03	1.000000e+00	-9.963412e-01
8.924017677750775e-01	-4.594812e-01	1.250150e-02	-4.145439e-03	-4.145439e-03	1.000000e+00	-9.958546e-01
8.933783302750775e-01	-4.041522e-01	1.249724e-02	-4.578940e-03	-4.578940e-03	1.000000e+00	-9.954211e-01
8.943548927750775e-01	-3.473021e-01	1.249258e-02	-4.957713e-03	-4.957713e-03	1.000000e+00	-9.950423e-01
8.953314552750775e-01	-2.891448e-01	1.248758e-02	-5.280378e-03	-5.280378e-03	1.000000e+00	-9.947196e-01
8.963080177750775e-01	-2.298992e-01	1.248230e-02	-5.545766e-03	-5.545766e-03	1.000000e+00	-9.944542e-01
8.972845802750775e-01	-1.697883e-01	1.247678e-02	-5.752924e-03	-5.752924e-03	1.000000e+00	-9.942471e-01
8.982611427750775e-01	-1.090384e-01	1.247109e-02	-5.901117e-03	-5.901117e-03	1.000000e+00	-9.940989e-01
8.992377052750775e-01	-4.787808e-02	1.246528e-02	-5.989835e-03	-5.989835e-03	1.000000e+00	-9.940102e-01
9.002142677750775e-01	1.346243e-02	1.245942e-02	-6.018788e-03	-6.018788e-03	1.000000e+00	-9.939812e-01
9.011908302750775e-01	7.475228e-02	1.245356e-02	-5.987913e-03	-5.987913e-03	1.000000e+00	-9.940121e-01
9.021673927750775e-01	1.357608e-01	1.244775e-02	-5.897374e-03	-5.897374e-03	1.000000e+00	-9.941027e-01
9.031439552750775e-01	1.962583e-01	1.244207e-02	-5.747555e-03	-5.747555e-03	1.000000e+00	-9.942524e-01
9.041205177750775e-01	2.560171e-01	1.243656e-02	-5.539068e-03	-5.539068e-03	1.000000e+00	-9.944609e-01
9.050970802750775e-01	3.148124e-01	1.243128e-02	-5.272741e-03	-5.272741e-03	1.000000e+00	-9.947273e-01
9.060736427750775e-01	3.724228e-01	1.242629e-02	-4.949626e-03	-4.949626e-03	1.000000e+00	-9.950504e-01
9.070502052750775e-01	4.286314e-01	1.242164e-02	-4.570982e-03	-4.570982e-03	1.000000e+00	-9.954290e-01
9.080267677750775e-01	4.832268e-01	1.241738e-02	-4.138282e-03	-4.138282e-03	1.000000e+00	-9.958617e-01
9.090033302750775e-01	5.360035e-01	1.241358e-02	-3.653200e-03	-3.653200e-03	1.000000e+00	-9.963468e-01
9.099798927750775e-01	5.867627e-01	1.241027e-02	-3.117608e-03	-3.117608e-03	1.000000e+00	-9.968824e-01
9.109564552750775e-01	6.353135e-01	1.240751e-02	-2.533568e-03	-2.533568e-03	1.000000e+00	-9.974664e-01
9.119330177750775e-01	6.814731e-01	1.240535e-02	-1.903324e-03	-1.903324e-03	1.000000e+00	-9.980967e-01
9.129095802750775e-01	7.250678e-01	1.240382e-02	-1.229295e-03	-1.229295e-03	1.000000e+00	-9.987707e-01
9.138861427750775e-01	7.659335e-01	1.240297e-02	-5.140641e-04	-5.140641e-04	1.000000e+00	-9.994859e-01
9.148627052750775e-01	8.039165e-01	1.240283e-02	2.396309e-04	2.396309e-04	1.000000e+00	-1.000240e+00
9.158392677750775e-01	8.388736e-01	1.240345e-02	1.028907e-03	1.028907e-03	1.000000e+00	-1.001029e+00
9.168158302750775e-01	8.706734e-01	1.240486e-02	1.850746e-03	1.850746e-03	1.000000e+00	-1.001851e+00
9.177923927750775e-01	8.991962e-01	1.240708e-02	2.702010e-03	2.702010e-03	1.000000e+00	-1.002702e+00
9.187689552750775e-01	9.243346e-01	1.241015e-02	3.579447e-03	3.579447e-03	1.000000e+00	-1.003579e+00
9.207220802750775e-01	9.640930e-01	1.241891e-02	5.399361e-03	5.399361e-03	1.000000e+00	-1.005399e+00
9.226752052750775e-01	9.893506e-01	1.243129e-02	7.282742e-03	7.282742e-03	1.000000e+00	-1.007283e+00
9.246283302750775e-01	9.997273e-01	1.244738e-02	9.200891e-03	9.200891e-03	1.000000e+00	-1.009201e+00
9.265814552750775e-01	9.950673e-01	1.246723e-02	1.112458e-02	1.112458e-02	1.000000e+00	-1.011125e+00
9.285345802750775e-01	9.754405e-01	1.249082e-02	1.302451e-02	1.302451e-02	1.000000e+00	-1.013025e+00
9.304877052750775e-01	9.411421e-01	1.251807e-02	1.487173e-02	1.487173e-02	1.000000e+00	-1.014872e+00
9.324408302750775e-01	8.926882e-01	1.254885e-02	1.663807e-02	1.663807e-02	1.000000e+00	-1.016638e+00
9.343939552750775e-01	8.308073e-01	1.258298e-02	1.829660e-02	1.829660e-02	1.000000e+00	-1.018297e+00
9.363470802750775e-01	7.564304e-01	1.262023e-02	1.982199e-02	1.982199e-02	1.000000e+00	-1.019822e+00
9.383002052750775e-01	6.706760e-01	1.266030e-02	2.119092e-02	2.119092e-02	1.000000e+00	-1.021191e+00
9.402533302750775e-01	5.748340e-01	1.270287e-02	2.238243e-02	2.238243e-02	1.000000e+00	-1.022382e+00
9.422064552750775e-01	4.703460e-01	1.274759e-02	2.337821e-02	2.337821e-02	1.000000e+00	-1.023378e+00
9.441595802750775e-01	3.587836e-01	1.279404e-02	2.416292e-02	2.416292e-02	1.000000e+00	-1.024163e+00
9.461127052750775e-01	2.418247e-01	1.284181e-02	2.472437e-02	2.472437e-02	1.000000e+00	-1.024724e+00
9.480658302750775e-01	1.212286e-01	1.289045e-02	2.505374e-02	2.505374e-02	1.000000e+00	-1.025054e+00
9.500189552750775e-01	-1.190995e-03	1.293950e-02	2.514569e-02	2.514569e-02	1.000000e+00	-1.025146e+00
9.519720802750775e-01	-1.235926e-01	1.298850e-02	2.499846e-02	2.499846e-02	1.000000e+00	-1.024998e+00
9.539252052750775e-01	-2.441353e-01	1.303698e-02	2.461389e-02	2.461389e-02	1.000000e+00	-1.024614e+00
9.558783302750775e-01	-3.610060e-01	1.308448e-02	2.399737e-02	2.399737e-02	1.000000e+00	-1.023997e+00
9.578314552750775e-01	-4.724468e-01	1.313055e-02	2.315780e-02	2.315780e-02	1.000000e+00	-1.023158e+00
9.597845802750775e-01	-5.767815e-01	1.317478e-02	2.210743e-02	2.210743e-02	1.000000e+00	-1.022107e+00
9.617377052750775e-01	-6.724409e-01	1.321677e-02	2.086167e-02	2.086167e-02	1.000000e+00	-1.020862e+00
9.636908302750775e-01	-7.579862e-01	1.325614e-02	1.943888e-02	1.943888e-02	1.000000e+00	-1.019439e+00
9.656439552750775e-01	-8.321307e-01	1.329259e-02	1.786006e-02	1.786006e-02	1.000000e+00	-1.017860e+00
9.666205177750775e-01	-8.645719e-01	1.330962e-02	1.701937e-02	1.701937e-02	1.000000e+00	-1.017019e+00
9.685736427750775e-01	-9.195824e-01	1.334115e-02	1.525097e-02	1.525097e-02	1.000000e+00	-1.015251e+00
9.705267677750775e-01	-9.607615e-01	1.336912e-02	1.338858e-02	1.338858e-02	1.000000e+00	-1.013389e+00
9.724798927750775e-01	-9.874899e-01	1.339340e-02	1.145983e-02	1.145983e-02	1.000000e+00	-1.011460e+00
9.744330177750775e-01	-9.993655e-01	1.341386e-02	9.493343e-03	9.493343e-03	1.000000e+00	-1.009493e+00
9.763861427750775e-01	-9.962097e-01	1.343047e-02	7.518305e-03	7.518305e-03	1.000000e+00	-1.007518e+00
9.783392677750775e-01	-9.780700e-01	1.344324e-02	5.564039e-03	5.564039e-03	1.000000e+00	-1.005564e+00
9.802923927750775e-01	-9.452192e-01	1.345224e-02	3.659550e-03	3.659550e-03	1.000000e+00	-1.003660e+00
9.812689552750775e-01	-9.234231e-01	1.345537e-02	2.734844e-03	2.734844e-03	1.000000e+00	-1.002735e+00
9.822455177750775e-01	-8.981515e-01	1.345760e-02	1.833097e-03	1.833097e-03	1.000000e+00	-1.001833e+00
9.832220802750775e-01	-8.694993e-01	1.345896e-02	9.576540e-04	9.576540e-04	1.000000e+00	-1.000958e+00
9.841986427750775e-01	-8.375747e-01	1.345948e-02	1.117618e-04	1.117618e-04	1.000000e+00	-1.000112e+00
9.851752052750775e-01	-8.024975e-01	1.345919e-02	-7.014447e-04	-7.014447e-04	1.000000e+00	-9.992986e-01
9.861517677750775e-01	-7.643999e-01	1.345813e-02	-1.478954e-03	-1.478954e-03	1.000000e+00	-9.985210e-01
9.871283302750775e-01	-7.234253e-01	1.345632e-02	-2.217887e-03	-2.217887e-03	1.000000e+00	-9.977821e-01
9.881048927750775e-01	-6.797279e-01	1.345382e-02	-2.915513e-03	-2.915513e-03	1.000000e+00	-9.970845e-01
9.890814552750775e-01	-6.334722e-01	1.345065e-02	-3.569255e-03	-3.569255e-03	1.000000e+00	-9.964308e-01
9.900580177750775e-01	-5.848322e-01	1.344687e-02	-4.176700e-03	-4.176700e-03	1.000000e+00	-9.958233e-01
9.910345802750775e-01	-5.339910e-01	1.344252e-02	-4.735611e-03	-4.735611e-03	1.000000e+00	-9.952644e-01
9.920111427750775e-01	-4.811400e-01	1.343764e-02	-5.243935e-03	-5.243935e-03	1.000000e+00	-9.947560e-01
9.929877052750775e-01	-4.264781e-01	1.343230e-02	-5.699805e-03	-5.699805e-03	1.000000e+00	-9.943002e-01
9.939642677750775e-01	-3.702111e-01	1.342654e-02	-6.101557e-03	-6.101557e-03	1.000000e+00	-9.938985e-01
9.949408302750775e-01	-3.125506e-01	1.342041e-02	-6.447725e-03	-6.447725e-03	1.000000e+00	-9.935523e-01
9.959173927750775e-01	-2.537138e-01	1.341397e-02	-6.737058e-03	-6.737058e-03	1.000000e+00	-9.932629e-01
9.968939552750775e-01	-1.939221e-01	1.340728e-02	-6.968514e-03	-6.968514e-03	1.000000e+00	-9.930315e-01
9.978705177750775e-01	-1.334005e-01	1.340039e-02	-7.141272e-03	-7.141272e-03	1.000000e+00	-9.928587e-01
9.988470802750775e-01	-7.237674e-02	1.339336e-02	-7.254730e-03	-7.254730e-03	1.000000e+00	-9.927453e-01
9.998236427750775e-01	-1.108062e-02	1.338625e-02	-7.320780e-03	-7.320780e-03	1.000000e+00	-9.926792e-01
1.000000000000000e+00	-2.449294e-15	1.338496e-02	-7.326820e-03	-7.326820e-03	1.000000e+00	-9.926732e-01
