time	V(n001)	V(n002)	I(C1)	I(I1)	I(R1)	I(V1)
9.821289128687777e-01	-9.013487e-01	-1.153231e-03	-8.993473e-01	1.000000e+00	-8.993473e-01	-1.006527e-01
9.831054753687777e-01	-8.730948e-01	-2.017295e-03	-8.702559e-01	1.000000e+00	-8.702559e-01	-1.297441e-01
9.840820378687777e-01	-8.415548e-01	-2.851361e-03	-8.379115e-01	1.000000e+00	-8.379115e-01	-1.620885e-01
9.850586003687777e-01	-8.068473e-01	-3.652312e-03	-8.024358e-01	1.000000e+00	-8.024358e-01	-1.975642e-01
9.860351628687777e-01	-7.691031e-01	-4.417154e-03	-7.639622e-01	1.000000e+00	-7.639622e-01	-2.360378e-01
9.870117253687777e-01	-7.284641e-01	-5.143032e-03	-7.226356e-01	1.000000e+00	-7.226356e-01	-2.773644e-01
9.879882878687777e-01	-6.850834e-01	-5.827235e-03	-6.786115e-01	1.000000e+00	-6.786115e-01	-3.213885e-01
9.889648503687777e-01	-6.391241e-01	-6.467209e-03	-6.320555e-01	1.000000e+00	-6.320555e-01	-3.679445e-01
9.899414128687777e-01	-5.907593e-01	-7.060568e-03	-5.831429e-01	1.000000e+00	-5.831429e-01	-4.168571e-01
9.918945378687777e-01	-4.875498e-01	-8.098776e-03	-4.789923e-01	1.000000e+00	-4.789923e-01	-5.210077e-01
9.938476628687777e-01	-3.770070e-01	-8.926418e-03	-3.677258e-01	1.000000e+00	-3.677258e-01	-6.322742e-01
9.958007878687777e-01	-2.607937e-01	-9.531218e-03	-2.510171e-01	1.000000e+00	-2.510171e-01	-7.489829e-01
9.977539128687777e-01	-1.406578e-01	-9.904252e-03	-1.306212e-01	1.000000e+00	-1.306212e-01	-8.693787e-01
9.997070378687777e-01	-1.840631e-02	-1.005056e-02	-8.346516e-03	1.000000e+00	-8.346516e-03	-9.916535e-01
1.000000000000000e+00	-2.449294e-15	-1.005480e-02	1.005480e-02	1.000000e+00	1.005480e-02	-1.010055e+00
