time	V(n001)	V(n002)	I(C1)	I(I1)	I(R1)	I(V1)
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	-1.000000e+00
3.766750526825223e-04	2.369014e-02	7.310352e-06	2.367327e-02	1.000000e+00	2.367327e-02	-1.023673e+00
7.533501053650447e-04	4.733660e-02	2.324985e-05	4.729003e-02	1.000000e+00	4.729003e-02	-1.047290e+00
1.130025158047567e-03	7.093936e-02	4.781849e-05	7.085026e-02	1.000000e+00	7.085026e-02	-1.070850e+00
1.506700210730089e-03	9.449844e-02	8.101627e-05	9.435397e-02	1.000000e+00	9.435397e-02	-1.094354e+00
1.883375263412612e-03	1.180138e-01	1.228432e-04	1.178012e-01	1.000000e+00	1.178012e-01	-1.117801e+00
2.260050316095134e-03	1.414855e-01	1.732993e-04	1.411918e-01	1.000000e+00	1.411918e-01	-1.141192e+00
2.636725368777655e-03	1.649135e-01	2.323845e-04	1.645260e-01	1.000000e+00	1.645260e-01	-1.164526e+00
3.613287868777655e-03	2.250843e-01	4.223143e-04	2.244502e-01	1.000000e+00	2.244502e-01	-1.224450e+00
4.589850368777655e-03	2.844079e-01	6.703222e-04	2.834700e-01	1.000000e+00	2.834700e-01	-1.283470e+00
5.566412868777655e-03	3.426611e-01	9.754166e-04	3.413633e-01	1.000000e+00	3.413633e-01	-1.341363e+00
6.542975368777655e-03	3.996246e-01	1.336391e-03	3.979121e-01	1.000000e+00	3.979121e-01	-1.397912e+00
7.519537868777655e-03	4.550840e-01	1.751828e-03	4.529039e-01	1.000000e+00	4.529039e-01	-1.452904e+00
8.496100368777655e-03	5.088305e-01	2.220107e-03	5.061316e-01	1.000000e+00	5.061316e-01	-1.506132e+00
9.472662868777655e-03	5.606619e-01	2.739408e-03	5.573950e-01	1.000000e+00	5.573950e-01	-1.557395e+00
1.044922536877766e-02	6.103832e-01	3.307716e-03	6.065011e-01	1.000000e+00	6.065011e-01	-1.606501e+00
1.142578786877766e-02	6.578070e-01	3.922836e-03	6.532652e-01	1.000000e+00	6.532652e-01	-1.653265e+00
1.337891286877766e-02	7.450581e-01	5.283853e-03	7.390732e-01	1.000000e+00	7.390732e-01	-1.739073e+00
1.533203786877766e-02	8.211027e-01	6.801524e-03	8.135287e-01	1.000000e+00	8.135287e-01	-1.813529e+00
1.728516286877765e-02	8.847973e-01	8.452561e-03	8.755122e-01	1.000000e+00	8.755122e-01	-1.875512e+00
1.923828786877765e-02	9.351836e-01	1.021167e-02	9.240921e-01	1.000000e+00	9.240921e-01	-1.924092e+00
2.119141286877765e-02	9.715040e-01	1.205194e-02	9.585379e-01	1.000000e+00	9.585379e-01	-1.958538e+00
2.314453786877765e-02	9.932120e-01	1.394523e-02	9.783322e-01	1.000000e+00	9.783322e-01	-1.978332e+00
2.509766286877765e-02	9.999812e-01	1.586260e-02	9.831777e-01	1.000000e+00	9.831777e-01	-1.983178e+00
2.705078786877765e-02	9.917097e-01	1.777476e-02	9.730018e-01	1.000000e+00	9.730018e-01	-1.973002e+00
2.900391286877765e-02	9.685220e-01	1.965249e-02	9.479582e-01	1.000000e+00	9.479582e-01	-1.947958e+00
3.095703786877765e-02	9.307668e-01	2.146710e-02	9.084239e-01	1.000000e+00	9.084239e-01	-1.908424e+00
3.291016286877765e-02	8.790120e-01	2.319084e-02	8.549941e-01	1.000000e+00	8.549941e-01	-1.854994e+00
3.486328786877765e-02	8.140361e-01	2.479733e-02	7.884728e-01	1.000000e+00	7.884728e-01	-1.788473e+00
3.681641286877765e-02	7.368163e-01	2.626196e-02	7.098610e-01	1.000000e+00	7.098610e-01	-1.709861e+00
3.876953786877765e-02	6.485141e-01	2.756224e-02	6.203417e-01	1.000000e+00	6.203417e-01	-1.620342e+00
4.072266286877765e-02	5.504576e-01	2.867816e-02	5.212615e-01	1.000000e+00	5.212615e-01	-1.521261e+00
4.267578786877765e-02	4.441218e-01	2.959250e-02	4.141114e-01	1.000000e+00	4.141114e-01	-1.414111e+00
4.462891286877765e-02	3.311059e-01	3.029105e-02	3.005033e-01	1.000000e+00	3.005033e-01	-1.300503e+00
4.658203786877765e-02	2.131099e-01	3.076286e-02	1.821465e-01	1.000000e+00	1.821465e-01	-1.182147e+00
4.853516286877765e-02	9.190854e-02	3.100039e-02	6.082167e-02	1.000000e+00	6.082167e-02	-1.060822e+00
4.951172536877765e-02	3.067439e-02	3.102990e-02	-3.843751e-04	1.000000e+00	-3.843751e-04	-9.996156e-01
5.146485036877765e-02	-9.190937e-02	3.090958e-02	-1.227325e-01	1.000000e+00	-1.227325e-01	-8.772675e-01
5.341797536877765e-02	-2.131107e-01	3.055166e-02	-2.434619e-01	1.000000e+00	-2.434619e-01	-7.565382e-01
5.537110036877765e-02	-3.311067e-01	2.996108e-02	-3.607562e-01	1.000000e+00	-3.607562e-01	-6.392438e-01
5.732422536877765e-02	-4.441225e-01	2.914627e-02	-4.728509e-01	1.000000e+00	-4.728509e-01	-5.271491e-01
5.927735036877765e-02	-5.504583e-01	2.811905e-02	-5.780594e-01	1.000000e+00	-5.780594e-01	-4.219406e-01
6.025391286877765e-02	-6.006168e-01	2.753036e-02	-6.275820e-01	1.000000e+00	-6.275820e-01	-3.724180e-01
6.123047536877765e-02	-6.485147e-01	2.689443e-02	-6.747990e-01	1.000000e+00	-6.747990e-01	-3.252011e-01
6.220703786877765e-02	-6.939718e-01	2.621360e-02	-7.195324e-01	1.000000e+00	-7.195324e-01	-2.804676e-01
6.318360036877765e-02	-7.368168e-01	2.549039e-02	-7.616140e-01	1.000000e+00	-7.616140e-01	-2.383861e-01
6.416016286877765e-02	-7.768887e-01	2.472745e-02	-8.008852e-01	1.000000e+00	-8.008852e-01	-1.991148e-01
6.513672536877765e-02	-8.140365e-01	2.392760e-02	-8.371982e-01	1.000000e+00	-8.371982e-01	-1.628018e-01
6.611328786877765e-02	-8.481206e-01	2.309380e-02	-8.704163e-01	1.000000e+00	-8.704163e-01	-1.295837e-01
6.708985036877765e-02	-8.790124e-01	2.222914e-02	-9.004145e-01	1.000000e+00	-9.004145e-01	-9.958553e-02
6.806641286877765e-02	-9.065959e-01	2.133681e-02	-9.270796e-01	1.000000e+00	-9.270796e-01	-7.292037e-02
6.904297536877765e-02	-9.307671e-01	2.042012e-02	-9.503114e-01	1.000000e+00	-9.503114e-01	-4.968857e-02
7.001953786877765e-02	-9.514351e-01	1.948245e-02	-9.700224e-01	1.000000e+00	-9.700224e-01	-2.997765e-02
7.099610036877765e-02	-9.685222e-01	1.852730e-02	-9.861382e-01	1.000000e+00	-9.861382e-01	-1.386183e-02
7.197266286877765e-02	-9.819639e-01	1.755819e-02	-9.985982e-01	1.000000e+00	-9.985982e-01	-1.401838e-03
7.294922536877765e-02	-9.917098e-01	1.657872e-02	-1.007355e+00	1.000000e+00	-1.007355e+00	7.355381e-03
7.392578786877765e-02	-9.977231e-01	1.559252e-02	-1.012377e+00	1.000000e+00	-1.012377e+00	1.237681e-02
7.490235036877765e-02	-9.999812e-01	1.460325e-02	-1.013644e+00	1.000000e+00	-1.013644e+00	1.364350e-02
7.587891286877765e-02	-9.984756e-01	1.361458e-02	-1.011151e+00	1.000000e+00	-1.011151e+00	1.115063e-02
7.685547536877765e-02	-9.932119e-01	1.263018e-02	-1.004907e+00	1.000000e+00	-1.004907e+00	4.907524e-03
7.783203786877765e-02	-9.842100e-01	1.165369e-02	-9.949376e-01	1.000000e+00	-9.949376e-01	-5.062374e-03
7.880860036877765e-02	-9.715038e-01	1.068874e-02	-9.812784e-01	1.000000e+00	-9.812784e-01	-1.872159e-02
7.978516286877765e-02	-9.551411e-01	9.738909e-03	-9.639812e-01	1.000000e+00	-9.639812e-01	-3.601878e-02
8.076172536877765e-02	-9.351833e-01	8.807712e-03	-9.431111e-01	1.000000e+00	-9.431111e-01	-5.688888e-02
8.173828786877765e-02	-9.117059e-01	7.898602e-03	-9.187466e-01	1.000000e+00	-9.187466e-01	-8.125340e-02
8.271485036877765e-02	-8.847969e-01	7.014947e-03	-8.909793e-01	1.000000e+00	-8.909793e-01	-1.090207e-01
8.369141286877765e-02	-8.545578e-01	6.160018e-03	-8.599137e-01	1.000000e+00	-8.599137e-01	-1.400863e-01
8.466797536877765e-02	-8.211023e-01	5.336981e-03	-8.256667e-01	1.000000e+00	-8.256667e-01	-1.743333e-01
8.564453786877765e-02	-7.845563e-01	4.548879e-03	-7.883670e-01	1.000000e+00	-7.883670e-01	-2.116330e-01
8.662110036877765e-02	-7.450575e-01	3.798624e-03	-7.481551e-01	1.000000e+00	-7.481551e-01	-2.518449e-01
8.759766286877765e-02	-7.027544e-01	3.088987e-03	-7.051822e-01	1.000000e+00	-7.051822e-01	-2.948178e-01
8.857422536877765e-02	-6.578064e-01	2.422584e-03	-6.596100e-01	1.000000e+00	-6.596100e-01	-3.403900e-01
8.955078786877765e-02	-6.103825e-01	1.801871e-03	-6.116101e-01	1.000000e+00	-6.116101e-01	-3.883900e-01
9.052735036877765e-02	-5.606613e-01	1.229131e-03	-5.613628e-01	1.000000e+00	-5.613628e-01	-4.386372e-01
9.150391286877765e-02	-5.088298e-01	7.064646e-04	-5.090575e-01	1.000000e+00	-5.090575e-01	-4.909425e-01
9.248047536877765e-02	-4.550832e-01	2.357867e-04	-4.548908e-01	1.000000e+00	-4.548908e-01	-5.451092e-01
9.345703786877765e-02	-3.996238e-01	-1.811847e-04	-3.990666e-01	1.000000e+00	-3.990666e-01	-6.009334e-01
9.443360036877765e-02	-3.426603e-01	-5.429335e-04	-3.417950e-01	1.000000e+00	-3.417950e-01	-6.582050e-01
9.541016286877765e-02	-2.844071e-01	-8.481514e-04	-2.832914e-01	1.000000e+00	-2.832914e-01	-7.167087e-01
9.638672536877765e-02	-2.250835e-01	-1.095743e-03	-2.237760e-01	1.000000e+00	-2.237760e-01	-7.762240e-01
9.736328786877765e-02	-1.649127e-01	-1.284829e-03	-1.634727e-01	1.000000e+00	-1.634727e-01	-8.365273e-01
9.833985036877765e-02	-1.041212e-01	-1.414752e-03	-1.026085e-01	1.000000e+00	-1.026085e-01	-8.973915e-01
9.931641286877765e-02	-4.293784e-02	-1.485074e-03	-4.141236e-02	1.000000e+00	-4.141236e-02	-9.585876e-01
1.002929753687777e-01	1.840715e-02	-1.495586e-03	1.988541e-02	1.000000e+00	1.988541e-02	-1.019885e+00
1.012695378687777e-01	7.968285e-02	-1.446299e-03	8.105417e-02	1.000000e+00	8.105417e-02	-1.081054e+00
1.022461003687777e-01	1.406586e-01	-1.337452e-03	1.418637e-01	1.000000e+00	1.418637e-01	-1.141864e+00
1.032226628687777e-01	2.011050e-01	-1.169508e-03	2.020853e-01	1.000000e+00	2.020853e-01	-1.202085e+00
1.041992253687777e-01	2.607945e-01	-9.431519e-04	2.614923e-01	1.000000e+00	2.614923e-01	-1.261492e+00
1.051757878687777e-01	3.195024e-01	-6.592879e-04	3.198611e-01	1.000000e+00	3.198611e-01	-1.319861e+00
1.061523503687777e-01	3.770078e-01	-3.190374e-04	3.769721e-01	1.000000e+00	3.769721e-01	-1.376972e+00
1.071289128687777e-01	4.330942e-01	7.626662e-05	4.326104e-01	1.000000e+00	4.326104e-01	-1.432610e+00
1.081054753687777e-01	4.875505e-01	5.250836e-04	4.865667e-01	1.000000e+00	4.865667e-01	-1.486567e+00
1.090820378687777e-01	5.401718e-01	1.025672e-03	5.386379e-01	1.000000e+00	5.386379e-01	-1.538638e+00
1.100586003687777e-01	5.907601e-01	1.576095e-03	5.886281e-01	1.000000e+00	5.886281e-01	-1.588628e+00
1.110351628687777e-01	6.391248e-01	2.174228e-03	6.363491e-01	1.000000e+00	6.363491e-01	-1.636349e+00
1.120117253687777e-01	6.850840e-01	2.817768e-03	6.816216e-01	1.000000e+00	6.816216e-01	-1.681622e+00
1.129882878687777e-01	7.284647e-01	3.504241e-03	7.242750e-01	1.000000e+00	7.242750e-01	-1.724275e+00
1.149414128687777e-01	8.068478e-01	4.995289e-03	8.010933e-01	1.000000e+00	8.010933e-01	-1.801093e+00
1.168945378687777e-01	8.730952e-01	6.624528e-03	8.656491e-01	1.000000e+00	8.656491e-01	-1.865649e+00
1.188476628687777e-01	9.262104e-01	8.367036e-03	9.169718e-01	1.000000e+00	9.169718e-01	-1.916972e+00
1.208007878687777e-01	9.653946e-01	1.019619e-02	9.542900e-01	1.000000e+00	9.542900e-01	-1.954290e+00
1.227539128687777e-01	9.900582e-01	1.208406e-02	9.770426e-01	1.000000e+00	9.770426e-01	-1.977043e+00
1.247070378687777e-01	9.998306e-01	1.400184e-02	9.848880e-01	1.000000e+00	9.848880e-01	-1.984888e+00
1.266601628687777e-01	9.945645e-01	1.592027e-02	9.777085e-01	1.000000e+00	9.777085e-01	-1.977708e+00
1.286132878687777e-01	9.743393e-01	1.781008e-02	9.556124e-01	1.000000e+00	9.556124e-01	-1.955612e+00
1.305664128687777e-01	9.394591e-01	1.964245e-02	9.189327e-01	1.000000e+00	9.189327e-01	-1.918933e+00
1.325195378687777e-01	8.904485e-01	2.138938e-02	8.682213e-01	1.000000e+00	8.682213e-01	-1.868221e+00
1.344726628687777e-01	8.280448e-01	2.302421e-02	8.042414e-01	1.000000e+00	8.042414e-01	-1.804241e+00
1.364257878687777e-01	7.531865e-01	2.452194e-02	7.279559e-01	1.000000e+00	7.279559e-01	-1.727956e+00
1.383789128687777e-01	6.669996e-01	2.585962e-02	6.405123e-01	1.000000e+00	6.405123e-01	-1.640512e+00
1.403320378687777e-01	5.707804e-01	2.701673e-02	5.432266e-01	1.000000e+00	5.432266e-01	-1.543227e+00
1.422851628687777e-01	4.659761e-01	2.797546e-02	4.375622e-01	1.000000e+00	4.375622e-01	-1.437562e+00
1.442382878687777e-01	3.541631e-01	2.872098e-02	3.251089e-01	1.000000e+00	3.251089e-01	-1.325109e+00
1.461914128687777e-01	2.370232e-01	2.924168e-02	2.075585e-01	1.000000e+00	2.075585e-01	-1.207559e+00
1.481445378687777e-01	1.163182e-01	2.952932e-02	8.667945e-02	1.000000e+00	8.667945e-02	-1.086679e+00
1.491211003687777e-01	5.519483e-02	2.958412e-02	2.555877e-02	1.000000e+00	2.555877e-02	-1.025559e+00
1.510742253687777e-01	-6.744433e-02	2.951442e-02	-9.689529e-02	1.000000e+00	-9.689529e-02	-9.031047e-01
1.530273503687777e-01	-1.890691e-01	2.920654e-02	-2.180977e-01	1.000000e+00	-2.180977e-01	-7.819023e-01
1.549804753687777e-01	-3.078500e-01	2.866472e-02	-3.362251e-01	1.000000e+00	-3.362251e-01	-6.637749e-01
1.569336003687777e-01	-4.220006e-01	2.789672e-02	-4.495003e-01	1.000000e+00	-4.495003e-01	-5.504997e-01
1.588867253687777e-01	-5.298040e-01	2.691367e-02	-5.562191e-01	1.000000e+00	-5.562191e-01	-4.437809e-01
1.598632878687777e-01	-5.808143e-01	2.634588e-02	-6.066136e-01	1.000000e+00	-6.066136e-01	-3.933863e-01
1.608398503687777e-01	-6.296386e-01	2.572997e-02	-6.547761e-01	1.000000e+00	-6.547761e-01	-3.452239e-01
1.618164128687777e-01	-6.760930e-01	2.506820e-02	-7.005250e-01	1.000000e+00	-7.005250e-01	-2.994750e-01
1.627929753687777e-01	-7.200028e-01	2.436301e-02	-7.436883e-01	1.000000e+00	-7.436883e-01	-2.563117e-01
1.637695378687777e-01	-7.612026e-01	2.361702e-02	-7.841034e-01	1.000000e+00	-7.841034e-01	-2.158966e-01
1.647461003687777e-01	-7.995375e-01	2.283298e-02	-8.216182e-01	1.000000e+00	-8.216182e-01	-1.783818e-01
1.657226628687777e-01	-8.348631e-01	2.201379e-02	-8.560913e-01	1.000000e+00	-8.560913e-01	-1.439087e-01
1.666992253687777e-01	-8.670465e-01	2.116247e-02	-8.873931e-01	1.000000e+00	-8.873931e-01	-1.126069e-01
1.676757878687777e-01	-8.959664e-01	2.028220e-02	-9.154056e-01	1.000000e+00	-9.154056e-01	-8.459442e-02
1.686523503687777e-01	-9.215142e-01	1.937623e-02	-9.400234e-01	1.000000e+00	-9.400234e-01	-5.997666e-02
1.696289128687777e-01	-9.435936e-01	1.844792e-02	-9.611536e-01	1.000000e+00	-9.611536e-01	-3.884635e-02
1.706054753687777e-01	-9.621215e-01	1.750072e-02	-9.787169e-01	1.000000e+00	-9.787169e-01	-2.128306e-02
1.715820378687777e-01	-9.770283e-01	1.653814e-02	-9.926471e-01	1.000000e+00	-9.926471e-01	-7.352958e-03
1.725586003687777e-01	-9.882576e-01	1.556376e-02	-1.002891e+00	1.000000e+00	-1.002891e+00	2.891492e-03
1.735351628687777e-01	-9.957675e-01	1.458119e-02	-1.009412e+00	1.000000e+00	-1.009412e+00	9.411678e-03
1.745117253687777e-01	-9.995294e-01	1.359408e-02	-1.012183e+00	1.000000e+00	-1.012183e+00	1.218301e-02
1.754882878687777e-01	-9.995294e-01	1.260610e-02	-1.011195e+00	1.000000e+00	-1.011195e+00	1.119500e-02
1.764648503687777e-01	-9.957674e-01	1.162092e-02	-1.006451e+00	1.000000e+00	-1.006451e+00	6.451338e-03
1.774414128687777e-01	-9.882575e-01	1.064220e-02	-9.979698e-01	1.000000e+00	-9.979698e-01	-2.030189e-03
1.784179753687777e-01	-9.770281e-01	9.673572e-03	-9.857823e-01	1.000000e+00	-9.857823e-01	-1.421770e-02
1.793945378687777e-01	-9.621213e-01	8.718632e-03	-9.699346e-01	1.000000e+00	-9.699346e-01	-3.006538e-02
1.803711003687777e-01	-9.435933e-01	7.780926e-03	-9.504864e-01	1.000000e+00	-9.504864e-01	-4.951362e-02
1.813476628687777e-01	-9.215139e-01	6.863936e-03	-9.275107e-01	1.000000e+00	-9.275107e-01	-7.248928e-02
1.823242253687777e-01	-8.959661e-01	5.971062e-03	-9.010941e-01	1.000000e+00	-9.010941e-01	-9.890593e-02
1.833007878687777e-01	-8.670461e-01	5.105618e-03	-8.713358e-01	1.000000e+00	-8.713358e-01	-1.286642e-01
1.842773503687777e-01	-8.348626e-01	4.270812e-03	-8.383479e-01	1.000000e+00	-8.383479e-01	-1.616521e-01
1.852539128687777e-01	-7.995370e-01	3.469736e-03	-8.022544e-01	1.000000e+00	-8.022544e-01	-1.977456e-01
1.862304753687777e-01	-7.612021e-01	2.705358e-03	-7.631912e-01	1.000000e+00	-7.631912e-01	-2.368088e-01
1.872070378687777e-01	-7.200022e-01	1.980507e-03	-7.213053e-01	1.000000e+00	-7.213053e-01	-2.786947e-01
1.881836003687777e-01	-6.760924e-01	1.297861e-03	-6.767541e-01	1.000000e+00	-6.767541e-01	-3.232459e-01
1.891601628687777e-01	-6.296379e-01	6.599409e-04	-6.297054e-01	1.000000e+00	-6.297054e-01	-3.702946e-01
1.901367253687777e-01	-5.808136e-01	6.910026e-05	-5.803362e-01	1.000000e+00	-5.803362e-01	-4.196638e-01
1.911132878687777e-01	-5.298033e-01	-4.724859e-04	-5.288323e-01	1.000000e+00	-5.288323e-01	-4.711677e-01
1.920898503687777e-01	-4.767989e-01	-9.628275e-04	-4.753874e-01	1.000000e+00	-4.753874e-01	-5.246126e-01
1.930664128687777e-01	-4.219999e-01	-1.400127e-03	-4.202027e-01	1.000000e+00	-4.202027e-01	-5.797973e-01
1.940429753687777e-01	-3.656126e-01	-1.782788e-03	-3.634858e-01	1.000000e+00	-3.634858e-01	-6.365142e-01
1.950195378687777e-01	-3.078493e-01	-2.109417e-03	-3.054502e-01	1.000000e+00	-3.054502e-01	-6.945499e-01
1.959961003687777e-01	-2.489272e-01	-2.378833e-03	-2.463141e-01	1.000000e+00	-2.463141e-01	-7.536858e-01
1.969726628687777e-01	-1.890683e-01	-2.590070e-03	-1.863003e-01	1.000000e+00	-1.863003e-01	-8.136997e-01
1.979492253687777e-01	-1.284977e-01	-2.742382e-03	-1.256344e-01	1.000000e+00	-1.256344e-01	-8.743656e-01
1.989257878687777e-01	-6.744350e-02	-2.835243e-03	-6.454480e-02	1.000000e+00	-6.454480e-02	-9.354552e-01
1.999023503687777e-01	-6.135469e-03	-2.868352e-03	-3.261344e-03	1.000000e+00	-3.261344e-03	-9.967387e-01
2.008789128687777e-01	5.519566e-02	-2.841631e-03	5.798535e-02	1.000000e+00	5.798535e-02	-1.057985e+00
2.018554753687777e-01	1.163190e-01	-2.755230e-03	1.189648e-01	1.000000e+00	1.189648e-01	-1.118965e+00
2.028320378687777e-01	1.770046e-01	-2.609520e-03	1.794476e-01	1.000000e+00	1.794476e-01	-1.179448e+00
2.038086003687777e-01	2.370240e-01	-2.405100e-03	2.392061e-01	1.000000e+00	2.392061e-01	-1.239206e+00
2.047851628687777e-01	2.961513e-01	-2.142784e-03	2.980154e-01	1.000000e+00	2.980154e-01	-1.298015e+00
2.057617253687777e-01	3.541639e-01	-1.823610e-03	3.556543e-01	1.000000e+00	3.556543e-01	-1.355654e+00
2.067382878687777e-01	4.108436e-01	-1.448825e-03	4.119058e-01	1.000000e+00	4.119058e-01	-1.411906e+00
2.077148503687777e-01	4.659769e-01	-1.019887e-03	4.665583e-01	1.000000e+00	4.665583e-01	-1.466558e+00
2.086914128687777e-01	5.193564e-01	-5.384590e-04	5.194061e-01	1.000000e+00	5.194061e-01	-1.519406e+00
2.096679753687777e-01	5.707811e-01	-6.400163e-06	5.702504e-01	1.000000e+00	5.702504e-01	-1.570250e+00
2.106445378687777e-01	6.200575e-01	5.742396e-04	6.188999e-01	1.000000e+00	6.188999e-01	-1.618900e+00
2.116211003687777e-01	6.670002e-01	1.201228e-03	6.651714e-01	1.000000e+00	6.651714e-01	-1.665171e+00
2.125976628687777e-01	7.114325e-01	1.872156e-03	7.088909e-01	1.000000e+00	7.088909e-01	-1.708891e+00
2.135742253687777e-01	7.531871e-01	2.584454e-03	7.498939e-01	1.000000e+00	7.498939e-01	-1.749894e+00
2.155273503687777e-01	8.280452e-01	4.122095e-03	8.231441e-01	1.000000e+00	8.231441e-01	-1.823144e+00
2.174804753687777e-01	8.904489e-01	5.790648e-03	8.838204e-01	1.000000e+00	8.838204e-01	-1.883820e+00
2.194336003687777e-01	9.394594e-01	7.564638e-03	9.310107e-01	1.000000e+00	9.310107e-01	-1.931011e+00
2.213867253687777e-01	9.743395e-01	9.417009e-03	9.640056e-01	1.000000e+00	9.640056e-01	-1.964006e+00
2.233398503687777e-01	9.945646e-01	1.131952e-02	9.823093e-01	1.000000e+00	9.823093e-01	-1.982309e+00
2.252929753687777e-01	9.998306e-01	1.324319e-02	9.856466e-01	1.000000e+00	9.856466e-01	-1.985647e+00
2.272461003687777e-01	9.900581e-01	1.515870e-02	9.739679e-01	1.000000e+00	9.739679e-01	-1.973968e+00
2.291992253687777e-01	9.653943e-01	1.703688e-02	9.474491e-01	1.000000e+00	9.474491e-01	-1.947449e+00
2.311523503687777e-01	9.262101e-01	1.884910e-02	9.064895e-01	1.000000e+00	9.064895e-01	-1.906489e+00
2.331054753687777e-01	8.730948e-01	2.056772e-02	8.517055e-01	1.000000e+00	8.517055e-01	-1.851705e+00
2.350586003687777e-01	8.068473e-01	2.216655e-02	7.839215e-01	1.000000e+00	7.839215e-01	-1.783922e+00
2.370117253687777e-01	7.284641e-01	2.362114e-02	7.041575e-01	1.000000e+00	7.041575e-01	-1.704158e+00
2.389648503687777e-01	6.391241e-01	2.490926e-02	6.136135e-01	1.000000e+00	6.136135e-01	-1.613613e+00
2.409179753687777e-01	5.401711e-01	2.601117e-02	5.136517e-01	1.000000e+00	5.136517e-01	-1.513652e+00
2.428711003687777e-01	4.330935e-01	2.690992e-02	4.057760e-01	1.000000e+00	4.057760e-01	-1.405776e+00
2.448242253687777e-01	3.195016e-01	2.759162e-02	2.916094e-01	1.000000e+00	2.916094e-01	-1.291609e+00
2.467773503687777e-01	2.011042e-01	2.804567e-02	1.728693e-01	1.000000e+00	1.728693e-01	-1.172869e+00
2.487304753687777e-01	7.968202e-02	2.826485e-02	5.134220e-02	1.000000e+00	5.134220e-02	-1.051342e+00
2.506836003687777e-01	-4.293867e-02	2.824552e-02	-7.114379e-02	1.000000e+00	-7.114379e-02	-9.288563e-01
2.526367253687777e-01	-1.649135e-01	2.798759e-02	-1.927460e-01	1.000000e+00	-1.927460e-01	-8.072541e-01
2.545898503687777e-01	-2.844079e-01	2.749459e-02	-3.116349e-01	1.000000e+00	-3.116349e-01	-6.883651e-01
2.565429753687777e-01	-3.996246e-01	2.677357e-02	-4.260221e-01	1.000000e+00	-4.260221e-01	-5.739779e-01
2.584961003687777e-01	-5.088305e-01	2.583500e-02	-5.341867e-01	1.000000e+00	-5.341867e-01	-4.658133e-01
2.594726628687777e-01	-5.606619e-01	2.528832e-02	-5.854227e-01	1.000000e+00	-5.854227e-01	-4.145773e-01
2.604492253687777e-01	-6.103832e-01	2.469265e-02	-6.345015e-01	1.000000e+00	-6.345015e-01	-3.654985e-01
2.614257878687777e-01	-6.578070e-01	2.405020e-02	-6.812382e-01	1.000000e+00	-6.812382e-01	-3.187618e-01
2.624023503687777e-01	-7.027550e-01	2.336334e-02	-7.254571e-01	1.000000e+00	-7.254571e-01	-2.745429e-01
2.633789128687777e-01	-7.450581e-01	2.263460e-02	-7.669916e-01	1.000000e+00	-7.669916e-01	-2.330084e-01
2.643554753687777e-01	-7.845569e-01	2.186669e-02	-8.056853e-01	1.000000e+00	-8.056853e-01	-1.943147e-01
2.653320378687777e-01	-8.211027e-01	2.106246e-02	-8.413926e-01	1.000000e+00	-8.413926e-01	-1.586074e-01
2.663086003687777e-01	-8.545582e-01	2.022487e-02	-8.739790e-01	1.000000e+00	-8.739790e-01	-1.260210e-01
2.672851628687777e-01	-8.847973e-01	1.935705e-02	-9.033218e-01	1.000000e+00	-9.033218e-01	-9.667820e-02
2.682617253687777e-01	-9.117062e-01	1.846221e-02	-9.293106e-01	1.000000e+00	-9.293106e-01	-7.068945e-02
2.692382878687777e-01	-9.351836e-01	1.754368e-02	-9.518474e-01	1.000000e+00	-9.518474e-01	-4.815262e-02
2.702148503687777e-01	-9.551413e-01	1.660486e-02	-9.708474e-01	1.000000e+00	-9.708474e-01	-2.915258e-02
2.711914128687777e-01	-9.715040e-01	1.564925e-02	-9.862391e-01	1.000000e+00	-9.862391e-01	-1.376089e-02
2.721679753687777e-01	-9.842102e-01	1.468040e-02	-9.979645e-01	1.000000e+00	-9.979645e-01	-2.035518e-03
2.731445378687777e-01	-9.932120e-01	1.370191e-02	-1.005979e+00	1.000000e+00	-1.005979e+00	5.979355e-03
2.741211003687777e-01	-9.984756e-01	1.271743e-02	-1.010254e+00	1.000000e+00	-1.010254e+00	1.025352e-02
2.750976628687777e-01	-9.999812e-01	1.173060e-02	-1.010771e+00	1.000000e+00	-1.010771e+00	1.077084e-02
2.760742253687777e-01	-9.977230e-01	1.074510e-02	-1.007529e+00	1.000000e+00	-1.007529e+00	7.529336e-03
2.770507878687777e-01	-9.917097e-01	9.764596e-03	-1.000541e+00	1.000000e+00	-1.000541e+00	5.411532e-04
2.780273503687777e-01	-9.819638e-01	8.792734e-03	-9.898326e-01	1.000000e+00	-9.898326e-01	-1.016745e-02
2.790039128687777e-01	-9.685220e-01	7.833126e-03	-9.754438e-01	1.000000e+00	-9.754438e-01	-2.455621e-02
2.799804753687777e-01	-9.514349e-01	6.889340e-03	-9.574290e-01	1.000000e+00	-9.574290e-01	-4.257102e-02
2.809570378687777e-01	-9.307668e-01	5.964885e-03	-9.358559e-01	1.000000e+00	-9.358559e-01	-6.414410e-02
2.819336003687777e-01	-9.065955e-01	5.063195e-03	-9.108056e-01	1.000000e+00	-9.108056e-01	-8.919433e-02
2.829101628687777e-01	-8.790120e-01	4.187620e-03	-8.823726e-01	1.000000e+00	-8.823726e-01	-1.176275e-01
2.838867253687777e-01	-8.481202e-01	3.341411e-03	-8.506635e-01	1.000000e+00	-8.506635e-01	-1.493365e-01
