time	V(n001)	V(n002)	I(L2)	I(L1)	I(V1)
7.090563884703442e-01	5.388149e-01	2.691540e-01	1.254294e-03	1.254294e-03	-1.254294e-03
7.100329509703442e-01	5.894589e-01	2.944522e-01	1.529491e-03	1.529491e-03	-1.529491e-03
7.110095134703442e-01	6.378844e-01	3.186421e-01	1.828852e-03	1.828852e-03	-1.828852e-03
7.119860759703442e-01	6.839091e-01	3.416328e-01	2.151250e-03	2.151250e-03	-2.151250e-03
7.129626384703442e-01	7.273597e-01	3.633376e-01	2.495472e-03	2.495472e-03	-2.495472e-03
7.139392009703442e-01	7.680726e-01	3.836749e-01	2.860221e-03	2.860221e-03	-2.860221e-03
7.149157634703442e-01	8.058947e-01	4.025682e-01	3.244126e-03	3.244126e-03	-3.244126e-03
7.168688884703442e-01	8.723083e-01	4.357437e-01	4.063555e-03	4.063555e-03	-4.063555e-03
7.188220134703442e-01	9.256016e-01	4.623653e-01	4.941432e-03	4.941432e-03	-4.941432e-03
7.207751384703442e-01	9.649730e-01	4.820325e-01	5.864555e-03	5.864555e-03	-5.864555e-03
7.227282634703442e-01	9.898303e-01	4.944495e-01	6.819037e-03	6.819037e-03	-6.819037e-03
7.246813884703442e-01	9.997996e-01	4.994294e-01	7.790523e-03	7.790523e-03	-7.790523e-03
7.266345134703442e-01	9.947310e-01	4.968975e-01	8.764399e-03	8.764399e-03	-8.764399e-03
7.285876384703442e-01	9.747007e-01	4.868918e-01	9.726019e-03	9.726019e-03	-9.726019e-03
7.305407634703442e-01	9.400101e-01	4.695628e-01	1.066092e-02	1.066092e-02	-1.066092e-02
7.324938884703442e-01	8.911808e-01	4.451711e-01	1.155503e-02	1.155503e-02	-1.155503e-02
7.344470134703442e-01	8.289473e-01	4.140837e-01	1.239492e-02	1.239492e-02	-1.239492e-02
7.364001384703442e-01	7.542456e-01	3.767680e-01	1.316793e-02	1.316793e-02	-1.316793e-02
7.383532634703442e-01	6.681995e-01	3.337854e-01	1.386246e-02	1.386246e-02	-1.386246e-02
7.403063884703442e-01	5.721030e-01	2.857823e-01	1.446805e-02	1.446805e-02	-1.446805e-02
7.422595134703442e-01	4.674015e-01	2.334808e-01	1.497559e-02	1.497559e-02	-1.497559e-02
7.442126384703442e-01	3.556698e-01	1.776676e-01	1.537746e-02	1.537746e-02	-1.537746e-02
7.461657634703442e-01	2.385886e-01	1.191820e-01	1.566759e-02	1.566759e-02	-1.566759e-02
7.481188884703442e-01	1.179187e-01	5.890388e-02	1.584163e-02	1.584163e-02	-1.584163e-02
7.500720134703442e-01	-4.524725e-03	-2.260233e-03	1.589697e-02	1.589697e-02	-1.589697e-02
7.520251384703442e-01	-1.269001e-01	-6.339036e-02	1.583277e-02	1.583277e-02	-1.583277e-02
7.539782634703442e-01	-2.473668e-01	-1.235670e-01	1.564999e-02	1.564999e-02	-1.564999e-02
7.559313884703442e-01	-3.641129e-01	-1.818851e-01	1.535139e-02	1.535139e-02	-1.535139e-02
7.578845134703442e-01	-4.753824e-01	-2.374675e-01	1.494145e-02	1.494145e-02	-1.494145e-02
7.598376384703442e-01	-5.795016e-01	-2.894782e-01	1.442634e-02	1.442634e-02	-1.442634e-02
7.617907634703442e-01	-6.749047e-01	-3.371348e-01	1.381381e-02	1.381381e-02	-1.381381e-02
7.637438884703442e-01	-7.601565e-01	-3.797206e-01	1.311307e-02	1.311307e-02	-1.311307e-02
7.656970134703442e-01	-8.339749e-01	-4.165951e-01	1.233466e-02	1.233466e-02	-1.233466e-02
7.676501384703442e-01	-8.952495e-01	-4.472036e-01	1.149028e-02	1.149028e-02	-1.149028e-02
7.696032634703442e-01	-9.430588e-01	-4.710857e-01	1.059265e-02	1.059265e-02	-1.059265e-02
7.715563884703442e-01	-9.766835e-01	-4.878823e-01	9.655256e-03	9.655256e-03	-9.655256e-03
7.735095134703442e-01	-9.956180e-01	-4.973406e-01	8.692198e-03	8.692198e-03	-8.692198e-03
7.754626384703442e-01	-9.995775e-01	-4.993185e-01	7.717965e-03	7.717965e-03	-7.717965e-03
7.774157634703442e-01	-9.885024e-01	-4.937862e-01	6.747208e-03	6.747208e-03	-6.747208e-03
7.793688884703442e-01	-9.625594e-01	-4.808269e-01	5.794528e-03	5.794528e-03	-5.794528e-03
7.813220134703442e-01	-9.221385e-01	-4.606354e-01	4.874254e-03	4.874254e-03	-4.874254e-03
7.832751384703442e-01	-8.678479e-01	-4.335156e-01	4.000228e-03	4.000228e-03	-4.000228e-03
7.852282634703442e-01	-8.005039e-01	-3.998753e-01	3.185595e-03	3.185595e-03	-3.185595e-03
7.862048259703442e-01	-7.622463e-01	-3.807645e-01	2.804420e-03	2.804420e-03	-2.804420e-03
7.871813884703442e-01	-7.211197e-01	-3.602206e-01	2.442609e-03	2.442609e-03	-2.442609e-03
7.881579509703442e-01	-6.772790e-01	-3.383209e-01	2.101522e-03	2.101522e-03	-2.101522e-03
7.891345134703442e-01	-6.308891e-01	-3.151478e-01	1.782443e-03	1.782443e-03	-1.782443e-03
7.901110759703442e-01	-5.821248e-01	-2.907885e-01	1.486574e-03	1.486574e-03	-1.486574e-03
7.910876384703442e-01	-5.311694e-01	-2.653348e-01	1.215028e-03	1.215028e-03	-1.215028e-03
7.920642009703442e-01	-4.782149e-01	-2.388825e-01	9.688276e-04	9.688276e-04	-9.688276e-04
7.930407634703442e-01	-4.234604e-01	-2.115310e-01	7.488983e-04	7.488983e-04	-7.488983e-04
7.940173259703442e-01	-3.671122e-01	-1.833834e-01	5.560684e-04	5.560684e-04	-5.560684e-04
7.949938884703442e-01	-3.093822e-01	-1.545455e-01	3.910636e-04	3.910636e-04	-3.910636e-04
7.959704509703442e-01	-2.504877e-01	-1.251260e-01	2.545049e-04	2.545049e-04	-2.545049e-04
7.969470134703442e-01	-1.906505e-01	-9.523557e-02	1.469063e-04	1.469063e-04	-1.469063e-04
7.979235759703442e-01	-1.300958e-01	-6.498668e-02	6.867263e-05	6.867263e-05	-6.867263e-05
7.989001384703442e-01	-6.905135e-02	-3.449319e-02	2.009843e-05	2.009843e-05	-2.009843e-05
7.998767009703442e-01	-7.747029e-03	-3.869870e-03	1.366456e-06	1.366456e-06	-1.366456e-06
8.008532634703442e-01	5.358645e-02	2.676801e-02	1.254718e-05	1.254718e-05	-1.254718e-05
8.018298259703442e-01	1.147182e-01	5.730515e-02	5.359850e-05	5.359850e-05	-5.359850e-05
8.028063884703442e-01	1.754182e-01	8.762659e-02	1.243659e-04	1.243659e-04	-1.243659e-04
8.037829509703442e-01	2.354580e-01	1.176182e-01	2.245829e-04	2.245829e-04	-2.245829e-04
8.047595134703442e-01	2.946116e-01	1.471672e-01	3.538724e-04	3.538724e-04	-3.538724e-04
8.057360759703442e-01	3.526563e-01	1.761622e-01	5.117477e-04	5.117477e-04	-5.117477e-04
8.067126384703442e-01	4.093737e-01	2.044943e-01	6.976145e-04	6.976145e-04	-6.976145e-04
8.076892009703442e-01	4.645503e-01	2.320566e-01	9.107733e-04	9.107733e-04	-9.107733e-04
8.086657634703442e-01	5.179785e-01	2.587456e-01	1.150422e-03	1.150422e-03	-1.150422e-03
8.096423259703442e-01	5.694571e-01	2.844606e-01	1.415658e-03	1.415658e-03	-1.415658e-03
8.106188884703442e-01	6.187924e-01	3.091050e-01	1.705483e-03	1.705483e-03	-1.705483e-03
8.115954509703442e-01	6.657986e-01	3.325861e-01	2.018807e-03	2.018807e-03	-2.018807e-03
8.125720134703442e-01	7.102990e-01	3.548153e-01	2.354451e-03	2.354451e-03	-2.354451e-03
8.135485759703442e-01	7.521260e-01	3.757091e-01	2.711149e-03	2.711149e-03	-2.711149e-03
8.145251384703442e-01	7.911221e-01	3.951889e-01	3.087562e-03	3.087562e-03	-3.087562e-03
8.164782634703442e-01	8.600460e-01	4.296184e-01	3.893790e-03	3.893790e-03	-3.893790e-03
8.184313884703442e-01	9.160340e-01	4.575860e-01	4.761009e-03	4.761009e-03	-4.761009e-03
8.203845134703442e-01	9.582440e-01	4.786712e-01	5.676174e-03	5.676174e-03	-5.676174e-03
8.223376384703442e-01	9.860411e-01	4.925567e-01	6.625521e-03	6.625521e-03	-6.625521e-03
8.242907634703442e-01	9.990072e-01	4.990336e-01	7.594770e-03	7.594770e-03	-7.594770e-03
8.262438884703442e-01	9.969474e-01	4.980047e-01	8.569342e-03	8.569342e-03	-8.569342e-03
8.281970134703442e-01	9.798925e-01	4.894852e-01	9.534579e-03	9.534579e-03	-9.534579e-03
8.301501384703442e-01	9.480991e-01	4.736035e-01	1.047596e-02	1.047596e-02	-1.047596e-02
8.321032634703442e-01	9.020455e-01	4.505984e-01	1.137933e-02	1.137933e-02	-1.137933e-02
8.340563884703442e-01	8.424242e-01	4.208158e-01	1.223110e-02	1.223110e-02	-1.223110e-02
8.360095134703442e-01	7.701321e-01	3.847037e-01	1.301846e-02	1.301846e-02	-1.301846e-02
8.379626384703442e-01	6.862565e-01	3.428054e-01	1.372956e-02	1.372956e-02	-1.372956e-02
8.399157634703442e-01	5.920589e-01	2.957509e-01	1.435371e-02	1.435371e-02	-1.435371e-02
8.418688884703442e-01	4.889562e-01	2.442481e-01	1.488152e-02	1.488152e-02	-1.488152e-02
8.438220134703442e-01	3.784992e-01	1.890715e-01	1.530506e-02	1.530506e-02	-1.530506e-02
8.457751384703442e-01	2.623492e-01	1.310512e-01	1.561794e-02	1.561794e-02	-1.561794e-02
8.477282634703442e-01	1.422532e-01	7.105969e-02	1.581547e-02	1.581547e-02	-1.581547e-02
8.496813884703442e-01	2.001762e-02	9.999391e-03	1.589467e-02	1.589467e-02	-1.589467e-02
8.516345134703442e-01	-1.025191e-01	-5.121130e-02	1.585436e-02	1.585436e-02	-1.585436e-02
8.535876384703442e-01	-2.235138e-01	-1.116517e-01	1.569513e-02	1.569513e-02	-1.569513e-02
8.555407634703442e-01	-3.411466e-01	-1.704128e-01	1.541939e-02	1.541939e-02	-1.541939e-02
8.574938884703442e-01	-4.536483e-01	-2.266107e-01	1.503127e-02	1.503127e-02	-1.503127e-02
8.594470134703442e-01	-5.593267e-01	-2.794002e-01	1.453663e-02	1.453663e-02	-1.453663e-02
8.614001384703442e-01	-6.565923e-01	-3.279873e-01	1.394289e-02	1.394289e-02	-1.394289e-02
8.633532634703442e-01	-7.439821e-01	-3.716410e-01	1.325899e-02	1.325899e-02	-1.325899e-02
8.653063884703442e-01	-8.201818e-01	-4.097050e-01	1.249521e-02	1.249521e-02	-1.249521e-02
8.672595134703442e-01	-8.840452e-01	-4.416067e-01	1.166304e-02	1.166304e-02	-1.166304e-02
8.692126384703442e-01	-9.346117e-01	-4.668661e-01	1.077500e-02	1.077500e-02	-1.077500e-02
8.711657634703442e-01	-9.711207e-01	-4.851035e-01	9.844450e-03	9.844450e-03	-9.844450e-03
8.731188884703442e-01	-9.930233e-01	-4.960445e-01	8.885376e-03	8.885376e-03	-8.885376e-03
8.750720134703442e-01	-9.999897e-01	-4.995244e-01	7.912208e-03	7.912208e-03	-7.912208e-03
8.770251384703442e-01	-9.919155e-01	-4.954911e-01	6.939583e-03	6.939583e-03	-6.939583e-03
8.789782634703442e-01	-9.689219e-01	-4.840051e-01	5.982129e-03	5.982129e-03	-5.982129e-03
8.809313884703442e-01	-9.313548e-01	-4.652392e-01	5.054248e-03	5.054248e-03	-5.054248e-03
8.828845134703442e-01	-8.797793e-01	-4.394757e-01	4.169895e-03	4.169895e-03	-4.169895e-03
8.848376384703442e-01	-8.149711e-01	-4.071021e-01	3.342373e-03	3.342373e-03	-3.342373e-03
8.858142009703442e-01	-7.779019e-01	-3.885850e-01	2.953850e-03	2.953850e-03	-2.953850e-03
8.867907634703442e-01	-7.379049e-01	-3.686053e-01	2.584126e-03	2.584126e-03	-2.584126e-03
8.877673259703442e-01	-6.951306e-01	-3.472382e-01	2.234590e-03	2.234590e-03	-2.234590e-03
8.887438884703442e-01	-6.497400e-01	-3.245643e-01	1.906560e-03	1.906560e-03	-1.906560e-03
8.897204509703442e-01	-6.019039e-01	-3.006688e-01	1.601269e-03	1.601269e-03	-1.601269e-03
8.906970134703442e-01	-5.518024e-01	-2.756416e-01	1.319866e-03	1.319866e-03	-1.319866e-03
8.916735759703442e-01	-4.996240e-01	-2.495769e-01	1.063410e-03	1.063410e-03	-1.063410e-03
8.926501384703442e-01	-4.455651e-01	-2.225729e-01	8.328673e-04	8.328673e-04	-8.328673e-04
8.936267009703442e-01	-3.898293e-01	-1.947312e-01	6.291048e-04	6.291048e-04	-6.291048e-04
8.946032634703442e-01	-3.326262e-01	-1.661566e-01	4.528895e-04	4.528895e-04	-4.528895e-04
8.955798259703442e-01	-2.741711e-01	-1.369566e-01	3.048847e-04	3.048847e-04	-3.048847e-04
8.965563884703442e-01	-2.146842e-01	-1.072411e-01	1.856473e-04	1.856473e-04	-1.856473e-04
8.975329509703442e-01	-1.543892e-01	-7.712199e-02	9.562609e-05	9.562609e-05	-9.562609e-05
8.985095134703442e-01	-9.351320e-02	-4.671260e-02	3.515991e-05	3.515991e-05	-3.515991e-05
8.994860759703442e-01	-3.228519e-02	-1.612740e-02	4.476296e-06	4.476296e-06	-4.476296e-06
9.004626384703442e-01	2.906434e-02	1.451850e-02	3.690692e-06	3.690692e-06	-3.690692e-06
9.014392009703442e-01	9.030447e-02	4.510975e-02	3.280603e-05	3.280603e-05	-3.280603e-05
9.024157634703442e-01	1.512047e-01	7.553122e-02	9.171270e-05	9.171270e-05	-9.171270e-05
9.033923259703442e-01	2.115359e-01	1.056684e-01	1.801889e-04	1.801889e-04	-1.801889e-04
9.043688884703442e-01	2.710708e-01	1.354079e-01	2.979017e-04	2.979017e-04	-2.979017e-04
9.053454509703442e-01	3.295856e-01	1.646377e-01	4.444080e-04	4.444080e-04	-4.444080e-04
9.063220134703442e-01	3.868598e-01	1.932479e-01	6.191563e-04	6.191563e-04	-6.191563e-04
9.072985759703442e-01	4.426780e-01	2.211307e-01	8.214890e-04	8.214890e-04	-8.214890e-04
9.082751384703442e-01	4.968300e-01	2.481813e-01	1.050644e-03	1.050644e-03	-1.050644e-03
9.092517009703442e-01	5.491121e-01	2.742977e-01	1.305760e-03	1.305760e-03	-1.305760e-03
9.102282634703442e-01	5.993275e-01	2.993818e-01	1.585875e-03	1.585875e-03	-1.585875e-03
9.112048259703442e-01	6.472871e-01	3.233390e-01	1.889937e-03	1.889937e-03	-1.889937e-03
9.121813884703442e-01	6.928105e-01	3.460793e-01	2.216799e-03	2.216799e-03	-2.216799e-03
9.131579509703442e-01	7.357263e-01	3.675170e-01	2.565232e-03	2.565232e-03	-2.565232e-03
9.141345134703442e-01	7.758730e-01	3.875715e-01	2.933925e-03	2.933925e-03	-2.933925e-03
9.151110759703442e-01	8.130995e-01	4.061672e-01	3.321490e-03	3.321490e-03	-3.321490e-03
9.170642009703442e-01	8.782429e-01	4.387082e-01	4.147334e-03	4.147334e-03	-4.147334e-03
9.190173259703442e-01	9.301767e-01	4.646507e-01	5.030343e-03	5.030343e-03	-5.030343e-03
9.209704509703442e-01	9.681197e-01	4.836044e-01	5.957236e-03	5.957236e-03	-5.957236e-03
9.229235759703442e-01	9.915015e-01	4.952843e-01	6.914070e-03	6.914070e-03	-6.914070e-03
9.248767009703442e-01	9.999700e-01	4.995145e-01	7.886455e-03	7.886455e-03	-7.886455e-03
9.268298259703442e-01	9.933981e-01	4.962317e-01	8.859764e-03	8.859764e-03	-8.859764e-03
9.287829509703442e-01	9.718845e-01	4.854850e-01	9.819357e-03	9.819357e-03	-9.819357e-03
9.307360759703442e-01	9.357529e-01	4.674362e-01	1.075080e-02	1.075080e-02	-1.075080e-02
9.326892009703442e-01	8.855467e-01	4.423567e-01	1.164009e-02	1.164009e-02	-1.164009e-02
9.346423259703442e-01	8.220211e-01	4.106238e-01	1.247384e-02	1.247384e-02	-1.247384e-02
9.365954509703442e-01	7.461315e-01	3.727147e-01	1.323951e-02	1.323951e-02	-1.323951e-02
9.385485759703442e-01	6.590194e-01	3.291996e-01	1.392560e-02	1.392560e-02	-1.392560e-02
9.405017009703442e-01	5.619950e-01	2.807331e-01	1.452177e-02	1.452177e-02	-1.452177e-02
9.424548259703442e-01	4.565177e-01	2.280440e-01	1.501906e-02	1.501906e-02	-1.501906e-02
9.444079509703442e-01	3.441739e-01	1.719250e-01	1.540999e-02	1.540999e-02	-1.540999e-02
9.463610759703442e-01	2.266535e-01	1.132201e-01	1.568869e-02	1.568869e-02	-1.568869e-02
9.483142009703442e-01	1.057239e-01	5.281222e-02	1.585095e-02	1.585095e-02	-1.585095e-02
9.512438884703442e-01	-7.807627e-02	-3.900141e-02	1.587118e-02	1.587118e-02	-1.587118e-02
9.531970134703442e-01	-1.995261e-01	-9.966918e-02	1.573561e-02	1.573561e-02	-1.573561e-02
9.551501384703442e-01	-3.179749e-01	-1.588379e-01	1.548289e-02	1.548289e-02	-1.548289e-02
9.571032634703442e-01	-4.316410e-01	-2.156174e-01	1.511684e-02	1.511684e-02	-1.511684e-02
9.590563884703442e-01	-5.388149e-01	-2.691540e-01	1.464295e-02	1.464295e-02	-1.464295e-02
9.610095134703442e-01	-6.378844e-01	-3.186421e-01	1.406836e-02	1.406836e-02	-1.406836e-02
9.629626384703442e-01	-7.273597e-01	-3.633376e-01	1.340171e-02	1.340171e-02	-1.340171e-02
9.649157634703442e-01	-8.058947e-01	-4.025682e-01	1.265302e-02	1.265302e-02	-1.265302e-02
9.668688884703442e-01	-8.723083e-01	-4.357437e-01	1.183357e-02	1.183357e-02	-1.183357e-02
9.688220134703442e-01	-9.256016e-01	-4.623653e-01	1.095566e-02	1.095566e-02	-1.095566e-02
9.707751384703442e-01	-9.649730e-01	-4.820325e-01	1.003250e-02	1.003250e-02	-1.003250e-02
9.727282634703442e-01	-9.898303e-01	-4.944495e-01	9.077990e-03	9.077990e-03	-9.077990e-03
9.746813884703442e-01	-9.997996e-01	-4.994294e-01	8.106473e-03	8.106473e-03	-8.106473e-03
9.766345134703442e-01	-9.947310e-01	-4.968975e-01	7.132566e-03	7.132566e-03	-7.132566e-03
9.785876384703442e-01	-9.747007e-01	-4.868918e-01	6.170915e-03	6.170915e-03	-6.170915e-03
9.795642009703442e-01	-9.591604e-01	-4.791290e-01	5.699219e-03	5.699219e-03	-5.699219e-03
9.815173259703442e-01	-9.173217e-01	-4.582293e-01	4.782957e-03	4.782957e-03	-4.782957e-03
9.834704509703442e-01	-8.616856e-01	-4.304374e-01	3.914292e-03	3.914292e-03	-3.914292e-03
9.854235759703442e-01	-7.930890e-01	-3.961714e-01	3.106289e-03	3.106289e-03	-3.106289e-03
9.864001384703442e-01	-7.542456e-01	-3.767680e-01	2.728875e-03	2.728875e-03	-2.728875e-03
9.873767009703442e-01	-7.125635e-01	-3.559465e-01	2.371101e-03	2.371101e-03	-2.371101e-03
9.883532634703442e-01	-6.681995e-01	-3.337854e-01	2.034316e-03	2.034316e-03	-2.034316e-03
9.893298259703442e-01	-6.213205e-01	-3.103679e-01	1.719786e-03	1.719786e-03	-1.719786e-03
9.903063884703442e-01	-5.721030e-01	-2.857823e-01	1.428696e-03	1.428696e-03	-1.428696e-03
9.912829509703442e-01	-5.207322e-01	-2.601211e-01	1.162140e-03	1.162140e-03	-1.162140e-03
9.922595134703442e-01	-4.674015e-01	-2.334808e-01	9.211224e-04	9.211224e-04	-9.211224e-04
9.932360759703442e-01	-4.123116e-01	-2.059618e-01	7.065500e-04	7.065500e-04	-7.065500e-04
9.942126384703442e-01	-3.556698e-01	-1.776676e-01	5.192304e-04	5.192304e-04	-5.192304e-04
9.951892009703442e-01	-2.976894e-01	-1.487046e-01	3.598685e-04	3.598685e-04	-3.598685e-04
9.961657634703442e-01	-2.385886e-01	-1.191820e-01	2.290642e-04	2.290642e-04	-2.290642e-04
9.971423259703442e-01	-1.785897e-01	-8.921085e-02	1.273097e-04	1.273097e-04	-1.273097e-04
9.981188884703442e-01	-1.179187e-01	-5.890388e-02	5.498794e-05	5.498794e-05	-5.498794e-05
9.990954509703442e-01	-5.680390e-02	-2.837654e-02	1.181946e-05	1.181946e-05	-1.181946e-05
1.000000000000000e+00	-2.449294e-15	-3.676347e-14	-7.947680e-06	-7.947680e-06	7.947680e-06
