time	V(n001)	V(n002)	I(L2)	I(L1)	I(V1)
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.489828359601756e-05	4.706143e-03	2.353135e-03	1.102125e-07	1.102125e-07	-1.102125e-07
1.497965671920351e-04	9.411954e-03	4.705959e-03	4.406265e-07	4.406265e-07	-4.406265e-07
2.246948507880527e-04	1.411743e-02	7.058471e-03	9.912421e-07	9.912421e-07	-9.912421e-07
2.995931343840702e-04	1.882258e-02	9.410672e-03	1.762059e-06	1.762059e-06	-1.762059e-06
3.744914179800878e-04	2.352740e-02	1.176256e-02	2.753078e-06	2.753078e-06	-2.753078e-06
4.493897015761054e-04	2.823188e-02	1.411414e-02	3.964298e-06	3.964298e-06	-3.964298e-06
5.242879851721227e-04	3.293603e-02	1.646541e-02	5.395720e-06	5.395720e-06	-5.395720e-06
1.048575970344245e-03	6.583632e-02	3.289914e-02	2.127044e-05	2.127044e-05	-2.127044e-05
2.025138470344245e-03	1.269001e-01	6.339036e-02	7.174325e-05	7.174325e-05	-7.174325e-05
3.001700970344245e-03	1.874863e-01	9.365494e-02	1.484254e-04	1.484254e-04	-1.484254e-04
3.978263470344245e-03	2.473668e-01	1.235670e-01	2.544906e-04	2.544906e-04	-2.544906e-04
4.954825970344245e-03	3.063163e-01	1.530140e-01	3.895397e-04	3.895397e-04	-3.895397e-04
5.931388470344245e-03	3.641129e-01	1.818851e-01	5.530642e-04	5.530642e-04	-5.530642e-04
6.907950970344245e-03	4.205390e-01	2.100717e-01	7.444487e-04	7.444487e-04	-7.444487e-04
7.884513470344245e-03	4.753824e-01	2.374675e-01	9.629729e-04	9.629729e-04	-9.629729e-04
8.861075970344245e-03	5.284365e-01	2.639696e-01	1.207814e-03	1.207814e-03	-1.207814e-03
9.837638470344245e-03	5.795016e-01	2.894782e-01	1.478051e-03	1.478051e-03	-1.478051e-03
1.081420097034425e-02	6.283857e-01	3.138972e-01	1.772666e-03	1.772666e-03	-1.772666e-03
1.179076347034425e-02	6.749047e-01	3.371348e-01	2.090551e-03	2.090551e-03	-2.090551e-03
1.276732597034425e-02	7.188835e-01	3.591035e-01	2.430509e-03	2.430509e-03	-2.430509e-03
1.374388847034425e-02	7.601565e-01	3.797206e-01	2.791260e-03	2.791260e-03	-2.791260e-03
1.472045097034425e-02	7.985685e-01	3.989086e-01	3.171448e-03	3.171448e-03	-3.171448e-03
1.667357597034425e-02	8.662424e-01	4.327137e-01	3.984337e-03	3.984337e-03	-3.984337e-03
1.862670097034425e-02	9.208872e-01	4.600103e-01	4.856951e-03	4.856951e-03	-4.856951e-03
2.057982597034425e-02	9.616809e-01	4.803880e-01	5.776165e-03	5.776165e-03	-5.776165e-03
2.253295097034425e-02	9.880101e-01	4.935402e-01	6.728151e-03	6.728151e-03	-6.728151e-03
2.448607597034425e-02	9.994787e-01	4.992691e-01	7.698591e-03	7.698591e-03	-7.698591e-03
2.643920097034425e-02	9.959142e-01	4.974886e-01	8.672888e-03	8.672888e-03	-8.672888e-03
2.839232597034425e-02	9.773703e-01	4.882253e-01	9.636389e-03	9.636389e-03	-9.636389e-03
3.034545097034425e-02	9.441257e-01	4.716187e-01	1.057460e-02	1.057460e-02	-1.057460e-02
3.229857597034425e-02	8.966807e-01	4.479185e-01	1.147341e-02	1.147341e-02	-1.147341e-02
3.425170097034425e-02	8.357487e-01	4.174811e-01	1.231930e-02	1.231930e-02	-1.231930e-02
3.620482597034425e-02	7.622463e-01	3.807645e-01	1.309955e-02	1.309955e-02	-1.309955e-02
3.815795097034425e-02	6.772790e-01	3.383209e-01	1.380242e-02	1.380242e-02	-1.380242e-02
4.011107597034425e-02	5.821248e-01	2.907885e-01	1.441733e-02	1.441733e-02	-1.441733e-02
4.206420097034425e-02	4.782149e-01	2.388825e-01	1.493505e-02	1.493505e-02	-1.493505e-02
4.401732597034425e-02	3.671122e-01	1.833834e-01	1.534778e-02	1.534778e-02	-1.534778e-02
4.597045097034425e-02	2.504877e-01	1.251260e-01	1.564931e-02	1.564931e-02	-1.564931e-02
4.792357597034425e-02	1.300958e-01	6.498668e-02	1.583511e-02	1.583511e-02	-1.583511e-02
4.987670097034425e-02	7.747029e-03	3.869870e-03	1.590239e-02	1.590239e-02	-1.590239e-02
5.182982597034425e-02	-1.147182e-01	-5.730515e-02	1.585012e-02	1.585012e-02	-1.585012e-02
5.378295097034425e-02	-2.354580e-01	-1.176182e-01	1.567911e-02	1.567911e-02	-1.567911e-02
5.573607597034425e-02	-3.526563e-01	-1.761622e-01	1.539191e-02	1.539191e-02	-1.539191e-02
5.768920097034425e-02	-4.645503e-01	-2.320566e-01	1.499285e-02	1.499285e-02	-1.499285e-02
5.964232597034425e-02	-5.694571e-01	-2.844606e-01	1.448794e-02	1.448794e-02	-1.448794e-02
6.159545097034425e-02	-6.657986e-01	-3.325861e-01	1.388476e-02	1.388476e-02	-1.388476e-02
6.354857597034425e-02	-7.521260e-01	-3.757091e-01	1.319238e-02	1.319238e-02	-1.319238e-02
6.550170097034425e-02	-8.271406e-01	-4.131812e-01	1.242123e-02	1.242123e-02	-1.242123e-02
6.745482597034425e-02	-8.897144e-01	-4.444386e-01	1.158290e-02	1.158290e-02	-1.158290e-02
6.940795097034425e-02	-9.389059e-01	-4.690112e-01	1.069000e-02	1.069000e-02	-1.069000e-02
7.136107597034425e-02	-9.739755e-01	-4.865295e-01	9.755952e-03	9.755952e-03	-9.755952e-03
7.331420097034425e-02	-9.943955e-01	-4.967299e-01	8.794814e-03	8.794814e-03	-8.794814e-03
7.526732597034425e-02	-9.998589e-01	-4.994591e-01	7.821040e-03	7.821040e-03	-7.821040e-03
7.722045097034425e-02	-9.902835e-01	-4.946759e-01	6.849276e-03	6.849276e-03	-6.849276e-03
7.917357597034425e-02	-9.658134e-01	-4.824523e-01	5.894137e-03	5.894137e-03	-5.894137e-03
8.112670097034425e-02	-9.268165e-01	-4.629722e-01	4.969990e-03	4.969990e-03	-4.969990e-03
8.307982597034425e-02	-8.738794e-01	-4.365286e-01	4.090734e-03	4.090734e-03	-4.090734e-03
8.503295097034425e-02	-8.077983e-01	-4.035191e-01	3.269595e-03	3.269595e-03	-3.269595e-03
8.600951347034425e-02	-7.701321e-01	-3.847037e-01	2.884717e-03	2.884717e-03	-2.884717e-03
8.698607597034425e-02	-7.295672e-01	-3.644404e-01	2.518922e-03	2.518922e-03	-2.518922e-03
8.796263847034425e-02	-6.862565e-01	-3.428054e-01	2.173584e-03	2.173584e-03	-2.173584e-03
8.893920097034425e-02	-6.403628e-01	-3.198801e-01	1.850006e-03	1.850006e-03	-1.850006e-03
8.991576347034425e-02	-5.920589e-01	-2.957509e-01	1.549403e-03	1.549403e-03	-1.549403e-03
9.089232597034425e-02	-5.415267e-01	-2.705086e-01	1.272908e-03	1.272908e-03	-1.272908e-03
9.186888847034425e-02	-4.889562e-01	-2.442481e-01	1.021561e-03	1.021561e-03	-1.021561e-03
9.284545097034425e-02	-4.345455e-01	-2.170683e-01	7.963075e-04	7.963075e-04	-7.963075e-04
9.382201347034425e-02	-3.784992e-01	-1.890715e-01	5.979963e-04	5.979963e-04	-5.979963e-04
9.479857597034425e-02	-3.210284e-01	-1.603631e-01	4.273734e-04	4.273734e-04	-4.273734e-04
9.577513847034425e-02	-2.623492e-01	-1.310512e-01	2.850809e-04	2.850809e-04	-2.850809e-04
9.675170097034425e-02	-2.026826e-01	-1.012460e-01	1.716543e-04	1.716543e-04	-1.716543e-04
9.772826347034425e-02	-1.422532e-01	-7.105969e-02	8.752060e-05	8.752060e-05	-8.752060e-05
9.870482597034425e-02	-8.128840e-02	-4.060595e-02	3.299630e-05	3.299630e-05	-3.299630e-05
9.968138847034425e-02	-2.001762e-02	-9.999391e-03	8.286643e-06	8.286643e-06	-8.286643e-06
1.006579509703442e-01	4.132850e-02	2.064481e-02	1.348459e-05	1.348459e-05	-1.348459e-05
1.016345134703442e-01	1.025191e-01	5.121130e-02	4.857055e-05	4.857055e-05	-4.857055e-05
1.026110759703442e-01	1.633238e-01	8.158506e-02	1.134124e-04	1.134124e-04	-1.134124e-04
1.035876384703442e-01	2.235138e-01	1.116517e-01	2.077662e-04	2.077662e-04	-2.077662e-04
1.045642009703442e-01	2.828625e-01	1.412982e-01	3.312766e-04	3.312766e-04	-3.312766e-04
1.055407634703442e-01	3.411466e-01	1.704128e-01	4.834789e-04	4.834789e-04	-4.834789e-04
1.065173259703442e-01	3.981467e-01	1.988861e-01	6.638000e-04	6.638000e-04	-6.638000e-04
1.074938884703442e-01	4.536483e-01	2.266107e-01	8.715614e-04	8.715614e-04	-8.715614e-04
1.084704509703442e-01	5.074425e-01	2.534825e-01	1.105981e-03	1.105981e-03	-1.105981e-03
1.094470134703442e-01	5.593267e-01	2.794002e-01	1.366176e-03	1.366176e-03	-1.366176e-03
1.104235759703442e-01	6.091058e-01	3.042663e-01	1.651168e-03	1.651168e-03	-1.651168e-03
1.114001384703442e-01	6.565923e-01	3.279873e-01	1.959884e-03	1.959884e-03	-1.959884e-03
1.123767009703442e-01	7.016076e-01	3.504737e-01	2.291162e-03	2.291162e-03	-2.291162e-03
1.133532634703442e-01	7.439821e-01	3.716410e-01	2.643754e-03	2.643754e-03	-2.643754e-03
1.143298259703442e-01	7.835566e-01	3.914096e-01	3.016335e-03	3.016335e-03	-3.016335e-03
1.153063884703442e-01	8.201818e-01	4.097050e-01	3.407501e-03	3.407501e-03	-3.407501e-03
1.172595134703442e-01	8.840452e-01	4.416067e-01	4.239636e-03	4.239636e-03	-4.239636e-03
1.192126384703442e-01	9.346117e-01	4.668661e-01	5.127644e-03	5.127644e-03	-5.127644e-03
1.211657634703442e-01	9.711207e-01	4.851035e-01	6.058168e-03	6.058168e-03	-6.058168e-03
1.231188884703442e-01	9.930233e-01	4.960445e-01	7.017210e-03	7.017210e-03	-7.017210e-03
1.250720134703442e-01	9.999897e-01	4.995244e-01	7.990347e-03	7.990347e-03	-7.990347e-03
1.270251384703442e-01	9.919155e-01	4.954911e-01	8.962941e-03	8.962941e-03	-8.962941e-03
1.289782634703442e-01	9.689219e-01	4.840051e-01	9.920364e-03	9.920364e-03	-9.920364e-03
1.309313884703442e-01	9.313548e-01	4.652392e-01	1.084821e-02	1.084821e-02	-1.084821e-02
1.328845134703442e-01	8.797793e-01	4.394757e-01	1.173254e-02	1.173254e-02	-1.173254e-02
1.348376384703442e-01	8.149711e-01	4.071021e-01	1.256003e-02	1.256003e-02	-1.256003e-02
1.367907634703442e-01	7.379049e-01	3.686053e-01	1.331824e-02	1.331824e-02	-1.331824e-02
1.387438884703442e-01	6.497400e-01	3.245643e-01	1.399578e-02	1.399578e-02	-1.399578e-02
1.406970134703442e-01	5.518024e-01	2.756416e-01	1.458244e-02	1.458244e-02	-1.458244e-02
1.426501384703442e-01	4.455651e-01	2.225729e-01	1.506941e-02	1.506941e-02	-1.506941e-02
1.446032634703442e-01	3.326262e-01	1.661566e-01	1.544936e-02	1.544936e-02	-1.544936e-02
1.465563884703442e-01	2.146842e-01	1.072411e-01	1.571657e-02	1.571657e-02	-1.571657e-02
1.485095134703442e-01	9.351320e-02	4.671260e-02	1.586702e-02	1.586702e-02	-1.586702e-02
1.514392009703442e-01	-9.030447e-02	-4.510975e-02	1.586933e-02	1.586933e-02	-1.586933e-02
1.533923259703442e-01	-2.115359e-01	-1.056684e-01	1.572192e-02	1.572192e-02	-1.572192e-02
1.553454509703442e-01	-3.295856e-01	-1.646377e-01	1.545767e-02	1.545767e-02	-1.545767e-02
1.572985759703442e-01	-4.426780e-01	-2.211307e-01	1.508055e-02	1.508055e-02	-1.508055e-02
1.592517009703442e-01	-5.491121e-01	-2.742977e-01	1.459625e-02	1.459625e-02	-1.459625e-02
1.612048259703442e-01	-6.472871e-01	-3.233390e-01	1.401204e-02	1.401204e-02	-1.401204e-02
1.631579509703442e-01	-7.357263e-01	-3.675170e-01	1.333672e-02	1.333672e-02	-1.333672e-02
1.651110759703442e-01	-8.130995e-01	-4.061672e-01	1.258043e-02	1.258043e-02	-1.258043e-02
1.670642009703442e-01	-8.782429e-01	-4.387082e-01	1.175455e-02	1.175455e-02	-1.175455e-02
1.690173259703442e-01	-9.301767e-01	-4.646507e-01	1.087151e-02	1.087151e-02	-1.087151e-02
1.709704509703442e-01	-9.681197e-01	-4.836044e-01	9.944590e-03	9.944590e-03	-9.944590e-03
1.729235759703442e-01	-9.915015e-01	-4.952843e-01	8.987724e-03	8.987724e-03	-8.987724e-03
1.748767009703442e-01	-9.999700e-01	-4.995145e-01	8.015309e-03	8.015309e-03	-8.015309e-03
1.768298259703442e-01	-9.933981e-01	-4.962317e-01	7.041968e-03	7.041968e-03	-7.041968e-03
1.787829509703442e-01	-9.718845e-01	-4.854850e-01	6.082344e-03	6.082344e-03	-6.082344e-03
1.807360759703442e-01	-9.357529e-01	-4.674362e-01	5.150869e-03	5.150869e-03	-5.150869e-03
1.826892009703442e-01	-8.855467e-01	-4.423567e-01	4.261552e-03	4.261552e-03	-4.261552e-03
1.846423259703442e-01	-8.220211e-01	-4.106238e-01	3.427771e-03	3.427771e-03	-3.427771e-03
1.856188884703442e-01	-7.855546e-01	-3.924077e-01	3.035663e-03	3.035663e-03	-3.035663e-03
1.865954509703442e-01	-7.461315e-01	-3.727147e-01	2.662065e-03	2.662065e-03	-2.662065e-03
1.875720134703442e-01	-7.039001e-01	-3.516189e-01	2.308384e-03	2.308384e-03	-2.308384e-03
1.885485759703442e-01	-6.590194e-01	-3.291996e-01	1.975951e-03	1.975951e-03	-1.975951e-03
1.895251384703442e-01	-6.116582e-01	-3.055413e-01	1.666017e-03	1.666017e-03	-1.666017e-03
1.905017009703442e-01	-5.619950e-01	-2.807331e-01	1.379749e-03	1.379749e-03	-1.379749e-03
1.914782634703442e-01	-5.102165e-01	-2.548682e-01	1.118223e-03	1.118223e-03	-1.118223e-03
1.924548259703442e-01	-4.565177e-01	-2.280440e-01	8.824255e-04	8.824255e-04	-8.824255e-04
1.934313884703442e-01	-4.011006e-01	-2.003616e-01	6.732423e-04	6.732423e-04	-6.732423e-04
1.944079509703442e-01	-3.441739e-01	-1.719250e-01	4.914611e-04	4.914611e-04	-4.914611e-04
1.953845134703442e-01	-2.859518e-01	-1.428414e-01	3.377662e-04	3.377662e-04	-3.377662e-04
1.963610759703442e-01	-2.266535e-01	-1.132201e-01	2.127359e-04	2.127359e-04	-2.127359e-04
1.973376384703442e-01	-1.665020e-01	-8.317268e-02	1.168408e-04	1.168408e-04	-1.168408e-04
1.983142009703442e-01	-1.057239e-01	-5.281222e-02	5.044184e-05	5.044184e-05	-5.044184e-05
1.992907634703442e-01	-4.454790e-02	-2.225299e-02	1.378887e-05	1.378887e-05	-1.378887e-05
2.002673259703442e-01	1.679580e-02	8.389996e-03	7.019824e-06	7.019824e-06	-7.019824e-06
2.012438884703442e-01	7.807627e-02	3.900141e-02	3.016014e-05	3.016014e-05	-3.016014e-05
2.022204509703442e-01	1.390629e-01	6.946602e-02	8.312269e-05	8.312269e-05	-8.312269e-05
2.031970134703442e-01	1.995261e-01	9.966918e-02	1.657081e-04	1.657081e-04	-1.657081e-04
2.041735759703442e-01	2.592384e-01	1.294972e-01	2.776055e-04	2.776055e-04	-2.776055e-04
2.051501384703442e-01	3.179749e-01	1.588379e-01	4.183938e-04	4.183938e-04	-4.183938e-04
2.061267009703442e-01	3.755146e-01	1.875806e-01	5.875430e-04	5.875430e-04	-5.875430e-04
2.071032634703442e-01	4.316410e-01	2.156174e-01	7.844163e-04	7.844163e-04	-7.844163e-04
2.080798259703442e-01	4.861428e-01	2.428427e-01	1.008273e-03	1.008273e-03	-1.008273e-03
2.090563884703442e-01	5.388149e-01	2.691540e-01	1.258270e-03	1.258270e-03	-1.258270e-03
2.100329509703442e-01	5.894589e-01	2.944522e-01	1.533467e-03	1.533467e-03	-1.533467e-03
2.110095134703442e-01	6.378844e-01	3.186421e-01	1.832828e-03	1.832828e-03	-1.832828e-03
2.119860759703442e-01	6.839091e-01	3.416328e-01	2.155226e-03	2.155226e-03	-2.155226e-03
2.129626384703442e-01	7.273597e-01	3.633376e-01	2.499447e-03	2.499447e-03	-2.499447e-03
2.139392009703442e-01	7.680726e-01	3.836749e-01	2.864197e-03	2.864197e-03	-2.864197e-03
2.149157634703442e-01	8.058947e-01	4.025682e-01	3.248102e-03	3.248102e-03	-3.248102e-03
2.168688884703442e-01	8.723083e-01	4.357437e-01	4.067530e-03	4.067530e-03	-4.067530e-03
2.188220134703442e-01	9.256016e-01	4.623653e-01	4.945408e-03	4.945408e-03	-4.945408e-03
2.207751384703442e-01	9.649730e-01	4.820325e-01	5.868530e-03	5.868530e-03	-5.868530e-03
2.227282634703442e-01	9.898303e-01	4.944495e-01	6.823013e-03	6.823013e-03	-6.823013e-03
2.246813884703442e-01	9.997996e-01	4.994294e-01	7.794498e-03	7.794498e-03	-7.794498e-03
2.266345134703442e-01	9.947310e-01	4.968975e-01	8.768375e-03	8.768375e-03	-8.768375e-03
2.285876384703442e-01	9.747007e-01	4.868918e-01	9.729994e-03	9.729994e-03	-9.729994e-03
2.305407634703442e-01	9.400101e-01	4.695628e-01	1.066489e-02	1.066489e-02	-1.066489e-02
2.324938884703442e-01	8.911808e-01	4.451711e-01	1.155901e-02	1.155901e-02	-1.155901e-02
2.344470134703442e-01	8.289473e-01	4.140837e-01	1.239889e-02	1.239889e-02	-1.239889e-02
2.364001384703442e-01	7.542456e-01	3.767680e-01	1.317191e-02	1.317191e-02	-1.317191e-02
2.383532634703442e-01	6.681995e-01	3.337854e-01	1.386644e-02	1.386644e-02	-1.386644e-02
2.403063884703442e-01	5.721030e-01	2.857823e-01	1.447203e-02	1.447203e-02	-1.447203e-02
2.422595134703442e-01	4.674015e-01	2.334808e-01	1.497957e-02	1.497957e-02	-1.497957e-02
2.442126384703442e-01	3.556698e-01	1.776676e-01	1.538143e-02	1.538143e-02	-1.538143e-02
2.461657634703442e-01	2.385886e-01	1.191820e-01	1.567157e-02	1.567157e-02	-1.567157e-02
2.481188884703442e-01	1.179187e-01	5.890388e-02	1.584561e-02	1.584561e-02	-1.584561e-02
2.500720134703442e-01	-4.524725e-03	-2.260233e-03	1.590095e-02	1.590095e-02	-1.590095e-02
2.520251384703442e-01	-1.269001e-01	-6.339036e-02	1.583675e-02	1.583675e-02	-1.583675e-02
2.539782634703442e-01	-2.473668e-01	-1.235670e-01	1.565397e-02	1.565397e-02	-1.565397e-02
2.559313884703442e-01	-3.641129e-01	-1.818851e-01	1.535536e-02	1.535536e-02	-1.535536e-02
2.578845134703442e-01	-4.753824e-01	-2.374675e-01	1.494542e-02	1.494542e-02	-1.494542e-02
2.598376384703442e-01	-5.795016e-01	-2.894782e-01	1.443031e-02	1.443031e-02	-1.443031e-02
2.617907634703442e-01	-6.749047e-01	-3.371348e-01	1.381778e-02	1.381778e-02	-1.381778e-02
2.637438884703442e-01	-7.601565e-01	-3.797206e-01	1.311704e-02	1.311704e-02	-1.311704e-02
2.656970134703442e-01	-8.339749e-01	-4.165951e-01	1.233863e-02	1.233863e-02	-1.233863e-02
2.676501384703442e-01	-8.952495e-01	-4.472036e-01	1.149426e-02	1.149426e-02	-1.149426e-02
2.696032634703442e-01	-9.430588e-01	-4.710857e-01	1.059663e-02	1.059663e-02	-1.059663e-02
2.715563884703442e-01	-9.766835e-01	-4.878823e-01	9.659231e-03	9.659231e-03	-9.659231e-03
2.735095134703442e-01	-9.956180e-01	-4.973406e-01	8.696174e-03	8.696174e-03	-8.696174e-03
2.754626384703442e-01	-9.995775e-01	-4.993185e-01	7.721941e-03	7.721941e-03	-7.721941e-03
2.774157634703442e-01	-9.885024e-01	-4.937862e-01	6.751183e-03	6.751183e-03	-6.751183e-03
2.793688884703442e-01	-9.625594e-01	-4.808269e-01	5.798503e-03	5.798503e-03	-5.798503e-03
2.813220134703442e-01	-9.221385e-01	-4.606354e-01	4.878229e-03	4.878229e-03	-4.878229e-03
2.832751384703442e-01	-8.678479e-01	-4.335156e-01	4.004203e-03	4.004203e-03	-4.004203e-03
2.852282634703442e-01	-8.005039e-01	-3.998753e-01	3.189571e-03	3.189571e-03	-3.189571e-03
2.862048259703442e-01	-7.622463e-01	-3.807645e-01	2.808396e-03	2.808396e-03	-2.808396e-03
2.871813884703442e-01	-7.211197e-01	-3.602206e-01	2.446584e-03	2.446584e-03	-2.446584e-03
2.881579509703442e-01	-6.772790e-01	-3.383209e-01	2.105497e-03	2.105497e-03	-2.105497e-03
2.891345134703442e-01	-6.308891e-01	-3.151478e-01	1.786419e-03	1.786419e-03	-1.786419e-03
2.901110759703442e-01	-5.821248e-01	-2.907885e-01	1.490550e-03	1.490550e-03	-1.490550e-03
2.910876384703442e-01	-5.311694e-01	-2.653348e-01	1.219004e-03	1.219004e-03	-1.219004e-03
2.920642009703442e-01	-4.782149e-01	-2.388825e-01	9.728030e-04	9.728030e-04	-9.728030e-04
2.930407634703442e-01	-4.234604e-01	-2.115310e-01	7.528738e-04	7.528738e-04	-7.528738e-04
2.940173259703442e-01	-3.671122e-01	-1.833834e-01	5.600438e-04	5.600438e-04	-5.600438e-04
2.949938884703442e-01	-3.093822e-01	-1.545455e-01	3.950390e-04	3.950390e-04	-3.950390e-04
2.959704509703442e-01	-2.504877e-01	-1.251260e-01	2.584803e-04	2.584803e-04	-2.584803e-04
2.969470134703442e-01	-1.906505e-01	-9.523557e-02	1.508817e-04	1.508817e-04	-1.508817e-04
2.979235759703442e-01	-1.300958e-01	-6.498668e-02	7.264807e-05	7.264807e-05	-7.264807e-05
2.989001384703442e-01	-6.905135e-02	-3.449319e-02	2.407387e-05	2.407387e-05	-2.407387e-05
2.998767009703442e-01	-7.747029e-03	-3.869870e-03	5.341896e-06	5.341896e-06	-5.341896e-06
3.008532634703442e-01	5.358645e-02	2.676801e-02	1.652262e-05	1.652262e-05	-1.652262e-05
3.018298259703442e-01	1.147182e-01	5.730515e-02	5.757393e-05	5.757393e-05	-5.757393e-05
3.028063884703442e-01	1.754182e-01	8.762659e-02	1.283413e-04	1.283413e-04	-1.283413e-04
3.037829509703442e-01	2.354580e-01	1.176182e-01	2.285583e-04	2.285583e-04	-2.285583e-04
3.047595134703442e-01	2.946116e-01	1.471672e-01	3.578478e-04	3.578478e-04	-3.578478e-04
3.057360759703442e-01	3.526563e-01	1.761622e-01	5.157231e-04	5.157231e-04	-5.157231e-04
3.067126384703442e-01	4.093737e-01	2.044943e-01	7.015899e-04	7.015899e-04	-7.015899e-04
3.076892009703442e-01	4.645503e-01	2.320566e-01	9.147488e-04	9.147488e-04	-9.147488e-04
3.086657634703442e-01	5.179785e-01	2.587456e-01	1.154397e-03	1.154397e-03	-1.154397e-03
3.096423259703442e-01	5.694571e-01	2.844606e-01	1.419633e-03	1.419633e-03	-1.419633e-03
3.106188884703442e-01	6.187924e-01	3.091050e-01	1.709459e-03	1.709459e-03	-1.709459e-03
