time	V(n002)	V(n003)	I(L1)	I(V2)	I(V1)
8.731188884703442e-01	-9.930233e-01	6.976751e-03	1.000018e+03	-1.000018e+03	-1.000018e+03
8.740954509703442e-01	-9.983854e-01	1.614645e-03	1.000017e+03	-1.000017e+03	-1.000017e+03
8.750720134703442e-01	-9.999897e-01	1.023662e-05	1.000016e+03	-1.000016e+03	-1.000016e+03
8.760485759703442e-01	-9.978305e-01	2.169564e-03	1.000015e+03	-1.000015e+03	-1.000015e+03
8.770251384703442e-01	-9.919155e-01	8.084499e-03	1.000014e+03	-1.000014e+03	-1.000014e+03
8.780017009703442e-01	-9.822672e-01	1.773278e-02	1.000013e+03	-1.000013e+03	-1.000013e+03
8.789782634703442e-01	-9.689219e-01	3.107809e-02	1.000012e+03	-1.000012e+03	-1.000012e+03
8.799548259703442e-01	-9.519298e-01	4.807021e-02	1.000011e+03	-1.000011e+03	-1.000011e+03
8.809313884703442e-01	-9.313548e-01	6.864518e-02	1.000010e+03	-1.000010e+03	-1.000010e+03
8.819079509703442e-01	-9.072744e-01	9.272555e-02	1.000009e+03	-1.000009e+03	-1.000009e+03
8.828845134703442e-01	-8.797793e-01	1.202207e-01	1.000008e+03	-1.000008e+03	-1.000008e+03
8.838610759703442e-01	-8.489729e-01	1.510271e-01	1.000008e+03	-1.000008e+03	-1.000008e+03
8.848376384703442e-01	-8.149711e-01	1.850289e-01	1.000007e+03	-1.000007e+03	-1.000007e+03
8.858142009703442e-01	-7.779019e-01	2.220981e-01	1.000006e+03	-1.000006e+03	-1.000006e+03
8.867907634703442e-01	-7.379049e-01	2.620951e-01	1.000005e+03	-1.000005e+03	-1.000005e+03
8.877673259703442e-01	-6.951306e-01	3.048694e-01	1.000004e+03	-1.000004e+03	-1.000004e+03
8.887438884703442e-01	-6.497400e-01	3.502600e-01	1.000004e+03	-1.000004e+03	-1.000004e+03
8.897204509703442e-01	-6.019039e-01	3.980961e-01	1.000003e+03	-1.000003e+03	-1.000003e+03
8.916735759703442e-01	-4.996240e-01	5.003760e-01	1.000002e+03	-1.000002e+03	-1.000002e+03
8.936267009703442e-01	-3.898293e-01	6.101707e-01	1.000001e+03	-1.000001e+03	-1.000001e+03
8.955798259703442e-01	-2.741711e-01	7.258288e-01	1.000001e+03	-1.000001e+03	-1.000001e+03
8.975329509703442e-01	-1.543892e-01	8.456107e-01	1.000000e+03	-1.000000e+03	-1.000000e+03
8.994860759703442e-01	-3.228519e-02	9.677148e-01	1.000000e+03	-1.000000e+03	-1.000000e+03
9.014392009703442e-01	9.030447e-02	1.090304e+00	1.000000e+03	-1.000000e+03	-1.000000e+03
9.033923259703442e-01	2.115359e-01	1.211536e+00	1.000000e+03	-1.000000e+03	-1.000000e+03
9.053454509703442e-01	3.295856e-01	1.329586e+00	1.000001e+03	-1.000001e+03	-1.000001e+03
9.072985759703442e-01	4.426780e-01	1.442678e+00	1.000002e+03	-1.000002e+03	-1.000002e+03
9.092517009703442e-01	5.491121e-01	1.549112e+00	1.000003e+03	-1.000003e+03	-1.000003e+03
9.112048259703442e-01	6.472871e-01	1.647287e+00	1.000004e+03	-1.000004e+03	-1.000004e+03
9.131579509703442e-01	7.357263e-01	1.735726e+00	1.000005e+03	-1.000005e+03	-1.000005e+03
9.151110759703442e-01	8.130995e-01	1.813100e+00	1.000007e+03	-1.000007e+03	-1.000007e+03
9.170642009703442e-01	8.782429e-01	1.878243e+00	1.000008e+03	-1.000008e+03	-1.000008e+03
9.190173259703442e-01	9.301767e-01	1.930177e+00	1.000010e+03	-1.000010e+03	-1.000010e+03
9.209704509703442e-01	9.681197e-01	1.968120e+00	1.000012e+03	-1.000012e+03	-1.000012e+03
9.229235759703442e-01	9.915015e-01	1.991501e+00	1.000014e+03	-1.000014e+03	-1.000014e+03
9.248767009703442e-01	9.999700e-01	1.999970e+00	1.000016e+03	-1.000016e+03	-1.000016e+03
9.268298259703442e-01	9.933981e-01	1.993398e+00	1.000018e+03	-1.000018e+03	-1.000018e+03
9.287829509703442e-01	9.718845e-01	1.971884e+00	1.000020e+03	-1.000020e+03	-1.000020e+03
9.307360759703442e-01	9.357529e-01	1.935753e+00	1.000021e+03	-1.000021e+03	-1.000021e+03
9.326892009703442e-01	8.855467e-01	1.885547e+00	1.000023e+03	-1.000023e+03	-1.000023e+03
9.346423259703442e-01	8.220211e-01	1.822021e+00	1.000025e+03	-1.000025e+03	-1.000025e+03
9.365954509703442e-01	7.461315e-01	1.746131e+00	1.000026e+03	-1.000026e+03	-1.000026e+03
9.385485759703442e-01	6.590194e-01	1.659019e+00	1.000028e+03	-1.000028e+03	-1.000028e+03
9.405017009703442e-01	5.619950e-01	1.561995e+00	1.000029e+03	-1.000029e+03	-1.000029e+03
9.424548259703442e-01	4.565177e-01	1.456518e+00	1.000030e+03	-1.000030e+03	-1.000030e+03
9.444079509703442e-01	3.441739e-01	1.344174e+00	1.000031e+03	-1.000031e+03	-1.000031e+03
9.463610759703442e-01	2.266535e-01	1.226653e+00	1.000031e+03	-1.000031e+03	-1.000031e+03
9.483142009703442e-01	1.057239e-01	1.105724e+00	1.000032e+03	-1.000032e+03	-1.000032e+03
9.512438884703442e-01	-7.807627e-02	9.219237e-01	1.000032e+03	-1.000032e+03	-1.000032e+03
9.531970134703442e-01	-1.995261e-01	8.004739e-01	1.000031e+03	-1.000031e+03	-1.000031e+03
9.551501384703442e-01	-3.179749e-01	6.820251e-01	1.000031e+03	-1.000031e+03	-1.000031e+03
9.571032634703442e-01	-4.316410e-01	5.683590e-01	1.000030e+03	-1.000030e+03	-1.000030e+03
9.590563884703442e-01	-5.388149e-01	4.611851e-01	1.000029e+03	-1.000029e+03	-1.000029e+03
9.600329509703442e-01	-5.894589e-01	4.105411e-01	1.000029e+03	-1.000029e+03	-1.000029e+03
9.610095134703442e-01	-6.378844e-01	3.621156e-01	1.000028e+03	-1.000028e+03	-1.000028e+03
9.619860759703442e-01	-6.839091e-01	3.160909e-01	1.000027e+03	-1.000027e+03	-1.000027e+03
9.629626384703442e-01	-7.273597e-01	2.726403e-01	1.000027e+03	-1.000027e+03	-1.000027e+03
9.639392009703442e-01	-7.680726e-01	2.319274e-01	1.000026e+03	-1.000026e+03	-1.000026e+03
9.649157634703442e-01	-8.058947e-01	1.941053e-01	1.000025e+03	-1.000025e+03	-1.000025e+03
9.658923259703442e-01	-8.406836e-01	1.593164e-01	1.000025e+03	-1.000025e+03	-1.000025e+03
9.668688884703442e-01	-8.723083e-01	1.276917e-01	1.000024e+03	-1.000024e+03	-1.000024e+03
9.678454509703442e-01	-9.006499e-01	9.935012e-02	1.000023e+03	-1.000023e+03	-1.000023e+03
9.688220134703442e-01	-9.256016e-01	7.439839e-02	1.000022e+03	-1.000022e+03	-1.000022e+03
9.697985759703442e-01	-9.470696e-01	5.293041e-02	1.000021e+03	-1.000021e+03	-1.000021e+03
9.707751384703442e-01	-9.649730e-01	3.502700e-02	1.000020e+03	-1.000020e+03	-1.000020e+03
9.717517009703442e-01	-9.792445e-01	2.075552e-02	1.000019e+03	-1.000019e+03	-1.000019e+03
9.727282634703442e-01	-9.898303e-01	1.016970e-02	1.000018e+03	-1.000018e+03	-1.000018e+03
9.737048259703442e-01	-9.966906e-01	3.309377e-03	1.000017e+03	-1.000017e+03	-1.000017e+03
9.746813884703442e-01	-9.997996e-01	2.003725e-04	1.000016e+03	-1.000016e+03	-1.000016e+03
9.756579509703442e-01	-9.991456e-01	8.543876e-04	1.000015e+03	-1.000015e+03	-1.000015e+03
9.766345134703442e-01	-9.947310e-01	5.268961e-03	1.000014e+03	-1.000014e+03	-1.000014e+03
9.776110759703442e-01	-9.865725e-01	1.342748e-02	1.000013e+03	-1.000013e+03	-1.000013e+03
9.785876384703442e-01	-9.747007e-01	2.529923e-02	1.000012e+03	-1.000012e+03	-1.000012e+03
9.795642009703442e-01	-9.591604e-01	4.083954e-02	1.000011e+03	-1.000011e+03	-1.000011e+03
9.805407634703442e-01	-9.400101e-01	5.998991e-02	1.000010e+03	-1.000010e+03	-1.000010e+03
9.815173259703442e-01	-9.173217e-01	8.267827e-02	1.000010e+03	-1.000010e+03	-1.000010e+03
9.824938884703442e-01	-8.911808e-01	1.088192e-01	1.000009e+03	-1.000009e+03	-1.000009e+03
9.834704509703442e-01	-8.616856e-01	1.383144e-01	1.000008e+03	-1.000008e+03	-1.000008e+03
9.844470134703442e-01	-8.289473e-01	1.710527e-01	1.000007e+03	-1.000007e+03	-1.000007e+03
9.854235759703442e-01	-7.930890e-01	2.069110e-01	1.000006e+03	-1.000006e+03	-1.000006e+03
9.864001384703442e-01	-7.542456e-01	2.457543e-01	1.000005e+03	-1.000005e+03	-1.000005e+03
9.873767009703442e-01	-7.125635e-01	2.874365e-01	1.000005e+03	-1.000005e+03	-1.000005e+03
9.883532634703442e-01	-6.681995e-01	3.318005e-01	1.000004e+03	-1.000004e+03	-1.000004e+03
9.893298259703442e-01	-6.213205e-01	3.786795e-01	1.000003e+03	-1.000003e+03	-1.000003e+03
9.912829509703442e-01	-5.207322e-01	4.792678e-01	1.000002e+03	-1.000002e+03	-1.000002e+03
9.932360759703442e-01	-4.123116e-01	5.876884e-01	1.000001e+03	-1.000001e+03	-1.000001e+03
9.951892009703442e-01	-2.976894e-01	7.023106e-01	1.000001e+03	-1.000001e+03	-1.000001e+03
9.971423259703442e-01	-1.785897e-01	8.214102e-01	1.000000e+03	-1.000000e+03	-1.000000e+03
9.990954509703442e-01	-5.680390e-02	9.431961e-01	1.000000e+03	-1.000000e+03	-1.000000e+03
1.000000000000000e+00	-2.449294e-15	1.000000e+00	1.000000e+03	-1.000000e+03	-1.000000e+03
