time	V(n001)	V(n002)	I(L1)	I(R1)	I(V1)
9.137695378687860e-01	7.612026e-01	7.642268e-01	-3.740375e-03	-3.740375e-03	3.740375e-03
9.147461003687860e-01	7.995375e-01	8.017609e-01	-2.975729e-03	-2.975729e-03	2.975729e-03
9.157226628687860e-01	8.348631e-01	8.362535e-01	-2.175915e-03	-2.175915e-03	2.175915e-03
9.166992253687860e-01	8.670465e-01	8.675746e-01	-1.343966e-03	-1.343966e-03	1.343966e-03
9.176757878687860e-01	8.959664e-01	8.956064e-01	-4.830369e-04	-4.830369e-04	4.830369e-04
9.186523503687860e-01	9.215142e-01	9.202435e-01	4.036086e-04	4.036086e-04	-4.036086e-04
9.196289128687860e-01	9.435936e-01	9.413931e-01	1.312610e-03	1.312610e-03	-1.312610e-03
9.206054753687860e-01	9.621215e-01	9.589757e-01	2.240523e-03	2.240523e-03	-2.240523e-03
9.225586003687860e-01	9.882576e-01	9.831887e-01	4.138961e-03	4.138961e-03	-4.138961e-03
9.245117253687860e-01	9.995294e-01	9.925187e-01	6.070184e-03	6.070184e-03	-6.070184e-03
9.264648503687860e-01	9.957674e-01	9.868255e-01	8.004957e-03	8.004957e-03	-8.004957e-03
9.284179753687860e-01	9.770281e-01	9.661947e-01	9.913996e-03	9.913996e-03	-9.913996e-03
9.303711003687860e-01	9.435933e-01	9.309371e-01	1.176840e-02	1.176840e-02	-1.176840e-02
9.323242253687860e-01	8.959661e-01	8.815829e-01	1.354009e-02	1.354009e-02	-1.354009e-02
9.342773503687860e-01	8.348626e-01	8.188748e-01	1.520225e-02	1.520225e-02	-1.520225e-02
9.362304753687860e-01	7.612021e-01	7.437562e-01	1.672967e-02	1.672967e-02	-1.672967e-02
9.381836003687860e-01	6.760924e-01	6.573570e-01	1.809921e-02	1.809921e-02	-1.809921e-02
9.401367253687860e-01	5.808136e-01	5.609770e-01	1.929009e-02	1.929009e-02	-1.929009e-02
9.420898503687860e-01	4.767989e-01	4.560660e-01	2.028421e-02	2.028421e-02	-2.028421e-02
9.440429753687860e-01	3.656126e-01	3.442022e-01	2.106643e-02	2.106643e-02	-2.106643e-02
9.459961003687860e-01	2.489272e-01	2.270682e-01	2.162480e-02	2.162480e-02	-2.162480e-02
9.479492253687860e-01	1.284977e-01	1.064260e-01	2.195076e-02	2.195076e-02	-2.195076e-02
9.499023503687860e-01	6.135469e-03	-1.590951e-02	2.203920e-02	2.203920e-02	-2.203920e-02
9.518554753687860e-01	-1.163190e-01	-1.380982e-01	2.188863e-02	2.188863e-02	-2.188863e-02
9.538086003687860e-01	-2.370240e-01	-2.583021e-01	2.150112e-02	2.150112e-02	-2.150112e-02
9.557617253687860e-01	-3.541639e-01	-3.747130e-01	2.088233e-02	2.088233e-02	-2.088233e-02
9.577148503687860e-01	-4.659769e-01	-4.855798e-01	2.004138e-02	2.004138e-02	-2.004138e-02
9.596679753687860e-01	-5.707811e-01	-5.892348e-01	1.899074e-02	1.899074e-02	-1.899074e-02
9.616211003687860e-01	-6.670002e-01	-6.841186e-01	1.774604e-02	1.774604e-02	-1.774604e-02
9.635742253687860e-01	-7.531871e-01	-7.688042e-01	1.632581e-02	1.632581e-02	-1.632581e-02
9.655273503687860e-01	-8.280452e-01	-8.420174e-01	1.475124e-02	1.475124e-02	-1.475124e-02
9.674804753687860e-01	-8.904489e-01	-9.026569e-01	1.304583e-02	1.304583e-02	-1.304583e-02
9.694336003687860e-01	-9.394594e-01	-9.498104e-01	1.123506e-02	1.123506e-02	-1.123506e-02
9.713867253687860e-01	-9.743395e-01	-9.827687e-01	9.345991e-03	9.345991e-03	-9.345991e-03
9.733398503687860e-01	-9.945646e-01	-1.001036e+00	7.406850e-03	7.406850e-03	-7.406850e-03
9.752929753687860e-01	-9.998306e-01	-1.004336e+00	5.446631e-03	5.446631e-03	-5.446631e-03
9.772461003687860e-01	-9.900581e-01	-9.926212e-01	3.494641e-03	3.494641e-03	-3.494641e-03
9.782226628687860e-01	-9.795697e-01	-9.811789e-01	2.530869e-03	2.530869e-03	-2.530869e-03
9.791992253687860e-01	-9.653943e-01	-9.660660e-01	1.580063e-03	1.580063e-03	-1.580063e-03
9.801757878687860e-01	-9.475855e-01	-9.473396e-01	6.457822e-04	6.457822e-04	-6.457822e-04
9.811523503687860e-01	-9.262101e-01	-9.250701e-01	-2.684805e-04	-2.684805e-04	2.684805e-04
9.821289128687860e-01	-9.013487e-01	-8.993412e-01	-1.159306e-03	-1.159306e-03	1.159306e-03
9.831054753687860e-01	-8.730948e-01	-8.702499e-01	-2.023362e-03	-2.023362e-03	2.023362e-03
9.840820378687860e-01	-8.415548e-01	-8.379055e-01	-2.857420e-03	-2.857420e-03	2.857420e-03
9.850586003687860e-01	-8.068473e-01	-8.024297e-01	-3.658362e-03	-3.658362e-03	3.658362e-03
9.860351628687860e-01	-7.691031e-01	-7.639562e-01	-4.423195e-03	-4.423195e-03	4.423195e-03
9.870117253687860e-01	-7.284641e-01	-7.226296e-01	-5.149062e-03	-5.149062e-03	5.149062e-03
9.879882878687860e-01	-6.850834e-01	-6.786055e-01	-5.833253e-03	-5.833253e-03	5.833253e-03
9.889648503687860e-01	-6.391241e-01	-6.320495e-01	-6.473216e-03	-6.473216e-03	6.473216e-03
9.899414128687860e-01	-5.907593e-01	-5.831369e-01	-7.066562e-03	-7.066562e-03	7.066562e-03
9.909179753687860e-01	-5.401711e-01	-5.320517e-01	-7.611081e-03	-7.611081e-03	7.611081e-03
9.918945378687860e-01	-4.875498e-01	-4.789863e-01	-8.104743e-03	-8.104743e-03	8.104743e-03
9.928711003687860e-01	-4.330935e-01	-4.241402e-01	-8.545715e-03	-8.545715e-03	8.545715e-03
9.938476628687860e-01	-3.770070e-01	-3.677199e-01	-8.932358e-03	-8.932358e-03	8.932358e-03
9.948242253687860e-01	-3.195016e-01	-3.099378e-01	-9.263236e-03	-9.263236e-03	9.263236e-03
9.958007878687860e-01	-2.607937e-01	-2.510112e-01	-9.537128e-03	-9.537128e-03	9.537128e-03
9.967773503687860e-01	-2.011042e-01	-1.911620e-01	-9.753023e-03	-9.753023e-03	9.753023e-03
9.977539128687860e-01	-1.406578e-01	-1.306154e-01	-9.910131e-03	-9.910131e-03	9.910131e-03
9.997070378687860e-01	-1.840631e-02	-8.340668e-03	-1.005641e-02	-1.005641e-02	1.005641e-02
1.000000000000000e+00	-2.449294e-15	1.006065e-02	-1.006065e-02	-1.006065e-02	1.006065e-02
