time	V(n001)	V(n002)	I(L1)	I(R1)	I(V1)
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.185831811266668e-04	7.451377e-03	7.451327e-03	5.533212e-07	5.533212e-07	-5.533212e-07
2.371663622533336e-04	1.490144e-02	1.489908e-02	2.209230e-06	2.209230e-06	-2.209230e-06
3.557495433800004e-04	2.235018e-02	2.234326e-02	4.967727e-06	4.967727e-06	-4.967727e-06
4.743327245066672e-04	2.979760e-02	2.978387e-02	8.828811e-06	8.828811e-06	-8.828811e-06
5.929159056333340e-04	3.724371e-02	3.722091e-02	1.379248e-05	1.379248e-05	-1.379248e-05
7.114990867600008e-04	4.468850e-02	4.465437e-02	1.985874e-05	1.985874e-05	-1.985874e-05
8.300822678866673e-04	5.213197e-02	5.208426e-02	2.702759e-05	2.702759e-05	-2.702759e-05
1.660162868785958e-03	1.041221e-01	1.039373e-01	9.907025e-05	9.907025e-05	-9.907025e-05
2.636725368785958e-03	1.649135e-01	1.645260e-01	2.323842e-04	2.323842e-04	-2.323842e-04
3.613287868785958e-03	2.250843e-01	2.244502e-01	4.223137e-04	4.223137e-04	-4.223137e-04
4.589850368785958e-03	2.844079e-01	2.834700e-01	6.703211e-04	6.703211e-04	-6.703211e-04
5.566412868785958e-03	3.426611e-01	3.413633e-01	9.754146e-04	9.754146e-04	-9.754146e-04
6.542975368785958e-03	3.996246e-01	3.979122e-01	1.336388e-03	1.336388e-03	-1.336388e-03
7.519537868785958e-03	4.550840e-01	4.529039e-01	1.751824e-03	1.751824e-03	-1.751824e-03
8.496100368785958e-03	5.088305e-01	5.061316e-01	2.220101e-03	2.220101e-03	-2.220101e-03
9.472662868785958e-03	5.606619e-01	5.573950e-01	2.739399e-03	2.739399e-03	-2.739399e-03
1.044922536878596e-02	6.103832e-01	6.065011e-01	3.307704e-03	3.307704e-03	-3.307704e-03
1.142578786878596e-02	6.578070e-01	6.532652e-01	3.922821e-03	3.922821e-03	-3.922821e-03
1.240235036878596e-02	7.027550e-01	6.975114e-01	4.582376e-03	4.582376e-03	-4.582376e-03
1.337891286878596e-02	7.450581e-01	7.390732e-01	5.283828e-03	5.283828e-03	-5.283828e-03
1.435547536878596e-02	7.845569e-01	7.777941e-01	6.024481e-03	6.024481e-03	-6.024481e-03
1.630860036878596e-02	8.545582e-01	8.461422e-01	7.611867e-03	7.611867e-03	-7.611867e-03
1.826172536878596e-02	9.117062e-01	9.015281e-01	9.320198e-03	9.320198e-03	-9.320198e-03
2.021485036878596e-02	9.551413e-01	9.431192e-01	1.112332e-02	1.112332e-02	-1.112332e-02
2.216797536878596e-02	9.842102e-01	9.702904e-01	1.299365e-02	1.299365e-02	-1.299365e-02
2.412110036878596e-02	9.984756e-01	9.826335e-01	1.490260e-02	1.490260e-02	-1.490260e-02
2.607422536878596e-02	9.977230e-01	9.799632e-01	1.682100e-02	1.682100e-02	-1.682100e-02
2.802735036878596e-02	9.819638e-01	9.623203e-01	1.871955e-02	1.871955e-02	-1.871955e-02
2.998047536878596e-02	9.514349e-01	9.299704e-01	2.056922e-02	2.056922e-02	-2.056922e-02
3.193360036878596e-02	9.065955e-01	8.834007e-01	2.234174e-02	2.234174e-02	-2.234174e-02
3.388672536878596e-02	8.481202e-01	8.233121e-01	2.401001e-02	2.401001e-02	-2.401001e-02
3.583985036878596e-02	7.768882e-01	7.506087e-01	2.554847e-02	2.554847e-02	-2.554847e-02
3.779297536878596e-02	6.939712e-01	6.663846e-01	2.693354e-02	2.693354e-02	-2.693354e-02
3.974610036878596e-02	6.006162e-01	5.719070e-01	2.814392e-02	2.814392e-02	-2.814392e-02
4.169922536878596e-02	4.982273e-01	4.685975e-01	2.916097e-02	2.916097e-02	-2.916097e-02
4.365235036878596e-02	3.883447e-01	3.580103e-01	2.996893e-02	2.996893e-02	-2.996893e-02
4.560547536878596e-02	2.726209e-01	2.418092e-01	3.055521e-02	3.055521e-02	-3.055521e-02
4.755860036878596e-02	1.527968e-01	1.217425e-01	3.091055e-02	3.091055e-02	-3.091055e-02
4.951172536878596e-02	3.067439e-02	-3.836173e-04	3.102914e-02	3.102914e-02	-3.102914e-02
5.146485036878596e-02	-9.190937e-02	-1.227317e-01	3.090877e-02	3.090877e-02	-3.090877e-02
5.341797536878596e-02	-2.131107e-01	-2.434610e-01	3.055079e-02	3.055079e-02	-3.055079e-02
5.537110036878596e-02	-3.311067e-01	-3.607553e-01	2.996014e-02	2.996014e-02	-2.996014e-02
5.732422536878596e-02	-4.441225e-01	-4.728499e-01	2.914528e-02	2.914528e-02	-2.914528e-02
5.927735036878596e-02	-5.504583e-01	-5.780584e-01	2.811801e-02	2.811801e-02	-2.811801e-02
6.123047536878596e-02	-6.485147e-01	-6.747978e-01	2.689333e-02	2.689333e-02	-2.689333e-02
6.318360036878595e-02	-7.368168e-01	-7.616128e-01	2.548924e-02	2.548924e-02	-2.548924e-02
6.513672536878595e-02	-8.140365e-01	-8.371971e-01	2.392641e-02	2.392641e-02	-2.392641e-02
6.708985036878595e-02	-8.790124e-01	-9.004132e-01	2.222791e-02	2.222791e-02	-2.222791e-02
6.904297536878595e-02	-9.307671e-01	-9.503101e-01	2.041885e-02	2.041885e-02	-2.041885e-02
7.099610036878595e-02	-9.685222e-01	-9.861369e-01	1.852599e-02	1.852599e-02	-1.852599e-02
7.294922536878595e-02	-9.917098e-01	-1.007354e+00	1.657738e-02	1.657738e-02	-1.657738e-02
7.490235036878595e-02	-9.999812e-01	-1.013642e+00	1.460189e-02	1.460189e-02	-1.460189e-02
7.685547536878595e-02	-9.932119e-01	-1.004906e+00	1.262879e-02	1.262879e-02	-1.262879e-02
7.880860036878595e-02	-9.715038e-01	-9.812770e-01	1.068733e-02	1.068733e-02	-1.068733e-02
8.076172536878595e-02	-9.351833e-01	-9.431097e-01	8.806286e-03	8.806286e-03	-8.806286e-03
8.271485036878595e-02	-8.847969e-01	-8.909779e-01	7.013508e-03	7.013508e-03	-7.013508e-03
8.369141286878595e-02	-8.545578e-01	-8.599123e-01	6.158575e-03	6.158575e-03	-6.158575e-03
8.466797536878595e-02	-8.211023e-01	-8.256652e-01	5.335534e-03	5.335534e-03	-5.335534e-03
8.564453786878595e-02	-7.845563e-01	-7.883655e-01	4.547428e-03	4.547428e-03	-4.547428e-03
8.662110036878595e-02	-7.450575e-01	-7.481536e-01	3.797170e-03	3.797170e-03	-3.797170e-03
8.759766286878595e-02	-7.027544e-01	-7.051808e-01	3.087531e-03	3.087531e-03	-3.087531e-03
8.857422536878595e-02	-6.578064e-01	-6.596085e-01	2.421127e-03	2.421127e-03	-2.421127e-03
8.955078786878595e-02	-6.103825e-01	-6.116086e-01	1.800414e-03	1.800414e-03	-1.800414e-03
9.052735036878595e-02	-5.606613e-01	-5.613613e-01	1.227673e-03	1.227673e-03	-1.227673e-03
9.150391286878595e-02	-5.088298e-01	-5.090560e-01	7.050074e-04	7.050074e-04	-7.050074e-04
9.248047536878595e-02	-4.550832e-01	-4.548894e-01	2.343305e-04	2.343305e-04	-2.343305e-04
9.345703786878595e-02	-3.996238e-01	-3.990651e-01	-1.826395e-04	-1.826395e-04	1.826395e-04
9.443360036878595e-02	-3.426603e-01	-3.417935e-01	-5.443865e-04	-5.443865e-04	5.443865e-04
9.541016286878595e-02	-2.844071e-01	-2.832899e-01	-8.496024e-04	-8.496024e-04	8.496024e-04
9.638672536878595e-02	-2.250835e-01	-2.237745e-01	-1.097191e-03	-1.097191e-03	1.097191e-03
9.736328786878595e-02	-1.649127e-01	-1.634713e-01	-1.286275e-03	-1.286275e-03	1.286275e-03
9.833985036878595e-02	-1.041212e-01	-1.026071e-01	-1.416195e-03	-1.416195e-03	1.416195e-03
9.931641286878595e-02	-4.293784e-02	-4.141092e-02	-1.486515e-03	-1.486515e-03	1.486515e-03
1.002929753687860e-01	1.840715e-02	1.988685e-02	-1.497023e-03	-1.497023e-03	1.497023e-03
1.012695378687860e-01	7.968285e-02	8.105561e-02	-1.447733e-03	-1.447733e-03	1.447733e-03
1.022461003687860e-01	1.406586e-01	1.418652e-01	-1.338884e-03	-1.338884e-03	1.338884e-03
1.032226628687860e-01	2.011050e-01	2.020867e-01	-1.170937e-03	-1.170937e-03	1.170937e-03
1.041992253687860e-01	2.607945e-01	2.614937e-01	-9.445788e-04	-9.445788e-04	9.445788e-04
1.051757878687860e-01	3.195024e-01	3.198625e-01	-6.607127e-04	-6.607127e-04	6.607127e-04
1.061523503687860e-01	3.770078e-01	3.769735e-01	-3.204602e-04	-3.204602e-04	3.204602e-04
1.071289128687860e-01	4.330942e-01	4.326118e-01	7.484526e-05	7.484526e-05	-7.484526e-05
1.081054753687860e-01	4.875505e-01	4.865681e-01	5.236633e-04	5.236633e-04	-5.236633e-04
1.090820378687860e-01	5.401718e-01	5.386393e-01	1.024252e-03	1.024252e-03	-1.024252e-03
1.100586003687860e-01	5.907601e-01	5.886295e-01	1.574675e-03	1.574675e-03	-1.574675e-03
1.110351628687860e-01	6.391248e-01	6.363506e-01	2.172808e-03	2.172808e-03	-2.172808e-03
1.120117253687860e-01	6.850840e-01	6.816230e-01	2.816347e-03	2.816347e-03	-2.816347e-03
1.129882878687860e-01	7.284647e-01	7.242764e-01	3.502819e-03	3.502819e-03	-3.502819e-03
1.139648503687860e-01	7.691036e-01	7.641503e-01	4.229586e-03	4.229586e-03	-4.229586e-03
1.149414128687860e-01	8.068478e-01	8.010948e-01	4.993861e-03	4.993861e-03	-4.993861e-03
1.159179753687860e-01	8.415552e-01	8.349706e-01	5.792716e-03	5.792716e-03	-5.792716e-03
1.178711003687860e-01	9.013490e-01	8.930191e-01	7.481810e-03	7.481810e-03	-7.481810e-03
1.198242253687860e-01	9.475857e-01	9.374231e-01	9.271046e-03	9.271046e-03	-9.271046e-03
1.217773503687860e-01	9.795699e-01	9.675150e-01	1.113310e-02	1.113310e-02	-1.113310e-02
1.237304753687860e-01	9.968203e-01	9.828429e-01	1.303954e-02	1.303954e-02	-1.303954e-02
1.256836003687860e-01	9.990777e-01	9.831764e-01	1.496129e-02	1.496129e-02	-1.496129e-02
1.276367253687860e-01	9.863080e-01	9.685109e-01	1.686903e-02	1.686903e-02	-1.686903e-02
1.295898503687860e-01	9.587033e-01	9.390676e-01	1.873364e-02	1.873364e-02	-1.873364e-02
1.315429753687860e-01	9.166789e-01	8.952897e-01	2.052668e-02	2.052668e-02	-2.052668e-02
1.334961003687860e-01	8.608667e-01	8.378359e-01	2.222077e-02	2.222077e-02	-2.222077e-02
1.354492253687860e-01	7.921063e-01	7.675710e-01	2.379001e-02	2.379001e-02	-2.379001e-02
1.374023503687860e-01	7.114319e-01	6.855521e-01	2.521039e-02	2.521039e-02	-2.521039e-02
1.393554753687860e-01	6.200569e-01	5.930133e-01	2.646014e-02	2.646014e-02	-2.646014e-02
1.413086003687860e-01	5.193557e-01	4.913469e-01	2.752006e-02	2.752006e-02	-2.752006e-02
1.432617253687860e-01	4.108428e-01	3.820824e-01	2.837379e-02	2.837379e-02	-2.837379e-02
1.452148503687860e-01	2.961505e-01	2.668637e-01	2.900809e-02	2.900809e-02	-2.900809e-02
1.471679753687860e-01	1.770038e-01	1.474242e-01	2.941302e-02	2.941302e-02	-2.941302e-02
1.491211003687860e-01	5.519483e-02	2.556081e-02	2.958208e-02	2.958208e-02	-2.958208e-02
1.510742253687860e-01	-6.744433e-02	-9.689319e-02	2.951232e-02	2.951232e-02	-2.951232e-02
1.530273503687860e-01	-1.890691e-01	-2.180956e-01	2.920439e-02	2.920439e-02	-2.920439e-02
1.549804753687860e-01	-3.078500e-01	-3.362229e-01	2.866252e-02	2.866252e-02	-2.866252e-02
1.569336003687860e-01	-4.220006e-01	-4.494980e-01	2.789446e-02	2.789446e-02	-2.789446e-02
1.588867253687860e-01	-5.298040e-01	-5.562168e-01	2.691137e-02	2.691137e-02	-2.691137e-02
1.608398503687860e-01	-6.296386e-01	-6.547737e-01	2.572762e-02	2.572762e-02	-2.572762e-02
1.627929753687860e-01	-7.200028e-01	-7.436859e-01	2.436062e-02	2.436062e-02	-2.436062e-02
1.647461003687860e-01	-7.995375e-01	-8.216157e-01	2.283054e-02	2.283054e-02	-2.283054e-02
1.666992253687860e-01	-8.670465e-01	-8.873906e-01	2.116000e-02	2.116000e-02	-2.116000e-02
1.686523503687860e-01	-9.215142e-01	-9.400208e-01	1.937372e-02	1.937372e-02	-1.937372e-02
1.706054753687860e-01	-9.621215e-01	-9.787144e-01	1.749818e-02	1.749818e-02	-1.749818e-02
1.725586003687860e-01	-9.882576e-01	-1.002889e+00	1.556119e-02	1.556119e-02	-1.556119e-02
1.745117253687860e-01	-9.995294e-01	-1.012180e+00	1.359149e-02	1.359149e-02	-1.359149e-02
1.764648503687860e-01	-9.957674e-01	-1.006449e+00	1.161831e-02	1.161831e-02	-1.161831e-02
1.784179753687860e-01	-9.770281e-01	-9.857797e-01	9.670947e-03	9.670947e-03	-9.670947e-03
1.803711003687860e-01	-9.435933e-01	-9.504837e-01	7.778289e-03	7.778289e-03	-7.778289e-03
1.823242253687860e-01	-8.959661e-01	-9.010915e-01	5.968416e-03	5.968416e-03	-5.968416e-03
1.833007878687860e-01	-8.670461e-01	-8.713332e-01	5.102969e-03	5.102969e-03	-5.102969e-03
1.842773503687860e-01	-8.348626e-01	-8.383452e-01	4.268161e-03	4.268161e-03	-4.268161e-03
1.852539128687860e-01	-7.995370e-01	-8.022518e-01	3.467084e-03	3.467084e-03	-3.467084e-03
1.862304753687860e-01	-7.612021e-01	-7.631885e-01	2.702706e-03	2.702706e-03	-2.702706e-03
1.872070378687860e-01	-7.200022e-01	-7.213026e-01	1.977854e-03	1.977854e-03	-1.977854e-03
1.881836003687860e-01	-6.760924e-01	-6.767514e-01	1.295209e-03	1.295209e-03	-1.295209e-03
1.891601628687860e-01	-6.296379e-01	-6.297027e-01	6.572913e-04	6.572913e-04	-6.572913e-04
1.901367253687860e-01	-5.808136e-01	-5.803336e-01	6.645291e-05	6.645291e-05	-6.645291e-05
1.911132878687860e-01	-5.298033e-01	-5.288296e-01	-4.751305e-04	-4.751305e-04	4.751305e-04
1.920898503687860e-01	-4.767989e-01	-4.753847e-01	-9.654689e-04	-9.654689e-04	9.654689e-04
1.930664128687860e-01	-4.219999e-01	-4.202000e-01	-1.402765e-03	-1.402765e-03	1.402765e-03
1.940429753687860e-01	-3.656126e-01	-3.634832e-01	-1.785421e-03	-1.785421e-03	1.785421e-03
1.950195378687860e-01	-3.078493e-01	-3.054475e-01	-2.112046e-03	-2.112046e-03	2.112046e-03
1.959961003687860e-01	-2.489272e-01	-2.463115e-01	-2.381457e-03	-2.381457e-03	2.381457e-03
1.969726628687860e-01	-1.890683e-01	-1.862977e-01	-2.592690e-03	-2.592690e-03	2.592690e-03
1.979492253687860e-01	-1.284977e-01	-1.256318e-01	-2.744996e-03	-2.744996e-03	2.744996e-03
1.989257878687860e-01	-6.744350e-02	-6.454220e-02	-2.837852e-03	-2.837852e-03	2.837852e-03
1.999023503687860e-01	-6.135469e-03	-3.258740e-03	-2.870955e-03	-2.870955e-03	2.870955e-03
2.008789128687860e-01	5.519566e-02	5.798795e-02	-2.844229e-03	-2.844229e-03	2.844229e-03
2.018554753687860e-01	1.163190e-01	1.189674e-01	-2.757822e-03	-2.757822e-03	2.757822e-03
2.028320378687860e-01	1.770046e-01	1.794502e-01	-2.612108e-03	-2.612108e-03	2.612108e-03
2.038086003687860e-01	2.370240e-01	2.392087e-01	-2.407682e-03	-2.407682e-03	2.407682e-03
2.047851628687860e-01	2.961513e-01	2.980180e-01	-2.145362e-03	-2.145362e-03	2.145362e-03
2.057617253687860e-01	3.541639e-01	3.556568e-01	-1.826183e-03	-1.826183e-03	1.826183e-03
2.067382878687860e-01	4.108436e-01	4.119084e-01	-1.451394e-03	-1.451394e-03	1.451394e-03
2.077148503687860e-01	4.659769e-01	4.665609e-01	-1.022453e-03	-1.022453e-03	1.022453e-03
2.086914128687860e-01	5.193564e-01	5.194087e-01	-5.410215e-04	-5.410215e-04	5.410215e-04
2.096679753687860e-01	5.707811e-01	5.702530e-01	-8.959803e-06	-8.959803e-06	8.959803e-06
2.106445378687860e-01	6.200575e-01	6.189024e-01	5.716822e-04	5.716822e-04	-5.716822e-04
2.116211003687860e-01	6.670002e-01	6.651739e-01	1.198672e-03	1.198672e-03	-1.198672e-03
2.125976628687860e-01	7.114325e-01	7.088934e-01	1.869602e-03	1.869602e-03	-1.869602e-03
2.135742253687860e-01	7.531871e-01	7.498965e-01	2.581899e-03	2.581899e-03	-2.581899e-03
2.145507878687860e-01	7.921068e-01	7.880287e-01	3.332836e-03	3.332836e-03	-3.332836e-03
2.155273503687860e-01	8.280452e-01	8.231466e-01	4.119539e-03	4.119539e-03	-4.119539e-03
2.165039128687860e-01	8.608671e-01	8.551182e-01	4.939000e-03	4.939000e-03	-4.939000e-03
2.184570378687860e-01	9.166792e-01	9.091531e-01	6.663558e-03	6.663558e-03	-6.663558e-03
2.204101628687860e-01	9.587036e-01	9.493213e-01	8.480194e-03	8.480194e-03	-8.480194e-03
2.223632878687860e-01	9.863082e-01	9.750189e-01	1.036121e-02	1.036121e-02	-1.036121e-02
2.243164128687860e-01	9.990777e-01	9.858598e-01	1.227794e-02	1.227794e-02	-1.227794e-02
2.262695378687860e-01	9.968203e-01	9.816812e-01	1.420117e-02	1.420117e-02	-1.420117e-02
2.282226628687860e-01	9.795697e-01	9.625463e-01	1.610161e-02	1.610161e-02	-1.610161e-02
2.301757878687860e-01	9.475855e-01	9.287435e-01	1.795031e-02	1.795031e-02	-1.795031e-02
2.321289128687860e-01	9.013487e-01	8.807815e-01	1.971908e-02	1.971908e-02	-1.971908e-02
2.340820378687860e-01	8.415548e-01	8.193820e-01	2.138094e-02	2.138094e-02	-2.138094e-02
2.360351628687860e-01	7.691031e-01	7.454689e-01	2.291054e-02	2.291054e-02	-2.291054e-02
2.379882878687860e-01	6.850834e-01	6.601542e-01	2.428449e-02	2.428449e-02	-2.428449e-02
2.399414128687860e-01	5.907593e-01	5.647218e-01	2.548175e-02	2.548175e-02	-2.548175e-02
2.418945378687860e-01	4.875498e-01	4.606071e-01	2.648397e-02	2.648397e-02	-2.648397e-02
2.438476628687860e-01	3.770070e-01	3.493766e-01	2.727569e-02	2.727569e-02	-2.727569e-02
2.458007878687860e-01	2.607937e-01	2.327037e-01	2.784463e-02	2.784463e-02	-2.784463e-02
2.477539128687860e-01	1.406578e-01	1.123436e-01	2.818187e-02	2.818187e-02	-2.818187e-02
2.497070378687860e-01	1.840631e-02	-9.892991e-03	2.828198e-02	2.828198e-02	-2.828198e-02
2.516601628687860e-01	-1.041221e-01	-1.321672e-01	2.814309e-02	2.814309e-02	-2.814309e-02
2.536132878687860e-01	-2.250843e-01	-2.526394e-01	2.776692e-02	2.776692e-02	-2.776692e-02
2.555664128687860e-01	-3.426611e-01	-3.694974e-01	2.715876e-02	2.715876e-02	-2.715876e-02
2.575195378687860e-01	-4.550840e-01	-4.809831e-01	2.632740e-02	2.632740e-02	-2.632740e-02
2.594726628687860e-01	-5.606619e-01	-5.854194e-01	2.528498e-02	2.528498e-02	-2.528498e-02
2.614257878687860e-01	-6.578070e-01	-6.812348e-01	2.404682e-02	2.404682e-02	-2.404682e-02
2.633789128687860e-01	-7.450581e-01	-7.669882e-01	2.263118e-02	2.263118e-02	-2.263118e-02
2.653320378687860e-01	-8.211027e-01	-8.413892e-01	2.105900e-02	2.105900e-02	-2.105900e-02
2.672851628687860e-01	-8.847973e-01	-9.033183e-01	1.935356e-02	1.935356e-02	-1.935356e-02
2.692382878687860e-01	-9.351836e-01	-9.518439e-01	1.754016e-02	1.754016e-02	-1.754016e-02
2.711914128687860e-01	-9.715040e-01	-9.862356e-01	1.564571e-02	1.564571e-02	-1.564571e-02
2.731445378687860e-01	-9.932120e-01	-1.005976e+00	1.369835e-02	1.369835e-02	-1.369835e-02
2.750976628687860e-01	-9.999812e-01	-1.010767e+00	1.172702e-02	1.172702e-02	-1.172702e-02
2.770507878687860e-01	-9.917097e-01	-1.000538e+00	9.761000e-03	9.761000e-03	-9.761000e-03
2.790039128687860e-01	-9.685220e-01	-9.754402e-01	7.829520e-03	7.829520e-03	-7.829520e-03
2.809570378687860e-01	-9.307668e-01	-9.358523e-01	5.961273e-03	5.961273e-03	-5.961273e-03
2.819336003687860e-01	-9.065955e-01	-9.108021e-01	5.059581e-03	5.059581e-03	-5.059581e-03
2.829101628687860e-01	-8.790120e-01	-8.823689e-01	4.184004e-03	4.184004e-03	-4.184004e-03
2.838867253687860e-01	-8.481202e-01	-8.506598e-01	3.337795e-03	3.337795e-03	-3.337795e-03
2.848632878687860e-01	-8.140361e-01	-8.157942e-01	2.524094e-03	2.524094e-03	-2.524094e-03
2.858398503687860e-01	-7.768882e-01	-7.779031e-01	1.745919e-03	1.745919e-03	-1.745919e-03
2.868164128687860e-01	-7.368163e-01	-7.371292e-01	1.006156e-03	1.006156e-03	-1.006156e-03
2.877929753687860e-01	-6.939712e-01	-6.936257e-01	3.075449e-04	3.075449e-04	-3.075449e-04
2.887695378687860e-01	-6.485141e-01	-6.475565e-01	-3.473292e-04	-3.473292e-04	3.473292e-04
2.897461003687860e-01	-6.006162e-01	-5.990950e-01	-9.560451e-04	-9.560451e-04	9.560451e-04
2.907226628687860e-01	-5.504576e-01	-5.484233e-01	-1.516356e-03	-1.516356e-03	1.516356e-03
2.916992253687860e-01	-4.982273e-01	-4.957323e-01	-2.026195e-03	-2.026195e-03	2.026195e-03
2.926757878687860e-01	-4.441218e-01	-4.412202e-01	-2.483690e-03	-2.483690e-03	2.483690e-03
2.936523503687860e-01	-3.883447e-01	-3.850921e-01	-2.887160e-03	-2.887160e-03	2.887160e-03
2.946289128687860e-01	-3.311059e-01	-3.275592e-01	-3.235131e-03	-3.235131e-03	3.235131e-03
2.956054753687860e-01	-2.726209e-01	-2.688381e-01	-3.526337e-03	-3.526337e-03	3.526337e-03
2.965820378687860e-01	-2.131099e-01	-2.091497e-01	-3.759726e-03	-3.759726e-03	3.759726e-03
2.975586003687860e-01	-1.527968e-01	-1.487185e-01	-3.934463e-03	-3.934463e-03	3.934463e-03
2.985351628687860e-01	-9.190854e-02	-8.777212e-02	-4.049933e-03	-4.049933e-03	4.049933e-03
2.995117253687860e-01	-3.067439e-02	-2.653978e-02	-4.105745e-03	-4.105745e-03	4.105745e-03
3.004882878687860e-01	3.067522e-02	3.474809e-02	-4.101733e-03	-4.101733e-03	4.101733e-03
3.014648503687860e-01	9.190937e-02	9.586085e-02	-4.037956e-03	-4.037956e-03	4.037956e-03
3.024414128687860e-01	1.527976e-01	1.565685e-01	-3.914695e-03	-3.914695e-03	3.914695e-03
3.034179753687860e-01	2.131107e-01	2.166427e-01	-3.732459e-03	-3.732459e-03	3.732459e-03
3.043945378687860e-01	2.726218e-01	2.758572e-01	-3.491977e-03	-3.491977e-03	3.491977e-03
3.053711003687860e-01	3.311067e-01	3.339894e-01	-3.194198e-03	-3.194198e-03	3.194198e-03
3.063476628687860e-01	3.883454e-01	3.908203e-01	-2.840284e-03	-2.840284e-03	2.840284e-03
3.073242253687860e-01	4.441225e-01	4.461362e-01	-2.431611e-03	-2.431611e-03	2.431611e-03
3.083007878687860e-01	4.982280e-01	4.997290e-01	-1.969761e-03	-1.969761e-03	1.969761e-03
3.092773503687860e-01	5.504583e-01	5.513969e-01	-1.456514e-03	-1.456514e-03	1.456514e-03
3.102539128687860e-01	6.006168e-01	6.009455e-01	-8.938453e-04	-8.938453e-04	8.938453e-04
3.112304753687860e-01	6.485147e-01	6.481884e-01	-2.839161e-04	-2.839161e-04	2.839161e-04
3.122070378687860e-01	6.939718e-01	6.929479e-01	3.709356e-04	3.709356e-04	-3.709356e-04
3.131836003687860e-01	7.368168e-01	7.350553e-01	1.068202e-03	1.068202e-03	-1.068202e-03
3.141601628687860e-01	7.768887e-01	7.743526e-01	1.805216e-03	1.805216e-03	-1.805216e-03
3.151367253687860e-01	8.140365e-01	8.106915e-01	2.579161e-03	2.579161e-03	-2.579161e-03
3.161132878687860e-01	8.481206e-01	8.439355e-01	3.387082e-03	3.387082e-03	-3.387082e-03
3.170898503687860e-01	8.790124e-01	8.739594e-01	4.225894e-03	4.225894e-03	-4.225894e-03
3.190429753687860e-01	9.307671e-01	9.239080e-01	5.983290e-03	5.983290e-03	-5.983290e-03
3.209961003687860e-01	9.685222e-01	9.597863e-01	7.824577e-03	7.824577e-03	-7.824577e-03
3.229492253687860e-01	9.917098e-01	9.810550e-01	9.721721e-03	9.721721e-03	-9.721721e-03
3.249023503687860e-01	9.999812e-01	9.873944e-01	1.164585e-02	1.164585e-02	-1.164585e-02
3.268554753687860e-01	9.932119e-01	9.787097e-01	1.356768e-02	1.356768e-02	-1.356768e-02
3.288086003687860e-01	9.715038e-01	9.551317e-01	1.545797e-02	1.545797e-02	-1.545797e-02
3.307617253687860e-01	9.351833e-01	9.170154e-01	1.728795e-02	1.728795e-02	-1.728795e-02
3.327148503687860e-01	8.847969e-01	8.649346e-01	1.902976e-02	1.902976e-02	-1.902976e-02
3.346679753687860e-01	8.211023e-01	7.996728e-01	2.065687e-02	2.065687e-02	-2.065687e-02
3.366211003687860e-01	7.450575e-01	7.222120e-01	2.214446e-02	2.214446e-02	-2.214446e-02
3.385742253687860e-01	6.578064e-01	6.337175e-01	2.346984e-02	2.346984e-02	-2.346984e-02
3.405273503687860e-01	5.606613e-01	5.355209e-01	2.461272e-02	2.461272e-02	-2.461272e-02
3.424804753687860e-01	4.550832e-01	4.290994e-01	2.555560e-02	2.555560e-02	-2.555560e-02
3.444336003687860e-01	3.426603e-01	3.160540e-01	2.628394e-02	2.628394e-02	-2.628394e-02
3.463867253687860e-01	2.250835e-01	1.980852e-01	2.678647e-02	2.678647e-02	-2.678647e-02
3.483398503687860e-01	1.041212e-01	7.696795e-02	2.705530e-02	2.705530e-02	-2.705530e-02
3.493164128687860e-01	4.293784e-02	1.579687e-02	2.710057e-02	2.710057e-02	-2.710057e-02
3.512695378687860e-01	-7.968285e-02	-1.066196e-01	2.701176e-02	2.701176e-02	-2.701176e-02
3.532226628687860e-01	-2.011050e-01	-2.276008e-01	2.668503e-02	2.668503e-02	-2.668503e-02
3.551757878687860e-01	-3.195024e-01	-3.453268e-01	2.612497e-02	2.612497e-02	-2.612497e-02
3.571289128687860e-01	-4.330942e-01	-4.580263e-01	2.533968e-02	2.533968e-02	-2.533968e-02
3.590820378687860e-01	-5.401718e-01	-5.640042e-01	2.434063e-02	2.434063e-02	-2.434063e-02
3.610351628687860e-01	-6.391248e-01	-6.616659e-01	2.314254e-02	2.314254e-02	-2.314254e-02
3.629882878687860e-01	-7.284647e-01	-7.495423e-01	2.176308e-02	2.176308e-02	-2.176308e-02
3.649414128687860e-01	-8.068478e-01	-8.263113e-01	2.022269e-02	2.022269e-02	-2.022269e-02
3.668945378687860e-01	-8.730952e-01	-8.908179e-01	1.854421e-02	1.854421e-02	-1.854421e-02
3.688476628687860e-01	-9.262104e-01	-9.420915e-01	1.675256e-02	1.675256e-02	-1.675256e-02
3.708007878687860e-01	-9.653946e-01	-9.793605e-01	1.487436e-02	1.487436e-02	-1.487436e-02
3.727539128687860e-01	-9.900582e-01	-1.002064e+00	1.293754e-02	1.293754e-02	-1.293754e-02
3.747070378687860e-01	-9.998306e-01	-1.009861e+00	1.097092e-02	1.097092e-02	-1.097092e-02
3.766601628687860e-01	-9.945645e-01	-1.002632e+00	9.003738e-03	9.003738e-03	-9.003738e-03
3.786132878687860e-01	-9.743393e-01	-9.804878e-01	7.065276e-03	7.065276e-03	-7.065276e-03
