time	V(n002)	V(n001)	V(n003)	I(L1)	I(R1)	I(V2)	I(V1)
6.094470134703442e-01	5.593267e-01	1.559327e+00	5.641887e-01	9.946117e-01	9.946117e-01	-9.946117e-01	-9.946117e-01
6.114001384703442e-01	6.565923e-01	1.656592e+00	6.601680e-01	9.958065e-01	9.958065e-01	-9.958065e-01	-9.958065e-01
6.133532634703442e-01	7.439821e-01	1.743982e+00	7.461029e-01	9.971792e-01	9.971792e-01	-9.971792e-01	-9.971792e-01
6.153063884703442e-01	8.201818e-01	1.820182e+00	8.207013e-01	9.987088e-01	9.987088e-01	-9.987088e-01	-9.987088e-01
6.172595134703442e-01	8.840452e-01	1.884045e+00	8.828413e-01	1.000372e+00	1.000372e+00	-1.000372e+00	-1.000372e+00
6.192126384703442e-01	9.346117e-01	1.934612e+00	9.315886e-01	1.002144e+00	1.002144e+00	-1.002144e+00	-1.002144e+00
6.211657634703442e-01	9.711207e-01	1.971121e+00	9.662102e-01	1.003997e+00	1.003997e+00	-1.003997e+00	-1.003997e+00
6.231188884703442e-01	9.930233e-01	1.993023e+00	9.861856e-01	1.005903e+00	1.005903e+00	-1.005903e+00	-1.005903e+00
6.250720134703442e-01	9.999897e-01	1.999990e+00	9.912146e-01	1.007834e+00	1.007834e+00	-1.007834e+00	-1.007834e+00
6.270251384703442e-01	9.919155e-01	1.991915e+00	9.812219e-01	1.009760e+00	1.009760e+00	-1.009760e+00	-1.009760e+00
6.289782634703442e-01	9.689219e-01	1.968922e+00	9.563580e-01	1.011652e+00	1.011652e+00	-1.011652e+00	-1.011652e+00
6.309313884703442e-01	9.313548e-01	1.931355e+00	9.169970e-01	1.013481e+00	1.013481e+00	-1.013481e+00	-1.013481e+00
6.328845134703442e-01	8.797793e-01	1.879779e+00	8.637314e-01	1.015220e+00	1.015220e+00	-1.015220e+00	-1.015220e+00
6.348376384703442e-01	8.149711e-01	1.814971e+00	7.973624e-01	1.016842e+00	1.016842e+00	-1.016842e+00	-1.016842e+00
6.367907634703442e-01	7.379049e-01	1.737905e+00	7.188886e-01	1.018322e+00	1.018322e+00	-1.018322e+00	-1.018322e+00
6.387438884703442e-01	6.497400e-01	1.649740e+00	6.294906e-01	1.019638e+00	1.019638e+00	-1.019638e+00	-1.019638e+00
6.406970134703442e-01	5.518024e-01	1.551802e+00	5.305132e-01	1.020770e+00	1.020770e+00	-1.020770e+00	-1.020770e+00
6.426501384703442e-01	4.455651e-01	1.445565e+00	4.234455e-01	1.021701e+00	1.021701e+00	-1.021701e+00	-1.021701e+00
6.446032634703442e-01	3.326262e-01	1.332626e+00	3.098979e-01	1.022415e+00	1.022415e+00	-1.022415e+00	-1.022415e+00
6.465563884703442e-01	2.146842e-01	1.214684e+00	1.915787e-01	1.022903e+00	1.022903e+00	-1.022903e+00	-1.022903e+00
6.485095134703442e-01	9.351320e-02	1.093513e+00	7.026777e-02	1.023157e+00	1.023157e+00	-1.023157e+00	-1.023157e+00
6.514392009703442e-01	-9.030447e-02	9.096955e-01	-1.133108e-01	1.023091e+00	1.023091e+00	-1.023091e+00	-1.023091e+00
6.533923259703442e-01	-2.115359e-01	7.884641e-01	-2.340865e-01	1.022750e+00	1.022750e+00	-1.022750e+00	-1.022750e+00
6.553454509703442e-01	-3.295856e-01	6.704144e-01	-3.514509e-01	1.022175e+00	1.022175e+00	-1.022175e+00	-1.022175e+00
6.572985759703442e-01	-4.426780e-01	5.573220e-01	-4.636382e-01	1.021377e+00	1.021377e+00	-1.021377e+00	-1.021377e+00
6.592517009703442e-01	-5.491121e-01	4.508879e-01	-5.689608e-01	1.020365e+00	1.020365e+00	-1.020365e+00	-1.020365e+00
6.602282634703442e-01	-5.993275e-01	4.006725e-01	-6.185480e-01	1.019785e+00	1.019785e+00	-1.019785e+00	-1.019785e+00
6.612048259703442e-01	-6.472871e-01	3.527129e-01	-6.658344e-01	1.019156e+00	1.019156e+00	-1.019156e+00	-1.019156e+00
6.621813884703442e-01	-6.928105e-01	3.071895e-01	-7.106419e-01	1.018483e+00	1.018483e+00	-1.018483e+00	-1.018483e+00
6.631579509703442e-01	-7.357263e-01	2.642737e-01	-7.528018e-01	1.017768e+00	1.017768e+00	-1.017768e+00	-1.017768e+00
6.641345134703442e-01	-7.758730e-01	2.241270e-01	-7.921553e-01	1.017012e+00	1.017012e+00	-1.017012e+00	-1.017012e+00
6.651110759703442e-01	-8.130995e-01	1.869005e-01	-8.285544e-01	1.016220e+00	1.016220e+00	-1.016220e+00	-1.016220e+00
6.660876384703442e-01	-8.472657e-01	1.527344e-01	-8.618620e-01	1.015394e+00	1.015394e+00	-1.015394e+00	-1.015394e+00
6.670642009703442e-01	-8.782429e-01	1.217571e-01	-8.919528e-01	1.014536e+00	1.014536e+00	-1.014536e+00	-1.014536e+00
6.680407634703442e-01	-9.059146e-01	9.408540e-02	-9.187133e-01	1.013651e+00	1.013651e+00	-1.013651e+00	-1.013651e+00
6.690173259703442e-01	-9.301767e-01	6.982332e-02	-9.420430e-01	1.012742e+00	1.012742e+00	-1.012742e+00	-1.012742e+00
6.699938884703442e-01	-9.509378e-01	4.906221e-02	-9.618540e-01	1.011811e+00	1.011811e+00	-1.011811e+00	-1.011811e+00
6.709704509703442e-01	-9.681197e-01	3.188023e-02	-9.780716e-01	1.010863e+00	1.010863e+00	-1.010863e+00	-1.010863e+00
6.719470134703442e-01	-9.816580e-01	1.834203e-02	-9.906347e-01	1.009900e+00	1.009900e+00	-1.009900e+00	-1.009900e+00
6.729235759703442e-01	-9.915015e-01	8.498567e-03	-9.994962e-01	1.008928e+00	1.008928e+00	-1.008928e+00	-1.008928e+00
6.739001384703442e-01	-9.976131e-01	2.386893e-03	-1.004623e+00	1.007948e+00	1.007948e+00	-1.007948e+00	-1.007948e+00
6.748767009703442e-01	-9.999700e-01	3.000868e-05	-1.005995e+00	1.006965e+00	1.006965e+00	-1.006965e+00	-1.006965e+00
6.758532634703442e-01	-9.985632e-01	1.436786e-03	-1.003607e+00	1.005983e+00	1.005983e+00	-1.005983e+00	-1.005983e+00
6.768298259703442e-01	-9.933981e-01	6.601929e-03	-9.974685e-01	1.005005e+00	1.005005e+00	-1.005005e+00	-1.005005e+00
6.778063884703442e-01	-9.844940e-01	1.550600e-02	-9.876025e-01	1.004035e+00	1.004035e+00	-1.004035e+00	-1.004035e+00
6.787829509703442e-01	-9.718845e-01	2.811548e-02	-9.740461e-01	1.003076e+00	1.003076e+00	-1.003076e+00	-1.003076e+00
6.797595134703442e-01	-9.556171e-01	4.438292e-02	-9.568502e-01	1.002132e+00	1.002132e+00	-1.002132e+00	-1.002132e+00
6.807360759703442e-01	-9.357529e-01	6.424708e-02	-9.360794e-01	1.001207e+00	1.001207e+00	-1.001207e+00	-1.001207e+00
6.817126384703442e-01	-9.123668e-01	8.763321e-02	-9.118121e-01	1.000304e+00	1.000304e+00	-1.000304e+00	-1.000304e+00
6.826892009703442e-01	-8.855467e-01	1.144533e-01	-8.841393e-01	9.994258e-01	9.994258e-01	-9.994258e-01	-9.994258e-01
6.836657634703442e-01	-8.553936e-01	1.446063e-01	-8.531653e-01	9.985766e-01	9.985766e-01	-9.985766e-01	-9.985766e-01
6.846423259703442e-01	-8.220211e-01	1.779789e-01	-8.190067e-01	9.977591e-01	9.977591e-01	-9.977591e-01	-9.977591e-01
6.856188884703442e-01	-7.855546e-01	2.144454e-01	-7.817919e-01	9.969765e-01	9.969765e-01	-9.969765e-01	-9.969765e-01
6.865954509703442e-01	-7.461315e-01	2.538685e-01	-7.416611e-01	9.962316e-01	9.962316e-01	-9.962316e-01	-9.962316e-01
6.875720134703442e-01	-7.039001e-01	2.960999e-01	-6.987651e-01	9.955273e-01	9.955273e-01	-9.955273e-01	-9.955273e-01
6.885485759703442e-01	-6.590194e-01	3.409806e-01	-6.532655e-01	9.948662e-01	9.948662e-01	-9.948662e-01	-9.948662e-01
6.895251384703442e-01	-6.116582e-01	3.883418e-01	-6.053334e-01	9.942507e-01	9.942507e-01	-9.942507e-01	-9.942507e-01
6.914782634703442e-01	-5.102165e-01	4.897835e-01	-5.029019e-01	9.931654e-01	9.931654e-01	-9.931654e-01	-9.931654e-01
6.934313884703442e-01	-4.011006e-01	5.988994e-01	-3.930110e-01	9.922878e-01	9.922878e-01	-9.922878e-01	-9.922878e-01
6.953845134703442e-01	-2.859518e-01	7.140482e-01	-2.773134e-01	9.916307e-01	9.916307e-01	-9.916307e-01	-9.916307e-01
6.973376384703442e-01	-1.665020e-01	8.334979e-01	-1.575490e-01	9.912037e-01	9.912037e-01	-9.912037e-01	-9.912037e-01
6.992907634703442e-01	-4.454790e-02	9.554521e-01	-3.551899e-02	9.910130e-01	9.910130e-01	-9.910130e-01	-9.910130e-01
7.012438884703442e-01	7.807627e-02	1.078076e+00	8.694146e-02	9.910613e-01	9.910613e-01	-9.910613e-01	-9.910613e-01
7.031970134703442e-01	1.995261e-01	1.199526e+00	2.079906e-01	9.913477e-01	9.913477e-01	-9.913477e-01	-9.913477e-01
7.051501384703442e-01	3.179749e-01	1.317975e+00	3.258081e-01	9.918676e-01	9.918676e-01	-9.918676e-01	-9.918676e-01
7.071032634703442e-01	4.316410e-01	1.431641e+00	4.386220e-01	9.926128e-01	9.926128e-01	-9.926128e-01	-9.926128e-01
7.090563884703442e-01	5.388149e-01	1.538815e+00	5.447357e-01	9.935721e-01	9.935721e-01	-9.935721e-01	-9.935721e-01
7.110095134703442e-01	6.378844e-01	1.637884e+00	6.425534e-01	9.947308e-01	9.947308e-01	-9.947308e-01	-9.947308e-01
7.129626384703442e-01	7.273597e-01	1.727360e+00	7.306042e-01	9.960711e-01	9.960711e-01	-9.960711e-01	-9.960711e-01
7.149157634703442e-01	8.058947e-01	1.805895e+00	8.075637e-01	9.975727e-01	9.975727e-01	-9.975727e-01	-9.975727e-01
7.168688884703442e-01	8.723083e-01	1.872308e+00	8.722748e-01	9.992127e-01	9.992127e-01	-9.992127e-01	-9.992127e-01
7.188220134703442e-01	9.256016e-01	1.925602e+00	9.237642e-01	1.000966e+00	1.000966e+00	-1.000966e+00	-1.000966e+00
7.207751384703442e-01	9.649730e-01	1.964973e+00	9.612579e-01	1.002807e+00	1.002807e+00	-1.002807e+00	-1.002807e+00
7.227282634703442e-01	9.898303e-01	1.989830e+00	9.841921e-01	1.004707e+00	1.004707e+00	-1.004707e+00	-1.004707e+00
7.246813884703442e-01	9.997996e-01	1.999800e+00	9.922222e-01	1.006637e+00	1.006637e+00	-1.006637e+00	-1.006637e+00
7.266345134703442e-01	9.947310e-01	1.994731e+00	9.852273e-01	1.008568e+00	1.008568e+00	-1.008568e+00	-1.008568e+00
7.285876384703442e-01	9.747007e-01	1.974701e+00	9.633133e-01	1.010470e+00	1.010470e+00	-1.010470e+00	-1.010470e+00
7.305407634703442e-01	9.400101e-01	1.940010e+00	9.268096e-01	1.012316e+00	1.012316e+00	-1.012316e+00	-1.012316e+00
7.324938884703442e-01	8.911808e-01	1.891181e+00	8.762658e-01	1.014076e+00	1.014076e+00	-1.014076e+00	-1.014076e+00
7.344470134703442e-01	8.289473e-01	1.828947e+00	8.124421e-01	1.015725e+00	1.015725e+00	-1.015725e+00	-1.015725e+00
7.364001384703442e-01	7.542456e-01	1.754246e+00	7.362989e-01	1.017237e+00	1.017237e+00	-1.017237e+00	-1.017237e+00
7.383532634703442e-01	6.681995e-01	1.668200e+00	6.489815e-01	1.018589e+00	1.018589e+00	-1.018589e+00	-1.018589e+00
7.403063884703442e-01	5.721030e-01	1.572103e+00	5.518036e-01	1.019761e+00	1.019761e+00	-1.019761e+00	-1.019761e+00
7.422595134703442e-01	4.674015e-01	1.467402e+00	4.462271e-01	1.020735e+00	1.020735e+00	-1.020735e+00	-1.020735e+00
7.442126384703442e-01	3.556698e-01	1.355670e+00	3.338401e-01	1.021495e+00	1.021495e+00	-1.021495e+00	-1.021495e+00
7.461657634703442e-01	2.385886e-01	1.238589e+00	2.163332e-01	1.022031e+00	1.022031e+00	-1.022031e+00	-1.022031e+00
7.481188884703442e-01	1.179187e-01	1.117919e+00	9.547409e-02	1.022334e+00	1.022334e+00	-1.022334e+00	-1.022334e+00
7.500720134703442e-01	-4.524725e-03	9.954753e-01	-2.691917e-02	1.022399e+00	1.022399e+00	-1.022399e+00	-1.022399e+00
7.520251384703442e-01	-1.269001e-01	8.730999e-01	-1.490055e-01	1.022225e+00	1.022225e+00	-1.022225e+00	-1.022225e+00
7.539782634703442e-01	-2.473668e-01	7.526332e-01	-2.689483e-01	1.021814e+00	1.021814e+00	-1.021814e+00	-1.021814e+00
7.559313884703442e-01	-3.641129e-01	6.358871e-01	-3.849434e-01	1.021173e+00	1.021173e+00	-1.021173e+00	-1.021173e+00
7.578845134703442e-01	-4.753824e-01	5.246176e-01	-4.952458e-01	1.020311e+00	1.020311e+00	-1.020311e+00	-1.020311e+00
7.598376384703442e-01	-5.795016e-01	4.204984e-01	-5.981963e-01	1.019240e+00	1.019240e+00	-1.019240e+00	-1.019240e+00
7.608142009703442e-01	-6.283857e-01	3.716143e-01	-6.464256e-01	1.018631e+00	1.018631e+00	-1.018631e+00	-1.018631e+00
7.617907634703442e-01	-6.749047e-01	3.250953e-01	-6.922462e-01	1.017977e+00	1.017977e+00	-1.017977e+00	-1.017977e+00
7.627673259703442e-01	-7.188835e-01	2.811165e-01	-7.354855e-01	1.017278e+00	1.017278e+00	-1.017278e+00	-1.017278e+00
7.637438884703442e-01	-7.601565e-01	2.398435e-01	-7.759807e-01	1.016539e+00	1.016539e+00	-1.016539e+00	-1.016539e+00
7.647204509703442e-01	-7.985685e-01	2.014315e-01	-8.135794e-01	1.015762e+00	1.015762e+00	-1.015762e+00	-1.015762e+00
7.656970134703442e-01	-8.339749e-01	1.660251e-01	-8.481401e-01	1.014950e+00	1.014950e+00	-1.014950e+00	-1.014950e+00
7.666735759703442e-01	-8.662424e-01	1.337576e-01	-8.795326e-01	1.014105e+00	1.014105e+00	-1.014105e+00	-1.014105e+00
7.676501384703442e-01	-8.952495e-01	1.047505e-01	-9.076388e-01	1.013232e+00	1.013232e+00	-1.013232e+00	-1.013232e+00
7.686267009703442e-01	-9.208872e-01	7.911285e-02	-9.323529e-01	1.012332e+00	1.012332e+00	-1.012332e+00	-1.012332e+00
7.696032634703442e-01	-9.430588e-01	5.694124e-02	-9.535818e-01	1.011410e+00	1.011410e+00	-1.011410e+00	-1.011410e+00
7.705798259703442e-01	-9.616809e-01	3.831909e-02	-9.712456e-01	1.010470e+00	1.010470e+00	-1.010470e+00	-1.010470e+00
7.715563884703442e-01	-9.766835e-01	2.331649e-02	-9.852778e-01	1.009513e+00	1.009513e+00	-1.009513e+00	-1.009513e+00
7.725329509703442e-01	-9.880101e-01	1.198990e-02	-9.956254e-01	1.008545e+00	1.008545e+00	-1.008545e+00	-1.008545e+00
7.735095134703442e-01	-9.956180e-01	4.381960e-03	-1.002250e+00	1.007568e+00	1.007568e+00	-1.007568e+00	-1.007568e+00
7.744860759703442e-01	-9.994787e-01	5.213026e-04	-1.005126e+00	1.006587e+00	1.006587e+00	-1.006587e+00	-1.006587e+00
7.754626384703442e-01	-9.995775e-01	4.224571e-04	-1.004242e+00	1.005605e+00	1.005605e+00	-1.005605e+00	-1.005605e+00
7.764392009703442e-01	-9.959142e-01	4.085796e-03	-9.996030e-01	1.004626e+00	1.004626e+00	-1.004626e+00	-1.004626e+00
7.774157634703442e-01	-9.885024e-01	1.149753e-02	-9.912251e-01	1.003653e+00	1.003653e+00	-1.003653e+00	-1.003653e+00
7.783923259703442e-01	-9.773703e-01	2.262977e-02	-9.791403e-01	1.002690e+00	1.002690e+00	-1.002690e+00	-1.002690e+00
7.793688884703442e-01	-9.625594e-01	3.744060e-02	-9.633939e-01	1.001740e+00	1.001740e+00	-1.001740e+00	-1.001740e+00
7.803454509703442e-01	-9.441257e-01	5.587430e-02	-9.440452e-01	1.000808e+00	1.000808e+00	-1.000808e+00	-1.000808e+00
7.813220134703442e-01	-9.221385e-01	7.786147e-02	-9.211670e-01	9.998962e-01	9.998962e-01	-9.998962e-01	-9.998962e-01
7.822985759703442e-01	-8.966807e-01	1.033194e-01	-8.948454e-01	9.990085e-01	9.990085e-01	-9.990085e-01	-9.990085e-01
7.832751384703442e-01	-8.678479e-01	1.321521e-01	-8.651793e-01	9.981481e-01	9.981481e-01	-9.981481e-01	-9.981481e-01
7.842517009703442e-01	-8.357487e-01	1.642513e-01	-8.322805e-01	9.973183e-01	9.973183e-01	-9.973183e-01	-9.973183e-01
7.852282634703442e-01	-8.005039e-01	1.994961e-01	-7.962728e-01	9.965221e-01	9.965221e-01	-9.965221e-01	-9.965221e-01
7.862048259703442e-01	-7.622463e-01	2.377537e-01	-7.572916e-01	9.957626e-01	9.957626e-01	-9.957626e-01	-9.957626e-01
7.871813884703442e-01	-7.211197e-01	2.788803e-01	-7.154836e-01	9.950424e-01	9.950424e-01	-9.950424e-01	-9.950424e-01
7.881579509703442e-01	-6.772790e-01	3.227210e-01	-6.710062e-01	9.943645e-01	9.943645e-01	-9.943645e-01	-9.943645e-01
7.891345134703442e-01	-6.308891e-01	3.691109e-01	-6.240267e-01	9.937311e-01	9.937311e-01	-9.937311e-01	-9.937311e-01
7.901110759703442e-01	-5.821248e-01	4.178752e-01	-5.747219e-01	9.931449e-01	9.931449e-01	-9.931449e-01	-9.931449e-01
7.920642009703442e-01	-4.782149e-01	5.217851e-01	-4.698867e-01	9.921218e-01	9.921218e-01	-9.921218e-01	-9.921218e-01
7.940173259703442e-01	-3.671122e-01	6.328878e-01	-3.580773e-01	9.913106e-01	9.913106e-01	-9.913106e-01	-9.913106e-01
7.959704509703442e-01	-2.504877e-01	7.495123e-01	-2.409752e-01	9.907231e-01	9.907231e-01	-9.907231e-01	-9.907231e-01
7.979235759703442e-01	-1.300958e-01	8.699042e-01	-1.203414e-01	9.903680e-01	9.903680e-01	-9.903680e-01	-9.903680e-01
7.998767009703442e-01	-7.747029e-03	9.922529e-01	2.009836e-03	9.902504e-01	9.902504e-01	-9.902504e-01	-9.902504e-01
8.018298259703442e-01	1.147182e-01	1.114718e+00	1.242384e-01	9.903719e-01	9.903719e-01	-9.903719e-01	-9.903719e-01
8.037829509703442e-01	2.354580e-01	1.235458e+00	2.445060e-01	9.907304e-01	9.907304e-01	-9.907304e-01	-9.907304e-01
8.057360759703442e-01	3.526563e-01	1.352656e+00	3.610041e-01	9.913204e-01	9.913204e-01	-9.913204e-01	-9.913204e-01
8.076892009703442e-01	4.645503e-01	1.464550e+00	4.719805e-01	9.921327e-01	9.921327e-01	-9.921327e-01	-9.921327e-01
8.096423259703442e-01	5.694571e-01	1.569457e+00	5.757663e-01	9.931549e-01	9.931549e-01	-9.931549e-01	-9.931549e-01
8.115954509703442e-01	6.657986e-01	1.665799e+00	6.708007e-01	9.943715e-01	9.943715e-01	-9.943715e-01	-9.943715e-01
8.135485759703442e-01	7.521260e-01	1.752126e+00	7.556544e-01	9.957639e-01	9.957639e-01	-9.957639e-01	-9.957639e-01
8.155017009703442e-01	8.271406e-01	1.827141e+00	8.290514e-01	9.973110e-01	9.973110e-01	-9.973110e-01	-9.973110e-01
8.174548259703442e-01	8.897144e-01	1.889714e+00	8.898879e-01	9.989893e-01	9.989893e-01	-9.989893e-01	-9.989893e-01
8.194079509703442e-01	9.389059e-01	1.938906e+00	9.372491e-01	1.000773e+00	1.000773e+00	-1.000773e+00	-1.000773e+00
8.213610759703442e-01	9.739755e-01	1.973975e+00	9.704229e-01	1.002636e+00	1.002636e+00	-1.002636e+00	-1.002636e+00
8.233142009703442e-01	9.943955e-01	1.994395e+00	9.889105e-01	1.004549e+00	1.004549e+00	-1.004549e+00	-1.004549e+00
8.252673259703442e-01	9.998589e-01	1.999859e+00	9.924340e-01	1.006484e+00	1.006484e+00	-1.006484e+00	-1.006484e+00
8.272204509703442e-01	9.902835e-01	1.990284e+00	9.809406e-01	1.008411e+00	1.008411e+00	-1.008411e+00	-1.008411e+00
8.291735759703442e-01	9.658134e-01	1.965813e+00	9.546035e-01	1.010301e+00	1.010301e+00	-1.010301e+00	-1.010301e+00
8.311267009703442e-01	9.268165e-01	1.926816e+00	9.138189e-01	1.012125e+00	1.012125e+00	-1.012125e+00	-1.012125e+00
8.330798259703442e-01	8.738794e-01	1.873879e+00	8.592005e-01	1.013857e+00	1.013857e+00	-1.013857e+00	-1.013857e+00
8.350329509703442e-01	8.077983e-01	1.807798e+00	7.915699e-01	1.015468e+00	1.015468e+00	-1.015468e+00	-1.015468e+00
8.369860759703442e-01	7.295672e-01	1.729567e+00	7.119448e-01	1.016936e+00	1.016936e+00	-1.016936e+00	-1.016936e+00
8.389392009703442e-01	6.403628e-01	1.640363e+00	6.215228e-01	1.018237e+00	1.018237e+00	-1.018237e+00	-1.018237e+00
8.408923259703442e-01	5.415267e-01	1.541527e+00	5.216643e-01	1.019353e+00	1.019353e+00	-1.019353e+00	-1.019353e+00
8.428454509703442e-01	4.345455e-01	1.434546e+00	4.138712e-01	1.020265e+00	1.020265e+00	-1.020265e+00	-1.020265e+00
8.447985759703442e-01	3.210284e-01	1.321028e+00	2.997653e-01	1.020961e+00	1.020961e+00	-1.020961e+00	-1.020961e+00
8.467517009703442e-01	2.026826e-01	1.202683e+00	1.810630e-01	1.021429e+00	1.021429e+00	-1.021429e+00	-1.021429e+00
8.487048259703442e-01	8.128840e-02	1.081288e+00	5.954972e-02	1.021662e+00	1.021662e+00	-1.021662e+00	-1.021662e+00
8.506579509703442e-01	-4.132850e-02	9.586715e-01	-6.294650e-02	1.021657e+00	1.021657e+00	-1.021657e+00	-1.021657e+00
8.526110759703442e-01	-1.633238e-01	8.366762e-01	-1.845830e-01	1.021413e+00	1.021413e+00	-1.021413e+00	-1.021413e+00
8.545642009703442e-01	-2.828625e-01	7.171375e-01	-3.035302e-01	1.020934e+00	1.020934e+00	-1.020934e+00	-1.020934e+00
8.565173259703442e-01	-3.981467e-01	6.018533e-01	-4.179987e-01	1.020227e+00	1.020227e+00	-1.020227e+00	-1.020227e+00
8.584704509703442e-01	-5.074425e-01	4.925575e-01	-5.262666e-01	1.019302e+00	1.019302e+00	-1.019302e+00	-1.019302e+00
8.604235759703442e-01	-6.091058e-01	3.908942e-01	-6.267053e-01	1.018173e+00	1.018173e+00	-1.018173e+00	-1.018173e+00
8.614001384703442e-01	-6.565923e-01	3.434077e-01	-6.735112e-01	1.017537e+00	1.017537e+00	-1.017537e+00	-1.017537e+00
8.623767009703442e-01	-7.016076e-01	2.983924e-01	-7.178038e-01	1.016856e+00	1.016856e+00	-1.016856e+00	-1.016856e+00
8.633532634703442e-01	-7.439821e-01	2.560178e-01	-7.594162e-01	1.016134e+00	1.016134e+00	-1.016134e+00	-1.016134e+00
8.643298259703442e-01	-7.835566e-01	2.164434e-01	-7.981918e-01	1.015373e+00	1.015373e+00	-1.015373e+00	-1.015373e+00
8.653063884703442e-01	-8.201818e-01	1.798182e-01	-8.339847e-01	1.014575e+00	1.014575e+00	-1.014575e+00	-1.014575e+00
8.662829509703442e-01	-8.537201e-01	1.462799e-01	-8.666600e-01	1.013743e+00	1.013743e+00	-1.013743e+00	-1.013743e+00
8.672595134703442e-01	-8.840452e-01	1.159548e-01	-8.960948e-01	1.012882e+00	1.012882e+00	-1.012882e+00	-1.012882e+00
8.682360759703442e-01	-9.110429e-01	8.895709e-02	-9.221783e-01	1.011993e+00	1.011993e+00	-1.011993e+00	-1.011993e+00
8.692126384703442e-01	-9.346117e-01	6.538833e-02	-9.448123e-01	1.011080e+00	1.011080e+00	-1.011080e+00	-1.011080e+00
8.701892009703442e-01	-9.546628e-01	4.533723e-02	-9.639116e-01	1.010147e+00	1.010147e+00	-1.010147e+00	-1.010147e+00
8.711657634703442e-01	-9.711207e-01	2.887926e-02	-9.794042e-01	1.009197e+00	1.009197e+00	-1.009197e+00	-1.009197e+00
8.721423259703442e-01	-9.839236e-01	1.607637e-02	-9.912318e-01	1.008234e+00	1.008234e+00	-1.008234e+00	-1.008234e+00
8.731188884703442e-01	-9.930233e-01	6.976751e-03	-9.993500e-01	1.007261e+00	1.007261e+00	-1.007261e+00	-1.007261e+00
8.740954509703442e-01	-9.983854e-01	1.614645e-03	-1.003728e+00	1.006282e+00	1.006282e+00	-1.006282e+00	-1.006282e+00
8.750720134703442e-01	-9.999897e-01	1.023662e-05	-1.004349e+00	1.005301e+00	1.005301e+00	-1.005301e+00	-1.005301e+00
8.760485759703442e-01	-9.978305e-01	2.169564e-03	-1.001212e+00	1.004320e+00	1.004320e+00	-1.004320e+00	-1.004320e+00
8.770251384703442e-01	-9.919155e-01	8.084499e-03	-9.943271e-01	1.003345e+00	1.003345e+00	-1.003345e+00	-1.003345e+00
8.780017009703442e-01	-9.822672e-01	1.773278e-02	-9.837210e-01	1.002378e+00	1.002378e+00	-1.002378e+00	-1.002378e+00
8.789782634703442e-01	-9.689219e-01	3.107809e-02	-9.694336e-01	1.001423e+00	1.001423e+00	-1.001423e+00	-1.001423e+00
8.799548259703442e-01	-9.519298e-01	4.807021e-02	-9.515185e-01	1.000484e+00	1.000484e+00	-1.000484e+00	-1.000484e+00
8.809313884703442e-01	-9.313548e-01	6.864518e-02	-9.300432e-01	9.995648e-01	9.995648e-01	-9.995648e-01	-9.995648e-01
8.819079509703442e-01	-9.072744e-01	9.272555e-02	-9.050885e-01	9.986677e-01	9.986677e-01	-9.986677e-01	-9.986677e-01
8.828845134703442e-01	-8.797793e-01	1.202207e-01	-8.767482e-01	9.977967e-01	9.977967e-01	-9.977967e-01	-9.977967e-01
8.838610759703442e-01	-8.489729e-01	1.510271e-01	-8.451290e-01	9.969550e-01	9.969550e-01	-9.969550e-01	-9.969550e-01
8.848376384703442e-01	-8.149711e-01	1.850289e-01	-8.103499e-01	9.961457e-01	9.961457e-01	-9.961457e-01	-9.961457e-01
8.858142009703442e-01	-7.779019e-01	2.220981e-01	-7.725418e-01	9.953718e-01	9.953718e-01	-9.953718e-01	-9.953718e-01
8.867907634703442e-01	-7.379049e-01	2.620951e-01	-7.318469e-01	9.946363e-01	9.946363e-01	-9.946363e-01	-9.946363e-01
8.877673259703442e-01	-6.951306e-01	3.048694e-01	-6.884184e-01	9.939418e-01	9.939418e-01	-9.939418e-01	-9.939418e-01
8.887438884703442e-01	-6.497400e-01	3.502600e-01	-6.424196e-01	9.932910e-01	9.932910e-01	-9.932910e-01	-9.932910e-01
8.897204509703442e-01	-6.019039e-01	3.980961e-01	-5.940238e-01	9.926863e-01	9.926863e-01	-9.926863e-01	-9.926863e-01
8.916735759703442e-01	-4.996240e-01	5.003760e-01	-4.907779e-01	9.916240e-01	9.916240e-01	-9.916240e-01	-9.916240e-01
8.936267009703442e-01	-3.898293e-01	6.101707e-01	-3.802332e-01	9.907707e-01	9.907707e-01	-9.907707e-01	-9.907707e-01
8.955798259703442e-01	-2.741711e-01	7.258288e-01	-2.640522e-01	9.901390e-01	9.901390e-01	-9.901390e-01	-9.901390e-01
8.975329509703442e-01	-1.543892e-01	8.456107e-01	-1.439822e-01	9.897382e-01	9.897382e-01	-9.897382e-01	-9.897382e-01
8.994860759703442e-01	-3.228519e-02	9.677148e-01	-2.182902e-02	9.895742e-01	9.895742e-01	-9.895742e-01	-9.895742e-01
9.014392009703442e-01	9.030447e-02	1.090304e+00	1.005702e-01	9.896493e-01	9.896493e-01	-9.896493e-01	-9.896493e-01
9.033923259703442e-01	2.115359e-01	1.211536e+00	2.213748e-01	9.899620e-01	9.899620e-01	-9.899620e-01	-9.899620e-01
9.053454509703442e-01	3.295856e-01	1.329586e+00	3.387678e-01	9.905077e-01	9.905077e-01	-9.905077e-01	-9.905077e-01
