time	V(n002)	V(n001)	V(n003)	I(L1)	I(R1)	I(V2)	I(V1)
3.115954509703442e-01	6.657986e-01	1.665799e+00	6.662155e-01	9.989567e-01	9.989567e-01	-9.989567e-01	-9.989567e-01
3.135485759703442e-01	7.521260e-01	1.752126e+00	7.510781e-01	1.000340e+00	1.000340e+00	-1.000340e+00	-1.000340e+00
3.155017009703442e-01	8.271406e-01	1.827141e+00	8.244841e-01	1.001878e+00	1.001878e+00	-1.001878e+00	-1.001878e+00
3.174548259703442e-01	8.897144e-01	1.889714e+00	8.853295e-01	1.003548e+00	1.003548e+00	-1.003548e+00	-1.003548e+00
3.194079509703442e-01	9.389059e-01	1.938906e+00	9.326996e-01	1.005323e+00	1.005323e+00	-1.005323e+00	-1.005323e+00
3.213610759703442e-01	9.739755e-01	1.973975e+00	9.658823e-01	1.007177e+00	1.007177e+00	-1.007177e+00	-1.007177e+00
3.233142009703442e-01	9.943955e-01	1.994395e+00	9.843788e-01	1.009081e+00	1.009081e+00	-1.009081e+00	-1.009081e+00
3.252673259703442e-01	9.998589e-01	1.999859e+00	9.879111e-01	1.011007e+00	1.011007e+00	-1.011007e+00	-1.011007e+00
3.272204509703442e-01	9.902835e-01	1.990284e+00	9.764266e-01	1.012925e+00	1.012925e+00	-1.012925e+00	-1.012925e+00
3.291735759703442e-01	9.658134e-01	1.965813e+00	9.500982e-01	1.014806e+00	1.014806e+00	-1.014806e+00	-1.014806e+00
3.311267009703442e-01	9.268165e-01	1.926816e+00	9.093224e-01	1.016622e+00	1.016622e+00	-1.016622e+00	-1.016622e+00
3.330798259703442e-01	8.738794e-01	1.873879e+00	8.547128e-01	1.018344e+00	1.018344e+00	-1.018344e+00	-1.018344e+00
3.350329509703442e-01	8.077983e-01	1.807798e+00	7.870911e-01	1.019947e+00	1.019947e+00	-1.019947e+00	-1.019947e+00
3.369860759703442e-01	7.295672e-01	1.729567e+00	7.074746e-01	1.021406e+00	1.021406e+00	-1.021406e+00	-1.021406e+00
3.389392009703442e-01	6.403628e-01	1.640363e+00	6.170614e-01	1.022699e+00	1.022699e+00	-1.022699e+00	-1.022699e+00
3.408923259703442e-01	5.415267e-01	1.541527e+00	5.172116e-01	1.023806e+00	1.023806e+00	-1.023806e+00	-1.023806e+00
3.428454509703442e-01	4.345455e-01	1.434546e+00	4.094272e-01	1.024709e+00	1.024709e+00	-1.024709e+00	-1.024709e+00
3.447985759703442e-01	3.210284e-01	1.321028e+00	2.953300e-01	1.025396e+00	1.025396e+00	-1.025396e+00	-1.025396e+00
3.467517009703442e-01	2.026826e-01	1.202683e+00	1.766363e-01	1.025856e+00	1.025856e+00	-1.025856e+00	-1.025856e+00
3.487048259703442e-01	8.128840e-02	1.081288e+00	5.513170e-02	1.026080e+00	1.026080e+00	-1.026080e+00	-1.026080e+00
3.506579509703442e-01	-4.132850e-02	9.586715e-01	-6.735589e-02	1.026066e+00	1.026066e+00	-1.026066e+00	-1.026066e+00
3.526110759703442e-01	-1.633238e-01	8.366762e-01	-1.889838e-01	1.025814e+00	1.025814e+00	-1.025814e+00	-1.025814e+00
3.545642009703442e-01	-2.828625e-01	7.171375e-01	-3.079224e-01	1.025326e+00	1.025326e+00	-1.025326e+00	-1.025326e+00
3.565173259703442e-01	-3.981467e-01	6.018533e-01	-4.223823e-01	1.024610e+00	1.024610e+00	-1.024610e+00	-1.024610e+00
3.584704509703442e-01	-5.074425e-01	4.925575e-01	-5.306416e-01	1.023677e+00	1.023677e+00	-1.023677e+00	-1.023677e+00
3.604235759703442e-01	-6.091058e-01	3.908942e-01	-6.310717e-01	1.022539e+00	1.022539e+00	-1.022539e+00	-1.022539e+00
3.614001384703442e-01	-6.565923e-01	3.434077e-01	-6.778734e-01	1.021899e+00	1.021899e+00	-1.021899e+00	-1.021899e+00
3.623767009703442e-01	-7.016076e-01	2.983924e-01	-7.221618e-01	1.021214e+00	1.021214e+00	-1.021214e+00	-1.021214e+00
3.633532634703442e-01	-7.439821e-01	2.560178e-01	-7.637699e-01	1.020488e+00	1.020488e+00	-1.020488e+00	-1.020488e+00
3.643298259703442e-01	-7.835566e-01	2.164434e-01	-8.025413e-01	1.019722e+00	1.019722e+00	-1.019722e+00	-1.019722e+00
3.653063884703442e-01	-8.201818e-01	1.798182e-01	-8.383299e-01	1.018920e+00	1.018920e+00	-1.018920e+00	-1.018920e+00
3.662829509703442e-01	-8.537201e-01	1.462799e-01	-8.710009e-01	1.018084e+00	1.018084e+00	-1.018084e+00	-1.018084e+00
3.672595134703442e-01	-8.840452e-01	1.159548e-01	-9.004315e-01	1.017218e+00	1.017218e+00	-1.017218e+00	-1.017218e+00
3.682360759703442e-01	-9.110429e-01	8.895709e-02	-9.265108e-01	1.016325e+00	1.016325e+00	-1.016325e+00	-1.016325e+00
3.692126384703442e-01	-9.346117e-01	6.538833e-02	-9.491405e-01	1.015408e+00	1.015408e+00	-1.015408e+00	-1.015408e+00
3.701892009703442e-01	-9.546628e-01	4.533723e-02	-9.682356e-01	1.014471e+00	1.014471e+00	-1.014471e+00	-1.014471e+00
3.711657634703442e-01	-9.711207e-01	2.887926e-02	-9.837240e-01	1.013517e+00	1.013517e+00	-1.013517e+00	-1.013517e+00
3.721423259703442e-01	-9.839236e-01	1.607637e-02	-9.955474e-01	1.012550e+00	1.012550e+00	-1.012550e+00	-1.012550e+00
3.731188884703442e-01	-9.930233e-01	6.976751e-03	-1.003661e+00	1.011572e+00	1.011572e+00	-1.011572e+00	-1.011572e+00
3.740954509703442e-01	-9.983854e-01	1.614645e-03	-1.008035e+00	1.010589e+00	1.010589e+00	-1.010589e+00	-1.010589e+00
3.750720134703442e-01	-9.999897e-01	1.023662e-05	-1.008652e+00	1.009604e+00	1.009604e+00	-1.009604e+00	-1.009604e+00
3.760485759703442e-01	-9.978305e-01	2.169564e-03	-1.005511e+00	1.008619e+00	1.008619e+00	-1.008619e+00	-1.008619e+00
3.770251384703442e-01	-9.919155e-01	8.084499e-03	-9.986216e-01	1.007639e+00	1.007639e+00	-1.007639e+00	-1.007639e+00
3.780017009703442e-01	-9.822672e-01	1.773278e-02	-9.880114e-01	1.006668e+00	1.006668e+00	-1.006668e+00	-1.006668e+00
3.789782634703442e-01	-9.689219e-01	3.107809e-02	-9.737198e-01	1.005710e+00	1.005710e+00	-1.005710e+00	-1.005710e+00
3.799548259703442e-01	-9.519298e-01	4.807021e-02	-9.558005e-01	1.004766e+00	1.004766e+00	-1.004766e+00	-1.004766e+00
3.809313884703442e-01	-9.313548e-01	6.864518e-02	-9.343210e-01	1.003843e+00	1.003843e+00	-1.003843e+00	-1.003843e+00
3.819079509703442e-01	-9.072744e-01	9.272555e-02	-9.093621e-01	1.002941e+00	1.002941e+00	-1.002941e+00	-1.002941e+00
3.828845134703442e-01	-8.797793e-01	1.202207e-01	-8.810176e-01	1.002066e+00	1.002066e+00	-1.002066e+00	-1.002066e+00
3.838610759703442e-01	-8.489729e-01	1.510271e-01	-8.493943e-01	1.001220e+00	1.001220e+00	-1.001220e+00	-1.001220e+00
3.848376384703442e-01	-8.149711e-01	1.850289e-01	-8.146110e-01	1.000407e+00	1.000407e+00	-1.000407e+00	-1.000407e+00
3.858142009703442e-01	-7.779019e-01	2.220981e-01	-7.767987e-01	9.996287e-01	9.996287e-01	-9.996287e-01	-9.996287e-01
3.867907634703442e-01	-7.379049e-01	2.620951e-01	-7.360996e-01	9.988890e-01	9.988890e-01	-9.988890e-01	-9.988890e-01
3.877673259703442e-01	-6.951306e-01	3.048694e-01	-6.926669e-01	9.981904e-01	9.981904e-01	-9.981904e-01	-9.981904e-01
3.887438884703442e-01	-6.497400e-01	3.502600e-01	-6.466641e-01	9.975355e-01	9.975355e-01	-9.975355e-01	-9.975355e-01
3.897204509703442e-01	-6.019039e-01	3.980961e-01	-5.982642e-01	9.969266e-01	9.969266e-01	-9.969266e-01	-9.969266e-01
3.916735759703442e-01	-4.996240e-01	5.003760e-01	-4.950099e-01	9.958560e-01	9.958560e-01	-9.958560e-01	-9.958560e-01
3.936267009703442e-01	-3.898293e-01	6.101707e-01	-3.844569e-01	9.949945e-01	9.949945e-01	-9.949945e-01	-9.949945e-01
3.955798259703442e-01	-2.741711e-01	7.258288e-01	-2.682677e-01	9.943545e-01	9.943545e-01	-9.943545e-01	-9.943545e-01
3.975329509703442e-01	-1.543892e-01	8.456107e-01	-1.481895e-01	9.939455e-01	9.939455e-01	-9.939455e-01	-9.939455e-01
3.994860759703442e-01	-3.228519e-02	9.677148e-01	-2.602808e-02	9.937733e-01	9.937733e-01	-9.937733e-01	-9.937733e-01
4.014392009703442e-01	9.030447e-02	1.090304e+00	9.637939e-02	9.938401e-01	9.938401e-01	-9.938401e-01	-9.938401e-01
4.033923259703442e-01	2.115359e-01	1.211536e+00	2.171921e-01	9.941447e-01	9.941447e-01	-9.941447e-01	-9.941447e-01
4.053454509703442e-01	3.295856e-01	1.329586e+00	3.345933e-01	9.946821e-01	9.946821e-01	-9.946821e-01	-9.946821e-01
4.072985759703442e-01	4.426780e-01	1.442678e+00	4.468175e-01	9.954441e-01	9.954441e-01	-9.954441e-01	-9.954441e-01
4.092517009703442e-01	5.491121e-01	1.549112e+00	5.521769e-01	9.964186e-01	9.964186e-01	-9.964186e-01	-9.964186e-01
4.112048259703442e-01	6.472871e-01	1.647287e+00	6.490872e-01	9.975909e-01	9.975909e-01	-9.975909e-01	-9.975909e-01
4.131579509703442e-01	7.357263e-01	1.735726e+00	7.360911e-01	9.989429e-01	9.989429e-01	-9.989429e-01	-9.989429e-01
4.151110759703442e-01	8.130995e-01	1.813100e+00	8.118803e-01	1.000454e+00	1.000454e+00	-1.000454e+00	-1.000454e+00
4.170642009703442e-01	8.782429e-01	1.878243e+00	8.753151e-01	1.002101e+00	1.002101e+00	-1.002101e+00	-1.002101e+00
4.190173259703442e-01	9.301767e-01	1.930177e+00	9.254417e-01	1.003860e+00	1.003860e+00	-1.003860e+00	-1.003860e+00
4.209704509703442e-01	9.681197e-01	1.968120e+00	9.615067e-01	1.005702e+00	1.005702e+00	-1.005702e+00	-1.005702e+00
4.229235759703442e-01	9.915015e-01	1.991501e+00	9.829676e-01	1.007601e+00	1.007601e+00	-1.007601e+00	-1.007601e+00
4.248767009703442e-01	9.999700e-01	1.999970e+00	9.895021e-01	1.009527e+00	1.009527e+00	-1.009527e+00	-1.009527e+00
4.268298259703442e-01	9.933981e-01	1.993398e+00	9.810121e-01	1.011451e+00	1.011451e+00	-1.011451e+00	-1.011451e+00
4.287829509703442e-01	9.718845e-01	1.971884e+00	9.576258e-01	1.013344e+00	1.013344e+00	-1.013344e+00	-1.013344e+00
4.307360759703442e-01	9.357529e-01	1.935753e+00	9.196951e-01	1.015177e+00	1.015177e+00	-1.015177e+00	-1.015177e+00
4.326892009703442e-01	8.855467e-01	1.885547e+00	8.677909e-01	1.016923e+00	1.016923e+00	-1.016923e+00	-1.016923e+00
4.346423259703442e-01	8.220211e-01	1.822021e+00	8.026941e-01	1.018553e+00	1.018553e+00	-1.018553e+00	-1.018553e+00
4.365954509703442e-01	7.461315e-01	1.746131e+00	7.253842e-01	1.020045e+00	1.020045e+00	-1.020045e+00	-1.020045e+00
4.385485759703442e-01	6.590194e-01	1.659019e+00	6.370243e-01	1.021375e+00	1.021375e+00	-1.021375e+00	-1.021375e+00
4.405017009703442e-01	5.619950e-01	1.561995e+00	5.389437e-01	1.022522e+00	1.022522e+00	-1.022522e+00	-1.022522e+00
4.424548259703442e-01	4.565177e-01	1.456518e+00	4.326180e-01	1.023470e+00	1.023470e+00	-1.023470e+00	-1.023470e+00
4.444079509703442e-01	3.441739e-01	1.344174e+00	3.196466e-01	1.024204e+00	1.024204e+00	-1.024204e+00	-1.024204e+00
4.463610759703442e-01	2.266535e-01	1.226653e+00	2.017290e-01	1.024711e+00	1.024711e+00	-1.024711e+00	-1.024711e+00
4.483142009703442e-01	1.057239e-01	1.105724e+00	8.063927e-02	1.024985e+00	1.024985e+00	-1.024985e+00	-1.024985e+00
4.512438884703442e-01	-7.807627e-02	9.219237e-01	-1.029523e-01	1.024949e+00	1.024949e+00	-1.024949e+00	-1.024949e+00
4.531970134703442e-01	-1.995261e-01	8.004739e-01	-2.239663e-01	1.024628e+00	1.024628e+00	-1.024628e+00	-1.024628e+00
4.551501384703442e-01	-3.179749e-01	6.820251e-01	-3.417487e-01	1.024073e+00	1.024073e+00	-1.024073e+00	-1.024073e+00
4.571032634703442e-01	-4.316410e-01	5.683590e-01	-4.545275e-01	1.023293e+00	1.023293e+00	-1.023293e+00	-1.023293e+00
4.590563884703442e-01	-5.388149e-01	4.611851e-01	-5.606062e-01	1.022298e+00	1.022298e+00	-1.022298e+00	-1.022298e+00
4.600329509703442e-01	-5.894589e-01	4.105411e-01	-6.106298e-01	1.021726e+00	1.021726e+00	-1.021726e+00	-1.021726e+00
4.610095134703442e-01	-6.378844e-01	3.621156e-01	-6.583891e-01	1.021105e+00	1.021105e+00	-1.021105e+00	-1.021105e+00
4.619860759703442e-01	-6.839091e-01	3.160909e-01	-7.037044e-01	1.020439e+00	1.020439e+00	-1.020439e+00	-1.020439e+00
4.629626384703442e-01	-7.273597e-01	2.726403e-01	-7.464049e-01	1.019730e+00	1.019730e+00	-1.019730e+00	-1.019730e+00
4.639392009703442e-01	-7.680726e-01	2.319274e-01	-7.863302e-01	1.018980e+00	1.018980e+00	-1.018980e+00	-1.018980e+00
4.649157634703442e-01	-8.058947e-01	1.941053e-01	-8.233297e-01	1.018193e+00	1.018193e+00	-1.018193e+00	-1.018193e+00
4.658923259703442e-01	-8.406836e-01	1.593164e-01	-8.572643e-01	1.017372e+00	1.017372e+00	-1.017372e+00	-1.017372e+00
4.668688884703442e-01	-8.723083e-01	1.276917e-01	-8.880061e-01	1.016519e+00	1.016519e+00	-1.016519e+00	-1.016519e+00
4.678454509703442e-01	-9.006499e-01	9.935012e-02	-9.154394e-01	1.015637e+00	1.015637e+00	-1.015637e+00	-1.015637e+00
4.688220134703442e-01	-9.256016e-01	7.439839e-02	-9.394610e-01	1.014730e+00	1.014730e+00	-1.014730e+00	-1.014730e+00
4.697985759703442e-01	-9.470696e-01	5.293041e-02	-9.599802e-01	1.013802e+00	1.013802e+00	-1.013802e+00	-1.013802e+00
4.707751384703442e-01	-9.649730e-01	3.502700e-02	-9.769201e-01	1.012855e+00	1.012855e+00	-1.012855e+00	-1.012855e+00
4.717517009703442e-01	-9.792445e-01	2.075552e-02	-9.902166e-01	1.011894e+00	1.011894e+00	-1.011894e+00	-1.011894e+00
4.727282634703442e-01	-9.898303e-01	1.016970e-02	-9.998198e-01	1.010921e+00	1.010921e+00	-1.010921e+00	-1.010921e+00
4.737048259703442e-01	-9.966906e-01	3.309377e-03	-1.005693e+00	1.009941e+00	1.009941e+00	-1.009941e+00	-1.009941e+00
4.746813884703442e-01	-9.997996e-01	2.003725e-04	-1.007815e+00	1.008957e+00	1.008957e+00	-1.008957e+00	-1.008957e+00
4.756579509703442e-01	-9.991456e-01	8.543876e-04	-1.006178e+00	1.007972e+00	1.007972e+00	-1.007972e+00	-1.007972e+00
4.766345134703442e-01	-9.947310e-01	5.268961e-03	-1.000786e+00	1.006991e+00	1.006991e+00	-1.006991e+00	-1.006991e+00
4.776110759703442e-01	-9.865725e-01	1.342748e-02	-9.916615e-01	1.006017e+00	1.006017e+00	-1.006017e+00	-1.006017e+00
4.785876384703442e-01	-9.747007e-01	2.529923e-02	-9.788378e-01	1.005054e+00	1.005054e+00	-1.005054e+00	-1.005054e+00
4.795642009703442e-01	-9.591604e-01	4.083954e-02	-9.623633e-01	1.004105e+00	1.004105e+00	-1.004105e+00	-1.004105e+00
4.805407634703442e-01	-9.400101e-01	5.998991e-02	-9.423000e-01	1.003174e+00	1.003174e+00	-1.003174e+00	-1.003174e+00
4.815173259703442e-01	-9.173217e-01	8.267827e-02	-9.187233e-01	1.002265e+00	1.002265e+00	-1.002265e+00	-1.002265e+00
4.824938884703442e-01	-8.911808e-01	1.088192e-01	-8.917220e-01	1.001380e+00	1.001380e+00	-1.001380e+00	-1.001380e+00
4.834704509703442e-01	-8.616856e-01	1.383144e-01	-8.613976e-01	1.000523e+00	1.000523e+00	-1.000523e+00	-1.000523e+00
4.844470134703442e-01	-8.289473e-01	1.710527e-01	-8.278642e-01	9.996969e-01	9.996969e-01	-9.996969e-01	-9.996969e-01
4.854235759703442e-01	-7.930890e-01	2.069110e-01	-7.912481e-01	9.989054e-01	9.989054e-01	-9.989054e-01	-9.989054e-01
4.864001384703442e-01	-7.542456e-01	2.457543e-01	-7.516869e-01	9.981510e-01	9.981510e-01	-9.981510e-01	-9.981510e-01
4.873767009703442e-01	-7.125635e-01	2.874365e-01	-7.093297e-01	9.974366e-01	9.974366e-01	-9.974366e-01	-9.974366e-01
4.883532634703442e-01	-6.681995e-01	3.318005e-01	-6.643357e-01	9.967649e-01	9.967649e-01	-9.967649e-01	-9.967649e-01
4.893298259703442e-01	-6.213205e-01	3.786795e-01	-6.168742e-01	9.961383e-01	9.961383e-01	-9.961383e-01	-9.961383e-01
4.912829509703442e-01	-5.207322e-01	4.792678e-01	-5.152720e-01	9.950297e-01	9.950297e-01	-9.950297e-01	-9.950297e-01
4.932360759703442e-01	-4.123116e-01	5.876884e-01	-4.060509e-01	9.941273e-01	9.941273e-01	-9.941273e-01	-9.941273e-01
4.951892009703442e-01	-2.976894e-01	7.023106e-01	-2.908534e-01	9.934441e-01	9.934441e-01	-9.934441e-01	-9.934441e-01
4.971423259703442e-01	-1.785897e-01	8.214102e-01	-1.714120e-01	9.929904e-01	9.929904e-01	-9.929904e-01	-9.929904e-01
4.990954509703442e-01	-5.680390e-02	9.431961e-01	-4.952291e-02	9.927725e-01	9.927725e-01	-9.927725e-01	-9.927725e-01
5.010485759703442e-01	6.583632e-02	1.065836e+00	7.298090e-02	9.927934e-01	9.927934e-01	-9.927934e-01	-9.927934e-01
5.030017009703442e-01	1.874863e-01	1.187486e+00	1.942571e-01	9.930528e-01	9.930528e-01	-9.930528e-01	-9.930528e-01
5.049548259703442e-01	3.063163e-01	1.306316e+00	3.124819e-01	9.935462e-01	9.935462e-01	-9.935462e-01	-9.935462e-01
5.069079509703442e-01	4.205390e-01	1.420539e+00	4.258773e-01	9.942660e-01	9.942660e-01	-9.942660e-01	-9.942660e-01
5.088610759703442e-01	5.284365e-01	1.528436e+00	5.327381e-01	9.952011e-01	9.952011e-01	-9.952011e-01	-9.952011e-01
5.108142009703442e-01	6.283857e-01	1.628386e+00	6.314573e-01	9.963371e-01	9.963371e-01	-9.963371e-01	-9.963371e-01
5.127673259703442e-01	7.188835e-01	1.718884e+00	7.205503e-01	9.976568e-01	9.976568e-01	-9.976568e-01	-9.976568e-01
5.147204509703442e-01	7.985685e-01	1.798568e+00	7.986773e-01	9.991398e-01	9.991398e-01	-9.991398e-01	-9.991398e-01
5.166735759703442e-01	8.662424e-01	1.866242e+00	8.646635e-01	1.000764e+00	1.000764e+00	-1.000764e+00	-1.000764e+00
5.186267009703442e-01	9.208872e-01	1.920887e+00	9.175167e-01	1.002504e+00	1.002504e+00	-1.002504e+00	-1.002504e+00
5.205798259703442e-01	9.616809e-01	1.961681e+00	9.564422e-01	1.004334e+00	1.004334e+00	-1.004334e+00	-1.004334e+00
5.225329509703442e-01	9.880101e-01	1.988010e+00	9.808550e-01	1.006225e+00	1.006225e+00	-1.006225e+00	-1.006225e+00
5.244860759703442e-01	9.994787e-01	1.999479e+00	9.903879e-01	1.008150e+00	1.008150e+00	-1.008150e+00	-1.008150e+00
5.264392009703442e-01	9.959142e-01	1.995914e+00	9.848979e-01	1.010079e+00	1.010079e+00	-1.010079e+00	-1.010079e+00
5.283923259703442e-01	9.773703e-01	1.977370e+00	9.644679e-01	1.011983e+00	1.011983e+00	-1.011983e+00	-1.011983e+00
5.303454509703442e-01	9.441257e-01	1.944126e+00	9.294053e-01	1.013832e+00	1.013832e+00	-1.013832e+00	-1.013832e+00
5.322985759703442e-01	8.966807e-01	1.896681e+00	8.802380e-01	1.015599e+00	1.015599e+00	-1.015599e+00	-1.015599e+00
5.342517009703442e-01	8.357487e-01	1.835749e+00	8.177056e-01	1.017257e+00	1.017257e+00	-1.017257e+00	-1.017257e+00
5.362048259703442e-01	7.622463e-01	1.762246e+00	7.427490e-01	1.018780e+00	1.018780e+00	-1.018780e+00	-1.018780e+00
5.381579509703442e-01	6.772790e-01	1.677279e+00	6.564959e-01	1.020146e+00	1.020146e+00	-1.020146e+00	-1.020146e+00
5.401110759703442e-01	5.821248e-01	1.582125e+00	5.602438e-01	1.021333e+00	1.021333e+00	-1.021333e+00	-1.021333e+00
5.420642009703442e-01	4.782149e-01	1.478215e+00	4.554409e-01	1.022324e+00	1.022324e+00	-1.022324e+00	-1.022324e+00
5.440173259703442e-01	3.671122e-01	1.367112e+00	3.436636e-01	1.023103e+00	1.023103e+00	-1.023103e+00	-1.023103e+00
5.459704509703442e-01	2.504877e-01	1.250488e+00	2.265935e-01	1.023659e+00	1.023659e+00	-1.023659e+00	-1.023659e+00
5.479235759703442e-01	1.300958e-01	1.130096e+00	1.059917e-01	1.023982e+00	1.023982e+00	-1.023982e+00	-1.023982e+00
5.498767009703442e-01	7.747029e-03	1.007747e+00	-1.632757e-02	1.024067e+00	1.024067e+00	-1.024067e+00	-1.024067e+00
5.518298259703442e-01	-1.147182e-01	8.852817e-01	-1.385242e-01	1.023914e+00	1.023914e+00	-1.023914e+00	-1.023914e+00
5.537829509703442e-01	-2.354580e-01	7.645420e-01	-2.587601e-01	1.023524e+00	1.023524e+00	-1.023524e+00	-1.023524e+00
5.557360759703442e-01	-3.526563e-01	6.473437e-01	-3.752264e-01	1.022902e+00	1.022902e+00	-1.022902e+00	-1.022902e+00
5.576892009703442e-01	-4.645503e-01	5.354497e-01	-4.861712e-01	1.022058e+00	1.022058e+00	-1.022058e+00	-1.022058e+00
5.596423259703442e-01	-5.694571e-01	4.305429e-01	-5.899253e-01	1.021004e+00	1.021004e+00	-1.021004e+00	-1.021004e+00
5.606188884703442e-01	-6.187924e-01	3.812076e-01	-6.386133e-01	1.020403e+00	1.020403e+00	-1.020403e+00	-1.020403e+00
5.615954509703442e-01	-6.657986e-01	3.342014e-01	-6.849282e-01	1.019756e+00	1.019756e+00	-1.019756e+00	-1.019756e+00
5.625720134703442e-01	-7.102990e-01	2.897010e-01	-7.286954e-01	1.019065e+00	1.019065e+00	-1.019065e+00	-1.019065e+00
5.635485759703442e-01	-7.521260e-01	2.478740e-01	-7.697504e-01	1.018332e+00	1.018332e+00	-1.018332e+00	-1.018332e+00
5.645251384703442e-01	-7.911221e-01	2.088779e-01	-8.079385e-01	1.017561e+00	1.017561e+00	-1.017561e+00	-1.017561e+00
5.655017009703442e-01	-8.271406e-01	1.728594e-01	-8.431159e-01	1.016754e+00	1.016754e+00	-1.016754e+00	-1.016754e+00
5.664782634703442e-01	-8.600460e-01	1.399540e-01	-8.751503e-01	1.015914e+00	1.015914e+00	-1.015914e+00	-1.015914e+00
5.674548259703442e-01	-8.897144e-01	1.102857e-01	-9.039211e-01	1.015044e+00	1.015044e+00	-1.015044e+00	-1.015044e+00
5.684313884703442e-01	-9.160340e-01	8.396599e-02	-9.293198e-01	1.014148e+00	1.014148e+00	-1.014148e+00	-1.014148e+00
5.694079509703442e-01	-9.389059e-01	6.109409e-02	-9.512510e-01	1.013229e+00	1.013229e+00	-1.013229e+00	-1.013229e+00
5.703845134703442e-01	-9.582440e-01	4.175600e-02	-9.696320e-01	1.012290e+00	1.012290e+00	-1.012290e+00	-1.012290e+00
5.713610759703442e-01	-9.739755e-01	2.602453e-02	-9.843935e-01	1.011335e+00	1.011335e+00	-1.011335e+00	-1.011335e+00
5.723376384703442e-01	-9.860411e-01	1.395889e-02	-9.954801e-01	1.010367e+00	1.010367e+00	-1.010367e+00	-1.010367e+00
5.733142009703442e-01	-9.943955e-01	5.604479e-03	-1.002850e+00	1.009390e+00	1.009390e+00	-1.009390e+00	-1.009390e+00
5.742907634703442e-01	-9.990072e-01	9.927504e-04	-1.006475e+00	1.008408e+00	1.008408e+00	-1.008408e+00	-1.008408e+00
5.752673259703442e-01	-9.998589e-01	1.410593e-04	-1.006342e+00	1.007424e+00	1.007424e+00	-1.007424e+00	-1.007424e+00
5.762438884703442e-01	-9.969474e-01	3.052612e-03	-1.002452e+00	1.006442e+00	1.006442e+00	-1.006442e+00	-1.006442e+00
5.772204509703442e-01	-9.902835e-01	9.716448e-03	-9.948179e-01	1.005466e+00	1.005466e+00	-1.005466e+00	-1.005466e+00
5.781970134703442e-01	-9.798925e-01	2.010749e-02	-9.834697e-01	1.004499e+00	1.004499e+00	-1.004499e+00	-1.004499e+00
5.791735759703442e-01	-9.658134e-01	3.418662e-02	-9.684497e-01	1.003545e+00	1.003545e+00	-1.003545e+00	-1.003545e+00
5.801501384703442e-01	-9.480991e-01	5.190086e-02	-9.498144e-01	1.002607e+00	1.002607e+00	-1.002607e+00	-1.002607e+00
5.811267009703442e-01	-9.268165e-01	7.318353e-02	-9.276341e-01	1.001690e+00	1.001690e+00	-1.001690e+00	-1.001690e+00
5.821032634703442e-01	-9.020455e-01	9.795453e-02	-9.019921e-01	1.000795e+00	1.000795e+00	-1.000795e+00	-1.000795e+00
5.830798259703442e-01	-8.738794e-01	1.261206e-01	-8.729848e-01	9.999278e-01	9.999278e-01	-9.999278e-01	-9.999278e-01
5.840563884703442e-01	-8.424242e-01	1.575758e-01	-8.407215e-01	9.990900e-01	9.990900e-01	-9.990900e-01	-9.990900e-01
5.850329509703442e-01	-8.077983e-01	1.922017e-01	-8.053235e-01	9.982853e-01	9.982853e-01	-9.982853e-01	-9.982853e-01
5.860095134703442e-01	-7.701321e-01	2.298679e-01	-7.669240e-01	9.975166e-01	9.975166e-01	-9.975166e-01	-9.975166e-01
5.869860759703442e-01	-7.295672e-01	2.704328e-01	-7.256676e-01	9.967868e-01	9.967868e-01	-9.967868e-01	-9.967868e-01
5.879626384703442e-01	-6.862565e-01	3.137435e-01	-6.817094e-01	9.960986e-01	9.960986e-01	-9.960986e-01	-9.960986e-01
5.889392009703442e-01	-6.403628e-01	3.596372e-01	-6.352149e-01	9.954547e-01	9.954547e-01	-9.954547e-01	-9.954547e-01
5.899157634703442e-01	-5.920589e-01	4.079411e-01	-5.863590e-01	9.948572e-01	9.948572e-01	-9.948572e-01	-9.948572e-01
5.918688884703442e-01	-4.889562e-01	5.110437e-01	-4.823068e-01	9.938107e-01	9.938107e-01	-9.938107e-01	-9.938107e-01
5.938220134703442e-01	-3.784992e-01	6.215008e-01	-3.711176e-01	9.929746e-01	9.929746e-01	-9.929746e-01	-9.929746e-01
5.957751384703442e-01	-2.623492e-01	7.376508e-01	-2.544635e-01	9.923611e-01	9.923611e-01	-9.923611e-01	-9.923611e-01
5.977282634703442e-01	-1.422532e-01	8.577468e-01	-1.340988e-01	9.919794e-01	9.919794e-01	-9.919794e-01	-9.919794e-01
5.996813884703442e-01	-2.001762e-02	9.799824e-01	-1.183361e-02	9.918348e-01	9.918348e-01	-9.918348e-01	-9.918348e-01
6.016345134703442e-01	1.025191e-01	1.102519e+00	1.104933e-01	9.919293e-01	9.919293e-01	-9.919293e-01	-9.919293e-01
6.035876384703442e-01	2.235138e-01	1.223514e+00	2.310422e-01	9.922613e-01	9.922613e-01	-9.922613e-01	-9.922613e-01
6.055407634703442e-01	3.411466e-01	1.341147e+00	3.480003e-01	9.928254e-01	9.928254e-01	-9.928254e-01	-9.928254e-01
6.074938884703442e-01	4.536483e-01	1.453648e+00	4.596086e-01	9.936128e-01	9.936128e-01	-9.936128e-01	-9.936128e-01
