time	V(n002)	I(L1)	I(I1)	I(V1)
4.635742253613144e-01	-7.531871e-01	2.635913e-02	1.000000e+00	-1.026359e+00
4.655273503613144e-01	-8.280452e-01	2.481491e-02	1.000000e+00	-1.024815e+00
4.674804753613144e-01	-8.904489e-01	2.313664e-02	1.000000e+00	-1.023137e+00
4.694336003613144e-01	-9.394594e-01	2.134958e-02	1.000000e+00	-1.021350e+00
4.713867253613144e-01	-9.743395e-01	1.948059e-02	1.000000e+00	-1.019481e+00
4.733398503613144e-01	-9.945646e-01	1.755779e-02	1.000000e+00	-1.017558e+00
4.752929753613144e-01	-9.998306e-01	1.561011e-02	1.000000e+00	-1.015610e+00
4.772461003613144e-01	-9.900581e-01	1.366683e-02	1.000000e+00	-1.013667e+00
4.791992253613144e-01	-9.653943e-01	1.175718e-02	1.000000e+00	-1.011757e+00
4.811523503613144e-01	-9.262101e-01	9.909885e-03	1.000000e+00	-1.009910e+00
4.831054753613144e-01	-8.730948e-01	8.152733e-03	1.000000e+00	-1.008153e+00
4.850586003613144e-01	-8.068473e-01	6.512148e-03	1.000000e+00	-1.006512e+00
4.860351628613144e-01	-7.691031e-01	5.743360e-03	1.000000e+00	-1.005743e+00
4.870117253613144e-01	-7.284641e-01	5.012808e-03	1.000000e+00	-1.005013e+00
4.879882878613144e-01	-6.850834e-01	4.323245e-03	1.000000e+00	-1.004323e+00
4.889648503613144e-01	-6.391242e-01	3.677263e-03	1.000000e+00	-1.003677e+00
4.899414128613144e-01	-5.907593e-01	3.077296e-03	1.000000e+00	-1.003077e+00
4.909179753613144e-01	-5.401711e-01	2.525601e-03	1.000000e+00	-1.002526e+00
4.918945378613144e-01	-4.875498e-01	2.024254e-03	1.000000e+00	-1.002024e+00
4.928711003613144e-01	-4.330935e-01	1.575142e-03	1.000000e+00	-1.001575e+00
4.938476628613144e-01	-3.770070e-01	1.179956e-03	1.000000e+00	-1.001180e+00
4.948242253613144e-01	-3.195016e-01	8.401833e-04	1.000000e+00	-1.000840e+00
4.958007878613144e-01	-2.607937e-01	5.571019e-04	1.000000e+00	-1.000557e+00
4.967773503613144e-01	-2.011042e-01	3.317775e-04	1.000000e+00	-1.000332e+00
4.977539128613144e-01	-1.406578e-01	1.650583e-04	1.000000e+00	-1.000165e+00
4.987304753613144e-01	-7.968202e-02	5.757161e-05	1.000000e+00	-1.000058e+00
4.997070378613144e-01	-1.840631e-02	9.721952e-06	1.000000e+00	-1.000010e+00
5.006836003613144e-01	4.293867e-02	2.168935e-05	1.000000e+00	-1.000022e+00
5.016601628613144e-01	1.041221e-01	9.342872e-05	1.000000e+00	-1.000093e+00
5.026367253613144e-01	1.649135e-01	2.246700e-04	1.000000e+00	-1.000225e+00
5.036132878613144e-01	2.250843e-01	4.149191e-04	1.000000e+00	-1.000415e+00
5.045898503613144e-01	2.844079e-01	6.634600e-04	1.000000e+00	-1.000664e+00
5.055664128613144e-01	3.426611e-01	9.693571e-04	1.000000e+00	-1.000969e+00
5.065429753613144e-01	3.996246e-01	1.331459e-03	1.000000e+00	-1.001331e+00
5.075195378613144e-01	4.550840e-01	1.748403e-03	1.000000e+00	-1.001748e+00
5.084961003613144e-01	5.088305e-01	2.218620e-03	1.000000e+00	-1.002219e+00
5.094726628613144e-01	5.606619e-01	2.740339e-03	1.000000e+00	-1.002740e+00
5.104492253613144e-01	6.103832e-01	3.311597e-03	1.000000e+00	-1.003312e+00
5.114257878613144e-01	6.578070e-01	3.930245e-03	1.000000e+00	-1.003930e+00
5.124023503613144e-01	7.027550e-01	4.593953e-03	1.000000e+00	-1.004594e+00
5.133789128613144e-01	7.450581e-01	5.300222e-03	1.000000e+00	-1.005300e+00
5.143554753613144e-01	7.845569e-01	6.046396e-03	1.000000e+00	-1.006046e+00
5.163086003613144e-01	8.545582e-01	7.647083e-03	1.000000e+00	-1.007647e+00
5.182617253613144e-01	9.117062e-01	9.371935e-03	1.000000e+00	-1.009372e+00
5.202148503613144e-01	9.551413e-01	1.119501e-02	1.000000e+00	-1.011195e+00
5.221679753613144e-01	9.842102e-01	1.308889e-02	1.000000e+00	-1.013089e+00
5.241211003613144e-01	9.984756e-01	1.502508e-02	1.000000e+00	-1.015025e+00
5.260742253613144e-01	9.977230e-01	1.697446e-02	1.000000e+00	-1.016974e+00
5.280273503613144e-01	9.819638e-01	1.890771e-02	1.000000e+00	-1.018908e+00
5.299804753613144e-01	9.514349e-01	2.079576e-02	1.000000e+00	-1.020796e+00
5.319336003613144e-01	9.065955e-01	2.261020e-02	1.000000e+00	-1.022610e+00
5.338867253613144e-01	8.481202e-01	2.432375e-02	1.000000e+00	-1.024324e+00
5.358398503613144e-01	7.768882e-01	2.591062e-02	1.000000e+00	-1.025911e+00
5.377929753613144e-01	6.939712e-01	2.734696e-02	1.000000e+00	-1.027347e+00
5.397461003613144e-01	6.006162e-01	2.861115e-02	1.000000e+00	-1.028611e+00
5.416992253613144e-01	4.982273e-01	2.968418e-02	1.000000e+00	-1.029684e+00
5.436523503613144e-01	3.883447e-01	3.054992e-02	1.000000e+00	-1.030550e+00
5.456054753613144e-01	2.726209e-01	3.119533e-02	1.000000e+00	-1.031195e+00
5.475586003613144e-01	1.527968e-01	3.161072e-02	1.000000e+00	-1.031611e+00
5.495117253613144e-01	3.067439e-02	3.178983e-02	1.000000e+00	-1.031790e+00
5.514648503613144e-01	-9.190937e-02	3.172997e-02	1.000000e+00	-1.031730e+00
5.534179753613144e-01	-2.131107e-01	3.143203e-02	1.000000e+00	-1.031432e+00
5.553711003613144e-01	-3.311067e-01	3.090051e-02	1.000000e+00	-1.030900e+00
5.573242253613144e-01	-4.441225e-01	3.014339e-02	1.000000e+00	-1.030143e+00
5.592773503613144e-01	-5.504583e-01	2.917206e-02	1.000000e+00	-1.029172e+00
5.612304753613144e-01	-6.485147e-01	2.800113e-02	1.000000e+00	-1.028001e+00
5.631836003613144e-01	-7.368168e-01	2.664821e-02	1.000000e+00	-1.026648e+00
5.651367253613144e-01	-8.140365e-01	2.513366e-02	1.000000e+00	-1.025134e+00
5.670898503613144e-01	-8.790124e-01	2.348024e-02	1.000000e+00	-1.023480e+00
5.690429753613144e-01	-9.307671e-01	2.171283e-02	1.000000e+00	-1.021713e+00
5.709961003613144e-01	-9.685222e-01	1.985801e-02	1.000000e+00	-1.019858e+00
5.729492253613144e-01	-9.917098e-01	1.794369e-02	1.000000e+00	-1.017944e+00
5.749023503613144e-01	-9.999812e-01	1.599864e-02	1.000000e+00	-1.015999e+00
5.768554753613144e-01	-9.932119e-01	1.405213e-02	1.000000e+00	-1.014052e+00
5.788086003613144e-01	-9.715038e-01	1.213344e-02	1.000000e+00	-1.012133e+00
5.807617253613144e-01	-9.351833e-01	1.027142e-02	1.000000e+00	-1.010271e+00
5.827148503613144e-01	-8.847969e-01	8.494071e-03	1.000000e+00	-1.008494e+00
5.846679753613144e-01	-8.211023e-01	6.828137e-03	1.000000e+00	-1.006828e+00
5.856445378613144e-01	-7.845563e-01	6.044855e-03	1.000000e+00	-1.006045e+00
5.866211003613144e-01	-7.450575e-01	5.298671e-03	1.000000e+00	-1.005299e+00
5.875976628613144e-01	-7.027544e-01	4.592392e-03	1.000000e+00	-1.004592e+00
5.885742253613144e-01	-6.578064e-01	3.928676e-03	1.000000e+00	-1.003929e+00
5.895507878613144e-01	-6.103825e-01	3.310023e-03	1.000000e+00	-1.003310e+00
5.905273503613144e-01	-5.606613e-01	2.738759e-03	1.000000e+00	-1.002739e+00
5.915039128613144e-01	-5.088298e-01	2.217036e-03	1.000000e+00	-1.002217e+00
5.924804753613144e-01	-4.550832e-01	1.746816e-03	1.000000e+00	-1.001747e+00
5.934570378613144e-01	-3.996238e-01	1.329870e-03	1.000000e+00	-1.001330e+00
5.944336003613144e-01	-3.426603e-01	9.677662e-04	1.000000e+00	-1.000968e+00
5.954101628613144e-01	-2.844071e-01	6.618682e-04	1.000000e+00	-1.000662e+00
5.963867253613144e-01	-2.250835e-01	4.133270e-04	1.000000e+00	-1.000413e+00
5.973632878613144e-01	-1.649127e-01	2.230781e-04	1.000000e+00	-1.000223e+00
5.983398503613144e-01	-1.041212e-01	9.183730e-05	1.000000e+00	-1.000092e+00
5.993164128613144e-01	-4.293784e-02	2.009863e-05	1.000000e+00	-1.000020e+00
6.002929753613144e-01	1.840715e-02	8.132011e-06	1.000000e+00	-1.000008e+00
6.012695378613144e-01	7.968285e-02	5.598242e-05	1.000000e+00	-1.000056e+00
6.022461003613144e-01	1.406586e-01	1.634697e-04	1.000000e+00	-1.000163e+00
6.032226628613144e-01	2.011050e-01	3.301892e-04	1.000000e+00	-1.000330e+00
6.041992253613144e-01	2.607945e-01	5.555135e-04	1.000000e+00	-1.000556e+00
6.051757878613144e-01	3.195024e-01	8.385943e-04	1.000000e+00	-1.000839e+00
6.061523503613144e-01	3.770078e-01	1.178366e-03	1.000000e+00	-1.001178e+00
6.071289128613144e-01	4.330942e-01	1.573550e-03	1.000000e+00	-1.001574e+00
6.081054753613144e-01	4.875505e-01	2.022659e-03	1.000000e+00	-1.002023e+00
6.090820378613144e-01	5.401718e-01	2.524002e-03	1.000000e+00	-1.002524e+00
6.100586003613144e-01	5.907601e-01	3.075693e-03	1.000000e+00	-1.003076e+00
6.110351628613144e-01	6.391248e-01	3.675654e-03	1.000000e+00	-1.003676e+00
6.120117253613144e-01	6.850840e-01	4.321628e-03	1.000000e+00	-1.004322e+00
6.129882878613144e-01	7.284647e-01	5.011183e-03	1.000000e+00	-1.005011e+00
6.139648503613144e-01	7.691036e-01	5.741724e-03	1.000000e+00	-1.005742e+00
6.149414128613144e-01	8.068478e-01	6.510502e-03	1.000000e+00	-1.006510e+00
6.168945378613144e-01	8.730952e-01	8.151058e-03	1.000000e+00	-1.008151e+00
6.188476628613144e-01	9.262104e-01	9.908177e-03	1.000000e+00	-1.009908e+00
6.208007878613144e-01	9.653946e-01	1.175543e-02	1.000000e+00	-1.011755e+00
6.227539128613144e-01	9.900582e-01	1.366503e-02	1.000000e+00	-1.013665e+00
6.247070378613144e-01	9.998306e-01	1.560825e-02	1.000000e+00	-1.015608e+00
6.266601628613144e-01	9.945645e-01	1.755587e-02	1.000000e+00	-1.017556e+00
6.286132878613144e-01	9.743393e-01	1.947859e-02	1.000000e+00	-1.019479e+00
6.305664128613144e-01	9.394591e-01	2.134750e-02	1.000000e+00	-1.021348e+00
6.325195378613144e-01	8.904485e-01	2.313448e-02	1.000000e+00	-1.023134e+00
6.344726628613144e-01	8.280448e-01	2.481265e-02	1.000000e+00	-1.024813e+00
6.364257878613144e-01	7.531865e-01	2.635677e-02	1.000000e+00	-1.026357e+00
6.383789128613144e-01	6.669996e-01	2.774362e-02	1.000000e+00	-1.027744e+00
6.403320378613144e-01	5.707804e-01	2.895233e-02	1.000000e+00	-1.028952e+00
6.422851628613144e-01	4.659761e-01	2.996474e-02	1.000000e+00	-1.029965e+00
6.442382878613144e-01	3.541631e-01	3.076559e-02	1.000000e+00	-1.030766e+00
6.461914128613144e-01	2.370232e-01	3.134286e-02	1.000000e+00	-1.031343e+00
6.481445378613144e-01	1.163182e-01	3.168786e-02	1.000000e+00	-1.031688e+00
6.500976628613144e-01	-6.136300e-03	3.179540e-02	1.000000e+00	-1.031795e+00
6.520507878613144e-01	-1.284985e-01	3.166386e-02	1.000000e+00	-1.031664e+00
6.540039128613144e-01	-2.489280e-01	3.129522e-02	1.000000e+00	-1.031295e+00
6.559570378613144e-01	-3.656134e-01	3.069502e-02	1.000000e+00	-1.030695e+00
6.579101628613144e-01	-4.767996e-01	2.987229e-02	1.000000e+00	-1.029872e+00
6.598632878613144e-01	-5.808143e-01	2.883940e-02	1.000000e+00	-1.028839e+00
6.618164128613144e-01	-6.760930e-01	2.761190e-02	1.000000e+00	-1.027612e+00
6.637695378613144e-01	-7.612026e-01	2.620824e-02	1.000000e+00	-1.026208e+00
6.657226628613144e-01	-8.348631e-01	2.464953e-02	1.000000e+00	-1.024650e+00
6.676757878613144e-01	-8.959664e-01	2.295922e-02	1.000000e+00	-1.022959e+00
6.696289128613144e-01	-9.435936e-01	2.116273e-02	1.000000e+00	-1.021163e+00
6.715820378613144e-01	-9.770283e-01	1.928708e-02	1.000000e+00	-1.019287e+00
6.735351628613144e-01	-9.957675e-01	1.736048e-02	1.000000e+00	-1.017360e+00
6.754882878613144e-01	-9.995294e-01	1.541192e-02	1.000000e+00	-1.015412e+00
6.774414128613144e-01	-9.882575e-01	1.347069e-02	1.000000e+00	-1.013471e+00
6.793945378613144e-01	-9.621213e-01	1.156600e-02	1.000000e+00	-1.011566e+00
6.813476628613144e-01	-9.215139e-01	9.726486e-03	1.000000e+00	-1.009727e+00
6.833007878613144e-01	-8.670461e-01	7.979826e-03	1.000000e+00	-1.007980e+00
6.852539128613144e-01	-7.995370e-01	6.352289e-03	1.000000e+00	-1.006352e+00
6.862304753613144e-01	-7.612021e-01	5.590920e-03	1.000000e+00	-1.005591e+00
6.872070378613144e-01	-7.200022e-01	4.868351e-03	1.000000e+00	-1.004868e+00
6.881836003613144e-01	-6.760924e-01	4.187301e-03	1.000000e+00	-1.004187e+00
6.891601628613144e-01	-6.296379e-01	3.550334e-03	1.000000e+00	-1.003550e+00
6.901367253613144e-01	-5.808136e-01	2.959846e-03	1.000000e+00	-1.002960e+00
6.911132878613144e-01	-5.298033e-01	2.418060e-03	1.000000e+00	-1.002418e+00
6.920898503613144e-01	-4.767989e-01	1.927016e-03	1.000000e+00	-1.001927e+00
6.930664128613144e-01	-4.219999e-01	1.488560e-03	1.000000e+00	-1.001489e+00
6.940429753613144e-01	-3.656126e-01	1.104344e-03	1.000000e+00	-1.001104e+00
6.950195378613144e-01	-3.078493e-01	7.758142e-04	1.000000e+00	-1.000776e+00
6.959961003613144e-01	-2.489272e-01	5.042059e-04	1.000000e+00	-1.000504e+00
6.969726628613144e-01	-1.890683e-01	2.905418e-04	1.000000e+00	-1.000291e+00
6.979492253613144e-01	-1.284977e-01	1.356260e-04	1.000000e+00	-1.000136e+00
6.989257878613144e-01	-6.744350e-02	4.004152e-05	1.000000e+00	-1.000040e+00
6.999023503613144e-01	-6.135469e-03	4.148073e-06	1.000000e+00	-1.000004e+00
7.008789128613144e-01	5.519566e-02	2.808069e-05	1.000000e+00	-1.000028e+00
7.018554753613144e-01	1.163190e-01	1.117492e-04	1.000000e+00	-1.000112e+00
7.028320378613144e-01	1.770046e-01	2.548387e-04	1.000000e+00	-1.000255e+00
7.038086003613144e-01	2.370240e-01	4.568106e-04	1.000000e+00	-1.000457e+00
7.047851628613144e-01	2.961513e-01	7.169045e-04	1.000000e+00	-1.000717e+00
7.057617253613144e-01	3.541639e-01	1.034142e-03	1.000000e+00	-1.001034e+00
7.067382878613144e-01	4.108436e-01	1.407328e-03	1.000000e+00	-1.001407e+00
7.077148503613144e-01	4.659769e-01	1.835058e-03	1.000000e+00	-1.001835e+00
7.086914128613144e-01	5.193564e-01	2.315723e-03	1.000000e+00	-1.002316e+00
7.096679753613144e-01	5.707811e-01	2.847514e-03	1.000000e+00	-1.002848e+00
7.106445378613144e-01	6.200575e-01	3.428428e-03	1.000000e+00	-1.003428e+00
7.116211003613144e-01	6.670002e-01	4.056279e-03	1.000000e+00	-1.004056e+00
7.125976628613144e-01	7.114325e-01	4.728704e-03	1.000000e+00	-1.004729e+00
7.135742253613144e-01	7.531871e-01	5.443173e-03	1.000000e+00	-1.005443e+00
7.145507878613144e-01	7.921068e-01	6.196995e-03	1.000000e+00	-1.006197e+00
7.165039128613144e-01	8.608671e-01	7.811215e-03	1.000000e+00	-1.007811e+00
7.184570378613144e-01	9.166792e-01	9.547085e-03	1.000000e+00	-1.009547e+00
7.204101628613144e-01	9.587036e-01	1.137850e-02	1.000000e+00	-1.011379e+00
7.223632878613144e-01	9.863082e-01	1.327790e-02	1.000000e+00	-1.013278e+00
7.243164128613144e-01	9.990777e-01	1.521672e-02	1.000000e+00	-1.015217e+00
7.262695378613144e-01	9.968203e-01	1.716581e-02	1.000000e+00	-1.017166e+00
7.282226628613144e-01	9.795697e-01	1.909585e-02	1.000000e+00	-1.019096e+00
7.301757878613144e-01	9.475855e-01	2.097780e-02	1.000000e+00	-1.020978e+00
7.321289128613144e-01	9.013487e-01	2.278336e-02	1.000000e+00	-1.022783e+00
7.340820378613144e-01	8.415548e-01	2.448537e-02	1.000000e+00	-1.024485e+00
7.360351628613144e-01	7.691031e-01	2.605823e-02	1.000000e+00	-1.026058e+00
7.379882878613144e-01	6.850834e-01	2.747828e-02	1.000000e+00	-1.027478e+00
7.399414128613144e-01	5.907593e-01	2.872417e-02	1.000000e+00	-1.028724e+00
7.418945378613144e-01	4.875498e-01	2.977715e-02	1.000000e+00	-1.029777e+00
7.438476628613144e-01	3.770070e-01	3.062138e-02	1.000000e+00	-1.030621e+00
7.458007878613144e-01	2.607937e-01	3.124417e-02	1.000000e+00	-1.031244e+00
7.477539128613144e-01	1.406578e-01	3.163616e-02	1.000000e+00	-1.031636e+00
7.497070378613144e-01	1.840631e-02	3.179143e-02	1.000000e+00	-1.031791e+00
7.516601628613144e-01	-1.041221e-01	3.170766e-02	1.000000e+00	-1.031708e+00
7.536132878613144e-01	-2.250843e-01	3.138611e-02	1.000000e+00	-1.031386e+00
7.555664128613144e-01	-3.426611e-01	3.083161e-02	1.000000e+00	-1.030832e+00
7.575195378613144e-01	-4.550840e-01	3.005250e-02	1.000000e+00	-1.030052e+00
7.594726628613144e-01	-5.606619e-01	2.906050e-02	1.000000e+00	-1.029060e+00
7.614257878613144e-01	-6.578070e-01	2.787053e-02	1.000000e+00	-1.027871e+00
7.633789128613144e-01	-7.450581e-01	2.650050e-02	1.000000e+00	-1.026500e+00
7.653320378613144e-01	-8.211027e-01	2.497099e-02	1.000000e+00	-1.024971e+00
7.672851628613144e-01	-8.847973e-01	2.330502e-02	1.000000e+00	-1.023305e+00
7.692382878613144e-01	-9.351836e-01	2.152765e-02	1.000000e+00	-1.021528e+00
7.711914128613144e-01	-9.715040e-01	1.966561e-02	1.000000e+00	-1.019666e+00
7.731445378613144e-01	-9.932120e-01	1.774690e-02	1.000000e+00	-1.017747e+00
7.750976628613144e-01	-9.999812e-01	1.580039e-02	1.000000e+00	-1.015800e+00
7.770507878613144e-01	-9.917097e-01	1.385535e-02	1.000000e+00	-1.013855e+00
7.790039128613144e-01	-9.685220e-01	1.194104e-02	1.000000e+00	-1.011941e+00
7.809570378613144e-01	-9.307668e-01	1.008624e-02	1.000000e+00	-1.010086e+00
7.829101628613144e-01	-8.790120e-01	8.318856e-03	1.000000e+00	-1.008319e+00
7.848632878613144e-01	-8.140361e-01	6.665473e-03	1.000000e+00	-1.006665e+00
7.858398503613144e-01	-7.768882e-01	5.889379e-03	1.000000e+00	-1.005889e+00
7.868164128613144e-01	-7.368163e-01	5.150956e-03	1.000000e+00	-1.005151e+00
7.877929753613144e-01	-6.939712e-01	4.452982e-03	1.000000e+00	-1.004453e+00
7.887695378613144e-01	-6.485141e-01	3.798084e-03	1.000000e+00	-1.003798e+00
7.897461003613144e-01	-6.006162e-01	3.188727e-03	1.000000e+00	-1.003189e+00
7.907226628613144e-01	-5.504576e-01	2.627206e-03	1.000000e+00	-1.002627e+00
7.916992253613144e-01	-4.982273e-01	2.115632e-03	1.000000e+00	-1.002116e+00
7.926757878613144e-01	-4.441218e-01	1.655932e-03	1.000000e+00	-1.001656e+00
7.936523503613144e-01	-3.883447e-01	1.249835e-03	1.000000e+00	-1.001250e+00
7.946289128613144e-01	-3.311059e-01	8.988703e-04	1.000000e+00	-1.000899e+00
7.956054753613144e-01	-2.726209e-01	6.043585e-04	1.000000e+00	-1.000604e+00
7.965820378613144e-01	-2.131099e-01	3.674079e-04	1.000000e+00	-1.000367e+00
7.975586003613144e-01	-1.527968e-01	1.889104e-04	1.000000e+00	-1.000189e+00
7.985351628613144e-01	-9.190854e-02	6.953765e-05	1.000000e+00	-1.000069e+00
7.995117253613144e-01	-3.067439e-02	9.738986e-06	1.000000e+00	-1.000010e+00
8.004882878613144e-01	3.067522e-02	9.739381e-06	1.000000e+00	-1.000010e+00
8.014648503613144e-01	9.190937e-02	6.953878e-05	1.000000e+00	-1.000069e+00
8.024414128613144e-01	1.527976e-01	1.889120e-04	1.000000e+00	-1.000189e+00
8.034179753613144e-01	2.131107e-01	3.674098e-04	1.000000e+00	-1.000367e+00
8.043945378613144e-01	2.726218e-01	6.043602e-04	1.000000e+00	-1.000604e+00
8.053711003613144e-01	3.311067e-01	8.988715e-04	1.000000e+00	-1.000899e+00
8.063476628613144e-01	3.883454e-01	1.249835e-03	1.000000e+00	-1.001250e+00
8.073242253613144e-01	4.441225e-01	1.655929e-03	1.000000e+00	-1.001656e+00
8.083007878613144e-01	4.982280e-01	2.115627e-03	1.000000e+00	-1.002116e+00
8.092773503613144e-01	5.504583e-01	2.627196e-03	1.000000e+00	-1.002627e+00
8.102539128613144e-01	6.006168e-01	3.188713e-03	1.000000e+00	-1.003189e+00
8.112304753613144e-01	6.485147e-01	3.798063e-03	1.000000e+00	-1.003798e+00
8.122070378613144e-01	6.939718e-01	4.452954e-03	1.000000e+00	-1.004453e+00
8.131836003613144e-01	7.368168e-01	5.150919e-03	1.000000e+00	-1.005151e+00
8.141601628613144e-01	7.768887e-01	5.889332e-03	1.000000e+00	-1.005889e+00
8.151367253613144e-01	8.140365e-01	6.665414e-03	1.000000e+00	-1.006665e+00
8.170898503613144e-01	8.790124e-01	8.318769e-03	1.000000e+00	-1.008319e+00
8.190429753613144e-01	9.307671e-01	1.008612e-02	1.000000e+00	-1.010086e+00
8.209961003613144e-01	9.685222e-01	1.194087e-02	1.000000e+00	-1.011941e+00
8.229492253613144e-01	9.917098e-01	1.385514e-02	1.000000e+00	-1.013855e+00
8.249023503613144e-01	9.999812e-01	1.580012e-02	1.000000e+00	-1.015800e+00
8.268554753613144e-01	9.932119e-01	1.774657e-02	1.000000e+00	-1.017747e+00
8.288086003613144e-01	9.715038e-01	1.966520e-02	1.000000e+00	-1.019665e+00
8.307617253613144e-01	9.351833e-01	2.152716e-02	1.000000e+00	-1.021527e+00
8.327148503613144e-01	8.847969e-01	2.330444e-02	1.000000e+00	-1.023304e+00
8.346679753613144e-01	8.211023e-01	2.497031e-02	1.000000e+00	-1.024970e+00
8.366211003613144e-01	7.450575e-01	2.649972e-02	1.000000e+00	-1.026500e+00
8.385742253613144e-01	6.578064e-01	2.786965e-02	1.000000e+00	-1.027870e+00
8.405273503613144e-01	5.606613e-01	2.905950e-02	1.000000e+00	-1.029060e+00
8.424804753613144e-01	4.550832e-01	3.005139e-02	1.000000e+00	-1.030051e+00
8.444336003613144e-01	3.426603e-01	3.083037e-02	1.000000e+00	-1.030830e+00
8.463867253613144e-01	2.250835e-01	3.138475e-02	1.000000e+00	-1.031385e+00
8.483398503613144e-01	1.041212e-01	3.170618e-02	1.000000e+00	-1.031706e+00
8.512695378613144e-01	-7.968285e-02	3.174194e-02	1.000000e+00	-1.031742e+00
8.532226628613144e-01	-2.011050e-01	3.146767e-02	1.000000e+00	-1.031468e+00
8.551757878613144e-01	-3.195024e-01	3.095920e-02	1.000000e+00	-1.030959e+00
8.571289128613144e-01	-4.330942e-01	3.022419e-02	1.000000e+00	-1.030224e+00
8.590820378613144e-01	-5.401718e-01	2.927367e-02	1.000000e+00	-1.029274e+00
8.610351628613144e-01	-6.391248e-01	2.812196e-02	1.000000e+00	-1.028122e+00
8.629882878613144e-01	-7.284647e-01	2.678637e-02	1.000000e+00	-1.026786e+00
8.649414128613144e-01	-8.068478e-01	2.528699e-02	1.000000e+00	-1.025287e+00
8.668945378613144e-01	-8.730952e-01	2.364637e-02	1.000000e+00	-1.023646e+00
8.688476628613144e-01	-9.262104e-01	2.188919e-02	1.000000e+00	-1.021889e+00
8.708007878613144e-01	-9.653946e-01	2.004187e-02	1.000000e+00	-1.020042e+00
8.727539128613144e-01	-9.900582e-01	1.813221e-02	1.000000e+00	-1.018132e+00
8.747070378613144e-01	-9.998306e-01	1.618893e-02	1.000000e+00	-1.016189e+00
8.766601628613144e-01	-9.945645e-01	1.424124e-02	1.000000e+00	-1.014241e+00
8.786132878613144e-01	-9.743393e-01	1.231846e-02	1.000000e+00	-1.012318e+00
8.805664128613144e-01	-9.394591e-01	1.044949e-02	1.000000e+00	-1.010450e+00
8.825195378613144e-01	-8.904485e-01	8.662451e-03	1.000000e+00	-1.008662e+00
8.844726628613144e-01	-8.280448e-01	6.984218e-03	1.000000e+00	-1.006984e+00
8.854492253613144e-01	-7.921063e-01	6.193866e-03	1.000000e+00	-1.006194e+00
8.864257878613144e-01	-7.531865e-01	5.440034e-03	1.000000e+00	-1.005440e+00
8.874023503613144e-01	-7.114319e-01	4.725556e-03	1.000000e+00	-1.004726e+00
8.883789128613144e-01	-6.669996e-01	4.053122e-03	1.000000e+00	-1.004053e+00
8.893554753613144e-01	-6.200569e-01	3.425265e-03	1.000000e+00	-1.003425e+00
8.903320378613144e-01	-5.707804e-01	2.844345e-03	1.000000e+00	-1.002844e+00
8.913086003613144e-01	-5.193557e-01	2.312551e-03	1.000000e+00	-1.002313e+00
8.922851628613144e-01	-4.659761e-01	1.831882e-03	1.000000e+00	-1.001832e+00
8.932617253613144e-01	-4.108428e-01	1.404149e-03	1.000000e+00	-1.001404e+00
8.942382878613144e-01	-3.541631e-01	1.030962e-03	1.000000e+00	-1.001031e+00
8.952148503613144e-01	-2.961505e-01	7.137234e-04	1.000000e+00	-1.000714e+00
8.961914128613144e-01	-2.370232e-01	4.536291e-04	1.000000e+00	-1.000454e+00
8.971679753613144e-01	-1.770038e-01	2.516574e-04	1.000000e+00	-1.000252e+00
8.981445378613144e-01	-1.163182e-01	1.085683e-04	1.000000e+00	-1.000108e+00
8.991211003613144e-01	-5.519483e-02	2.490043e-05	1.000000e+00	-1.000025e+00
9.000976628613144e-01	6.136300e-03	9.685950e-07	1.000000e+00	-1.000001e+00
9.010742253613144e-01	6.744433e-02	3.686282e-05	1.000000e+00	-1.000037e+00
9.020507878613144e-01	1.284985e-01	1.324479e-04	1.000000e+00	-1.000132e+00
9.030273503613144e-01	1.890691e-01	2.873641e-04	1.000000e+00	-1.000287e+00
9.040039128613144e-01	2.489280e-01	5.010283e-04	1.000000e+00	-1.000501e+00
9.049804753613144e-01	3.078500e-01	7.726361e-04	1.000000e+00	-1.000773e+00
9.059570378613144e-01	3.656134e-01	1.101165e-03	1.000000e+00	-1.001101e+00
9.069336003613144e-01	4.220006e-01	1.485379e-03	1.000000e+00	-1.001485e+00
9.079101628613144e-01	4.767996e-01	1.923832e-03	1.000000e+00	-1.001924e+00
9.088867253613144e-01	5.298040e-01	2.414873e-03	1.000000e+00	-1.002415e+00
9.098632878613144e-01	5.808143e-01	2.956654e-03	1.000000e+00	-1.002957e+00
9.108398503613144e-01	6.296386e-01	3.547136e-03	1.000000e+00	-1.003547e+00
9.118164128613144e-01	6.760930e-01	4.184097e-03	1.000000e+00	-1.004184e+00
9.127929753613144e-01	7.200028e-01	4.865139e-03	1.000000e+00	-1.004865e+00
9.137695378613144e-01	7.612026e-01	5.587698e-03	1.000000e+00	-1.005588e+00
9.147461003613144e-01	7.995375e-01	6.349055e-03	1.000000e+00	-1.006349e+00
9.166992253613144e-01	8.670465e-01	7.976566e-03	1.000000e+00	-1.007977e+00
9.186523503613144e-01	9.215142e-01	9.723191e-03	1.000000e+00	-1.009723e+00
9.206054753613144e-01	9.621215e-01	1.156266e-02	1.000000e+00	-1.011563e+00
9.225586003613144e-01	9.882576e-01	1.346730e-02	1.000000e+00	-1.013467e+00
9.245117253613144e-01	9.995294e-01	1.540848e-02	1.000000e+00	-1.015409e+00
