time	V(n002)	V(n001)	V(n004)	I(C2)	I(C1)	I(V2)	I(V1)
2.754626384703442e-01	-9.995775e-01	4.224571e-04	-1.659852e-01	9.125103e-01	9.125103e-01	-9.125103e-01	-9.125103e-01
2.764392009703442e-01	-9.959142e-01	4.085796e-03	-1.641552e-01	2.835219e+00	2.835219e+00	-2.835219e+00	-2.835219e+00
2.774157634703442e-01	-9.885024e-01	1.149753e-02	-1.604528e-01	4.747256e+00	4.747256e+00	-4.747256e+00	-4.747256e+00
2.783923259703442e-01	-9.773703e-01	2.262977e-02	-1.548920e-01	6.641426e+00	6.641426e+00	-6.641426e+00	-6.641426e+00
2.793688884703442e-01	-9.625594e-01	3.744060e-02	-1.474935e-01	8.510599e+00	8.510599e+00	-8.510599e+00	-8.510599e+00
2.803454509703442e-01	-9.441257e-01	5.587430e-02	-1.382853e-01	1.034774e+01	1.034774e+01	-1.034774e+01	-1.034774e+01
2.813220134703442e-01	-9.221385e-01	7.786147e-02	-1.273021e-01	1.214594e+01	1.214594e+01	-1.214594e+01	-1.214594e+01
2.822985759703442e-01	-8.966807e-01	1.033194e-01	-1.145851e-01	1.389841e+01	1.389841e+01	-1.389841e+01	-1.389841e+01
2.832751384703442e-01	-8.678479e-01	1.321521e-01	-1.001823e-01	1.559858e+01	1.559858e+01	-1.559858e+01	-1.559858e+01
2.842517009703442e-01	-8.357487e-01	1.642513e-01	-8.414781e-02	1.724004e+01	1.724004e+01	-1.724004e+01	-1.724004e+01
2.852282634703442e-01	-8.005039e-01	1.994961e-01	-6.654202e-02	1.881662e+01	1.881662e+01	-1.881662e+01	-1.881662e+01
2.862048259703442e-01	-7.622463e-01	2.377537e-01	-4.743119e-02	2.032237e+01	2.032237e+01	-2.032237e+01	-2.032237e+01
2.871813884703442e-01	-7.211197e-01	2.788803e-01	-2.688725e-02	2.175163e+01	2.175163e+01	-2.175163e+01	-2.175163e+01
2.881579509703442e-01	-6.772790e-01	3.227210e-01	-4.987512e-03	2.309902e+01	2.309902e+01	-2.309902e+01	-2.309902e+01
2.891345134703442e-01	-6.308891e-01	3.691109e-01	1.818558e-02	2.435948e+01	2.435948e+01	-2.435948e+01	-2.435948e+01
2.901110759703442e-01	-5.821248e-01	4.178752e-01	4.254482e-02	2.552825e+01	2.552825e+01	-2.552825e+01	-2.552825e+01
2.910876384703442e-01	-5.311694e-01	4.688306e-01	6.799853e-02	2.660093e+01	2.660093e+01	-2.660093e+01	-2.660093e+01
2.920642009703442e-01	-4.782149e-01	5.217851e-01	9.445089e-02	2.757350e+01	2.757350e+01	-2.757350e+01	-2.757350e+01
2.930407634703442e-01	-4.234604e-01	5.765396e-01	1.218024e-01	2.844229e+01	2.844229e+01	-2.844229e+01	-2.844229e+01
2.949938884703442e-01	-3.093822e-01	6.906178e-01	1.787878e-01	2.985585e+01	2.985585e+01	-2.985585e+01	-2.985585e+01
2.969470134703442e-01	-1.906505e-01	8.093495e-01	2.380978e-01	3.082035e+01	3.082035e+01	-3.082035e+01	-3.082035e+01
2.989001384703442e-01	-6.905135e-02	9.309487e-01	2.988401e-01	3.132128e+01	3.132128e+01	-3.132128e+01	-3.132128e+01
3.008532634703442e-01	5.358645e-02	1.053586e+00	3.601013e-01	3.135111e+01	3.135111e+01	-3.135111e+01	-3.135111e+01
3.028063884703442e-01	1.754182e-01	1.175418e+00	4.209599e-01	3.090939e+01	3.090939e+01	-3.090939e+01	-3.090939e+01
3.047595134703442e-01	2.946116e-01	1.294612e+00	4.805005e-01	3.000276e+01	3.000276e+01	-3.000276e+01	-3.000276e+01
3.067126384703442e-01	4.093737e-01	1.409374e+00	5.378276e-01	2.864487e+01	2.864487e+01	-2.864487e+01	-2.864487e+01
3.086657634703442e-01	5.179785e-01	1.517978e+00	5.920789e-01	2.685612e+01	2.685612e+01	-2.685612e+01	-2.685612e+01
3.106188884703442e-01	6.187924e-01	1.618792e+00	6.424384e-01	2.466344e+01	2.466344e+01	-2.466344e+01	-2.466344e+01
3.125720134703442e-01	7.102990e-01	1.710299e+00	6.881486e-01	2.209980e+01	2.209980e+01	-2.209980e+01	-2.209980e+01
3.145251384703442e-01	7.911221e-01	1.791122e+00	7.285222e-01	1.920375e+01	1.920375e+01	-1.920375e+01	-1.920375e+01
3.164782634703442e-01	8.600460e-01	1.860046e+00	7.629517e-01	1.601887e+01	1.601887e+01	-1.601887e+01	-1.601887e+01
3.184313884703442e-01	9.160340e-01	1.916034e+00	7.909194e-01	1.259304e+01	1.259304e+01	-1.259304e+01	-1.259304e+01
3.203845134703442e-01	9.582440e-01	1.958244e+00	8.120045e-01	8.977805e+00	8.977805e+00	-8.977805e+00	-8.977805e+00
3.223376384703442e-01	9.860411e-01	1.986041e+00	8.258900e-01	5.227534e+00	5.227534e+00	-5.227534e+00	-5.227534e+00
3.242907634703442e-01	9.990072e-01	1.999007e+00	8.323669e-01	1.398636e+00	1.398636e+00	-1.398636e+00	-1.398636e+00
3.262438884703442e-01	9.969474e-01	1.996947e+00	8.313380e-01	-2.451300e+00	-2.451300e+00	2.451300e+00	2.451300e+00
3.281970134703442e-01	9.798925e-01	1.979892e+00	8.228186e-01	-6.264365e+00	-6.264365e+00	6.264365e+00	6.264365e+00
3.301501384703442e-01	9.480991e-01	1.948099e+00	8.069369e-01	-9.983208e+00	-9.983208e+00	9.983208e+00	9.983208e+00
3.321032634703442e-01	9.020455e-01	1.902045e+00	7.839317e-01	-1.355190e+01	-1.355190e+01	1.355190e+01	1.355190e+01
3.340563884703442e-01	8.424242e-01	1.842424e+00	7.541491e-01	-1.691675e+01	-1.691675e+01	1.691675e+01	1.691675e+01
3.360095134703442e-01	7.701321e-01	1.770132e+00	7.180371e-01	-2.002716e+01	-2.002716e+01	2.002716e+01	2.002716e+01
3.379626384703442e-01	6.862565e-01	1.686256e+00	6.761387e-01	-2.283634e+01	-2.283634e+01	2.283634e+01	2.283634e+01
3.399157634703442e-01	5.920589e-01	1.592059e+00	6.290842e-01	-2.530204e+01	-2.530204e+01	2.530204e+01	2.530204e+01
3.418688884703442e-01	4.889562e-01	1.488956e+00	5.775814e-01	-2.738718e+01	-2.738718e+01	2.738718e+01	2.738718e+01
3.438220134703442e-01	3.784992e-01	1.378499e+00	5.224048e-01	-2.906039e+01	-2.906039e+01	2.906039e+01	2.906039e+01
3.457751384703442e-01	2.623492e-01	1.262349e+00	4.643845e-01	-3.029650e+01	-3.029650e+01	3.029650e+01	3.029650e+01
3.477282634703442e-01	1.422532e-01	1.142253e+00	4.043930e-01	-3.107693e+01	-3.107693e+01	3.107693e+01	3.107693e+01
3.496813884703442e-01	2.001762e-02	1.020018e+00	3.433327e-01	-3.138993e+01	-3.138993e+01	3.138993e+01	3.138993e+01
3.516345134703442e-01	-1.025191e-01	8.974809e-01	2.821220e-01	-3.123079e+01	-3.123079e+01	3.123079e+01	3.123079e+01
3.535876384703442e-01	-2.235138e-01	7.764862e-01	2.216816e-01	-3.060192e+01	-3.060192e+01	3.060192e+01	3.060192e+01
3.555407634703442e-01	-3.411466e-01	6.588534e-01	1.629205e-01	-2.951276e+01	-2.951276e+01	2.951276e+01	2.951276e+01
3.565173259703442e-01	-3.981467e-01	6.018533e-01	1.344473e-01	-2.880043e+01	-2.880043e+01	2.880043e+01	2.880043e+01
3.574938884703442e-01	-4.536483e-01	5.463517e-01	1.067226e-01	-2.797971e+01	-2.797971e+01	2.797971e+01	2.797971e+01
3.584704509703442e-01	-5.074425e-01	4.925575e-01	7.985084e-02	-2.705367e+01	-2.705367e+01	2.705367e+01	2.705367e+01
3.594470134703442e-01	-5.593267e-01	4.406733e-01	5.393312e-02	-2.602581e+01	-2.602581e+01	2.602581e+01	2.602581e+01
3.604235759703442e-01	-6.091058e-01	3.908942e-01	2.906701e-02	-2.489999e+01	-2.489999e+01	2.489999e+01	2.489999e+01
3.614001384703442e-01	-6.565923e-01	3.434077e-01	5.346083e-03	-2.368046e+01	-2.368046e+01	2.368046e+01	2.368046e+01
3.623767009703442e-01	-7.016076e-01	2.983924e-01	-1.714037e-02	-2.237180e+01	-2.237180e+01	2.237180e+01	2.237180e+01
3.633532634703442e-01	-7.439821e-01	2.560178e-01	-3.830772e-02	-2.097894e+01	-2.097894e+01	2.097894e+01	2.097894e+01
3.643298259703442e-01	-7.835566e-01	2.164434e-01	-5.807630e-02	-1.950711e+01	-1.950711e+01	1.950711e+01	1.950711e+01
3.653063884703442e-01	-8.201818e-01	1.798182e-01	-7.637170e-02	-1.796187e+01	-1.796187e+01	1.796187e+01	1.796187e+01
3.662829509703442e-01	-8.537201e-01	1.462799e-01	-9.312507e-02	-1.634902e+01	-1.634902e+01	1.634902e+01	1.634902e+01
3.672595134703442e-01	-8.840452e-01	1.159548e-01	-1.082733e-01	-1.467464e+01	-1.467464e+01	1.467464e+01	1.467464e+01
3.682360759703442e-01	-9.110429e-01	8.895709e-02	-1.217595e-01	-1.294502e+01	-1.294502e+01	1.294502e+01	1.294502e+01
3.692126384703442e-01	-9.346117e-01	6.538833e-02	-1.335328e-01	-1.116669e+01	-1.116669e+01	1.116669e+01	1.116669e+01
3.701892009703442e-01	-9.546628e-01	4.533723e-02	-1.435489e-01	-9.346321e+00	-9.346321e+00	9.346321e+00	9.346321e+00
3.711657634703442e-01	-9.711207e-01	2.887926e-02	-1.517702e-01	-7.490778e+00	-7.490778e+00	7.490778e+00	7.490778e+00
3.721423259703442e-01	-9.839236e-01	1.607637e-02	-1.581656e-01	-5.607042e+00	-5.607042e+00	5.607042e+00	5.607042e+00
3.731188884703442e-01	-9.930233e-01	6.976751e-03	-1.627111e-01	-3.702202e+00	-3.702202e+00	3.702202e+00	3.702202e+00
3.740954509703442e-01	-9.983854e-01	1.614645e-03	-1.653896e-01	-1.783428e+00	-1.783428e+00	1.783428e+00	1.783428e+00
3.750720134703442e-01	-9.999897e-01	1.023662e-05	-1.661911e-01	1.420592e-01	1.420592e-01	-1.420592e-01	-1.420592e-01
3.760485759703442e-01	-9.978305e-01	2.169564e-03	-1.651124e-01	2.067011e+00	2.067011e+00	-2.067011e+00	-2.067011e+00
3.770251384703442e-01	-9.919155e-01	8.084499e-03	-1.621577e-01	3.984184e+00	3.984184e+00	-3.984184e+00	-3.984184e+00
3.780017009703442e-01	-9.822672e-01	1.773278e-02	-1.573381e-01	5.886361e+00	5.886361e+00	-5.886361e+00	-5.886361e+00
3.789782634703442e-01	-9.689219e-01	3.107809e-02	-1.506718e-01	7.766382e+00	7.766382e+00	-7.766382e+00	-7.766382e+00
3.799548259703442e-01	-9.519298e-01	4.807021e-02	-1.421837e-01	9.617173e+00	9.617173e+00	-9.617173e+00	-9.617173e+00
3.809313884703442e-01	-9.313548e-01	6.864518e-02	-1.319059e-01	1.143177e+01	1.143177e+01	-1.143177e+01	-1.143177e+01
3.819079509703442e-01	-9.072744e-01	9.272555e-02	-1.198770e-01	1.320333e+01	1.320333e+01	-1.320333e+01	-1.320333e+01
3.828845134703442e-01	-8.797793e-01	1.202207e-01	-1.061424e-01	1.492521e+01	1.492521e+01	-1.492521e+01	-1.492521e+01
3.838610759703442e-01	-8.489729e-01	1.510271e-01	-9.075367e-02	1.659090e+01	1.659090e+01	-1.659090e+01	-1.659090e+01
3.848376384703442e-01	-8.149711e-01	1.850289e-01	-7.376878e-02	1.819416e+01	1.819416e+01	-1.819416e+01	-1.819416e+01
3.858142009703442e-01	-7.779019e-01	2.220981e-01	-5.525165e-02	1.972894e+01	1.972894e+01	-1.972894e+01	-1.972894e+01
3.867907634703442e-01	-7.379049e-01	2.620951e-01	-3.527196e-02	2.118945e+01	2.118945e+01	-2.118945e+01	-2.118945e+01
3.877673259703442e-01	-6.951306e-01	3.048694e-01	-1.390494e-02	2.257022e+01	2.257022e+01	-2.257022e+01	-2.257022e+01
3.887438884703442e-01	-6.497400e-01	3.502600e-01	8.769020e-03	2.386604e+01	2.386604e+01	-2.386604e+01	-2.386604e+01
3.897204509703442e-01	-6.019039e-01	3.980961e-01	3.266456e-02	2.507203e+01	2.507203e+01	-2.507203e+01	-2.507203e+01
3.906970134703442e-01	-5.518024e-01	4.481976e-01	5.769175e-02	2.618366e+01	2.618366e+01	-2.618366e+01	-2.618366e+01
3.916735759703442e-01	-4.996240e-01	5.003760e-01	8.375639e-02	2.719673e+01	2.719673e+01	-2.719673e+01	-2.719673e+01
3.926501384703442e-01	-4.455651e-01	5.544349e-01	1.107604e-01	2.810745e+01	2.810745e+01	-2.810745e+01	-2.810745e+01
3.936267009703442e-01	-3.898293e-01	6.101707e-01	1.386021e-01	2.891237e+01	2.891237e+01	-2.891237e+01	-2.891237e+01
3.955798259703442e-01	-2.741711e-01	7.258288e-01	1.963767e-01	3.019314e+01	3.019314e+01	-3.019314e+01	-3.019314e+01
3.975329509703442e-01	-1.543892e-01	8.456107e-01	2.562113e-01	3.101978e+01	3.101978e+01	-3.101978e+01	-3.101978e+01
3.994860759703442e-01	-3.228519e-02	9.677148e-01	3.172059e-01	3.137985e+01	3.137985e+01	-3.137985e+01	-3.137985e+01
4.014392009703442e-01	9.030447e-02	1.090304e+00	3.784431e-01	3.126794e+01	3.126794e+01	-3.126794e+01	-3.126794e+01
4.033923259703442e-01	2.115359e-01	1.211536e+00	4.390017e-01	3.068573e+01	3.068573e+01	-3.068573e+01	-3.068573e+01
4.053454509703442e-01	3.295856e-01	1.329586e+00	4.979711e-01	2.964198e+01	2.964198e+01	-2.964198e+01	-2.964198e+01
4.072985759703442e-01	4.426780e-01	1.442678e+00	5.544641e-01	2.815238e+01	2.815238e+01	-2.815238e+01	-2.815238e+01
4.092517009703442e-01	5.491121e-01	1.549112e+00	6.076311e-01	2.623935e+01	2.623935e+01	-2.623935e+01	-2.623935e+01
4.112048259703442e-01	6.472871e-01	1.647287e+00	6.566724e-01	2.393165e+01	2.393165e+01	-2.393165e+01	-2.393165e+01
4.131579509703442e-01	7.357263e-01	1.735726e+00	7.008504e-01	2.126400e+01	2.126400e+01	-2.126400e+01	-2.126400e+01
4.151110759703442e-01	8.130995e-01	1.813100e+00	7.395005e-01	1.827652e+01	1.827652e+01	-1.827652e+01	-1.827652e+01
4.170642009703442e-01	8.782429e-01	1.878243e+00	7.720416e-01	1.501414e+01	1.501414e+01	-1.501414e+01	-1.501414e+01
4.190173259703442e-01	9.301767e-01	1.930177e+00	7.979841e-01	1.152593e+01	1.152593e+01	-1.152593e+01	-1.152593e+01
4.209704509703442e-01	9.681197e-01	1.968120e+00	8.169377e-01	7.864368e+00	7.864368e+00	-7.864368e+00	-7.864368e+00
4.229235759703442e-01	9.915015e-01	1.991501e+00	8.286176e-01	4.084515e+00	4.084515e+00	-4.084515e+00	-4.084515e+00
4.248767009703442e-01	9.999700e-01	1.999970e+00	8.328479e-01	2.432274e-01	2.432274e-01	-2.432274e-01	-2.432274e-01
4.268298259703442e-01	9.933981e-01	1.993398e+00	8.295650e-01	-3.601718e+00	-3.601718e+00	3.601718e+00	3.601718e+00
4.287829509703442e-01	9.718845e-01	1.971884e+00	8.188183e-01	-7.392491e+00	-7.392491e+00	7.392491e+00	7.392491e+00
4.307360759703442e-01	9.357529e-01	1.935753e+00	8.007696e-01	-1.107207e+01	-1.107207e+01	1.107207e+01	1.107207e+01
4.326892009703442e-01	8.855467e-01	1.885547e+00	7.756901e-01	-1.458512e+01	-1.458512e+01	1.458512e+01	1.458512e+01
4.346423259703442e-01	8.220211e-01	1.822021e+00	7.439572e-01	-1.787880e+01	-1.787880e+01	1.787880e+01	1.787880e+01
4.365954509703442e-01	7.461315e-01	1.746131e+00	7.060480e-01	-2.090356e+01	-2.090356e+01	2.090356e+01	2.090356e+01
4.385485759703442e-01	6.590194e-01	1.659019e+00	6.625329e-01	-2.361391e+01	-2.361391e+01	2.361391e+01	2.361391e+01
4.405017009703442e-01	5.619950e-01	1.561995e+00	6.140664e-01	-2.596909e+01	-2.596909e+01	2.596909e+01	2.596909e+01
4.424548259703442e-01	4.565177e-01	1.456518e+00	5.613774e-01	-2.793366e+01	-2.793366e+01	2.793366e+01	2.793366e+01
4.444079509703442e-01	3.441739e-01	1.344174e+00	5.052583e-01	-2.947809e+01	-2.947809e+01	2.947809e+01	2.947809e+01
4.463610759703442e-01	2.266535e-01	1.226653e+00	4.465534e-01	-3.057914e+01	-3.057914e+01	3.057914e+01	3.057914e+01
4.483142009703442e-01	1.057239e-01	1.105724e+00	3.861456e-01	-3.122026e+01	-3.122026e+01	3.122026e+01	3.122026e+01
4.502673259703442e-01	-1.679580e-02	9.832042e-01	3.249433e-01	-3.139179e+01	-3.139179e+01	3.139179e+01	3.139179e+01
4.522204509703442e-01	-1.390629e-01	8.609371e-01	2.638673e-01	-3.109116e+01	-3.109116e+01	3.109116e+01	3.109116e+01
4.541735759703442e-01	-2.592384e-01	7.407616e-01	2.038361e-01	-3.032289e+01	-3.032289e+01	3.032289e+01	3.032289e+01
4.561267009703442e-01	-3.755146e-01	6.244854e-01	1.457527e-01	-2.909853e+01	-2.909853e+01	2.909853e+01	2.909853e+01
4.571032634703442e-01	-4.316410e-01	5.683590e-01	1.177159e-01	-2.832082e+01	-2.832082e+01	2.832082e+01	2.832082e+01
4.580798259703442e-01	-4.861428e-01	5.138572e-01	9.049065e-02	-2.743651e+01	-2.743651e+01	2.743651e+01	2.743651e+01
4.590563884703442e-01	-5.388149e-01	4.611851e-01	6.417940e-02	-2.644893e+01	-2.644893e+01	2.644893e+01	2.644893e+01
4.600329509703442e-01	-5.894589e-01	4.105411e-01	3.888118e-02	-2.536181e+01	-2.536181e+01	2.536181e+01	2.536181e+01
4.610095134703442e-01	-6.378844e-01	3.621156e-01	1.469122e-02	-2.417923e+01	-2.417923e+01	2.417923e+01	2.417923e+01
4.619860759703442e-01	-6.839091e-01	3.160909e-01	-8.299451e-03	-2.290565e+01	-2.290565e+01	2.290565e+01	2.290565e+01
4.629626384703442e-01	-7.273597e-01	2.726403e-01	-3.000429e-02	-2.154586e+01	-2.154586e+01	2.154586e+01	2.154586e+01
4.639392009703442e-01	-7.680726e-01	2.319274e-01	-5.034161e-02	-2.010497e+01	-2.010497e+01	2.010497e+01	2.010497e+01
4.649157634703442e-01	-8.058947e-01	1.941053e-01	-6.923486e-02	-1.858841e+01	-1.858841e+01	1.858841e+01	1.858841e+01
4.658923259703442e-01	-8.406836e-01	1.593164e-01	-8.661293e-02	-1.700189e+01	-1.700189e+01	1.700189e+01	1.700189e+01
4.668688884703442e-01	-8.723083e-01	1.276917e-01	-1.024104e-01	-1.535138e+01	-1.535138e+01	1.535138e+01	1.535138e+01
4.678454509703442e-01	-9.006499e-01	9.935012e-02	-1.165679e-01	-1.364308e+01	-1.364308e+01	1.364308e+01	1.364308e+01
4.688220134703442e-01	-9.256016e-01	7.439839e-02	-1.290320e-01	-1.188344e+01	-1.188344e+01	1.188344e+01	1.188344e+01
4.697985759703442e-01	-9.470696e-01	5.293041e-02	-1.397559e-01	-1.007908e+01	-1.007908e+01	1.007908e+01	1.007908e+01
4.707751384703442e-01	-9.649730e-01	3.502700e-02	-1.486992e-01	-8.236773e+00	-8.236773e+00	8.236773e+00	8.236773e+00
4.717517009703442e-01	-9.792445e-01	2.075552e-02	-1.558282e-01	-6.363468e+00	-6.363468e+00	6.363468e+00	6.363468e+00
4.727282634703442e-01	-9.898303e-01	1.016970e-02	-1.611161e-01	-4.466213e+00	-4.466213e+00	4.466213e+00	4.466213e+00
4.737048259703442e-01	-9.966906e-01	3.309377e-03	-1.645431e-01	-2.552148e+00	-2.552148e+00	2.552148e+00	2.552148e+00
4.746813884703442e-01	-9.997996e-01	2.003725e-04	-1.660961e-01	-6.284774e-01	-6.284774e-01	6.284774e-01	6.284774e-01
4.756579509703442e-01	-9.991456e-01	8.543876e-04	-1.657694e-01	1.297559e+00	1.297559e+00	-1.297559e+00	-1.297559e+00
4.766345134703442e-01	-9.947310e-01	5.268961e-03	-1.635642e-01	3.218711e+00	3.218711e+00	-3.218711e+00	-3.218711e+00
4.776110759703442e-01	-9.865725e-01	1.342748e-02	-1.594888e-01	5.127749e+00	5.127749e+00	-5.127749e+00	-5.127749e+00
4.785876384703442e-01	-9.747007e-01	2.529923e-02	-1.535585e-01	7.017487e+00	7.017487e+00	-7.017487e+00	-7.017487e+00
4.795642009703442e-01	-9.591604e-01	4.083954e-02	-1.457956e-01	8.880813e+00	8.880813e+00	-8.880813e+00	-8.880813e+00
4.805407634703442e-01	-9.400101e-01	5.998991e-02	-1.362295e-01	1.071071e+01	1.071071e+01	-1.071071e+01	-1.071071e+01
4.815173259703442e-01	-9.173217e-01	8.267827e-02	-1.248960e-01	1.250030e+01	1.250030e+01	-1.250030e+01	-1.250030e+01
4.824938884703442e-01	-8.911808e-01	1.088192e-01	-1.118378e-01	1.424284e+01	1.424284e+01	-1.424284e+01	-1.424284e+01
4.834704509703442e-01	-8.616856e-01	1.383144e-01	-9.710409e-02	1.593177e+01	1.593177e+01	-1.593177e+01	-1.593177e+01
4.844470134703442e-01	-8.289473e-01	1.710527e-01	-8.075032e-02	1.756074e+01	1.756074e+01	-1.756074e+01	-1.756074e+01
4.854235759703442e-01	-7.930890e-01	2.069110e-01	-6.283803e-02	1.912362e+01	1.912362e+01	-1.912362e+01	-1.912362e+01
4.864001384703442e-01	-7.542456e-01	2.457543e-01	-4.343465e-02	2.061452e+01	2.061452e+01	-2.061452e+01	-2.061452e+01
4.873767009703442e-01	-7.125635e-01	2.874365e-01	-2.261320e-02	2.202782e+01	2.202782e+01	-2.202782e+01	-2.202782e+01
4.883532634703442e-01	-6.681995e-01	3.318005e-01	-4.520380e-04	2.335822e+01	2.335822e+01	-2.335822e+01	-2.335822e+01
4.893298259703442e-01	-6.213205e-01	3.786795e-01	2.296541e-02	2.460071e+01	2.460071e+01	-2.460071e+01	-2.460071e+01
4.903063884703442e-01	-5.721030e-01	4.278970e-01	4.755102e-02	2.575061e+01	2.575061e+01	-2.575061e+01	-2.575061e+01
4.912829509703442e-01	-5.207322e-01	4.792678e-01	7.321224e-02	2.680358e+01	2.680358e+01	-2.680358e+01	-2.680358e+01
4.922595134703442e-01	-4.674015e-01	5.325986e-01	9.985250e-02	2.775567e+01	2.775567e+01	-2.775567e+01	-2.775567e+01
4.932360759703442e-01	-4.123116e-01	5.876884e-01	1.273715e-01	2.860330e+01	2.860330e+01	-2.860330e+01	-2.860330e+01
4.951892009703442e-01	-2.976894e-01	7.023106e-01	1.846287e-01	2.997280e+01	2.997280e+01	-2.997280e+01	-2.997280e+01
4.971423259703442e-01	-1.785897e-01	8.214102e-01	2.441225e-01	3.089148e+01	3.089148e+01	-3.089148e+01	-3.089148e+01
4.990954509703442e-01	-5.680390e-02	9.431961e-01	3.049581e-01	3.134552e+01	3.134552e+01	-3.134552e+01	-3.134552e+01
5.010485759703442e-01	6.583632e-02	1.065836e+00	3.662205e-01	3.132810e+01	3.132810e+01	-3.132810e+01	-3.132810e+01
5.030017009703442e-01	1.874863e-01	1.187486e+00	4.269883e-01	3.083947e+01	3.083947e+01	-3.083947e+01	-3.083947e+01
5.049548259703442e-01	3.063163e-01	1.306316e+00	4.863474e-01	2.988700e+01	2.988700e+01	-2.988700e+01	-2.988700e+01
5.069079509703442e-01	4.205390e-01	1.420539e+00	5.434050e-01	2.848499e+01	2.848499e+01	-2.848499e+01	-2.848499e+01
5.088610759703442e-01	5.284365e-01	1.528436e+00	5.973030e-01	2.665454e+01	2.665454e+01	-2.665454e+01	-2.665454e+01
5.108142009703442e-01	6.283857e-01	1.628386e+00	6.472306e-01	2.442318e+01	2.442318e+01	-2.442318e+01	-2.442318e+01
5.127673259703442e-01	7.188835e-01	1.718884e+00	6.924368e-01	2.182447e+01	2.182447e+01	-2.182447e+01	-2.182447e+01
5.147204509703442e-01	7.985685e-01	1.798568e+00	7.322419e-01	1.889751e+01	1.889751e+01	-1.889751e+01	-1.889751e+01
5.166735759703442e-01	8.662424e-01	1.866242e+00	7.660470e-01	1.568630e+01	1.568630e+01	-1.568630e+01	-1.568630e+01
5.186267009703442e-01	9.208872e-01	1.920887e+00	7.933437e-01	1.223916e+01	1.223916e+01	-1.223916e+01	-1.223916e+01
5.205798259703442e-01	9.616809e-01	1.961681e+00	8.137214e-01	8.607937e+00	8.607937e+00	-8.607937e+00	-8.607937e+00
5.225329509703442e-01	9.880101e-01	1.988010e+00	8.268735e-01	4.847239e+00	4.847239e+00	-4.847239e+00	-4.847239e+00
5.244860759703442e-01	9.994787e-01	1.999479e+00	8.326024e-01	1.013633e+00	1.013633e+00	-1.013633e+00	-1.013633e+00
5.264392009703442e-01	9.959142e-01	1.995914e+00	8.308219e-01	-2.835219e+00	-2.835219e+00	2.835219e+00	2.835219e+00
5.283923259703442e-01	9.773703e-01	1.977370e+00	8.215586e-01	-6.641426e+00	-6.641426e+00	6.641426e+00	6.641426e+00
5.303454509703442e-01	9.441257e-01	1.944126e+00	8.049520e-01	-1.034774e+01	-1.034774e+01	1.034774e+01	1.034774e+01
5.322985759703442e-01	8.966807e-01	1.896681e+00	7.812518e-01	-1.389841e+01	-1.389841e+01	1.389841e+01	1.389841e+01
5.342517009703442e-01	8.357487e-01	1.835749e+00	7.508144e-01	-1.724004e+01	-1.724004e+01	1.724004e+01	1.724004e+01
5.362048259703442e-01	7.622463e-01	1.762246e+00	7.140979e-01	-2.032237e+01	-2.032237e+01	2.032237e+01	2.032237e+01
5.381579509703442e-01	6.772790e-01	1.677279e+00	6.716542e-01	-2.309902e+01	-2.309902e+01	2.309902e+01	2.309902e+01
5.401110759703442e-01	5.821248e-01	1.582125e+00	6.241218e-01	-2.552825e+01	-2.552825e+01	2.552825e+01	2.552825e+01
5.420642009703442e-01	4.782149e-01	1.478215e+00	5.722158e-01	-2.757351e+01	-2.757351e+01	2.757351e+01	2.757351e+01
5.440173259703442e-01	3.671122e-01	1.367112e+00	5.167167e-01	-2.920403e+01	-2.920403e+01	2.920403e+01	2.920403e+01
5.459704509703442e-01	2.504877e-01	1.250488e+00	4.584594e-01	-3.039530e+01	-3.039530e+01	3.039530e+01	3.039530e+01
5.479235759703442e-01	1.300958e-01	1.130096e+00	3.983200e-01	-3.112939e+01	-3.112939e+01	3.112939e+01	3.112939e+01
5.498767009703442e-01	7.747029e-03	1.007747e+00	3.372032e-01	-3.139528e+01	-3.139528e+01	3.139528e+01	3.139528e+01
5.518298259703442e-01	-1.147182e-01	8.852817e-01	2.760282e-01	-3.118894e+01	-3.118894e+01	3.118894e+01	3.118894e+01
5.537829509703442e-01	-2.354580e-01	7.645420e-01	2.157151e-01	-3.051350e+01	-3.051350e+01	3.051350e+01	3.051350e+01
5.557360759703442e-01	-3.526563e-01	6.473437e-01	1.571711e-01	-2.937910e+01	-2.937910e+01	2.937910e+01	2.937910e+01
5.567126384703442e-01	-4.093737e-01	5.906263e-01	1.288391e-01	-2.864487e+01	-2.864487e+01	2.864487e+01	2.864487e+01
5.576892009703442e-01	-4.645503e-01	5.354497e-01	1.012767e-01	-2.780282e+01	-2.780282e+01	2.780282e+01	2.780282e+01
5.586657634703442e-01	-5.179785e-01	4.820215e-01	7.458779e-02	-2.685612e+01	-2.685612e+01	2.685612e+01	2.685612e+01
5.596423259703442e-01	-5.694571e-01	4.305429e-01	4.887272e-02	-2.580835e+01	-2.580835e+01	2.580835e+01	2.580835e+01
5.606188884703442e-01	-6.187924e-01	3.812076e-01	2.422829e-02	-2.466344e+01	-2.466344e+01	2.466344e+01	2.466344e+01
5.615954509703442e-01	-6.657986e-01	3.342014e-01	7.472566e-04	-2.342571e+01	-2.342571e+01	2.342571e+01	2.342571e+01
5.625720134703442e-01	-7.102990e-01	2.897010e-01	-2.148199e-02	-2.209980e+01	-2.209980e+01	2.209980e+01	2.209980e+01
