time	V(n001)	V(n002)	I(C1)	I(R1)	I(V1)
4.391601628687777e-01	6.296379e-01	2.275810e-02	6.062874e-01	6.062874e-01	-6.062874e-01
4.411132878687777e-01	5.298033e-01	2.384483e-02	5.054599e-01	5.054599e-01	-5.054599e-01
4.430664128687777e-01	4.219999e-01	2.472687e-02	3.968759e-01	3.968759e-01	-3.968759e-01
4.450195378687777e-01	3.078493e-01	2.539064e-02	2.821689e-01	2.821689e-01	-2.821689e-01
4.469726628687777e-01	1.890683e-01	2.582587e-02	1.630645e-01	1.630645e-01	-1.630645e-01
4.489257878687777e-01	6.744350e-02	2.602571e-02	4.135434e-02	4.135434e-02	-4.135434e-02
4.508789128687777e-01	-5.519566e-02	2.598684e-02	-8.113057e-02	-8.113057e-02	8.113057e-02
4.528320378687777e-01	-1.770046e-01	2.570957e-02	-2.025476e-01	-2.025476e-01	2.025476e-01
4.547851628687777e-01	-2.961513e-01	2.519776e-02	-3.210704e-01	-3.210704e-01	3.210704e-01
4.567382878687777e-01	-4.108436e-01	2.445882e-02	-4.349158e-01	-4.349158e-01	4.349158e-01
4.586914128687777e-01	-5.193564e-01	2.350355e-02	-5.423712e-01	-5.423712e-01	5.423712e-01
4.606445378687777e-01	-6.200575e-01	2.234605e-02	-6.418201e-01	-6.418201e-01	6.418201e-01
4.625976628687777e-01	-7.114325e-01	2.100341e-02	-7.317665e-01	-7.317665e-01	7.317665e-01
4.645507878687777e-01	-7.921068e-01	1.949554e-02	-8.108571e-01	-8.108571e-01	8.108571e-01
4.665039128687777e-01	-8.608671e-01	1.784482e-02	-8.779019e-01	-8.779019e-01	8.779019e-01
4.684570378687777e-01	-9.166792e-01	1.607580e-02	-9.318925e-01	-9.318925e-01	9.318925e-01
4.704101628687777e-01	-9.587036e-01	1.421478e-02	-9.720163e-01	-9.720163e-01	9.720163e-01
4.723632878687777e-01	-9.863082e-01	1.228946e-02	-9.976696e-01	-9.976696e-01	9.976696e-01
4.743164128687777e-01	-9.990777e-01	1.032851e-02	-1.008466e+00	-1.008466e+00	1.008466e+00
4.762695378687777e-01	-9.968203e-01	8.361142e-03	-1.004243e+00	-1.004243e+00	1.004243e+00
4.782226628687777e-01	-9.795697e-01	6.416645e-03	-9.850646e-01	-9.850646e-01	9.850646e-01
4.801757878687777e-01	-9.475855e-01	4.523979e-03	-9.512178e-01	-9.512178e-01	9.512178e-01
4.821289128687777e-01	-9.013487e-01	2.711324e-03	-9.032118e-01	-9.032118e-01	9.032118e-01
4.831054753687777e-01	-8.730948e-01	1.843488e-03	-8.741167e-01	-8.741167e-01	8.741167e-01
4.840820378687777e-01	-8.415548e-01	1.005653e-03	-8.417686e-01	-8.417686e-01	8.417686e-01
4.850586003687777e-01	-8.068473e-01	2.009376e-04	-8.062891e-01	-8.062891e-01	8.062891e-01
4.860351628687777e-01	-7.691031e-01	-5.676663e-04	-7.678117e-01	-7.678117e-01	7.678117e-01
4.870117253687777e-01	-7.284641e-01	-1.297302e-03	-7.264814e-01	-7.264814e-01	7.264814e-01
4.879882878687777e-01	-6.850834e-01	-1.985258e-03	-6.824535e-01	-6.824535e-01	6.824535e-01
4.889648503687777e-01	-6.391241e-01	-2.628982e-03	-6.358938e-01	-6.358938e-01	6.358938e-01
4.899414128687777e-01	-5.907593e-01	-3.226087e-03	-5.869774e-01	-5.869774e-01	5.869774e-01
4.909179753687777e-01	-5.401711e-01	-3.774362e-03	-5.358885e-01	-5.358885e-01	5.358885e-01
4.918945378687777e-01	-4.875498e-01	-4.271778e-03	-4.828193e-01	-4.828193e-01	4.828193e-01
4.928711003687777e-01	-4.330935e-01	-4.716499e-03	-4.279694e-01	-4.279694e-01	4.279694e-01
4.938476628687777e-01	-3.770070e-01	-5.106887e-03	-3.715454e-01	-3.715454e-01	3.715454e-01
4.948242253687777e-01	-3.195016e-01	-5.441508e-03	-3.137595e-01	-3.137595e-01	3.137595e-01
4.958007878687777e-01	-2.607937e-01	-5.719139e-03	-2.548292e-01	-2.548292e-01	2.548292e-01
4.967773503687777e-01	-2.011042e-01	-5.938771e-03	-1.949762e-01	-1.949762e-01	1.949762e-01
4.977539128687777e-01	-1.406578e-01	-6.099612e-03	-1.344259e-01	-1.344259e-01	1.344259e-01
4.987304753687777e-01	-7.968202e-02	-6.201092e-03	-7.340595e-02	-7.340595e-02	7.340595e-02
4.997070378687777e-01	-1.840631e-02	-6.242866e-03	-1.214613e-02	-1.214613e-02	1.214613e-02
5.006836003687777e-01	4.293867e-02	-6.224811e-03	4.912308e-02	4.912308e-02	-4.912308e-02
5.016601628687777e-01	1.041221e-01	-6.147030e-03	1.101711e-01	1.101711e-01	-1.101711e-01
5.026367253687777e-01	1.649135e-01	-6.009853e-03	1.707682e-01	1.707682e-01	-1.707682e-01
5.036132878687777e-01	2.250843e-01	-5.813830e-03	2.306864e-01	2.306864e-01	-2.306864e-01
5.045898503687777e-01	2.844079e-01	-5.559735e-03	2.897001e-01	2.897001e-01	-2.897001e-01
5.055664128687777e-01	3.426611e-01	-5.248560e-03	3.475872e-01	3.475872e-01	-3.475872e-01
5.065429753687777e-01	3.996246e-01	-4.881511e-03	4.041300e-01	4.041300e-01	-4.041300e-01
5.075195378687777e-01	4.550840e-01	-4.460003e-03	4.591157e-01	4.591157e-01	-4.591157e-01
5.084961003687777e-01	5.088305e-01	-3.985661e-03	5.123374e-01	5.123374e-01	-5.123374e-01
5.094726628687777e-01	5.606619e-01	-3.460304e-03	5.635947e-01	5.635947e-01	-5.635947e-01
5.104492253687777e-01	6.103832e-01	-2.885944e-03	6.126947e-01	6.126947e-01	-6.126947e-01
5.114257878687777e-01	6.578070e-01	-2.264778e-03	6.594528e-01	6.594528e-01	-6.594528e-01
5.124023503687777e-01	7.027550e-01	-1.599179e-03	7.036930e-01	7.036930e-01	-7.036930e-01
5.133789128687777e-01	7.450581e-01	-8.916883e-04	7.452487e-01	7.452487e-01	-7.452487e-01
5.143554753687777e-01	7.845569e-01	-1.450026e-04	7.839636e-01	7.839636e-01	-7.839636e-01
5.153320378687777e-01	8.211027e-01	6.380324e-04	8.196921e-01	8.196921e-01	-8.196921e-01
5.163086003687777e-01	8.545582e-01	1.454435e-03	8.522997e-01	8.522997e-01	-8.522997e-01
5.182617253687777e-01	9.117062e-01	3.174796e-03	9.076735e-01	9.076735e-01	-9.076735e-01
5.202148503687777e-01	9.551413e-01	4.989928e-03	9.492526e-01	9.492526e-01	-9.492526e-01
5.221679753687777e-01	9.842102e-01	6.872250e-03	9.764118e-01	9.764118e-01	-9.764118e-01
5.241211003687777e-01	9.984756e-01	8.793172e-03	9.887429e-01	9.887429e-01	-9.887429e-01
5.260742253687777e-01	9.977230e-01	1.072353e-02	9.860607e-01	9.860607e-01	-9.860607e-01
5.280273503687777e-01	9.819638e-01	1.263400e-02	9.684058e-01	9.684058e-01	-9.684058e-01
5.299804753687777e-01	9.514349e-01	1.449559e-02	9.360440e-01	9.360440e-01	-9.360440e-01
5.319336003687777e-01	9.065955e-01	1.628001e-02	8.894625e-01	8.894625e-01	-8.894625e-01
5.338867253687777e-01	8.481202e-01	1.796015e-02	8.293619e-01	8.293619e-01	-8.293619e-01
5.358398503687777e-01	7.768882e-01	1.951046e-02	7.566468e-01	7.566468e-01	-7.566468e-01
5.377929753687777e-01	6.939712e-01	2.090736e-02	6.724108e-01	6.724108e-01	-6.724108e-01
5.397461003687777e-01	6.006162e-01	2.212955e-02	5.779215e-01	5.779215e-01	-5.779215e-01
5.416992253687777e-01	4.982273e-01	2.315839e-02	4.746001e-01	4.746001e-01	-4.746001e-01
5.436523503687777e-01	3.883447e-01	2.397813e-02	3.640011e-01	3.640011e-01	-3.640011e-01
5.456054753687777e-01	2.726209e-01	2.457616e-02	2.477883e-01	2.477883e-01	-2.477883e-01
5.475586003687777e-01	1.527968e-01	2.494322e-02	1.277098e-01	1.277098e-01	-1.277098e-01
5.495117253687777e-01	3.067439e-02	2.507352e-02	5.572009e-03	5.572009e-03	-5.572009e-03
5.514648503687777e-01	-9.190937e-02	2.496482e-02	-1.167877e-01	-1.167877e-01	1.167877e-01
5.534179753687777e-01	-2.131107e-01	2.461850e-02	-2.375287e-01	-2.375287e-01	2.375287e-01
5.553711003687777e-01	-3.311067e-01	2.403949e-02	-3.548346e-01	-3.548346e-01	3.548346e-01
5.573242253687777e-01	-4.441225e-01	2.323624e-02	-4.669409e-01	-4.669409e-01	4.669409e-01
5.592773503687777e-01	-5.504583e-01	2.222055e-02	-5.721609e-01	-5.721609e-01	5.721609e-01
5.612304753687777e-01	-6.485147e-01	2.100744e-02	-6.689119e-01	-6.689119e-01	6.689119e-01
5.631836003687777e-01	-7.368168e-01	1.961488e-02	-7.557384e-01	-7.557384e-01	7.557384e-01
5.651367253687777e-01	-8.140365e-01	1.806356e-02	-8.313342e-01	-8.313342e-01	8.313342e-01
5.670898503687777e-01	-8.790124e-01	1.637654e-02	-8.945619e-01	-8.945619e-01	8.945619e-01
5.690429753687777e-01	-9.307671e-01	1.457894e-02	-9.444703e-01	-9.444703e-01	9.444703e-01
5.709961003687777e-01	-9.685222e-01	1.269752e-02	-9.803084e-01	-9.803084e-01	9.803084e-01
5.729492253687777e-01	-9.917098e-01	1.076031e-02	-1.001537e+00	-1.001537e+00	1.001537e+00
5.749023503687777e-01	-9.999812e-01	8.796200e-03	-1.007836e+00	-1.007836e+00	1.007836e+00
5.768554753687777e-01	-9.932119e-01	6.834459e-03	-9.991118e-01	-9.991118e-01	9.991118e-01
5.788086003687777e-01	-9.715038e-01	4.904331e-03	-9.754940e-01	-9.754940e-01	9.754940e-01
5.807617253687777e-01	-9.351833e-01	3.034587e-03	-9.373380e-01	-9.373380e-01	9.373380e-01
5.827148503687777e-01	-8.847969e-01	1.253086e-03	-8.852174e-01	-8.852174e-01	8.852174e-01
5.836914128687777e-01	-8.545578e-01	4.037815e-04	-8.541574e-01	-8.541574e-01	8.541574e-01
5.846679753687777e-01	-8.211023e-01	-4.136371e-04	-8.199160e-01	-8.199160e-01	8.199160e-01
5.856445378687777e-01	-7.845563e-01	-1.196126e-03	-7.826220e-01	-7.826220e-01	7.826220e-01
5.866211003687777e-01	-7.450575e-01	-1.940774e-03	-7.424157e-01	-7.424157e-01	7.424157e-01
5.875976628687777e-01	-7.027544e-01	-2.644809e-03	-6.994483e-01	-6.994483e-01	6.994483e-01
5.885742253687777e-01	-6.578064e-01	-3.305615e-03	-6.538818e-01	-6.538818e-01	6.538818e-01
5.895507878687777e-01	-6.103825e-01	-3.920736e-03	-6.058874e-01	-6.058874e-01	6.058874e-01
5.905273503687777e-01	-5.606613e-01	-4.487891e-03	-5.556458e-01	-5.556458e-01	5.556458e-01
5.915039128687777e-01	-5.088298e-01	-5.004977e-03	-5.033460e-01	-5.033460e-01	5.033460e-01
5.924804753687777e-01	-4.550832e-01	-5.470080e-03	-4.491849e-01	-4.491849e-01	4.491849e-01
5.934570378687777e-01	-3.996238e-01	-5.881482e-03	-3.933663e-01	-3.933663e-01	3.933663e-01
5.944336003687777e-01	-3.426603e-01	-6.237667e-03	-3.361003e-01	-3.361003e-01	3.361003e-01
5.954101628687777e-01	-2.844071e-01	-6.537326e-03	-2.776022e-01	-2.776022e-01	2.776022e-01
5.963867253687777e-01	-2.250835e-01	-6.779364e-03	-2.180924e-01	-2.180924e-01	2.180924e-01
5.973632878687777e-01	-1.649127e-01	-6.962903e-03	-1.577946e-01	-1.577946e-01	1.577946e-01
5.983398503687777e-01	-1.041212e-01	-7.087283e-03	-9.693597e-02	-9.693597e-02	9.693597e-02
5.993164128687777e-01	-4.293784e-02	-7.152069e-03	-3.574537e-02	-3.574537e-02	3.574537e-02
6.002929753687777e-01	1.840715e-02	-7.157049e-03	2.554687e-02	2.554687e-02	-2.554687e-02
6.012695378687777e-01	7.968285e-02	-7.102236e-03	8.671012e-02	8.671012e-02	-8.671012e-02
6.022461003687777e-01	1.406586e-01	-6.987869e-03	1.475142e-01	1.475142e-01	-1.475142e-01
6.032226628687777e-01	2.011050e-01	-6.814409e-03	2.077302e-01	2.077302e-01	-2.077302e-01
6.041992253687777e-01	2.607945e-01	-6.582543e-03	2.671317e-01	2.671317e-01	-2.671317e-01
6.051757878687777e-01	3.195024e-01	-6.293175e-03	3.254950e-01	3.254950e-01	-3.254950e-01
6.061523503687777e-01	3.770078e-01	-5.947425e-03	3.826005e-01	3.826005e-01	-3.826005e-01
6.071289128687777e-01	4.330942e-01	-5.546628e-03	4.382333e-01	4.382333e-01	-4.382333e-01
6.081054753687777e-01	4.875505e-01	-5.092322e-03	4.921841e-01	4.921841e-01	-4.921841e-01
6.090820378687777e-01	5.401718e-01	-4.586251e-03	5.442498e-01	5.442498e-01	-5.442498e-01
6.100586003687777e-01	5.907601e-01	-4.030350e-03	5.942345e-01	5.942345e-01	-5.942345e-01
6.110351628687777e-01	6.391248e-01	-3.426745e-03	6.419501e-01	6.419501e-01	-6.419501e-01
6.120117253687777e-01	6.850840e-01	-2.777737e-03	6.872171e-01	6.872171e-01	-6.872171e-01
6.129882878687777e-01	7.284647e-01	-2.085802e-03	7.298650e-01	7.298650e-01	-7.298650e-01
6.139648503687777e-01	7.691036e-01	-1.353577e-03	7.697335e-01	7.697335e-01	-7.697335e-01
6.149414128687777e-01	8.068478e-01	-5.838470e-04	8.066725e-01	8.066725e-01	-8.066725e-01
6.159179753687777e-01	8.415552e-01	2.204574e-04	8.405429e-01	8.405429e-01	-8.405429e-01
6.168945378687777e-01	8.730952e-01	1.056278e-03	8.712174e-01	8.712174e-01	-8.712174e-01
6.188476628687777e-01	9.262104e-01	2.809651e-03	9.225292e-01	9.225292e-01	-9.225292e-01
6.208007878687777e-01	9.653946e-01	4.649647e-03	9.598365e-01	9.598365e-01	-9.598365e-01
6.227539128687777e-01	9.900582e-01	6.548340e-03	9.825783e-01	9.825783e-01	-9.825783e-01
6.247070378687777e-01	9.998306e-01	8.476922e-03	9.904129e-01	9.904129e-01	-9.904129e-01
6.266601628687777e-01	9.945645e-01	1.040613e-02	9.832226e-01	9.832226e-01	-9.832226e-01
6.286132878687777e-01	9.743393e-01	1.230671e-02	9.611158e-01	9.611158e-01	-9.611158e-01
6.305664128687777e-01	9.394591e-01	1.414981e-02	9.244253e-01	9.244253e-01	-9.244253e-01
6.325195378687777e-01	8.904485e-01	1.590746e-02	8.737032e-01	8.737032e-01	-8.737032e-01
6.344726628687777e-01	8.280448e-01	1.755299e-02	8.097126e-01	8.097126e-01	-8.097126e-01
6.364257878687777e-01	7.531865e-01	1.906139e-02	7.334164e-01	7.334164e-01	-7.334164e-01
6.383789128687777e-01	6.669996e-01	2.040972e-02	6.459623e-01	6.459623e-01	-6.459623e-01
6.403320378687777e-01	5.707804e-01	2.157747e-02	5.486659e-01	5.486659e-01	-5.486659e-01
6.422851628687777e-01	4.659761e-01	2.254681e-02	4.429909e-01	4.429909e-01	-4.429909e-01
6.442382878687777e-01	3.541631e-01	2.330293e-02	3.305269e-01	3.305269e-01	-3.305269e-01
6.461914128687777e-01	2.370232e-01	2.383419e-02	2.129660e-01	2.129660e-01	-2.129660e-01
6.481445378687777e-01	1.163182e-01	2.413238e-02	9.207638e-02	9.207638e-02	-9.207638e-02
6.500976628687777e-01	-6.136301e-03	2.419276e-02	-3.032329e-02	-3.032329e-02	3.032329e-02
6.520507878687777e-01	-1.284985e-01	2.401418e-02	-1.523918e-01	-1.523918e-01	1.523918e-01
6.540039128687777e-01	-2.489280e-01	2.359907e-02	-2.722929e-01	-2.722929e-01	2.722929e-01
6.559570378687777e-01	-3.656134e-01	2.295344e-02	-3.882228e-01	-3.882228e-01	3.882228e-01
6.579101628687777e-01	-4.767996e-01	2.208676e-02	-4.984377e-01	-4.984377e-01	4.984377e-01
6.598632878687777e-01	-5.808143e-01	2.101182e-02	-6.012796e-01	-6.012796e-01	6.012796e-01
6.618164128687777e-01	-6.760930e-01	1.974455e-02	-6.952014e-01	-6.952014e-01	6.952014e-01
6.637695378687777e-01	-7.612026e-01	1.830376e-02	-7.787902e-01	-7.787902e-01	7.787902e-01
6.657226628687777e-01	-8.348631e-01	1.671089e-02	-8.507885e-01	-8.507885e-01	8.507885e-01
6.676757878687777e-01	-8.959664e-01	1.498966e-02	-9.101130e-01	-9.101130e-01	9.101130e-01
6.696289128687777e-01	-9.435936e-01	1.316570e-02	-9.558715e-01	-9.558715e-01	9.558715e-01
6.715820378687777e-01	-9.770283e-01	1.126623e-02	-9.873751e-01	-9.873751e-01	9.873751e-01
6.735351628687777e-01	-9.957675e-01	9.319559e-03	-1.004150e+00	-1.004150e+00	1.004150e+00
6.754882878687777e-01	-9.995294e-01	7.354741e-03	-1.005944e+00	-1.005944e+00	1.005944e+00
6.774414128687777e-01	-9.882575e-01	5.401088e-03	-9.927287e-01	-9.927287e-01	9.927287e-01
6.793945378687777e-01	-9.621213e-01	3.487745e-03	-9.647037e-01	-9.647037e-01	9.647037e-01
6.813476628687777e-01	-9.215139e-01	1.643256e-03	-9.222900e-01	-9.222900e-01	9.222900e-01
6.823242253687777e-01	-8.959661e-01	7.554780e-04	-8.958785e-01	-8.958785e-01	8.958785e-01
6.833007878687777e-01	-8.670461e-01	-1.048754e-04	-8.661253e-01	-8.661253e-01	8.661253e-01
6.842773503687777e-01	-8.348626e-01	-9.345961e-04	-8.331425e-01	-8.331425e-01	8.331425e-01
6.852539128687777e-01	-7.995370e-01	-1.730590e-03	-7.970541e-01	-7.970541e-01	7.970541e-01
6.862304753687777e-01	-7.612021e-01	-2.489892e-03	-7.579960e-01	-7.579960e-01	7.579960e-01
6.872070378687777e-01	-7.200022e-01	-3.209673e-03	-7.161151e-01	-7.161151e-01	7.161151e-01
6.881836003687777e-01	-6.760924e-01	-3.887253e-03	-6.715690e-01	-6.715690e-01	6.715690e-01
6.891601628687777e-01	-6.296379e-01	-4.520112e-03	-6.245254e-01	-6.245254e-01	6.245254e-01
6.901367253687777e-01	-5.808136e-01	-5.105896e-03	-5.751612e-01	-5.751612e-01	5.751612e-01
6.911132878687777e-01	-5.298033e-01	-5.642431e-03	-5.236623e-01	-5.236623e-01	5.236623e-01
6.920898503687777e-01	-4.767989e-01	-6.127726e-03	-4.702225e-01	-4.702225e-01	4.702225e-01
6.930664128687777e-01	-4.219999e-01	-6.559985e-03	-4.150428e-01	-4.150428e-01	4.150428e-01
6.940429753687777e-01	-3.656126e-01	-6.937609e-03	-3.583310e-01	-3.583310e-01	3.583310e-01
6.950195378687777e-01	-3.078493e-01	-7.259206e-03	-3.003004e-01	-3.003004e-01	3.003004e-01
6.959961003687777e-01	-2.489272e-01	-7.523596e-03	-2.411694e-01	-2.411694e-01	2.411694e-01
6.969726628687777e-01	-1.890683e-01	-7.729812e-03	-1.811605e-01	-1.811605e-01	1.811605e-01
6.979492253687777e-01	-1.284977e-01	-7.877106e-03	-1.204997e-01	-1.204997e-01	1.204997e-01
6.999023503687777e-01	-6.135469e-03	-7.993057e-03	1.863360e-03	1.863360e-03	-1.863360e-03
7.018554753687777e-01	1.163190e-01	-7.869936e-03	1.240795e-01	1.240795e-01	-1.240795e-01
7.028320378687777e-01	1.770046e-01	-7.719234e-03	1.845573e-01	1.845573e-01	-1.845573e-01
7.038086003687777e-01	2.370240e-01	-7.509826e-03	2.443108e-01	2.443108e-01	-2.443108e-01
7.047851628687777e-01	2.961513e-01	-7.242528e-03	3.031151e-01	3.031151e-01	-3.031151e-01
7.057617253687777e-01	3.541639e-01	-6.918375e-03	3.607490e-01	3.607490e-01	-3.607490e-01
7.067382878687777e-01	4.108436e-01	-6.538617e-03	4.169956e-01	4.169956e-01	-4.169956e-01
7.077148503687777e-01	4.659769e-01	-6.104711e-03	4.716431e-01	4.716431e-01	-4.716431e-01
7.086914128687777e-01	5.193564e-01	-5.618320e-03	5.244860e-01	5.244860e-01	-5.244860e-01
7.096679753687777e-01	5.707811e-01	-5.081303e-03	5.753253e-01	5.753253e-01	-5.753253e-01
7.106445378687777e-01	6.200575e-01	-4.495710e-03	6.239698e-01	6.239698e-01	-6.239698e-01
7.116211003687777e-01	6.670002e-01	-3.863773e-03	6.702364e-01	6.702364e-01	-6.702364e-01
7.125976628687777e-01	7.114325e-01	-3.187900e-03	7.139510e-01	7.139510e-01	-7.139510e-01
7.135742253687777e-01	7.531871e-01	-2.470664e-03	7.549490e-01	7.549490e-01	-7.549490e-01
7.145507878687777e-01	7.921068e-01	-1.714792e-03	7.930763e-01	7.930763e-01	-7.930763e-01
7.155273503687777e-01	8.280452e-01	-9.231587e-04	8.281893e-01	8.281893e-01	-8.281893e-01
7.165039128687777e-01	8.608671e-01	-9.877145e-05	8.601559e-01	8.601559e-01	-8.601559e-01
7.174804753687777e-01	8.904489e-01	7.552382e-04	8.888558e-01	8.888558e-01	-8.888558e-01
7.194336003687777e-01	9.394594e-01	2.539054e-03	9.360363e-01	9.360363e-01	-9.360363e-01
7.213867253687777e-01	9.743395e-01	4.401230e-03	9.690214e-01	9.690214e-01	-9.690214e-01
7.233398503687777e-01	9.945646e-01	6.313530e-03	9.873152e-01	9.873152e-01	-9.873152e-01
7.252929753687777e-01	9.998306e-01	8.246965e-03	9.906428e-01	9.906428e-01	-9.906428e-01
7.272461003687777e-01	9.900581e-01	1.017223e-02	9.789544e-01	9.789544e-01	-9.789544e-01
7.291992253687777e-01	9.653943e-01	1.206013e-02	9.524258e-01	9.524258e-01	-9.524258e-01
7.311523503687777e-01	9.262101e-01	1.388206e-02	9.114565e-01	9.114565e-01	-9.114565e-01
7.331054753687777e-01	8.730948e-01	1.561038e-02	8.566629e-01	8.566629e-01	-8.566629e-01
7.350586003687777e-01	8.068473e-01	1.721887e-02	7.888692e-01	7.888692e-01	-7.888692e-01
7.370117253687777e-01	7.284641e-01	1.868312e-02	7.090955e-01	7.090955e-01	-7.090955e-01
7.389648503687777e-01	6.391241e-01	1.998088e-02	6.185418e-01	6.185418e-01	-6.185418e-01
7.409179753687777e-01	5.401711e-01	2.109240e-02	5.185704e-01	5.185704e-01	-5.185704e-01
7.428711003687777e-01	4.330935e-01	2.200075e-02	4.106852e-01	4.106852e-01	-4.106852e-01
7.448242253687777e-01	3.195016e-01	2.269203e-02	2.965090e-01	2.965090e-01	-2.965090e-01
7.467773503687777e-01	2.011042e-01	2.315564e-02	1.777594e-01	1.777594e-01	-1.777594e-01
7.487304753687777e-01	7.968202e-02	2.338436e-02	5.622268e-02	5.622268e-02	-5.622268e-02
7.506836003687777e-01	-4.293867e-02	2.337455e-02	-6.627283e-02	-6.627283e-02	6.627283e-02
7.526367253687777e-01	-1.649135e-01	2.312613e-02	-1.878845e-01	-1.878845e-01	1.878845e-01
7.545898503687777e-01	-2.844079e-01	2.264262e-02	-3.067829e-01	-3.067829e-01	3.067829e-01
7.565429753687777e-01	-3.996246e-01	2.193106e-02	-4.211796e-01	-4.211796e-01	4.211796e-01
7.584961003687777e-01	-5.088305e-01	2.100194e-02	-5.293536e-01	-5.293536e-01	5.293536e-01
7.604492253687777e-01	-6.103832e-01	1.986902e-02	-6.296778e-01	-6.296778e-01	6.296778e-01
7.624023503687777e-01	-7.027550e-01	1.854912e-02	-7.206429e-01	-7.206429e-01	7.206429e-01
7.643554753687777e-01	-7.845569e-01	1.706187e-02	-8.008805e-01	-8.008805e-01	8.008805e-01
7.663086003687777e-01	-8.545582e-01	1.542943e-02	-8.691835e-01	-8.691835e-01	8.691835e-01
7.682617253687777e-01	-9.117062e-01	1.367612e-02	-9.245245e-01	-9.245245e-01	9.245245e-01
7.702148503687777e-01	-9.551413e-01	1.182811e-02	-9.660707e-01	-9.660707e-01	9.660707e-01
7.721679753687777e-01	-9.842102e-01	9.912972e-03	-9.931971e-01	-9.931971e-01	9.931971e-01
7.741211003687777e-01	-9.984756e-01	7.959298e-03	-1.005495e+00	-1.005495e+00	1.005495e+00
7.760742253687777e-01	-9.977230e-01	5.996255e-03	-1.002780e+00	-1.002780e+00	1.002780e+00
7.780273503687777e-01	-9.819638e-01	4.053156e-03	-9.850930e-01	-9.850930e-01	9.850930e-01
7.799804753687777e-01	-9.514349e-01	2.159011e-03	-9.526986e-01	-9.526986e-01	9.526986e-01
7.819336003687777e-01	-9.065955e-01	3.420951e-04	-9.060845e-01	-9.060845e-01	9.060845e-01
7.829101628687777e-01	-8.790120e-01	-5.288720e-04	-8.776560e-01	-8.776560e-01	8.776560e-01
7.838867253687777e-01	-8.481202e-01	-1.370477e-03	-8.459516e-01	-8.459516e-01	8.459516e-01
7.848632878687777e-01	-8.140361e-01	-2.179580e-03	-8.110905e-01	-8.110905e-01	8.110905e-01
7.858398503687777e-01	-7.768882e-01	-2.953161e-03	-7.732040e-01	-7.732040e-01	7.732040e-01
7.868164128687777e-01	-7.368163e-01	-3.688336e-03	-7.324346e-01	-7.324346e-01	7.324346e-01
7.877929753687777e-01	-6.939712e-01	-4.382365e-03	-6.889358e-01	-6.889358e-01	6.889358e-01
7.887695378687777e-01	-6.485141e-01	-5.032661e-03	-6.428712e-01	-6.428712e-01	6.428712e-01
7.897461003687777e-01	-6.006162e-01	-5.636805e-03	-5.944142e-01	-5.944142e-01	5.944142e-01
7.916992253687777e-01	-4.982273e-01	-6.697825e-03	-4.910607e-01	-4.910607e-01	4.910607e-01
7.936523503687777e-01	-3.883447e-01	-7.549678e-03	-3.804296e-01	-3.804296e-01	3.804296e-01
7.956054753687777e-01	-2.726209e-01	-8.179765e-03	-2.641847e-01	-2.641847e-01	2.641847e-01
7.975586003687777e-01	-1.527968e-01	-8.578817e-03	-1.440742e-01	-1.440742e-01	1.440742e-01
7.995117253687777e-01	-3.067439e-02	-8.741045e-03	-2.190448e-02	-2.190448e-02	2.190448e-02
8.014648503687777e-01	9.190937e-02	-8.664220e-03	1.004871e-01	1.004871e-01	-1.004871e-01
8.034179753687777e-01	2.131107e-01	-8.349704e-03	2.212599e-01	2.212599e-01	-2.212599e-01
8.053711003687777e-01	3.311067e-01	-7.802440e-03	3.385976e-01	3.385976e-01	-3.385976e-01
8.073242253687777e-01	4.441225e-01	-7.030867e-03	4.507355e-01	4.507355e-01	-4.507355e-01
8.092773503687777e-01	5.504583e-01	-6.046799e-03	5.559872e-01	5.559872e-01	-5.559872e-01
8.112304753687777e-01	6.485147e-01	-4.865247e-03	6.527697e-01	6.527697e-01	-6.527697e-01
8.122070378687777e-01	6.939718e-01	-4.205924e-03	6.975247e-01	6.975247e-01	-6.975247e-01
8.131836003687777e-01	7.368168e-01	-3.504189e-03	7.396277e-01	7.396277e-01	-7.396277e-01
8.141601628687777e-01	7.768887e-01	-2.762710e-03	7.789204e-01	7.789204e-01	-7.789204e-01
8.151367253687777e-01	8.140365e-01	-1.984304e-03	8.152549e-01	8.152549e-01	-8.152549e-01
8.161132878687777e-01	8.481206e-01	-1.171927e-03	8.484945e-01	8.484945e-01	-8.484945e-01
8.170898503687777e-01	8.790124e-01	-3.286609e-04	8.785140e-01	8.785140e-01	-8.785140e-01
8.180664128687777e-01	9.065959e-01	5.422935e-04	9.052005e-01	9.052005e-01	-9.052005e-01
8.200195378687777e-01	9.514351e-01	2.353960e-03	9.481860e-01	9.481860e-01	-9.481860e-01
8.219726628687777e-01	9.819639e-01	4.235619e-03	9.768044e-01	9.768044e-01	-9.768044e-01
8.239257878687777e-01	9.977231e-01	6.158761e-03	9.906255e-01	9.906255e-01	-9.906255e-01
8.258789128687777e-01	9.984756e-01	8.094257e-03	9.894418e-01	9.894418e-01	-9.894418e-01
8.278320378687777e-01	9.842100e-01	1.001279e-02	9.732711e-01	9.732711e-01	-9.732711e-01
8.297851628687777e-01	9.551411e-01	1.188529e-02	9.423570e-01	9.423570e-01	-9.423570e-01
8.317382878687777e-01	9.117059e-01	1.368341e-02	8.971646e-01	8.971646e-01	-8.971646e-01
