time	V(n001)	I(I1)	I(R1)	I(V1)
7.637438884703442e-01	-7.601565e-01	1.000000e+00	-7.594413e-01	-2.405587e-01
7.647204509703442e-01	-7.985685e-01	1.000000e+00	-7.978171e-01	-2.021829e-01
7.656970134703442e-01	-8.339749e-01	1.000000e+00	-8.331902e-01	-1.668098e-01
7.666735759703442e-01	-8.662424e-01	1.000000e+00	-8.654273e-01	-1.345727e-01
7.676501384703442e-01	-8.952495e-01	1.000000e+00	-8.944072e-01	-1.055929e-01
7.686267009703442e-01	-9.208872e-01	1.000000e+00	-9.200207e-01	-7.997935e-02
7.696032634703442e-01	-9.430588e-01	1.000000e+00	-9.421714e-01	-5.782861e-02
7.705798259703442e-01	-9.616809e-01	1.000000e+00	-9.607760e-01	-3.922398e-02
7.715563884703442e-01	-9.766835e-01	1.000000e+00	-9.757645e-01	-2.423549e-02
7.725329509703442e-01	-9.880101e-01	1.000000e+00	-9.870805e-01	-1.291956e-02
7.735095134703442e-01	-9.956180e-01	1.000000e+00	-9.946812e-01	-5.318780e-03
7.744860759703442e-01	-9.994787e-01	1.000000e+00	-9.985383e-01	-1.461756e-03
7.754626384703442e-01	-9.995775e-01	1.000000e+00	-9.986370e-01	-1.363003e-03
7.764392009703442e-01	-9.959142e-01	1.000000e+00	-9.949771e-01	-5.022895e-03
7.774157634703442e-01	-9.885024e-01	1.000000e+00	-9.875723e-01	-1.242766e-02
7.783923259703442e-01	-9.773703e-01	1.000000e+00	-9.764506e-01	-2.354942e-02
7.793688884703442e-01	-9.625594e-01	1.000000e+00	-9.616537e-01	-3.834632e-02
7.803454509703442e-01	-9.441257e-01	1.000000e+00	-9.432373e-01	-5.676267e-02
7.813220134703442e-01	-9.221385e-01	1.000000e+00	-9.212708e-01	-7.872915e-02
7.822985759703442e-01	-8.966807e-01	1.000000e+00	-8.958369e-01	-1.041631e-01
7.832751384703442e-01	-8.678479e-01	1.000000e+00	-8.670313e-01	-1.329687e-01
7.842517009703442e-01	-8.357487e-01	1.000000e+00	-8.349622e-01	-1.650377e-01
7.852282634703442e-01	-8.005039e-01	1.000000e+00	-7.997507e-01	-2.002493e-01
7.862048259703442e-01	-7.622463e-01	1.000000e+00	-7.615290e-01	-2.384710e-01
7.871813884703442e-01	-7.211197e-01	1.000000e+00	-7.204412e-01	-2.795588e-01
7.881579509703442e-01	-6.772790e-01	1.000000e+00	-6.766417e-01	-3.233583e-01
7.891345134703442e-01	-6.308891e-01	1.000000e+00	-6.302955e-01	-3.697045e-01
7.901110759703442e-01	-5.821248e-01	1.000000e+00	-5.815770e-01	-4.184230e-01
7.920642009703442e-01	-4.782149e-01	1.000000e+00	-4.777649e-01	-5.222351e-01
7.940173259703442e-01	-3.671122e-01	1.000000e+00	-3.667667e-01	-6.332332e-01
7.959704509703442e-01	-2.504877e-01	1.000000e+00	-2.502520e-01	-7.497479e-01
7.979235759703442e-01	-1.300958e-01	1.000000e+00	-1.299734e-01	-8.700266e-01
7.998767009703442e-01	-7.747029e-03	1.000000e+00	-7.739740e-03	-9.922603e-01
8.018298259703442e-01	1.147182e-01	1.000000e+00	1.146103e-01	-1.114610e+00
8.037829509703442e-01	2.354580e-01	1.000000e+00	2.352365e-01	-1.235236e+00
8.057360759703442e-01	3.526563e-01	1.000000e+00	3.523245e-01	-1.352324e+00
8.076892009703442e-01	4.645503e-01	1.000000e+00	4.641132e-01	-1.464113e+00
8.096423259703442e-01	5.694571e-01	1.000000e+00	5.689212e-01	-1.568921e+00
8.115954509703442e-01	6.657986e-01	1.000000e+00	6.651722e-01	-1.665172e+00
8.135485759703442e-01	7.521260e-01	1.000000e+00	7.514183e-01	-1.751418e+00
8.155017009703442e-01	8.271406e-01	1.000000e+00	8.263624e-01	-1.826362e+00
8.174548259703442e-01	8.897144e-01	1.000000e+00	8.888772e-01	-1.888877e+00
8.194079509703442e-01	9.389059e-01	1.000000e+00	9.380224e-01	-1.938022e+00
8.213610759703442e-01	9.739755e-01	1.000000e+00	9.730591e-01	-1.973059e+00
8.233142009703442e-01	9.943955e-01	1.000000e+00	9.934598e-01	-1.993460e+00
8.252673259703442e-01	9.998589e-01	1.000000e+00	9.989181e-01	-1.998918e+00
8.272204509703442e-01	9.902835e-01	1.000000e+00	9.893517e-01	-1.989352e+00
8.291735759703442e-01	9.658134e-01	1.000000e+00	9.649046e-01	-1.964905e+00
8.311267009703442e-01	9.268165e-01	1.000000e+00	9.259444e-01	-1.925944e+00
8.330798259703442e-01	8.738794e-01	1.000000e+00	8.730571e-01	-1.873057e+00
8.350329509703442e-01	8.077983e-01	1.000000e+00	8.070382e-01	-1.807038e+00
8.369860759703442e-01	7.295672e-01	1.000000e+00	7.288808e-01	-1.728881e+00
8.389392009703442e-01	6.403628e-01	1.000000e+00	6.397603e-01	-1.639760e+00
8.408923259703442e-01	5.415267e-01	1.000000e+00	5.410171e-01	-1.541017e+00
8.428454509703442e-01	4.345455e-01	1.000000e+00	4.341366e-01	-1.434137e+00
8.447985759703442e-01	3.210284e-01	1.000000e+00	3.207263e-01	-1.320726e+00
8.467517009703442e-01	2.026826e-01	1.000000e+00	2.024919e-01	-1.202492e+00
8.487048259703442e-01	8.128840e-02	1.000000e+00	8.121191e-02	-1.081212e+00
8.516345134703442e-01	-1.025191e-01	1.000000e+00	-1.024226e-01	-8.975774e-01
8.535876384703442e-01	-2.235138e-01	1.000000e+00	-2.233035e-01	-7.766966e-01
8.555407634703442e-01	-3.411466e-01	1.000000e+00	-3.408256e-01	-6.591743e-01
8.574938884703442e-01	-4.536483e-01	1.000000e+00	-4.532215e-01	-5.467786e-01
8.594470134703442e-01	-5.593267e-01	1.000000e+00	-5.588004e-01	-4.411996e-01
8.604235759703442e-01	-6.091058e-01	1.000000e+00	-6.085327e-01	-3.914673e-01
8.614001384703442e-01	-6.565923e-01	1.000000e+00	-6.559745e-01	-3.440255e-01
8.623767009703442e-01	-7.016076e-01	1.000000e+00	-7.009474e-01	-2.990526e-01
8.633532634703442e-01	-7.439821e-01	1.000000e+00	-7.432821e-01	-2.567179e-01
8.643298259703442e-01	-7.835566e-01	1.000000e+00	-7.828193e-01	-2.171807e-01
8.653063884703442e-01	-8.201818e-01	1.000000e+00	-8.194101e-01	-1.805899e-01
8.662829509703442e-01	-8.537201e-01	1.000000e+00	-8.529168e-01	-1.470832e-01
8.672595134703442e-01	-8.840452e-01	1.000000e+00	-8.832133e-01	-1.167867e-01
8.682360759703442e-01	-9.110429e-01	1.000000e+00	-9.101857e-01	-8.981434e-02
8.692126384703442e-01	-9.346117e-01	1.000000e+00	-9.337323e-01	-6.626774e-02
8.701892009703442e-01	-9.546628e-01	1.000000e+00	-9.537645e-01	-4.623551e-02
8.711657634703442e-01	-9.711207e-01	1.000000e+00	-9.702070e-01	-2.979303e-02
8.721423259703442e-01	-9.839236e-01	1.000000e+00	-9.829978e-01	-1.700219e-02
8.731188884703442e-01	-9.930233e-01	1.000000e+00	-9.920889e-01	-7.911129e-03
8.740954509703442e-01	-9.983854e-01	1.000000e+00	-9.974459e-01	-2.554069e-03
8.750720134703442e-01	-9.999897e-01	1.000000e+00	-9.990488e-01	-9.511705e-04
8.760485759703442e-01	-9.978305e-01	1.000000e+00	-9.968916e-01	-3.108466e-03
8.770251384703442e-01	-9.919155e-01	1.000000e+00	-9.909822e-01	-9.017835e-03
8.780017009703442e-01	-9.822672e-01	1.000000e+00	-9.813430e-01	-1.865704e-02
8.789782634703442e-01	-9.689219e-01	1.000000e+00	-9.680102e-01	-3.198979e-02
8.799548259703442e-01	-9.519298e-01	1.000000e+00	-9.510341e-01	-4.896592e-02
8.809313884703442e-01	-9.313548e-01	1.000000e+00	-9.304785e-01	-6.952153e-02
8.819079509703442e-01	-9.072744e-01	1.000000e+00	-9.064207e-01	-9.357925e-02
8.828845134703442e-01	-8.797793e-01	1.000000e+00	-8.789514e-01	-1.210485e-01
8.838610759703442e-01	-8.489729e-01	1.000000e+00	-8.481740e-01	-1.518260e-01
8.848376384703442e-01	-8.149711e-01	1.000000e+00	-8.142042e-01	-1.857958e-01
8.858142009703442e-01	-7.779019e-01	1.000000e+00	-7.771699e-01	-2.228300e-01
8.867907634703442e-01	-7.379049e-01	1.000000e+00	-7.372106e-01	-2.627894e-01
8.877673259703442e-01	-6.951306e-01	1.000000e+00	-6.944765e-01	-3.055235e-01
8.887438884703442e-01	-6.497400e-01	1.000000e+00	-6.491286e-01	-3.508714e-01
8.897204509703442e-01	-6.019039e-01	1.000000e+00	-6.013376e-01	-3.986625e-01
8.916735759703442e-01	-4.996240e-01	1.000000e+00	-4.991539e-01	-5.008461e-01
8.936267009703442e-01	-3.898293e-01	1.000000e+00	-3.894625e-01	-6.105375e-01
8.955798259703442e-01	-2.741711e-01	1.000000e+00	-2.739132e-01	-7.260869e-01
8.975329509703442e-01	-1.543892e-01	1.000000e+00	-1.542440e-01	-8.457561e-01
8.994860759703442e-01	-3.228519e-02	1.000000e+00	-3.225481e-02	-9.677452e-01
9.014392009703442e-01	9.030447e-02	1.000000e+00	9.021950e-02	-1.090219e+00
9.033923259703442e-01	2.115359e-01	1.000000e+00	2.113368e-01	-1.211337e+00
9.053454509703442e-01	3.295856e-01	1.000000e+00	3.292755e-01	-1.329275e+00
9.072985759703442e-01	4.426780e-01	1.000000e+00	4.422615e-01	-1.442261e+00
9.092517009703442e-01	5.491121e-01	1.000000e+00	5.485954e-01	-1.548595e+00
9.112048259703442e-01	6.472871e-01	1.000000e+00	6.466781e-01	-1.646678e+00
9.131579509703442e-01	7.357263e-01	1.000000e+00	7.350340e-01	-1.735034e+00
9.151110759703442e-01	8.130995e-01	1.000000e+00	8.123344e-01	-1.812334e+00
9.170642009703442e-01	8.782429e-01	1.000000e+00	8.774165e-01	-1.877416e+00
9.190173259703442e-01	9.301767e-01	1.000000e+00	9.293014e-01	-1.929302e+00
9.209704509703442e-01	9.681197e-01	1.000000e+00	9.672088e-01	-1.967209e+00
9.229235759703442e-01	9.915015e-01	1.000000e+00	9.905685e-01	-1.990569e+00
9.248767009703442e-01	9.999700e-01	1.000000e+00	9.990291e-01	-1.999029e+00
9.268298259703442e-01	9.933981e-01	1.000000e+00	9.924634e-01	-1.992463e+00
9.287829509703442e-01	9.718845e-01	1.000000e+00	9.709700e-01	-1.970970e+00
9.307360759703442e-01	9.357529e-01	1.000000e+00	9.348724e-01	-1.934872e+00
9.326892009703442e-01	8.855467e-01	1.000000e+00	8.847135e-01	-1.884713e+00
9.346423259703442e-01	8.220211e-01	1.000000e+00	8.212476e-01	-1.821248e+00
9.365954509703442e-01	7.461315e-01	1.000000e+00	7.454294e-01	-1.745429e+00
9.385485759703442e-01	6.590194e-01	1.000000e+00	6.583992e-01	-1.658399e+00
9.405017009703442e-01	5.619950e-01	1.000000e+00	5.614662e-01	-1.561466e+00
9.424548259703442e-01	4.565177e-01	1.000000e+00	4.560881e-01	-1.456088e+00
9.444079509703442e-01	3.441739e-01	1.000000e+00	3.438501e-01	-1.343850e+00
9.463610759703442e-01	2.266535e-01	1.000000e+00	2.264402e-01	-1.226440e+00
9.483142009703442e-01	1.057239e-01	1.000000e+00	1.056244e-01	-1.105624e+00
9.512438884703442e-01	-7.807627e-02	1.000000e+00	-7.800281e-02	-9.219972e-01
9.531970134703442e-01	-1.995261e-01	1.000000e+00	-1.993384e-01	-8.006616e-01
9.551501384703442e-01	-3.179749e-01	1.000000e+00	-3.176757e-01	-6.823243e-01
9.571032634703442e-01	-4.316410e-01	1.000000e+00	-4.312349e-01	-5.687651e-01
9.590563884703442e-01	-5.388149e-01	1.000000e+00	-5.383079e-01	-4.616921e-01
9.600329509703442e-01	-5.894589e-01	1.000000e+00	-5.889043e-01	-4.110957e-01
9.610095134703442e-01	-6.378844e-01	1.000000e+00	-6.372842e-01	-3.627158e-01
9.619860759703442e-01	-6.839091e-01	1.000000e+00	-6.832656e-01	-3.167344e-01
9.629626384703442e-01	-7.273597e-01	1.000000e+00	-7.266753e-01	-2.733248e-01
9.639392009703442e-01	-7.680726e-01	1.000000e+00	-7.673499e-01	-2.326501e-01
9.649157634703442e-01	-8.058947e-01	1.000000e+00	-8.051364e-01	-1.948636e-01
9.658923259703442e-01	-8.406836e-01	1.000000e+00	-8.398925e-01	-1.601075e-01
9.668688884703442e-01	-8.723083e-01	1.000000e+00	-8.714875e-01	-1.285125e-01
9.678454509703442e-01	-9.006499e-01	1.000000e+00	-8.998024e-01	-1.001976e-01
9.688220134703442e-01	-9.256016e-01	1.000000e+00	-9.247307e-01	-7.526933e-02
9.697985759703442e-01	-9.470696e-01	1.000000e+00	-9.461784e-01	-5.382156e-02
9.707751384703442e-01	-9.649730e-01	1.000000e+00	-9.640650e-01	-3.593498e-02
9.717517009703442e-01	-9.792445e-01	1.000000e+00	-9.783230e-01	-2.167694e-02
9.727282634703442e-01	-9.898303e-01	1.000000e+00	-9.888989e-01	-1.110108e-02
9.737048259703442e-01	-9.966906e-01	1.000000e+00	-9.957528e-01	-4.247207e-03
9.746813884703442e-01	-9.997996e-01	1.000000e+00	-9.988589e-01	-1.141128e-03
9.756579509703442e-01	-9.991456e-01	1.000000e+00	-9.982055e-01	-1.794527e-03
9.766345134703442e-01	-9.947310e-01	1.000000e+00	-9.937950e-01	-6.204947e-03
9.776110759703442e-01	-9.865725e-01	1.000000e+00	-9.856442e-01	-1.435579e-02
9.785876384703442e-01	-9.747007e-01	1.000000e+00	-9.737836e-01	-2.621637e-02
9.795642009703442e-01	-9.591604e-01	1.000000e+00	-9.582579e-01	-4.174205e-02
9.805407634703442e-01	-9.400101e-01	1.000000e+00	-9.391256e-01	-6.087440e-02
9.815173259703442e-01	-9.173217e-01	1.000000e+00	-9.164586e-01	-8.354141e-02
9.824938884703442e-01	-8.911808e-01	1.000000e+00	-8.903422e-01	-1.096578e-01
9.834704509703442e-01	-8.616856e-01	1.000000e+00	-8.608748e-01	-1.391252e-01
9.844470134703442e-01	-8.289473e-01	1.000000e+00	-8.281673e-01	-1.718327e-01
9.854235759703442e-01	-7.930890e-01	1.000000e+00	-7.923427e-01	-2.076573e-01
9.864001384703442e-01	-7.542456e-01	1.000000e+00	-7.535359e-01	-2.464640e-01
9.873767009703442e-01	-7.125635e-01	1.000000e+00	-7.118930e-01	-2.881069e-01
9.883532634703442e-01	-6.681995e-01	1.000000e+00	-6.675707e-01	-3.324293e-01
9.893298259703442e-01	-6.213205e-01	1.000000e+00	-6.207359e-01	-3.792642e-01
9.903063884703442e-01	-5.721030e-01	1.000000e+00	-5.715647e-01	-4.284354e-01
9.922595134703442e-01	-4.674015e-01	1.000000e+00	-4.669617e-01	-5.330384e-01
9.942126384703442e-01	-3.556698e-01	1.000000e+00	-3.553351e-01	-6.446649e-01
9.961657634703442e-01	-2.385886e-01	1.000000e+00	-2.383641e-01	-7.616359e-01
9.981188884703442e-01	-1.179187e-01	1.000000e+00	-1.178078e-01	-8.821923e-01
9.990954509703442e-01	-5.680390e-02	1.000000e+00	-5.675308e-02	-9.432469e-01
1.000000000000000e+00	-2.449294e-15	1.000000e+00	-2.449294e-15	-1.000000e+00
