time	V(n002)	V(n001)	V(n003)	I(C1)	I(R1)	I(V2)	I(V1)
6.533923259703442e-01	-2.115359e-01	7.884641e-01	1.023754e+00	-2.350910e-01	-2.350910e-01	2.350910e-01	2.350910e-01
6.553454509703442e-01	-3.295856e-01	6.704144e-01	1.023180e+00	-3.524553e-01	-3.524553e-01	3.524553e-01	3.524553e-01
6.572985759703442e-01	-4.426780e-01	5.573220e-01	1.022381e+00	-4.646427e-01	-4.646427e-01	4.646427e-01	4.646427e-01
6.592517009703442e-01	-5.491121e-01	4.508879e-01	1.021370e+00	-5.699654e-01	-5.699654e-01	5.699654e-01	5.699654e-01
6.602282634703442e-01	-5.993275e-01	4.006725e-01	1.020789e+00	-6.195527e-01	-6.195527e-01	6.195527e-01	6.195527e-01
6.612048259703442e-01	-6.472871e-01	3.527129e-01	1.020161e+00	-6.668391e-01	-6.668391e-01	6.668391e-01	6.668391e-01
6.621813884703442e-01	-6.928105e-01	3.071895e-01	1.019488e+00	-7.116465e-01	-7.116465e-01	7.116465e-01	7.116465e-01
6.631579509703442e-01	-7.357263e-01	2.642737e-01	1.018772e+00	-7.538064e-01	-7.538064e-01	7.538064e-01	7.538064e-01
6.641345134703442e-01	-7.758730e-01	2.241270e-01	1.018017e+00	-7.931600e-01	-7.931600e-01	7.931600e-01	7.931600e-01
6.651110759703442e-01	-8.130995e-01	1.869005e-01	1.017225e+00	-8.295590e-01	-8.295590e-01	8.295590e-01	8.295590e-01
6.660876384703442e-01	-8.472657e-01	1.527344e-01	1.016398e+00	-8.628666e-01	-8.628666e-01	8.628666e-01	8.628666e-01
6.670642009703442e-01	-8.782429e-01	1.217571e-01	1.015541e+00	-8.929574e-01	-8.929574e-01	8.929574e-01	8.929574e-01
6.680407634703442e-01	-9.059146e-01	9.408540e-02	1.014656e+00	-9.197180e-01	-9.197180e-01	9.197180e-01	9.197180e-01
6.690173259703442e-01	-9.301767e-01	6.982332e-02	1.013746e+00	-9.430477e-01	-9.430477e-01	9.430477e-01	9.430477e-01
6.699938884703442e-01	-9.509378e-01	4.906221e-02	1.012816e+00	-9.628587e-01	-9.628587e-01	9.628587e-01	9.628587e-01
6.709704509703442e-01	-9.681197e-01	3.188023e-02	1.011867e+00	-9.790763e-01	-9.790763e-01	9.790763e-01	9.790763e-01
6.719470134703442e-01	-9.816580e-01	1.834203e-02	1.010905e+00	-9.916395e-01	-9.916395e-01	9.916395e-01	9.916395e-01
6.729235759703442e-01	-9.915015e-01	8.498567e-03	1.009933e+00	-1.000501e+00	-1.000501e+00	1.000501e+00	1.000501e+00
6.739001384703442e-01	-9.976131e-01	2.386893e-03	1.008953e+00	-1.005627e+00	-1.005627e+00	1.005627e+00	1.005627e+00
6.748767009703442e-01	-9.999700e-01	3.000868e-05	1.007970e+00	-1.006999e+00	-1.006999e+00	1.006999e+00	1.006999e+00
6.758532634703442e-01	-9.985632e-01	1.436786e-03	1.006988e+00	-1.004612e+00	-1.004612e+00	1.004612e+00	1.004612e+00
6.768298259703442e-01	-9.933981e-01	6.601929e-03	1.006010e+00	-9.984732e-01	-9.984732e-01	9.984732e-01	9.984732e-01
6.778063884703442e-01	-9.844940e-01	1.550600e-02	1.005040e+00	-9.886073e-01	-9.886073e-01	9.886073e-01	9.886073e-01
6.787829509703442e-01	-9.718845e-01	2.811548e-02	1.004081e+00	-9.750508e-01	-9.750508e-01	9.750508e-01	9.750508e-01
6.797595134703442e-01	-9.556171e-01	4.438292e-02	1.003137e+00	-9.578549e-01	-9.578549e-01	9.578549e-01	9.578549e-01
6.807360759703442e-01	-9.357529e-01	6.424708e-02	1.002212e+00	-9.370841e-01	-9.370841e-01	9.370841e-01	9.370841e-01
6.817126384703442e-01	-9.123668e-01	8.763321e-02	1.001308e+00	-9.128168e-01	-9.128168e-01	9.128168e-01	9.128168e-01
6.826892009703442e-01	-8.855467e-01	1.144533e-01	1.000431e+00	-8.851441e-01	-8.851441e-01	8.851441e-01	8.851441e-01
6.836657634703442e-01	-8.553936e-01	1.446063e-01	9.995813e-01	-8.541701e-01	-8.541701e-01	8.541701e-01	8.541701e-01
6.846423259703442e-01	-8.220211e-01	1.779789e-01	9.987638e-01	-8.200114e-01	-8.200114e-01	8.200114e-01	8.200114e-01
6.856188884703442e-01	-7.855546e-01	2.144454e-01	9.979812e-01	-7.827966e-01	-7.827966e-01	7.827966e-01	7.827966e-01
6.865954509703442e-01	-7.461315e-01	2.538685e-01	9.972363e-01	-7.426658e-01	-7.426658e-01	7.426658e-01	7.426658e-01
6.875720134703442e-01	-7.039001e-01	2.960999e-01	9.965320e-01	-6.997697e-01	-6.997697e-01	6.997697e-01	6.997697e-01
6.885485759703442e-01	-6.590194e-01	3.409806e-01	9.958708e-01	-6.542701e-01	-6.542701e-01	6.542701e-01	6.542701e-01
6.895251384703442e-01	-6.116582e-01	3.883418e-01	9.952554e-01	-6.063380e-01	-6.063380e-01	6.063380e-01	6.063380e-01
6.914782634703442e-01	-5.102165e-01	4.897835e-01	9.941701e-01	-5.039065e-01	-5.039065e-01	5.039065e-01	5.039065e-01
6.934313884703442e-01	-4.011006e-01	5.988994e-01	9.932925e-01	-3.940156e-01	-3.940156e-01	3.940156e-01	3.940156e-01
6.953845134703442e-01	-2.859518e-01	7.140482e-01	9.926353e-01	-2.783180e-01	-2.783180e-01	2.783180e-01	2.783180e-01
6.973376384703442e-01	-1.665020e-01	8.334979e-01	9.922082e-01	-1.585536e-01	-1.585536e-01	1.585536e-01	1.585536e-01
6.992907634703442e-01	-4.454790e-02	9.554521e-01	9.920175e-01	-3.652352e-02	-3.652352e-02	3.652352e-02	3.652352e-02
7.012438884703442e-01	7.807627e-02	1.078076e+00	9.920658e-01	8.593696e-02	8.593696e-02	-8.593696e-02	-8.593696e-02
7.031970134703442e-01	1.995261e-01	1.199526e+00	9.923522e-01	2.069862e-01	2.069862e-01	-2.069862e-01	-2.069862e-01
7.051501384703442e-01	3.179749e-01	1.317975e+00	9.928721e-01	3.248037e-01	3.248037e-01	-3.248037e-01	-3.248037e-01
7.071032634703442e-01	4.316410e-01	1.431641e+00	9.936173e-01	4.376176e-01	4.376176e-01	-4.376176e-01	-4.376176e-01
7.090563884703442e-01	5.388149e-01	1.538815e+00	9.945766e-01	5.437313e-01	5.437313e-01	-5.437313e-01	-5.437313e-01
7.110095134703442e-01	6.378844e-01	1.637884e+00	9.957352e-01	6.415491e-01	6.415491e-01	-6.415491e-01	-6.415491e-01
7.129626384703442e-01	7.273597e-01	1.727360e+00	9.970754e-01	7.295998e-01	7.295998e-01	-7.295998e-01	-7.295998e-01
7.149157634703442e-01	8.058947e-01	1.805895e+00	9.985771e-01	8.065593e-01	8.065593e-01	-8.065593e-01	-8.065593e-01
7.168688884703442e-01	8.723083e-01	1.872308e+00	1.000217e+00	8.712704e-01	8.712704e-01	-8.712704e-01	-8.712704e-01
7.188220134703442e-01	9.256016e-01	1.925602e+00	1.001971e+00	9.227599e-01	9.227599e-01	-9.227599e-01	-9.227599e-01
7.207751384703442e-01	9.649730e-01	1.964973e+00	1.003811e+00	9.602536e-01	9.602536e-01	-9.602536e-01	-9.602536e-01
7.227282634703442e-01	9.898303e-01	1.989830e+00	1.005711e+00	9.831879e-01	9.831879e-01	-9.831879e-01	-9.831879e-01
7.246813884703442e-01	9.997996e-01	1.999800e+00	1.007641e+00	9.912179e-01	9.912179e-01	-9.912179e-01	-9.912179e-01
7.266345134703442e-01	9.947310e-01	1.994731e+00	1.009572e+00	9.842230e-01	9.842230e-01	-9.842230e-01	-9.842230e-01
7.285876384703442e-01	9.747007e-01	1.974701e+00	1.011475e+00	9.623089e-01	9.623089e-01	-9.623089e-01	-9.623089e-01
7.305407634703442e-01	9.400101e-01	1.940010e+00	1.013320e+00	9.258053e-01	9.258053e-01	-9.258053e-01	-9.258053e-01
7.324938884703442e-01	8.911808e-01	1.891181e+00	1.015081e+00	8.752614e-01	8.752614e-01	-8.752614e-01	-8.752614e-01
7.344470134703442e-01	8.289473e-01	1.828947e+00	1.016730e+00	8.114377e-01	8.114377e-01	-8.114377e-01	-8.114377e-01
7.364001384703442e-01	7.542456e-01	1.754246e+00	1.018242e+00	7.352945e-01	7.352945e-01	-7.352945e-01	-7.352945e-01
7.383532634703442e-01	6.681995e-01	1.668200e+00	1.019594e+00	6.479771e-01	6.479771e-01	-6.479771e-01	-6.479771e-01
7.403063884703442e-01	5.721030e-01	1.572103e+00	1.020765e+00	5.507992e-01	5.507992e-01	-5.507992e-01	-5.507992e-01
7.422595134703442e-01	4.674015e-01	1.467402e+00	1.021739e+00	4.452226e-01	4.452226e-01	-4.452226e-01	-4.452226e-01
7.442126384703442e-01	3.556698e-01	1.355670e+00	1.022500e+00	3.328356e-01	3.328356e-01	-3.328356e-01	-3.328356e-01
7.461657634703442e-01	2.385886e-01	1.238589e+00	1.023036e+00	2.153286e-01	2.153286e-01	-2.153286e-01	-2.153286e-01
7.481188884703442e-01	1.179187e-01	1.117919e+00	1.023338e+00	9.446948e-02	9.446948e-02	-9.446948e-02	-9.446948e-02
7.500720134703442e-01	-4.524725e-03	9.954753e-01	1.023403e+00	-2.792382e-02	-2.792382e-02	2.792382e-02	2.792382e-02
7.520251384703442e-01	-1.269001e-01	8.730999e-01	1.023229e+00	-1.500102e-01	-1.500102e-01	1.500102e-01	1.500102e-01
7.539782634703442e-01	-2.473668e-01	7.526332e-01	1.022819e+00	-2.699530e-01	-2.699530e-01	2.699530e-01	2.699530e-01
7.559313884703442e-01	-3.641129e-01	6.358871e-01	1.022178e+00	-3.859481e-01	-3.859481e-01	3.859481e-01	3.859481e-01
7.578845134703442e-01	-4.753824e-01	5.246176e-01	1.021316e+00	-4.962506e-01	-4.962506e-01	4.962506e-01	4.962506e-01
7.598376384703442e-01	-5.795016e-01	4.204984e-01	1.020245e+00	-5.992011e-01	-5.992011e-01	5.992011e-01	5.992011e-01
7.608142009703442e-01	-6.283857e-01	3.716143e-01	1.019636e+00	-6.474305e-01	-6.474305e-01	6.474305e-01	6.474305e-01
7.617907634703442e-01	-6.749047e-01	3.250953e-01	1.018981e+00	-6.932510e-01	-6.932510e-01	6.932510e-01	6.932510e-01
7.627673259703442e-01	-7.188835e-01	2.811165e-01	1.018283e+00	-7.364903e-01	-7.364903e-01	7.364903e-01	7.364903e-01
7.637438884703442e-01	-7.601565e-01	2.398435e-01	1.017544e+00	-7.769855e-01	-7.769855e-01	7.769855e-01	7.769855e-01
7.647204509703442e-01	-7.985685e-01	2.014315e-01	1.016767e+00	-8.145843e-01	-8.145843e-01	8.145843e-01	8.145843e-01
7.656970134703442e-01	-8.339749e-01	1.660251e-01	1.015955e+00	-8.491449e-01	-8.491449e-01	8.491449e-01	8.491449e-01
7.666735759703442e-01	-8.662424e-01	1.337576e-01	1.015110e+00	-8.805375e-01	-8.805375e-01	8.805375e-01	8.805375e-01
7.676501384703442e-01	-8.952495e-01	1.047505e-01	1.014237e+00	-9.086437e-01	-9.086437e-01	9.086437e-01	9.086437e-01
7.686267009703442e-01	-9.208872e-01	7.911285e-02	1.013337e+00	-9.333578e-01	-9.333578e-01	9.333578e-01	9.333578e-01
7.696032634703442e-01	-9.430588e-01	5.694124e-02	1.012415e+00	-9.545867e-01	-9.545867e-01	9.545867e-01	9.545867e-01
7.705798259703442e-01	-9.616809e-01	3.831909e-02	1.011474e+00	-9.722505e-01	-9.722505e-01	9.722505e-01	9.722505e-01
7.715563884703442e-01	-9.766835e-01	2.331649e-02	1.010518e+00	-9.862827e-01	-9.862827e-01	9.862827e-01	9.862827e-01
7.725329509703442e-01	-9.880101e-01	1.198990e-02	1.009550e+00	-9.966304e-01	-9.966304e-01	9.966304e-01	9.966304e-01
7.735095134703442e-01	-9.956180e-01	4.381960e-03	1.008573e+00	-1.003255e+00	-1.003255e+00	1.003255e+00	1.003255e+00
7.744860759703442e-01	-9.994787e-01	5.213026e-04	1.007592e+00	-1.006131e+00	-1.006131e+00	1.006131e+00	1.006131e+00
7.754626384703442e-01	-9.995775e-01	4.224571e-04	1.006610e+00	-1.005247e+00	-1.005247e+00	1.005247e+00	1.005247e+00
7.764392009703442e-01	-9.959142e-01	4.085796e-03	1.005631e+00	-1.000608e+00	-1.000608e+00	1.000608e+00	1.000608e+00
7.774157634703442e-01	-9.885024e-01	1.149753e-02	1.004658e+00	-9.922301e-01	-9.922301e-01	9.922301e-01	9.922301e-01
7.783923259703442e-01	-9.773703e-01	2.262977e-02	1.003695e+00	-9.801452e-01	-9.801452e-01	9.801452e-01	9.801452e-01
7.793688884703442e-01	-9.625594e-01	3.744060e-02	1.002745e+00	-9.643989e-01	-9.643989e-01	9.643989e-01	9.643989e-01
7.803454509703442e-01	-9.441257e-01	5.587430e-02	1.001813e+00	-9.450501e-01	-9.450501e-01	9.450501e-01	9.450501e-01
7.813220134703442e-01	-9.221385e-01	7.786147e-02	1.000901e+00	-9.221720e-01	-9.221720e-01	9.221720e-01	9.221720e-01
7.822985759703442e-01	-8.966807e-01	1.033194e-01	1.000013e+00	-8.958503e-01	-8.958503e-01	8.958503e-01	8.958503e-01
7.832751384703442e-01	-8.678479e-01	1.321521e-01	9.991530e-01	-8.661842e-01	-8.661842e-01	8.661842e-01	8.661842e-01
7.842517009703442e-01	-8.357487e-01	1.642513e-01	9.983231e-01	-8.332855e-01	-8.332855e-01	8.332855e-01	8.332855e-01
7.852282634703442e-01	-8.005039e-01	1.994961e-01	9.975270e-01	-7.972777e-01	-7.972777e-01	7.972777e-01	7.972777e-01
7.862048259703442e-01	-7.622463e-01	2.377537e-01	9.967674e-01	-7.582965e-01	-7.582965e-01	7.582965e-01	7.582965e-01
7.871813884703442e-01	-7.211197e-01	2.788803e-01	9.960473e-01	-7.164885e-01	-7.164885e-01	7.164885e-01	7.164885e-01
7.881579509703442e-01	-6.772790e-01	3.227210e-01	9.953693e-01	-6.720110e-01	-6.720110e-01	6.720110e-01	6.720110e-01
7.891345134703442e-01	-6.308891e-01	3.691109e-01	9.947360e-01	-6.250315e-01	-6.250315e-01	6.250315e-01	6.250315e-01
7.901110759703442e-01	-5.821248e-01	4.178752e-01	9.941497e-01	-5.757267e-01	-5.757267e-01	5.757267e-01	5.757267e-01
7.920642009703442e-01	-4.782149e-01	5.217851e-01	9.931266e-01	-4.708916e-01	-4.708916e-01	4.708916e-01	4.708916e-01
7.940173259703442e-01	-3.671122e-01	6.328878e-01	9.923154e-01	-3.590821e-01	-3.590821e-01	3.590821e-01	3.590821e-01
7.959704509703442e-01	-2.504877e-01	7.495123e-01	9.917279e-01	-2.419799e-01	-2.419799e-01	2.419799e-01	2.419799e-01
7.979235759703442e-01	-1.300958e-01	8.699042e-01	9.913728e-01	-1.213461e-01	-1.213461e-01	1.213461e-01	1.213461e-01
7.998767009703442e-01	-7.747029e-03	9.922529e-01	9.912551e-01	1.005122e-03	1.005122e-03	-1.005122e-03	-1.005122e-03
8.018298259703442e-01	1.147182e-01	1.114718e+00	9.913766e-01	1.232337e-01	1.232337e-01	-1.232337e-01	-1.232337e-01
8.037829509703442e-01	2.354580e-01	1.235458e+00	9.917351e-01	2.435014e-01	2.435014e-01	-2.435014e-01	-2.435014e-01
8.057360759703442e-01	3.526563e-01	1.352656e+00	9.923250e-01	3.599995e-01	3.599995e-01	-3.599995e-01	-3.599995e-01
8.076892009703442e-01	4.645503e-01	1.464550e+00	9.931373e-01	4.709759e-01	4.709759e-01	-4.709759e-01	-4.709759e-01
8.096423259703442e-01	5.694571e-01	1.569457e+00	9.941595e-01	5.747617e-01	5.747617e-01	-5.747617e-01	-5.747617e-01
8.115954509703442e-01	6.657986e-01	1.665799e+00	9.953761e-01	6.697961e-01	6.697961e-01	-6.697961e-01	-6.697961e-01
8.135485759703442e-01	7.521260e-01	1.752126e+00	9.967684e-01	7.546498e-01	7.546498e-01	-7.546498e-01	-7.546498e-01
8.155017009703442e-01	8.271406e-01	1.827141e+00	9.983155e-01	8.280469e-01	8.280469e-01	-8.280469e-01	-8.280469e-01
8.174548259703442e-01	8.897144e-01	1.889714e+00	9.999938e-01	8.888834e-01	8.888834e-01	-8.888834e-01	-8.888834e-01
8.194079509703442e-01	9.389059e-01	1.938906e+00	1.001778e+00	9.362446e-01	9.362446e-01	-9.362446e-01	-9.362446e-01
8.213610759703442e-01	9.739755e-01	1.973975e+00	1.003641e+00	9.694184e-01	9.694184e-01	-9.694184e-01	-9.694184e-01
8.233142009703442e-01	9.943955e-01	1.994395e+00	1.005554e+00	9.879060e-01	9.879060e-01	-9.879060e-01	-9.879060e-01
8.252673259703442e-01	9.998589e-01	1.999859e+00	1.007489e+00	9.914295e-01	9.914295e-01	-9.914295e-01	-9.914295e-01
8.272204509703442e-01	9.902835e-01	1.990284e+00	1.009416e+00	9.799361e-01	9.799361e-01	-9.799361e-01	-9.799361e-01
8.291735759703442e-01	9.658134e-01	1.965813e+00	1.011306e+00	9.535990e-01	9.535990e-01	-9.535990e-01	-9.535990e-01
8.311267009703442e-01	9.268165e-01	1.926816e+00	1.013130e+00	9.128144e-01	9.128144e-01	-9.128144e-01	-9.128144e-01
8.330798259703442e-01	8.738794e-01	1.873879e+00	1.014861e+00	8.581959e-01	8.581959e-01	-8.581959e-01	-8.581959e-01
8.350329509703442e-01	8.077983e-01	1.807798e+00	1.016473e+00	7.905654e-01	7.905654e-01	-7.905654e-01	-7.905654e-01
8.369860759703442e-01	7.295672e-01	1.729567e+00	1.017941e+00	7.109402e-01	7.109402e-01	-7.109402e-01	-7.109402e-01
8.389392009703442e-01	6.403628e-01	1.640363e+00	1.019242e+00	6.205182e-01	6.205182e-01	-6.205182e-01	-6.205182e-01
8.408923259703442e-01	5.415267e-01	1.541527e+00	1.020357e+00	5.206596e-01	5.206596e-01	-5.206596e-01	-5.206596e-01
8.428454509703442e-01	4.345455e-01	1.434546e+00	1.021270e+00	4.128666e-01	4.128666e-01	-4.128666e-01	-4.128666e-01
8.447985759703442e-01	3.210284e-01	1.321028e+00	1.021966e+00	2.987606e-01	2.987606e-01	-2.987606e-01	-2.987606e-01
8.467517009703442e-01	2.026826e-01	1.202683e+00	1.022434e+00	1.800582e-01	1.800582e-01	-1.800582e-01	-1.800582e-01
8.487048259703442e-01	8.128840e-02	1.081288e+00	1.022667e+00	5.854496e-02	5.854496e-02	-5.854496e-02	-5.854496e-02
8.496813884703442e-01	2.001762e-02	1.020018e+00	1.022694e+00	-2.695441e-03	-2.695441e-03	2.695441e-03	2.695441e-03
8.516345134703442e-01	-1.025191e-01	8.974809e-01	1.022569e+00	-1.249920e-01	-1.249920e-01	1.249920e-01	1.249920e-01
8.535876384703442e-01	-2.235138e-01	7.764862e-01	1.022207e+00	-2.455107e-01	-2.455107e-01	2.455107e-01	2.455107e-01
8.555407634703442e-01	-3.411466e-01	6.588534e-01	1.021613e+00	-3.624387e-01	-3.624387e-01	3.624387e-01	3.624387e-01
8.574938884703442e-01	-4.536483e-01	5.463517e-01	1.020795e+00	-4.740169e-01	-4.740169e-01	4.740169e-01	4.740169e-01
8.594470134703442e-01	-5.593267e-01	4.406733e-01	1.019767e+00	-5.785670e-01	-5.785670e-01	5.785670e-01	5.785670e-01
8.604235759703442e-01	-6.091058e-01	3.908942e-01	1.019178e+00	-6.277102e-01	-6.277102e-01	6.277102e-01	6.277102e-01
8.614001384703442e-01	-6.565923e-01	3.434077e-01	1.018542e+00	-6.745162e-01	-6.745162e-01	6.745162e-01	6.745162e-01
8.623767009703442e-01	-7.016076e-01	2.983924e-01	1.017861e+00	-7.188088e-01	-7.188088e-01	7.188088e-01	7.188088e-01
8.633532634703442e-01	-7.439821e-01	2.560178e-01	1.017139e+00	-7.604212e-01	-7.604212e-01	7.604212e-01	7.604212e-01
8.643298259703442e-01	-7.835566e-01	2.164434e-01	1.016377e+00	-7.991968e-01	-7.991968e-01	7.991968e-01	7.991968e-01
8.653063884703442e-01	-8.201818e-01	1.798182e-01	1.015580e+00	-8.349897e-01	-8.349897e-01	8.349897e-01	8.349897e-01
8.662829509703442e-01	-8.537201e-01	1.462799e-01	1.014748e+00	-8.676651e-01	-8.676651e-01	8.676651e-01	8.676651e-01
8.672595134703442e-01	-8.840452e-01	1.159548e-01	1.013887e+00	-8.970999e-01	-8.970999e-01	8.970999e-01	8.970999e-01
8.682360759703442e-01	-9.110429e-01	8.895709e-02	1.012998e+00	-9.231834e-01	-9.231834e-01	9.231834e-01	9.231834e-01
8.692126384703442e-01	-9.346117e-01	6.538833e-02	1.012085e+00	-9.458174e-01	-9.458174e-01	9.458174e-01	9.458174e-01
8.701892009703442e-01	-9.546628e-01	4.533723e-02	1.011152e+00	-9.649166e-01	-9.649166e-01	9.649166e-01	9.649166e-01
8.711657634703442e-01	-9.711207e-01	2.887926e-02	1.010202e+00	-9.804093e-01	-9.804093e-01	9.804093e-01	9.804093e-01
8.721423259703442e-01	-9.839236e-01	1.607637e-02	1.009239e+00	-9.922369e-01	-9.922369e-01	9.922369e-01	9.922369e-01
8.731188884703442e-01	-9.930233e-01	6.976751e-03	1.008266e+00	-1.000355e+00	-1.000355e+00	1.000355e+00	1.000355e+00
8.740954509703442e-01	-9.983854e-01	1.614645e-03	1.007287e+00	-1.004733e+00	-1.004733e+00	1.004733e+00	1.004733e+00
8.750720134703442e-01	-9.999897e-01	1.023662e-05	1.006306e+00	-1.005354e+00	-1.005354e+00	1.005354e+00	1.005354e+00
8.760485759703442e-01	-9.978305e-01	2.169564e-03	1.005325e+00	-1.002217e+00	-1.002217e+00	1.002217e+00	1.002217e+00
8.770251384703442e-01	-9.919155e-01	8.084499e-03	1.004350e+00	-9.953321e-01	-9.953321e-01	9.953321e-01	9.953321e-01
8.780017009703442e-01	-9.822672e-01	1.773278e-02	1.003383e+00	-9.847261e-01	-9.847261e-01	9.847261e-01	9.847261e-01
8.789782634703442e-01	-9.689219e-01	3.107809e-02	1.002428e+00	-9.704387e-01	-9.704387e-01	9.704387e-01	9.704387e-01
8.799548259703442e-01	-9.519298e-01	4.807021e-02	1.001490e+00	-9.525236e-01	-9.525236e-01	9.525236e-01	9.525236e-01
8.809313884703442e-01	-9.313548e-01	6.864518e-02	1.000570e+00	-9.310483e-01	-9.310483e-01	9.310483e-01	9.310483e-01
8.819079509703442e-01	-9.072744e-01	9.272555e-02	9.996728e-01	-9.060935e-01	-9.060935e-01	9.060935e-01	9.060935e-01
8.828845134703442e-01	-8.797793e-01	1.202207e-01	9.988018e-01	-8.777532e-01	-8.777532e-01	8.777532e-01	8.777532e-01
8.838610759703442e-01	-8.489729e-01	1.510271e-01	9.979600e-01	-8.461340e-01	-8.461340e-01	8.461340e-01	8.461340e-01
8.848376384703442e-01	-8.149711e-01	1.850289e-01	9.971507e-01	-8.113549e-01	-8.113549e-01	8.113549e-01	8.113549e-01
8.858142009703442e-01	-7.779019e-01	2.220981e-01	9.963768e-01	-7.735468e-01	-7.735468e-01	7.735468e-01	7.735468e-01
8.867907634703442e-01	-7.379049e-01	2.620951e-01	9.956412e-01	-7.328519e-01	-7.328519e-01	7.328519e-01	7.328519e-01
8.877673259703442e-01	-6.951306e-01	3.048694e-01	9.949468e-01	-6.894233e-01	-6.894233e-01	6.894233e-01	6.894233e-01
8.887438884703442e-01	-6.497400e-01	3.502600e-01	9.942960e-01	-6.434246e-01	-6.434246e-01	6.434246e-01	6.434246e-01
8.897204509703442e-01	-6.019039e-01	3.980961e-01	9.936913e-01	-5.950288e-01	-5.950288e-01	5.950288e-01	5.950288e-01
8.916735759703442e-01	-4.996240e-01	5.003760e-01	9.926289e-01	-4.917828e-01	-4.917828e-01	4.917828e-01	4.917828e-01
8.936267009703442e-01	-3.898293e-01	6.101707e-01	9.917756e-01	-3.812380e-01	-3.812380e-01	3.812380e-01	3.812380e-01
8.955798259703442e-01	-2.741711e-01	7.258288e-01	9.911439e-01	-2.650570e-01	-2.650570e-01	2.650570e-01	2.650570e-01
8.975329509703442e-01	-1.543892e-01	8.456107e-01	9.907431e-01	-1.449870e-01	-1.449870e-01	1.449870e-01	1.449870e-01
8.994860759703442e-01	-3.228519e-02	9.677148e-01	9.905790e-01	-2.283384e-02	-2.283384e-02	2.283384e-02	2.283384e-02
9.014392009703442e-01	9.030447e-02	1.090304e+00	9.906541e-01	9.956545e-02	9.956545e-02	-9.956545e-02	-9.956545e-02
9.033923259703442e-01	2.115359e-01	1.211536e+00	9.909668e-01	2.203700e-01	2.203700e-01	-2.203700e-01	-2.203700e-01
9.053454509703442e-01	3.295856e-01	1.329586e+00	9.915124e-01	3.377631e-01	3.377631e-01	-3.377631e-01	-3.377631e-01
9.072985759703442e-01	4.426780e-01	1.442678e+00	9.922824e-01	4.499791e-01	4.499791e-01	-4.499791e-01	-4.499791e-01
9.092517009703442e-01	5.491121e-01	1.549112e+00	9.932651e-01	5.553304e-01	5.553304e-01	-5.553304e-01	-5.553304e-01
9.112048259703442e-01	6.472871e-01	1.647287e+00	9.944454e-01	6.522326e-01	6.522326e-01	-6.522326e-01	-6.522326e-01
9.131579509703442e-01	7.357263e-01	1.735726e+00	9.958056e-01	7.392284e-01	7.392284e-01	-7.392284e-01	-7.392284e-01
9.151110759703442e-01	8.130995e-01	1.813100e+00	9.973249e-01	8.150095e-01	8.150095e-01	-8.150095e-01	-8.150095e-01
9.170642009703442e-01	8.782429e-01	1.878243e+00	9.989802e-01	8.784363e-01	8.784363e-01	-8.784363e-01	-8.784363e-01
9.190173259703442e-01	9.301767e-01	1.930177e+00	1.000746e+00	9.285550e-01	9.285550e-01	-9.285550e-01	-9.285550e-01
9.209704509703442e-01	9.681197e-01	1.968120e+00	1.002597e+00	9.646118e-01	9.646118e-01	-9.646118e-01	-9.646118e-01
9.229235759703442e-01	9.915015e-01	1.991501e+00	1.004504e+00	9.860647e-01	9.860647e-01	-9.860647e-01	-9.860647e-01
9.248767009703442e-01	9.999700e-01	1.999970e+00	1.006438e+00	9.925911e-01	9.925911e-01	-9.925911e-01	-9.925911e-01
9.268298259703442e-01	9.933981e-01	1.993398e+00	1.008370e+00	9.840932e-01	9.840932e-01	-9.840932e-01	-9.840932e-01
9.287829509703442e-01	9.718845e-01	1.971884e+00	1.010271e+00	9.606989e-01	9.606989e-01	-9.606989e-01	-9.606989e-01
9.307360759703442e-01	9.357529e-01	1.935753e+00	1.012112e+00	9.227602e-01	9.227602e-01	-9.227602e-01	-9.227602e-01
9.326892009703442e-01	8.855467e-01	1.885547e+00	1.013865e+00	8.708481e-01	8.708481e-01	-8.708481e-01	-8.708481e-01
9.346423259703442e-01	8.220211e-01	1.822021e+00	1.015504e+00	8.057433e-01	8.057433e-01	-8.057433e-01	-8.057433e-01
9.365954509703442e-01	7.461315e-01	1.746131e+00	1.017004e+00	7.284255e-01	7.284255e-01	-7.284255e-01	-7.284255e-01
9.385485759703442e-01	6.590194e-01	1.659019e+00	1.018342e+00	6.400577e-01	6.400577e-01	-6.400577e-01	-6.400577e-01
9.405017009703442e-01	5.619950e-01	1.561995e+00	1.019497e+00	5.419692e-01	5.419692e-01	-5.419692e-01	-5.419692e-01
9.424548259703442e-01	4.565177e-01	1.456518e+00	1.020453e+00	4.356355e-01	4.356355e-01	-4.356355e-01	-4.356355e-01
9.444079509703442e-01	3.441739e-01	1.344174e+00	1.021194e+00	3.226562e-01	3.226562e-01	-3.226562e-01	-3.226562e-01
9.463610759703442e-01	2.266535e-01	1.226653e+00	1.021709e+00	2.047308e-01	2.047308e-01	-2.047308e-01	-2.047308e-01
9.483142009703442e-01	1.057239e-01	1.105724e+00	1.021991e+00	8.363320e-02	8.363320e-02	-8.363320e-02	-8.363320e-02
9.512438884703442e-01	-7.807627e-02	9.219237e-01	1.021967e+00	-9.997011e-02	-9.997011e-02	9.997011e-02	9.997011e-02
