time	V(n002)	V(n001)	V(n003)	I(C1)	I(R1)	I(V2)	I(V1)
3.545642009703442e-01	-2.828625e-01	7.171375e-01	1.026329e+00	-3.089254e-01	-3.089254e-01	3.089254e-01	3.089254e-01
3.565173259703442e-01	-3.981467e-01	6.018533e-01	1.025613e+00	-4.233854e-01	-4.233854e-01	4.233854e-01	4.233854e-01
3.584704509703442e-01	-5.074425e-01	4.925575e-01	1.024680e+00	-5.316448e-01	-5.316448e-01	5.316448e-01	5.316448e-01
3.604235759703442e-01	-6.091058e-01	3.908942e-01	1.023542e+00	-6.320749e-01	-6.320749e-01	6.320749e-01	6.320749e-01
3.614001384703442e-01	-6.565923e-01	3.434077e-01	1.022902e+00	-6.788766e-01	-6.788766e-01	6.788766e-01	6.788766e-01
3.623767009703442e-01	-7.016076e-01	2.983924e-01	1.022218e+00	-7.231650e-01	-7.231650e-01	7.231650e-01	7.231650e-01
3.633532634703442e-01	-7.439821e-01	2.560178e-01	1.021491e+00	-7.647731e-01	-7.647731e-01	7.647731e-01	7.647731e-01
3.643298259703442e-01	-7.835566e-01	2.164434e-01	1.020725e+00	-8.035445e-01	-8.035445e-01	8.035445e-01	8.035445e-01
3.653063884703442e-01	-8.201818e-01	1.798182e-01	1.019923e+00	-8.393331e-01	-8.393331e-01	8.393331e-01	8.393331e-01
3.662829509703442e-01	-8.537201e-01	1.462799e-01	1.019087e+00	-8.720043e-01	-8.720043e-01	8.720043e-01	8.720043e-01
3.672595134703442e-01	-8.840452e-01	1.159548e-01	1.018221e+00	-9.014348e-01	-9.014348e-01	9.014348e-01	9.014348e-01
3.682360759703442e-01	-9.110429e-01	8.895709e-02	1.017329e+00	-9.275141e-01	-9.275141e-01	9.275141e-01	9.275141e-01
3.692126384703442e-01	-9.346117e-01	6.538833e-02	1.016412e+00	-9.501439e-01	-9.501439e-01	9.501439e-01	9.501439e-01
3.701892009703442e-01	-9.546628e-01	4.533723e-02	1.015474e+00	-9.692389e-01	-9.692389e-01	9.692389e-01	9.692389e-01
3.711657634703442e-01	-9.711207e-01	2.887926e-02	1.014520e+00	-9.847273e-01	-9.847273e-01	9.847273e-01	9.847273e-01
3.721423259703442e-01	-9.839236e-01	1.607637e-02	1.013553e+00	-9.965507e-01	-9.965507e-01	9.965507e-01	9.965507e-01
3.731188884703442e-01	-9.930233e-01	6.976751e-03	1.012576e+00	-1.004665e+00	-1.004665e+00	1.004665e+00	1.004665e+00
3.740954509703442e-01	-9.983854e-01	1.614645e-03	1.011593e+00	-1.009038e+00	-1.009038e+00	1.009038e+00	1.009038e+00
3.750720134703442e-01	-9.999897e-01	1.023662e-05	1.010607e+00	-1.009656e+00	-1.009656e+00	1.009656e+00	1.009656e+00
3.760485759703442e-01	-9.978305e-01	2.169564e-03	1.009622e+00	-1.006514e+00	-1.006514e+00	1.006514e+00	1.006514e+00
3.770251384703442e-01	-9.919155e-01	8.084499e-03	1.008643e+00	-9.996250e-01	-9.996250e-01	9.996250e-01	9.996250e-01
3.780017009703442e-01	-9.822672e-01	1.773278e-02	1.007672e+00	-9.890147e-01	-9.890147e-01	9.890147e-01	9.890147e-01
3.789782634703442e-01	-9.689219e-01	3.107809e-02	1.006713e+00	-9.747231e-01	-9.747231e-01	9.747231e-01	9.747231e-01
3.799548259703442e-01	-9.519298e-01	4.807021e-02	1.005770e+00	-9.568039e-01	-9.568039e-01	9.568039e-01	9.568039e-01
3.809313884703442e-01	-9.313548e-01	6.864518e-02	1.004846e+00	-9.353244e-01	-9.353244e-01	9.353244e-01	9.353244e-01
3.819079509703442e-01	-9.072744e-01	9.272555e-02	1.003945e+00	-9.103655e-01	-9.103655e-01	9.103655e-01	9.103655e-01
3.828845134703442e-01	-8.797793e-01	1.202207e-01	1.003070e+00	-8.820210e-01	-8.820210e-01	8.820210e-01	8.820210e-01
3.838610759703442e-01	-8.489729e-01	1.510271e-01	1.002224e+00	-8.503976e-01	-8.503976e-01	8.503976e-01	8.503976e-01
3.848376384703442e-01	-8.149711e-01	1.850289e-01	1.001410e+00	-8.156143e-01	-8.156143e-01	8.156143e-01	8.156143e-01
3.858142009703442e-01	-7.779019e-01	2.220981e-01	1.000632e+00	-7.778021e-01	-7.778021e-01	7.778021e-01	7.778021e-01
3.867907634703442e-01	-7.379049e-01	2.620951e-01	9.998924e-01	-7.371030e-01	-7.371030e-01	7.371030e-01	7.371030e-01
3.877673259703442e-01	-6.951306e-01	3.048694e-01	9.991938e-01	-6.936703e-01	-6.936703e-01	6.936703e-01	6.936703e-01
3.887438884703442e-01	-6.497400e-01	3.502600e-01	9.985389e-01	-6.476674e-01	-6.476674e-01	6.476674e-01	6.476674e-01
3.897204509703442e-01	-6.019039e-01	3.980961e-01	9.979300e-01	-5.992675e-01	-5.992675e-01	5.992675e-01	5.992675e-01
3.916735759703442e-01	-4.996240e-01	5.003760e-01	9.968594e-01	-4.960133e-01	-4.960133e-01	4.960133e-01	4.960133e-01
3.936267009703442e-01	-3.898293e-01	6.101707e-01	9.959978e-01	-3.854602e-01	-3.854602e-01	3.854602e-01	3.854602e-01
3.955798259703442e-01	-2.741711e-01	7.258288e-01	9.953578e-01	-2.692710e-01	-2.692710e-01	2.692710e-01	2.692710e-01
3.975329509703442e-01	-1.543892e-01	8.456107e-01	9.949488e-01	-1.491928e-01	-1.491928e-01	1.491928e-01	1.491928e-01
3.994860759703442e-01	-3.228519e-02	9.677148e-01	9.947765e-01	-2.703134e-02	-2.703134e-02	2.703134e-02	2.703134e-02
4.014392009703442e-01	9.030447e-02	1.090304e+00	9.948434e-01	9.537614e-02	9.537614e-02	-9.537614e-02	-9.537614e-02
4.033923259703442e-01	2.115359e-01	1.211536e+00	9.951479e-01	2.161889e-01	2.161889e-01	-2.161889e-01	-2.161889e-01
4.053454509703442e-01	3.295856e-01	1.329586e+00	9.956853e-01	3.335901e-01	3.335901e-01	-3.335901e-01	-3.335901e-01
4.072985759703442e-01	4.426780e-01	1.442678e+00	9.964472e-01	4.458143e-01	4.458143e-01	-4.458143e-01	-4.458143e-01
4.092517009703442e-01	5.491121e-01	1.549112e+00	9.974218e-01	5.511737e-01	5.511737e-01	-5.511737e-01	-5.511737e-01
4.112048259703442e-01	6.472871e-01	1.647287e+00	9.985940e-01	6.480840e-01	6.480840e-01	-6.480840e-01	-6.480840e-01
4.131579509703442e-01	7.357263e-01	1.735726e+00	9.999461e-01	7.350879e-01	7.350879e-01	-7.350879e-01	-7.350879e-01
4.151110759703442e-01	8.130995e-01	1.813100e+00	1.001457e+00	8.108771e-01	8.108771e-01	-8.108771e-01	-8.108771e-01
4.170642009703442e-01	8.782429e-01	1.878243e+00	1.003104e+00	8.743120e-01	8.743120e-01	-8.743120e-01	-8.743120e-01
4.190173259703442e-01	9.301767e-01	1.930177e+00	1.004863e+00	9.244386e-01	9.244386e-01	-9.244386e-01	-9.244386e-01
4.209704509703442e-01	9.681197e-01	1.968120e+00	1.006705e+00	9.605035e-01	9.605035e-01	-9.605035e-01	-9.605035e-01
4.229235759703442e-01	9.915015e-01	1.991501e+00	1.008604e+00	9.819644e-01	9.819644e-01	-9.819644e-01	-9.819644e-01
4.248767009703442e-01	9.999700e-01	1.999970e+00	1.010530e+00	9.884989e-01	9.884989e-01	-9.884989e-01	-9.884989e-01
4.268298259703442e-01	9.933981e-01	1.993398e+00	1.012454e+00	9.800090e-01	9.800090e-01	-9.800090e-01	-9.800090e-01
4.287829509703442e-01	9.718845e-01	1.971884e+00	1.014347e+00	9.566226e-01	9.566226e-01	-9.566226e-01	-9.566226e-01
4.307360759703442e-01	9.357529e-01	1.935753e+00	1.016181e+00	9.186919e-01	9.186919e-01	-9.186919e-01	-9.186919e-01
4.326892009703442e-01	8.855467e-01	1.885547e+00	1.017926e+00	8.667877e-01	8.667877e-01	-8.667877e-01	-8.667877e-01
4.346423259703442e-01	8.220211e-01	1.822021e+00	1.019557e+00	8.016908e-01	8.016908e-01	-8.016908e-01	-8.016908e-01
4.365954509703442e-01	7.461315e-01	1.746131e+00	1.021049e+00	7.243809e-01	7.243809e-01	-7.243809e-01	-7.243809e-01
4.385485759703442e-01	6.590194e-01	1.659019e+00	1.022378e+00	6.360210e-01	6.360210e-01	-6.360210e-01	-6.360210e-01
4.405017009703442e-01	5.619950e-01	1.561995e+00	1.023526e+00	5.379403e-01	5.379403e-01	-5.379403e-01	-5.379403e-01
4.424548259703442e-01	4.565177e-01	1.456518e+00	1.024474e+00	4.316145e-01	4.316145e-01	-4.316145e-01	-4.316145e-01
4.444079509703442e-01	3.441739e-01	1.344174e+00	1.025207e+00	3.186431e-01	3.186431e-01	-3.186431e-01	-3.186431e-01
4.463610759703442e-01	2.266535e-01	1.226653e+00	1.025715e+00	2.007256e-01	2.007256e-01	-2.007256e-01	-2.007256e-01
4.483142009703442e-01	1.057239e-01	1.105724e+00	1.025989e+00	7.963573e-02	7.963573e-02	-7.963573e-02	-7.963573e-02
4.492907634703442e-01	4.454790e-02	1.044548e+00	1.026037e+00	1.846936e-02	1.846936e-02	-1.846936e-02	-1.846936e-02
4.512438884703442e-01	-7.807627e-02	9.219237e-01	1.025953e+00	-1.039559e-01	-1.039559e-01	1.039559e-01	1.039559e-01
4.531970134703442e-01	-1.995261e-01	8.004739e-01	1.025632e+00	-2.249699e-01	-2.249699e-01	2.249699e-01	2.249699e-01
4.551501384703442e-01	-3.179749e-01	6.820251e-01	1.025077e+00	-3.427523e-01	-3.427523e-01	3.427523e-01	3.427523e-01
4.571032634703442e-01	-4.316410e-01	5.683590e-01	1.024296e+00	-4.555312e-01	-4.555312e-01	4.555312e-01	4.555312e-01
4.590563884703442e-01	-5.388149e-01	4.611851e-01	1.023302e+00	-5.616100e-01	-5.616100e-01	5.616100e-01	5.616100e-01
4.600329509703442e-01	-5.894589e-01	4.105411e-01	1.022729e+00	-6.116336e-01	-6.116336e-01	6.116336e-01	6.116336e-01
4.610095134703442e-01	-6.378844e-01	3.621156e-01	1.022109e+00	-6.593929e-01	-6.593929e-01	6.593929e-01	6.593929e-01
4.619860759703442e-01	-6.839091e-01	3.160909e-01	1.021443e+00	-7.047082e-01	-7.047082e-01	7.047082e-01	7.047082e-01
4.629626384703442e-01	-7.273597e-01	2.726403e-01	1.020734e+00	-7.474087e-01	-7.474087e-01	7.474087e-01	7.474087e-01
4.639392009703442e-01	-7.680726e-01	2.319274e-01	1.019984e+00	-7.873340e-01	-7.873340e-01	7.873340e-01	7.873340e-01
4.649157634703442e-01	-8.058947e-01	1.941053e-01	1.019197e+00	-8.243335e-01	-8.243335e-01	8.243335e-01	8.243335e-01
4.658923259703442e-01	-8.406836e-01	1.593164e-01	1.018376e+00	-8.582681e-01	-8.582681e-01	8.582681e-01	8.582681e-01
4.668688884703442e-01	-8.723083e-01	1.276917e-01	1.017522e+00	-8.890100e-01	-8.890100e-01	8.890100e-01	8.890100e-01
4.678454509703442e-01	-9.006499e-01	9.935012e-02	1.016641e+00	-9.164433e-01	-9.164433e-01	9.164433e-01	9.164433e-01
4.688220134703442e-01	-9.256016e-01	7.439839e-02	1.015734e+00	-9.404649e-01	-9.404649e-01	9.404649e-01	9.404649e-01
4.697985759703442e-01	-9.470696e-01	5.293041e-02	1.014806e+00	-9.609842e-01	-9.609842e-01	9.609842e-01	9.609842e-01
4.707751384703442e-01	-9.649730e-01	3.502700e-02	1.013859e+00	-9.779240e-01	-9.779240e-01	9.779240e-01	9.779240e-01
4.717517009703442e-01	-9.792445e-01	2.075552e-02	1.012897e+00	-9.912206e-01	-9.912206e-01	9.912206e-01	9.912206e-01
4.727282634703442e-01	-9.898303e-01	1.016970e-02	1.011925e+00	-1.000824e+00	-1.000824e+00	1.000824e+00	1.000824e+00
4.737048259703442e-01	-9.966906e-01	3.309377e-03	1.010945e+00	-1.006697e+00	-1.006697e+00	1.006697e+00	1.006697e+00
4.746813884703442e-01	-9.997996e-01	2.003725e-04	1.009960e+00	-1.008819e+00	-1.008819e+00	1.008819e+00	1.008819e+00
4.756579509703442e-01	-9.991456e-01	8.543876e-04	1.008976e+00	-1.007182e+00	-1.007182e+00	1.007182e+00	1.007182e+00
4.766345134703442e-01	-9.947310e-01	5.268961e-03	1.007995e+00	-1.001790e+00	-1.001790e+00	1.001790e+00	1.001790e+00
4.776110759703442e-01	-9.865725e-01	1.342748e-02	1.007021e+00	-9.926655e-01	-9.926655e-01	9.926655e-01	9.926655e-01
4.785876384703442e-01	-9.747007e-01	2.529923e-02	1.006058e+00	-9.798418e-01	-9.798418e-01	9.798418e-01	9.798418e-01
4.795642009703442e-01	-9.591604e-01	4.083954e-02	1.005109e+00	-9.633673e-01	-9.633673e-01	9.633673e-01	9.633673e-01
4.805407634703442e-01	-9.400101e-01	5.998991e-02	1.004178e+00	-9.433039e-01	-9.433039e-01	9.433039e-01	9.433039e-01
4.815173259703442e-01	-9.173217e-01	8.267827e-02	1.003269e+00	-9.197272e-01	-9.197272e-01	9.197272e-01	9.197272e-01
4.824938884703442e-01	-8.911808e-01	1.088192e-01	1.002384e+00	-8.927259e-01	-8.927259e-01	8.927259e-01	8.927259e-01
4.834704509703442e-01	-8.616856e-01	1.383144e-01	1.001527e+00	-8.624015e-01	-8.624015e-01	8.624015e-01	8.624015e-01
4.844470134703442e-01	-8.289473e-01	1.710527e-01	1.000701e+00	-8.288682e-01	-8.288682e-01	8.288682e-01	8.288682e-01
4.854235759703442e-01	-7.930890e-01	2.069110e-01	9.999093e-01	-7.922521e-01	-7.922521e-01	7.922521e-01	7.922521e-01
4.864001384703442e-01	-7.542456e-01	2.457543e-01	9.991549e-01	-7.526909e-01	-7.526909e-01	7.526909e-01	7.526909e-01
4.873767009703442e-01	-7.125635e-01	2.874365e-01	9.984406e-01	-7.103336e-01	-7.103336e-01	7.103336e-01	7.103336e-01
4.883532634703442e-01	-6.681995e-01	3.318005e-01	9.977689e-01	-6.653396e-01	-6.653396e-01	6.653396e-01	6.653396e-01
4.893298259703442e-01	-6.213205e-01	3.786795e-01	9.971423e-01	-6.178781e-01	-6.178781e-01	6.178781e-01	6.178781e-01
4.912829509703442e-01	-5.207322e-01	4.792678e-01	9.960337e-01	-5.162759e-01	-5.162759e-01	5.162759e-01	5.162759e-01
4.932360759703442e-01	-4.123116e-01	5.876884e-01	9.951311e-01	-4.070548e-01	-4.070548e-01	4.070548e-01	4.070548e-01
4.951892009703442e-01	-2.976894e-01	7.023106e-01	9.944480e-01	-2.918573e-01	-2.918573e-01	2.918573e-01	2.918573e-01
4.971423259703442e-01	-1.785897e-01	8.214102e-01	9.939942e-01	-1.724159e-01	-1.724159e-01	1.724159e-01	1.724159e-01
4.990954509703442e-01	-5.680390e-02	9.431961e-01	9.937763e-01	-5.052675e-02	-5.052675e-02	5.052675e-02	5.052675e-02
5.000720134703442e-01	4.524725e-03	1.004525e+00	9.937569e-01	1.076359e-02	1.076359e-02	-1.076359e-02	-1.076359e-02
5.020251384703442e-01	1.269001e-01	1.126900e+00	9.938973e-01	1.328834e-01	1.328834e-01	-1.328834e-01	-1.328834e-01
5.039782634703442e-01	2.473668e-01	1.247367e+00	9.942744e-01	2.528597e-01	2.528597e-01	-2.528597e-01	-2.528597e-01
5.059313884703442e-01	3.641129e-01	1.364113e+00	9.948821e-01	3.688881e-01	3.688881e-01	-3.688881e-01	-3.688881e-01
5.078845134703442e-01	4.753824e-01	1.475382e+00	9.957112e-01	4.792238e-01	4.792238e-01	-4.792238e-01	-4.792238e-01
5.098376384703442e-01	5.795016e-01	1.579502e+00	9.967487e-01	5.822076e-01	5.822076e-01	-5.822076e-01	-5.822076e-01
5.117907634703442e-01	6.749047e-01	1.674905e+00	9.979789e-01	6.762907e-01	6.762907e-01	-6.762907e-01	-6.762907e-01
5.137438884703442e-01	7.601565e-01	1.760157e+00	9.993829e-01	7.600583e-01	7.600583e-01	-7.600583e-01	-7.600583e-01
5.156970134703442e-01	8.339749e-01	1.833975e+00	1.000939e+00	8.322508e-01	8.322508e-01	-8.322508e-01	-8.322508e-01
5.176501384703442e-01	8.952495e-01	1.895249e+00	1.002625e+00	8.917825e-01	8.917825e-01	-8.917825e-01	-8.917825e-01
5.196032634703442e-01	9.430588e-01	1.943059e+00	1.004413e+00	9.377584e-01	9.377584e-01	-9.377584e-01	-9.377584e-01
5.215563884703442e-01	9.766835e-01	1.976683e+00	1.006277e+00	9.694872e-01	9.694872e-01	-9.694872e-01	-9.694872e-01
5.235095134703442e-01	9.956180e-01	1.995618e+00	1.008189e+00	9.864919e-01	9.864919e-01	-9.864919e-01	-9.864919e-01
5.254626384703442e-01	9.995775e-01	1.999578e+00	1.010120e+00	9.885172e-01	9.885172e-01	-9.885172e-01	-9.885172e-01
5.274157634703442e-01	9.885024e-01	1.988503e+00	1.012040e+00	9.755327e-01	9.755327e-01	-9.755327e-01	-9.755327e-01
5.293688884703442e-01	9.625594e-01	1.962559e+00	1.013920e+00	9.477340e-01	9.477340e-01	-9.477340e-01	-9.477340e-01
5.313220134703442e-01	9.221385e-01	1.922139e+00	1.015731e+00	9.055396e-01	9.055396e-01	-9.055396e-01	-9.055396e-01
5.332751384703442e-01	8.678479e-01	1.867848e+00	1.017447e+00	8.495844e-01	8.495844e-01	-8.495844e-01	-8.495844e-01
5.352282634703442e-01	8.005039e-01	1.800504e+00	1.019040e+00	7.807102e-01	7.807102e-01	-7.807102e-01	-7.807102e-01
5.371813884703442e-01	7.211197e-01	1.721120e+00	1.020488e+00	6.999534e-01	6.999534e-01	-6.999534e-01	-6.999534e-01
5.391345134703442e-01	6.308891e-01	1.630889e+00	1.021767e+00	6.085287e-01	6.085287e-01	-6.085287e-01	-6.085287e-01
5.410876384703442e-01	5.311694e-01	1.531169e+00	1.022858e+00	5.078116e-01	5.078116e-01	-5.078116e-01	-5.078116e-01
5.430407634703442e-01	4.234604e-01	1.423460e+00	1.023745e+00	3.993172e-01	3.993172e-01	-3.993172e-01	-3.993172e-01
5.449938884703442e-01	3.093822e-01	1.309382e+00	1.024413e+00	2.846777e-01	2.846777e-01	-2.846777e-01	-2.846777e-01
5.469470134703442e-01	1.906505e-01	1.190651e+00	1.024853e+00	1.656176e-01	1.656176e-01	-1.656176e-01	-1.656176e-01
5.489001384703442e-01	6.905135e-02	1.069051e+00	1.025058e+00	4.392799e-02	4.392799e-02	-4.392799e-02	-4.392799e-02
5.508532634703442e-01	-5.358645e-02	9.464136e-01	1.025025e+00	-7.856057e-02	-7.856057e-02	7.856057e-02	7.856057e-02
5.528063884703442e-01	-1.754182e-01	8.245817e-01	1.024752e+00	-2.000055e-01	-2.000055e-01	2.000055e-01	2.000055e-01
5.547595134703442e-01	-2.946116e-01	7.053884e-01	1.024245e+00	-3.185798e-01	-3.185798e-01	3.185798e-01	3.185798e-01
5.567126384703442e-01	-4.093737e-01	5.906263e-01	1.023511e+00	-4.324997e-01	-4.324997e-01	4.324997e-01	4.324997e-01
5.586657634703442e-01	-5.179785e-01	4.820215e-01	1.022561e+00	-5.400516e-01	-5.400516e-01	5.400516e-01	5.400516e-01
5.606188884703442e-01	-6.187924e-01	3.812076e-01	1.021407e+00	-6.396176e-01	-6.396176e-01	6.396176e-01	6.396176e-01
5.615954509703442e-01	-6.657986e-01	3.342014e-01	1.020760e+00	-6.859324e-01	-6.859324e-01	6.859324e-01	6.859324e-01
5.625720134703442e-01	-7.102990e-01	2.897010e-01	1.020069e+00	-7.296997e-01	-7.296997e-01	7.296997e-01	7.296997e-01
5.635485759703442e-01	-7.521260e-01	2.478740e-01	1.019336e+00	-7.707546e-01	-7.707546e-01	7.707546e-01	7.707546e-01
5.645251384703442e-01	-7.911221e-01	2.088779e-01	1.018565e+00	-8.089428e-01	-8.089428e-01	8.089428e-01	8.089428e-01
5.655017009703442e-01	-8.271406e-01	1.728594e-01	1.017758e+00	-8.441203e-01	-8.441203e-01	8.441203e-01	8.441203e-01
5.664782634703442e-01	-8.600460e-01	1.399540e-01	1.016918e+00	-8.761547e-01	-8.761547e-01	8.761547e-01	8.761547e-01
5.674548259703442e-01	-8.897144e-01	1.102857e-01	1.016048e+00	-9.049255e-01	-9.049255e-01	9.049255e-01	9.049255e-01
5.684313884703442e-01	-9.160340e-01	8.396599e-02	1.015152e+00	-9.303242e-01	-9.303242e-01	9.303242e-01	9.303242e-01
5.694079509703442e-01	-9.389059e-01	6.109409e-02	1.014233e+00	-9.522554e-01	-9.522554e-01	9.522554e-01	9.522554e-01
5.703845134703442e-01	-9.582440e-01	4.175600e-02	1.013294e+00	-9.706364e-01	-9.706364e-01	9.706364e-01	9.706364e-01
5.713610759703442e-01	-9.739755e-01	2.602453e-02	1.012339e+00	-9.853979e-01	-9.853979e-01	9.853979e-01	9.853979e-01
5.723376384703442e-01	-9.860411e-01	1.395889e-02	1.011371e+00	-9.964845e-01	-9.964845e-01	9.964845e-01	9.964845e-01
5.733142009703442e-01	-9.943955e-01	5.604479e-03	1.010394e+00	-1.003854e+00	-1.003854e+00	1.003854e+00	1.003854e+00
5.742907634703442e-01	-9.990072e-01	9.927504e-04	1.009412e+00	-1.007480e+00	-1.007480e+00	1.007480e+00	1.007480e+00
5.752673259703442e-01	-9.998589e-01	1.410593e-04	1.008429e+00	-1.007347e+00	-1.007347e+00	1.007347e+00	1.007347e+00
5.762438884703442e-01	-9.969474e-01	3.052612e-03	1.007447e+00	-1.003456e+00	-1.003456e+00	1.003456e+00	1.003456e+00
5.772204509703442e-01	-9.902835e-01	9.716448e-03	1.006470e+00	-9.958223e-01	-9.958223e-01	9.958223e-01	9.958223e-01
5.781970134703442e-01	-9.798925e-01	2.010749e-02	1.005504e+00	-9.844741e-01	-9.844741e-01	9.844741e-01	9.844741e-01
5.791735759703442e-01	-9.658134e-01	3.418662e-02	1.004550e+00	-9.694541e-01	-9.694541e-01	9.694541e-01	9.694541e-01
5.801501384703442e-01	-9.480991e-01	5.190086e-02	1.003612e+00	-9.508189e-01	-9.508189e-01	9.508189e-01	9.508189e-01
5.811267009703442e-01	-9.268165e-01	7.318353e-02	1.002694e+00	-9.286386e-01	-9.286386e-01	9.286386e-01	9.286386e-01
5.821032634703442e-01	-9.020455e-01	9.795453e-02	1.001800e+00	-9.029965e-01	-9.029965e-01	9.029965e-01	9.029965e-01
5.830798259703442e-01	-8.738794e-01	1.261206e-01	1.000932e+00	-8.739892e-01	-8.739892e-01	8.739892e-01	8.739892e-01
5.840563884703442e-01	-8.424242e-01	1.575758e-01	1.000094e+00	-8.417259e-01	-8.417259e-01	8.417259e-01	8.417259e-01
5.850329509703442e-01	-8.077983e-01	1.922017e-01	9.992896e-01	-8.063279e-01	-8.063279e-01	8.063279e-01	8.063279e-01
5.860095134703442e-01	-7.701321e-01	2.298679e-01	9.985210e-01	-7.679284e-01	-7.679284e-01	7.679284e-01	7.679284e-01
5.869860759703442e-01	-7.295672e-01	2.704328e-01	9.977912e-01	-7.266719e-01	-7.266719e-01	7.266719e-01	7.266719e-01
5.879626384703442e-01	-6.862565e-01	3.137435e-01	9.971030e-01	-6.827137e-01	-6.827137e-01	6.827137e-01	6.827137e-01
5.889392009703442e-01	-6.403628e-01	3.596372e-01	9.964590e-01	-6.362193e-01	-6.362193e-01	6.362193e-01	6.362193e-01
5.899157634703442e-01	-5.920589e-01	4.079411e-01	9.958616e-01	-5.873634e-01	-5.873634e-01	5.873634e-01	5.873634e-01
5.918688884703442e-01	-4.889562e-01	5.110437e-01	9.948150e-01	-4.833112e-01	-4.833112e-01	4.833112e-01	4.833112e-01
5.938220134703442e-01	-3.784992e-01	6.215008e-01	9.939789e-01	-3.721219e-01	-3.721219e-01	3.721219e-01	3.721219e-01
5.957751384703442e-01	-2.623492e-01	7.376508e-01	9.933654e-01	-2.554678e-01	-2.554678e-01	2.554678e-01	2.554678e-01
5.977282634703442e-01	-1.422532e-01	8.577468e-01	9.929836e-01	-1.351030e-01	-1.351030e-01	1.351030e-01	1.351030e-01
5.996813884703442e-01	-2.001762e-02	9.799824e-01	9.928390e-01	-1.283784e-02	-1.283784e-02	1.283784e-02	1.283784e-02
6.016345134703442e-01	1.025191e-01	1.102519e+00	9.929335e-01	1.094891e-01	1.094891e-01	-1.094891e-01	-1.094891e-01
6.035876384703442e-01	2.235138e-01	1.223514e+00	9.932655e-01	2.300380e-01	2.300380e-01	-2.300380e-01	-2.300380e-01
6.055407634703442e-01	3.411466e-01	1.341147e+00	9.938295e-01	3.469961e-01	3.469961e-01	-3.469961e-01	-3.469961e-01
6.074938884703442e-01	4.536483e-01	1.453648e+00	9.946170e-01	4.586045e-01	4.586045e-01	-4.586045e-01	-4.586045e-01
6.094470134703442e-01	5.593267e-01	1.559327e+00	9.956158e-01	5.631846e-01	5.631846e-01	-5.631846e-01	-5.631846e-01
6.114001384703442e-01	6.565923e-01	1.656592e+00	9.968106e-01	6.591639e-01	6.591639e-01	-6.591639e-01	-6.591639e-01
6.133532634703442e-01	7.439821e-01	1.743982e+00	9.981833e-01	7.450988e-01	7.450988e-01	-7.450988e-01	-7.450988e-01
6.153063884703442e-01	8.201818e-01	1.820182e+00	9.997128e-01	8.196972e-01	8.196972e-01	-8.196972e-01	-8.196972e-01
6.172595134703442e-01	8.840452e-01	1.884045e+00	1.001376e+00	8.818372e-01	8.818372e-01	-8.818372e-01	-8.818372e-01
6.192126384703442e-01	9.346117e-01	1.934612e+00	1.003148e+00	9.305845e-01	9.305845e-01	-9.305845e-01	-9.305845e-01
6.211657634703442e-01	9.711207e-01	1.971121e+00	1.005001e+00	9.652061e-01	9.652061e-01	-9.652061e-01	-9.652061e-01
6.231188884703442e-01	9.930233e-01	1.993023e+00	1.006907e+00	9.851815e-01	9.851815e-01	-9.851815e-01	-9.851815e-01
6.250720134703442e-01	9.999897e-01	1.999990e+00	1.008838e+00	9.902106e-01	9.902106e-01	-9.902106e-01	-9.902106e-01
6.270251384703442e-01	9.919155e-01	1.991915e+00	1.010764e+00	9.802178e-01	9.802178e-01	-9.802178e-01	-9.802178e-01
6.289782634703442e-01	9.689219e-01	1.968922e+00	1.012656e+00	9.553539e-01	9.553539e-01	-9.553539e-01	-9.553539e-01
6.309313884703442e-01	9.313548e-01	1.931355e+00	1.014486e+00	9.159929e-01	9.159929e-01	-9.159929e-01	-9.159929e-01
6.328845134703442e-01	8.797793e-01	1.879779e+00	1.016224e+00	8.627272e-01	8.627272e-01	-8.627272e-01	-8.627272e-01
6.348376384703442e-01	8.149711e-01	1.814971e+00	1.017846e+00	7.963582e-01	7.963582e-01	-7.963582e-01	-7.963582e-01
6.367907634703442e-01	7.379049e-01	1.737905e+00	1.019326e+00	7.178844e-01	7.178844e-01	-7.178844e-01	-7.178844e-01
6.387438884703442e-01	6.497400e-01	1.649740e+00	1.020642e+00	6.284864e-01	6.284864e-01	-6.284864e-01	-6.284864e-01
6.406970134703442e-01	5.518024e-01	1.551802e+00	1.021774e+00	5.295090e-01	5.295090e-01	-5.295090e-01	-5.295090e-01
6.426501384703442e-01	4.455651e-01	1.445565e+00	1.022705e+00	4.224412e-01	4.224412e-01	-4.224412e-01	-4.224412e-01
6.446032634703442e-01	3.326262e-01	1.332626e+00	1.023420e+00	3.088936e-01	3.088936e-01	-3.088936e-01	-3.088936e-01
6.465563884703442e-01	2.146842e-01	1.214684e+00	1.023908e+00	1.905744e-01	1.905744e-01	-1.905744e-01	-1.905744e-01
6.485095134703442e-01	9.351320e-02	1.093513e+00	1.024162e+00	6.926339e-02	6.926339e-02	-6.926339e-02	-6.926339e-02
6.494860759703442e-01	3.228519e-02	1.032285e+00	1.024199e+00	8.055238e-03	8.055238e-03	-8.055238e-03	-8.055238e-03
6.514392009703442e-01	-9.030447e-02	9.096955e-01	1.024096e+00	-1.143152e-01	-1.143152e-01	1.143152e-01	1.143152e-01
