time	V(n002)	I(L1)	I(V1)
5.690429753613144e-01	-9.307671e-01	2.171283e-02	-2.171283e-02
5.709961003613144e-01	-9.685222e-01	1.985801e-02	-1.985801e-02
5.729492253613144e-01	-9.917098e-01	1.794369e-02	-1.794369e-02
5.749023503613144e-01	-9.999812e-01	1.599864e-02	-1.599864e-02
5.768554753613144e-01	-9.932119e-01	1.405213e-02	-1.405213e-02
5.788086003613144e-01	-9.715038e-01	1.213344e-02	-1.213344e-02
5.807617253613144e-01	-9.351833e-01	1.027142e-02	-1.027142e-02
5.827148503613144e-01	-8.847969e-01	8.494071e-03	-8.494071e-03
5.846679753613144e-01	-8.211023e-01	6.828137e-03	-6.828137e-03
5.856445378613144e-01	-7.845563e-01	6.044855e-03	-6.044855e-03
5.866211003613144e-01	-7.450575e-01	5.298671e-03	-5.298671e-03
5.875976628613144e-01	-7.027544e-01	4.592392e-03	-4.592392e-03
5.885742253613144e-01	-6.578064e-01	3.928676e-03	-3.928676e-03
5.895507878613144e-01	-6.103825e-01	3.310023e-03	-3.310023e-03
5.905273503613144e-01	-5.606613e-01	2.738759e-03	-2.738759e-03
5.915039128613144e-01	-5.088298e-01	2.217036e-03	-2.217036e-03
5.924804753613144e-01	-4.550832e-01	1.746816e-03	-1.746816e-03
5.934570378613144e-01	-3.996238e-01	1.329870e-03	-1.329870e-03
5.944336003613144e-01	-3.426603e-01	9.677662e-04	-9.677662e-04
5.954101628613144e-01	-2.844071e-01	6.618682e-04	-6.618682e-04
5.963867253613144e-01	-2.250835e-01	4.133270e-04	-4.133270e-04
5.973632878613144e-01	-1.649127e-01	2.230781e-04	-2.230781e-04
5.983398503613144e-01	-1.041212e-01	9.183730e-05	-9.183730e-05
5.993164128613144e-01	-4.293784e-02	2.009863e-05	-2.009863e-05
6.002929753613144e-01	1.840715e-02	8.132011e-06	-8.132011e-06
6.012695378613144e-01	7.968285e-02	5.598242e-05	-5.598242e-05
6.022461003613144e-01	1.406586e-01	1.634697e-04	-1.634697e-04
6.032226628613144e-01	2.011050e-01	3.301892e-04	-3.301892e-04
6.041992253613144e-01	2.607945e-01	5.555135e-04	-5.555135e-04
6.051757878613144e-01	3.195024e-01	8.385943e-04	-8.385943e-04
6.061523503613144e-01	3.770078e-01	1.178366e-03	-1.178366e-03
6.071289128613144e-01	4.330942e-01	1.573550e-03	-1.573550e-03
6.081054753613144e-01	4.875505e-01	2.022659e-03	-2.022659e-03
6.090820378613144e-01	5.401718e-01	2.524002e-03	-2.524002e-03
6.100586003613144e-01	5.907601e-01	3.075693e-03	-3.075693e-03
6.110351628613144e-01	6.391248e-01	3.675654e-03	-3.675654e-03
6.120117253613144e-01	6.850840e-01	4.321628e-03	-4.321628e-03
6.129882878613144e-01	7.284647e-01	5.011183e-03	-5.011183e-03
6.139648503613144e-01	7.691036e-01	5.741724e-03	-5.741724e-03
6.149414128613144e-01	8.068478e-01	6.510502e-03	-6.510502e-03
6.168945378613144e-01	8.730952e-01	8.151058e-03	-8.151058e-03
6.188476628613144e-01	9.262104e-01	9.908177e-03	-9.908177e-03
6.208007878613144e-01	9.653946e-01	1.175543e-02	-1.175543e-02
6.227539128613144e-01	9.900582e-01	1.366503e-02	-1.366503e-02
6.247070378613144e-01	9.998306e-01	1.560825e-02	-1.560825e-02
6.266601628613144e-01	9.945645e-01	1.755587e-02	-1.755587e-02
6.286132878613144e-01	9.743393e-01	1.947859e-02	-1.947859e-02
6.305664128613144e-01	9.394591e-01	2.134750e-02	-2.134750e-02
6.325195378613144e-01	8.904485e-01	2.313448e-02	-2.313448e-02
6.344726628613144e-01	8.280448e-01	2.481265e-02	-2.481265e-02
6.364257878613144e-01	7.531865e-01	2.635677e-02	-2.635677e-02
6.383789128613144e-01	6.669996e-01	2.774362e-02	-2.774362e-02
6.403320378613144e-01	5.707804e-01	2.895233e-02	-2.895233e-02
6.422851628613144e-01	4.659761e-01	2.996474e-02	-2.996474e-02
6.442382878613144e-01	3.541631e-01	3.076559e-02	-3.076559e-02
6.461914128613144e-01	2.370232e-01	3.134286e-02	-3.134286e-02
6.481445378613144e-01	1.163182e-01	3.168786e-02	-3.168786e-02
6.500976628613144e-01	-6.136300e-03	3.179540e-02	-3.179540e-02
6.520507878613144e-01	-1.284985e-01	3.166386e-02	-3.166386e-02
6.540039128613144e-01	-2.489280e-01	3.129522e-02	-3.129522e-02
6.559570378613144e-01	-3.656134e-01	3.069502e-02	-3.069502e-02
6.579101628613144e-01	-4.767996e-01	2.987229e-02	-2.987229e-02
6.598632878613144e-01	-5.808143e-01	2.883940e-02	-2.883940e-02
6.618164128613144e-01	-6.760930e-01	2.761190e-02	-2.761190e-02
6.637695378613144e-01	-7.612026e-01	2.620824e-02	-2.620824e-02
6.657226628613144e-01	-8.348631e-01	2.464953e-02	-2.464953e-02
6.676757878613144e-01	-8.959664e-01	2.295922e-02	-2.295922e-02
6.696289128613144e-01	-9.435936e-01	2.116273e-02	-2.116273e-02
6.715820378613144e-01	-9.770283e-01	1.928708e-02	-1.928708e-02
6.735351628613144e-01	-9.957675e-01	1.736048e-02	-1.736048e-02
6.754882878613144e-01	-9.995294e-01	1.541192e-02	-1.541192e-02
6.774414128613144e-01	-9.882575e-01	1.347069e-02	-1.347069e-02
6.793945378613144e-01	-9.621213e-01	1.156600e-02	-1.156600e-02
6.813476628613144e-01	-9.215139e-01	9.726486e-03	-9.726486e-03
6.833007878613144e-01	-8.670461e-01	7.979826e-03	-7.979826e-03
6.852539128613144e-01	-7.995370e-01	6.352289e-03	-6.352289e-03
6.862304753613144e-01	-7.612021e-01	5.590920e-03	-5.590920e-03
6.872070378613144e-01	-7.200022e-01	4.868351e-03	-4.868351e-03
6.881836003613144e-01	-6.760924e-01	4.187301e-03	-4.187301e-03
6.891601628613144e-01	-6.296379e-01	3.550334e-03	-3.550334e-03
6.901367253613144e-01	-5.808136e-01	2.959846e-03	-2.959846e-03
6.911132878613144e-01	-5.298033e-01	2.418060e-03	-2.418060e-03
6.920898503613144e-01	-4.767989e-01	1.927016e-03	-1.927016e-03
6.930664128613144e-01	-4.219999e-01	1.488560e-03	-1.488560e-03
6.940429753613144e-01	-3.656126e-01	1.104344e-03	-1.104344e-03
6.950195378613144e-01	-3.078493e-01	7.758142e-04	-7.758142e-04
6.959961003613144e-01	-2.489272e-01	5.042059e-04	-5.042059e-04
6.969726628613144e-01	-1.890683e-01	2.905418e-04	-2.905418e-04
6.979492253613144e-01	-1.284977e-01	1.356260e-04	-1.356260e-04
6.989257878613144e-01	-6.744350e-02	4.004152e-05	-4.004152e-05
6.999023503613144e-01	-6.135469e-03	4.148073e-06	-4.148073e-06
7.008789128613144e-01	5.519566e-02	2.808069e-05	-2.808069e-05
7.018554753613144e-01	1.163190e-01	1.117492e-04	-1.117492e-04
7.028320378613144e-01	1.770046e-01	2.548387e-04	-2.548387e-04
7.038086003613144e-01	2.370240e-01	4.568106e-04	-4.568106e-04
7.047851628613144e-01	2.961513e-01	7.169045e-04	-7.169045e-04
7.057617253613144e-01	3.541639e-01	1.034142e-03	-1.034142e-03
7.067382878613144e-01	4.108436e-01	1.407328e-03	-1.407328e-03
7.077148503613144e-01	4.659769e-01	1.835058e-03	-1.835058e-03
7.086914128613144e-01	5.193564e-01	2.315723e-03	-2.315723e-03
7.096679753613144e-01	5.707811e-01	2.847514e-03	-2.847514e-03
7.106445378613144e-01	6.200575e-01	3.428428e-03	-3.428428e-03
7.116211003613144e-01	6.670002e-01	4.056279e-03	-4.056279e-03
7.125976628613144e-01	7.114325e-01	4.728704e-03	-4.728704e-03
7.135742253613144e-01	7.531871e-01	5.443173e-03	-5.443173e-03
7.145507878613144e-01	7.921068e-01	6.196995e-03	-6.196995e-03
7.165039128613144e-01	8.608671e-01	7.811215e-03	-7.811215e-03
7.184570378613144e-01	9.166792e-01	9.547085e-03	-9.547085e-03
7.204101628613144e-01	9.587036e-01	1.137850e-02	-1.137850e-02
7.223632878613144e-01	9.863082e-01	1.327790e-02	-1.327790e-02
7.243164128613144e-01	9.990777e-01	1.521672e-02	-1.521672e-02
7.262695378613144e-01	9.968203e-01	1.716581e-02	-1.716581e-02
7.282226628613144e-01	9.795697e-01	1.909585e-02	-1.909585e-02
7.301757878613144e-01	9.475855e-01	2.097780e-02	-2.097780e-02
7.321289128613144e-01	9.013487e-01	2.278336e-02	-2.278336e-02
7.340820378613144e-01	8.415548e-01	2.448537e-02	-2.448537e-02
7.360351628613144e-01	7.691031e-01	2.605823e-02	-2.605823e-02
7.379882878613144e-01	6.850834e-01	2.747828e-02	-2.747828e-02
7.399414128613144e-01	5.907593e-01	2.872417e-02	-2.872417e-02
7.418945378613144e-01	4.875498e-01	2.977715e-02	-2.977715e-02
7.438476628613144e-01	3.770070e-01	3.062138e-02	-3.062138e-02
7.458007878613144e-01	2.607937e-01	3.124417e-02	-3.124417e-02
7.477539128613144e-01	1.406578e-01	3.163616e-02	-3.163616e-02
7.497070378613144e-01	1.840631e-02	3.179143e-02	-3.179143e-02
7.516601628613144e-01	-1.041221e-01	3.170766e-02	-3.170766e-02
7.536132878613144e-01	-2.250843e-01	3.138611e-02	-3.138611e-02
7.555664128613144e-01	-3.426611e-01	3.083161e-02	-3.083161e-02
7.575195378613144e-01	-4.550840e-01	3.005250e-02	-3.005250e-02
7.594726628613144e-01	-5.606619e-01	2.906050e-02	-2.906050e-02
7.614257878613144e-01	-6.578070e-01	2.787053e-02	-2.787053e-02
7.633789128613144e-01	-7.450581e-01	2.650050e-02	-2.650050e-02
7.653320378613144e-01	-8.211027e-01	2.497099e-02	-2.497099e-02
7.672851628613144e-01	-8.847973e-01	2.330502e-02	-2.330502e-02
7.692382878613144e-01	-9.351836e-01	2.152765e-02	-2.152765e-02
7.711914128613144e-01	-9.715040e-01	1.966561e-02	-1.966561e-02
7.731445378613144e-01	-9.932120e-01	1.774690e-02	-1.774690e-02
7.750976628613144e-01	-9.999812e-01	1.580039e-02	-1.580039e-02
7.770507878613144e-01	-9.917097e-01	1.385535e-02	-1.385535e-02
7.790039128613144e-01	-9.685220e-01	1.194104e-02	-1.194104e-02
7.809570378613144e-01	-9.307668e-01	1.008624e-02	-1.008624e-02
7.829101628613144e-01	-8.790120e-01	8.318856e-03	-8.318856e-03
7.848632878613144e-01	-8.140361e-01	6.665473e-03	-6.665473e-03
7.858398503613144e-01	-7.768882e-01	5.889379e-03	-5.889379e-03
7.868164128613144e-01	-7.368163e-01	5.150956e-03	-5.150956e-03
7.877929753613144e-01	-6.939712e-01	4.452982e-03	-4.452982e-03
7.887695378613144e-01	-6.485141e-01	3.798084e-03	-3.798084e-03
7.897461003613144e-01	-6.006162e-01	3.188727e-03	-3.188727e-03
7.907226628613144e-01	-5.504576e-01	2.627206e-03	-2.627206e-03
7.916992253613144e-01	-4.982273e-01	2.115632e-03	-2.115632e-03
7.926757878613144e-01	-4.441218e-01	1.655932e-03	-1.655932e-03
7.936523503613144e-01	-3.883447e-01	1.249835e-03	-1.249835e-03
7.946289128613144e-01	-3.311059e-01	8.988703e-04	-8.988703e-04
7.956054753613144e-01	-2.726209e-01	6.043585e-04	-6.043585e-04
7.965820378613144e-01	-2.131099e-01	3.674079e-04	-3.674079e-04
7.975586003613144e-01	-1.527968e-01	1.889104e-04	-1.889104e-04
7.985351628613144e-01	-9.190854e-02	6.953765e-05	-6.953765e-05
7.995117253613144e-01	-3.067439e-02	9.738986e-06	-9.738986e-06
8.004882878613144e-01	3.067522e-02	9.739381e-06	-9.739381e-06
8.014648503613144e-01	9.190937e-02	6.953878e-05	-6.953878e-05
8.024414128613144e-01	1.527976e-01	1.889120e-04	-1.889120e-04
8.034179753613144e-01	2.131107e-01	3.674098e-04	-3.674098e-04
8.043945378613144e-01	2.726218e-01	6.043602e-04	-6.043602e-04
8.053711003613144e-01	3.311067e-01	8.988715e-04	-8.988715e-04
8.063476628613144e-01	3.883454e-01	1.249835e-03	-1.249835e-03
8.073242253613144e-01	4.441225e-01	1.655929e-03	-1.655929e-03
8.083007878613144e-01	4.982280e-01	2.115627e-03	-2.115627e-03
8.092773503613144e-01	5.504583e-01	2.627196e-03	-2.627196e-03
8.102539128613144e-01	6.006168e-01	3.188713e-03	-3.188713e-03
8.112304753613144e-01	6.485147e-01	3.798063e-03	-3.798063e-03
8.122070378613144e-01	6.939718e-01	4.452954e-03	-4.452954e-03
8.131836003613144e-01	7.368168e-01	5.150919e-03	-5.150919e-03
8.141601628613144e-01	7.768887e-01	5.889332e-03	-5.889332e-03
8.151367253613144e-01	8.140365e-01	6.665414e-03	-6.665414e-03
8.170898503613144e-01	8.790124e-01	8.318769e-03	-8.318769e-03
8.190429753613144e-01	9.307671e-01	1.008612e-02	-1.008612e-02
8.209961003613144e-01	9.685222e-01	1.194087e-02	-1.194087e-02
8.229492253613144e-01	9.917098e-01	1.385514e-02	-1.385514e-02
8.249023503613144e-01	9.999812e-01	1.580012e-02	-1.580012e-02
8.268554753613144e-01	9.932119e-01	1.774657e-02	-1.774657e-02
8.288086003613144e-01	9.715038e-01	1.966520e-02	-1.966520e-02
8.307617253613144e-01	9.351833e-01	2.152716e-02	-2.152716e-02
8.327148503613144e-01	8.847969e-01	2.330444e-02	-2.330444e-02
8.346679753613144e-01	8.211023e-01	2.497031e-02	-2.497031e-02
8.366211003613144e-01	7.450575e-01	2.649972e-02	-2.649972e-02
8.385742253613144e-01	6.578064e-01	2.786965e-02	-2.786965e-02
8.405273503613144e-01	5.606613e-01	2.905950e-02	-2.905950e-02
8.424804753613144e-01	4.550832e-01	3.005139e-02	-3.005139e-02
8.444336003613144e-01	3.426603e-01	3.083037e-02	-3.083037e-02
8.463867253613144e-01	2.250835e-01	3.138475e-02	-3.138475e-02
8.483398503613144e-01	1.041212e-01	3.170618e-02	-3.170618e-02
8.512695378613144e-01	-7.968285e-02	3.174194e-02	-3.174194e-02
8.532226628613144e-01	-2.011050e-01	3.146767e-02	-3.146767e-02
8.551757878613144e-01	-3.195024e-01	3.095920e-02	-3.095920e-02
8.571289128613144e-01	-4.330942e-01	3.022419e-02	-3.022419e-02
8.590820378613144e-01	-5.401718e-01	2.927367e-02	-2.927367e-02
8.610351628613144e-01	-6.391248e-01	2.812196e-02	-2.812196e-02
8.629882878613144e-01	-7.284647e-01	2.678637e-02	-2.678637e-02
8.649414128613144e-01	-8.068478e-01	2.528699e-02	-2.528699e-02
8.668945378613144e-01	-8.730952e-01	2.364637e-02	-2.364637e-02
8.688476628613144e-01	-9.262104e-01	2.188919e-02	-2.188919e-02
8.708007878613144e-01	-9.653946e-01	2.004187e-02	-2.004187e-02
8.727539128613144e-01	-9.900582e-01	1.813221e-02	-1.813221e-02
8.747070378613144e-01	-9.998306e-01	1.618893e-02	-1.618893e-02
8.766601628613144e-01	-9.945645e-01	1.424124e-02	-1.424124e-02
8.786132878613144e-01	-9.743393e-01	1.231846e-02	-1.231846e-02
8.805664128613144e-01	-9.394591e-01	1.044949e-02	-1.044949e-02
8.825195378613144e-01	-8.904485e-01	8.662451e-03	-8.662451e-03
8.844726628613144e-01	-8.280448e-01	6.984218e-03	-6.984218e-03
8.854492253613144e-01	-7.921063e-01	6.193866e-03	-6.193866e-03
8.864257878613144e-01	-7.531865e-01	5.440034e-03	-5.440034e-03
8.874023503613144e-01	-7.114319e-01	4.725556e-03	-4.725556e-03
8.883789128613144e-01	-6.669996e-01	4.053122e-03	-4.053122e-03
8.893554753613144e-01	-6.200569e-01	3.425265e-03	-3.425265e-03
8.903320378613144e-01	-5.707804e-01	2.844345e-03	-2.844345e-03
8.913086003613144e-01	-5.193557e-01	2.312551e-03	-2.312551e-03
8.922851628613144e-01	-4.659761e-01	1.831882e-03	-1.831882e-03
8.932617253613144e-01	-4.108428e-01	1.404149e-03	-1.404149e-03
8.942382878613144e-01	-3.541631e-01	1.030962e-03	-1.030962e-03
8.952148503613144e-01	-2.961505e-01	7.137234e-04	-7.137234e-04
8.961914128613144e-01	-2.370232e-01	4.536291e-04	-4.536291e-04
8.971679753613144e-01	-1.770038e-01	2.516574e-04	-2.516574e-04
8.981445378613144e-01	-1.163182e-01	1.085683e-04	-1.085683e-04
8.991211003613144e-01	-5.519483e-02	2.490043e-05	-2.490043e-05
9.000976628613144e-01	6.136300e-03	9.685950e-07	-9.685950e-07
9.010742253613144e-01	6.744433e-02	3.686282e-05	-3.686282e-05
9.020507878613144e-01	1.284985e-01	1.324479e-04	-1.324479e-04
9.030273503613144e-01	1.890691e-01	2.873641e-04	-2.873641e-04
9.040039128613144e-01	2.489280e-01	5.010283e-04	-5.010283e-04
9.049804753613144e-01	3.078500e-01	7.726361e-04	-7.726361e-04
9.059570378613144e-01	3.656134e-01	1.101165e-03	-1.101165e-03
9.069336003613144e-01	4.220006e-01	1.485379e-03	-1.485379e-03
9.079101628613144e-01	4.767996e-01	1.923832e-03	-1.923832e-03
9.088867253613144e-01	5.298040e-01	2.414873e-03	-2.414873e-03
9.098632878613144e-01	5.808143e-01	2.956654e-03	-2.956654e-03
9.108398503613144e-01	6.296386e-01	3.547136e-03	-3.547136e-03
9.118164128613144e-01	6.760930e-01	4.184097e-03	-4.184097e-03
9.127929753613144e-01	7.200028e-01	4.865139e-03	-4.865139e-03
9.137695378613144e-01	7.612026e-01	5.587698e-03	-5.587698e-03
9.147461003613144e-01	7.995375e-01	6.349055e-03	-6.349055e-03
9.166992253613144e-01	8.670465e-01	7.976566e-03	-7.976566e-03
9.186523503613144e-01	9.215142e-01	9.723191e-03	-9.723191e-03
9.206054753613144e-01	9.621215e-01	1.156266e-02	-1.156266e-02
9.225586003613144e-01	9.882576e-01	1.346730e-02	-1.346730e-02
9.245117253613144e-01	9.995294e-01	1.540848e-02	-1.540848e-02
9.264648503613144e-01	9.957674e-01	1.735698e-02	-1.735698e-02
9.284179753613144e-01	9.770281e-01	1.928350e-02	-1.928350e-02
9.303711003613144e-01	9.435933e-01	2.115907e-02	-2.115907e-02
9.323242253613144e-01	8.959661e-01	2.295547e-02	-2.295547e-02
9.342773503613144e-01	8.348626e-01	2.464569e-02	-2.464569e-02
9.362304753613144e-01	7.612021e-01	2.620430e-02	-2.620430e-02
9.381836003613144e-01	6.760924e-01	2.760786e-02	-2.760786e-02
9.401367253613144e-01	5.808136e-01	2.883525e-02	-2.883525e-02
9.420898503613144e-01	4.767989e-01	2.986802e-02	-2.986802e-02
9.440429753613144e-01	3.656126e-01	3.069063e-02	-3.069063e-02
9.459961003613144e-01	2.489272e-01	3.129070e-02	-3.129070e-02
9.479492253613144e-01	1.284977e-01	3.165922e-02	-3.165922e-02
9.499023503613144e-01	6.135469e-03	3.179064e-02	-3.179064e-02
9.518554753613144e-01	-1.163190e-01	3.168298e-02	-3.168298e-02
9.538086003613144e-01	-2.370240e-01	3.133785e-02	-3.133785e-02
9.557617253613144e-01	-3.541639e-01	3.076046e-02	-3.076046e-02
9.577148503613144e-01	-4.659769e-01	2.995948e-02	-2.995948e-02
9.596679753613144e-01	-5.707811e-01	2.894696e-02	-2.894696e-02
9.616211003613144e-01	-6.670002e-01	2.773814e-02	-2.773814e-02
9.635742253613144e-01	-7.531871e-01	2.635118e-02	-2.635118e-02
9.655273503613144e-01	-8.280452e-01	2.480696e-02	-2.480696e-02
9.674804753613144e-01	-8.904489e-01	2.312869e-02	-2.312869e-02
9.694336003613144e-01	-9.394594e-01	2.134163e-02	-2.134163e-02
9.713867253613144e-01	-9.743395e-01	1.947264e-02	-1.947264e-02
9.733398503613144e-01	-9.945646e-01	1.754984e-02	-1.754984e-02
9.752929753613144e-01	-9.998306e-01	1.560216e-02	-1.560216e-02
9.772461003613144e-01	-9.900581e-01	1.365888e-02	-1.365888e-02
9.791992253613144e-01	-9.653943e-01	1.174923e-02	-1.174923e-02
9.811523503613144e-01	-9.262101e-01	9.901936e-03	-9.901936e-03
9.831054753613144e-01	-8.730948e-01	8.144783e-03	-8.144783e-03
9.850586003613144e-01	-8.068473e-01	6.504199e-03	-6.504199e-03
9.860351628613144e-01	-7.691031e-01	5.735410e-03	-5.735410e-03
9.870117253613144e-01	-7.284641e-01	5.004859e-03	-5.004859e-03
9.879882878613144e-01	-6.850834e-01	4.315295e-03	-4.315295e-03
9.889648503613144e-01	-6.391242e-01	3.669314e-03	-3.669314e-03
9.899414128613144e-01	-5.907593e-01	3.069347e-03	-3.069347e-03
9.909179753613144e-01	-5.401711e-01	2.517652e-03	-2.517652e-03
9.918945378613144e-01	-4.875498e-01	2.016305e-03	-2.016305e-03
9.928711003613144e-01	-4.330935e-01	1.567193e-03	-1.567193e-03
9.938476628613144e-01	-3.770070e-01	1.172007e-03	-1.172007e-03
9.948242253613144e-01	-3.195016e-01	8.322339e-04	-8.322339e-04
9.958007878613144e-01	-2.607937e-01	5.491526e-04	-5.491526e-04
9.967773503613144e-01	-2.011042e-01	3.238282e-04	-3.238282e-04
9.977539128613144e-01	-1.406578e-01	1.571090e-04	-1.571090e-04
9.987304753613144e-01	-7.968202e-02	4.962231e-05	-4.962231e-05
9.997070378613144e-01	-1.840631e-02	-8.706472e-06	8.706472e-06
1.000000000000000e+00	-2.449294e-15	-1.589187e-05	1.589187e-05
